geo_point_2d;geo_shape;buurt;stadsdeel;geovisia_i;id;gv_oppervl
51.43848161293627, 5.534574106647169;"{""coordinates"": [[[5.533853550751755, 51.4380330890041], [5.533856443489533, 51.438931953467836], [5.535294676753885, 51.43893013388352], [5.535291755579532, 51.438031269465476], [5.533853550751755, 51.4380330890041]]], ""type"": ""Polygon""}";Urkhoven;Tongelre;03BFE9E5-4552-4C33-93A1-EC69B3E951EE;18948;10000.0
51.445672526359196, 5.5345973624298495;"{""coordinates"": [[[5.533876692628708, 51.44522400286321], [5.533879585673327, 51.44612286683342], [5.535318046445359, 51.44612104686897], [5.535315124959348, 51.44522218294696], [5.533876692628708, 51.44522400286321]]], ""type"": ""Polygon""}";Urkhoven;Tongelre;6F2BA7BC-3030-4C6E-BBD2-565D176AA3CD;18949;10000.0
51.45106570873469, 5.534614807749597;"{""coordinates"": [[[5.533894052364978, 51.450617185573044], [5.533896945899268, 51.45151604903353], [5.535335577334212, 51.45151422893985], [5.535332655355687, 51.45061536546834], [5.533894052364978, 51.450617185573044]]], ""type"": ""Polygon""}";Buitengebied;Tongelre;62F59C84-5199-4BFA-9A57-FE98587A5CB7;18952;10000.0
51.41337826522856, 5.468371080501343;"{""coordinates"": [[[5.467651571735095, 51.41292933067177], [5.467653159076697, 51.41382819929291], [5.469090603447087, 51.41382719682259], [5.469088987731297, 51.41292832821251], [5.467651571735095, 51.41292933067177]]], ""type"": ""Polygon""}";Gennep;Gestel;235C106A-16B9-458C-B4DE-78CFBC159F0B;17372;10000.0
51.425981385463324, 5.433885637165413;"{""coordinates"": [[[5.433166271146363, 51.425532239009875], [5.433167176203966, 51.42643110685317], [5.434605017362478, 51.426430528947265], [5.434604083953219, 51.42553166113489], [5.433166271146363, 51.425532239009875]]], ""type"": ""Polygon""}";Hurk;Strijp 1;9359936E-F614-4705-B411-A73FF0351613;16436;10000.0
51.427779121021445, 5.433887475716178;"{""coordinates"": [[[5.433168081302875, 51.42732997464767], [5.433168986443092, 51.42822884239331], [5.434606884308796, 51.42822826442554], [5.434605950814337, 51.42732939671086], [5.433168081302875, 51.42732997464767]]], ""type"": ""Polygon""}";Hurk;Strijp 1;D982C060-39C0-4D56-B3C2-A70533307823;16438;10000.0
51.431285158022746, 5.538864828298427;"{""coordinates"": [[[5.538144343799415, 51.43083666020677], [5.538147321633925, 51.43173552525786], [5.539585327016627, 51.43173365284985], [5.539582320730656, 51.430834787848276], [5.538144343799415, 51.43083666020677]]], ""type"": ""Polygon""}";Buitengebied;Buitengebied;D7DF0B66-518B-4DBB-AECB-4A595DCF5029;18979;10000.0
51.478061502522884, 5.508791622963555;"{""coordinates"": [[[5.508070693499901, 51.477612820523255], [5.508073080035031, 51.4785116835575], [5.509512566625498, 51.47851018155327], [5.50951015167495, 51.47761131854297], [5.508070693499901, 51.477612820523255]]], ""type"": ""Polygon""}";Buitengebied;;129A43F2-5041-423F-B400-8C2A420AFD68;18329;10000.0
51.49154444037508, 5.508827652812672;"{""coordinates"": [[[5.508106508529824, 51.49109575908906], [5.508108898221321, 51.491994621185576], [5.509548811293748, 51.491993118674586], [5.509546393208732, 51.49109425664278], [5.508106508529824, 51.49109575908906]]], ""type"": ""Polygon""}";Bokt;Woensel noord 2;CDF3C969-AB0B-4A48-B8C5-3A2908E1AF01;18337;10000.0
51.40794852519846, 5.510041961429025;"{""coordinates"": [[[5.50932212894568, 51.40749984827835], [5.509324538340284, 51.40839871610838], [5.510761808120728, 51.40839719913585], [5.510759370298284, 51.40749833134493], [5.50932212894568, 51.40749984827835]]], ""type"": ""Polygon""}";Leenderheide;Stratum;6B37410F-42CB-4ED9-898E-19C0B7903983;18342;10000.0
51.4555723333991, 5.524558029534047;"{""coordinates"": [[[5.52383730183314, 51.455123748200464], [5.523839996958979, 51.45602261177926], [5.525278771437238, 51.45602091561973], [5.525276047891139, 51.45512205207846], [5.52383730183314, 51.455123748200464]]], ""type"": ""Polygon""}";Koudenhoven;Tongelre;885F1790-61F0-499E-BF18-1AE73B166314;18742;10000.0
51.454661162184664, 5.534626439838258;"{""coordinates"": [[[5.533905627295502, 51.454212639104476], [5.5339085213587325, 51.4551115023576], [5.535347266583599, 51.45510968230805], [5.535344344070943, 51.45421081904389], [5.533905627295502, 51.454212639104476]]], ""type"": ""Polygon""}";Buitengebied;Buitengebied;BA1F99ED-78B8-4C5B-9822-75F7DD6295B7;18956;10000.0
51.40709995453541, 5.445364162161674;"{""coordinates"": [[[5.444644979077943, 51.40665087770399], [5.444646113691844, 51.4075497473079], [5.44608335941532, 51.40754902839491], [5.446082196466026, 51.40665015882766], [5.444644979077943, 51.40665087770399]]], ""type"": ""Polygon""}";Beemden;Gestel;7FD40711-42D0-473A-8D1C-79F84C25CD53;16797;10000.0
51.41159430087673, 5.44536990079714;"{""coordinates"": [[[5.444650647338188, 51.41114522441127], [5.4446517808788855, 51.41204409356997], [5.446089168450766, 51.412043374354866], [5.4460880065378054, 51.41114450525659], [5.444650647338188, 51.41114522441127]]], ""type"": ""Polygon""}";Beemden;Gestel;AEC3759D-C179-483E-8651-052388E935B1;16802;10000.0
51.43047053260665, 5.445393983508756;"{""coordinates"": [[[5.444674433059879, 51.43002145732448], [5.44467556521437, 51.43092032470414], [5.446113548138984, 51.43091960492466], [5.446112387615909, 51.430020737562295], [5.444674433059879, 51.43002145732448]]], ""type"": ""Polygon""}";Hurk;Strijp 1;940A9FBE-3478-4FAA-94A6-D2F67C613F42;16806;10000.0
51.453846256944125, 5.433914136622751;"{""coordinates"": [[[5.433194331066726, 51.453397111936106], [5.433195236443923, 51.454295977798346], [5.434633956354066, 51.45429539899212], [5.434633022622142, 51.45339653314484], [5.433194331066726, 51.453397111936106]]], ""type"": ""Polygon""}";Wielewaal;Strijp 1;8FAE0DB8-2941-40D7-83FE-1D392516F061;16451;10000.0
51.456542854273614, 5.433916895475411;"{""coordinates"": [[[5.433197047322353, 51.456093709366264], [5.433197952823593, 51.45699257507167], [5.434636757805678, 51.456991996220744], [5.434635823945831, 51.45609313053022], [5.433197047322353, 51.456093709366264]]], ""type"": ""Polygon""}";Wielewaal;Strijp 1;8CF48652-B7D6-41A9-A678-CCCD380D8B2B;16454;10000.0
51.495145756678376, 5.503077219408138;"{""coordinates"": [[[5.502356074875667, 51.49469703998892], [5.502358351305547, 51.49559590199339], [5.5037983781467155, 51.49559447039462], [5.503796073291561, 51.494695608422184], [5.502356074875667, 51.49469703998892]]], ""type"": ""Polygon""}";Bokt;Woensel noord 2;84F25CD7-BF5E-4BFC-B9B8-B31437E7A346;18155;10000.0
51.49604461863826, 5.503079510102867;"{""coordinates"": [[[5.502358351305547, 51.49559590199339], [5.502360627839202, 51.49649476394063], [5.503800683106945, 51.49649333230983], [5.5037983781467155, 51.49559447039462], [5.502358351305547, 51.49559590199339]]], ""type"": ""Polygon""}";Bokt;Woensel noord 2;4619D922-D13E-4439-B52F-96033A54CF93;18156;10000.0
51.40705558211122, 5.5042906250732795;"{""coordinates"": [[[5.503570861897025, 51.4066068691467], [5.503573159752495, 51.40750573784531], [5.505010402437282, 51.4075042921133], [5.505008076177696, 51.406605423418135], [5.503570861897025, 51.4066068691467]]], ""type"": ""Polygon""}";Leenderheide;Stratum;70C55297-4702-475E-8739-EB604FC635BE;18160;10000.0
51.40975218637174, 5.504297556658744;"{""coordinates"": [[[5.5035777518089315, 51.40930347385932], [5.5035800479938874, 51.410202341796214], [5.505017375674134, 51.41020089590434], [5.505015051156067, 51.40930202802075], [5.5035777518089315, 51.40930347385932]]], ""type"": ""Polygon""}";Leenderheide;Stratum;FD4B7748-2F38-4B9F-B684-8817767B6C6E;18163;10000.0
51.41244878989127, 5.50430448818647;"{""coordinates"": [[[5.50358464067732, 51.4120000775292], [5.5035869371758075, 51.41289894532506], [5.505024349863125, 51.41289749927329], [5.5050220250276585, 51.41199863153072], [5.50358464067732, 51.4120000775292]]], ""type"": ""Polygon""}";Schuttersbosch;Stratum;4956DE0B-312E-4C2A-88CA-83FC105EDEC6;18166;10000.0
51.45020115429797, 5.504401505521622;"{""coordinates"": [[[5.503681061373636, 51.449752444333285], [5.503683357970158, 51.450651308806], [5.505121963862464, 51.450649861286884], [5.505119638869697, 51.4497509968515], [5.503681061373636, 51.449752444333285]]], ""type"": ""Polygon""}";Karpen;Tongelre;1A32E809-1322-4A79-8475-1DEA3F933F36;18176;10000.0
51.460965513890905, 5.524574288553672;"{""coordinates"": [[[5.523853475073807, 51.460516928945104], [5.523856171124456, 51.46141579222521], [5.525295116249585, 51.46141409585803], [5.5252923917488825, 51.460515232611286], [5.523853475073807, 51.460516928945104]]], ""type"": ""Polygon""}";Buitengebied;Buitengebied;6E4A1831-8E89-4922-B44A-C393651348C0;18748;10000.0
51.405234162119136, 5.525843553288253;"{""coordinates"": [[[5.525123607326682, 51.40478558258874], [5.525126330630717, 51.405684450644706], [5.526563513431196, 51.40568273867676], [5.526560761743345, 51.40478387064887], [5.525123607326682, 51.40478558258874]]], ""type"": ""Polygon""}";Buitengebied;Buitengebied;B0C29F61-6398-4BBC-B907-E769776548B0;18751;10000.0
51.41871717040275, 5.525884599334335;"{""coordinates"": [[[5.525164441161059, 51.41826859191496], [5.525167162854341, 51.419167458384386], [5.526604771708559, 51.41916574589753], [5.526602021612682, 51.418266879494425], [5.525164441161059, 51.41826859191496]]], ""type"": ""Polygon""}";Buitengebied;Buitengebied;AEFA91B3-0EB4-4446-8BC0-CA3551DB6679;18766;10000.0
51.496978443760696, 5.459879691941525;"{""coordinates"": [[[5.459158944237135, 51.496529460348874], [5.459160368993794, 51.49742832343946], [5.46060045385783, 51.49742742419669], [5.460599000678712, 51.496528561144146], [5.459158944237135, 51.496529460348874]]], ""type"": ""Polygon""}";Buitengebied;;6CDC9958-F027-4E2E-9CC6-4B8A1D29330C;17236;10000.0
51.407989843423174, 5.461175172662726;"{""coordinates"": [[[5.460455820039633, 51.40754086438806], [5.460457265174139, 51.408439733373065], [5.461894539456687, 51.40843881949437], [5.461893065970517, 51.40753995052677], [5.460455820039633, 51.40754086438806]]], ""type"": ""Polygon""}";Beemden;Gestel;2D7A16BA-DAAE-47B5-AB44-D3B7CACDE0DA;17240;10000.0
51.411585318955204, 5.461181010435815;"{""coordinates"": [[[5.460461600972579, 51.4111363400482], [5.460463046370381, 51.412035208846255], [5.461900434072502, 51.41203429489799], [5.461898960317871, 51.41113542611735], [5.460461600972579, 51.4111363400482]]], ""type"": ""Polygon""}";Beemden;Gestel;39EB8A06-B5D4-4264-AC3A-DAE26EE84F8A;17244;10000.0
51.44752065277284, 5.487132489594341;"{""coordinates"": [[[5.486412258137552, 51.44707183611346], [5.486414213423562, 51.447970701104474], [5.487852735263854, 51.447969466446246], [5.487850751553952, 51.44707060150686], [5.486412258137552, 51.44707183611346]]], ""type"": ""Polygon""}";TU-terrein;Centrum;30B44F0C-AA34-4814-87AF-987E0258BA17;17736;10000.0
51.49695175131053, 5.494441382590556;"{""coordinates"": [[[5.493720294467331, 51.49650298136861], [5.493722400746938, 51.49740184354556], [5.4951624849026075, 51.49740051827289], [5.495160350246952, 51.49650165615113], [5.493720294467331, 51.49650298136861]]], ""type"": ""Polygon""}";Buitengebied;Buitengebied;49CD4BC2-AA0F-406F-81D3-0E9EC72C282A;17959;10000.0
51.456533829679145, 5.452621181868203;"{""coordinates"": [[[5.45190114874068, 51.45608480021243], [5.451902423092977, 51.45698366535985], [5.453341229182567, 51.456982856180524], [5.4533399264507, 51.45608399105391], [5.45190114874068, 51.45608480021243]]], ""type"": ""Polygon""}";Woensel-West;Woensel zuid;EAD47B07-FB2E-407B-9473-65483A10B56C;17038;10000.0
51.407067876021145, 5.491355564391926;"{""coordinates"": [[[5.4906359283478, 51.40661908314874], [5.490637970776361, 51.40751795218605], [5.492075214623887, 51.40751666591027], [5.492073143819768, 51.40661779692396], [5.4906359283478, 51.40661908314874]]], ""type"": ""Polygon""}";Roosten;Sport;036B5881-04E8-4D7C-A2C0-0DE3F6679408;17846;10000.0
51.41964673812809, 5.497134840457987;"{""coordinates"": [[[5.49641495028777, 51.41919798195045], [5.496417103975023, 51.420096848954834], [5.497854744843134, 51.42009549132459], [5.4978525627160675, 51.4191966243552], [5.49641495028777, 51.41919798195045]]], ""type"": ""Polygon""}";Kruidenbuurt;Stratum;D9414B84-BD6C-46E6-8DB4-DC12E9F9DAD8;17983;10000.0
51.427751554059874, 5.479899755184955;"{""coordinates"": [[[5.479179907205499, 51.42730269180254], [5.479181719951074, 51.4282015584678], [5.480619617346822, 51.428200413339184], [5.480617776236629, 51.42730154671942], [5.479179907205499, 51.42730269180254]]], ""type"": ""Polygon""}";Elzent-Zuid;Stratum;F2EF621B-043A-497B-8472-857797868E3E;17594;10000.0
51.443032277470074, 5.47993081508533;"{""coordinates"": [[[5.479210725822031, 51.44258341611386], [5.479212538666587, 51.44348228156121], [5.480650918535002, 51.443481135855514], [5.480649077309391, 51.44258227043771], [5.479210725822031, 51.44258341611386]]], ""type"": ""Polygon""}";Binnenstad;Centrum;6C8724F1-A368-466C-B1BB-597D15473F6E;17597;10000.0
51.461009575816036, 5.479967375222101;"{""coordinates"": [[[5.479247000631103, 51.460560715271775], [5.479248815580442, 51.461459579681026], [5.480687764030595, 51.46145843338422], [5.4806859206378995, 51.46055956900453], [5.479247000631103, 51.460560715271775]]], ""type"": ""Polygon""}";Generalenbuurt;Woensel zuid;8ADDB686-0DDB-4F27-95C6-5987A42C0308;17603;10000.0
51.45470778664376, 5.491464453383068;"{""coordinates"": [[[5.490744065409476, 51.454258996931316], [5.490746106751863, 51.455157861459384], [5.492184855562269, 51.45515657338033], [5.492182785799171, 51.45425770888529], [5.490744065409476, 51.454258996931316]]], ""type"": ""Polygon""}";Hondsheuvels;Sport;23BE94BD-20CD-4425-95C5-9D38E31DBF43;17871;10000.0
51.45560665112922, 5.4914665089827555;"{""coordinates"": [[[5.490746106751863, 51.455157861459384], [5.490748148187462, 51.4560567259352], [5.492186925419951, 51.45605543782308], [5.492184855562269, 51.45515657338033], [5.490746106751863, 51.455157861459384]]], ""type"": ""Polygon""}";Hondsheuvels;Sport;B256D2E1-C1DA-4E98-BB7F-3750AB62D3A1;17872;10000.0
51.42056505602831, 5.4741345130137855;"{""coordinates"": [[[5.473414834920081, 51.420116157753704], [5.473416534471713, 51.42101502511596], [5.474854205281284, 51.42101395132135], [5.474852477389793, 51.42011508401588], [5.473414834920081, 51.420116157753704]]], ""type"": ""Polygon""}";Gennep;Gestel;C88EB872-E053-463B-9722-B7277264DB6B;17486;10000.0
51.49246980154901, 5.480031498726964;"{""coordinates"": [[[5.47931062355662, 51.492020942391385], [5.479312445417489, 51.49291980525919], [5.480752388096509, 51.492918657727046], [5.480750537840089, 51.492019794909815], [5.47931062355662, 51.492020942391385]]], ""type"": ""Polygon""}";Blixembosch-Oost;Woensel noord 2;390DA3BF-DAB3-4506-865E-4C1AEF1BEE35;17607;10000.0
51.411575294101496, 5.475554743748403;"{""coordinates"": [[[5.474835192756325, 51.4111264038853], [5.474836921808008, 51.41202527252922], [5.47627430892577, 51.41202418132719], [5.476272551517921, 51.41112531275333], [5.474835192756325, 51.4111264038853]]], ""type"": ""Polygon""}";Gennep;Gestel;80D29E2B-B5EE-4A99-B4B4-152838819B30;17507;10000.0
51.43676598038559, 5.43821117052943;"{""coordinates"": [[[5.437491591914687, 51.43631686120682], [5.437492582140208, 51.437215728191475], [5.438930763320609, 51.43721509658419], [5.438929744759379, 51.43631622965651], [5.437491591914687, 51.43631686120682]]], ""type"": ""Polygon""}";Het Ven;Strijp 1;A506559A-7F44-42F6-B41C-3BB88B78E7EA;16574;10000.0
51.45024897706352, 5.438226235518339;"{""coordinates"": [[[5.437506444290643, 51.449799858554655], [5.437507434551143, 51.45069872457826], [5.438946040918531, 51.450698092612], [5.438945022308485, 51.44979922660468], [5.437506444290643, 51.449799858554655]]], ""type"": ""Polygon""}";Wielewaal;Strijp 1;FF7EB90F-90DC-47D8-A6C1-DEAC67427191;16579;10000.0
51.46013649961657, 5.43823728812912;"{""coordinates"": [[[5.437517340463077, 51.45968738161259], [5.437518331547093, 51.460586246926255], [5.43895725000939, 51.46058561463344], [5.438956230514717, 51.45968674937801], [5.437517340463077, 51.45968738161259]]], ""type"": ""Polygon""}";Herdgang;Strijp 1;31BD46AB-BC09-4062-88B6-B50ECDD2450D;16588;10000.0
51.49519090931798, 5.441156644865189;"{""coordinates"": [[[5.440436110959228, 51.49474181048246], [5.440437166462132, 51.49564067407567], [5.4418771929786, 51.495640005171936], [5.4418761090755075, 51.49474114163263], [5.440436110959228, 51.49474181048246]]], ""type"": ""Polygon""}";Buitengebied;;58F81103-53A8-432E-B5E1-EEC5D1D15BC6;16701;10000.0
51.428674201781206, 5.4425158668216405;"{""coordinates"": [[[5.441796373106794, 51.428225108687315], [5.441797448425946, 51.42912397619855], [5.443235374716674, 51.42912329191154], [5.443234271031522, 51.42822442441669], [5.441796373106794, 51.428225108687315]]], ""type"": ""Polygon""}";Hurk;Strijp 1;96FEC435-3FA5-4CF8-89D7-A03452C354CF;16709;10000.0
51.4304719366891, 5.4425180459254054;"{""coordinates"": [[[5.441798523794181, 51.43002284366068], [5.441799599211501, 51.43092171107362], [5.443237582238112, 51.43092102675381], [5.443236478452204, 51.43002215935726], [5.441798523794181, 51.43002284366068]]], ""type"": ""Polygon""}";Hurk;Strijp 1;FEBF419E-FE89-4A80-B17D-17AE8468ED14;16711;10000.0
51.40619389715591, 5.458297844986245;"{""coordinates"": [[[5.457578548277457, 51.40574490016079], [5.457579938197084, 51.40664376960223], [5.4590171558787794, 51.406642891187545], [5.459015737578661, 51.4057440217564], [5.457578548277457, 51.40574490016079]]], ""type"": ""Polygon""}";Beemden;Gestel;F7B171B5-99D0-4E32-A157-657A0A91AB97;17162;10000.0
51.46732742020342, 5.438245333175012;"{""coordinates"": [[[5.437525271323737, 51.46687830260724], [5.437526263508651, 51.46777716747386], [5.43896540920956, 51.46777653484519], [5.438964388644958, 51.46687766997882], [5.437525271323737, 51.46687830260724]]], ""type"": ""Polygon""}";Vredeoord;Woensel zuid;29F7E212-326F-44B2-AF0A-5C1CE8D47C95;16596;10000.0
51.47182174386227, 5.438250365622918;"{""coordinates"": [[[5.437530232701116, 51.47137262640156], [5.43753122511245, 51.47227149099821], [5.4389705127312205, 51.472270858368226], [5.438969491933725, 51.47137199377179], [5.437530232701116, 51.47137262640156]]], ""type"": ""Polygon""}";Vredeoord;Woensel zuid;49B77FCB-5BDF-4674-9C15-87A158B9CA0E;16601;10000.0
51.46192701993909, 5.452628916666374;"{""coordinates"": [[[5.451908797884817, 51.46147799070012], [5.451910073065172, 51.462376855618004], [5.453349049662765, 51.46237604619786], [5.453347746058054, 51.46147718132184], [5.451908797884817, 51.46147799070012]]], ""type"": ""Polygon""}";Vredeoord;Woensel zuid;C3B90C02-07ED-4B27-A4A0-74AD7FE2B60D;17042;10000.0
51.48979181126238, 5.452668969277289;"{""coordinates"": [[[5.451948407547614, 51.489342783187105], [5.451949688103838, 51.490241646827286], [5.453389545215967, 51.49024083636046], [5.453388236247039, 51.489341972762155], [5.451948407547614, 51.489342783187105]]], ""type"": ""Polygon""}";Castiliëlaan;Woensel noord 1a;4105A6B9-7761-43A9-8E18-E7116E60440C;17048;10000.0
51.4960838551146, 5.45267804445083;"{""coordinates"": [[[5.451957382277201, 51.495634827297074], [5.451958665012212, 51.4965336905061], [5.453398720809922, 51.49653287997616], [5.453397409690174, 51.4956340167732], [5.451957382277201, 51.495634827297074]]], ""type"": ""Polygon""}";Buitengebied;Buitengebied;B60B6675-9D6C-4D90-80A5-DE6408C18FE1;17051;10000.0
51.41158966722885, 5.453994142274729;"{""coordinates"": [[[5.453274803561341, 51.41114064398724], [5.453276107242012, 51.41203951288515], [5.454713495153066, 51.41203868750651], [5.454712163136496, 51.41113981862986], [5.453274803561341, 51.41114064398724]]], ""type"": ""Polygon""}";Beemden;Gestel;3038D342-BC5E-44AB-8A20-81E91454E62A;17060;10000.0
51.415182586315716, 5.458311875236783;"{""coordinates"": [[[5.457592437236271, 51.414733589804136], [5.457593826177495, 51.41563245844812], [5.459031327411742, 51.41563157986307], [5.459029910112577, 51.41473271123675], [5.457592437236271, 51.414733589804136]]], ""type"": ""Polygon""}";Beemden;Gestel;BEB4FF2E-28FB-4A46-B5FB-C6A1F4B0DF27;17172;10000.0
51.42147466290175, 5.458321688346651;"{""coordinates"": [[[5.45760215168146, 51.42102566690317], [5.457603539447164, 51.421924534801086], [5.459041239195305, 51.421923655923635], [5.459039823066828, 51.42102478806813], [5.45760215168146, 51.42102566690317]]], ""type"": ""Polygon""}";Bennekel-Oost;Gestel;523B4B48-9A6B-49F3-99C5-15C48B555B00;17173;10000.0
51.431362204018505, 5.458337104948929;"{""coordinates"": [[[5.457617412432831, 51.43091320862461], [5.457618799819515, 51.431812075658165], [5.459056811652181, 51.43181119644225], [5.45905539588732, 51.43091232943607], [5.457617412432831, 51.43091320862461]]], ""type"": ""Polygon""}";Hagenkamp;Gestel;7AF8FA29-5A06-4729-8F74-444C48806E75;17176;10000.0
51.434058804589974, 5.458341308951435;"{""coordinates"": [[[5.457621574072951, 51.433609809399314], [5.457622961109037, 51.43450867614908], [5.4590610580079915, 51.43450779680332], [5.459059642622974, 51.43360893010168], [5.457621574072951, 51.433609809399314]]], ""type"": ""Polygon""}";Engelsbergen;Strijp 1;4CD879E6-7E2D-40C1-89D3-8D168ABF0431;17177;10000.0
51.437654271093976, 5.458346914305048;"{""coordinates"": [[[5.457627122597041, 51.43720527609961], [5.457628509886304, 51.43810414264982], [5.459066720193793, 51.438103263110555], [5.4590653045504745, 51.43720439660886], [5.457627122597041, 51.43720527609961]]], ""type"": ""Polygon""}";Engelsbergen;Strijp 1;AB3D93A5-9C23-4874-84D6-BA6A31BA856F;17179;10000.0
51.43312973419541, 5.497167357075605;"{""coordinates"": [[[5.496447254096783, 51.43268097883464], [5.4964494070623005, 51.4335798444343], [5.497887474242416, 51.43357848656564], [5.497885292910134, 51.43267962103676], [5.496447254096783, 51.43268097883464]]], ""type"": ""Polygon""}";Irisbuurt;Stratum;76AED16D-B977-4BE1-B831-0EA2349767C1;17987;10000.0
51.414286273678904, 5.453998096090525;"{""coordinates"": [[[5.453278714781374, 51.41383725053978], [5.453280018640074, 51.4147361192963], [5.4547174915665675, 51.41473529385385], [5.454716159368095, 51.41383642511861], [5.453278714781374, 51.41383725053978]]], ""type"": ""Polygon""}";Beemden;Gestel;E9795F77-EB2D-4C62-8E05-F74B36ED632A;17063;10000.0
51.43585909639031, 5.454029694394228;"{""coordinates"": [[[5.453309973826007, 51.435410074686295], [5.453311275922602, 51.436308941357375], [5.454749429133194, 51.43630811513728], [5.454748098681237, 51.43540924847271], [5.453309973826007, 51.435410074686295]]], ""type"": ""Polygon""}";Engelsbergen;Strijp 1;3C5D7F91-AB28-4AF9-9069-44877CF972DE;17067;10000.0
51.439454562661496, 5.454034959971879;"{""coordinates"": [[[5.453315182568914, 51.43900554107054], [5.453316484903206, 51.43990440754119], [5.45475475154817, 51.43990358129512], [5.454753420853344, 51.43900471483096], [5.453315182568914, 51.43900554107054]]], ""type"": ""Polygon""}";Schouwbroek;Strijp 1;0AA08F62-FEA2-4909-8FAF-ADD8C822B67E;17068;10000.0
51.45650551556233, 5.491468564676352;"{""coordinates"": [[[5.490748148187462, 51.4560567259352], [5.490750189716283, 51.45695559035857], [5.492188995372224, 51.45695430221341], [5.492186925419951, 51.45605543782308], [5.490748148187462, 51.4560567259352]]], ""type"": ""Polygon""}";Hondsheuvels;Sport;BECB526B-CF37-4DD3-86D3-7C498DBE7F17;17873;10000.0
51.49246005425906, 5.491550925103945;"{""coordinates"": [[[5.490829936473391, 51.49201126621787], [5.49083198552604, 51.49291012878418], [5.492271927923064, 51.49290883932338], [5.492269850492192, 51.492009976805825], [5.490829936473391, 51.49201126621787]]], ""type"": ""Polygon""}";Esp;Woensel noord 2;F966BFD1-5624-452F-9C77-D005FC97AB90;17879;10000.0
