FID,raai,vaknr,raainr,bkl,tkl,tklminbkl,trend,snijding,opmerkingen,symbol,se_anno_cad_data,gdb_geomattr_data,shape
trend_2013_25.23,1201600,12,1600,-301,-261.05,39.95,-10.27,2016,- - - - - -,3,,,"POLYGON ((48245.335999999195 426297.7479999997, 48465.41299999878 426165.51199999824, 48362.40599999949 425994.0780000016, 48142.32800000161 426126.31500000134, 48245.335999999195 426297.7479999997))"
trend_2013_25.24,1201625,12,1625,-305,-243.29,61.71,-7.35,2021,- - - - - -,3,,,"POLYGON ((48043.1240000017 425731.375, 48222.164000000805 425690.0399999991, 48177.17399999872 425495.16600000113, 47998.13399999961 425536.5009999983, 48043.1240000017 425731.375))"
trend_2013_25.25,1201650,12,1650,-286,-208.71,77.29,-2.53,>2023,- - - - - -,3,,,"POLYGON ((48011.60500000045 425322.20699999854, 48074.767999999225 425318.8969999999, 48064.300999999046 425119.1710000001, 48001.13800000027 425122.48099999875, 48011.60500000045 425322.20699999854))"
trend_2013_25.26,1201675,12,1675,-300,-225.85,74.15,-1.35,>2023,- - - - - -,3,,,"POLYGON ((48014.40700000152 425005.5469999984, 48048.15199999884 425006.13599999994, 48051.642999999225 424806.16699999943, 48017.89799999818 424805.5780000016, 48014.40700000152 425005.5469999984))"
trend_2013_25.27,1201700,12,1700,-326,-253.58,72.42,-0.2,>2023,- - - - - -,3,,,"POLYGON ((48018.46200000122 424795.0069999993, 48023.449999999255 424795.35599999875, 48037.40100000054 424595.8429999985, 48032.41299999878 424595.493999999, 48018.46200000122 424795.0069999993))"
trend_2013_25.28,1201701,12,1701,-338,-261.89,76.11,0.24,-,- - - - - -,1,,,"POLYGON ((48079.89499999955 424359.0329999998, 48074.07299999893 424357.58199999854, 48025.688999999315 424551.6409999989, 48031.51099999994 424553.0920000002, 48079.89499999955 424359.0329999998))"
trend_2013_25.29,1201702,12,1702,-342,-267.54,74.46,0.11,-,- - - - - -,1,,,"POLYGON ((48160.56899999827 424149.23099999875, 48158.03799999878 424148.1559999995, 48079.892000000924 424332.2569999993, 48082.42300000042 424333.33199999854, 48160.56899999827 424149.23099999875))"
trend_2013_25.30,1201725,12,1725,-331,-285.42,45.58,0.92,-,- - - - - -,1,,,"POLYGON ((48225.04399999976 423941.74599999934, 48204.37200000137 423931.6629999988, 48116.697000000626 424111.4219999984, 48137.37000000104 424121.50400000066, 48225.04399999976 423941.74599999934))"
trend_2013_25.31,200800,2,800,316,709,393,-7.49,>2023,- - - - - -,3,,,"POLYGON ((209596.46299999952 613857.9030000009, 209612.78299999982 613671.3660000004, 209413.54399999976 613653.9349999987, 209397.22399999946 613840.4719999991, 209596.46299999952 613857.9030000009))"
trend_2013_25.32,200820,2,820,321,734.71,413.71,-3.38,>2023,- - - - - -,3,,,"POLYGON ((209813.00600000098 613871.5379999988, 209818.90100000054 613787.243999999, 209619.38800000027 613773.2930000015, 209613.49399999902 613857.5870000012, 209813.00600000098 613871.5379999988))"
trend_2013_25.33,200840,2,840,322,772.49,450.49,0.95,-,- - - - - -,1,,,"POLYGON ((209812.49399999902 613871.5870000012, 209810.83700000122 613895.2789999992, 210010.3500000015 613909.2309999987, 210012.00600000098 613885.5379999988, 209812.49399999902 613871.5870000012))"
trend_2013_25.34,200860,2,860,309,786.06,477.06,2.35,-,- - - - - -,1,,,"POLYGON ((209998.22399999946 613883.4719999991, 209993.10399999842 613941.9979999997, 210192.34299999848 613959.4299999997, 210197.46299999952 613900.9030000009, 209998.22399999946 613883.4719999991))"
trend_2013_25.35,200880,2,880,296,808.79,512.79,5.64,-,- - - - - -,1,,,"POLYGON ((210197.22399999946 613897.4719999991, 210184.9360000007 614037.9360000007, 210384.17399999872 614055.3669999987, 210396.46299999952 613914.9030000009, 210197.22399999946 613897.4719999991))"
trend_2013_25.36,200900,2,900,302,817.44,515.44,5.92,-,- - - - - -,1,,,"POLYGON ((210412.49300000072 613914.5870000012, 210402.1700000018 614062.2259999998, 210601.68299999833 614076.1779999994, 210612.00600000098 613928.5379999988, 210412.49300000072 613914.5870000012))"
trend_2013_25.37,602051,6,2051,350,392.49,42.49,0.71,-,- - - - 5 -,1,,,"POLYGON ((112284.9609999992 569389.1330000013, 112269.90900000185 569398.5390000008, 112375.89299999923 569568.1490000002, 112390.9450000003 569558.7430000007, 112284.9609999992 569389.1330000013))"
trend_2013_25.38,602071,6,2071,358,389.59,31.59,0.26,-,- - - - 5 -,1,,,"POLYGON ((112392.9609999992 569557.1330000013, 112387.44900000095 569560.5780000016, 112493.43299999833 569730.186999999, 112498.9450000003 569726.7430000007, 112392.9609999992 569557.1330000013))"
trend_2013_25.39,602091,6,2091,355,389.06,34.06,-0.52,>2023,- - - - 5 -,3,,,"POLYGON ((112606.9450000003 569895.7419999987, 112617.96999999881 569888.8539999984, 112511.98600000143 569719.243999999, 112500.9609999992 569726.1330000013, 112606.9450000003 569895.7419999987))"
trend_2013_25.40,602111,6,2111,350,407.71,57.71,1.52,-,- - - - 5 -,1,,,"POLYGON ((112608.9609999992 569894.1330000013, 112576.7349999994 569914.2699999996, 112682.7190000005 570083.879999999, 112714.9450000003 570063.7419999987, 112608.9609999992 569894.1330000013))"
trend_2013_25.41,602131,6,2131,355,425.72,70.72,4.59,-,- - - - - -,1,,,"POLYGON ((112715.9609999992 570063.1330000013, 112618.64799999818 570123.9409999996, 112724.63199999928 570293.550999999, 112821.9450000003 570232.7419999987, 112715.9609999992 570063.1330000013))"
trend_2013_25.42,602151,6,2151,355,429.05,74.05,5.09,-,- - - - - -,1,,,"POLYGON ((112823.9609999992 570231.1330000013, 112716.04699999839 570298.5650000013, 112822.0309999995 570468.1750000007, 112929.9450000003 570400.7419999987, 112823.9609999992 570231.1330000013))"
trend_2013_25.43,602171,6,2171,338,424.64,86.64,4.95,-,- - - - - -,1,,,"POLYGON ((112931.9609999992 570399.1330000013, 112827.0150000006 570464.7100000009, 112932.9990000017 570634.3200000003, 113037.9450000003 570568.7419999987, 112931.9609999992 570399.1330000013))"
trend_2013_25.44,602191,6,2191,338,422.29,84.29,4.08,-,- - - - - -,1,,,"POLYGON ((113039.9609999992 570568.1330000013, 112953.4600000009 570622.1849999987, 113059.44399999827 570791.7939999998, 113145.9450000003 570737.7430000007, 113039.9609999992 570568.1330000013))"
trend_2013_25.45,602211,6,2211,337,417.84,80.84,3.82,-,- - - - - -,1,,,"POLYGON ((113146.9609999992 570736.1330000013, 113065.97300000116 570786.7399999984, 113171.95699999854 570956.3500000015, 113252.9450000003 570905.7419999987, 113146.9609999992 570736.1330000013))"
trend_2013_25.46,602231,6,2231,333,420.48,87.48,4.48,-,- - - - - -,1,,,"POLYGON ((113254.9609999992 570905.1330000013, 113159.98000000045 570964.4840000011, 113265.96400000155 571134.0929999985, 113360.9450000003 571074.7419999987, 113254.9609999992 570905.1330000013))"
trend_2013_25.47,602251,6,2251,331,418.5,87.5,4.23,-,- - - - - -,1,,,"POLYGON ((113362.96200000122 571073.1330000013, 113273.2809999995 571129.1719999984, 113379.26399999857 571298.7809999995, 113468.9450000003 571242.7419999987, 113362.96200000122 571073.1330000013))"
trend_2013_25.48,602271,6,2271,324,402.8,78.8,3.16,-,- - - - - -,1,,,"POLYGON ((113470.9609999992 571242.1330000013, 113403.96499999985 571283.9959999993, 113509.94900000095 571453.6059999987, 113576.9450000003 571411.7419999987, 113470.9609999992 571242.1330000013))"
trend_2013_25.49,602291,6,2291,319,365.55,46.55,0.24,-,- - - - - -,1,,,"POLYGON ((113577.9609999992 571410.1330000013, 113572.87299999967 571413.311999999, 113678.85700000077 571582.9219999984, 113683.9450000003 571579.7419999987, 113577.9609999992 571410.1330000013))"
trend_2013_25.50,602300,6,2300,323,354.63,31.63,0.51,-,- - - - - -,1,,,"POLYGON ((113626.96200000122 571486.1330000013, 113616.14900000021 571492.8889999986, 113722.13300000131 571662.4990000017, 113732.9450000003 571655.7430000007, 113626.96200000122 571486.1330000013))"
trend_2013_25.51,602320,6,2320,308,339.08,31.08,0.24,-,- - - - - -,1,,,"POLYGON ((113734.9609999992 571654.1330000013, 113729.87299999967 571657.311999999, 113835.85700000077 571826.9219999984, 113840.9450000003 571823.7430000007, 113734.9609999992 571654.1330000013))"
trend_2013_25.52,602340,6,2340,295,322.04,27.04,0.63,-,- - - - - -,1,,,"POLYGON ((113841.9609999992 571823.1330000013, 113828.60399999842 571831.4789999984, 113934.58799999952 572001.0890000015, 113947.9450000003 571992.7419999987, 113841.9609999992 571823.1330000013))"
trend_2013_25.53,602360,6,2360,280,289.83,9.83,-2.24,2017,- - - - - -,3,,,"POLYGON ((114055.9450000003 572160.7419999987, 114103.43600000069 572131.0670000017, 113997.45199999958 571961.4569999985, 113949.9609999992 571991.1330000013, 114055.9450000003 572160.7419999987))"
trend_2013_25.54,602380,6,2380,268,282.72,14.72,-1.4,2023,- - - - - -,3,,,"POLYGON ((114163.9450000003 572329.7419999987, 114193.62700000033 572311.1950000003, 114087.64299999923 572141.5850000009, 114057.9609999992 572160.1330000013, 114163.9450000003 572329.7419999987))"
trend_2013_25.55,602400,6,2400,257,274.53,17.53,-1.5,>2023,- - - - - -,3,,,"POLYGON ((114271.9450000003 572498.7430000007, 114303.74700000137 572478.8709999993, 114197.76300000027 572309.2609999999, 114165.9609999992 572329.1330000013, 114271.9450000003 572498.7430000007))"
trend_2013_25.56,602420,6,2420,262,254.39,-7.61,-4.11,-,1 - - - - -,4,,,"POLYGON ((114379.9450000003 572667.7419999987, 114467.08199999854 572613.2930000015, 114361.09800000116 572443.6829999983, 114273.9609999992 572498.1330000013, 114379.9450000003 572667.7419999987))"
trend_2013_25.57,602440,6,2440,253,242.53,-10.47,-4.82,-,1 - - - - -,4,,,"POLYGON ((114487.9450000003 572835.7419999987, 114590.13500000164 572771.8869999982, 114484.15100000054 572602.2769999988, 114381.9609999992 572666.1330000013, 114487.9450000003 572835.7419999987))"
trend_2013_25.58,602460,6,2460,244,218.75,-25.25,-6.75,-,1 - - - - -,4,,,"POLYGON ((114595.9450000003 573004.7419999987, 114739.05299999937 572915.318, 114633.06899999827 572745.7089999989, 114489.9609999992 572835.1330000013, 114595.9450000003 573004.7419999987))"
trend_2013_25.59,602480,6,2480,208,183.55,-24.45,-8.7,-,1 - - - - -,4,,,"POLYGON ((114703.9450000003 573172.7419999987, 114888.39600000158 573057.4849999994, 114782.41200000048 572887.875, 114597.9609999992 573003.1330000013, 114703.9450000003 573172.7419999987))"
trend_2013_25.60,602540,6,2540,263,263.95,0.95,0.2,-,- - - - - -,1,,,"POLYGON ((114921.9609999992 573510.1330000013, 114917.72100000083 573512.7820000015, 115023.70499999821 573682.3920000009, 115027.9450000003 573679.7419999987, 114921.9609999992 573510.1330000013))"
trend_2013_25.61,602560,6,2560,281,262.34,-18.66,-2.39,-,1 - - - - -,4,,,"POLYGON ((115134.9450000003 573847.7419999987, 115185.61600000039 573816.0799999982, 115079.63199999928 573646.4699999988, 115028.96200000122 573678.1330000013, 115134.9450000003 573847.7419999987))"
trend_2013_25.62,602580,6,2580,276,280.49,4.49,-0.95,2017,- - - - - -,3,,,"POLYGON ((115242.9450000003 574016.7419999987, 115263.0859999992 574004.1570000015, 115157.10200000182 573834.5469999984, 115136.9609999992 573847.1330000013, 115242.9450000003 574016.7419999987))"
trend_2013_25.63,602600,6,2600,283,308.64,25.64,0.45,-,- - - - 5 -,1,,,"POLYGON ((115245.9609999992 574017.1330000013, 115236.42100000009 574023.0949999988, 115342.40399999917 574192.7039999999, 115351.9450000003 574186.7419999987, 115245.9609999992 574017.1330000013))"
trend_2013_25.64,602620,6,2620,282,338.17,56.17,2.77,-,- - - - 5 -,1,,,"POLYGON ((115353.9609999992 574186.1330000013, 115295.2340000011 574222.8299999982, 115401.21700000018 574392.4389999993, 115459.9450000003 574355.7419999987, 115353.9609999992 574186.1330000013))"
trend_2013_25.65,703050,7,3050,-95,-44.21,50.79,-1.74,>2023,- - - - - -,3,,,"POLYGON ((102868.6400000006 522465.12999999896, 102911.81599999964 522459.8280000016, 102887.44200000167 522261.3189999983, 102844.2659999989 522266.62099999934, 102868.6400000006 522465.12999999896))"
trend_2013_25.66,703075,7,3075,-85,-12.35,72.65,-0.48,>2023,- - - - - -,3,,,"POLYGON ((102839.6400000006 522217.12999999896, 102851.55099999905 522215.66699999943, 102827.17700000107 522017.1579999998, 102815.2659999989 522018.62000000104, 102839.6400000006 522217.12999999896))"
trend_2013_25.67,703100,7,3100,-67,-9.01,57.99,2.81,-,- - 3 - 5 -,1,,,"POLYGON ((102786.2659999989 521770.62000000104, 102716.5399999991 521779.18200000003, 102740.9140000008 521977.69099999964, 102810.6400000006 521969.12999999896, 102786.2659999989 521770.62000000104))"
trend_2013_25.68,703125,7,3125,-53,11.57,64.57,1.96,-,- - 3 - 5 -,1,,,"POLYGON ((102757.2659999989 521523.62000000104, 102708.63199999928 521529.5920000002, 102733.00499999896 521728.1009999998, 102781.6400000006 521722.12999999896, 102757.2659999989 521523.62000000104))"
trend_2013_25.69,1101280,11,1280,24,111.17,87.17,-2.86,>2023,- - - 4 - -,3,,,"POLYGON ((61908.48999999836 431625.3530000001, 61967.05900000036 431666.36300000176, 62081.77400000021 431502.5329999998, 62023.20499999821 431461.5219999999, 61908.48999999836 431625.3530000001))"
trend_2013_25.70,1101300,11,1300,25,115.54,90.54,-2.76,>2023,- - - 4 - -,3,,,"POLYGON ((62007.86400000006 431493.2419999987, 62065.732999999076 431530.8220000006, 62174.66099999845 431363.0879999995, 62116.791999999434 431325.5080000013, 62007.86400000006 431493.2419999987))"
trend_2013_25.71,1101320,11,1320,22,114.54,92.54,-2.74,>2023,- - - 4 - -,3,,,"POLYGON ((62103.960999999195 431337.8979999982, 62162.05200000107 431374.1979999989, 62268.03599999845 431204.5879999995, 62209.9450000003 431168.2890000008, 62103.960999999195 431337.8979999982))"
trend_2013_25.72,1101340,11,1340,34,120.3,86.3,-2.96,>2023,- - - 4 - -,3,,,"POLYGON ((62207.960999999195 431166.8990000002, 62270.71700000018 431206.11300000176, 62376.699999999255 431036.5029999986, 62313.9450000003 430997.2890000008, 62207.960999999195 431166.8990000002))"
trend_2013_25.73,1101360,11,1360,63,134.3,71.3,-2.03,>2023,- - - 4 - -,3,,,"POLYGON ((62310.960999999195 430995.8990000002, 62354 431022.79199999943, 62459.9840000011 430853.18200000003, 62416.9450000003 430826.2890000008, 62310.960999999195 430995.8990000002))"
trend_2013_25.74,1101380,11,1380,92,145.28,53.28,-2.27,>2023,- - - 4 - -,3,,,"POLYGON ((62414.960999999195 430824.8990000002, 62463.08799999952 430854.97100000083, 62569.072000000626 430685.36199999973, 62520.9450000003 430655.2890000008, 62414.960999999195 430824.8990000002))"
trend_2013_25.75,1101400,11,1400,81,142.86,61.86,-0.75,>2023,- - - 4 - -,3,,,"POLYGON ((62518.960999999195 430652.8990000002, 62534.86199999973 430662.8350000009, 62640.846000000834 430493.2250000015, 62624.9450000003 430483.2890000008, 62518.960999999195 430652.8990000002))"
trend_2013_25.76,1101420,11,1420,105,152.28,47.28,-1.45,>2023,- - - 4 - -,3,,,"POLYGON ((62637.86400000006 430471.2419999987, 62668.2659999989 430490.9849999994, 62777.19399999827 430323.2509999983, 62746.791999999434 430303.5080000013, 62637.86400000006 430471.2419999987))"
trend_2013_25.77,1101440,11,1440,140,165.79,25.79,-2.38,2023,- - - 4 - -,3,,,"POLYGON ((62747.86400000006 430304.2419999987, 62797.765000000596 430336.6479999982, 62906.69299999997 430168.9140000008, 62856.791999999434 430136.5080000013, 62747.86400000006 430304.2419999987))"
trend_2013_25.78,1101460,11,1460,153,182.93,29.93,-2.79,2023,- - - 4 - -,3,,,"POLYGON ((62866.041999999434 430121.71599999815, 62923.86699999869 430160.7199999988, 63035.70600000024 429994.9120000005, 62977.87999999896 429955.90900000185, 62866.041999999434 430121.71599999815))"
trend_2013_25.79,1101480,11,1480,147,192.77,45.77,-1.5,>2023,- - - 4 - -,3,,,"POLYGON ((62968.86400000006 429971.2419999987, 63000.31500000134 429991.66600000113, 63109.24199999869 429823.93200000003, 63077.791999999434 429803.5080000013, 62968.86400000006 429971.2419999987))"
trend_2013_25.80,1101500,11,1500,139,194.66,55.66,-1.44,>2023,- - - 4 - -,3,,,"POLYGON ((63064.32800000161 429834.68499999866, 63095.186000000685 429853.2270000018, 63198.19399999827 429681.79300000146, 63167.335999999195 429663.2520000003, 63064.32800000161 429834.68499999866))"
trend_2013_25.81,1101520,11,1520,65,113.71,48.71,-1.81,>2023,- - - 4 - -,3,,,"POLYGON ((62970.60500000045 430216.20699999854, 63015.79300000146 430213.83900000155, 63005.32600000128 430014.11300000176, 62960.13800000027 430016.48099999875, 62970.60500000045 430216.20699999854))"
trend_2013_25.82,1101540,11,1540,-54,22.92,76.92,-0.7,>2023,- - - 4 - -,3,,,"POLYGON ((62961.60500000045 430016.20699999854, 62979.08100000024 430015.29100000113, 62968.61400000006 429815.56500000134, 62951.13800000027 429816.48099999875, 62961.60500000045 430016.20699999854))"
trend_2013_25.83,1101560,11,1560,-83,-26.09,56.91,-4.47,>2023,- - - 4 - -,3,,,"POLYGON ((62951.60500000045 429817.20699999854, 63063.20100000128 429811.3579999991, 63052.7340000011 429611.6319999993, 62941.13699999824 429617.48099999875, 62951.60500000045 429817.20699999854))"
trend_2013_25.84,1101580,11,1580,-74,-37.2,36.8,-2.77,>2023,- - - 4 - -,3,,,"POLYGON ((62942.60500000045 429617.20699999854, 63011.76000000164 429613.58300000057, 63001.29300000146 429413.8570000008, 62932.13699999824 429417.48099999875, 62942.60500000045 429617.20699999854))"
trend_2013_25.85,1101600,11,1600,-29,3.57,32.57,-4.16,2020,- - - 4 - -,3,,,"POLYGON ((62933.60500000045 429417.20699999854, 63037.46200000122 429411.76399999857, 63026.99500000104 429212.0379999988, 62923.13800000027 429217.48099999875, 62933.60500000045 429417.20699999854))"
trend_2013_25.86,1200300,12,300,521,619.95,98.95,0.7,-,- - - - - -,1,,,"POLYGON ((61635.18499999866 428413.30999999866, 61646.43299999833 428426.71599999815, 61799.642000000924 428298.1579999998, 61788.392999999225 428284.7529999986, 61635.18499999866 428413.30999999866))"
trend_2013_25.87,1200320,12,320,505,683.68,178.68,-0.42,>2023,- - - - - -,3,,,"POLYGON ((61636.392999999225 428414.7529999986, 61629.64400000125 428406.70899999887, 61476.43499999866 428535.2670000009, 61483.18499999866 428543.30999999866, 61636.392999999225 428414.7529999986))"
trend_2013_25.88,1200325,12,325,503,749.6,246.6,0.18,-,- - - - - -,1,,,"POLYGON ((61308.322000000626 428654.66000000015, 61310.640000000596 428658.5170000009, 61482.074000000954 428555.51000000164, 61479.75600000098 428551.65199999884, 61308.322000000626 428654.66000000015))"
trend_2013_25.89,1200330,12,330,548,954.73,406.73,1.8,-,- - - - - -,1,,,"POLYGON ((61080.050000000745 428737.88899999857, 61095.44099999964 428780.17599999905, 61283.37999999896 428711.7710000016, 61267.98900000006 428669.4849999994, 61080.050000000745 428737.88899999857))"
trend_2013_25.90,1200350,12,350,576,1228.75,652.75,4.23,-,- - - - - -,1,,,"POLYGON ((60894.050000000745 428805.8900000006, 60930.21900000051 428905.26199999824, 61118.15799999982 428836.8579999991, 61081.98900000006 428737.48600000143, 60894.050000000745 428805.8900000006))"
trend_2013_25.91,1200375,12,375,594,1401.85,807.85,2.49,-,- - - - - -,1,,,"POLYGON ((60659.050999999046 428891.8900000006, 60680.34099999815 428950.38599999994, 60868.28000000119 428881.9820000008, 60846.98900000006 428823.48600000143, 60659.050999999046 428891.8900000006))"
trend_2013_25.92,1200400,12,400,570,1830.64,1260.64,18.13,-,- - - - - -,1,,,"POLYGON ((60424.050000000745 428977.88899999857, 60579.0709999986 429403.8049999997, 60767.01000000164 429335.40100000054, 60611.98900000006 428909.4849999994, 60424.050000000745 428977.88899999857))"
trend_2013_25.93,1200425,12,425,575,2126.7,1551.7,16.42,-,- - - - - -,1,,,"POLYGON ((60189.050999999046 429064.88899999857, 60329.449999999255 429450.6330000013, 60517.38800000027 429382.2289999984, 60376.98900000006 428996.4849999994, 60189.050999999046 429064.88899999857))"
trend_2013_25.94,1200450,12,450,550,2094.98,1544.98,3.78,-,- - - - - -,1,,,"POLYGON ((59969.00899999961 429147.4299999997, 60002.875 429235.65399999917, 60189.59099999815 429163.98000000045, 60155.72500000149 429075.7569999993, 59969.00899999961 429147.4299999997))"
trend_2013_25.95,1200475,12,475,495,1998.15,1503.15,2.26,-,- - - - - -,1,,,"POLYGON ((59719.050000000745 429236.8900000006, 59738.375 429289.9820000008, 59926.31300000101 429221.5780000016, 59906.98900000006 429168.48600000143, 59719.050000000745 429236.8900000006))"
trend_2013_25.96,1200500,12,500,435,1912.51,1477.51,5.42,-,- - - - - -,1,,,"POLYGON ((59485.050000000745 429322.88899999857, 59531.39400000125 429450.2179999985, 59719.333000000566 429381.8139999993, 59672.98900000006 429254.4849999994, 59485.050000000745 429322.88899999857))"
trend_2013_25.97,1200525,12,525,377,1791,1414,6.75,-,- - - - - -,1,,,"POLYGON ((59250.050000000745 429408.88899999857, 59307.7659999989 429567.4629999995, 59495.70499999821 429499.05799999833, 59437.98900000006 429340.4849999994, 59250.050000000745 429408.88899999857))"
