X,Y,OBJECTID,AGE_TYPE,AGEMATERIAAL,AGEFABRIKANT,AGETYPENUMMER,AGEGEBRUIKSTATUS,AGELABELCODE,AGEOPMERKING,KSKSOORT,KSKDIAMETERGROOT,KSKDIAMETERKLEIN,OTRSOORT,MGTSOORT,IPTSOORT,DTRSOORT,KSKDIAMETERGROOT2,KSKDIAMETERKLEIN2,AGEIDENT,ZINKER,DIEPTELIGGING,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,AGE_TYPE_NR,LOOLEIDINGONDERDEELSOORT,GLOBALID,AGETREKVAST,LDG_LDG_ID,IWS_EIGENAAR_K
6.11867932049996,52.3346110560743,1,OVG,,,,300,,Ontstoppingsstuk,,,,,,,,,,,,,,,,,99,,0fe0de9c-dee2-49f9-9b13-89fc22570029,,,
6.31910390401654,52.3819226452251,2,OTR,,,,400,,Ontluchtingsputje no.6,,,,,,,,,,,,,,,,,3,,14eca62c-fcdf-46c0-b30c-a2ca489ef7f8,,,
6.07716800829732,52.7256727085613,3,KSK,,,,300,,,3,,,,,,,,,,,,,,,,1,,144719eb-74c3-46c9-a3c5-7036b8bcdc74,,,
6.07720581324237,52.7270559720772,4,KSK,,,,300,,,,,,,,,,,,,,,,,,,1,,7f836134-8e07-4160-8992-4a442c2114fb,,,
6.50364068456976,52.8769872861188,5,OTR,,,,300,,,,,,,,,,,,,,,,,,,3,,a48447fd-bf31-43cb-a64e-a80474a4494e,,,
6.50589268112262,52.8753082342507,6,KSK,,,,300,,,,,,,,,,,,,,,,,,,1,,13b7bbff-346a-4d86-892a-49e2445a6bf2,,,
6.27228231026981,52.5767725202558,7,KSK,,,,300,,"T-stuk voor inj. Punthorst ø160

",5,400,,,,,,160,,,,,,,,,1,,88680334-137d-499e-b836-3b0402bf9864,,,
6.5023253365339,52.8813564826463,8,KSK,,,,300,,,,,,,,,,,,,,,,,,,1,,49dde6c0-bdf3-4f57-9d41-87ad24655ee7,,,
6.38544762734629,52.712687007059,9,KSK,,,,300,,2x45+15°,,,,,,,,,,,,,,,,,1,,54fd448b-7b51-4cab-b184-31075aa07bd0,,,
6.41291413826599,52.709121267126,10,KSK,,,,300,,,4,,,,,,,,,,,,,,,,1,,170622b5-b89a-4ae4-a492-1794db0e8962,1,,
