FID,OVW_STARTDATUM,LATITUDE,AANPAK,BINNEN1METER,GEBIEDSTEAM,INSPECTIEDATUM,PRIORITEIT,LONGITUDE,BUURT,DOORGROEI,SOORT,UITGRAVEN,WIJK,GEOMETRIE,OVW_MAX_SIZE

Groen_exoten.60045,2023-02-03,52.1967677362583,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,15-10-2015,Hoog,5.40182692072655,Olympus,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Bedrijventerrein Vathorst,POINT (52.19677141194088 5.401827478612256),0

Groen_exoten.60046,2023-02-03,52.1424139019828,,,,08-07-2016,,5.40355054894464,Componistenbuurt-Zuid,,Reuzenbalsemien,,Randenbroek,POINT (52.14241730205405 5.403550336515811),0

Groen_exoten.60047,2023-02-03,,Maaien en in toom houden,Verder dan 1 meter van water,,04-10-2015,Hoog,,Waterkwartier,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Nieuwland,"POLYGON ((52.20677987750414 5.374965352679718, 52.206802142292226 5.374531491194006, 52.206728160068266 5.3744646180587825, 52.20667889226903 5.374932888754622, 52.20677987750414 5.374965352679718))",36.875

Groen_exoten.60048,2023-02-03,,Maaien en in toom houden,Verder dan 1 meter van water,,04-10-2015,Hoog,,Waterkwartier,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Nieuwland,"POLYGON ((52.20685959716997 5.373786083679235, 52.206980440928874 5.372925978418195, 52.20692994791976 5.372908793043709, 52.20681262690961 5.373768896327633, 52.20685959716997 5.373786083679235))",62.808

Groen_exoten.60049,2023-02-03,52.1815358392991,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,15-10-2015,Hoog,5.42147930150633,Bedrijventerrein Vathorst-Zuid,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Bedrijventerrein Vathorst,POINT (52.18153931324258 5.421479752764893),0

Groen_exoten.60050,2023-02-03,52.1787070887787,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,15-10-2015,Hoog,5.42674888204834,Bedrijventerrein Vathorst-Zuid,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Bedrijventerrein Vathorst,POINT (52.17871051620916 5.426749318674746),0

Groen_exoten.60051,2023-02-03,52.171588831539,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,23-10-2015,Hoog,5.40030112281342,Hoefkwartier,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,De Hoef,POINT (52.17159237130168 5.400301313068039),0

Groen_exoten.60052,2023-02-03,52.1761759523951,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,23-10-2015,Hoog,5.40578300636882,Erasmusstraat e.o.,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Zielhorst,POINT (52.176179486000734 5.405783291090256),0

Groen_exoten.60053,2023-02-03,52.1770996082611,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,23-10-2015,Hoog,5.40758076995761,Erasmusstraat e.o.,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Zielhorst,POINT (52.17710313686539 5.407581077796892),0

Groen_exoten.60054,2023-02-03,52.1503806112762,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,5.35063998511012,Birkhoven / Bokkeduinen,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Bosgebied,POINT (52.15038429750432 5.350639681072081),0

Groen_exoten.60055,2023-02-03,52.1505396981992,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,5.35064513140034,Birkhoven / Bokkeduinen,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Bosgebied,POINT (52.150543385012746 5.350644829190631),0

Groen_exoten.60056,2023-02-03,52.1529408187501,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,5.35714578946376,Birkhoven / Bokkeduinen,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Bosgebied,POINT (52.15294448649303 5.357145540827598),0

Groen_exoten.60057,2023-02-03,52.1551828488128,,,,16-08-2016,,5.41815300437298,Bloeidaal,,Reuzenbalsemien,,Buitengebied-Oost,POINT (52.155186214752284 5.418153036103906),0

Groen_exoten.60058,2023-02-03,52.1569966918838,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,5.37932304935624,Puntenburg,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Soesterkwartier,POINT (52.157000272389425 5.379322943028406),0

Groen_exoten.60059,2023-02-03,52.1573911645992,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,5.37958687524947,Puntenburg,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Soesterkwartier,POINT (52.15739474546319 5.379586775180404),0

Groen_exoten.60060,2023-02-03,52.1568721940031,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,5.38033262876957,Piet Mondriaanlaan e.o.,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Soesterkwartier,POINT (52.15687576901351 5.380332525125846),0

Groen_exoten.60061,2023-02-03,52.1575215030291,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,5.38144335758277,Piet Mondriaanlaan e.o.,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Soesterkwartier,POINT (52.15752507526758 5.381443267188762),0

Groen_exoten.60062,2023-02-03,52.1559915631601,,,,16-08-2016,,5.41888420268565,Bloeidaal,,Reuzenbalsemien,,Buitengebied-Oost,POINT (52.155994928210795 5.418884249780676),0

Groen_exoten.60063,2023-02-03,52.2049878192507,"z.s.m. afgraven, nu het nog kan",Binnen 1 meter van water,,26-10-2015,Hoog,5.41567582265805,De Baken,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Vathorst-De Laak,POINT (52.20499147290748 5.415676594874488),0

Groen_exoten.60064,2023-02-03,52.201302246452,,,,26-10-2015,Hoog,5.43647912912263,Over de Laak,,Reuzenbereklauw,,Vathorst-De Laak,POINT (52.20130575189649 5.436479986630876),0

Groen_exoten.60065,2023-02-03,52.2012277590961,,,,26-10-2015,Hoog,5.43703496808721,Over de Laak,,Reuzenbereklauw,,Vathorst-De Laak,POINT (52.2012312606244 5.437035828145197),0

Groen_exoten.60066,2023-02-03,52.1402574134038,,,,30-06-2016,,5.39804270669798,Dorrestein,,Reuzenbereklauw,,Vermeerkwartier,POINT (52.14026083596936 5.398042445040135),0

Groen_exoten.60067,2023-02-03,52.1342236313633,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,5.36450534577254,Zon en Schild,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Bosgebied,POINT (52.1342272016636 5.364504899516777),0

Groen_exoten.60068,2023-02-03,52.1309106767957,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,07-06-2016,Hoog,5.37416984909049,,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,,POINT (52.13091419236797 5.374169389599947),0

Groen_exoten.60069,2023-02-03,52.1587029330542,,,,27-10-2015,,5.41640915446471,Schuilenburg-Noord,,Reuzenbereklauw,,Schuilenburg,POINT (52.15870632370963 5.416409232089263),0

Groen_exoten.60070,2023-02-03,52.1582135295733,,,,18-06-2020,Hoog,5.41686343756337,Schuilenburg-Noord,,Reuzenbereklauw,,Schuilenburg,POINT (52.15821691554282 5.416863509765891),0

Groen_exoten.60071,2023-02-03,52.1555991923771,,,,27-10-2015,Hoog,5.41733902972833,Schuilenburg-Noord,,Reuzenbereklauw,,Schuilenburg,POINT (52.155602564693744 5.417339064381075),0

Groen_exoten.60072,2023-02-03,52.1519438534031,,,,27-10-2015,Hoog,5.41580255082194,Schuilenburg-Zuid,,Reuzenbereklauw,,Schuilenburg,POINT (52.15194721986747 5.415802523992466),0

Groen_exoten.60073,2023-02-03,52.1473592889644,,,,27-10-2015,Hoog,5.41216376519029,Componistenbuurt-Zuid,,Reuzenbereklauw,,Randenbroek,POINT (52.147362658736995 5.412163655800798),0

Groen_exoten.60074,2023-02-03,52.1443263597542,,,,18-06-2020,Hoog,5.40857189494198,Componistenbuurt-Zuid,,Reuzenbereklauw,,Randenbroek,POINT (52.14432973879364 5.408571727781164),0

Groen_exoten.60161,2023-02-03,52.1657658442734,Maaien en in toom houden,Binnen 1 meter van water,,22-05-2016,Hoog,5.41164344379163,Rustenburg-Zuid,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Rustenburg,POINT (52.16576929356281 5.411643605398307),0

Groen_exoten.60162,2023-02-03,52.1657765274927,Maaien en in toom houden,Verder dan 1 meter van water,,22-05-2016,Laag,5.4116347644834,Rustenburg-Zuid,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Rustenburg,POINT (52.16577997688085 5.411634926207244),0

Groen_exoten.60163,2023-02-03,,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,15-10-2015,Hoog,,Bedrijventerrein Vathorst-Zuid,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Bedrijventerrein Vathorst,"POLYGON ((52.17935448997009 5.425666243283955, 52.17932749679444 5.425666219903479, 52.17933065723452 5.4257127150474815, 52.17935130076755 5.425707567124321, 52.17935448997009 5.425666243283955))",4.374

Groen_exoten.60164,2023-02-03,52.1638860289871,"z.s.m. afgraven, nu het nog kan",,,08-08-2012,Hoog,5.38081789213038,Jericho / Jeruzalem,,Reuzenbereklauw,,De Koppel,POINT (52.16388963230897 5.380817882319695),0

Groen_exoten.60165,2023-02-03,52.1629946990192,,,,,,5.41284933305762,Rustenburg-Zuid,,,,Rustenburg,POINT (52.16299812877108 5.412849459108416),0

Groen_exoten.60166,2023-02-03,52.1630008587972,Regelmatig maaien en zaadvorming voorkomen,,,15-05-2013,Hoog,5.41284933652918,Rustenburg-Zuid,,Reuzenbereklauw,,Rustenburg,POINT (52.163004288576985 5.412849462671781),0

Groen_exoten.60167,2023-02-03,52.1631240458099,,,,18-06-2020,,5.41288947144302,Watervogelbuurt,,Reuzenbereklauw,,Liendert,POINT (52.163127475921435 5.412889599606292),0

Groen_exoten.60168,2023-02-03,52.1631302077257,,,,18-06-2020,,5.41287945854814,Watervogelbuurt,,,,Liendert,POINT (52.163133637921575 5.412879586757083),0

Groen_exoten.60169,2023-02-03,52.1583514448849,,,,,,5.40625664705708,Liendert-Zuid,,,,Liendert,POINT (52.15835489092071 5.406256675311459),0

Groen_exoten.60170,2023-02-03,52.1583637676058,Regelmatig maaien en zaadvorming voorkomen,,,18-06-2020,Hoog,5.40623662157351,Liendert-Zuid,,Reuzenbereklauw,,Liendert,POINT (52.15836721380419 5.406236649919924),0

Groen_exoten.60171,2023-02-03,52.1586101762619,,,,,,5.40612655503416,Liendert-Zuid,,,,Liendert,POINT (52.15861362411706 5.406126586479735),0

Groen_exoten.60172,2023-02-03,52.1586040180426,,,,,,5.40611653712981,Liendert-Zuid,,,,Liendert,POINT (52.15860746592642 5.4061165684423536),0

Groen_exoten.60173,2023-02-03,52.1585916937758,"z.s.m. afgraven, nu het nog kan",,,18-06-2020,Hoog,5.40614657811015,Liendert-Zuid,,Reuzenbereklauw,,Liendert,POINT (52.15859514144198 5.406146609374606),0

Groen_exoten.60174,2023-02-03,52.1588196276529,"z.s.m. afgraven, nu het nog kan",,,15-05-2013,Hoog,5.40600645669346,Liendert-Zuid,,Reuzenbereklauw,,Liendert,POINT (52.158823077064554 5.406006490655066),0

Groen_exoten.60175,2023-02-03,52.20530219132,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,26-10-2015,Hoog,5.4402119967007,Over de Laak,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Vathorst-De Laak,POINT (52.205305700905264 5.440212945426404),0

Groen_exoten.60176,2023-02-03,52.1831272070415,"z.s.m. afgraven, nu het nog kan",,,11-09-2013,Hoog,5.43442076668291,Lient e.o.,,Reuzenbereklauw,,Hooglanderveen,POINT (52.18313061279857 5.434421316769925),0

Groen_exoten.60177,2023-02-03,52.1857078706426,"z.s.m. afgraven, nu het nog kan",Binnen 1 meter van water,,08-10-2015,Hoog,5.38625380622804,Woudzoom e.o.,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,Kattenbroek,POINT (52.185711560092145 5.386254114196048),0

Groen_exoten.60178,2023-02-03,52.185586055689,"z.s.m. afgraven, nu het nog kan",,,16-09-2014,Hoog,5.38763325549396,Woudzoom e.o.,,Reuzenbalsemien,,Kattenbroek,POINT (52.18558973742197 5.387633569951101),0

Groen_exoten.60179,2023-02-03,52.1960134425405,"z.s.m. afgraven, nu het nog kan",,,18-09-2014,Hoog,5.38510951063849,Stadskwartier,,Reuzenbereklauw,,Nieuwland,POINT (52.19601720067068 5.385109949426497),0

Groen_exoten.60180,2023-02-03,52.1977937294027,,,,,,5.38687419943988,Calveen,,,,Calveen,POINT (52.19779749007583 5.3868746736137965),0

Groen_exoten.60181,2023-02-03,52.1978937999937,Regelmatig maaien en zaadvorming voorkomen,,,15-10-2015,Hoog,5.3866597063607,Calveen,,Reuzenbalsemien,,Calveen,POINT (52.19789756240636 5.386660180468162),0

Groen_exoten.60182,2023-02-03,52.1462816570144,Regelmatig maaien en zaadvorming voorkomen,,,05-07-2013,Hoog,5.4099230878223,Componistenbuurt-Zuid,,Reuzenbereklauw,,Randenbroek,POINT (52.14628503543577 5.409922954237838),0

Groen_exoten.60183,2023-02-03,52.1406798210191,,,,18-06-2020,Laag,5.39577283096852,Dorrestein,,Reuzenbereklauw,,Vermeerkwartier,POINT (52.14068325697197 5.395772567659692),0

Groen_exoten.60184,2023-02-03,52.1400274735377,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,09-10-2015,Hoog,5.3955971190706,Nimmerdor,Doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Leusderkwartier,POINT (52.140030908299124 5.395596846102839),0

Groen_exoten.60185,2023-02-03,52.1376943945143,,,,,,5.36625005505138,Klein Zwitserland-Laag,,,,De Berg-Zuid,POINT (52.13769796716464 5.36624965648058),0

Groen_exoten.60186,2023-02-03,52.1378365611155,,,,,,5.36558843476542,Klein Zwitserland-Hoog,,,,De Berg-Zuid,POINT (52.137840137268554 5.365588035827868),0

Groen_exoten.60187,2023-02-03,52.1379157189551,,,,08-08-2013,Hoog,5.36543557489541,Klein Zwitserland-Hoog,,Reuzenbalsemien,,De Berg-Zuid,POINT (52.137919296060076 5.365435176436431),0

Groen_exoten.60188,2023-02-03,52.14014132424,"z.s.m. afgraven, nu het nog kan",,,08-08-2013,Laag,5.37107368063651,Klein Zwitserland-Hoog,,Reuzenbalsemien,,De Berg-Zuid,POINT (52.14014488202671 5.371073328013559),0

Groen_exoten.60189,2023-02-03,52.1463944731957,Regelmatig maaien en zaadvorming voorkomen,,,18-06-2020,Hoog,5.38828133090684,Vermeerkwartier-West,,Reuzenbereklauw,,Vermeerkwartier,POINT (52.14639796758922 5.388281119678116),0

Groen_exoten.60190,2023-02-03,52.1604073371932,Regelmatig maaien en zaadvorming voorkomen,,,18-06-2020,Hoog,5.3933457474675,Kruiskamp-Midden,,Reuzenbereklauw,,Kruiskamp,POINT (52.16041086125789 5.393345748019923),0

Groen_exoten.60191,2023-02-03,52.2007163630052,"z.s.m. afgraven, nu het nog kan",,,04-09-2013,Hoog,5.43797843592103,Over de Laak,,Reuzenbereklauw,,Vathorst-De Laak,POINT (52.20071985530403 5.437979293999408),0

Groen_exoten.60192,2023-02-03,52.2086415159993,"z.s.m. afgraven, nu het nog kan",,,04-09-2013,Laag,5.42835615965771,Over de Laak,,Reuzenbalsemien,,Vathorst-De Laak,POINT (52.20864512128017 5.4283570782115955),0

Groen_exoten.60193,2023-02-03,52.1659693783327,Regelmatig maaien en zaadvorming voorkomen,,,18-06-2020,Hoog,5.39823419011832,Liendert-Noord,,Reuzenbereklauw,,Liendert,POINT (52.165972901870774 5.398234290742391),0

Groen_exoten.60194,2023-02-03,52.1664054701905,Regelmatig maaien en zaadvorming voorkomen,,,18-06-2020,Hoog,5.39720993617889,Liendert-Noord,,Reuzenbereklauw,,Liendert,POINT (52.16640900122105 5.3972100380257055),0

Groen_exoten.60195,2023-02-03,52.1665051173774,Regelmatig maaien en zaadvorming voorkomen,,,18-06-2020,Hoog,5.39696432026908,Liendert-Noord,,Reuzenbereklauw,,Liendert,POINT (52.16650865017968 5.3969644223325774),0

Groen_exoten.60196,2023-02-03,52.1727949007635,Regelmatig maaien en zaadvorming voorkomen,,,28-06-2013,Hoog,5.38232692942477,Elly Takmastraat e.o.,,Reuzenbereklauw,,Schothorst-Noord,POINT (52.172798539613524 5.382327044015806),0

Groen_exoten.60197,2023-02-03,52.1583063922936,"z.s.m. afgraven, nu het nog kan",,,01-07-2013,Hoog,5.40681368591198,Liendert-Zuid,,Reuzenbereklauw,,Liendert,POINT (52.15830983507376 5.4068137159286325),0

Groen_exoten.60198,2023-02-03,52.1419309737742,Regelmatig maaien en zaadvorming voorkomen,,,12-08-2018,Hoog,5.40797919029843,Componistenbuurt-Zuid,,Reuzenbalsemien,,Randenbroek,POINT (52.14193434794768 5.407978986039376),0

Groen_exoten.60241,2023-02-03,52.1767248289755,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,23-10-2015,Hoog,5.40678197055337,Erasmusstraat e.o.,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Zielhorst,POINT (52.17672835999355 5.406782268616462),0

Groen_exoten.60242,2023-02-03,52.1764422686949,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,23-10-2015,Hoog,5.40629040847805,Erasmusstraat e.o.,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Zielhorst,POINT (52.17644580092085 5.406290699786947),0

Groen_exoten.60243,2023-02-03,52.1759810724943,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,23-10-2015,Hoog,5.40549757733612,Erasmusstraat e.o.,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Niet uitgraven,Zielhorst,POINT (52.175984606638295 5.405497857705413),0

Groen_exoten.60244,2023-02-03,52.1724060160571,"z.s.m. afgraven, nu het nog kan",,,18-07-2012,Hoog,5.39428947853824,Koperhorst,,Reuzenbereklauw,,Schothorst-Zuid,POINT (52.172409591810336 5.394289649499252),0

Groen_exoten.60245,2023-02-03,52.1723640406623,"z.s.m. afgraven, nu het nog kan",,,18-07-2012,Hoog,5.39524202772347,Koperhorst,,Reuzenbereklauw,,Schothorst-Zuid,POINT (52.17236761120417 5.395242202996292),0

Groen_exoten.60246,2023-02-03,52.1728125715797,"z.s.m. afgraven, nu het nog kan",,,18-07-2012,Hoog,5.39700281178809,Queekhoven e.o.,,Reuzenbereklauw,,Schothorst-Noord,POINT (52.172816135103034 5.3970030023899),0

Groen_exoten.60247,2023-02-03,52.1714735403974,"z.s.m. afgraven, nu het nog kan",,,19-06-2020,Hoog,5.37897346882211,Elly Takmastraat e.o.,,Reuzenbereklauw,,Schothorst-Noord,POINT (52.1714771891676 5.378973548935492),0

Groen_exoten.60248,2023-02-03,52.1714132738822,"z.s.m. afgraven, nu het nog kan",,,19-06-2020,Hoog,5.37895463145346,Elly Takmastraat e.o.,,Reuzenbereklauw,,Schothorst-Noord,POINT (52.17141692244319 5.378954710688376),0

Groen_exoten.60249,2023-02-03,52.1713298280491,"z.s.m. afgraven, nu het nog kan",,,19-06-2020,Hoog,5.37893014394332,Elly Takmastraat e.o.,,Reuzenbereklauw,,Schothorst-Noord,POINT (52.171333476313066 5.378930221970215),0

Groen_exoten.60250,2023-02-03,52.1763783552973,"z.s.m. afgraven, nu het nog kan",,,30-06-2020,Hoog,5.37098787814743,De Bik,,Reuzenbereklauw,,Hoogland,POINT (52.17638206782773 5.370987979100814),0

Groen_exoten.60251,2023-02-03,52.1763757039938,"z.s.m. afgraven, nu het nog kan",,,30-06-2020,Hoog,5.3709835675655,De Bik,,Reuzenbereklauw,,Hoogland,POINT (52.17637941653061 5.370983668462503),0

Groen_exoten.60252,2023-02-03,52.1687040327217,"z.s.m. afgraven, nu het nog kan",,,12-07-2012,Hoog,5.43306927737194,De Wieken,,Reuzenbereklauw,,Buitengebied-Oost,POINT (52.16870737089713 5.433069588095878),0

Groen_exoten.60253,2023-02-03,52.168818803461,"z.s.m. afgraven, nu het nog kan",,,12-07-2012,Hoog,5.43217611641739,De Wieken,,Reuzenbereklauw,,Buitengebied-Oost,POINT (52.1688221476053 5.432176424580342),0

Groen_exoten.60254,2023-02-03,52.1690043029366,"z.s.m. afgraven, nu het nog kan",,,18-06-2020,Hoog,5.43156911849103,De Wieken,,Reuzenbereklauw,,Buitengebied-Oost,POINT (52.169007651650645 5.431569426623301),0

Groen_exoten.60255,2023-02-03,52.1691626680424,"z.s.m. afgraven, nu het nog kan",,,18-06-2020,Hoog,5.43063182124164,De Wieken,,Reuzenbereklauw,,Buitengebied-Oost,POINT (52.16916602317653 5.43063212726317),0

Groen_exoten.60256,2023-02-03,52.1692775193887,"z.s.m. afgraven, nu het nog kan",,,18-06-2020,Hoog,5.42945949287166,De Wieken,,Reuzenbereklauw,,Buitengebied-Oost,POINT (52.16928088212195 5.4294597949103895),0

Groen_exoten.60257,2023-02-03,52.1694953470325,Regelmatig maaien en zaadvorming voorkomen,,,18-06-2020,Hoog,5.4282872520822,De Wieken,,Reuzenbereklauw,,Buitengebied-Oost,POINT (52.169498717839254 5.428287551748183),0

Groen_exoten.60258,2023-02-03,52.1697017880884,"z.s.m. afgraven, nu het nog kan",,,18-06-2020,Hoog,5.42691027635873,De Wieken,,Reuzenbereklauw,,Buitengebied-Oost,POINT (52.16970516810192 5.426910572424104),0

Groen_exoten.60259,2023-02-03,52.1351309421918,,,,,,5.35006610138509,Zon en Schild,,,,Bosgebied,POINT (52.13513457929521 5.350065622351878),0

Groen_exoten.60260,2023-02-03,52.1349471666088,,,,,,5.35022440561315,Zon en Schild,,,,Bosgebied,POINT (52.134950802491716 5.350223924977604),0

Groen_exoten.60261,2023-02-03,52.1351309310167,,,,,,5.35003095680998,Zon en Schild,,,,Bosgebied,POINT (52.135134568270765 5.3500304776700185),0

Groen_exoten.60262,2023-02-03,52.1351309421918,,,,19-11-2014,Hoog,5.35006610138509,Zon en Schild,,Reuzenbalsemien,,Bosgebied,POINT (52.13513457929521 5.350065622351878),0

Groen_exoten.60263,2023-02-03,52.1349578905713,,,,19-11-2014,,5.34994324106106,Zon en Schild,,Reuzenbalsemien,,Bosgebied,POINT (52.13496152769146 5.349942759696729),0

Groen_exoten.60264,2023-02-03,52.1347308564465,,,,19-11-2014,,5.35008400931963,Zon en Schild,,Reuzenbalsemien,,Bosgebied,POINT (52.134734492296715 5.3500835258099855),0

Groen_exoten.60265,2023-02-03,52.1342012542654,,,,19-11-2014,,5.35087519033411,Zon en Schild,,Reuzenbalsemien,,Bosgebied,POINT (52.134204885172984 5.350874703185911),0

Groen_exoten.60266,2023-02-03,52.1339849722345,,,,19-11-2014,,5.35082265242355,Zon en Schild,,Reuzenbalsemien,,Bosgebied,POINT (52.1339886027426 5.350822162660515),0

Groen_exoten.60267,2023-02-03,52.1340393359181,Regelmatig maaien en zaadvorming voorkomen,Verder dan 1 meter van water,,04-10-2015,Hoog,5.3504177657564,Zon en Schild,,Reuzenbalsemien,,Bosgebied,POINT (52.13404296832403 5.3504172754078745),0

Groen_exoten.60268,2023-02-03,52.1338242174142,,,,19-11-2014,,5.35069530309173,Zon en Schild,,Reuzenbalsemien,,Bosgebied,POINT (52.13382784800686 5.350694811124663),0

Groen_exoten.60269,2023-02-03,52.1337130055197,,,,19-11-2014,,5.35102098879272,Zon en Schild,,Reuzenbalsemien,,Bosgebied,POINT (52.13371663439071 5.351020496524419),0

Groen_exoten.60270,2023-02-03,52.1334607291627,,,,19-11-2014,,5.35112972584055,Zon en Schild,,Reuzenbalsemien,,Bosgebied,POINT (52.13346435684255 5.351129231021795),0

Groen_exoten.60271,2023-02-03,52.1328266846729,,,,19-11-2014,,5.34939292136456,Zon en Schild,,Reuzenbalsemien,,Bosgebied,POINT (52.13283031800678 5.349392414285953),0

Groen_exoten.60272,2023-02-03,52.1313231615329,,,,19-11-2014,,5.34662705044091,Zon en Schild,,Reuzenbalsemien,,Bosgebied,POINT (52.131326802425896 5.34662651860121),0

Groen_exoten.60273,2023-02-03,52.1310316666441,,,,19-11-2014,,5.34639055704668,Zon en Schild,,Reuzenbalsemien,,Bosgebied,POINT (52.13103530773774 5.346390021300994),0

Groen_exoten.60274,2023-02-03,52.1310227548757,,,,19-11-2014,,5.34695287113025,Zon en Schild,,Reuzenbalsemien,,Bosgebied,POINT (52.13102639357502 5.346952336861068),0

Groen_exoten.60275,2023-02-03,52.1312781966257,,,,19-11-2014,,5.34829922125989,Zon en Schild,,Reuzenbalsemien,,Bosgebied,POINT (52.13128183031942 5.34829869362911),0

Groen_exoten.60276,2023-02-03,52.1328178759816,,,,,,5.35032521020161,Zon en Schild,,,,Bosgebied,POINT (52.132821505297336 5.350324705730094),0

Groen_exoten.60277,2023-02-03,52.1325445547643,,,,,,5.34994068934028,Zon en Schild,,,,Bosgebied,POINT (52.13254818496045 5.349940180659892),0

Groen_exoten.60278,2023-02-03,52.1339567971736,,,,19-11-2014,,5.35224806491819,Zon en Schild,,Reuzenbalsemien,,Bosgebied,POINT (52.133960421443575 5.352247579064576),0

Groen_exoten.60279,2023-02-03,52.133783691045,,,,19-11-2014,,5.35198182993556,Zon en Schild,,Reuzenbalsemien,,Bosgebied,POINT (52.13378731596968 5.351981341313139),0

Groen_exoten.60280,2023-02-03,52.1337016821073,,,,19-11-2014,,5.35181911276712,Zon en Schild,,Reuzenbalsemien,,Bosgebied,POINT (52.13370530750047 5.351818622726764),0

Groen_exoten.60281,2023-02-03,52.1922564063303,,,,24-08-2012,,5.4176828942842,De Bron-Zuid,,Alsemambrosia,,Vathorst-De Bron,POINT (52.19225996522964 5.417683486965615),0

Groen_exoten.60282,2023-02-03,52.1848139202323,,,,29-07-2014,,5.42405180469361,Lient e.o.,,Alsemambrosia,,Hooglanderveen,POINT (52.184817397706325 5.424052321475007),0

Groen_exoten.60283,2023-02-03,52.1611968420418,,,,17-04-2015,,5.41350976929071,Liendert-Zuid,,Reuzenbalsemien,,Liendert,POINT (52.16120026002302 5.413509871525266),0

Groen_exoten.60199,2023-02-03,52.1447696209363,Regelmatig maaien en zaadvorming voorkomen,,,10-07-2013,Laag,5.39086583450132,Leusderkwartier-Oost,,Reuzenbereklauw,,Leusderkwartier,POINT (52.14477309630329 5.39086561058072),0

Groen_exoten.60200,2023-02-03,52.1416698083156,"z.s.m. afgraven, nu het nog kan",Verder dan 1 meter van water,,04-10-2015,Laag,5.35974944533721,Oranjebuurt,Geen doorgroei in kunst- of straatwerk,Japanse duizendknoop,Wel uitgraven,De Berg-Noord,POINT (52.14167342339907 5.359749073321073),0

