Nummer;Totaal van;Jaar;Maand;Procedure categorie;Verblijfscluster;Beslissing;Nationaliteit;Aantal beslissingen
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Albanese;110
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Algerijnse;30
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Amerikaans burger;290
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Angolese;30
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Argentijnse;120
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Armeense;20
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Australische;60
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Azerbeidzjaanse;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Belarussische;20
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Bengalese;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Boliviaanse;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Braziliaanse;530
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Brits burger;230
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Burger van Bosnië-Herzegovina;40
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Burger van Congo;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Burger van de Bondsrepubliek Duitsland;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Burger van Democratische Republiek Congo;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Burkinese;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Burundese;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Canadese;70
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Chileense;50
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Chinese;140
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Colombiaanse;160
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Costa Ricaanse;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Cubaanse;20
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Dominicaanse;100
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Ecuadoraanse;30
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Egyptische;130
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Eritrese;20
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Ethiopische;20
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Filipijnse;160
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Gambiaanse;20
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Georgische;30
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Ghanese;160
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Guatemalaanse;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Guinese;30
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Guyaanse;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Hondurese;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Indiase;120
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Indonesische;90
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Iraakse;150
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Iraanse;50
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Israëlische;80
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Ivoriaanse;20
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Jamaicaanse;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Japanse;40
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Jemenitische;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Jordaanse;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Kaapverdische;40
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Kameroense;20
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Kazachse;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Kenyaanse;30
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Kosovaarse;20
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Libanese;50
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Liberiaanse;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Libische;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Macedonische/Burger van Noord-Macedonië;90
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Maleisische;20
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Marokkaanse;720
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Mexicaanse;100
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Moldavische;50
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Mongolische;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Montenegrijnse;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Mozambikaanse;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Namibische;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Nepalese;20
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Nicaraguaanse;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Nieuw-Zeelandse;20
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Nigeriaanse;190
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Oekraïense;180
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Oezbeekse;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Onbekend;40
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Pakistaanse;80
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Panamese;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Paraguayaanse;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Peruaanse;50
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Poolse;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Portugese;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Russische;210
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Salvadoraanse;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Senegalese;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Servische;90
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Sierra Leoonse;40
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Singaporese;20
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Soedanese;20
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Somalische;30
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Sri Lankaanse;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Staatloos;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Surinaamse;290
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Syrische;30
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Taiwanese;20
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Tanzaniaanse;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Thaise;70
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Togolese;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Tunesische;50
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Turkse;730
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Ugandese;30
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Uruguayaanse;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Venezolaanse;120
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Vietnamese;30
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Zimbabwaanse;10
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Zuid-Afrikaanse;220
7;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2022;*Alle*;EU-document;Derdelanders;*Alle*;Zuid-Koreaanse;30
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;*Alle*;Albanese;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;*Alle*;Amerikaans burger;20
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;*Alle*;Argentijnse;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;*Alle*;Braziliaanse;30
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;*Alle*;Brits burger;20
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;*Alle*;Chinese;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;*Alle*;Dominicaanse;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;*Alle*;Filipijnse;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;*Alle*;Ghanese;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;*Alle*;Indiase;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;*Alle*;Indonesische;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;*Alle*;Iraakse;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;*Alle*;Iraanse;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;*Alle*;Israëlische;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;*Alle*;Marokkaanse;40
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;*Alle*;Mexicaanse;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;*Alle*;Nigeriaanse;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;*Alle*;Oekraïense;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;*Alle*;Peruaanse;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;*Alle*;Russische;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;*Alle*;Surinaamse;20
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;*Alle*;Thaise;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;*Alle*;Turkse;40
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;*Alle*;Venezolaanse;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;01;EU-document;Derdelanders;*Alle*;Zuid-Afrikaanse;20
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;*Alle*;Albanese;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;*Alle*;Amerikaans burger;20
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;*Alle*;Argentijnse;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;*Alle*;Armeense;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;*Alle*;Braziliaanse;40
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;*Alle*;Brits burger;30
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;*Alle*;Chileense;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;*Alle*;Chinese;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;*Alle*;Colombiaanse;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;*Alle*;Egyptische;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;*Alle*;Filipijnse;20
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;*Alle*;Ghanese;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;*Alle*;Indiase;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;*Alle*;Indonesische;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;*Alle*;Iraakse;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;*Alle*;Israëlische;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;*Alle*;Macedonische/Burger van Noord-Macedonië;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;*Alle*;Marokkaanse;60
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;*Alle*;Mexicaanse;10
8;Jaar, Maand, Procedure categorie, Verblijfscluster, Nationaliteit;2022;02;EU-document;Derdelanders;*Alle*;Nigeriaanse;10
