VERGUNNINGNR;SRTBES_OMS;BESCH_OMS;GRONDBESCH_OMS;DDBESCHIKKING;DDINGANG;DDEINDE;STATUSBESCH_OMS;BUURT;WIJK;STADSDEEL;COUNTER;X;Y;LONG;LAT
201305061/5201615;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-05-21;;;Beschikking met bezwaar;Kortenbos;Centrum;Centrum;95601;80867.35;455430.953;4.305674541781671;52.08217961929974
201308608/5266385;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-09-23;;;Beschikking met bezwaar;Kortenbos;Centrum;Centrum;95600;80867.35;455430.953;4.305674541781671;52.08217961929974
201305061/5201615;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-05-21;;;Beschikking met bezwaar;Kortenbos;Centrum;Centrum;95599;80867.883;455431.901;4.305682110439157;52.0821882100848
201308608/5266385;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-09-23;;;Beschikking met bezwaar;Kortenbos;Centrum;Centrum;95598;80867.883;455431.901;4.305682110439157;52.0821882100848
201305061/5201615;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-05-21;;;Beschikking met bezwaar;Kortenbos;Centrum;Centrum;95597;80869.043;455432.422;4.305698917700058;52.082193047476636
201305061/5201615;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-05-21;;;Beschikking met bezwaar;Kortenbos;Centrum;Centrum;95596;80866.514;455430.965;4.305662344763752;52.08217961521336
201305061/5201615;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-05-21;;;Beschikking met bezwaar;Kortenbos;Centrum;Centrum;95595;80868.024;455431.7;4.305684210831198;52.082186422628354
201407636/5409218;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-06-26;;;Beschikking met bezwaar;Valkenboskwartier;Valkenboskwartier;Segbroek;95594;78710.284;454773.53;4.27435748388455;52.075978583644954
201318589/5306384;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-12-04;;;Beschikking met bezwaar;Statenkwartier;Geuzen- en Statenkwartier;Scheveningen;95593;78652.64;455976.635;4.273247530062062;52.08678253311637
201406194/5383908;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-05-14;;;Beschikking met bezwaar;Koningsplein e.o.;Regentessekwartier;Segbroek;95592;79069.112;454828.596;4.279578553433462;52.07652275822312
201418166/5502204;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-12-12;;;Beschikking met bezwaar;Koningsplein e.o.;Regentessekwartier;Segbroek;95591;79069.112;454828.596;4.279578553433462;52.07652275822312
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;95590;83022.492;453847.638;4.337444948980827;52.06823499651584
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;95589;83018.92;453851.606;4.3373920247387066;52.06827019210842
201924484/7690219;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-08-06;;;Beschikking met bezwaar;Nieuw Waldeck;Waldeck;Loosduinen;95588;76294.207;452561.484;4.239630511582286;52.05576172738059
201924484/7690219;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-08-06;;;Beschikking met bezwaar;Nieuw Waldeck;Waldeck;Loosduinen;95587;76297.223;452561.141;4.239674557070448;52.05575907334118
201924484/7690219;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-08-06;;;Beschikking met bezwaar;Nieuw Waldeck;Waldeck;Loosduinen;95586;76297.012;452561.246;4.239671456976105;52.05575998696703
201924484/7690219;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-08-06;;;Beschikking met bezwaar;Nieuw Waldeck;Waldeck;Loosduinen;95585;76294.075;452561.484;4.239628587320665;52.05576170863203
201924484/7690219;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-08-06;;;Beschikking met bezwaar;Nieuw Waldeck;Waldeck;Loosduinen;95584;76294.207;452561.352;4.239630541995471;52.05576054114816
201924484/7690219;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-08-06;;;Beschikking met bezwaar;Nieuw Waldeck;Waldeck;Loosduinen;95583;76294.207;452561.617;4.239630480938696;52.055762922599705
201924484/7690219;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-08-06;;;Beschikking met bezwaar;Nieuw Waldeck;Waldeck;Loosduinen;95582;76294.339;452561.617;4.2396324052003695;52.05576294134823
201924484/7690219;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-08-06;;;Beschikking met bezwaar;Nieuw Waldeck;Waldeck;Loosduinen;95581;76297.117;452561.246;4.239672987638718;52.0557600018801
201924958/7574431;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-04-07;;;Beschikking met bezwaar;Leyenburg;Leyenburg;Escamp;95580;78341.429;453527.447;4.26925777921794;52.06472952103226
201720911/6580463;Algemene Wet Bestuursrecht;Buiten behandeling stelling (ev);Artikel 4:5 lid 1c;2017-12-27;;;Beschikking met bezwaar;Leyenburg;Leyenburg;Escamp;95579;78814.325;453125.975;4.27624255591285;52.06118685165377
201924484/7690219;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-08-06;;;Beschikking met bezwaar;Nieuw Waldeck;Waldeck;Loosduinen;95578;76294.075;452561.749;4.239628526263783;52.05576409008361
201706114/6343517;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2017-05-23;;;Beschikking met bezwaar;Archipelbuurt;Archipelbuurt;Centrum;95577;80895.97;456552.397;4.305848340652284;52.09226156373419
201318827/5323187;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-01-14;;;Beschikking met bezwaar;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;95576;81644.07;453005.093;4.317525637400069;52.06048239739038
202016280/7767510;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-11-03;;;Beschikking met bezwaar;Kampen;Mariahoeve en Marlot;Haagse Hout;95575;83893.69;456475.019;4.349601372914927;52.09195937322333
202016280/7767510;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-11-03;;;Beschikking met bezwaar;Kampen;Mariahoeve en Marlot;Haagse Hout;95574;83893.69;456475.019;4.349601372914927;52.09195937322333
202014230/7748138;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-10-16;;;Beschikking met bezwaar;Morgenstond-West;Morgenstond;Escamp;95573;78552.194;451331.172;4.272822387750785;52.04502139517723
201508029/5690286;Wet Algemene Bepalingen Omgevingsrecht;Verlenging term regulier (ev);Artikel 3.9 lid 2;2015-06-29;;;Beschikking met bezwaar;Morgenstond-West;Morgenstond;Escamp;95572;78552.194;451331.172;4.272822387750785;52.04502139517723
201508029/5722740;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2015-07-30;;;Beschikking met bezwaar;Morgenstond-West;Morgenstond;Escamp;95571;78552.194;451331.172;4.272822387750785;52.04502139517723
202107730/7974632;Algemene Wet Bestuursrecht;Buiten behandeling stelling (ev);Artikel 4:5 lid 1c;2021-06-22;;;Beschikking met bezwaar;Rijslag;Scheveningen;Scheveningen;95570;79395.565;458259.823;4.283578938677429;52.10740272196687
201316826/5344971;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-02-21;;;Beschikking met bezwaar;Zuidwal;Centrum;Centrum;95569;81243.954;454580.488;4.31135176629348;52.07458699216758
201316826/5319480;Wet Algemene Bepalingen Omgevingsrecht;Verlenging term regulier (ev);Artikel 3.9 lid 2;2014-01-02;;;Arobabel;Zuidwal;Centrum;Centrum;95568;81243.954;454580.488;4.31135176629348;52.07458699216758
201106772/14;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2011-05-31;;;Beschikking met bezwaar;Huygenspark;Stationsbuurt;Centrum;95567;81880.714;454544.925;4.320646016636505;52.074351829098426
201106772/14;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2011-05-31;;;Beschikking met bezwaar;Huygenspark;Stationsbuurt;Centrum;95566;81837.378;454571.025;4.320008403935776;52.07458066102756
201610409/6064965;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-08-15;;;Beschikking met bezwaar;Landen;Mariahoeve en Marlot;Haagse Hout;95565;84898.34;457158.782;4.364118636060165;52.09823239092618
201520624/5946491;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-04-12;;;Beschikking met bezwaar;Landen;Mariahoeve en Marlot;Haagse Hout;95564;84898.34;457158.782;4.364118636060165;52.09823239092618
201610409/6064965;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-08-15;;;Beschikking met bezwaar;Landen;Mariahoeve en Marlot;Haagse Hout;95563;85028.469;457051.425;4.3660395267540295;52.097284056302385
201520624/5946491;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-04-12;;;Beschikking met bezwaar;Landen;Mariahoeve en Marlot;Haagse Hout;95562;85028.469;457051.425;4.3660395267540295;52.097284056302385
201116261/11;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2011-12-15;;;Beschikking met bezwaar;Bohemen en Meer en Bos;Bohemen en Meer en Bos;Loosduinen;95561;75491.033;453705.984;4.227655628443833;52.0659321989225
201115398/9;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2011-10-14;2011-10-14;;Beschikking met bezwaar;Bohemen en Meer en Bos;Bohemen en Meer en Bos;Loosduinen;95560;75491.033;453705.984;4.227655628443833;52.0659321989225
201101850/4;Wet Algemene Bepalingen Omgevingsrecht;Intrekken vergunning;Artikel 2.33, lid 2;2012-10-08;;;Beschikking met bezwaar;Belgisch Park;Belgisch Park;Scheveningen;95559;79450.613;458867.435;4.284247593454362;52.112870633239865
201100065/13;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2011-02-03;2011-02-03;;Beschikking met bezwaar;Belgisch Park;Belgisch Park;Scheveningen;95558;79450.613;458867.435;4.284247593454362;52.112870633239865
202002616/7608090;Wet Algemene Bepalingen Omgevingsrecht;Weigering standaard (mv);Artikel 2.10 en 2.12 t/m 2.20a ;2020-05-19;;;Beschikking met bezwaar;Schildersbuurt-Noord;Schildersbuurt;Centrum;95557;80855.527;454208.527;4.305767696734092;52.0711924074275
201309202/5229977;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-07-11;;;Beschikking met bezwaar;Kraayenstein en Vroondaal;Kraayenstein en Vroondaal;Loosduinen;95556;76169.347;451679.104;4.2380139195974955;52.04781437327436
201713139/6500135;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2017-10-12;;;Beschikking met bezwaar;Morgenstond-Oost;Morgenstond;Escamp;95555;78998.485;451639.255;4.279258300334725;52.04785142267897
201907998/7679529;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-07-23;;;Beschikking met beroep;Noordpolderbuurt;Laakkwartier en Spoorwijk;Laak;95554;82774.235;453242.753;4.333952777024093;52.06276668627087
201907998/7679529;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-07-23;;;Beschikking met beroep;Noordpolderbuurt;Laakkwartier en Spoorwijk;Laak;95553;82774.896;453243.15;4.333962330697704;52.062770340214065
201907998/7679529;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-07-23;;;Beschikking met beroep;Noordpolderbuurt;Laakkwartier en Spoorwijk;Laak;95552;82774.367;453243.15;4.333954617667748;52.06277027125085
201907998/7679529;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-07-23;;;Beschikking met beroep;Noordpolderbuurt;Laakkwartier en Spoorwijk;Laak;95551;82773.838;453242.885;4.333946960687788;52.06276782077707
201907998/7679529;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-07-23;;;Beschikking met beroep;Noordpolderbuurt;Laakkwartier en Spoorwijk;Laak;95550;82774.235;453242.488;4.3339528330737425;52.0627643047608
201907998/7679529;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-07-23;;;Beschikking met beroep;Noordpolderbuurt;Laakkwartier en Spoorwijk;Laak;95549;82774.367;453242.753;4.333954701636328;52.062766703479156
201907998/7679529;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-07-23;;;Beschikking met beroep;Noordpolderbuurt;Laakkwartier en Spoorwijk;Laak;95548;82775.293;453242.885;4.3339681751641255;52.06276801045868
201907998/7679529;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-07-23;;;Beschikking met beroep;Noordpolderbuurt;Laakkwartier en Spoorwijk;Laak;95547;82774.499;453242.356;4.3339567102169685;52.06276315291573
201907998/7679529;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-07-23;;;Beschikking met beroep;Noordpolderbuurt;Laakkwartier en Spoorwijk;Laak;95546;82774.764;453242.753;4.333960490053428;52.0627667552342
201907998/7679529;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-07-23;;;Beschikking met beroep;Noordpolderbuurt;Laakkwartier en Spoorwijk;Laak;95545;82774.367;453242.488;4.333954757685873;52.06276432196909
201907998/7679529;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-07-23;;;Beschikking met beroep;Noordpolderbuurt;Laakkwartier en Spoorwijk;Laak;95544;82774.499;453243.15;4.333956542280135;52.06277028845912
201907998/7679529;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-07-23;;;Beschikking met beroep;Noordpolderbuurt;Laakkwartier en Spoorwijk;Laak;95543;82775.161;453243.282;4.333966166584171;52.062771561022274
201822986/7117957;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2019-03-19;;;Beschikking met bezwaar;Bloemenbuurt-Oost;Bomen- en Bloemenbuurt;Segbroek;95542;77937.826;454973.571;4.263046448778305;52.077669331586044
201923085/7503045;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-02-04;;;Beschikking met bezwaar;Schildersbuurt-Noord;Schildersbuurt;Centrum;95541;81426.314;454026.879;4.3141306713510765;52.0696360909118
202000792/7542415;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-03-09;;;Beschikking met bezwaar;Rond de Energiecentrale;Regentessekwartier;Segbroek;95540;79555.833;454490.682;4.286751933427993;52.07355254645611
201509104/5674107;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2015-06-15;;;Beschikking met bezwaar;Vissershaven;Scheveningen;Scheveningen;95539;78426.054;457411.137;4.269619917957962;52.0996425816892
201507263/5717737;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2015-07-24;;;Beschikking met bezwaar;Vissershaven;Scheveningen;Scheveningen;95538;78426.054;457411.137;4.269619917957962;52.0996425816892
201607855/6029874;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-07-07;;;Beschikking met bezwaar;Nassaubuurt;Benoordenhout;Haagse Hout;95537;81840.33;456269.128;4.319687284928483;52.0898415112447
201107440/16;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2011-07-22;;;Beschikking met bezwaar;Nassaubuurt;Benoordenhout;Haagse Hout;95536;81840.33;456269.128;4.319687284928483;52.0898415112447
201901889/7267259;Wet Algemene Bepalingen Omgevingsrecht;Weigering standaard (mv);Artikel 2.10 en 2.12 t/m 2.20a ;2019-07-09;;;Beschikking met bezwaar;Scheveningen Badplaats;Scheveningen;Scheveningen;95535;78724.025;458328.383;4.273762647375204;52.107926676947116
201901889/7674202;Wet Algemene Bepalingen Omgevingsrecht;Heroverweging beschikking na bezwaar;Artikel 7:11;2020-10-16;;;Beschikking met beroep;Scheveningen Badplaats;Scheveningen;Scheveningen;95534;78724.025;458328.383;4.273762647375204;52.107926676947116
201105195/13;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2011-06-15;;;Beschikking met bezwaar;Scheveningen Badplaats;Scheveningen;Scheveningen;95533;78724.025;458328.383;4.273762647375204;52.107926676947116
201117097;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-01-24;;2013-07-24;Beschikking met bezwaar;Spoorwijk;Laakkwartier en Spoorwijk;Laak;95532;81240.257;452457.534;4.311756462009051;52.05550799175481
201106772/14;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2011-05-31;;;Beschikking met bezwaar;Huygenspark;Stationsbuurt;Centrum;95531;81802.52;454562.703;4.319501813140059;52.074501267126564
201902205/7186450;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2019-05-08;;;Beschikking met bezwaar;Sweelinckplein e.o.;Duinoord;Scheveningen;95530;79251.51;455431.007;4.28210502594159;52.0819614131214
202017720/7798939;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-12-09;;;Beschikking met bezwaar;Moerwijk-Oost;Moerwijk;Escamp;95529;80836.439;451708.513;4.306032218682732;52.04872280744412
201011038/11;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2010-12-02;2011-01-20;;Beschikking met bezwaar;Zijden, Steden en Zichten;Bouwlust;Escamp;95528;77969.972;451263.568;4.264352117711381;52.04433325548431
201117097;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-01-24;;2013-07-24;Beschikking met bezwaar;Laakkwartier-West;Laakkwartier en Spoorwijk;Laak;95527;81624.079;452632.808;4.317314155886706;52.057134100687094
202107723/7961425;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2021-06-10;;;Beschikking met bezwaar;Singels;Ypenburg;Leidschenveen-Ypenburg;95526;85106.558;450721.068;4.368475071552438;52.0404036399782
202018947/7827438;Algemene Wet Bestuursrecht;Buiten behandeling stelling (mv);Artikel 4:5 lid 1c;2021-01-14;;;Beschikking met bezwaar;Singels;Ypenburg;Leidschenveen-Ypenburg;95525;85106.558;450721.068;4.368475071552438;52.0404036399782
201205871/7;Algemene Wet Bestuursrecht;Buiten behandeling stelling (ev);Artikel 4:5 lid 1c;2012-05-08;;;Beschikking met bezwaar;Singels;Ypenburg;Leidschenveen-Ypenburg;95524;85106.558;450721.068;4.368475071552438;52.0404036399782
201813945/7107811;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2019-03-05;;;Beschikking met beroep;Kraayenstein en Vroondaal;Kraayenstein en Vroondaal;Loosduinen;95523;75998.642;451918.384;4.235470552802056;52.04994038385297
201720894/6537384;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Verg bepaalde term(mv);Artikel 2.12 lid 2;2017-11-14;2017-11-15;2027-11-13;Beschikking met bezwaar;Schildersbuurt-West;Schildersbuurt;Centrum;95522;80738.095;453668.647;4.304172627298493;52.066324908091296
201905232/7243564;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2019-07-09;;;Beschikking met bezwaar;Belgisch Park;Belgisch Park;Scheveningen;95521;80004.703;458884.49;4.292331655256875;52.11309929189728
201312758/5283686;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-10-21;;;Beschikking met bezwaar;Belgisch Park;Belgisch Park;Scheveningen;95520;80004.703;458884.49;4.292331655256875;52.11309929189728
202004788/7604002;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-05-08;;;Beschikking met bezwaar;Kom Loosduinen;Loosduinen;Loosduinen;95519;76485.892;452343.233;4.2424750082755;52.05382758171788
201614420/6160759;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-12-02;;;Beschikking met bezwaar;Archipelbuurt;Archipelbuurt;Centrum;95518;80702.424;456410.101;4.30305553099662;52.090956846026835
201703760/6280052;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2017-03-16;;;Beschikking met bezwaar;Transvaalkwartier-Noord;Transvaalkwartier;Centrum;95517;79819.276;454032.907;4.290694748193685;52.069474476309516
202006424/7666355;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-07-09;;;Beschikking met bezwaar;Morgenstond-Oost;Morgenstond;Escamp;95516;78656.855;452510.211;4.274084332123409;52.055631494338044
201111443;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2011-08-04;;2013-02-04;Beschikking met bezwaar;Morgenstond-Oost;Morgenstond;Escamp;95515;78656.855;452510.211;4.274084332123409;52.055631494338044
202006455/7657986;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-07-01;;;Beschikking met bezwaar;Moerwijk-Oost;Moerwijk;Escamp;95514;80840.09;451563.197;4.30611696941235;52.04741737232753
201611776/6074391;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-08-25;;;Beschikking met bezwaar;Zeeheldenkwartier;Zeeheldenkwartier;Centrum;95513;80480.66;455813.009;4.299950586308392;52.08556114303343
201612390/6092231;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-09-13;;;Beschikking met bezwaar;Burgen en Horsten;Mariahoeve en Marlot;Haagse Hout;95512;84803.372;456646.468;4.3628383503090085;52.09361626517176
201617668/6194694;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-12-21;;;Beschikking met bezwaar;Burgen en Horsten;Mariahoeve en Marlot;Haagse Hout;95511;84720.735;456578.394;4.361646662426744;52.09299400840444
201813529/6967149;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2018-11-09;;;Beschikking met bezwaar;Bezuidenhout-Oost;Bezuidenhout;Haagse Hout;95510;83279.127;455612.06;4.340816415829064;52.0841248404494
201808644/6780170;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-06-18;;;Beschikking met bezwaar;Moerwijk-Zuid;Moerwijk;Escamp;95509;79951.207;451330.852;4.293212302611147;52.045209701180184
201703760/6280052;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2017-03-16;;;Beschikking met bezwaar;Transvaalkwartier-Noord;Transvaalkwartier;Centrum;95508;79772.391;454006.046;4.290016971302131;52.06922671860919
202013326/7760719;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-11-11;;;Beschikking met bezwaar;Belgisch Park;Belgisch Park;Scheveningen;95507;79644.315;458967.277;4.287052885877506;52.11379429662746
202007113/7687436;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-08-03;;;Beschikking met bezwaar;Stadhoudersplantsoen;Duinoord;Scheveningen;95506;78879.961;455555.801;4.276657605313288;52.08303194201582
202102996/7957360;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2021-06-07;;;Beschikking met bezwaar;Kampen;Mariahoeve en Marlot;Haagse Hout;95505;84150.643;456110.385;4.3534260742762765;52.08871541422176
201923243/7563692;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-03-30;;;Beschikking met bezwaar;Kampen;Mariahoeve en Marlot;Haagse Hout;95504;84150.643;456110.385;4.3534260742762765;52.08871541422176
201517848/5838104;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2015-12-07;;;Beschikking met bezwaar;Zorgvliet;Zorgvliet;Scheveningen;95503;79320.095;456010.566;4.282976849292608;52.087179101046836
201210473/7;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Verg bepaalde term(mv);Artikel 2.12 lid 2;2012-07-13;2012-07-13;2017-07-17;Beschikking met bezwaar;Schildersbuurt-Oost;Schildersbuurt;Centrum;95502;81062.061;453640.865;4.308902540006724;52.06611857240987
201301400/7;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Verg bepaalde term(mv);Artikel 3.9 lid 1;2013-01-28;2013-01-28;2018-01-29;Beschikking met bezwaar;Schildersbuurt-Noord;Schildersbuurt;Centrum;95501;80901.293;454103.964;4.306457802712769;52.0702588499265
201204144/9;Wet Algemene Bepalingen Omgevingsrecht;Weigering standaard (ev);Artikel 2.10 en 2.12 t/m 2.20a ;2012-04-18;;;Beschikking met bezwaar;Schildersbuurt-Noord;Schildersbuurt;Centrum;95500;80901.293;454103.964;4.306457802712769;52.0702588499265
202016510/7844397;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2021-02-08;;;Beschikking met bezwaar;Transvaalkwartier-Noord;Transvaalkwartier;Centrum;95499;79799.938;454107.23;4.290396380229965;52.070139771015924
201614420/6160759;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-12-02;;;Beschikking met bezwaar;Archipelbuurt;Archipelbuurt;Centrum;95498;80753.997;456387.959;4.303812774960789;52.090764781596974
