objectid;id;soort;putnaam;adres;plaats;stelsel;diameter;materiaal;beginput;eindput;putafstand;diepte;jaar;datum;nlcs;referentie;type;shape_len;geo_shape;geo_point_2d
28935;b781f067-9690-4dd2-a4c4-446dd581f424;Hulpstukken Huisaansluiting;;Tarbotstraat 1;Eindhoven;Gemengd;125.0;PVC;E20904;E20906;22.2m;60 cm onder maaiveld;;2021-01-12;N-OI-RI-GWA_HULPSTUK_INLAAT-G;;;1.8824384593270798;"{""coordinates"": [[5.458619073591442, 51.42319469591688], [5.4586190076041845, 51.42319394697436], [5.458618812566918, 51.423193220868534], [5.458618494405752, 51.42319253966175], [5.458618062787853, 51.423191924052134], [5.458617530827711, 51.42319139274467], [5.458616914688667, 51.423190961882874], [5.458616233091793, 51.423190644558254], [5.4586155067470665, 51.42319045041257], [5.458614757724103, 51.42319038534483], [5.458614008781587, 51.42319045133209], [5.458613282675758, 51.423190646369356], [5.458612601468974, 51.42319096453052], [5.458611985859357, 51.42319139614842], [5.458611454551897, 51.42319192810856], [5.458611023690099, 51.423192544247605], [5.458610706365483, 51.42319322584448], [5.458610512219795, 51.4231939521892], [5.458610447152055, 51.42319470121217], [5.458610513139313, 51.42319545015469], [5.458610708176579, 51.42319617626051], [5.458611026337745, 51.423196857467296], [5.458611457955644, 51.42319747307691], [5.458611989915786, 51.423198004384375], [5.45861260605483, 51.42319843524617], [5.458613287651704, 51.42319875257079], [5.4586140139964305, 51.423198946716475], [5.458614763019394, 51.42319901178421], [5.45861551196191, 51.423198945796955], [5.458616238067739, 51.42319875075969], [5.458616919274523, 51.423198432598525], [5.45861753488414, 51.423198000980626], [5.4586180661916, 51.42319746902049], [5.458618497053398, 51.42319685288144], [5.458618814378014, 51.423196171284566], [5.458619008523702, 51.42319544493984], [5.458619073591442, 51.42319469591688]], ""type"": ""LineString""}";51.42319469856454, 5.458614760371749
28938;0a4083b4-224d-43b1-9cff-ebd95ece1b07;Hulpstukken Huisaansluiting;;Leeuwenstraat 16;Eindhoven;Gemengd;125.0;PVC;J21058;J21062;4.2m;-;;2021-01-12;N-OI-RI-GWA_HULPSTUK_INLAAT-G;;;1.8824384593270798;"{""coordinates"": [[5.508951245461712, 51.422210685168224], [5.5089511791525085, 51.42220993627146], [5.508950983806132, 51.42220921026659], [5.508950665358083, 51.4222085292129], [5.508950233484243, 51.422207913803874], [5.508949701306883, 51.4222073827384], [5.50894908499594, 51.422206952152635], [5.508948403277712, 51.422206635129704], [5.508947676865861, 51.422206441302194], [5.508946927832045, 51.42220637655945], [5.508946178935276, 51.42220644286866], [5.508945452930404, 51.42220663821503], [5.50894477187672, 51.42220695666308], [5.508944156467695, 51.42220738853692], [5.508943625402221, 51.42220792071428], [5.508943194816454, 51.42220853702522], [5.508942877793524, 51.422209218743454], [5.508942683966014, 51.4222099451553], [5.508942619223272, 51.42221069418912], [5.5089426855324755, 51.422211443085885], [5.508942880878852, 51.422212169090756], [5.508943199326901, 51.42221285014444], [5.508943631200741, 51.42221346555347], [5.508944163378101, 51.42221399661894], [5.508944779689044, 51.42221442720471], [5.508945461407272, 51.42221474422764], [5.508946187819123, 51.42221493805515], [5.508946936852939, 51.42221500279789], [5.508947685749708, 51.422214936488686], [5.50894841175458, 51.42221474114231], [5.508949092808264, 51.42221442269426], [5.508949708217289, 51.422213990820424], [5.508950239282763, 51.422213458643064], [5.50895066986853, 51.42221284233212], [5.50895098689146, 51.42221216061389], [5.50895118071897, 51.42221143420204], [5.508951245461712, 51.422210685168224]], ""type"": ""LineString""}";51.422210689678664, 5.508946932342491
28945;e150fe1f-56c9-433c-b0f7-e6798285c08f;Hulpstukken Huisaansluiting;;Herlaer 79;Eindhoven;Vuilwater;125.0;PVC;D21038;D21017;32.7m;-;;2021-11-30;N-OI-RI-VWA_HULPSTUK_ONTSTOPPINGSSTUK-G;;;1.8824384593270798;"{""coordinates"": [[5.4333050068642965, 51.422311700905276], [5.433304941040846, 51.42231095196351], [5.433304746165029, 51.42231022582998], [5.433304428158048, 51.422309544567874], [5.433303996682386, 51.42230892887701], [5.433303464848212, 51.42230839746483], [5.433302848815037, 51.42230796647804], [5.4333021673007185, 51.422307649011934], [5.433301441012724, 51.42230745471257], [5.433300692018947, 51.42230738948365], [5.433299943077183, 51.4223074553071], [5.433299216943651, 51.422307650182915], [5.433298535681549, 51.4223079681899], [5.4332979199906815, 51.42230839966556], [5.433297388578503, 51.422308931499735], [5.433296957591707, 51.422309547532905], [5.433296640125605, 51.42231022904723], [5.433296445826247, 51.42231095533522], [5.433296380597319, 51.422311704329], [5.43329644642077, 51.42231245327076], [5.433296641296587, 51.42231317940429], [5.433296959303568, 51.4223138606664], [5.43329739077923, 51.422314476357265], [5.433297922613404, 51.42231500776944], [5.433298538646579, 51.422315438756236], [5.433299220160897, 51.42231575622234], [5.433299946448892, 51.4223159505217], [5.433300695442669, 51.422316015750624], [5.4333014443844325, 51.422315949927174], [5.4333021705179645, 51.42231575505136], [5.433302851780067, 51.422315437044375], [5.433303467470934, 51.42231500556871], [5.433303998883113, 51.42231447373454], [5.433304429869909, 51.42231385770137], [5.4333047473360105, 51.422313176187046], [5.4333049416353685, 51.42231244989905], [5.4333050068642965, 51.422311700905276]], ""type"": ""LineString""}";51.422311702617115, 5.433300693730805
28949;6a61ce96-e8b4-4741-a769-53f7119d6d87;Hulpstukken Huisaansluiting;;Fransebaan 60;Eindhoven;Vuilwater;125.0;PVC;E07620;E07622;12m;-;;2021-11-30;N-OI-RI-VWA_HULPSTUK_ONTSTOPPINGSSTUK-G;;;1.8824384593270798;"{""coordinates"": [[5.449938726808103, 51.482252645571286], [5.449938660791084, 51.482251895652475], [5.449938465554977, 51.48225116859035], [5.449938147031933, 51.48225048647633], [5.449937714900114, 51.48224987003611], [5.449937182289624, 51.48224933799989], [5.449936565383566, 51.48224890653334], [5.449935882926317, 51.48224858874635], [5.4499351556539954, 51.48224839429472], [5.449934405664403, 51.48224832908676], [5.449933655745594, 51.482248395103774], [5.449932928683472, 51.482248590339886], [5.4499322465694515, 51.48224890886293], [5.449931630129221, 51.48224934099475], [5.449931098093007, 51.482249873605234], [5.449930666626459, 51.4822504905113], [5.4499303488394695, 51.482251172968546], [5.449930154387837, 51.48225190024086], [5.449930089179874, 51.48225265023046], [5.449930155196894, 51.48225340014927], [5.449930350433, 51.48225412721139], [5.4499306689560445, 51.48225480932541], [5.449931101087864, 51.482255425765636], [5.449931633698354, 51.482255957801854], [5.449932250604411, 51.4822563892684], [5.44993293306166, 51.48225670705539], [5.449933660333982, 51.48225690150702], [5.449934410323574, 51.482256966714985], [5.449935160242383, 51.48225690069797], [5.449935887304505, 51.48225670546186], [5.449936569418526, 51.482256386938815], [5.449937185858756, 51.482255954806995], [5.44993771789497, 51.48225542219651], [5.449938149361518, 51.482254805290445], [5.449938467148508, 51.4822541228332], [5.44993866160014, 51.48225339556088], [5.449938726808103, 51.482252645571286]], ""type"": ""LineString""}";51.48225264790087, 5.4499344079939895
28952;3f40faec-d1dd-4ec0-9899-e81a30a2d0f5;Hulpstukken Huisaansluiting;;Zandstrand 10;Eindhoven;Vuilwater;125.0;PVC;B15540;B16002;14.9m;-;;2021-11-30;N-OI-RI-VWA_HULPSTUK_INLAAT-G;;;1.8824384593270798;"{""coordinates"": [[5.408548859552085, 51.445291710289894], [5.408548793854207, 51.44529096095782], [5.408548599034279, 51.4452902344181], [5.408548281011805, 51.44528955274628], [5.408547849449737, 51.44528893665461], [5.408547317460871, 51.44528840486272], [5.408546701209419, 51.44528797352885], [5.40854601941987, 51.44528765575884], [5.408545292808053, 51.44528746120799], [5.408544543451701, 51.445287395787616], [5.4085437941196295, 51.4452874614855], [5.408543067579911, 51.445287656305425], [5.40854238590809, 51.445287974327904], [5.408541769816418, 51.44528840588997], [5.40854123802453, 51.445288937878836], [5.408540806690653, 51.445289554130284], [5.408540488920648, 51.445290235919835], [5.408540294369797, 51.44529096253165], [5.408540228949428, 51.445291711888004], [5.408540294647306, 51.44529246122008], [5.408540489467234, 51.445293187759795], [5.408540807489708, 51.445293869431616], [5.408541239051776, 51.445294485523284], [5.408541771040642, 51.445295017315175], [5.408542387292094, 51.44529544864905], [5.408543069081643, 51.44529576641906], [5.40854379569346, 51.44529596096991], [5.4085445450498115, 51.44529602639028], [5.4085452943818835, 51.4452959606924], [5.408546020921602, 51.44529576587247], [5.408546702593423, 51.44529544784999], [5.408547318685095, 51.44529501628793], [5.408547850476983, 51.44529448429906], [5.40854828181086, 51.445293868047614], [5.408548599580865, 51.44529318625806], [5.408548794131716, 51.44529245964625], [5.408548859552085, 51.445291710289894]], ""type"": ""LineString""}";51.445291711088935, 5.408544544250756
28953;3f40faec-d1dd-4ec0-9899-e81a30a2d0f5;Hulpstukken Huisaansluiting;;Zandstrand 10;Eindhoven;Vuilwater;125.0;PVC;B15540;B16002;14.9m;-;;2021-11-30;N-OI-RI-VWA_HULPSTUK_ONTSTOPPINGSSTUK-G;;;1.8824384593270798;"{""coordinates"": [[5.408483859899377, 51.44533871057833], [5.4084837942018495, 51.44533796124545], [5.4084835993821265, 51.44533723470488], [5.408483281359706, 51.44533655303218], [5.4084828497975375, 51.44533593693963], [5.408482317808421, 51.4453354051469], [5.408481701556575, 51.44533497381223], [5.4084810197665005, 51.44533465604152], [5.408480293154045, 51.44533446149006], [5.408479543796958, 51.44533439606921], [5.408478794464078, 51.445334461766734], [5.408478067923503, 51.44533465658646], [5.408477386250802, 51.445334974608876], [5.408476770158256, 51.44533540617105], [5.408476238365523, 51.44533593816016], [5.408475807030857, 51.44533655441201], [5.4084754892601445, 51.445337236202086], [5.408475294708687, 51.44533796281454], [5.408475229287832, 51.445338712171626], [5.40847529498536, 51.44533946150451], [5.408475489805083, 51.44534018804508], [5.408475807827504, 51.44534086971778], [5.408476239389672, 51.44534148581033], [5.408476771378789, 51.44534201760306], [5.408477387630635, 51.44534244893773], [5.408478069420709, 51.44534276670844], [5.408478796033164, 51.4453429612599], [5.408479545390251, 51.44534302668075], [5.408480294723131, 51.445342960983226], [5.4084810212637064, 51.4453427661635], [5.408481702936407, 51.44534244814108], [5.408482319028954, 51.44534201657891], [5.408482850821686, 51.4453414845898], [5.408483282156352, 51.44534086833795], [5.408483599927065, 51.445340186547874], [5.4084837944785225, 51.44533945993542], [5.408483859899377, 51.44533871057833]], ""type"": ""LineString""}";51.445338711375, 5.408479544593605
28968;be249770-da91-4db7-81cc-7aef3a4aceb2;Hulpstukken Huisaansluiting;;Fransebaan 36;Eindhoven;Vuilwater;125.0;PVC;E08060;E07616;27.8m;-;;2021-11-26;N-OI-RI-VWA_HULPSTUK_ONTSTOPPINGSSTUK-G;;;1.8824384593270798;"{""coordinates"": [[5.450005731499899, 51.48122164673774], [5.450005665483948, 51.481220896835936], [5.4500054702518455, 51.481220169790376], [5.450005151735621, 51.48121948769197], [5.45000471961323, 51.48121887126594], [5.450004187014491, 51.48121833924206], [5.450003570122147, 51.48121790778563], [5.450002887680161, 51.48121759000622], [5.450002160424186, 51.4812173955594], [5.450001410451528, 51.48121733035334], [5.450000660549726, 51.48121739636929], [5.449999933504167, 51.48121759160139], [5.449999251405764, 51.481217910117614], [5.449998634979728, 51.48121834224001], [5.449998102955856, 51.481218874838746], [5.449997671499422, 51.48121949173109], [5.449997353720012, 51.48122017417308], [5.449997159273193, 51.481220901429054], [5.449997094067132, 51.48122165140171], [5.4499971600830825, 51.48122240130351], [5.449997355315185, 51.48122312834907], [5.449997673831409, 51.481223810447474], [5.4499981059538, 51.48122442687351], [5.44999863855254, 51.481224958897386], [5.449999255444883, 51.48122539035382], [5.4499999378868695, 51.48122570813323], [5.450000665142844, 51.48122590258005], [5.450001415115502, 51.48122596778611], [5.450002165017304, 51.48122590177016], [5.450002892062863, 51.481225706538055], [5.450003574161267, 51.481225388021834], [5.450004190587302, 51.481224955899435], [5.450004722611174, 51.4812244233007], [5.450005154067608, 51.48122380640836], [5.450005471847018, 51.481223123966366], [5.450005666293838, 51.48122239671039], [5.450005731499899, 51.48122164673774]], ""type"": ""LineString""}";51.48122164906971, 5.450001412783515
28970;178d3314-8197-48da-9dff-bcf575cdfc34;Hulpstukken Huisaansluiting;;Strijpsestraat 236;Eindhoven;Gemengd;125.0;PVC;E17060;E17058;2m;-;;2021-11-26;N-OI-RI-GWA_HULPSTUK_ONTSTOPPINGSSTUK-G;;;1.8824384593270798;"{""coordinates"": [[5.451664961662631, 51.44039068672606], [5.451664895695239, 51.44038993749721], [5.4516647006278145, 51.44038921110595], [5.451664382387384, 51.440388529623306], [5.451663950643521, 51.440387913755785], [5.451663418514546, 51.44038738221621], [5.451662802168926, 51.44038695115514], [5.451662120334012, 51.44038663367015], [5.451661393727013, 51.44038643940787], [5.451660644425515, 51.440386374270844], [5.451659895196665, 51.440386440238235], [5.451659168805402, 51.44038663530566], [5.451658487322757, 51.44038695354609], [5.451657871455236, 51.44038738528995], [5.451657339915661, 51.440387917418924], [5.451656908854594, 51.44038853376455], [5.4516565913696065, 51.44038921559946], [5.451656397107319, 51.44038994220646], [5.451656331970295, 51.44039069150796], [5.451656397937687, 51.44039144073681], [5.4516565930051115, 51.44039216712807], [5.451656911245542, 51.44039284861071], [5.451657342989405, 51.440393464478234], [5.45165787511838, 51.44039399601781], [5.451658491464, 51.44039442707888], [5.451659173298914, 51.44039474456387], [5.451659899905913, 51.44039493882615], [5.451660649207411, 51.440395003963175], [5.451661398436261, 51.440394937995784], [5.451662124827524, 51.44039474292836], [5.451662806310169, 51.44039442468793], [5.45166342217769, 51.44039399294407], [5.451663953717265, 51.440393460815095], [5.451664384778332, 51.44039284446947], [5.45166470226332, 51.44039216263456], [5.451664896525607, 51.44039143602756], [5.451664961662631, 51.44039068672606]], ""type"": ""LineString""}";51.440390689117024, 5.451660646816462
28979;7318e202-9108-4b21-9217-ea71c2ac1fcc;Hulpstukken Huisaansluiting;;Fransebaan 54;Eindhoven;Vuilwater;125.0;PVC;E07618;E07616;14m;-;;2021-11-25;N-OI-RI-VWA_HULPSTUK_INLAAT-G;;;1.8824384593270798;"{""coordinates"": [[5.449685727329819, 51.48186864568858], [5.449685661314984, 51.48186789577594], [5.449685466082101, 51.481867168719525], [5.449685147563221, 51.48186648661056], [5.44968471543638, 51.48186587017459], [5.4496841828315326, 51.4818653381417], [5.4496835659316085, 51.481864906677444], [5.4496828834808, 51.48186458889165], [5.449682156215029, 51.48186439444008], [5.449681406231897, 51.481864329231044], [5.449680656319264, 51.48186439524588], [5.449679929262843, 51.48186459047876], [5.449679247153878, 51.481864908997636], [5.449678630717905, 51.48186534112448], [5.449678098685017, 51.481865873729326], [5.449677667220765, 51.48186649062925], [5.449677349434973, 51.48186717308006], [5.4496771549834, 51.48186790034583], [5.449677089774359, 51.48186865032896], [5.449677155789194, 51.4818694002416], [5.4496773510220775, 51.481870127298016], [5.449677669540957, 51.48187080940698], [5.449678101667798, 51.481871425842954], [5.4496786342726455, 51.48187195787584], [5.44967925117257, 51.4818723893401], [5.449679933623378, 51.48187270712589], [5.4496806608891495, 51.48187290157746], [5.449681410872281, 51.4818729667865], [5.449682160784914, 51.48187290077166], [5.449682887841335, 51.481872705538784], [5.4496835699503, 51.481872387019905], [5.449684186386273, 51.48187195489306], [5.449684718419161, 51.481871422288215], [5.449685149883413, 51.48187080538829], [5.449685467669205, 51.48187012293748], [5.449685662120778, 51.48186939567171], [5.449685727329819, 51.48186864568858]], ""type"": ""LineString""}";51.48186864800877, 5.449681408552087
28980;7318e202-9108-4b21-9217-ea71c2ac1fcc;Hulpstukken Huisaansluiting;;Fransebaan 54;Eindhoven;Vuilwater;125.0;PVC;E07618;E07616;14m;-;;2021-11-25;N-OI-RI-VWA_HULPSTUK_ONTSTOPPINGSSTUK-G;;;1.8824384593270798;"{""coordinates"": [[5.449742728628357, 51.48188164589093], [5.449742662613137, 51.481880895978115], [5.449742467379843, 51.481880168921585], [5.449742148860539, 51.48187948681258], [5.449741716733273, 51.48187887037664], [5.449741184128015, 51.48187833834386], [5.449740567227704, 51.48187790687979], [5.4497398847765455, 51.48187758909424], [5.449739157510472, 51.481877394642964], [5.449738407527095, 51.48187732943427], [5.449737657614279, 51.481877395449494], [5.449736930557748, 51.481877590682785], [5.449736248448744, 51.48187790920209], [5.449735632012805, 51.481878341329356], [5.4497350999800265, 51.48187887393461], [5.449734668515953, 51.48187949083493], [5.449734350730403, 51.481880173286086], [5.4497341562791295, 51.481880900552156], [5.449734091070437, 51.481881650535534], [5.449734157085657, 51.48188240044835], [5.449734352318951, 51.48188312750488], [5.4497346708382555, 51.48188380961388], [5.449735102965521, 51.481884426049824], [5.44973563557078, 51.4818849580826], [5.44973625247109, 51.481885389546676], [5.449736934922249, 51.481885707332225], [5.449737662188322, 51.4818859017835], [5.449738412171699, 51.481885966992195], [5.449739162084515, 51.48188590097697], [5.449739889141046, 51.48188570574368], [5.44974057125005, 51.481885387224374], [5.449741187685989, 51.48188495509711], [5.449741719718768, 51.48188442249185], [5.449742151182841, 51.481883805591536], [5.449742468968391, 51.48188312314038], [5.449742663419665, 51.48188239587431], [5.449742728628357, 51.48188164589093]], ""type"": ""LineString""}";51.48188164821323, 5.449738409849398
