jaar;gebiedcode15;variabele;waarde
2022;EE;BEVTOTAAL;18764
2022;EF;BEVTOTAAL;5814
2022;EG;BEVTOTAAL;2385
2022;EH;BEVTOTAAL;12909
2022;EJ;BEVTOTAAL;8307
2022;EK;BEVTOTAAL;8323
2022;EL;BEVTOTAAL;6655
2022;EM;BEVTOTAAL;10305
2022;EN;BEVTOTAAL;6091
2022;EP;BEVTOTAAL;6636
2022;EQ;BEVTOTAAL;4723
2022;ER;BEVTOTAAL;6740
2022;ES;BEVTOTAAL;6903
2022;ET;BEVTOTAAL;7826
2022;EU;BEVTOTAAL;7487
2022;EV;BEVTOTAAL;1796
2022;FA;BEVTOTAAL;1095
2022;FB;BEVTOTAAL;18938
2022;FC;BEVTOTAAL;10631
2022;FD;BEVTOTAAL;9242
2022;FE;BEVTOTAAL;6791
2022;FF;BEVTOTAAL;1181
2022;FG;BEVTOTAAL;14312
2022;FH;BEVTOTAAL;6190
2022;FJ;BEVTOTAAL;15509
2022;FK;BEVTOTAAL;17418
2022;FL;BEVTOTAAL;7912
2022;FM;BEVTOTAAL;14199
2022;FN;BEVTOTAAL;10828
2022;FP;BEVTOTAAL;12472
2022;FQ;BEVTOTAAL;14670
2022;KA;BEVTOTAAL;11845
2022;KB;BEVTOTAAL;3982
2022;KC;BEVTOTAAL;5558
2022;KD;BEVTOTAAL;12625
2022;KE;BEVTOTAAL;14642
2022;KF;BEVTOTAAL;12447
2022;KG;BEVTOTAAL;7908
2022;KH;BEVTOTAAL;11778
2022;KJ;BEVTOTAAL;8612
2022;KK;BEVTOTAAL;14909
2022;KL;BEVTOTAAL;5297
2022;KM;BEVTOTAAL;9126
2022;KN;BEVTOTAAL;1397
2022;KP;BEVTOTAAL;4280
2022;KQ;BEVTOTAAL;13733
2022;KR;BEVTOTAAL;8062
2022;MA;BEVTOTAAL;19760
2022;MB;BEVTOTAAL;5923
2022;MC;BEVTOTAAL;10626
2022;MD;BEVTOTAAL;9055
2022;ME;BEVTOTAAL;9962
2022;MF;BEVTOTAAL;12299
2022;MG;BEVTOTAAL;9691
2022;MH;BEVTOTAAL;5326
2022;MJ;BEVTOTAAL;15776
2022;MK;BEVTOTAAL;226
2022;ML;BEVTOTAAL;8146
2022;MM;BEVTOTAAL;12258
2022;MN;BEVTOTAAL;15465
2022;MP;BEVTOTAAL;3075
2022;MQ;BEVTOTAAL;5418
2022;NA;BEVTOTAAL;8832
2022;NB;BEVTOTAAL;7190
2022;NC;BEVTOTAAL;11998
2022;ND;BEVTOTAAL;3546
2022;NE;BEVTOTAAL;14720
2022;NF;BEVTOTAAL;1691
2022;NG;BEVTOTAAL;4271
2022;NH;BEVTOTAAL;11781
2022;NJ;BEVTOTAAL;13742
2022;NK;BEVTOTAAL;9278
2022;NL;BEVTOTAAL;8046
2022;NM;BEVTOTAAL;1898
2022;NN;BEVTOTAAL;3473
2022;NP;BEVTOTAAL;302
2022;NQ;BEVTOTAAL;2396
2022;SA;BEVTOTAAL;1680
2022;SB;BEVTOTAAL;
2022;SC;BEVTOTAAL;
2022;SD;BEVTOTAAL;
2022;SE;BEVTOTAAL;
2022;TA;BEVTOTAAL;2596
2022;TB;BEVTOTAAL;8512
2022;TC;BEVTOTAAL;8276
2022;TD;BEVTOTAAL;7634
2022;TE;BEVTOTAAL;7652
2022;TF;BEVTOTAAL;7117
2022;TG;BEVTOTAAL;7722
2022;TH;BEVTOTAAL;7386
2022;TJ;BEVTOTAAL;9471
2022;TK;BEVTOTAAL;2914
2022;TL;BEVTOTAAL;8455
2022;TM;BEVTOTAAL;11208
2022;A02;BEVTOTAAL;35209
2022;A03;BEVTOTAAL;13098
2022;A04;BEVTOTAAL;25372
2022;A11;BEVTOTAAL;5502
2022;A12;BEVTOTAAL;8798
2022;E01;BEVTOTAAL;38805
2022;E02;BEVTOTAAL;35371
2022;E03;BEVTOTAAL;36618
2022;E04;BEVTOTAAL;38114
2022;K01;BEVTOTAAL;34997
2022;K02;BEVTOTAAL;29332
2022;K03;BEVTOTAAL;54400
2022;K04;BEVTOTAAL;21795
2022;K05;BEVTOTAAL;5677
2022;M01;BEVTOTAAL;5923
2022;M02;BEVTOTAAL;10626
2022;M03;BEVTOTAAL;7941
2022;M04;BEVTOTAAL;2021
2022;M05;BEVTOTAAL;9055
2022;M06;BEVTOTAAL;1340
2022;M07;BEVTOTAAL;5183
2022;M08;BEVTOTAAL;1053
2022;M09;BEVTOTAAL;2654
2022;M10;BEVTOTAAL;2749
2022;M11;BEVTOTAAL;10368
2022;M12;BEVTOTAAL;2122
2022;M13;BEVTOTAAL;2975
2022;M14;BEVTOTAAL;3075
2022;M15;BEVTOTAAL;925
2022;M16;BEVTOTAAL;3772
2022;M17;BEVTOTAAL;2969
2022;M18;BEVTOTAAL;2336
2022;M19;BEVTOTAAL;3877
2022;M20;BEVTOTAAL;2725
2022;M21;BEVTOTAAL;2765
2022;M22;BEVTOTAAL;5088
2022;M23;BEVTOTAAL;8386
2022;M24;BEVTOTAAL;6030
2022;M25;BEVTOTAAL;3913
2022;M26;BEVTOTAAL;3661
2022;M27;BEVTOTAAL;5326
2022;M28;BEVTOTAAL;4300
2022;M29;BEVTOTAAL;2787
2022;M30;BEVTOTAAL;8689
2022;M31;BEVTOTAAL;8372
2022;M32;BEVTOTAAL;
2022;Z99;BEVTOTAAL;664
2022;AA01;BEVTOTAAL;336
2022;AA02;BEVTOTAAL;2920
2022;AA03;BEVTOTAAL;1827
2022;AA04;BEVTOTAAL;170
2022;AA05;BEVTOTAAL;2419
2022;AA06;BEVTOTAAL;1497
2022;AB01;BEVTOTAAL;1454
2022;AB02;BEVTOTAAL;2700
2022;AB03;BEVTOTAAL;2129
2022;AB04;BEVTOTAAL;917
2022;AB05;BEVTOTAAL;2918
2022;AB06;BEVTOTAAL;206
2022;AB07;BEVTOTAAL;3020
2022;AB08;BEVTOTAAL;313
2022;AB09;BEVTOTAAL;668
2022;AB10;BEVTOTAAL;4282
2022;AB11;BEVTOTAAL;905
2022;AC01;BEVTOTAAL;1931
2022;AC02;BEVTOTAAL;1850
2022;AC03;BEVTOTAAL;2056
2022;AC04;BEVTOTAAL;691
2022;AD01;BEVTOTAAL;2
2022;AD02;BEVTOTAAL;559
2022;AD03;BEVTOTAAL;505
2022;AD04;BEVTOTAAL;869
2022;AD05;BEVTOTAAL;784
2022;AD06;BEVTOTAAL;753
2022;AD07;BEVTOTAAL;447
2022;AD08;BEVTOTAAL;332
2022;AE01;BEVTOTAAL;1134
2022;AE02;BEVTOTAAL;707
2022;AE03;BEVTOTAAL;1631
2022;AE04;BEVTOTAAL;371
2022;AE05;BEVTOTAAL;706
2022;AF01;BEVTOTAAL;469
2022;AF02;BEVTOTAAL;1084
2022;AF03;BEVTOTAAL;737
2022;AF04;BEVTOTAAL;988
2022;AF05;BEVTOTAAL;1573
2022;AF06;BEVTOTAAL;1233
2022;AF07;BEVTOTAAL;1182
2022;AF08;BEVTOTAAL;1637
2022;AF09;BEVTOTAAL;849
2022;AG01;BEVTOTAAL;664
2022;AG02;BEVTOTAAL;301
2022;AG03;BEVTOTAAL;910
2022;AG04;BEVTOTAAL;834
2022;AG05;BEVTOTAAL;1379
2022;AG06;BEVTOTAAL;1532
2022;AH01;BEVTOTAAL;273
2022;AH02;BEVTOTAAL;1086
2022;AH03;BEVTOTAAL;2412
2022;AH04;BEVTOTAAL;1203
2022;AH05;BEVTOTAAL;150
2022;AH06;BEVTOTAAL;318
2022;AH07;BEVTOTAAL;1083
2022;AH08;BEVTOTAAL;953
2022;AJ01;BEVTOTAAL;3142
2022;AJ02;BEVTOTAAL;1825
2022;AJ03;BEVTOTAAL;1938
2022;AJ04;BEVTOTAAL;393
2022;AK01;BEVTOTAAL;87
2022;AK02;BEVTOTAAL;1688
2022;AK03;BEVTOTAAL;2597
2022;AK04;BEVTOTAAL;2013
2022;AK05;BEVTOTAAL;2340
2022;AK06;BEVTOTAAL;1277
2022;AK07;BEVTOTAAL;2894
2022;AK08;BEVTOTAAL;926
2022;BA01;BEVTOTAAL;6
2022;BA02;BEVTOTAAL;
2022;BA03;BEVTOTAAL;24
2022;BA04;BEVTOTAAL;1
2022;BA05;BEVTOTAAL;2
2022;BA06;BEVTOTAAL;7
2022;BB01;BEVTOTAAL;1
2022;BB02;BEVTOTAAL;
2022;BB03;BEVTOTAAL;612
2022;BB04;BEVTOTAAL;1
2022;BB05;BEVTOTAAL;
2022;BB06;BEVTOTAAL;10
2022;BB07;BEVTOTAAL;
2022;BB08;BEVTOTAAL;
2022;EA01;BEVTOTAAL;60
2022;EA02;BEVTOTAAL;14
2022;EA03;BEVTOTAAL;521
2022;EB01;BEVTOTAAL;
2022;EB02;BEVTOTAAL;5
2022;EB03;BEVTOTAAL;
2022;EB04;BEVTOTAAL;1902
2022;EB05;BEVTOTAAL;1459
2022;EB06;BEVTOTAAL;1840
2022;EB07;BEVTOTAAL;2644
2022;EB08;BEVTOTAAL;1945
2022;EB09;BEVTOTAAL;3
2022;EB10;BEVTOTAAL;1027
2022;EC01;BEVTOTAAL;3730
2022;EC02;BEVTOTAAL;652
2022;ED01;BEVTOTAAL;4532
2022;ED02;BEVTOTAAL;2186
2022;ED03;BEVTOTAAL;2739
2022;ED04;BEVTOTAAL;1985
2022;EE01;BEVTOTAAL;5545
2022;EE02;BEVTOTAAL;4252
2022;EE03;BEVTOTAAL;567
2022;EE04;BEVTOTAAL;2411
2022;EE05;BEVTOTAAL;1872
2022;EE06;BEVTOTAAL;4117
2022;EF01;BEVTOTAAL;1783
2022;EF02;BEVTOTAAL;4031
2022;EG01;BEVTOTAAL;65
2022;EG02;BEVTOTAAL;1254
2022;EG03;BEVTOTAAL;19
2022;EG04;BEVTOTAAL;1047
2022;EH01;BEVTOTAAL;2777
2022;EH02;BEVTOTAAL;3670
2022;EH03;BEVTOTAAL;1202
2022;EH04;BEVTOTAAL;1343
2022;EH05;BEVTOTAAL;825
2022;EH06;BEVTOTAAL;3092
2022;EJ01;BEVTOTAAL;3858
2022;EJ02;BEVTOTAAL;1206
2022;EJ03;BEVTOTAAL;3243
2022;EK01;BEVTOTAAL;2828
2022;EK02;BEVTOTAAL;1331
2022;EK03;BEVTOTAAL;2244
2022;EK04;BEVTOTAAL;1920
2022;EL01;BEVTOTAAL;1878
2022;EL02;BEVTOTAAL;3108
2022;EL03;BEVTOTAAL;1669
2022;EM01;BEVTOTAAL;1914
2022;EM02;BEVTOTAAL;3027
2022;EM03;BEVTOTAAL;1886
2022;EM04;BEVTOTAAL;3478
2022;EN01;BEVTOTAAL;1100
2022;EN02;BEVTOTAAL;2222
2022;EN03;BEVTOTAAL;1012
2022;EN04;BEVTOTAAL;1757
2022;EP01;BEVTOTAAL;2560
2022;EP02;BEVTOTAAL;4076
2022;EQ01;BEVTOTAAL;4723
2022;ER01;BEVTOTAAL;3024
2022;ER02;BEVTOTAAL;3716
2022;ES01;BEVTOTAAL;1873
2022;ES02;BEVTOTAAL;2808
2022;ES03;BEVTOTAAL;2222
2022;ET01;BEVTOTAAL;5637
2022;ET02;BEVTOTAAL;2189
2022;EU01;BEVTOTAAL;2289
2022;EU02;BEVTOTAAL;2638
2022;EU03;BEVTOTAAL;2560
2022;EV01;BEVTOTAAL;852
2022;EV02;BEVTOTAAL;944
2022;FA01;BEVTOTAAL;28
2022;FA02;BEVTOTAAL;20
2022;FA03;BEVTOTAAL;110
2022;FA04;BEVTOTAAL;2
2022;FA05;BEVTOTAAL;15
2022;FA06;BEVTOTAAL;
2022;FA07;BEVTOTAAL;2
2022;FA08;BEVTOTAAL;918
2022;FB01;BEVTOTAAL;28
2022;FB02;BEVTOTAAL;2430
2022;FB03;BEVTOTAAL;6042
2022;FB04;BEVTOTAAL;282
2022;FB05;BEVTOTAAL;2853
2022;FB06;BEVTOTAAL;2897
2022;FB07;BEVTOTAAL;2918
2022;FB08;BEVTOTAAL;1488
2022;FC01;BEVTOTAAL;3402
2022;FC02;BEVTOTAAL;3405
2022;FC03;BEVTOTAAL;3824
2022;FD01;BEVTOTAAL;2908
2022;FD02;BEVTOTAAL;1512
2022;FD03;BEVTOTAAL;1984
2022;FD04;BEVTOTAAL;2838
2022;FE01;BEVTOTAAL;1035
2022;FE02;BEVTOTAAL;2340
2022;FE03;BEVTOTAAL;3416
2022;FE04;BEVTOTAAL;87
2022;FF01;BEVTOTAAL;764
2022;FF02;BEVTOTAAL;346
2022;FF03;BEVTOTAAL;71
2022;FG01;BEVTOTAAL;3959
2022;FG02;BEVTOTAAL;4513
2022;FG03;BEVTOTAAL;5840
2022;FH01;BEVTOTAAL;111
2022;FH02;BEVTOTAAL;6079
2022;FJ01;BEVTOTAAL;2694
2022;FJ02;BEVTOTAAL;3478
2022;FJ03;BEVTOTAAL;3130
2022;FJ04;BEVTOTAAL;6207
2022;FK01;BEVTOTAAL;4876
2022;FK02;BEVTOTAAL;3158
2022;FK03;BEVTOTAAL;4116
2022;FK04;BEVTOTAAL;1237
2022;FK05;BEVTOTAAL;4031
2022;FL01;BEVTOTAAL;2434
2022;FL02;BEVTOTAAL;2263
2022;FL03;BEVTOTAAL;3215
2022;FM01;BEVTOTAAL;1147
2022;FM02;BEVTOTAAL;6163
2022;FM03;BEVTOTAAL;948
2022;FM04;BEVTOTAAL;4440
2022;FM05;BEVTOTAAL;851
2022;FM06;BEVTOTAAL;650
2022;FN01;BEVTOTAAL;3195
2022;FN02;BEVTOTAAL;3568
2022;FN03;BEVTOTAAL;797
2022;FN04;BEVTOTAAL;3268
2022;FP01;BEVTOTAAL;1366
2022;FP02;BEVTOTAAL;2968
2022;FP03;BEVTOTAAL;1250
2022;FP04;BEVTOTAAL;4234
2022;FP05;BEVTOTAAL;2073
2022;FP06;BEVTOTAAL;581
2022;FQ01;BEVTOTAAL;727
2022;FQ02;BEVTOTAAL;3052
2022;FQ03;BEVTOTAAL;3214
2022;FQ04;BEVTOTAAL;2252
2022;FQ05;BEVTOTAAL;1127
2022;FQ06;BEVTOTAAL;2162
2022;FQ07;BEVTOTAAL;306
2022;FQ08;BEVTOTAAL;983
2022;FQ09;BEVTOTAAL;669
2022;FQ10;BEVTOTAAL;178
2022;KA01;BEVTOTAAL;3615
2022;KA02;BEVTOTAAL;1563
2022;KA03;BEVTOTAAL;1683
2022;KA04;BEVTOTAAL;2546
2022;KA05;BEVTOTAAL;2169
2022;KA06;BEVTOTAAL;269
2022;KB01;BEVTOTAAL;2458
2022;KB02;BEVTOTAAL;1524
2022;KC01;BEVTOTAAL;
2022;KC02;BEVTOTAAL;1539
2022;KC03;BEVTOTAAL;2597
2022;KC04;BEVTOTAAL;1422
2022;KD01;BEVTOTAAL;3
2022;KD02;BEVTOTAAL;2909
2022;KD03;BEVTOTAAL;1939
2022;KD04;BEVTOTAAL;769
2022;KD05;BEVTOTAAL;8
2022;KD06;BEVTOTAAL;781
2022;KD07;BEVTOTAAL;2016
2022;KD08;BEVTOTAAL;1492
2022;KD09;BEVTOTAAL;1358
2022;KD10;BEVTOTAAL;1350
2022;KE01;BEVTOTAAL;2599
2022;KE02;BEVTOTAAL;1955
2022;KE03;BEVTOTAAL;2526
2022;KE04;BEVTOTAAL;4992
2022;KE05;BEVTOTAAL;2570
2022;KF01;BEVTOTAAL;3515
2022;KF02;BEVTOTAAL;2355
2022;KF03;BEVTOTAAL;3961
2022;KF04;BEVTOTAAL;2616
2022;KG01;BEVTOTAAL;2170
2022;KG02;BEVTOTAAL;2703
2022;KG03;BEVTOTAAL;3035
2022;KH01;BEVTOTAAL;1063
2022;KH02;BEVTOTAAL;2329
2022;KH03;BEVTOTAAL;2356
2022;KH04;BEVTOTAAL;1459
2022;KH05;BEVTOTAAL;4173
2022;KH06;BEVTOTAAL;398
2022;KJ01;BEVTOTAAL;85
2022;KJ02;BEVTOTAAL;1412
2022;KJ03;BEVTOTAAL;2432
2022;KJ04;BEVTOTAAL;2606
2022;KJ05;BEVTOTAAL;1278
2022;KJ06;BEVTOTAAL;799
2022;KK01;BEVTOTAAL;2915
2022;KK02;BEVTOTAAL;4264
2022;KK03;BEVTOTAAL;3151
2022;KK04;BEVTOTAAL;2338
2022;KK05;BEVTOTAAL;1519
2022;KK06;BEVTOTAAL;722
2022;KL01;BEVTOTAAL;2377
2022;KL02;BEVTOTAAL;2920
2022;KM01;BEVTOTAAL;2502
2022;KM02;BEVTOTAAL;1663
2022;KM03;BEVTOTAAL;2187
2022;KM04;BEVTOTAAL;2729
2022;KM05;BEVTOTAAL;45
2022;KN01;BEVTOTAAL;1397
2022;KN02;BEVTOTAAL;
2022;KP01;BEVTOTAAL;503
2022;KP02;BEVTOTAAL;1
2022;KP03;BEVTOTAAL;150
2022;KP04;BEVTOTAAL;2602
2022;KP05;BEVTOTAAL;1024
2022;KQ01;BEVTOTAAL;66
2022;KQ02;BEVTOTAAL;16
2022;KQ03;BEVTOTAAL;994
2022;KQ04;BEVTOTAAL;4718
2022;KQ05;BEVTOTAAL;4103
2022;KQ06;BEVTOTAAL;3836
2022;KR01;BEVTOTAAL;783
2022;KR02;BEVTOTAAL;3259
2022;KR03;BEVTOTAAL;4009
2022;KR04;BEVTOTAAL;11
2022;MA01;BEVTOTAAL;2969
2022;MA02;BEVTOTAAL;2336
2022;MA03;BEVTOTAAL;1451
2022;MA04;BEVTOTAAL;2426
2022;MA05;BEVTOTAAL;2725
2022;MA06;BEVTOTAAL;2765
2022;MA07;BEVTOTAAL;1414
2022;MA08;BEVTOTAAL;38
2022;MA09;BEVTOTAAL;1697
2022;MA10;BEVTOTAAL;1698
2022;MA11;BEVTOTAAL;241
2022;MB01;BEVTOTAAL;1964
2022;MB02;BEVTOTAAL;3261
2022;MB03;BEVTOTAAL;698
2022;MC01;BEVTOTAAL;3701
2022;MC02;BEVTOTAAL;140
2022;MC03;BEVTOTAAL;3076
2022;MC04;BEVTOTAAL;3709
2022;MD01;BEVTOTAAL;4018
2022;MD02;BEVTOTAAL;5037
2022;ME01;BEVTOTAAL;4238
2022;ME02;BEVTOTAAL;3703
2022;ME03;BEVTOTAAL;2021
2022;MF01;BEVTOTAAL;3905
2022;MF02;BEVTOTAAL;4481
2022;MF03;BEVTOTAAL;3913
2022;MG01;BEVTOTAAL;5587
2022;MG02;BEVTOTAAL;426
2022;MG03;BEVTOTAAL;3661
2022;MG04;BEVTOTAAL;17
2022;MH01;BEVTOTAAL;19
2022;MH02;BEVTOTAAL;4446
2022;MH03;BEVTOTAAL;39
2022;MH04;BEVTOTAAL;267
2022;MH05;BEVTOTAAL;483
2022;MH06;BEVTOTAAL;72
2022;MJ01;BEVTOTAAL;2665
2022;MJ02;BEVTOTAAL;1635
2022;MJ03;BEVTOTAAL;2787
2022;MJ04;BEVTOTAAL;2834
2022;MJ05;BEVTOTAAL;5855
2022;MK01;BEVTOTAAL;
2022;MK02;BEVTOTAAL;
2022;MK03;BEVTOTAAL;
2022;MK04;BEVTOTAAL;226
2022;MK05;BEVTOTAAL;
2022;MK06;BEVTOTAAL;
2022;ML01;BEVTOTAAL;1796
2022;ML02;BEVTOTAAL;6013
2022;ML03;BEVTOTAAL;337
2022;MM01;BEVTOTAAL;619
2022;MM02;BEVTOTAAL;3025
2022;MM03;BEVTOTAAL;2143
2022;MM04;BEVTOTAAL;1053
2022;MM05;BEVTOTAAL;15
2022;MM06;BEVTOTAAL;827
2022;MM07;BEVTOTAAL;1827
2022;MM08;BEVTOTAAL;2749
2022;MN01;BEVTOTAAL;2581
2022;MN02;BEVTOTAAL;2800
2022;MN03;BEVTOTAAL;4987
2022;MN04;BEVTOTAAL;2686
2022;MN05;BEVTOTAAL;289
2022;MN06;BEVTOTAAL;304
2022;MN07;BEVTOTAAL;255
2022;MN08;BEVTOTAAL;1563
2022;MN09;BEVTOTAAL;
2022;MP01;BEVTOTAAL;
2022;MP02;BEVTOTAAL;6
2022;MP03;BEVTOTAAL;3069
2022;MQ01;BEVTOTAAL;721
2022;MQ02;BEVTOTAAL;44
2022;MQ03;BEVTOTAAL;77
2022;MQ04;BEVTOTAAL;893
2022;MQ05;BEVTOTAAL;2721
2022;MQ06;BEVTOTAAL;37
2022;MQ07;BEVTOTAAL;925
2022;NA01;BEVTOTAAL;140
2022;NA02;BEVTOTAAL;83
2022;NA03;BEVTOTAAL;1386
2022;NA04;BEVTOTAAL;2530
2022;NA05;BEVTOTAAL;326
2022;NA06;BEVTOTAAL;1329
2022;NA07;BEVTOTAAL;3038
2022;NB01;BEVTOTAAL;
2022;NB02;BEVTOTAAL;
2022;NB03;BEVTOTAAL;2406
2022;NB04;BEVTOTAAL;837
2022;NB05;BEVTOTAAL;1293
2022;NB06;BEVTOTAAL;131
2022;NB07;BEVTOTAAL;2523
2022;NC01;BEVTOTAAL;1143
2022;NC02;BEVTOTAAL;4157
2022;NC03;BEVTOTAAL;4028
2022;NC04;BEVTOTAAL;2670
2022;ND01;BEVTOTAAL;1105
2022;ND02;BEVTOTAAL;2441
2022;NE01;BEVTOTAAL;2616
2022;NE02;BEVTOTAAL;3564
2022;NE03;BEVTOTAAL;3757
2022;NE04;BEVTOTAAL;4133
2022;NE05;BEVTOTAAL;320
2022;NE06;BEVTOTAAL;330
2022;NF01;BEVTOTAAL;165
2022;NF02;BEVTOTAAL;133
2022;NF03;BEVTOTAAL;1039
2022;NF04;BEVTOTAAL;348
2022;NF05;BEVTOTAAL;6
2022;NG01;BEVTOTAAL;3311
2022;NG02;BEVTOTAAL;837
2022;NG03;BEVTOTAAL;123
2022;NH01;BEVTOTAAL;2486
2022;NH02;BEVTOTAAL;2698
2022;NH03;BEVTOTAAL;1882
2022;NH04;BEVTOTAAL;1352
2022;NH05;BEVTOTAAL;3126
2022;NH06;BEVTOTAAL;237
2022;NJ01;BEVTOTAAL;609
2022;NJ02;BEVTOTAAL;3874
2022;NJ03;BEVTOTAAL;2313
2022;NJ04;BEVTOTAAL;443
2022;NJ05;BEVTOTAAL;4919
2022;NJ06;BEVTOTAAL;1584
2022;NK01;BEVTOTAAL;2419
2022;NK02;BEVTOTAAL;2397
2022;NK03;BEVTOTAAL;4462
2022;NL01;BEVTOTAAL;1213
2022;NL02;BEVTOTAAL;164
2022;NL03;BEVTOTAAL;4210
2022;NL04;BEVTOTAAL;2459
2022;NM01;BEVTOTAAL;1898
2022;NN01;BEVTOTAAL;1054
2022;NN02;BEVTOTAAL;2419
2022;NP01;BEVTOTAAL;273
2022;NP02;BEVTOTAAL;9
2022;NP03;BEVTOTAAL;20
2022;NQ01;BEVTOTAAL;67
2022;NQ02;BEVTOTAAL;2
2022;NQ03;BEVTOTAAL;482
2022;NQ04;BEVTOTAAL;61
2022;NQ05;BEVTOTAAL;617
2022;NQ06;BEVTOTAAL;5
2022;NQ07;BEVTOTAAL;21
2022;NQ08;BEVTOTAAL;292
2022;NQ09;BEVTOTAAL;328
2022;NQ10;BEVTOTAAL;521
2022;SA01;BEVTOTAAL;154
2022;SA02;BEVTOTAAL;1526
2022;SB01;BEVTOTAAL;
2022;SB02;BEVTOTAAL;
2022;SB03;BEVTOTAAL;
2022;SB04;BEVTOTAAL;
2022;SB05;BEVTOTAAL;
2022;SB06;BEVTOTAAL;
2022;SC01;BEVTOTAAL;
2022;SC02;BEVTOTAAL;
2022;SC03;BEVTOTAAL;
2022;SC04;BEVTOTAAL;
2022;SC05;BEVTOTAAL;
2022;SC06;BEVTOTAAL;
2022;SD01;BEVTOTAAL;
2022;SD02;BEVTOTAAL;
2022;SD03;BEVTOTAAL;
2022;SD04;BEVTOTAAL;
2022;SD05;BEVTOTAAL;
2022;SD06;BEVTOTAAL;
2022;SE01;BEVTOTAAL;
2022;SE02;BEVTOTAAL;
2022;SE03;BEVTOTAAL;
2022;SE04;BEVTOTAAL;
2022;TA01;BEVTOTAAL;38
2022;TA02;BEVTOTAAL;19
2022;TA03;BEVTOTAAL;81
2022;TA04;BEVTOTAAL;2
2022;TA05;BEVTOTAAL;2301
2022;TA06;BEVTOTAAL;28
2022;TA07;BEVTOTAAL;127
2022;TB01;BEVTOTAAL;5079
2022;TB02;BEVTOTAAL;3433
2022;TC01;BEVTOTAAL;1913
2022;TC02;BEVTOTAAL;4344
2022;TC03;BEVTOTAAL;1337
2022;TC04;BEVTOTAAL;682
2022;TC05;BEVTOTAAL;
2022;TD01;BEVTOTAAL;1945
2022;TD02;BEVTOTAAL;3038
2022;TD03;BEVTOTAAL;2457
2022;TD04;BEVTOTAAL;194
2022;TE01;BEVTOTAAL;2241
2022;TE02;BEVTOTAAL;3658
2022;TE03;BEVTOTAAL;1753
2022;TF01;BEVTOTAAL;3131
2022;TF02;BEVTOTAAL;1737
2022;TF03;BEVTOTAAL;2249
2022;TG01;BEVTOTAAL;2298
2022;TG02;BEVTOTAAL;3072
2022;TG03;BEVTOTAAL;2352
2022;TH01;BEVTOTAAL;691
2022;TH02;BEVTOTAAL;2870
2022;TH03;BEVTOTAAL;1013
2022;TH04;BEVTOTAAL;1410
2022;TH05;BEVTOTAAL;1402
2022;TJ01;BEVTOTAAL;2726
2022;TJ02;BEVTOTAAL;2478
2022;TJ03;BEVTOTAAL;4267
2022;TK01;BEVTOTAAL;2897
2022;TK02;BEVTOTAAL;10
2022;TK03;BEVTOTAAL;7
2022;TL01;BEVTOTAAL;2014
2022;TL02;BEVTOTAAL;1526
2022;TL03;BEVTOTAAL;2410
2022;TL04;BEVTOTAAL;2505
2022;TM01;BEVTOTAAL;2969
2022;TM02;BEVTOTAAL;1666
2022;TM03;BEVTOTAAL;3229
2022;TM04;BEVTOTAAL;3344
2022;1011;BEVTOTAAL;9752
2022;1012;BEVTOTAAL;8800
2022;1013;BEVTOTAAL;21940
2022;1014;BEVTOTAAL;3655
