OBJECTID,REF_WISSEL_KRUISING_PUIC,REF_GANG_NAAM,REF_WISSEL_KRUISINGBEEN_PUIC,M_GANG_VAN_T,M_GANG_TOT_T,X_BEGIN,Y_BEGIN,Z_BEGIN,X_EIND,Y_EIND,Z_EIND,LATITUDE_BEGIN,LATITUDE_EIND,LONGITUDE_BEGIN,LONGITUDE_EIND,M_GANG_TOT,M_GANG_VAN
374,6d0dcade-4567-429f-b666-278fa0e26500,Links,e825b6f7-48f3-410f-87dc-9d92bbbe02f7,"-3,900","0,000",105613.36199999,409718.597,0.776,105614.876,409715.003,0.776,51.67409024,51.67405807,4.67321142,4.67323381,0,-3.9
375,6d0dcade-4567-429f-b666-278fa0e26500,Links,e732a5bd-9dd6-4a44-a75f-fb1133ce8700,"0,000","36,470",105614.876,409715.003,0.776,105629.037,409681.395,0.776,51.67405807,51.67375725,4.67323381,4.67344329,36.47,0
376,6d0dcade-4567-429f-b666-278fa0e26500,Rechts,e825b6f7-48f3-410f-87dc-9d92bbbe02f7,"-3,900","0,000",105613.36199999,409718.597,0.776,105614.876,409715.003,0.776,51.67409024,51.67405807,4.67321142,4.67323381,0,-3.9
377,6d0dcade-4567-429f-b666-278fa0e26500,Rechts,d6158103-3dd5-46a4-afdc-411894023d56,"0,000","36,491",105614.876,409715.003,0.776,105626.388,409680.39799999,0.776,51.67405807,51.67374805,4.67323381,4.67340514,36.491,0
378,c02bc610-66ce-4e96-911a-f5e8b0ebc879,Links,e7078eb0-ac4a-4fa8-9f77-b20f8aaafb42,"-3,899","0,000",177669.515,320598.754,45.79399999,177672.744,320596.568,45.79399999,50.87474455,50.87472477,5.7092582,5.70930394,0,-3.899
379,c02bc610-66ce-4e96-911a-f5e8b0ebc879,Links,651c2613-a4fa-4e26-9a95-b9f4dd6b0785,"0,000","36,494",177672.744,320596.568,45.79399999,177704.476,320578.591,45.753,50.87472477,50.87456193,5.70930394,5.70975362,36.494,0
380,c02bc610-66ce-4e96-911a-f5e8b0ebc879,Rechts,e7078eb0-ac4a-4fa8-9f77-b20f8aaafb42,"-3,899","0,000",177669.515,320598.754,45.79399999,177672.744,320596.568,45.79399999,50.87474455,50.87472477,5.7092582,5.70930394,0,-3.899
381,c02bc610-66ce-4e96-911a-f5e8b0ebc879,Rechts,6b622e8f-a3fa-4b78-8ef6-b93a6e652ed4,"0,000","36,471",177672.744,320596.568,45.79399999,177702.943,320576.12,45.79399999,50.87472477,50.87453978,5.70930394,5.70973169,36.471,0
382,a089a08d-6b06-458e-b5f5-703ebb05fb67,Rechts,3c603eee-4fc8-4cec-9f5a-26244cec6acb,"-3,900","0,000",210097.55499999,474245.39199999,8.93699999,210095.163,474248.472,8.923,52.25348743,52.25351535,6.19411134,6.19407682,0,-3.9
383,a089a08d-6b06-458e-b5f5-703ebb05fb67,Rechts,210312da-9b3b-45e3-b998-a69a54b9c0a4,"0,000","50,125",210095.163,474248.472,8.923,210066.04699999,474289.265,8.756,52.25351535,52.25388488,6.19407682,6.1936571,50.125,0
384,a089a08d-6b06-458e-b5f5-703ebb05fb67,Links,3c603eee-4fc8-4cec-9f5a-26244cec6acb,"-3,900","0,000",210097.55499999,474245.39199999,8.93699999,210095.163,474248.472,8.923,52.25348743,52.25351535,6.19411134,6.19407682,0,-3.9
385,a089a08d-6b06-458e-b5f5-703ebb05fb67,Links,9ef582db-c97f-4899-8a55-92b7c59ea811,"0,000","61,144",210095.163,474248.472,8.923,210057.66699999,474296.77,8.704,52.25351535,52.25395316,6.19407682,6.19353561,61.144,0
386,c7e072c7-3d8b-40d7-87c0-1f066f7f905f,Rechts-Rechts,515c2f4c-a42d-4ba0-a79d-1ee431fb5a3c,"19,924","29,917",61780.061,439002.206,5.18299999,61776.728,439011.62599999,5.195,51.93166462,51.93174871,4.03174632,4.03169532,29.917,19.924
387,c7e072c7-3d8b-40d7-87c0-1f066f7f905f,Rechts-Rechts,90721b91-33fb-43a4-aff8-b9631aea936b,"0,000","19,924",61787.78199999,438983.84399999,5.18299999,61780.061,439002.206,5.18299999,51.93150091,51.93166462,4.03186354,4.03174632,19.924,0
388,c7e072c7-3d8b-40d7-87c0-1f066f7f905f,Rechts-Rechts,470d5422-1225-4a8e-b897-cdc1ac443c27,"-13,035","0,000",61793.495,438972.128,5.18299999,61787.78199999,438983.84399999,5.18299999,51.93139659,51.93150091,4.03194977,4.03186354,0,-13.035
389,c7e072c7-3d8b-40d7-87c0-1f066f7f905f,Rechts-Links,a2288690-7c8a-47f1-a1ff-53fd270c3070,"19,950","26,810",61779.038,439001.776,5.18299999,61776.031,439007.94199999,5.18299999,51.93166058,51.93171549,4.03173157,4.03168619,26.81,19.95
390,c7e072c7-3d8b-40d7-87c0-1f066f7f905f,Rechts-Links,77ab0bb7-74c7-4a54-9c08-2c592d74e829,"9,975","19,950",61783.41,438992.81,5.18299999,61779.038,439001.776,5.18299999,51.93158075,51.93166058,4.03179756,4.03173157,19.95,9.975
391,c7e072c7-3d8b-40d7-87c0-1f066f7f905f,Rechts-Links,8ec3f4ee-79db-4663-98e1-3b46125c35bd,"0,000","9,975",61787.78199999,438983.84399999,5.18299999,61783.41,438992.81,5.18299999,51.93150091,51.93158075,4.03186354,4.03179756,9.975,0
392,c7e072c7-3d8b-40d7-87c0-1f066f7f905f,Rechts-Links,470d5422-1225-4a8e-b897-cdc1ac443c27,"-13,035","0,000",61793.495,438972.128,5.18299999,61787.78199999,438983.84399999,5.18299999,51.93139659,51.93150091,4.03194977,4.03186354,0,-13.035
393,c7e072c7-3d8b-40d7-87c0-1f066f7f905f,Links-Links,a2288690-7c8a-47f1-a1ff-53fd270c3070,"19,924","26,784",61779.038,439001.776,5.18299999,61776.031,439007.94199999,5.18299999,51.93166058,51.93171549,4.03173157,4.03168619,26.784,19.924
394,c7e072c7-3d8b-40d7-87c0-1f066f7f905f,Links-Links,e6e0a8f9-8faa-49d2-95ca-e327dac34766,"0,000","19,924",61786.75899999,438983.41399999,5.18299999,61779.038,439001.776,5.18299999,51.93149687,51.93166058,4.03184879,4.03173157,19.924,0
395,c7e072c7-3d8b-40d7-87c0-1f066f7f905f,Links-Links,1e09f5ea-3528-43d4-8268-3cecf4f4e2cf,"-13,035","0,000",61791.135,438971.135,5.18299999,61786.75899999,438983.41399999,5.18299999,51.93138727,51.93149687,4.03191573,4.03184879,0,-13.035
396,c7e072c7-3d8b-40d7-87c0-1f066f7f905f,Links-Rechts,515c2f4c-a42d-4ba0-a79d-1ee431fb5a3c,"19,950","29,942",61780.061,439002.206,5.18299999,61776.728,439011.62599999,5.195,51.93166462,51.93174871,4.03174632,4.03169532,29.942,19.95
397,c7e072c7-3d8b-40d7-87c0-1f066f7f905f,Links-Rechts,4a1121cc-22b4-47be-bd4e-20f12084d27b,"9,975","19,950",61783.41,438992.81,5.18299999,61780.061,439002.206,5.18299999,51.93158075,51.93166462,4.03179756,4.03174632,19.95,9.975
398,c7e072c7-3d8b-40d7-87c0-1f066f7f905f,Links-Rechts,f3ebdeda-b4b8-4778-8a7b-ed4dbf32211a,"0,000","9,975",61786.75899999,438983.41399999,5.18299999,61783.41,438992.81,5.18299999,51.93149687,51.93158075,4.03184879,4.03179756,9.975,0
399,c7e072c7-3d8b-40d7-87c0-1f066f7f905f,Links-Rechts,1e09f5ea-3528-43d4-8268-3cecf4f4e2cf,"-13,035","0,000",61791.135,438971.135,5.18299999,61786.75899999,438983.41399999,5.18299999,51.93138727,51.93149687,4.03191573,4.03184879,0,-13.035
400,a6b5fdd3-3a2b-4c78-92fa-8607040e246b,Links,a001b26c-8d31-4cdb-a8d7-6d3dfd39724d,"-3,600","0,000",165859.458,421689.955,6.022,165859.75,421693.543,6.022,51.78376429,51.78379654,5.54457837,5.54458271,0,-3.6
401,a6b5fdd3-3a2b-4c78-92fa-8607040e246b,Links,edb3a5df-0f09-435f-97ae-013ccb603ddc,"0,000","36,206",165859.75,421693.543,6.022,165860.008,421729.712,6.022,51.78379654,51.78412163,5.54458271,5.54458759,36.206,0
402,a6b5fdd3-3a2b-4c78-92fa-8607040e246b,Rechts,a001b26c-8d31-4cdb-a8d7-6d3dfd39724d,"-3,600","0,000",165859.458,421689.955,6.022,165859.75,421693.543,6.022,51.78376429,51.78379654,5.54457837,5.54458271,0,-3.6
403,a6b5fdd3-3a2b-4c78-92fa-8607040e246b,Rechts,85cd7022-f66b-4057-a658-b29753ca7b6e,"0,000","36,171",165859.75,421693.543,6.022,165862.992,421729.568,6.022,51.78379654,51.78412028,5.54458271,5.54463083,36.171,0
404,ffa1b3e6-c6d6-4747-ba6f-9701bc7d52d7,Links-Rechts,886722d1-2f26-45a0-9768-c4ecee068b3d,"19,949","30,262",194714.55799999,469161.628,17.061,194704.393,469163.36599999,17.04299999,52.20912203,52.20913839,5.96824306,5.96809455,30.262,19.949
405,ffa1b3e6-c6d6-4747-ba6f-9701bc7d52d7,Links-Rechts,3ef012d3-a674-41ac-99a5-e6f3a9d3cbc3,"9,975","19,949",194724.396,469159.98599999,17.042,194714.55799999,469161.628,17.061,52.20910657,52.20912203,5.96838679,5.96824306,19.949,9.975
406,ffa1b3e6-c6d6-4747-ba6f-9701bc7d52d7,Links-Rechts,46243b0d-6758-41fd-aa7a-11ca32d5b1a8,"0,000","9,975",194734.23499999,469158.34399999,17.023,194724.396,469159.98599999,17.042,52.2090911,52.20910657,5.96853054,5.96838679,9.975,0
407,ffa1b3e6-c6d6-4747-ba6f-9701bc7d52d7,Links-Rechts,78fa47c5-7625-4e7d-946e-84dea9ca1f6a,"-13,035","0,000",194747.092,469156.19699999,16.997,194734.23499999,469158.34399999,17.023,52.20907088,52.2090911,5.96871839,5.96853054,0,-13.035
408,ffa1b3e6-c6d6-4747-ba6f-9701bc7d52d7,Rechts-Rechts,886722d1-2f26-45a0-9768-c4ecee068b3d,"19,924","30,237",194714.55799999,469161.628,17.061,194704.393,469163.36599999,17.04299999,52.20912203,52.20913839,5.96824306,5.96809455,30.237,19.924
409,ffa1b3e6-c6d6-4747-ba6f-9701bc7d52d7,Rechts-Rechts,4057cbbf-a31b-4061-88f6-ac3afbacdfea,"0,000","19,924",194734.35699999,469159.446,17.023,194714.55799999,469161.628,17.061,52.209101,52.20912203,5.96853246,5.96824306,19.924,0
410,ffa1b3e6-c6d6-4747-ba6f-9701bc7d52d7,Rechts-Rechts,79355877-713c-4030-87d4-f0c7f0d61e15,"-13,035","0,000",194747.37299999,469158.74099999,16.997,194734.35699999,469159.446,17.023,52.20909372,52.209101,5.96872279,5.96853246,0,-13.035
411,ffa1b3e6-c6d6-4747-ba6f-9701bc7d52d7,Links-Links,dd1229e9-f489-47d4-b7df-a9c5b99d32ca,"19,924","32,959",194714.43599999,469160.526,17.061,194701.42,469161.231,17.08599999,52.20911214,52.20911941,5.96824115,5.96805081,32.959,19.924
412,ffa1b3e6-c6d6-4747-ba6f-9701bc7d52d7,Links-Links,4bb75a22-4d0e-4e42-97e0-de33a249c79c,"0,000","19,924",194734.23499999,469158.34399999,17.023,194714.43599999,469160.526,17.061,52.2090911,52.20911214,5.96853054,5.96824115,19.924,0
413,ffa1b3e6-c6d6-4747-ba6f-9701bc7d52d7,Links-Links,78fa47c5-7625-4e7d-946e-84dea9ca1f6a,"-13,035","0,000",194747.092,469156.19699999,16.997,194734.23499999,469158.34399999,17.023,52.20907088,52.2090911,5.96871839,5.96853054,0,-13.035
414,ffa1b3e6-c6d6-4747-ba6f-9701bc7d52d7,Rechts-Links,dd1229e9-f489-47d4-b7df-a9c5b99d32ca,"19,950","32,985",194714.43599999,469160.526,17.061,194701.42,469161.231,17.08599999,52.20911214,52.20911941,5.96824115,5.96805081,32.985,19.95
415,ffa1b3e6-c6d6-4747-ba6f-9701bc7d52d7,Rechts-Links,7a971961-0806-4b00-91b2-4572824758ac,"9,976","19,950",194724.396,469159.98599999,17.042,194714.43599999,469160.526,17.061,52.20910657,52.20911214,5.96838679,5.96824115,19.95,9.976
416,ffa1b3e6-c6d6-4747-ba6f-9701bc7d52d7,Rechts-Links,66952c9c-a667-4706-b5d4-9d1758625e9f,"0,000","9,976",194734.35699999,469159.446,17.023,194724.396,469159.98599999,17.042,52.209101,52.20910657,5.96853246,5.96838679,9.976,0
417,ffa1b3e6-c6d6-4747-ba6f-9701bc7d52d7,Rechts-Links,79355877-713c-4030-87d4-f0c7f0d61e15,"-13,035","0,000",194747.37299999,469158.74099999,16.997,194734.35699999,469159.446,17.023,52.20909372,52.209101,5.96872279,5.96853246,0,-13.035
418,d8b3ce82-92f5-40c1-b839-4b95f4ada1bf,Links-Rechts,c121861d-9cf5-415f-a3b5-e344c76cfb8b,"19,950","32,985",90428.07499999,431892.531,3.656,90415.164,431890.738,3.62599999,51.87183315,51.87181554,4.44956916,4.44938205,32.985,19.95
419,d8b3ce82-92f5-40c1-b839-4b95f4ada1bf,Links-Rechts,10b47596-0ada-4a9b-91f4-cf2bfea383ea,"9,976","19,950",90437.955,431893.90299999,3.67799999,90428.07499999,431892.531,3.656,51.87184663,51.87183315,4.44971235,4.44956916,19.95,9.976
420,d8b3ce82-92f5-40c1-b839-4b95f4ada1bf,Links-Rechts,6cbf2c4c-0cea-41f7-a177-9083484fae05,"0,000","9,976",90447.83599999,431895.27399999,3.701,90437.955,431893.90299999,3.67799999,51.87186009,51.87184663,4.44985556,4.44971235,9.976,0
421,d8b3ce82-92f5-40c1-b839-4b95f4ada1bf,Links-Rechts,0a546b7a-f839-4afd-8b99-184cd0d112f1,"-13,035","0,000",90460.747,431897.06699999,3.73099999,90447.83599999,431895.27399999,3.701,51.8718777,51.87186009,4.45004268,4.44985556,0,-13.035
422,d8b3ce82-92f5-40c1-b839-4b95f4ada1bf,Links-Links,0bab2162-ae5f-40bc-a257-845855167b11,"19,924","31,394",90428.289,431891.44199999,3.656,90417.17699999,431888.59899999,3.63899999,51.87182339,51.87179655,4.44957248,4.44941167,31.394,19.924
423,d8b3ce82-92f5-40c1-b839-4b95f4ada1bf,Links-Links,e412f0e9-abe4-40bd-aecb-445692508441,"0,000","19,924",90447.83599999,431895.27399999,3.701,90428.289,431891.44199999,3.656,51.87186009,51.87182339,4.44985556,4.44957248,19.924,0
424,d8b3ce82-92f5-40c1-b839-4b95f4ada1bf,Links-Links,0a546b7a-f839-4afd-8b99-184cd0d112f1,"-13,035","0,000",90460.747,431897.06699999,3.73099999,90447.83599999,431895.27399999,3.701,51.8718777,51.87186009,4.45004268,4.44985556,0,-13.035
425,d8b3ce82-92f5-40c1-b839-4b95f4ada1bf,Rechts-Rechts,c121861d-9cf5-415f-a3b5-e344c76cfb8b,"19,924","32,959",90428.07499999,431892.531,3.656,90415.164,431890.738,3.62599999,51.87183315,51.87181554,4.44956916,4.44938205,32.959,19.924
426,d8b3ce82-92f5-40c1-b839-4b95f4ada1bf,Rechts-Rechts,d6e46e5e-a069-4627-93ca-bedf583255c3,"0,000","19,924",90447.622,431896.363,3.701,90428.07499999,431892.531,3.656,51.87186986,51.87183315,4.44985225,4.44956916,19.924,0
427,d8b3ce82-92f5-40c1-b839-4b95f4ada1bf,Rechts-Rechts,84032c49-b372-48c7-97fc-54fb8b43dea6,"-13,035","0,000",90460.254,431899.57799999,3.73099999,90447.622,431896.363,3.701,51.87190021,51.87186986,4.45003505,4.44985225,0,-13.035
428,d8b3ce82-92f5-40c1-b839-4b95f4ada1bf,Rechts-Links,0bab2162-ae5f-40bc-a257-845855167b11,"19,949","31,419",90428.289,431891.44199999,3.656,90417.17699999,431888.59899999,3.63899999,51.87182339,51.87179655,4.44957248,4.44941167,31.419,19.949
429,d8b3ce82-92f5-40c1-b839-4b95f4ada1bf,Rechts-Links,87ae33c8-3d88-4629-92a8-07e0ab5abea7,"9,975","19,949",90437.955,431893.90299999,3.67799999,90428.289,431891.44199999,3.656,51.87184663,51.87182339,4.44971235,4.44957248,19.949,9.975
430,d8b3ce82-92f5-40c1-b839-4b95f4ada1bf,Rechts-Links,8929c359-5c33-4297-84c8-ae786c9bd627,"0,000","9,975",90447.622,431896.363,3.701,90437.955,431893.90299999,3.67799999,51.87186986,51.87184663,4.44985225,4.44971235,9.975,0
431,d8b3ce82-92f5-40c1-b839-4b95f4ada1bf,Rechts-Links,84032c49-b372-48c7-97fc-54fb8b43dea6,"-13,035","0,000",90460.254,431899.57799999,3.73099999,90447.622,431896.363,3.701,51.87190021,51.87186986,4.45003505,4.44985225,0,-13.035
432,dcd42f32-c53e-46f9-be45-55f7382fee6b,Links,fd783469-06a6-4f93-a25f-90797d2990d8,"-4,178","0,000",39187.159,387168.348,5.686,39185.616,387172.231,5.67799999,51.46167346,51.46170803,3.72061282,3.72058935,0,-4.178
433,dcd42f32-c53e-46f9-be45-55f7382fee6b,Links,55eaba59-3108-4ebc-a820-5cd7dabd7f22,"0,000","31,745",39185.616,387172.231,5.67799999,39171.29,387200.51699999,5.621,51.46170803,51.46195925,3.72058935,3.72037398,31.745,0
434,dcd42f32-c53e-46f9-be45-55f7382fee6b,Rechts,fd783469-06a6-4f93-a25f-90797d2990d8,"-4,178","0,000",39187.159,387168.348,5.686,39185.616,387172.231,5.67799999,51.46167346,51.46170803,3.72061282,3.72058935,0,-4.178
435,dcd42f32-c53e-46f9-be45-55f7382fee6b,Rechts,d84439a7-e0f0-4dd5-8fb9-dcbb45f0cc5e,"0,000","31,700",39185.616,387172.231,5.67799999,39173.92899999,387201.69799999,5.62,51.46170803,51.46197041,3.72058935,3.72041155,31.7,0
436,10241111-8086-43d7-8a1b-b885c766f343,Rechts,14329f95-145a-47eb-8990-8c17130a02ba,"-3,900","0,000",177238.755,318424.989,46.84599999,177237.6,318428.71399999,46.84599999,50.85522208,50.85525561,5.7030052,5.70298903,0,-3.9
437,10241111-8086-43d7-8a1b-b885c766f343,Rechts,441863cc-c277-48b5-a20f-cdce8067e3b7,"0,000","36,470",177237.6,318428.71399999,46.84599999,177226.802,318463.549,46.84599999,50.85525561,50.85556915,5.70298903,5.70283783,36.47,0
438,10241111-8086-43d7-8a1b-b885c766f343,Links,14329f95-145a-47eb-8990-8c17130a02ba,"-3,900","0,000",177238.755,318424.989,46.84599999,177237.6,318428.71399999,46.84599999,50.85522208,50.85525561,5.7030052,5.70298903,0,-3.9
439,10241111-8086-43d7-8a1b-b885c766f343,Links,65fd70bb-48bf-4ad4-aa10-9aa7fad052f6,"0,000","36,493",177237.6,318428.71399999,46.84599999,177224.185,318462.62699999,46.84599999,50.85525561,50.85556097,5.70298903,5.70280061,36.493,0
440,867a284c-d058-428a-847f-a6941c5b3b6f,Links,77280b29-d049-4814-9fce-d6be31cae79c,"-3,900","0,000",61775.553,438869.172,5.198,61773.04499999,438872.158,5.198,51.93046841,51.93049482,4.03171688,4.03167961,0,-3.9
441,867a284c-d058-428a-847f-a6941c5b3b6f,Links,a0c29a38-0904-43d8-aad1-6f3dae457af6,"0,000","35,117",61773.04499999,438872.158,5.198,61750.463,438899.052,5.18799999,51.93049482,51.9307327,4.03167961,4.03134406,35.117,0
442,867a284c-d058-428a-847f-a6941c5b3b6f,Rechts,77280b29-d049-4814-9fce-d6be31cae79c,"-3,900","0,000",61775.553,438869.172,5.198,61773.04499999,438872.158,5.198,51.93046841,51.93049482,4.03171688,4.03167961,0,-3.9
443,867a284c-d058-428a-847f-a6941c5b3b6f,Rechts,3f8a281e-7f7a-4ec9-a87f-2718eb603786,"0,000","36,492",61773.04499999,438872.158,5.198,61751.82499999,438901.819,5.198,51.93049482,51.9307578,4.03167961,4.03136311,36.492,0
444,740a1479-5fbf-44b5-baca-3b05e1f99840,Links,f97759a5-0859-4ab8-be13-3bfa000fd6c7,"-1,326","0,000",202559.005,502299.956,1.815,202560.149,502299.286,1.815,52.50631697,52.50631085,6.08769151,6.08770826,0,-1.326
445,740a1479-5fbf-44b5-baca-3b05e1f99840,Links,9351aecd-ca77-46f0-a02e-95c42c3e01f2,"0,000","34,065",202560.149,502299.286,1.815,202589.507,502282.00799999,1.815,52.50631085,52.50615302,6.08770826,6.08813817,34.065,0
446,740a1479-5fbf-44b5-baca-3b05e1f99840,Rechts,f97759a5-0859-4ab8-be13-3bfa000fd6c7,"-1,326","0,000",202559.005,502299.956,1.815,202560.149,502299.286,1.815,52.50631697,52.50631085,6.08769151,6.08770826,0,-1.326
447,740a1479-5fbf-44b5-baca-3b05e1f99840,Rechts,46154844-0661-4686-9a35-166d62cbcc77,"0,000","34,002",202560.149,502299.286,1.815,202588.352,502280.31,1.815,52.50631085,52.50613786,6.08770826,6.08812092,34.002,0
448,770ca054-10a6-42bd-a7ac-17c0ff72e2dd,Links-Rechts,096832f7-c7f3-4f15-9833-b13f3459fb5b,"16,220","26,995",78076.944,432305.37599999,5.08999999,78087.398,432302.76299999,5.08999999,51.87397471,51.87395267,4.27015934,4.2703117,26.995,16.22
449,770ca054-10a6-42bd-a7ac-17c0ff72e2dd,Links-Rechts,c759723c-15ce-4cfe-897a-814ad3f56fc4,"8,110","16,220",78069.076,432307.342,5.08999999,78076.944,432305.37599999,5.08999999,51.87399129,51.87397471,4.27004467,4.27015934,16.22,8.11
450,770ca054-10a6-42bd-a7ac-17c0ff72e2dd,Links-Rechts,93c8ce9c-e1cf-4260-a1c2-243ba6b330ab,"0,000","8,110",78061.20799999,432309.308,5.08999999,78069.076,432307.342,5.08999999,51.87400787,51.87399129,4.26992999,4.27004467,8.11,0
451,770ca054-10a6-42bd-a7ac-17c0ff72e2dd,Links-Rechts,e35569e8-06b9-4b9b-8ab1-a03058be388c,"-10,775","0,000",78050.755,432311.92099999,5.08999999,78061.20799999,432309.308,5.08999999,51.87402991,51.87400787,4.26977764,4.26992999,0,-10.775
452,770ca054-10a6-42bd-a7ac-17c0ff72e2dd,Rechts-Rechts,096832f7-c7f3-4f15-9833-b13f3459fb5b,"16,184","26,960",78076.944,432305.37599999,5.08999999,78087.398,432302.76299999,5.08999999,51.87397471,51.87395267,4.27015934,4.2703117,26.96,16.184
453,770ca054-10a6-42bd-a7ac-17c0ff72e2dd,Rechts-Rechts,7844767d-4687-44da-aa90-7a5ea1a4cc7d,"0,000","16,184",78061.009,432308.172,5.08999999,78076.944,432305.37599999,5.08999999,51.87399764,51.87397471,4.26992736,4.27015934,16.184,0
454,770ca054-10a6-42bd-a7ac-17c0ff72e2dd,Rechts-Rechts,edd3e385-4982-4425-a507-36e8fa7602d6,"-10,775","0,000",78050.28999999,432309.27399999,5.08999999,78061.009,432308.172,5.08999999,51.87400606,51.87399764,4.26977148,4.26992736,0,-10.775
455,770ca054-10a6-42bd-a7ac-17c0ff72e2dd,Rechts-Links,45ec45ea-3018-43f8-ae7a-24ce30d159a0,"16,220","25,879",78077.144,432306.51199999,5.08999999,78086.75699999,432305.569,5.019,51.87398495,51.8739778,4.27016199,4.27030177,25.879,16.22
456,770ca054-10a6-42bd-a7ac-17c0ff72e2dd,Rechts-Links,1d50ab76-77bf-432b-b878-634002082a36,"8,110","16,220",78069.076,432307.342,5.08999999,78077.144,432306.51199999,5.08999999,51.87399129,51.87398495,4.27004467,4.27016199,16.22,8.11
457,770ca054-10a6-42bd-a7ac-17c0ff72e2dd,Rechts-Links,4ea323bd-10c1-4e6c-a68d-e3afd919b86e,"0,000","8,110",78061.009,432308.172,5.08999999,78069.076,432307.342,5.08999999,51.87399764,51.87399129,4.26992736,4.27004467,8.11,0
458,770ca054-10a6-42bd-a7ac-17c0ff72e2dd,Rechts-Links,edd3e385-4982-4425-a507-36e8fa7602d6,"-10,775","0,000",78050.28999999,432309.27399999,5.08999999,78061.009,432308.172,5.08999999,51.87400606,51.87399764,4.26977148,4.26992736,0,-10.775
459,770ca054-10a6-42bd-a7ac-17c0ff72e2dd,Links-Links,45ec45ea-3018-43f8-ae7a-24ce30d159a0,"16,185","25,844",78077.144,432306.51199999,5.08999999,78086.75699999,432305.569,5.019,51.87398495,51.8739778,4.27016199,4.27030177,25.844,16.185
460,770ca054-10a6-42bd-a7ac-17c0ff72e2dd,Links-Links,963f5a17-f5d7-47e8-b42b-532a7259af0d,"0,000","16,185",78061.20799999,432309.308,5.08999999,78077.144,432306.51199999,5.08999999,51.87400787,51.87398495,4.26992999,4.27016199,16.185,0
461,770ca054-10a6-42bd-a7ac-17c0ff72e2dd,Links-Links,e35569e8-06b9-4b9b-8ab1-a03058be388c,"-10,775","0,000",78050.755,432311.92099999,5.08999999,78061.20799999,432309.308,5.08999999,51.87402991,51.87400787,4.26977764,4.26992999,0,-10.775
462,44cc95a4-8509-417e-96bf-21690c333b8b,Links,b5f3bf7e-41f3-4bff-97d4-0a12dec3535e,"-3,900","0,000",195340.937,322966.58799999,107.979,195344.141,322964.36499999,108.01,50.89505527,50.89503506,5.96056705,5.96061234,0,-3.9
463,44cc95a4-8509-417e-96bf-21690c333b8b,Links,1ed19d15-5ed3-4bd2-91da-3ce7fc535653,"0,000","25,707",195344.141,322964.36499999,108.01,195366.13699999,322951.092,108.241,50.89503506,50.8949142,5.96061234,5.96092347,25.707,0
464,44cc95a4-8509-417e-96bf-21690c333b8b,Rechts,b5f3bf7e-41f3-4bff-97d4-0a12dec3535e,"-3,900","0,000",195340.937,322966.58799999,107.979,195344.141,322964.36499999,108.01,50.89505527,50.89503506,5.96056705,5.96061234,0,-3.9
465,44cc95a4-8509-417e-96bf-21690c333b8b,Rechts,9667902f-8f3f-4873-a780-ce54d9685d79,"0,000","36,469",195344.141,322964.36499999,108.01,195374.108,322943.58199999,108.294,50.89503506,50.89484614,5.96061234,5.96103592,36.469,0
466,37b321ff-61d7-43a4-97be-4793a5ef28a0,Rechts,501d0a04-38a6-4c70-8e99-114866846d88,"-4,500","0,000",115354.83,491183.976,1.12799999,115354.672,491188.473,1.12799999,52.40704992,52.40709032,4.80459001,4.80458716,0,-4.5
467,37b321ff-61d7-43a4-97be-4793a5ef28a0,Rechts,4dc27dc7-7177-4bae-9fe3-53582e77d9f3,"0,000","34,085",115354.672,491188.473,1.12799999,115356.175,491222.498,1.12799999,52.40709032,52.40739622,4.80458716,4.80460523,34.085,0
468,37b321ff-61d7-43a4-97be-4793a5ef28a0,Links,501d0a04-38a6-4c70-8e99-114866846d88,"-4,500","0,000",115354.83,491183.976,1.12799999,115354.672,491188.473,1.12799999,52.40704992,52.40709032,4.80459001,4.80458716,0,-4.5
469,37b321ff-61d7-43a4-97be-4793a5ef28a0,Links,279ab04f-5b0b-4958-a1a1-bad74787daef,"0,000","34,028",115354.672,491188.473,1.12799999,115353.64999999,491222.48599999,1.12799999,52.40709032,52.40739593,4.80458716,4.80456812,34.028,0
470,d2768e5b-69e9-4c4e-82cf-c0027937a4e2,Rechts,dd5df05d-30c5-4080-88ff-32cab2c736f1,"-4,500","0,000",62181.22899999,441234.15999999,5.03,62185.703,441234.64199999,5.03,51.95178829,51.95179337,4.03697484,4.03703978,0,-4.5
471,d2768e5b-69e9-4c4e-82cf-c0027937a4e2,Rechts,11932383-368c-4349-b722-ef59fbc2b704,"0,000","34,359",62185.703,441234.64199999,5.03,62219.86099999,441238.351,5.01999999,51.95179337,51.9518324,4.03703978,4.03753554,34.359,0
472,d2768e5b-69e9-4c4e-82cf-c0027937a4e2,Links,dd5df05d-30c5-4080-88ff-32cab2c736f1,"-4,500","0,000",62181.22899999,441234.15999999,5.03,62185.703,441234.64199999,5.03,51.95178829,51.95179337,4.03697484,4.03703978,0,-4.5
473,d2768e5b-69e9-4c4e-82cf-c0027937a4e2,Links,50ca6cba-1db2-44fe-b597-aad177c4f374,"0,000","31,288",62185.703,441234.64199999,5.03,62216.44799999,441240.331,5.03,51.95179337,51.95184963,4.03703978,4.03748537,31.288,0
