FID,ID,GERECHTIGDE,ADRES,POSTCODE,ZAKRECHT,AANDEEL,ACT_GEG,KAARTPERCEEL,PERCEELNUMMER,GEOMETRIE
BRK_GEM_ZAKRECHT_SQL.37242,37242,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 O 272 G 0,HTT02 O 272 G 0,"POLYGON ((183953.444 423309.598, 183953.565 423309.91, 183951.212 423315.595, 183948.983 423321.487, 183946.665 423327.346, 183944.35 423333.206, 183942.78 423337.498, 183943.718 423339.902, 183944.072 423340.809, 183945.023 423341.111, 183942.995 423346.473, 183939.617 423355.407, 183939.093 423356.792, 183938.085 423356.406, 183936.76 423359.827, 183932.403 423358.131, 183930.895 423357.528, 183929.691 423357.047, 183925.226 423355.327, 183920.862 423353.645, 183919.47 423353.105, 183908.935 423349.02, 183900.97 423369.286, 183900.826 423369.769, 183900.756 423370.268, 183900.76 423370.771, 183900.84 423371.269, 183900.993 423371.749, 183901.216 423372.201, 183901.504 423372.614, 183901.85 423372.98, 183902.247 423373.29, 183902.686 423373.538, 183901.193 423372.896, 183892.342 423368.594, 183894.849 423362.09, 183895.792 423359.662, 183898.203 423353.445, 183900.425 423347.716, 183902.761 423341.696, 183901.716 423341.294, 183902.917 423338.382, 183904.034 423335.435, 183906.383 423329.589, 183908.604 423323.693, 183909.795 423320.53, 183910.07 423319.676, 183908.234 423316.799, 183908.015 423316.456, 183909.063 423313.792, 183910.2 423310.805, 183911.358 423307.76, 183912.426 423304.91, 183914.695 423298.855, 183916.826 423293.17, 183917.907 423293.594, 183923.829 423295.916, 183929.751 423298.238, 183935.618 423300.538, 183941.429 423302.817, 183947.293 423305.116, 183952.353 423306.946, 183952.66 423307.566, 183952.728 423307.743, 183953.444 423309.598))"
BRK_GEM_ZAKRECHT_SQL.37243,37243,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 O 273 G 0,HTT02 O 273 G 0,"POLYGON ((183999.508 423330.181, 183999.878 423329.237, 184001.435 423329.779, 184001.689 423329.877, 184010.232 423333.181, 184016.053 423335.432, 184021.835 423337.669, 184022.424 423336.137, 184028.298 423338.413, 184034.172 423340.689, 184034.679 423340.885, 184035.138 423339.746, 184037.629 423340.819, 184040.542 423341.912, 184046.406 423344.159, 184049.262 423345.277, 184052.259 423346.431, 184055.269 423347.591, 184058.246 423348.694, 184059.454 423349.142, 184058.021 423352.8, 184055.638 423358.891, 184053.403 423364.781, 184051.072 423370.634, 184048.768 423376.417, 184045.896 423375.299, 184043.582 423381.262, 184041.303 423387.135, 184038.958 423393.208, 184036.177 423400.807, 184037.207 423402.982, 184022.78 423396.993, 184027.112 423394.99, 184027.556 423394.736, 184027.959 423394.421, 184028.312 423394.05, 184028.606 423393.632, 184028.837 423393.175, 184035.151 423377.882, 184026.096 423374.331, 184020.231 423372.031, 184018.709 423371.434, 184014.362 423369.741, 184008.492 423367.454, 184002.622 423365.167, 184001.129 423364.585, 184000 423364.154, 183996.683 423362.889, 183996.667 423362.883, 183990.741 423360.622, 183988.263 423359.676, 183989.218 423357.139, 183991.521 423351.03, 183993.741 423345.134, 183995.98 423339.191, 183999.508 423330.181))"
BRK_GEM_ZAKRECHT_SQL.37244,37244,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 O 275 G 0,HTT02 O 275 G 0,"POLYGON ((184100.39 423354.402, 184100.731 423353.526, 184103.077 423347.496, 184105.369 423341.607, 184106.712 423338.154, 184107.612 423335.773, 184109.915 423329.683, 184113.381 423320.517, 184112.236 423317.677, 184104.809 423314.783, 184104.039 423316.706, 184103.158 423316.38, 184097.172 423314.064, 184098.057 423311.868, 184101.086 423304.162, 184103.465 423298.03, 184105.756 423292.12, 184108.04 423286.228, 184111.575 423277.109, 184111.676 423276.85, 184112.34 423275.136, 184115.279 423267.47, 184115.829 423266.035, 184123.523 423268.909, 184123.144 423269.907, 184115.207 423290.716, 184114.475 423292.605, 184114.291 423293.591, 184114.161 423294.586, 184115.046 423297.314, 184115.239 423297.741, 184115.486 423298.139, 184115.784 423298.501, 184116.126 423298.82, 184116.507 423299.092, 184116.921 423299.312, 184119.131 423300.189, 184124.384 423302.217, 184130.283 423304.495, 184136.085 423306.735, 184142.082 423309.037, 184150.604 423312.378, 184151.947 423312.905, 184155.807 423321.877, 184158.025 423322.738, 184163.914 423325.024, 184169.787 423327.304, 184175.66 423329.583, 184177.893 423330.45, 184174.81 423338.324, 184166.396 423335.053, 184160.666 423332.826, 184152.293 423329.571, 184143.956 423326.33, 184138.252 423324.113, 184132.348 423321.818, 184123.372 423318.329, 184118.832 423330.204, 184114.657 423341.003, 184116.616 423345.847, 184120.554 423347.405, 184122.097 423348.002, 184123.365 423348.493, 184117.676 423362.25, 184115.71 423358.201, 184108.103 423355.28, 184107.358 423357.137, 184100.39 423354.402))"
BRK_GEM_ZAKRECHT_SQL.37271,37271,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 O 307 G 0,HTT02 O 307 G 0,"POLYGON ((183762.557 423796.445, 183767.999 423787.288, 183768.992 423789.548, 183774.3 423801.625, 183778.654 423799.713, 183783.896 423811.415, 183800.523 423804.053, 183805.213 423814.555, 183800.282 423816.687, 183795.803 423818.624, 183793.418 423813.101, 183785.885 423816.453, 183773.933 423821.772, 183775.489 423825.281, 183763.572 423830.561, 183758.74 423832.702, 183755.024 423824.122, 183766.911 423818.894, 183761.733 423806.85, 183761.701 423806.776, 183766.118 423804.832, 183762.557 423796.445))"
BRK_GEM_ZAKRECHT_SQL.36976,36976,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 N 5180 G 0,HTT02 N 5180 G 0,"POLYGON ((183473.26 425879.968, 183472.889 425879.304, 183472.579 425878.609, 183472.333 425877.888, 183472.154 425877.149, 183472.042 425876.396, 183471.999 425875.636, 183472.024 425874.876, 183472.118 425874.12, 183472.28 425873.377, 183472.509 425872.651, 183473.26 425879.968))"
BRK_GEM_ZAKRECHT_SQL.36977,36977,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 N 5181 G 0,HTT02 N 5181 G 0,"POLYGON ((183477.561 425883.453, 183476.817 425883.144, 183476.106 425882.765, 183475.435 425882.321, 183474.809 425881.813, 183474.234 425881.249, 183473.716 425880.632, 183473.26 425879.968, 183477.561 425883.453))"
BRK_GEM_ZAKRECHT_SQL.36749,36749,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 N 4888 G 0,HTT02 N 4888 G 0,"POLYGON ((183929.258 425628.204, 183929.636 425625.812, 183932.198 425626.23, 183931.78 425628.643, 183930.32 425628.375, 183929.258 425628.204))"
BRK_GEM_ZAKRECHT_SQL.37307,37307,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 O 351 G 0,HTT02 O 351 G 0,"POLYGON ((183625.232 423459.079, 183626.958 423454.628, 183661.082 423468.133, 183666.202 423455.074, 183669.969 423445.466, 183673.869 423435.518, 183676.874 423427.852, 183684.993 423424.191, 183694.681 423419.822, 183704.213 423415.524, 183712.267 423411.985, 183719.67 423414.877, 183729.728 423418.806, 183739.551 423422.643, 183749.431 423426.502, 183759.371 423430.384, 183769.178 423434.214, 183765.507 423443.973, 183802.042 423457.813, 183798.461 423467.185, 183785.983 423462.412, 183776.078 423458.623, 183766.203 423454.846, 183756.435 423451.11, 183746.436 423447.213, 183719.304 423436.86, 183715.413 423446.8, 183711.576 423456.601, 183707.715 423466.462, 183706.842 423468.691, 183698.792 423474.057, 183687.576 423481.533, 183677.341 423488.355, 183674.616 423490.171, 183671.654 423497.83, 183671.628 423497.898, 183670.815 423500, 183667.817 423507.753, 183662.264 423505.69, 183662.914 423504.011, 183664.466 423499.999, 183673.015 423477.896, 183661.576 423473.392, 183657.98 423471.974, 183647.959 423468.028, 183638.038 423464.121, 183625.232 423459.079))"
BRK_GEM_ZAKRECHT_SQL.34504,34504,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 N 3670 G 0,HTT02 N 3670 G 0,"POLYGON ((183016.545 425761.855, 183017.494 425761.828, 183018.442 425761.863, 183019.386 425761.959, 183019.657 425761.999, 183024.834 425762.84, 183029.941 425763.636, 183035.134 425764.446, 183040.467 425765.277, 183043.028 425765.676, 183040.899 425778.787, 183037.985 425774.628, 183018.351 425771.658, 183016.845 425772.76, 183012.481 425775.955, 183008.261 425779.043, 183004.232 425781.992, 183000.09 425785.023, 182995.797 425788.165, 182991.476 425791.327, 182987.208 425794.45, 182982.927 425797.583, 182978.643 425800.718, 182974.545 425803.717, 182970.286 425806.834, 182966.122 425809.882, 182961.921 425812.956, 182961.174 425811.915, 182960.062 425811.744, 182954.863 425810.945, 182949.607 425810.138, 182944.642 425809.376, 182939.531 425808.591, 182934.331 425807.793, 182929.213 425807.007, 182924.004 425806.207, 182918.719 425805.395, 182913.581 425804.606, 182908.499 425803.825, 182933.189 425779.711, 182941.892 425788.255, 182943.453 425789.385, 182945.277 425790.009, 182951.718 425790.994, 182951.755 425791, 182954.187 425791.371, 182966.677 425793.102, 182968.052 425793.157, 182968.15 425793.144, 182970.053 425792.748, 182971.857 425791.789, 182973.074 425790.896, 182977.25 425787.831, 182981.373 425784.804, 182985.52 425781.759, 182989.731 425778.599, 182993.859 425775.555, 182998.185 425772.365, 183002.457 425769.31, 183006.704 425766.188, 183008.792 425764.653, 183009.493 425764.17, 183010.221 425763.729, 183010.974 425763.331, 183011.852 425762.932, 183012.755 425762.593, 183013.678 425762.314, 183014.618 425762.098, 183015.57 425761.945, 183016.53 425761.856, 183016.545 425761.855))"
BRK_GEM_ZAKRECHT_SQL.35891,35891,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 N 4497 G 0,HTT02 N 4497 G 0,"POLYGON ((182783.368 425332.085, 182784.269 425331.43, 182769.746 425311.344, 182768.69 425312.096, 182767.753 425310.745, 182765.726 425312.319, 182747.999 425324.969, 182732.111 425322.616, 182732.468 425320.345, 182732.031 425319.768, 182728.637 425315.248, 182728.525 425315.1, 182732.564 425312.099, 182734.578 425314.811, 182739.382 425311.241, 182743.838 425307.93, 182748.294 425304.619, 182752.779 425301.286, 182756.792 425298.304, 182740.01 425275.714, 182735.997 425278.696, 182731.512 425282.029, 182727.056 425285.34, 182722.6 425288.651, 182717.796 425292.221, 182713.832 425295.166, 182707.327 425286.06, 182711.25 425283.165, 182715.808 425279.8, 182720.349 425276.446, 182724.76 425273.189, 182729.454 425269.723, 182725.266 425264.208, 182729.82 425260.862, 182734.22 425257.629, 182738.795 425254.268, 182743.068 425251.128, 182747.605 425247.795, 182752.165 425244.444, 182756.228 425241.46, 182739.402 425218.568, 182735.387 425221.533, 182730.744 425224.961, 182726.215 425228.306, 182721.949 425231.456, 182717.383 425234.828, 182712.991 425238.071, 182708.306 425241.53, 182712.372 425247.083, 182707.914 425250.375, 182703.503 425253.632, 182698.962 425256.985, 182694.609 425260.2, 182693.359 425261.123, 182697.186 425234.851, 182695.654 425234.617, 182696.361 425229.714, 182698.04 425218.067, 182694.398 425213.168, 182695.521 425212.343, 182710.514 425233.026, 182711.45 425232.344, 182716.205 425228.879, 182716.484 425228.675, 182718.457 425227.237, 182720.765 425225.556, 182723.424 425223.62, 182725.214 425222.316, 182725.397 425222.182, 182727.37 425220.744, 182729.693 425219.052, 182732.3 425217.155, 182734.154 425215.804, 182734.273 425215.717, 182736.246 425214.279, 182738.773 425212.439, 182735.061 425207.183, 182728.059 425197.582, 182722.177 425189.461, 182717.349 425193.022, 182712.908 425196.298, 182708.449 425199.587, 182704.019 425202.855, 182699.48 425206.204, 182694.869 425209.606, 182693.986 425210.257, 182688.877 425203.318, 182694.465 425199.146, 182698.759 425195.94, 182703.307 425192.544, 182707.708 425189.257, 182717.715 425181.784, 182700.773 425159.097, 182738.951 425172.478, 182758.777 425179.427, 182739.094 425193.828, 182743.875 425200.364, 182747.707 425205.602, 182751.601 425210.924, 182755.41 425216.131, 182759.336 425221.497, 182763.116 425226.664, 182767.057 425232.05, 182770.946 425237.366, 182774.808 425242.617, 182776.434 425244.827, 182776.349 425245.389, 182775.656 425249.999, 182775.366 425251.932, 182774.42 425258.225, 182773.44 425264.743, 182772.469 425271.205, 182771.478 425277.802, 182770.55 425283.981, 182769.682 425289.757, 182769.621 425290.396, 182769.632 425291.037, 182769.713 425291.674, 182769.864 425292.297, 182770.083 425292.9, 182770.367 425293.476, 182770.713 425294.016, 182774.077 425298.673, 182777.903 425303.97, 182781.792 425309.285, 182785.586 425314.471, 182789.495 425319.814, 182793.506 425325.296, 182797.206 425330.354, 182801.08 425335.649, 182801.936 425336.819, 182802.489 425337.771, 182802.988 425338.753, 182803.43 425339.76, 182803.816 425340.792, 182804.143 425341.843, 182804.342 425342.613, 182804.51 425343.391, 182753.841 425353.556, 182762.008 425347.618, 182767.422 425343.681, 182772.78 425339.785, 182778.02 425335.974, 182783.368 425332.085))"
BRK_GEM_ZAKRECHT_SQL.34706,34706,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 N 3893 G 0,HTT02 N 3893 G 0,"POLYGON ((183788.952 424405.093, 183799.304 424409.163, 183799.101 424409.683, 183796.933 424415.281, 183794.765 424420.879, 183791.661 424428.895, 183792.908 424433.042, 183812.139 424440.454, 183812.899 424440.747, 183818.691 424442.978, 183824.224 424445.122, 183829.863 424447.308, 183835.49 424449.489, 183841.212 424451.706, 183847.275 424454.056, 183851.751 424452.124, 183860.167 424430.599, 183860.742 424429.117, 183861.836 424426.301, 183862.357 424424.959, 183864.59 424419.209, 183866.758 424413.625, 183868.93 424408.032, 183871.098 424402.449, 183873.266 424396.865, 183875.434 424391.281, 183877.602 424385.698, 183879.802 424380.034, 183893.618 424385.392, 183875.107 424433.283, 183865.656 424457.732, 183860.438 424455.685, 183855.874 424467.429, 183853.749 424472.675, 183852.672 424475.447, 183829.326 424466.452, 183828.965 424467.386, 183825.172 424465.921, 183815.911 424489.512, 183805.897 424485.71, 183807.206 424482.358, 183807.692 424480.82, 183810.859 424472.739, 183813.044 424467.164, 183815.232 424461.582, 183817.988 424454.551, 183792.788 424444.708, 183790.007 424451.878, 183787.844 424457.454, 183785.686 424463.019, 183782.594 424470.992, 183770.131 424466.103, 183759.733 424462.102, 183764.822 424448.719, 183769.614 424436.417, 183770.36 424434.501, 183770.816 424433.322, 183771.981 424430.311, 183773.174 424427.228, 183779.225 424429.593, 183779.761 424428.233, 183782.128 424422.231, 183788.952 424405.093))"
BRK_GEM_ZAKRECHT_SQL.39368,39368,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,LEN00 A 2229 G 0,LEN00 A 2229 G 0,"POLYGON ((188142.923 432213.887, 188165.932 432225.876, 188189.416 432237.163, 188179.329 432260.076, 188176.105 432267.417, 188162.096 432294.527, 188153.27 432293.716, 188144.742 432292.785, 188145.461 432290.301, 188072.63 432260.048, 188107.832 432196.502, 188142.923 432213.887))"
BRK_GEM_ZAKRECHT_SQL.39398,39398,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,LEN00 A 2264 G 0,LEN00 A 2264 G 0,"POLYGON ((187968.755 432216.267, 187969.275 432238.982, 187969.495 432252.934, 187969.703 432291.478, 187970.215 432319.568, 187970.33 432338.369, 187970.879 432377.589, 187971.205 432403.074, 187969.501 432404.123, 187947.189 432417.856, 187884.533 432444.489, 187867.363 432452.308, 187853.978 432458.435, 187828.012 432471.743, 187822.295 432475.593, 187820.625 432476.718, 187818.4 432435.48, 187816.66 432386.277, 187813.765 432330.369, 187808.839 432227.335, 187805.393 432155.274, 187886.891 432185.324, 187932.49 432202.82, 187968.755 432216.267))"
BRK_GEM_ZAKRECHT_SQL.38887,38887,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Opstal (recht van),1/1,2023-02-02T00:00:00,LEN00 A 1515 G 0,LEN00 A 1515 G 0,"POLYGON ((188177.11 431159.038, 188203.953 431162.008, 188203.346 431167.501, 188200.489 431169.617, 188176.214 431167.034, 188177.11 431159.038))"
BRK_GEM_ZAKRECHT_SQL.38888,38888,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Opstal (recht van),1/1,2023-02-02T00:00:00,LEN00 A 1516 G 0,LEN00 A 1516 G 0,"POLYGON ((188204.54 431156.693, 188203.953 431162.008, 188177.11 431159.038, 188177.706 431153.724, 188204.54 431156.693))"
BRK_GEM_ZAKRECHT_SQL.38892,38892,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Opstal (recht van),1/1,2023-02-02T00:00:00,LEN00 A 1520 G 0,LEN00 A 1520 G 0,"POLYGON ((188178.302 431148.409, 188177.706 431153.724, 188177.11 431159.038, 188176.214 431167.034, 188169.897 431166.343, 188173.238 431136.308, 188173.877 431136.534, 188178.685 431137.168, 188178.035 431143.011, 188178.896 431143.106, 188178.302 431148.409))"
BRK_GEM_ZAKRECHT_SQL.38895,38895,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Opstal (recht van),1/1,2023-02-02T00:00:00,LEN00 A 1523 G 0,LEN00 A 1523 G 0,"POLYGON ((188154.109 431162.53, 188157.64 431130.786, 188163.106 431132.721, 188161.453 431147.551, 188161.219 431147.525, 188160.361 431155.253, 188160.127 431155.227, 188159.255 431163.061, 188154.109 431162.53))"
BRK_GEM_ZAKRECHT_SQL.38898,38898,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Opstal (recht van),1/1,2023-02-02T00:00:00,LEN00 A 1526 G 0,LEN00 A 1526 G 0,"POLYGON ((188143.473 431161.432, 188135.156 431160.574, 188136.187 431149.767, 188137.374 431139.108, 188137.891 431137.677, 188141.687 431125.139, 188147.289 431127.122, 188143.473 431161.432))"
BRK_GEM_ZAKRECHT_SQL.38902,38902,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Opstal (recht van),1/1,2023-02-02T00:00:00,LEN00 A 1530 G 0,LEN00 A 1530 G 0,"POLYGON ((188186.665 431110.443, 188183.781 431137.76, 188179.133 431137.226, 188178.685 431137.168, 188173.877 431136.534, 188176.74 431109.394, 188186.665 431110.443))"
BRK_GEM_ZAKRECHT_SQL.38975,38975,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,LEN00 A 1661 G 0,LEN00 A 1661 G 0,"POLYGON ((187981.325 432208.029, 188074.845 432049.239, 188153.435 432096.385, 188069.561 432245.255, 187981.325 432208.029))"
BRK_GEM_ZAKRECHT_SQL.38711,38711,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,LEN00 A 351 G 0,LEN00 A 351 G 0,"POLYGON ((188294.354 432169.979, 188302.087 432172.697, 188296.767 432189.868, 188296.101 432189.65, 188289.101 432187.357, 188294.354 432169.979))"
BRK_GEM_ZAKRECHT_SQL.38724,38724,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,LEN00 A 943 G 0,LEN00 A 943 G 0,"POLYGON ((187671.6 431357.513, 187675.85 431360.146, 187673.216 431364.397, 187668.966 431361.764, 187671.6 431357.513))"
BRK_GEM_ZAKRECHT_SQL.39033,39033,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,LEN00 A 1791 G 0,LEN00 A 1791 G 0,"POLYGON ((188127.428 430814.131, 188128.824 430815.214, 188129.124 430815.682, 188130.037 430817.211, 188130.243 430819.521, 188128.946 430824.03, 188125.949 430831.683, 188129.48 430821.305, 188129.615 430820.829, 188129.714 430820.344, 188129.778 430819.853, 188129.805 430819.139, 188129.756 430818.427, 188129.631 430817.724, 188129.431 430817.038, 188129.16 430816.377, 188128.82 430815.749, 188128.414 430815.161, 188127.949 430814.62, 188127.428 430814.131))"
BRK_GEM_ZAKRECHT_SQL.38737,38737,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,LEN00 A 1025 G 0,LEN00 A 1025 G 0,"POLYGON ((187805.393 432155.274, 187869.326 432177.874, 187921.105 432196.366, 187974.833 432215.851, 187973.747 432218.118, 187968.755 432216.267, 187932.49 432202.82, 187886.891 432185.324, 187805.393 432155.274))"
BRK_GEM_ZAKRECHT_SQL.39048,39048,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,LEN00 A 1829 G 0,LEN00 A 1829 G 0,"POLYGON ((187669.987 430716.178, 187667.92 430720.432, 187665.61 430725.44, 187662.919 430731.272, 187661.426 430735.235, 187659.821 430739.499, 187659.409 430740.592, 187653.759 430753.864, 187645.431 430773.423, 187642.014 430781.354, 187635.509 430796.927, 187634.27 430799.894, 187630.484 430809.999, 187622.913 430832.817, 187617.389 430850.481, 187612.267 430867.938, 187610.313 430875.262, 187608.578 430878.58, 187600.875 430877.339, 187602.947 430870.361, 187616.686 430825.398, 187633.86 430778.447, 187652.771 430733.905, 187673.311 430687.565, 187677.403 430679.177, 187687.669 430677.95, 187678.745 430697.047, 187677.576 430699.801, 187676.521 430702.287, 187673.923 430707.81, 187670.166 430715.797, 187669.987 430716.178))"
BRK_GEM_ZAKRECHT_SQL.39049,39049,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,LEN00 A 1830 G 0,LEN00 A 1830 G 0,"POLYGON ((187601.653 430703.909, 187604.242 430702.738, 187610.019 430700.469, 187610.562 430700.256, 187617.659 430697.077, 187624.195 430694.163, 187629.532 430691.356, 187633.15 430688.275, 187633.442 430688.028, 187634.382 430687.004, 187640.608 430684.457, 187669.862 430680.079, 187677.403 430679.177, 187673.311 430687.565, 187652.771 430733.905, 187633.86 430778.447, 187616.686 430825.398, 187602.947 430870.361, 187600.875 430877.339, 187571.992 430872.688, 187541.704 430867.811, 187544.744 430864.75, 187551.503 430774.66, 187555.607 430710.259, 187562.151 430711.711, 187570.021 430711.896, 187576.7 430711.608, 187584.411 430710.738, 187591.248 430708.785, 187598.262 430705.442, 187601.653 430703.909))"
BRK_GEM_ZAKRECHT_SQL.38755,38755,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,LEN00 A 1115 G 0,LEN00 A 1115 G 0,"POLYGON ((187770.629 431075.76, 187765.455 431072.922, 187770.173 431064.537, 187775.347 431067.375, 187770.629 431075.76))"
BRK_GEM_ZAKRECHT_SQL.38790,38790,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,LEN00 A 1273 G 0,LEN00 A 1273 G 0,"POLYGON ((187556.064 432378.98, 187534.285 432364.814, 187537.193 432360.366, 187523.444 432351.124, 187525.309 432319.974, 187527.735 432286.924, 187529.433 432262.264, 187531.516 432242.006, 187533.026 432223.145, 187535.478 432196.896, 187536.679 432182.008, 187538.524 432163.959, 187539.187 432151.601, 187539.908 432139.117, 187626.493 432206.979, 187596.545 432280.117, 187556.064 432378.98))"
BRK_GEM_ZAKRECHT_SQL.38240,38240,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 O 1292 G 0,HTT02 O 1292 G 0,"POLYGON ((183950.115 423415.438, 183951.275 423415.886, 183959.058 423433.723, 183962.89 423442.627, 183961.581 423445.916, 183941.451 423437.921, 183950.115 423415.438))"
BRK_GEM_ZAKRECHT_SQL.38249,38249,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 O 1301 G 0,HTT02 O 1301 G 0,"POLYGON ((183926.685 423508.176, 183924.047 423507.138, 183926.89 423500, 183929.469 423493.527, 183930.359 423493.877, 183932.288 423488.622, 183935.236 423489.782, 183935.289 423489.803, 183938.147 423490.927, 183941.267 423492.153, 183939.811 423496.093, 183939.747 423496.266, 183938.874 423498.628, 183935.929 423497.497, 183935.507 423497.431, 183934.736 423497.364, 183933.857 423497.482, 183932.671 423498.163, 183930.926 423499.425, 183930.344 423500, 183929.902 423500.438, 183927.682 423505.604, 183926.685 423508.176))"
BRK_GEM_ZAKRECHT_SQL.38256,38256,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 O 1308 G 0,HTT02 O 1308 G 0,"POLYGON ((183945.902 423480.364, 183942.855 423479.165, 183942.775 423479.133, 183940.026 423478.053, 183939.873 423477.993, 183936.881 423476.816, 183938.743 423472.08, 183939.406 423470.395, 183940.78 423470.936, 183945.513 423472.65, 183946.556 423471.791, 183948.125 423473.698, 183948.468 423473.835, 183946.617 423478.545, 183945.902 423480.364))"
BRK_GEM_ZAKRECHT_SQL.38257,38257,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 O 1309 G 0,HTT02 O 1309 G 0,"POLYGON ((183977.08 423475.095, 183956.916 423467.312, 183957.477 423465.91, 183959.335 423466.656, 183964.988 423452.637, 183967.817 423453.727, 183977.08 423475.095))"
BRK_GEM_ZAKRECHT_SQL.38262,38262,Gemeente Nijmegen,Korte Nieuwstraat 6,6511PP Nijmegen,Eigendom (recht van),1/1,2023-02-02T00:00:00,HTT02 O 1314 G 0,HTT02 O 1314 G 0,"POLYGON ((183963.655 423499.099, 183963.893 423499.194, 183966.584 423492.243, 183972.876 423494.676, 183976.539 423485.178, 183982.411 423487.426, 183982.61 423487.502, 183979.557 423495.501, 183978.032 423499.498, 183974.683 423498.211, 183971.205 423496.874, 183968.316 423504.393, 183967.346 423506.919, 183963.432 423505.408, 183961.508 423504.665, 183963.655 423499.099))"
