Gemeente,CBS Gemeentecode,BAG Pand nummer,Status Pand,Besluit,Besluitdatum,Bouwjaar,Gekoppeld adres,GEOMETRIE
Stichtse Vecht,1904,1904100000042721,Bouwvergunning verleend,2021-002919,20220131230000,2022,schuur Klokjeslaan 65 Maarssen,"POLYGON ((131232.507 462236.969,131235.782 462234.396,131237.887 462236.969,131234.846 462239.542,131232.507 462236.969))"
Stichtse Vecht,1904,1904100000042540,Bouwvergunning verleend,2021-000545,20210817220000,2021,Portengen 57,"POLYGON ((125476.709 463836.876,125479.282 463831.263,125481.621 463826.117,125505.945 463835.005,125501.034 463845.998,125476.709 463836.876))"
Stichtse Vecht,1904,1904100000038590,Bouwvergunning verleend,BAG/AV-2761,20191216230000,2011,Straatweg 30 Breukelen,"POLYGON ((129871.1 463258.841,129873.723 463254.087,129883.092 463258.625,129880.602 463263.444,129871.1 463258.841))"
Stichtse Vecht,1904,1904100000043693,Bouwvergunning verleend,2022-002439,20221128230000,2022,"Dorpsstraat 83 Loenen, berging","POLYGON ((130396.978 469189.047,130399.002 469187.121,130404.978 469193.097,130401.867 469195.665,130400.385 469194.085,130401.274 469193.393,130396.978 469189.047))"
Stichtse Vecht,1904,1904100000043796,Bouwvergunning verleend,2022-002218,20221201230000,2022,Berging nabij Scheendijk 18-34 Breukelen,"POLYGON ((130908.143 465899.713,130921.832 465899.154,130920.994 465906.697,130915.127 465906.697,130908.702 465906.418,130908.143 465899.713))"
Stichtse Vecht,1904,1904100000044017,Bouwvergunning verleend,2022-002463,20221204230000,2022,"Oud Over 158 Loenen, bijgebouw","POLYGON ((130981.825 470461.907,130992.415 470459.144,130993.49 470463.595,130983.13 470465.897,130981.825 470461.907))"
Stichtse Vecht,1904,0311100000009451,Bouwvergunning verleend,2008.08.03191/211,20090119230000,2009,Breukelerwaard 3 Breukelen,"POLYGON ((127238.234 465490.392,127255.384 465485.378,127264.883 465521.526,127246.15 465526.012,127238.234 465490.392))"
Stichtse Vecht,1904,1904100000044560,Bouwvergunning verleend,2022-002357,20221225230000,2022,Ruwielsekade 4 Kockengen Stalling,"POLYGON ((125720.721 463686.078,125728.151 463670.591,125733.697 463672.683,125725.221 463688.694,125720.721 463686.078))"
Stichtse Vecht,1904,1904100000044561,Bouwvergunning verleend,2022-002376,20221226230000,2023,Parallelweg 4 Breukelen bedrijfsgebouw,"POLYGON ((129155.133 462339.041,129159.307 462333.231,129174.283 462341.987,129169.455 462348.37,129155.133 462339.041))"
Stichtse Vecht,1904,1904100000042424,Bouwvergunning verleend,BAG/AV-3107,20210311230000,2020,Schuur Julianalaan 18 Nieuwer ter Aa,"POLYGON ((127016.017 466937.737,127016.279 466933.162,127026.213 466934.208,127026.344 466938.914,127016.017 466937.737))"
Stichtse Vecht,1904,1904100000042030,Bouw gestart,234651,20230118230000,2020,Schuur Vecht en Veld 15 Vreeland,"POLYGON ((131266.72 471552.299,131271.332 471549.591,131274.26 471553.91,131269.429 471556.838,131266.72 471552.299))"
Stichtse Vecht,1904,1904100000042078,Bouw gestart,234651,20230118230000,2020,Vecht en Veld 49 Vreeland,"POLYGON ((131028.22 471674.044,131030.595 471672.368,131034.227 471676.558,131031.573 471678.654,131028.22 471674.044))"
Stichtse Vecht,1904,1904100000042044,Bouw gestart,234651,20230118230000,2020,Vecht en Veld 15 Vreeland,"POLYGON ((131265.806 471632.813,131267.718 471632.167,131271.316 471636.894,131268.985 471638.665,131265.806 471632.813))"
Stichtse Vecht,1904,1904100000042032,Bouw gestart,234651,20230118230000,2020,Schuur Vecht en Veld 3 Vreeland,"POLYGON ((131275.944 471562.036,131279.458 471560.425,131282.459 471563.5,131279.678 471566.209,131276.969 471566.062,131275.944 471562.036))"
Stichtse Vecht,1904,1904100000042098,Bouw gestart,234651,20230118230000,2020,Vecht en Veld 69 Vreeland,"POLYGON ((131159.894 471585.879,131163.853 471583.478,131165.799 471586.982,131162.23 471589.448,131159.894 471585.879))"
Stichtse Vecht,1904,1904100000042103,Bouw gestart,234651,20230118230000,2020,Vecht en Veld 75 Vreeland,"POLYGON ((131177.381 471561.109,131180.893 471557.467,131184.926 471561.76,131180.893 471566.053,131177.381 471561.109))"
Stichtse Vecht,1904,1904100000042581,Bouwvergunning verleend,236057,20230122230000,2021,Tuinbouwweg 11,"POLYGON ((132384.381 461441.987,132389.97 461436.512,132397.841 461444.269,132391.453 461449.972,132384.381 461441.987))"
Stichtse Vecht,1904,1904100000042585,Bouwvergunning verleend,236057,20230122230000,2021,Tuinbouwweg 11,"POLYGON ((132425.789 461478.833,132431.835 461474.042,132437.31 461478.947,132430.808 461485.449,132428.983 461483.281,132425.789 461478.833))"
Stichtse Vecht,1904,1904100000042582,Bouwvergunning verleend,236057,20230122230000,2021,Tuinbouwweg 11,"POLYGON ((132394.077 461452.14,132399.894 461446.322,132407.537 461454.535,132402.291 461459.783,132394.077 461452.14))"
Stichtse Vecht,1904,1904100000042584,Bouwvergunning verleend,236057,20230122230000,2021,Tuinbouwweg 11,"POLYGON ((132417.576 461471.76,132423.735 461465.942,132429.439 461471.304,132423.735 461476.779,132417.576 461471.76))"
Stichtse Vecht,1904,1904100000042583,Bouwvergunning verleend,236057,20230122230000,2021,Tuinbouwweg 11,"POLYGON ((132408.126 461461.173,132412.556 461457.273,132419.058 461462.977,132413.37 461467.457,132410.047 461465.714,132408.126 461461.173))"
Stichtse Vecht,1904,1904100000042425,Bouwvergunning verleend,BAG/AV-3107,20210311230000,2020,Schuur Bosdijk 10 Kockengen,"POLYGON ((125181.153 466196.894,125182.486 466195.56,125183.653 466193.727,125184.986 466193.227,125187.486 466195.894,125187.319 466198.894,125186.653 466200.56,125181.153 466196.894))"
Stichtse Vecht,1904,1904100000044571,Bouwvergunning verleend,2022-002321,20230129230000,2023,Oud Over 20 Loenen,"POLYGON ((130250.094 468885.761,130268.684 468881.903,130270.087 468890.672,130252.199 468894.179,130251.322 468890.321,130250.094 468885.761))"
Stichtse Vecht,1904,1904100000044572,Bouwvergunning verleend,2022-002321,20230129230000,2023,bijgebouw Oud Over 20 Loenen,"POLYGON ((130241.851 468878.044,130247.639 468877.167,130248.34 468881.552,130242.027 468882.604,130241.851 468878.044))"
Stichtse Vecht,1904,0311100000000073,Sloopvergunning verleend,BenW/09/01271,20091007220000,1935,Merwedeweg 3 Breukelen,"POLYGON ((128037.642 465050.701,127927.3 465039.644,127928.807 465024.276,127919.192 465023.583,127925.319 464963.16,128055.665 464976.9,128052.576 465006.962,128042.238 465005.894,128037.642 465050.701))"
Stichtse Vecht,1904,0333100000016678,Sloopvergunning verleend,BAG/AV-3280,20211103230000,1954,Oostwaard 4a Oud Zuilen,"POLYGON ((132785.344 460719.105,132791.203 460716.792,132794.751 460725.776,132788.892 460728.09,132785.344 460719.105))"
Stichtse Vecht,1904,0329100000005623,Sloopvergunning verleend,2022-001820,20220911220000,1975,Dorpsstraat 86 BEDR Nigtevecht,"POLYGON ((130429.982 476128.858,130438.444 476122.987,130446.386 476134.434,130449.5 476138.483,130444.398 476142.023,130439.034 476134.292,130435.472 476136.765,130429.982 476128.858))"
Stichtse Vecht,1904,0333100000015942,Sloopvergunning verleend,BAG/AV-2886,20200607220000,2006,Gageldijk 31 Maarssen,"POLYGON ((134016.12 461238.47,134013.78 461240.258,134011.284 461242.178,134001.933 461230.145,134001.688 461230.331,134001.551 461230.151,134006.8 461226.135,134006.911 461226.302,134006.757 461226.414,134016.12 461238.47))"
Stichtse Vecht,1904,0333100000016675,Sloopvergunning verleend,AC2011.0090,20110330220000,1954,Oostwaard 4a Oud Zuilen,"POLYGON ((132784.218 460730.463,132776.574 460734.022,132771.508 460723.143,132779.246 460719.763,132784.218 460730.463))"
Stichtse Vecht,1904,0329100000005315,Sloopvergunning verleend,10UIT02666,20101116230000,1955,Bergseweg 6 Vreeland,"POLYGON ((130874.136 471779.75,130869.91 471772.493,130901.337 471754.069,130905.568 471761.297,130874.136 471779.75))"
Stichtse Vecht,1904,0311100000008255,Sloopvergunning verleend,BAG/AV-2792,20200105230000,1970,Portengen 69 Kockengen,"POLYGON ((125230.876 464091.864,125235.231 464081.571,125263.338 464093.315,125259.248 464103.344,125230.876 464091.864))"
Stichtse Vecht,1904,0311100000007950,Sloopvergunning verleend,BAG/AV-2792,20200105230000,1920,Portengen 69 Kockengen,"POLYGON ((125307.934 464086.12,125309.515 464081.876,125318.586 464085.253,125317.005 464089.497,125307.934 464086.12))"
Stichtse Vecht,1904,0311100000008256,Sloopvergunning verleend,BAG/AV-2792,20200105230000,1979,Portengen 69 Kockengen,"POLYGON ((125211.477 464084.21,125218.603 464064.284,125229.688 464068.506,125222.694 464088.037,125211.477 464084.21))"
Stichtse Vecht,1904,0311100000003994,Sloopvergunning verleend,1129448.out,20120828220000,1963,Dannegracht 16 Breukelen,"POLYGON ((128852.728 464916.845,128854.098 464917.522,128856.574 464918.746,128853.287 464925.398,128855.043 464926.267,128852.505 464931.404,128846.902 464928.635,128852.728 464916.845))"
Stichtse Vecht,1904,0333100000016266,Sloopvergunning verleend,BAG/AV-2609,20190505220000,1994,Laan van Niftarlake 129 Tienhoven,"POLYGON ((133901.718 464954.925,133899.827 464960.616,133885.412 464955.807,133887.294 464950.141,133901.718 464954.925))"
Stichtse Vecht,1904,0333100000020892,Sloopvergunning verleend,BAG/AV-2524,20190115230000,1953,Oudedijk 15 Tienhoven,"POLYGON ((134159.11 462377.358,134147.586 462367.724,134153.436 462360.727,134164.945 462370.348,134159.11 462377.358))"
Stichtse Vecht,1904,0333100000016233,Sloopvergunning verleend,BAG/AV-2609,20190505220000,1994,Laan van Niftarlake 129 Tienhoven,"POLYGON ((133897.963 464936.389,133894.676 464946.405,133885.981 464943.553,133889.266 464933.536,133897.963 464936.389))"
Stichtse Vecht,1904,1904100000040596,Bouw gestart,BAG/AV-3110,20210316230000,2016,Boslaan 9 Vreeland,"POLYGON ((130906.23 471036.239,130918.335 471036.239,130918.472 471043.804,130906.506 471043.942,130906.23 471036.239))"
Stichtse Vecht,1904,1904100000042724,Bouwvergunning verleend,2021-003014,20220201230000,2022,,"POLYGON ((130050.391 468989.396,130053.558 468987.563,130055.428 468988.656,130052.261 468990.99,130050.391 468989.396))"
Stichtse Vecht,1904,1904100000042426,Bouwvergunning verleend,BAG/AV-3001,20201028230000,2020,Julianaweg 27 Maarssen,"POLYGON ((131467.578 461403.597,131467.655 461402.402,131467.787 461400.336,131477.913 461400.252,131477.657 461404.243,131467.578 461403.597))"
Stichtse Vecht,1904,1904100000042952,Bouwvergunning verleend,2021-002616,20220321230000,2022,,"POLYGON ((126393.389 466421.387,126394.89 466412.135,126446.15 466406.634,126445.4 466425.138,126394.139 466428.888,126393.389 466421.387))"
Stichtse Vecht,1904,1904100000042957,Bouwvergunning verleend,2022-000588,20220327220000,2022,Klokjeslaan 60 Maarssen schuur,"POLYGON ((131327.702 462233.158,131329.796 462230.987,131331.347 462232.383,131329.021 462235.097,131327.702 462233.158))"
Stichtse Vecht,1904,1904100000043012,Bouwvergunning verleend,2021-001087,20220418220000,2022,Raadhuisstraat 48e schuur Maarssen,"POLYGON ((131235.848 461271.418,131238.532 461271.418,131238.744 461275.02,131236.131 461275.161,131235.848 461273.184,131235.848 461271.418))"
Stichtse Vecht,1904,1904100000043011,Bouwvergunning verleend,2021-001087,20220418220000,2022,Raadhuisstraat 48d schuur Maarssen,"POLYGON ((131238.956 461280.388,131241.358 461280.177,131241.287 461283.285,131239.027 461283.355,131238.956 461280.388))"
Stichtse Vecht,1904,1904100000043008,Bouwvergunning verleend,2021-001087,20220418220000,2022,Raadhuisstraat 48a schuur Maarssen,"POLYGON ((131239.592 461294.304,131242.432 461293.553,131243.138 461297.721,131239.889 461297.65,131239.733 461296.07,131239.592 461294.304))"
Stichtse Vecht,1904,1904100000043010,Bouwvergunning verleend,2021-001087,20220418220000,2022,Raadhuisstraat 48c schuur Maarssen,"POLYGON ((131239.097 461284.839,131239.309 461283.567,131241.428 461283.85,131242.205 461286.604,131239.239 461286.604,131239.097 461284.839))"
Stichtse Vecht,1904,1904100000043009,Bouwvergunning verleend,2021-001087,20220418220000,2022,Raadhuisstraat 48b schuur maarssen,"POLYGON ((131239.451 461290.984,131242.488 461290.984,131242.558 461293.597,131239.451 461293.527,131239.451 461290.984))"
Stichtse Vecht,1904,1904100000040560,Bouwvergunning verleend,1168554/WG 1,20160411220000,2016,Scheendijk 13 16 Breukelen,"POLYGON ((130235.593 465707.678,130237.999 465707.78,130237.975 465710.384,130235.549 465710.383,130235.593 465707.678))"
Stichtse Vecht,1904,1904100000043029,Bouwvergunning verleend,2022-000231,20220421220000,2022,,"POLYGON ((129901.815 463509.544,129903.566 463505.918,129907.316 463499.042,129917.819 463503.668,129912.818 463514.795,129901.815 463509.544))"
Stichtse Vecht,1904,1904100000043030,Bouwvergunning verleend,2022-000231,20220421220000,2022,schuur Zandpad 90 Breukelen,"POLYGON ((129939.486 463519.345,129944.826 463513.17,129959.846 463524.184,129955.173 463530.359,129943.992 463523.016,129939.486 463519.345))"
Stichtse Vecht,1904,1904100000039253,Bouwvergunning verleend,AC2013.0044,20130317230000,2013,Zogweteringlaan 2 Maarssen,"POLYGON ((131634.002 462425.071,131669.55 462436.458,131659.128 462464.48,131645.094 462459.304,131651.174 462442.917,131630.346 462435.674,131634.002 462425.071))"
Stichtse Vecht,1904,1904100000043119,Bouwvergunning verleend,2022--001179,20220629220000,2022,Bethuneweg 3 Tienhoven schuur,"POLYGON ((132711.271 462910.909,132711.681 462907.912,132713.367 462905.289,132724.571 462909.223,132722.885 462915.218,132711.271 462910.909))"
Stichtse Vecht,1904,1904100000038207,Bouwvergunning verleend,1109788,20101006220000,2011,Diependaalsedijk 37 Maarssen,"POLYGON ((130910.761 462390.586,130923.261 462399.18,130920.917 462403.867,130906.074 462394.492,130910.761 462390.586))"
Stichtse Vecht,1904,1904100000042731,Bouwvergunning verleend,2022-000102,20220217230000,2022,,"POLYGON ((130813.891 471558.21,130814.269 471554.216,130820.629 471552.931,130821.19 471556.233,130821.32 471556.743,130813.891 471558.21))"
Stichtse Vecht,1904,0329100000004724,Sloopvergunning verleend,2022-000102,20220217230000,1750,Klapstraat 21 Vreeland,"POLYGON ((130813.891 471558.21,130814.269 471554.216,130820.629 471552.931,130821.19 471556.233,130821.32 471556.743,130813.891 471558.21))"
Stichtse Vecht,1904,1904100000043051,Bouwvergunning verleend,2022-000611,20220503220000,2022,De Plassen zuid 413 bergkist Breukelen,"POLYGON ((130640.704 464315.299,130641.967 464313.756,130645.195 464314.738,130644.774 464316.984,130642.739 464316.116,130640.704 464315.299))"
Stichtse Vecht,1904,1904100000043050,Bouwvergunning verleend,2022-000196,20220501220000,2022,Spinnerie 11 schuur Loenen,"POLYGON ((130064.966 469165.829,130064.993 469164.868,130066.283 469162.646,130068.149 469163.633,130066.722 469166.707,130064.966 469165.829))"
Stichtse Vecht,1904,1904100000043052,Bouwvergunning verleend,2022-000611,20220503220000,2022,De plassen zuid 413 berging Breukelen,"POLYGON ((130656.867 464316.694,130657.235 464315.537,130657.866 464314.959,130661.44 464316.168,130660.862 464317.798,130656.867 464316.694))"
Stichtse Vecht,1904,0333100000018528,Sloopvergunning verleend,2022-000942,20220503220000,1940,,"POLYGON ((129831.514 462134.627,129833.252 462131.752,129842.648 462137.693,129840.882 462140.506,129831.514 462134.627))"
Stichtse Vecht,1904,1904100000043124,Bouwvergunning verleend,2021-003038,20220724220000,2022,Straatweg 187 Breukelen schuur,"POLYGON ((128835.944 466433.908,128836.375 466431.988,128838.921 466432.263,128838.647 466434.965,128836.101 466434.613,128835.944 466433.908))"
Stichtse Vecht,1904,1904100000043125,Bouwvergunning verleend,2021-003038,20220724220000,2022,Straatweg 187 Breukelen schuur,"POLYGON ((128838.921 466434.887,128839.587 466432.302,128841.859 466432.811,128841.428 466435.161,128838.921 466434.887))"
Stichtse Vecht,1904,1904100000043126,Bouwvergunning verleend,2021-003038,20220724220000,2022,Straatweg 187 Breukelen schuur,"POLYGON ((128841.722 466434.75,128842.054 466432.811,128844.013 466433.085,128843.699 466435.435,128841.78 466435.2,128841.722 466434.75))"
Stichtse Vecht,1904,1904100000043127,Bouwvergunning verleend,2021-003038,20220724220000,2022,Straatweg 187 Breukelen schuur,"POLYGON ((128843.954 466435.415,128844.091 466434.162,128844.365 466432.772,128846.539 466433.026,128846.089 466435.709,128843.954 466435.415))"
Stichtse Vecht,1904,1904100000043128,Bouwvergunning verleend,2021-003038,20220724220000,2022,Straatweg 187 Breukelen schuur,"POLYGON ((128846.422 466435.67,128846.617 466434.045,128846.794 466433.007,128848.693 466433.261,128848.302 466435.964,128846.422 466435.67))"
Stichtse Vecht,1904,0311100000005736,Sloopvergunning verleend,2022-001017,20220725220000,2003,Honderdsche Laantje 13 Nieuwer Ter Aa,"POLYGON ((127121.455 467543.841,127138.379 467536.005,127139.135 467537.638,127148.11 467533.762,127151.618 467541.226,127125.783 467553.188,127121.455 467543.841))"
Stichtse Vecht,1904,1904100000043130,Bouwvergunning verleend,2022-001017,20220725220000,2022,Honderdsche Laantje 13 Nieuwer Ter Aa  schuur,"POLYGON ((127120.96 467543.988,127148.176 467533.236,127151.704 467540.964,127126.504 467552.22,127124.152 467550.708,127120.96 467543.988))"
Stichtse Vecht,1904,1904100000043131,Bouwvergunning verleend,2022-000787,20220726220000,2022,Dreef 20 Kockengen schuur,"POLYGON ((125014.911 462341.134,125015.754 462339.167,125022.124 462341.602,125021.093 462343.757,125014.911 462341.134))"
Stichtse Vecht,1904,0333100000019532,Sloopvergunning verleend,BAG/AV-3380,20220510220000,1998,,"POLYGON ((131454.084 460180.941,131457.991 460177.318,131465.09 460184.842,131461.204 460188.502,131454.084 460180.941))"
Stichtse Vecht,1904,0333100000015996,Sloopvergunning verleend,BAG/AV-3380,20220510220000,1998,,"POLYGON ((131461.467 460176.34,131461.494 460175.838,131461.571 460175.341,131461.698 460174.855,131461.873 460174.384,131462.095 460173.932,131462.36 460173.505,131462.668 460173.107,131463.013 460172.742,131463.394 460172.414,131463.805 460172.125,131464.244 460171.879,131464.705 460171.678,131465.184 460171.524,131465.675 460171.42,131466.175 460171.365,131466.678 460171.361,131467.179 460171.407,131467.672 460171.503,131468.153 460171.648,131468.618 460171.841,131469.06 460172.079,131469.477 460172.361,131469.863 460172.683,131470.215 460173.042,131470.513 460173.442,131470.77 460173.869,131470.983 460174.32,131471.15 460174.789,131471.269 460175.274,131471.339 460175.767,131471.359 460176.265,131471.33 460176.763,131471.251 460177.255,131471.123 460177.737,131470.948 460178.204,131470.727 460178.651,131470.463 460179.073,131470.158 460179.467,131469.815 460179.829,131469.437 460180.155,131469.029 460180.441,131468.595 460180.685,131468.138 460180.885,131467.663 460181.038,131467.176 460181.143,131466.681 460181.198,131466.182 460181.204,131465.685 460181.16,131465.196 460181.067,131464.718 460180.925,131464.256 460180.737,131463.816 460180.503,131463.401 460180.226,131463.016 460179.91,131462.665 460179.556,131462.35 460179.169,131462.076 460178.753,131461.858 460178.3,131461.687 460177.827,131461.563 460177.34,131461.49 460176.842,131461.467 460176.34))"
Stichtse Vecht,1904,1904100000043065,Bouwvergunning verleend,2022-000793,20220510220000,2022,Nigtevechtseweg 144 ws schuur,"POLYGON ((131079.157 473218.254,131079.532 473215.628,131083.533 473216.879,131082.658 473219.754,131079.157 473218.254))"
Stichtse Vecht,1904,1904100000042115,Bouwvergunning verleend,1217413.out,20200419220000,2020,Laag-Nieuwkoop 36 Kockengen,"POLYGON ((126319.436 460162.173,126310.986 460159.06,126316.812 460144.562,126325.617 460148.164,126319.436 460162.173))"
Stichtse Vecht,1904,1904100000043134,Bouwvergunning verleend,2022-001750,20220801220000,2022,Zandpad 26 Maarssen schuur,"POLYGON ((130849.284 462922.447,130851.859 462920.558,130855.121 462919.356,130858.727 462931.546,130852.718 462932.576,130849.284 462922.447))"
Stichtse Vecht,1904,1904100000039300,Bouwvergunning verleend,1137948.out,20130708220000,2013,Gageldijk 7 Maarssen,"POLYGON ((133697.424 461434.668,133698.503 461433.905,133696.844 461431.252,133713.689 461420.105,133718.538 461428.253,133710.227 461433.76,133717.8 461444.819,133708.948 461450.976,133697.424 461434.668))"
