FID,datummutatie,naammuteerder,bron,status,genormeerd,rwsdienst,waterlichaam,opmerkingen,gdb_geomattr_data,shape
zomer_kade_legger.29,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (192960.9899000004 353791.8801999986, 192961.51559999958 353792.15630000085, 192959.98889999837 353788.10920000076, 192927.90630000085 353703.0625, 192903.19949999824 353636.26199999824, 192898.13419999927 353622.56650000066, 192896.15630000085 353617.21880000085, 192895.18620000035 353615.19409999996, 192851.75 353524.53130000085)"
zomer_kade_legger.30,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (192851.75 353524.53130000085, 192840.69159999862 353530.9690000005, 192796.8751000017 353556.4770999998, 192788.70639999956 353561.2325000018, 192783.09380000085 353564.5, 192751.0625 353599.125, 192722.84380000085 353641.09380000085, 192682.09380000085 353676.75, 192671.77789999917 353681.4561999999, 192667.58080000058 353683.3709000014, 192654.6810999997 353689.2558000013, 192649.0522999987 353691.8236999996, 192643.24010000005 353694.4752999991, 192592.9987999983 353717.39559999853, 192589.6875 353718.90630000085, 192583.96009999886 353720.93890000135, 192578.23739999905 353722.96979999915, 192573.0705000013 353724.8035000004, 192567.90359999985 353726.6372000016, 192564.22140000015 353727.9439999983, 192560.24289999902 353729.3559000008, 192556.26440000162 353730.76790000126, 192551.50519999862 353732.4569000006, 192550.96599999815 353732.64820000157, 192549.97399999946 353733.00030000135, 192549.88340000063 353733.03240000084, 192549.08549999818 353733.3156000003, 192548.9792000018 353733.3533000015, 192547.56870000064 353733.85390000045, 192547.5427000001 353733.8630999997, 192547.09420000017 353734.02230000123, 192546.38439999893 353734.27419999987, 192546.05200000107 353734.3920999989, 192542.57809999958 353735.625, 192521.1713999994 353743.2386999987, 192514.07730000094 353745.7617999986, 192509.51810000092 353747.38340000063, 192504.9589000009 353749.004900001, 192504.32719999924 353749.2296000011, 192502.3553000018 353749.9310000017, 192499.75180000067 353750.8570000008, 192486.36250000075 353755.6191000007, 192478.8724000007 353758.2831000015, 192468.42190000042 353762, 192422.06920000166 353775.75140000135)"
zomer_kade_legger.31,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (190452.8209999986 353863.2487999983, 190452.57079999894 353863.3103)"
zomer_kade_legger.77,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (186343.6649999991 346064.42500000075, 186344.1000000015 346066.4728000015, 186344.38800000027 346067.91800000146, 186344.15260000154 346069.6909000017)"
zomer_kade_legger.78,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (186344.30059999973 346055.7362000011, 186343.9459999986 346058.6460000016, 186343.83529999852 346060.5091000013)"
zomer_kade_legger.32,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (192851.75 353524.53130000085, 192859.814100001 353519.62370000035, 192886.8975000009 353503.1416000016, 192925.79690000042 353479.46880000085, 192960.54690000042 353452.4375, 192962.90659999847 353449.53979999945, 192965.95179999992 353445.80040000007, 192997.625 353406.90630000085, 193026.6875 353373.75, 193028.99830000103 353371.4855999984, 193063.29690000042 353337.875, 193098.28130000085 353304.8125, 193099.25239999965 353303.87849999964, 193132.92969999835 353271.4897999987, 193167.71829999983 353238.03229999915, 193169.49859999865 353236.32019999996, 193204.04690000042 353203.09380000085, 193245.14059999958 353164.125, 193283.94460000098 353125.9932000004, 193284.6499999985 353125.30000000075)"
zomer_kade_legger.33,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (191174.32429999858 353700.54989999905, 191174.3313000016 353700.55420000106)"
zomer_kade_legger.34,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (190991.1499999985 353013.0300000012, 190998.3999999985 353015.07229999825, 191003.62359999865 353016.5436999984, 191038.45210000128 353026.35449999943, 191056.88589999825 353031.5471000001, 191069.8139999993 353035.18879999965, 191090.125500001 353040.91039999947, 191097.47320000082 353042.9800999984, 191104.82090000063 353045.04989999905, 191134.375 353053.375, 191224 353097.65630000085, 191264.1149000004 353126.5826999992, 191304.39059999958 353155.625, 191355.98440000042 353200.4375, 191378.58260000125 353220.57829999924, 191410.5775000006 353249.0940999985)"
zomer_kade_legger.35,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (189787.16340000182 351320.24969999865, 189787.16459999979 351320.25239999965)"
zomer_kade_legger.36,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (189727.2291000001 351221.61300000176, 189727.2307999991 351221.6152999997)"
zomer_kade_legger.37,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (187057.0731999986 349501.3491999991, 187028.85090000182 349515.3632000014, 187024.35350000113 349517.59640000015, 187002.74329999834 349528.3271000013, 186997.04210000113 349537.2113999985, 186997.03599999845 349537.22100000083, 186989.71880000085 349571.5625, 186998.875 349618.9375, 187009.07809999958 349658.6875, 187016.45309999958 349693.65630000085, 187021.03130000085 349722.25, 187026.95309999958 349757.90630000085, 187031.04690000042 349783.46880000085)"
zomer_kade_legger.38,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (187057.92069999874 349500.9283999987, 187057.26110000163 349501.2558999993)"
zomer_kade_legger.39,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (185143.62460000068 347069.84629999846, 185144.20259999856 347070.8288999982)"
zomer_kade_legger.40,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (185286.5458999984 346864.3612000011, 185287.3088000007 346864.4389999993)"
zomer_kade_legger.41,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (185016.13069999963 346632.7232999988, 185016.80530000106 346640.81819999963, 185013.0722000003 346666.4829999991, 185011.34760000184 346678.3392999992, 185006.2884999998 346713.12049999833, 185002.04210000113 346742.31500000134, 184999.84219999984 346757.43939999864, 184995.2188999988 346789.22410000116, 184994.54439999908 346796.6444000006, 184995.2188999988 346808.1121999994, 184997.2426000014 346812.1596000008, 185000.61549999937 346814.1832999997, 185023.55099999905 346820.25450000167, 185038.18459999934 346823.4127999991, 185074.31870000064 346831.2115999982, 185083.29919999838 346833.14979999885, 185117.31659999862 346840.49170000106, 185181.40089999884 346854.65769999847, 185195.0588000007 346857.7923000008, 185222.54989999905 346864.10170000046, 185225.24810000136 346864.4389999993, 185225.86890000105 346864.366799999, 185229.82229999825 346863.9070999995, 185246.10350000113 346862.0139000006, 185254.2547999993 346861.06610000134, 185286.12779999897 346864.318500001)"
zomer_kade_legger.42,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (185016.13069999963 346632.7232999988, 184991.84589999914 346630.3623000011, 184937.88010000065 346628.3385999985, 184919.1121999994 346629.65569999814, 184899.42940000072 346631.0368999988, 184882.36620000005 346636.21180000156, 184858.28049999848 346643.5164999999, 184851.88329999894 346646.6237999983, 184836.94139999896 346653.88120000064, 184834.67049999908 346654.98420000076, 184831.9512999989 346656.7686999999, 184813.08410000056 346669.15029999986, 184793.22190000117 346686.60489999875, 184790.8231999986 346688.71290000156, 184733.48460000008 346741.3295000009, 184720.02529999986 346755.7982000001, 184679.5188000016 346799.34270000085, 184667.3205000013 346813.3482000008, 184661.30530000106 346820.25450000167, 184654.120099999 346830.5190999992, 184647.13929999992 346840.49170000106, 184643.19000000134 346847.54399999976, 184628.25129999965 346874.22030000016, 184584.39409999922 346972.30629999936, 184580.22700000182 346981.62590000033, 184580.05169999972 346982.01790000126, 184578.33289999887 346985.86199999973, 184577.28840000182 346989.08769999817, 184570.43890000135 347010.2404000014, 184557.36659999937 347050.61100000143, 184555.3973999992 347056.69220000133, 184545.7498999983 347090.4585000016, 184545.61180000007 347090.9419, 184541.9059999995 347103.91220000014, 184535.83480000123 347140.67639999837, 184533.81109999865 347169.68299999833, 184535.83480000123 347205.4354000017, 184539.88230000064 347233.76740000024, 184544.9001000002 347257.60229999945, 184548.8313000016 347276.92550000176, 184550.00079999864 347282.67390000075, 184550.88210000098 347284.8772, 184556.74650000036 347299.53819999844)"
zomer_kade_legger.43,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (185431.66739999875 346649.25030000135, 185381.84209999815 346645.61719999835, 185302.14939999953 346639.80629999936, 185272.97439999878 346638.62579999864, 185208.29919999838 346636.00890000165, 185185.44839999825 346635.0843000002, 185167.9759999998 346634.04190000147, 185103.309799999 346630.18400000036, 185087.4624999985 346629.23860000074, 185066.72360000014 346628.00129999965, 185056.51099999994 346627.5758000016, 185034.34409999847 346626.6521999985, 185016.13069999963 346632.7232999988)"
zomer_kade_legger.44,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (186719.54050000012 346552.4862000011, 186718.97309999913 346540.29580000043)"
zomer_kade_legger.45,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (186265.14290000126 345457.6132999994, 186265.14559999853 345457.62110000104)"
zomer_kade_legger.46,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (184992.95540000126 344415.1882000007, 184992.91919999942 344415.1917000003, 184992.9107999988 344415.19249999896, 184992.88969999924 344415.194600001)"
zomer_kade_legger.47,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (183873.30359999835 344197.7023999989, 183876.5720999986 344193.97239999846, 183880.77270000055 344189.17880000174, 183882.25649999827 344187.4855000004, 183882.69189999998 344187.0119000003)"
zomer_kade_legger.48,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (184309.98180000111 343473.7547999993, 184309.98519999906 343473.7457000017)"
zomer_kade_legger.49,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (184358.57019999996 343341.2879000008, 184358.5714999996 343341.28379999846)"
zomer_kade_legger.50,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (184365.82990000024 343299.59219999984, 184365.83029999956 343299.58839999884)"
zomer_kade_legger.51,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (184394.870099999 343134.9255999997, 184394.8863000013 343134.90210000053)"
zomer_kade_legger.52,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (184440.49960000068 343063.808699999, 184440.50230000168 343063.804299999)"
zomer_kade_legger.53,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (184475.88679999858 342761.68730000034, 184475.88439999893 342761.6645000018)"
zomer_kade_legger.54,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (184389.29800000042 342346.97940000147, 184389.2963999994 342346.97129999846)"
zomer_kade_legger.55,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (182303.54949999973 337328.65839999914, 182303.60119999945 337328.51999999955)"
zomer_kade_legger.56,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (180316.002700001 331946.7393999994, 180316.0025999993 331946.7430999987)"
zomer_kade_legger.57,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (176729.56419999897 322936.40260000154, 176730.32299999893 322938.39649999887)"
zomer_kade_legger.58,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (176035.7873999998 319994.40129999816, 176037.3687000014 319996.3361000009, 176041.35940000042 320001.21880000085, 176048.625 320006.46880000085, 176055.89059999958 320011.6875, 176068.21880000085 320020.59380000085, 176085.48440000042 320033.0625, 176094.78130000085 320039.75, 176105.875 320047.78130000085, 176124.57809999958 320061.25, 176136.76559999958 320070.0625, 176145.0223999992 320076.0434000008, 176151.42720000073 320080.68279999867)"
zomer_kade_legger.59,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (176768.21299999952 318029.14090000093, 176768.3200000003 318027.7899999991, 176771.5417000018 317987.34849999845, 176772.76999999955 317971.9299999997, 176775.19790000096 317943.5192000009, 176778.37000000104 317906.3999999985, 176782.60179999843 317856.9156000018, 176784.37000000104 317836.23999999836, 176787.2745999992 317801.09230000153)"
zomer_kade_legger.79,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (186348.03130000085 346020.6653999984, 186347.61899999902 346028.5080000013, 186347.29340000078 346031.1796000004)"
zomer_kade_legger.80,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (186348.6939000003 345986.1182000004, 186349.0700000003 346000.91000000015, 186348.6939000003 346008.06340000033)"
zomer_kade_legger.60,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (176831.1700000018 316238.5700000003, 176834.4851000011 316253.15520000085, 176836.3845999986 316261.51249999925, 176840.20309999958 316278.3125, 176840.58040000126 316279.9968000017, 176843.77690000087 316294.2663999982, 176846.31489999965 316305.59640000015, 176850.23440000042 316323.09380000085, 176850.59899999946 316324.7534000017, 176853.59259999916 316338.37790000066, 176856.4563000016 316351.4114000015, 176856.53299999982 316351.7608000003, 176856.72049999982 316352.61389999837, 176858.45380000025 316360.5029999986, 176860.4375 316369.53130000085, 176860.79820000008 316371.20050000027, 176863.8110000007 316385.1425999999, 176866.3905000016 316397.0789999999, 176869.50840000063 316411.5073999986, 176870.77870000154 316417.38589999825, 176871.09380000085 316418.84380000085, 176871.54850000143 316420.9160999991, 176872.45930000022 316425.06700000167, 176875.65410000086 316439.6264999993, 176878.04690000042 316450.53130000085, 176878.4609999992 316452.60500000045, 176881.95309999958 316470.09380000085, 176883.7362000011 316477.92500000075, 176885.13659999892 316484.0753999986, 176888.96880000085 316500.90630000085)"
zomer_kade_legger.61,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (177083 310028.4200000018, 177079.25979999825 310033.6627999991, 177077.566300001 310036.0366999991)"
zomer_kade_legger.62,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (176726.0399999991 320144.49060000107, 176747.2573999986 320126.21240000054, 176763.79039999843 320110.506000001, 176776.3739 320097.00400000066, 176789.5084999986 320082.12420000136, 176802.9186999984 320065.77490000054, 176812.4710999988 320052.3647999987, 176823.6768000014 320036.0153999999, 176827.1499999985 320032.3500000015, 176828.98479999974 320029.3011999987, 176837.46020000055 320021.8427999988, 176847.67540000007 319999.81639999896, 176852.3713000007 319992.72309999913, 176863.45190000162 319975.9857000001, 176867.03009999916 319968.5053999983, 176868.68340000138 319964.92330000177, 176880.34840000048 319946.0020999983, 176892.2890000008 319925.15210000053, 176905.3317000009 319899.15850000083, 176914.70039999858 319879.4107000008, 176922.32400000095 319861.4998999983, 176930.31500000134 319841.7520999983)"
zomer_kade_legger.63,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (193238.08879999816 354941.5042999983, 193240.13949999958 354941.8519000001, 193254.92430000007 354944.3577999994, 193256.6046999991 354947.2072999999, 193261.48730000108 354955.48640000075, 193265.48209999874 354970.60979999974, 193269.47700000182 354987.7307000011, 193269.47700000182 354998.38170000166, 193269.47700000182 354999.1400000006, 193269.47700000182 355001.71269999817, 193269.18200000003 355003.693500001, 193269.13789999858 355003.9893000014, 193267.13500000164 355017.43780000135, 193265.48209999874 355028.53539999947, 193266.4814000018 355032.9609000012, 193269.47700000182 355046.2269000001, 193271.22899999842 355050.56870000064, 193275.40080000088 355060.9076000005, 193276.0399999991 355062.49170000106, 193276.5298999995 355063.3420000002, 193281.49920000136 355071.96609999985, 193284.82030000165 355077.7298000008, 193288.14139999822 355083.4935999997, 193290.3861999996 355087.3892999999, 193292.29740000144 355090.7061999999, 193296.9763999991 355098.82660000026, 193297.3136 355099.4118000008, 193298.05099999905 355100.69150000066, 193301.69319999963 355107.01249999925, 193305.33540000021 355113.3333999999, 193309.27279999852 355120.1667000018, 193312.03799999878 355124.9657000005, 193314.80319999903 355129.76469999924, 193320.26889999956 355139.25019999966, 193326.1865000017 355149.1710000001, 193332.5527999997 355159.8438999988, 193337.05710000172 355167.39510000125, 193337.0925000012 355167.4545999989, 193338.2382999994 355169.375500001, 193339.6724999994 355171.7798999995, 193349.08900000155 355183.7644999996, 193350.7190000005 355185.5152999982, 193356.57349999994 355191.8033999987, 193364.4978 355200.3145999983, 193368.66039999947 355205.6235000007, 193373.71290000156 355212.06720000133, 193378.45809999853 355218.1191000007, 193383.20329999924 355224.1710000001, 193384.18679999933 355225.4252000004, 193387.3962999992 355229.9754000008, 193393.47019999847 355238.5865000002, 193395.51309999824 355241.4827999994, 193403.4162000008 355252.68730000034, 193404.78970000148 355254.6345000006, 193406.7292000018 355257.3841999993, 193409.86470000073 355263.44619999826, 193411.00939999893 355265.6592000015, 193411.620099999 355267.1860000007, 193414.84910000116 355275.25840000063, 193416.14570000023 355278.4998999983, 193419.80779999867 355290.1730000004, 193420.71119999886 355293.05260000005, 193424.42080000043 355304.46649999917, 193427.32009999827 355310.1992999986, 193427.75290000066 355311.0549999997, 193431.47140000015 355318.4074999988, 193434.1228 355323.6499999985, 193434.23380000144 355323.8696999997, 193435.03090000153 355325.445700001, 193436.97610000148 355329.2917999998, 193440.08630000055 355334.30270000175, 193441.1977000013 355336.09329999983, 193442.11230000108 355337.5667999983, 193444.93840000033 355341.26729999855, 193451.7351000011 355350.1667999998, 193454.17309999838 355353.35909999907, 193454.1911999993 355353.38280000165, 193455.57869999856 355355.1997000016, 193463.8286000006 355366.0020000003, 193467.5432999991 355370.8660000004, 193472.14889999852 355376.89649999887, 193476.72630000114 355382.89020000026, 193483.1270999983 355391.2712999992, 193483.9525000006 355392.3520999998, 193489.14799999818 355399.1550000012, 193489.7217000015 355399.90619999915, 193490.02560000122 355400.30409999937, 193491.88320000097 355402.73640000075, 193493.7602000013 355405.19420000166, 193498.32279999927 355410.8975000009, 193503.4252000004 355417.27540000156, 193509.9800999984 355425.4690999985, 193515.5833999999 355432.4732000008, 193516.66209999844 355433.8214999996, 193516.7025000006 355433.8720000014, 193517.72940000147 355435.15569999814, 193521.44929999858 355439.72459999844, 193526.85190000013 355446.3605000004, 193531.54919999838 355452.12999999896, 193532.8947999999 355453.78269999847, 193543.9814000018 355467.3999999985, 193548.6101000011 355473.31870000064, 193549.09160000086 355473.9343000017, 193549.79030000046 355474.8277999982, 193556.40359999985 355483.2840999998, 193561.82829999924 355490.2206999995, 193569.16539999843 355499.6024999991, 193572.36690000072 355503.69619999826, 193578.7938000001 355511.91420000046, 193586.81450000033 355523.4382000007, 193592.29720000178 355531.3156000003, 193592.43100000173 355531.5078999996, 193593.30680000037 355532.76619999856, 193601.4037999995 355544.39979999885, 193602.42599999905 355545.8685000017, 193603.6191000007 355547.5826999992, 193606.65060000122 355551.78020000085, 193614.9620999992 355563.2884999998, 193618.45710000023 355568.127700001, 193624.73519999906 355575.82730000094, 193630.85009999946 355583.32660000026, 193633.58060000092 355586.6752999984, 193638.12799999863 355590.8729999997, 193644.65780000016 355596.90040000156, 193648.4186999984 355600.3720000014, 193651.18210000172 355602.7899999991, 193656.73910000175 355607.65239999816, 193656.94739999995 355607.8346000016, 193657.1816000007 355608.0395999998, 193657.24179999903 355608.09219999984, 193657.41589999944 355608.2446000017, 193659.13170000166 355609.7459000014, 193659.83260000125 355610.35920000076, 193666.8403000012 355615.28770000115, 193667.92119999975 355616.0478999987, 193685.79919999838 355628.62139999866, 193697.69570000097 355635.6510999985, 193704.69359999895 355639.7862999998, 193708.58449999988 355642.0854000002, 193710.9098000005 355643.4594999999, 193716.1612999998 355646.5689000003, 193718.68659999967 355648.064199999, 193728.56700000167 355653.9144000001, 193732.5962000005 355656.3000999987, 193744.29549999908 355662.29239999875, 193759.97879999876 355668.5658, 193762.84310000017 355669.7115000002, 193768.4536000006 355671.92170000076, 193773.7846999988 355674.0218000002, 193796.9400999993 355683.1435999982, 193800.50890000165 355684.54949999973, 193802.70270000026 355685.4721000008, 193802.7263999991 355685.48209999874, 193808.34490000084 355687.8449999988, 193808.92049999908 355688.0870999992, 193811.88039999828 355689.3319000006, 193815.12920000032 355690.6981999986, 193818.37790000066 355692.0645000003, 193820.0976999998 355692.7877999991, 193826.17330000177 355695.3429000005, 193831.0412000008 355697.39020000026, 193833.4362999983 355697.69729999825, 193838.2446999997 355698.3137000017, 193841.1041000001 355698.68030000106, 193842.16970000044 355698.8169, 193846.2050999999 355698.1660999991, 193851.0155000016 355697.39020000026, 193863.85610000044 355693.96599999815, 193920.53959999979 355671.4492999986, 193933.36499999836 355666.35449999943, 193933.55040000007 355666.2809000015, 193934.2362000011 355666.0084999986, 193940.52050000057 355663.51209999993, 193964.7760999985 355653.87689999864, 193966.7512000017 355653.09230000153, 193967.09860000014 355652.95430000126, 193971.35500000045 355651.2635000013, 193976.26680000126 355649.3123999983, 193992.6988000013 355642.78500000015, 194006.51060000062 355637.29839999974, 194019.84230000153 355632.0025999993, 194025.83659999818 355629.62139999866, 194029.07239999995 355628.3361000009, 194028.70199999958 355627.4028000012)"
zomer_kade_legger.64,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (185629.61279999837 346648.89180000126, 185640.4059999995 346648.21719999984, 185680.8803000003 346641.47150000185, 185710.5615000017 346634.0511999987, 185715.09899999946 346632.5991999991, 185744.2901000008 346623.2580999993, 185784.08989999816 346605.04459999874, 185831.30999999866 346582.7837000005, 185887.87590000033 346556.3863000013)"
zomer_kade_legger.65,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (183126.1737000011 341053.0309000015, 183126.1779000014 341053.0304999985)"
zomer_kade_legger.66,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (182887.84800000116 341034.1640999988, 182887.85689999908 341034.1667000018)"
zomer_kade_legger.67,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (181523.13650000095 338673.4215000011, 181523.13720000163 338673.42650000006)"
zomer_kade_legger.68,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (181506.85460000113 338543.7177999988, 181506.8561999984 338543.7239000015)"
zomer_kade_legger.69,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (151633.83199999854 422307.7226999998, 151628.93939999864 422308.4681000002, 151628.18549999967 422308.5828999989, 151620.05999999866 422309.82079999894, 151619.99379999936 422309.83089999855, 151616.94669999927 422310.29509999976, 151606.81549999863 422311.83850000054, 151599.19530000165 422312.999400001, 151591.5705000013 422314.16099999845, 151580.73149999976 422315.81230000034, 151575.7259999998 422316.5747999996, 151570.70050000027 422317.3403999992, 151560.65890000015 422318.8702000007, 151555.05920000002 422319.7232999988, 151551.5614 422320.25609999895, 151551.11679999903 422320.32389999926, 151547.6147999987 422320.8574000001, 151542.32829999924 422321.4679999985, 151539.1435999982 422321.8359000012, 151530.313000001 422322.8559000008, 151529.5199000016 422322.94750000164, 151519.04710000008 422324.1570999995, 151510.34580000117 422325.16220000014, 151502.88870000094 422326.0234999992, 151495.58940000087 422326.86659999937, 151494.73070000112 422326.9657999985, 151492.02279999852 422327.27859999985, 151481.66259999946 422328.4752999991, 151455.43290000036 422331.50499999896, 151450.57059999928 422332.0665999986, 151435.75169999897 422333.7782999985, 151432.01900000125 422334.1722000018, 151405.8524999991 422336.9332000017, 151382.71709999815 422339.374499999, 151353.97239999846 422342.4076000005, 151352.04050000012 422342.61140000075, 151329.24599999934 422345.01669999957, 151305.4721999988 422347.52529999986, 151302.06960000098 422347.88439999893, 151280.46049999818 422350.1645000018, 151227.58080000058 422355.74439999834, 151217.6895999983 422356.78810000047, 151198.13819999993 422358.95699999854, 151182.86290000007 422360.65150000155, 151134.39090000093 422366.02859999985, 151087.76249999925 422371.20120000094, 151084.33590000123 422371.5813000016, 151036.81749999896 422376.85269999877, 150997.50340000167 422381.21389999986, 150984.56280000135 422382.80490000173, 150975.24069999903 422383.95109999925, 150934.2637999989 422388.9891999997, 150888.42770000175 422394.62480000034, 150868.9299999997 422397.0221000016, 150839.8139999993 422400.6019000001, 150792.46979999915 422406.4228999987, 150781.565200001 422407.76359999925, 150769.58419999853 422409.0595000014, 150747.4026999995 422411.4585000016, 150701.06019999832 422416.4706999995, 150657.41970000044 422421.1906999983, 150650.69310000166 422421.9182000011, 150603.61140000075 422427.01040000096, 150581.91090000048 422429.3574000001, 150557.39919999987 422432.53489999846, 150552.2023999989 422433.2085000016, 150505.05029999837 422439.32090000063, 150498.19269999862 422440.20980000123, 150498.04690000042 422440.2287000008)"
