FID,datummutatie,naammuteerder,bron,status,genormeerd,rwsdienst,waterlichaam,opmerkingen,gdb_geomattr_data,shape
zomer_kade_legger.70,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (186105.20859999955 346384.1325000003, 186081.80799999833 346404.25, 186051.0639999993 346430.1719999984, 186019.5240000002 346455.58199999854, 185976.29800000042 346491.7289999984, 185933.30099999905 346525.9200000018, 185889.20899999887 346555.2329999991, 185887.87590000033 346556.3863000013)"
zomer_kade_legger.71,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (186298.0978000015 346243.628800001, 186295.09409999847 346251.6283)"
zomer_kade_legger.72,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (186317.88690000027 346192.30000000075, 186317.5159999989 346193.68200000003, 186314.05099999905 346202.34600000083, 186306.09299999848 346222.3359999992, 186300.47800000012 346237.28979999945)"
zomer_kade_legger.73,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (186318.86129999906 346188.6693999991, 186318.3205000013 346190.6843999997)"
zomer_kade_legger.74,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (186329.8739 346135.6801000014, 186328.00600000098 346144.50499999896, 186323.49799999967 346167.3110000007, 186320.00299999863 346184.4149999991, 186319.61019999906 346185.8786999993)"
zomer_kade_legger.81,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (186343.45169999823 345915.77959999815, 186346.10300000012 345938.79399999976, 186348.25400000066 345968.81599999964, 186348.34200000018 345972.2782000005)"
zomer_kade_legger.82,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (186340.36070000008 345890.40900000185, 186341.05799999833 345899.01999999955, 186341.69310000166 345902.51209999993)"
zomer_kade_legger.83,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (185826.5 344866.90630000085, 185825.98889999837 344868.44099999964, 185820.70309999958 344884.3125, 185822.5 344889, 185836.20309999958 344905.6875, 185858.29690000042 344933.3125, 185872.90630000085 344951.09380000085, 185896.40630000085 344975.8125, 185907.79690000042 344983.3125, 185931.79690000042 344990.5, 185941.59380000085 344997.3125, 185985.70309999958 345042.8125, 186038.09380000085 345099, 186067.29690000042 345130.1875, 186080.59380000085 345146.3125, 186108.29690000042 345188.3125, 186137.79690000042 345233.6875, 186158.09380000085 345265.1875, 186175.90630000085 345292.1875, 186178.90630000085 345296.6875, 186203.09380000085 345334, 186215.5 345352.8125, 186225.09380000085 345367.40630000085, 186240.59380000085 345394.59380000085, 186255.09380000085 345430.5, 186255.90630000085 345433.3125, 186258.5 345439, 186271.40630000085 345474.59380000085, 186283.5 345515.40630000085, 186292.29690000042 345561.1875, 186295.5 345579.1875, 186295.70309999958 345585.8125, 186296.40630000085 345607.09380000085, 186296.40630000085 345627.09380000085, 186298 345638.90630000085, 186300.09380000085 345646.90630000085, 186301.59380000085 345650.5, 186307.40630000085 345663.1875, 186311.59380000085 345676.59380000085, 186315.59380000085 345693.09380000085, 186318.79690000042 345718.09380000085, 186323 345748.59380000085, 186329.09380000085 345792.8125, 186334.79690000042 345834.1875, 186336.5 345847.5, 186336.90630000085 345849.3125, 186337.20309999958 345850.59380000085, 186340.29690000042 345873.59380000085, 186340.20309999958 345884.5, 186342.40630000085 345904.3125, 186343.79690000042 345921.1875, 186346.09380000085 345940.40630000085, 186348.59380000085 345977.5, 186348.59380000085 346014.1875, 186345.59380000085 346043.5, 186343.90630000085 346060.8125, 186343.59380000085 346063.09380000085, 186343.5 346067.40630000085, 186344.70309999958 346072.40630000085, 186340.70309999958 346092.09380000085, 186337.79690000042 346105.1875, 186328 346142.40630000085, 186318.70309999958 346190, 186304.20309999958 346226.09380000085, 186295.4112999998 346251.7890000008)"
zomer_kade_legger.84,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (183330.59380000085 340384.6875, 183332.39059999958 340384.03130000085)"
zomer_kade_legger.85,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (194493.8823999986 353619.8429999985, 194492 353621.1875, 194474.59380000085 353633.5, 194464.5 353640, 194451 353648.8125, 194433.29690000042 353660.8125, 194415.29690000042 353673.1875, 194402 353682.3125, 194385.29690000042 353694, 194373.20309999958 353702.09380000085, 194365 353706.59380000085, 194357 353710.40630000085, 194342.09380000085 353716.59380000085, 194316.09380000085 353727.59380000085, 194295.20309999958 353736.3125, 194269.70309999958 353747, 194235.09380000085 353761.5, 194205.79690000042 353774, 194183.09380000085 353783.40630000085, 194164.29690000042 353791.5, 194142.70309999958 353800.8125, 194128.90630000085 353806.8125, 194113.20309999958 353813.1875, 194100.5 353819.40630000085, 194088.79690000042 353827, 194080 353833.5, 194058.70309999958 353851.59380000085, 194043.40630000085 353864.8125, 194035.5 353872.90630000085, 194027.29690000042 353883.40630000085, 194016.20309999958 353896.40630000085, 194002.70309999958 353915.90630000085, 193993 353934, 193982.20309999958 353956.1875, 193971 353979.5, 193964.29690000042 353992.8125, 193954.59380000085 354009.5, 193946.79690000042 354018.40630000085, 193922.79690000042 354034.59380000085, 193917.29690000042 354038.1875, 193897.09380000085 354050.59380000085, 193863.5 354071.1875, 193823.90630000085 354093.40630000085, 193802.09380000085 354097.40630000085, 193788.90630000085 354097.90630000085, 193760.5 354098.40630000085, 193740.40630000085 354099.1875, 193724.20309999958 354101.59380000085, 193713.20309999958 354103.40630000085, 193677.29690000042 354109.6875, 193651.09380000085 354112.8125, 193629.90630000085 354113.8125, 193612.70309999958 354113.40630000085, 193612.5 354113.3125, 193598.5 354112.59380000085, 193580.70309999958 354112.3125, 193568.59380000085 354114.5, 193558.40630000085 354118.40630000085, 193536.5 354130.40630000085, 193504.5 354147.59380000085, 193475.59380000085 354163, 193445.59380000085 354179.59380000085, 193415.70309999958 354195.6875, 193393.40630000085 354205.59380000085, 193375.70309999958 354214.59380000085, 193358.5 354225.3125, 193344 354236.5, 193336.5 354243.90630000085, 193326.29690000042 354258, 193317 354274.8125, 193307.40630000085 354294.09380000085, 193296.59380000085 354312.3125, 193280.70309999958 354334.40630000085, 193271.09380000085 354348, 193265.70309999958 354358.40630000085, 193263.70309999958 354369.3125, 193264.70309999958 354381, 193268.40630000085 354405.09380000085, 193269.20309999958 354426.3125, 193269.70309999958 354440.1875, 193270.09380000085 354457.8125, 193270.79690000042 354480.59380000085, 193271.70309999958 354505.8125, 193272.20309999958 354522.5, 193273 354547.5, 193273.40630000085 354565.40630000085)"
zomer_kade_legger.86,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (205284.29690000042 371756.75, 205285.20309999958 371756.59380000085)"
zomer_kade_legger.87,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (205285.59380000085 371759.59380000085, 205284.6875 371759.6875)"
zomer_kade_legger.88,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (205284.6875 371759.6875, 205283.70309999958 371759.8125, 205283.29690000042 371756.90630000085, 205284.29690000042 371756.75)"
zomer_kade_legger.89,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (207115.20309999958 373943.65630000085, 207114.20309999958 373944.3125, 207112.79690000042 373942.1875)"
zomer_kade_legger.90,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (199656.80939999968 360408.30220000073, 199658.49870000035 360410.5313999988)"
zomer_kade_legger.91,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (186176.2199999988 346305.26999999955, 186176.2100000009 346305.2800000012, 186170.26000000164 346313.3500000015, 186169.2199999988 346314.75, 186164.3200000003 346321.3900000006, 186157.76000000164 346328.6799999997, 186151.5 346335.6499999985, 186143.6499999985 346344.37000000104, 186134.05000000075 346355.05999999866, 186130.8500000015 346358.6099999994, 186130.83999999985 346358.62000000104, 186119.87999999896 346369.6700000018, 186112.0799999982 346377.5300000012, 186107.3999999985 346382.25, 186105.2100000009 346384.12999999896)"
zomer_kade_legger.92,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (186176.2199999988 346305.26999999955, 186183.26000000164 346296.91000000015, 186190.73999999836 346288.0300000012, 186193.23000000045 346285.0700000003, 186200.23999999836 346275.25, 186207.80999999866 346264.6499999985, 186214.87000000104 346254.76999999955, 186222.76999999955 346243.30999999866, 186230.9299999997 346231.48000000045, 186249.6700000018 346241.23000000045, 186271.48999999836 346252.5799999982, 186285.6400000006 346256.7100000009, 186292.26999999955 346255.9299999997, 186293.6700000018 346254.44000000134, 186294.2899999991 346253.7800000012, 186295.08999999985 346251.62999999896)"
zomer_kade_legger.93,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (179719 330915.19999999925, 179720.87000000104 330924.69000000134)"
zomer_kade_legger.94,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (194493.96880000085 353619.78130000085, 194495.09910000116 353623.8110000007, 194495.72190000117 353626.03180000186)"
zomer_kade_legger.95,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (191918.79690000042 353856.59380000085, 191965.79690000042 353857.59380000085, 191967.59760000184 353857.86250000075)"
zomer_kade_legger.96,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (191588.5022 353839.98310000077, 191590.07869999856 353840.2991999984, 191614.08430000022 353845.1112000011, 191653.90630000085 353853.09380000085, 191693.11769999936 353860.88809999824, 191720.40630000085 353866.3125, 191757.90630000085 353868.59380000085, 191822.09380000085 353855.1875, 191852.20309999958 353853.3125, 191918.79690000042 353856.59380000085)"
zomer_kade_legger.97,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (192126.84319999814 354228.47619999945, 192126.08879999816 354228.8082000017)"
zomer_kade_legger.98,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (194372.18039999902 357071.36190000176, 194372.20439999923 357071.38439999893)"
zomer_kade_legger.99,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (194511.44319999963 357186.4140000008, 194372.75939999893 357070.65940000117, 194372.7338999994 357070.63809999824)"
zomer_kade_legger.112,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (187468.4503000006 350895.83089999855, 187475.0540000014 350895.3570000008, 187480.31700000167 350894.37900000066)"
zomer_kade_legger.113,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (188753.99700000137 352078.2989999987, 188743.3999999985 352096.2289999984, 188730.0089999996 352117.64400000125, 188724.83900000155 352126.1220000014)"
zomer_kade_legger.114,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (189754.18400000036 351603.54399999976, 189749.2259999998 351579.65199999884, 189745.05200000107 351564.41600000113, 189738.688000001 351540.70800000057, 189730.77600000054 351517.8139999993, 189720.20100000128 351488.29300000146, 189705.80000000075 351448.43499999866, 189692.21499999985 351417.35599999875, 189673.73800000176 351377.73800000176, 189653.03799999878 351338.20800000057, 189628.36199999973 351298.6550000012, 189613.56500000134 351278.2729999982, 189613.48110000044 351278.1638999991)"
zomer_kade_legger.115,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (185850.77930000052 344656.74439999834, 185823.92500000075 344590.82919999957)"
zomer_kade_legger.116,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (185850.77930000052 344656.74439999834, 185875.192400001 344705.5703999996, 185778.76089999825 344781.25090000033, 185825.98889999837 344868.44099999964, 185826.36630000174 344869.1378000006)"
zomer_kade_legger.100,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (194511.44319999963 357186.4140000008, 194511.8823999986 357186.7800000012, 194518.34580000117 357192.1662000008, 194524.0978000015 357196.76779999956, 194529.08320000023 357200.9862000011, 194560.08430000022 357227.39449999854, 194570.4987999983 357236.2659999989, 194583.53700000048 357248.92080000043, 194589.97879999876 357257.4600000009, 194600.02639999986 357270.77899999917, 194629.05640000105 357308.1644000001, 194738.1937999986 357405.55139999837, 194775.1614000015 357437.3203999996, 194783.77160000056 357444.71979999915, 194822.92300000042 357479.38699999824, 194824.18620000035 357480.50560000166, 194876.17339999974 357527.1515999995, 194913.8557999991 357561.7949000001, 194920.32699999958 357567.7441999987, 194961.10440000147 357602.92760000005, 194969.6435999982 357610.2954000011, 195007.38760000095 357644.83480000123, 195008.67610000074 357645.90569999814, 195049.94999999925 357680.20760000125, 195060.08700000122 357688.63219999894, 195093.1713999994 357717.6237999983, 195111.89600000158 357734.0320000015, 195150.2835999988 357767.9802000001, 195164.23939999938 357780.3220000006, 195209.8612000011 357821.8231999986, 195219.4312000014 357830.5287999995, 195257.65139999986 357863.7302000001, 195259.375 357865.41099999845, 195293.4114000015 357898.60020000115, 195330.26139999926 357936.17020000145, 195365.9114000015 357972.79019999877, 195395.81219999865 358004.6365999989, 195400.06819999963 358009.16959999874, 195404.0214000009 358013.3801999986, 195412.92440000176 358023.08900000155, 195440.04140000045 358052.6601999998, 195472.9913999997 358089.2302000001, 195488.1543999985 358106.9613999985, 195496.33359999955 358116.5262000002, 195504.87139999866 358126.5102000013, 195538.2413999997 358167.35020000115, 195567.7580000013 358203.1246000007, 195573.05139999837 358209.54019999877, 195606.62139999866 358249.5102000013, 195629.8414000012 358278.60020000115, 195650.92709999904 358307.1458999999, 195652.65139999986 358309.4802000001, 195674.1314000003 358338.7001999989, 195680.0678000003 358346.69900000095, 195698.4814000018 358371.5102000013, 195698.79630000144 358372.5395999998, 195707.54850000143 358401.1541999988, 195710.01029999927 358409.2027999982, 195710.2324000001 358409.9290000014, 195748.18320000172 358463.3702000007, 195757.4549999982 358476.42639999837, 195774.80220000073 358504.374400001, 195785.46040000021 358518.3403999992, 195802.75039999932 358540.996199999, 195818.1700000018 358565.08940000087, 195824.16259999946 358574.41120000184, 195844.19060000032 358605.56599999964, 195844.55700000003 358606.1799999997, 195879.84860000014 358665.31720000133, 195889.03379999846 358670.368999999, 195893.97700000182 358673.08779999986, 195899.12319999933 358675.9182000011, 195899.43340000138 358676.43400000036, 195920.24379999936 358711.03339999914, 195920.30139999837 358711.1301999986, 195929.91039999947 358728.28620000184, 195934.89039999992 358737.17760000005, 195935.2190000005 358737.76419999823, 195943.18140000105 358751.9802000001, 195963.71139999852 358788.60020000115, 195969.4814000018 358798.8801999986, 196001.06210000068 358859.1438000016, 196001.5214000009 358860.0201999992, 196028.11239999905 358912.3720000014, 196030.9913999997 358918.04019999877, 196040.39139999822 358937.0102000013, 196038.85779999942 358936.98640000075, 196033.59739999846 358936.90480000153, 195991.9012000002 358936.25769999996, 195934.28660000116 358935.36349999905, 195907.91120000184 358934.95419999957, 195894.3302000016 358934.8317999989, 195893.80040000007 358934.8269999996, 195889.7100000009 358934.79019999877, 195878.2487999983 358944.876600001, 195876.73999999836 358946.2045999989)"
zomer_kade_legger.101,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (194372.7338999994 357070.63809999824, 194372.81659999862 357070.5300000012)"
zomer_kade_legger.102,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (194372.18039999902 357071.36190000176, 194372.7338999994 357070.63809999824)"
zomer_kade_legger.103,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (194347.91000000015 357103.09600000083, 194372.18039999902 357071.36190000176)"
zomer_kade_legger.104,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (194347.9076000005 357103.09059999883, 194347.628800001 357103.36780000106, 194337.80999999866 357113.12999999896, 194328.08999999985 357119, 194315.2800000012 357123.16000000015, 194295.37000000104 357126.83999999985, 194253.80999999866 357134.58999999985, 194215.2800000012 357142, 194190.12999999896 357146.83999999985, 194167.62999999896 357153, 194148.3299999982 357162.5300000012, 194135.58999999985 357173.08999999985, 194124.8299999982 357185.9699999988, 194117.80999999866 357199.58999999985, 194114.3900000006 357217.91000000015, 194115.30000000075 357231.69000000134, 194120.26999999955 357249.25, 194114.01999999955 357265.37999999896, 194112.51700000092 357265.9129999988, 194098.23000000045 357270.98000000045, 194038.1400000006 357281.9699999988, 193950.8500000015 357302.75, 193734.76000000164 357311.69000000134, 193609.6799999997 357309.19999999925, 193564.08999999985 357308.7800000012, 193499.94999999925 357307.87999999896, 193471.48000000045 357307.01999999955, 193434.55260000005 357305.7595999986, 193431.9299999997 357305.6700000018, 193410.6799999997 357305.23999999836, 193383.8200000003 357304.7100000009, 193215.71139999852 357300.0421999991, 193094.68820000067 357155.99859999865, 193074.75820000097 357152.64759999886, 193073.87999999896 357152.5)"
zomer_kade_legger.105,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (188210.20149999857 353868.6130999997, 188203.21400000155 353875.37530000135)"
zomer_kade_legger.106,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (183878.18620000035 344194.6425999999, 183885.90630000085 344184.1876000017)"
zomer_kade_legger.107,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (183878.18620000035 344194.6425999999, 183869.16160000116 344205.0042000003, 183860.02540000156 344215.1429999992, 183847.32400000095 344226.95320000127, 183836.74659999833 344238.2564000003, 183835.95960000157 344239.09739999846, 183830.3887999989 344247.89919999987, 183821.92119999975 344259.15239999816, 183815.2362000011 344266.5058000013, 183812.52109999955 344271.7292000018, 183805.00279999897 344286.19299999997, 183803.53759999946 344289.0117999986, 183796.5214000009 344301.84120000154, 183795.73840000108 344303.2729999982, 183790.00890000165 344312.8222000003, 183786.04520000145 344319.4283999987, 183781.53759999946 344327.3321999982, 183777.91200000048 344333.6895999983, 183770.1035999991 344347.82919999957, 183765.5447999984 344356.0841999985, 183764.6873999983 344357.92280000076, 183757.24579999968 344373.881000001, 183755.51740000024 344377.58740000054, 183750.83900000155 344390.0412000008, 183747.60680000111 344398.64499999955, 183745.03189999983 344406.2377999984, 183743.26159999892 344411.4578000009, 183739.9486999996 344423.42920000106, 183738.35920000076 344429.1730000004, 183735.68519999832 344439.86879999936, 183735.43420000002 344441.48220000044, 183732.9726999998 344457.30680000037, 183732.56560000032 344459.92379999906, 183730.46090000123 344475.79679999873, 183729.8916000016 344480.08999999985, 183728.9395999983 344492.4657999985, 183728.44319999963 344498.9193999991, 183727.83830000088 344509.11740000173, 183727.66340000182 344512.06639999896, 183728.12700000033 344526.6460000016, 183728.66600000113 344543.59699999914, 183728.72190000117 344544.1196000017, 183730.4312000014 344560.10599999875, 183730.56019999832 344561.31219999865, 183734.14759999886 344578.2243999988, 183735.23959999904 344583.37260000035, 183738.09169999883 344595.8222000003, 183742.25879999995 344614.01199999824, 183746.06540000066 344630.7276000008, 183747.3839999996 344636.5179999992, 183749.7311999984 344644.78440000117, 183752.5089999996 344654.567400001, 183754.47140000015 344660.41099999845, 183757.52279999852 344669.4970000014, 183760.61169999838 344676.2142000012, 183764.54199999943 344684.76099999994, 183768.00919999927 344691.05139999837, 183772.34120000154 344698.9107999988, 183779.42870000005 344709.0938999988, 183782.03440000117 344712.83779999986, 183788.79419999942 344721.7045999989, 183790.61340000108 344724.0907999985, 183800.0036999993 344734.9417999983, 183800.64079999924 344735.6779999994, 183807.5485999994 344743.0315999985, 183809.66640000045 344741.66120000184, 183811.08080000058 344740.74599999934, 183811.33659999818 344740.58040000126, 183814.90199999884 344739.3548000008, 183831.50299999863 344742.0287999995, 183838.52219999954 344742.6972000003, 183845.6950000003 344742.04520000145, 183845.87559999898 344742.0287999995, 183847.67020000145 344742.1284000017)"
zomer_kade_legger.108,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (191170.0626000017 353708.90630000085, 191170.23000000045 353708.6176000014, 191174.5454000011 353701.17819999903, 191174.70320000127 353700.90630000085)"
zomer_kade_legger.109,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (189613.56500000134 351278.2729999982, 189613.48110000044 351278.1638999991, 189593.47199999914 351252.15100000054, 189575.64809999987 351228.2991999984, 189569.9968000017 351221.3306999989, 189560.87409999967 351212.4545000009, 189551.0117000006 351203.08520000055, 189544.9998999983 351198.67269999906, 189543.31500000134 351197.54399999976, 189539.813000001 351194.75499999896)"
zomer_kade_legger.110,2014-10-13T00:00:00,Fugro,Deltares: baselinemodel maas_j09_5/DLB: aangeleverd,Vastgesteld,0,ZN,Maas,,,"LINESTRING (187492.06789999828 350885.75719999894, 187480.31700000167 350894.37900000066, 187476.3289999999 350900.2410000004, 187478.0549999997 350903.7650000006, 187480.3139999993 350907.1070000008, 187487.70600000024 350917.2179999985, 187501.80900000036 350939.9549999982, 187513.22100000083 350958.7320000008, 187514.0089999996 350959.9450000003, 187515.1640000008 350961.7250000015, 187528.11899999902 350981.51000000164, 187543.98200000077 351003.3040000014, 187562.36300000176 351027.43299999833, 187577.63100000098 351047.73900000006, 187590.87200000137 351062.57400000095, 187604.25499999896 351073.7039999999, 187620.09699999914 351083.8590000011, 187644.88699999824 351098.9279999994, 187668.99700000137 351113.48900000006, 187694.94999999925 351128.7829999998, 187725.94900000095 351147.26900000125, 187732.4200000018 351151.2529999986, 187754.27699999884 351165.05900000036, 187774.84899999946 351178.07400000095, 187796.3909999989 351191.19999999925, 187814.89299999923 351202.27699999884, 187830.0700000003 351212.5769999996, 187843.47300000116 351224.3269999996, 187857.24799999967 351238.3139999993, 187871.42300000042 351253.58999999985, 187884.07200000063 351263.55000000075, 187898.3839999996 351272.1579999998, 187919.11100000143 351283.27800000086, 187936.69000000134 351292.9539999999, 187937.8830000013 351293.7340000011, 187950.23999999836 351300.60599999875, 187968.26000000164 351310.8420000002, 187987.49399999902 351320.13699999824, 188010.78400000185 351330.6240000017, 188029.2190000005 351338.45600000024, 188058.10599999875 351351.0229999982, 188083.18400000036 351361.3029999994, 188105.75699999928 351370.3040000014, 188138.76700000092 351383.3260000013, 188171.31899999827 351395.26900000125, 188213.82400000095 351408.1730000004, 188230.7250000015 351412.32499999925, 188258.76099999994 351418.19299999997, 188281.24500000104 351422.6550000012, 188300.7259999998 351425.99500000104, 188320.02899999917 351428.6719999984, 188339.2190000005 351431.3269999996, 188361.60500000045 351434.12000000104, 188385.51700000092 351436.76300000027, 188404.14400000125 351438.4620000012, 188422.3990000002 351439.7280000001, 188441.8599999994 351440.4600000009, 188459.37200000137 351440.0940000005, 188476.00200000033 351439.7419999987, 188492.54399999976 351438.84800000116, 188510.4059999995 351436.6090000011, 188527.63699999824 351434.563000001, 188547.86800000072 351431.26099999994, 188563.94399999827 351428.8229999989, 188583.62799999863 351426.1319999993, 188603.40100000054 351422.9299999997, 188625.77600000054 351418.66899999976, 188646.93299999833 351414.19999999925)"
