OBJECTID,SIGMA_ID,REF_FUNC_SPOORTAK_NAAM_LANG,KANTCODE,M_SIGMATRAJECT_BEGIN,M_SIGMATRAJECT_EIND,PUBLICATIEDATUM,DATUM_GOEDGEKEURD,ELEMENT_TYPE,ELEMENT_LENGTE,VERKANTING_BEGIN,VERKANTING_EIND,HELLING,VOLGNUMMER,LENGTE_TOTAAL_SIGMATRAJECT,BEIDE_EINDEN_GELIJK,POSITIONELE_NAUWKEURIGHEID_MM,REF_FUNCTIONELE_SPOORTAK_PUIC,SIGMATRAJECT_GUID,REF_WISSEL_KRUISING_PUIC,Shape__Length
261,350390,009_5AV_114.1,,12451.624421,12531.624421,2021/10/29 14:31:20+00,2019/07/19 02:00:00+00,Helling,80,-55,0,0.6875,12,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,79.9999069769112
262,350391,009_5AV_114.1,,12531.624421,12619.834053,2021/10/29 14:31:20+00,2019/07/19 02:00:00+00,Constant,88.209632,0,0,0,13,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,,88.2096939788933
263,350392,009_5AV_114.1,V,12619.834053,12623.634053,2021/10/29 14:31:20+00,2019/07/19 02:00:00+00,Constant,3.8,0,0,0,14,12623.634053,Ja,10,86636fde-0724-4578-b747-5f4015fd0446,8e7837d8-4360-49da-9e80-93462c85d3a3,50e26572-683e-442c-bd2d-a30a713b493f,3.79999284922867
264,350393,009_83AR_137.6,R,0,28.7766995,2021/10/29 14:31:21+00,2019/07/24 02:00:00+00,Constant,28.7766995,0,0,0,0,57.553399,Ja,10,be851ada-8b3a-4e43-8f75-426722a07537,926785a6-3c44-43c5-885b-58951cf9dc33,a1051e24-de13-4a29-8986-5adfec708e0c,28.7765583483608
265,350394,009_83AR_137.6,R,28.7766995,57.553399,2021/10/29 14:31:21+00,2019/07/24 02:00:00+00,Constant,28.7766995,0,0,0,1,57.553399,Ja,10,be851ada-8b3a-4e43-8f75-426722a07537,926785a6-3c44-43c5-885b-58951cf9dc33,305bafb3-81fc-4e96-8cdd-4ff73f15230f,28.7767923143036
266,350395,009_101V_138.5,V,0,3.8,2021/10/29 14:31:21+00,2019/07/24 02:00:00+00,Constant,3.8,0,0,0,0,8.739543,Ja,10,7b791248-4809-4032-9dfc-a6fc9a3c3532,9362bf9a-7200-4167-9f37-27cee4bd5bb2,5cab99f4-1bdd-4a3f-a8ef-96025843027a,3.79990088951384
267,350396,009_101V_138.5,,3.8,4.939543,2021/10/29 14:31:21+00,2019/07/24 02:00:00+00,Constant,1.139543,0,0,0,1,8.739543,Ja,10,7b791248-4809-4032-9dfc-a6fc9a3c3532,9362bf9a-7200-4167-9f37-27cee4bd5bb2,,1.13959650754116
268,350397,009_101V_138.5,V,4.939543,8.739543,2021/10/29 14:31:21+00,2019/07/24 02:00:00+00,Constant,3.8,0,0,0,2,8.739543,Ja,10,7b791248-4809-4032-9dfc-a6fc9a3c3532,9362bf9a-7200-4167-9f37-27cee4bd5bb2,65f8df4f-f020-4286-87e3-83b46aa7556b,3.79998307901265
269,350398,009_25AV_165.8,V,0,1.23473,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Constant,1.23473,0,0,0,0,16471.636407,Ja,10,7bdcc978-b0c1-4bd7-9191-9975a6b5473e,94866e03-5424-489f-8075-92b619823244,288e7688-0d8f-4fac-a61e-c615dcb5eb62,1.23471123936553
270,350399,009_25AV_165.8,V,1.23473,3.8,2021/10/29 14:31:23+00,2019/07/25 02:00:00+00,Helling,2.56527,0,-3.07832277,-1.19999952,1,16471.636407,Ja,10,7bdcc978-b0c1-4bd7-9191-9975a6b5473e,94866e03-5424-489f-8075-92b619823244,288e7688-0d8f-4fac-a61e-c615dcb5eb62,2.56530236034663
271,350400,009_25AV_165.8,,3.8,101.23477,2021/10/29 14:31:23+00,2019/07/25 02:00:00+00,Helling,97.43477,-3.07832277,-120,-1.19999952,2,16471.636407,Ja,10,7bdcc978-b0c1-4bd7-9191-9975a6b5473e,94866e03-5424-489f-8075-92b619823244,,97.4347610158044
272,350401,009_25AV_165.8,,101.23477,701.43441,2021/10/29 14:31:23+00,2019/07/25 02:00:00+00,Constant,600.19964,-120,-120,0,3,16471.636407,Ja,10,7bdcc978-b0c1-4bd7-9191-9975a6b5473e,94866e03-5424-489f-8075-92b619823244,,600.199519154544
273,350402,009_25AV_165.8,,701.43441,811.43441,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Helling,110,-120,0,1.09090909,4,16471.636407,Ja,10,7bdcc978-b0c1-4bd7-9191-9975a6b5473e,94866e03-5424-489f-8075-92b619823244,,110.00002979751
274,350403,009_25AV_165.8,,811.43441,2073.79142,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Constant,1262.35701,0,0,0,5,16471.636407,Ja,10,7bdcc978-b0c1-4bd7-9191-9975a6b5473e,94866e03-5424-489f-8075-92b619823244,,1262.35705454769
275,350404,009_25AV_165.8,,2073.79142,2157.79142,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Helling,84,0,60,0.71428571,6,16471.636407,Ja,10,7bdcc978-b0c1-4bd7-9191-9975a6b5473e,94866e03-5424-489f-8075-92b619823244,,83.9999443180433
276,350405,009_25AV_165.8,,2157.79142,2219.76627,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Constant,61.97485,60,60,0,7,16471.636407,Ja,10,7bdcc978-b0c1-4bd7-9191-9975a6b5473e,94866e03-5424-489f-8075-92b619823244,,61.9748919093974
277,350406,009_25AV_165.8,,2219.76627,2303.76627,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Helling,84,60,0,-0.71428571,8,16471.636407,Ja,10,7bdcc978-b0c1-4bd7-9191-9975a6b5473e,94866e03-5424-489f-8075-92b619823244,,83.9999111785509
278,350407,009_25AV_165.8,,2303.76627,5948.54364,2021/10/29 14:31:23+00,2019/07/24 12:15:15+00,Constant,3644.77737,0,0,0,9,16471.636407,Ja,10,7bdcc978-b0c1-4bd7-9191-9975a6b5473e,94866e03-5424-489f-8075-92b619823244,,3644.77740218653
279,350408,009_25AV_165.8,,5948.54364,5978.54364,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Helling,30,0,-20,-0.66666667,10,16471.636407,Ja,10,7bdcc978-b0c1-4bd7-9191-9975a6b5473e,94866e03-5424-489f-8075-92b619823244,,30.0000011191184
280,350409,009_25AV_165.8,,5978.54364,6031.646276,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Constant,53.102636,-20,-20,0,11,16471.636407,Ja,10,7bdcc978-b0c1-4bd7-9191-9975a6b5473e,94866e03-5424-489f-8075-92b619823244,,53.1026612987369
281,350410,009_25AV_165.8,,6031.646276,6091.646276,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Helling,60,-20,20,0.66666667,12,16471.636407,Ja,10,7bdcc978-b0c1-4bd7-9191-9975a6b5473e,94866e03-5424-489f-8075-92b619823244,,59.9999397360156
282,350411,009_25AV_165.8,,6091.646276,6153.847981,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Constant,62.201705,20,20,0,13,16471.636407,Ja,10,7bdcc978-b0c1-4bd7-9191-9975a6b5473e,94866e03-5424-489f-8075-92b619823244,,62.2017239827031
283,350412,009_25AV_165.8,,6153.847981,6183.847981,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Helling,30,20,0,-0.66666667,14,16471.636407,Ja,10,7bdcc978-b0c1-4bd7-9191-9975a6b5473e,94866e03-5424-489f-8075-92b619823244,,29.9999744703283
284,350413,009_25AV_165.8,,6183.847981,6577.806479,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Constant,393.958498,0,0,0,15,16471.636407,Ja,10,7bdcc978-b0c1-4bd7-9191-9975a6b5473e,94866e03-5424-489f-8075-92b619823244,,393.958516102762
285,350414,009_25AV_165.8,,6577.806479,6607.806479,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Helling,30,0,20,0.66666667,16,16471.636407,Ja,10,7bdcc978-b0c1-4bd7-9191-9975a6b5473e,94866e03-5424-489f-8075-92b619823244,,29.9999864206149
286,350415,009_25AV_165.8,,6607.806479,6688.592551,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Constant,80.786072,20,20,0,17,16471.636407,Ja,10,7bdcc978-b0c1-4bd7-9191-9975a6b5473e,94866e03-5424-489f-8075-92b619823244,,80.7860573733571
287,350416,009_25AV_165.8,,6688.592551,6748.592551,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Helling,60,20,-20,-0.66666667,18,16471.636407,Ja,10,7bdcc978-b0c1-4bd7-9191-9975a6b5473e,94866e03-5424-489f-8075-92b619823244,,60.0000692862491
288,350417,009_25AV_165.8,,6748.592551,6781.242472,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Constant,32.649921,-20,-20,0,19,16471.636407,Ja,10,7bdcc978-b0c1-4bd7-9191-9975a6b5473e,94866e03-5424-489f-8075-92b619823244,,32.649935373106
289,350418,009_25AV_165.8,,6781.242472,6816.942472,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Helling,35.7,-20,0,0.56022409,20,16471.636407,Ja,10,7bdcc978-b0c1-4bd7-9191-9975a6b5473e,94866e03-5424-489f-8075-92b619823244,,35.700014305729
290,350419,009_25AV_165.8,,6816.942472,16467.836407,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Constant,9650.893935,0,0,0,21,16471.636407,Ja,10,7bdcc978-b0c1-4bd7-9191-9975a6b5473e,94866e03-5424-489f-8075-92b619823244,,9650.8937916135
291,350420,009_25AV_165.8,V,16467.836407,16471.636407,2021/10/29 14:31:23+00,2019/07/17 02:00:00+00,Constant,3.8,0,0,0,22,16471.636407,Ja,10,7bdcc978-b0c1-4bd7-9191-9975a6b5473e,94866e03-5424-489f-8075-92b619823244,4ec35e8e-ac1a-40a5-8f93-39559d1f4b27,3.79999664360111
292,350421,009_105BV_138.8,V,0,5.075,2021/10/29 14:31:24+00,2019/07/24 02:00:00+00,Constant,5.075,0,0,0,0,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,65ace3c5-fbf2-45d6-964d-e74b7ae4d8dd,5.07503531527539
293,350422,009_105BV_138.8,,5.075,801.350439,2021/10/29 14:31:24+00,2019/10/29 14:47:37+00,Constant,796.275439,0,0,0,1,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,796.275382270089
294,350423,009_105BV_138.8,,801.350439,903.150439,2021/10/29 14:31:24+00,2019/07/15 02:00:00+00,Helling,101.8,0,-90,-0.88408644,2,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,101.800045415215
295,350424,009_105BV_138.8,,903.150439,949.969474,2021/10/29 14:31:24+00,2019/07/15 02:00:00+00,Constant,46.819035,-90,-90,0,3,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,46.8190628223965
296,350425,009_105BV_138.8,,949.969474,1051.769474,2021/10/29 14:31:24+00,2019/07/15 02:00:00+00,Helling,101.8,-90,0,0.88408644,4,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,101.799926362562
297,350426,009_105BV_138.8,,1051.769474,4242.413405,2021/10/29 14:31:24+00,2019/07/15 02:00:00+00,Constant,3190.643931,0,0,0,5,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,3190.64391135199
298,350427,009_105BV_138.8,,4242.413405,4352.413405,2021/10/29 14:31:24+00,2019/07/15 02:00:00+00,Helling,110,0,85,0.77272727,6,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,110.000024858379
299,350428,009_105BV_138.8,,4352.413405,4790.172067,2021/10/29 14:31:24+00,2019/07/15 02:00:00+00,Constant,437.758662,85,85,0,7,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,437.758646939638
300,350429,009_105BV_138.8,,4790.172067,4890.972067,2021/10/29 14:31:24+00,2019/07/15 02:00:00+00,Helling,100.8,85,0,-0.84325397,8,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,100.800026994846
301,350430,009_105BV_138.8,,4890.972067,9453.262301,2021/10/29 14:31:24+00,2019/07/15 02:00:00+00,Constant,4562.290234,0,0,0,9,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,4562.29016479871
302,350431,009_105BV_138.8,V,9453.262301,9457.062301,2021/10/29 14:31:24+00,2019/07/17 02:00:00+00,Constant,3.8,0,0,0,10,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,5e16ab45-b799-48ff-80f1-b72fd6f7a51a,3.80008626407613
303,350435,009_25AL_165.8,L,0,28.62170406,2021/10/29 14:31:25+00,2019/07/15 02:00:00+00,Constant,28.62170406,0,0,0,0,46.72899948,Ja,10,19d442bf-163c-408a-bb39-911760ea839e,a8ea8347-7fcb-4a13-889d-4b2802233da6,288e7688-0d8f-4fac-a61e-c615dcb5eb62,28.621634511057
304,350436,009_25AL_165.8,Q,28.62170406,46.72899948,2021/10/29 14:31:25+00,2019/07/15 10:57:03+00,Constant,18.10729542,0,0,0,1,46.72899948,Ja,10,19d442bf-163c-408a-bb39-911760ea839e,a8ea8347-7fcb-4a13-889d-4b2802233da6,02c331bb-dd2e-4702-9398-e3f44d6f79c7,18.1073104054783
305,350437,009_25BS_165.9,S,0,25.99,2021/10/29 14:31:27+00,2019/07/15 02:00:00+00,Constant,25.99,0,0,0,0,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,02c331bb-dd2e-4702-9398-e3f44d6f79c7,25.9899711958813
306,350438,009_25BS_165.9,,25.99,40.10595,2021/10/29 14:31:27+00,2019/07/15 02:00:00+00,Constant,14.11595,0,0,0,1,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,14.1159932735886
307,350439,009_25BS_165.9,,40.10595,100.10595,2021/10/29 14:31:27+00,2019/07/25 02:00:00+00,Helling,60,0,-60,-1,2,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,59.9999532588645
308,350440,009_25BS_165.9,,100.10595,155.49775,2021/10/29 14:31:27+00,2019/07/25 02:00:00+00,Helling,55.3918,-60,-120,-1.08319282,3,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,55.3918357574736
309,350441,009_25BS_165.9,,155.49775,738.34544,2021/10/29 14:31:27+00,2019/07/15 02:00:00+00,Constant,582.84769,-120,-120,0,4,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,582.847632999793
310,350442,009_25BS_165.9,,738.34544,876.34544,2021/10/29 14:31:27+00,2019/07/15 02:00:00+00,Helling,138,-120,0,0.86956522,5,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,137.999953739663
311,350443,009_25BS_165.9,,876.34544,2121.32261,2021/10/29 14:31:27+00,2019/07/15 02:00:00+00,Constant,1244.97717,0,0,0,6,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,1244.97721048801
312,350444,009_25BS_165.9,,2121.32261,2211.32261,2021/10/29 14:31:27+00,2019/07/15 02:00:00+00,Helling,90,0,60,0.66666667,7,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,89.9999652453857
313,350445,009_25BS_165.9,,2211.32261,2274.53906,2021/10/29 14:31:27+00,2019/07/15 02:00:00+00,Constant,63.21645,60,60,0,8,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,63.2164387037163
314,350446,009_25BS_165.9,,2274.53906,2358.53906,2021/10/29 14:31:27+00,2019/07/15 02:00:00+00,Helling,84,60,0,-0.71428571,9,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,83.9999712042515
315,350447,009_25BS_165.9,,2358.53906,5843.417944,2021/10/29 14:31:27+00,2019/07/15 02:00:00+00,Constant,3484.878884,0,0,0,10,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,3484.87894450043
316,350448,009_25BS_165.9,,5843.417944,5879.417944,2021/10/29 14:31:27+00,2019/07/15 02:00:00+00,Helling,36,0,-20,-0.55555556,11,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,35.9999635925338
317,350449,009_25BS_165.9,,5879.417944,6046.713195,2021/10/29 14:31:27+00,2019/07/15 02:00:00+00,Constant,167.295251,-20,-20,0,12,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,167.295301080792
318,350450,009_25BS_165.9,,6046.713195,6082.713195,2021/10/29 14:31:27+00,2019/07/15 02:00:00+00,Helling,36,-20,0,0.55555556,13,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,35.9999812131277
319,350451,009_25BS_165.9,,6082.713195,6767.491126,2021/10/29 14:31:27+00,2019/07/15 02:00:00+00,Constant,684.777931,0,0,0,14,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,684.777923877909
320,350452,009_25BS_165.9,,6767.491126,6809.491126,2021/10/29 14:31:27+00,2019/07/15 02:00:00+00,Helling,42,0,30,0.71428571,15,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,42.0000194890263
321,350453,009_25BS_165.9,,6809.491126,6839.45101,2021/10/29 14:31:27+00,2019/07/15 02:00:00+00,Constant,29.959884,30,30,0,16,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,29.9598277046579
322,350454,009_25BS_165.9,,6839.45101,6881.45101,2021/10/29 14:31:27+00,2019/07/15 02:00:00+00,Helling,42,30,0,-0.71428571,17,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,42.0000566606806
323,350455,009_25BS_165.9,,6881.45101,16544.15697,2021/10/29 14:31:27+00,2019/07/15 02:00:00+00,Constant,9662.70596,0,0,0,18,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,9662.70593002966
324,350456,009_25BS_165.9,L,16544.15697,16580.72697,2021/10/29 14:31:27+00,2019/07/17 02:00:00+00,Constant,36.57,0,0,0,19,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,52913c02-850f-47eb-bcf1-7ff02c7239b4,36.5700091952319
325,350457,009_35BV_115.3,V,0,1.43404,2021/10/29 14:31:28+00,2019/08/29 02:00:00+00,Constant,1.43404,0,0,0,0,11407.070958,Ja,10,704f451a-a482-49ff-90a5-59b59de58e36,aa93bf22-774e-46d5-9c96-381baf0ef889,2ce2626f-9d02-405f-aea5-ecbc7243c37e,1.43404369032281
326,350458,009_35BV_115.3,V,1.43404,5.07499,2021/10/29 14:31:28+00,2019/08/29 02:00:00+00,Helling,3.64095,0,4.06929706,1.11764706,1,11407.070958,Ja,10,704f451a-a482-49ff-90a5-59b59de58e36,aa93bf22-774e-46d5-9c96-381baf0ef889,2ce2626f-9d02-405f-aea5-ecbc7243c37e,3.64096001076639
327,350459,009_35BV_115.3,,5.07499,86.43403,2021/10/29 14:31:28+00,2019/08/29 02:00:00+00,Helling,81.35904,4.06929706,94.99998882,1.11764706,2,11407.070958,Ja,10,704f451a-a482-49ff-90a5-59b59de58e36,aa93bf22-774e-46d5-9c96-381baf0ef889,,81.3589989598107
328,350460,009_35BV_115.3,,86.43403,186.53281,2021/10/29 14:31:28+00,2019/08/29 02:00:00+00,Constant,100.09878,95,95,0,3,11407.070958,Ja,10,704f451a-a482-49ff-90a5-59b59de58e36,aa93bf22-774e-46d5-9c96-381baf0ef889,,100.098832468882
329,350461,009_35BV_115.3,,186.53281,274.0328,2021/10/29 14:31:28+00,2019/07/22 02:00:00+00,Helling,87.49999,95,1.086e-05,-1.08571429,4,11407.070958,Ja,10,704f451a-a482-49ff-90a5-59b59de58e36,aa93bf22-774e-46d5-9c96-381baf0ef889,,87.4999542964719
330,350462,009_35BV_115.3,,274.0328,3145.39357,2021/10/29 14:31:28+00,2019/10/29 15:30:15+00,Constant,2871.36077,0,0,0,5,11407.070958,Ja,10,704f451a-a482-49ff-90a5-59b59de58e36,aa93bf22-774e-46d5-9c96-381baf0ef889,,2871.36092068178
331,350463,009_35BV_115.3,,3145.39357,3235.39356,2021/10/29 14:31:28+00,2019/07/22 02:00:00+00,Helling,89.99999,0,69.99999222,0.77777778,6,11407.070958,Ja,10,704f451a-a482-49ff-90a5-59b59de58e36,aa93bf22-774e-46d5-9c96-381baf0ef889,,90.0000148831549
332,350464,009_35BV_115.3,,3235.39356,3459.52022,2021/10/29 14:31:28+00,2019/07/22 02:00:00+00,Constant,224.12666,70,70,0,7,11407.070958,Ja,10,704f451a-a482-49ff-90a5-59b59de58e36,aa93bf22-774e-46d5-9c96-381baf0ef889,,224.126578548363
333,350465,009_35BV_115.3,,3459.52022,3554.52021,2021/10/29 14:31:28+00,2019/07/22 02:00:00+00,Helling,94.99999,70,7.37e-06,-0.73684211,8,11407.070958,Ja,10,704f451a-a482-49ff-90a5-59b59de58e36,aa93bf22-774e-46d5-9c96-381baf0ef889,,95.0000424789645
334,350466,009_35BV_115.3,,3554.52021,6765.38219,2021/10/29 14:31:28+00,2019/07/22 02:00:00+00,Constant,3210.86198,0,0,0,9,11407.070958,Ja,10,704f451a-a482-49ff-90a5-59b59de58e36,aa93bf22-774e-46d5-9c96-381baf0ef889,,3210.86204571328
335,350467,009_35BV_115.3,,6765.38219,6845.38218,2021/10/29 14:31:28+00,2019/07/22 02:00:00+00,Helling,79.99999,0,-54.99999312,-0.6875,10,11407.070958,Ja,10,704f451a-a482-49ff-90a5-59b59de58e36,aa93bf22-774e-46d5-9c96-381baf0ef889,,79.999994717341
336,350468,009_35BV_115.3,,6845.38218,7032.37939,2021/10/29 14:31:28+00,2019/07/22 02:00:00+00,Constant,186.99721,-55,-55,0,11,11407.070958,Ja,10,704f451a-a482-49ff-90a5-59b59de58e36,aa93bf22-774e-46d5-9c96-381baf0ef889,,186.99718141153
337,350469,009_35BV_115.3,,7032.37939,7112.37938,2021/10/29 14:31:28+00,2019/07/22 02:00:00+00,Helling,79.99999,-55,-6.88e-06,0.6875,12,11407.070958,Ja,10,704f451a-a482-49ff-90a5-59b59de58e36,aa93bf22-774e-46d5-9c96-381baf0ef889,,80.000068199574
338,350470,009_35BV_115.3,,7112.37938,11403.270688,2021/10/29 14:31:28+00,2019/07/24 12:03:14+00,Constant,4290.891308,0,0,0,13,11407.070958,Ja,10,704f451a-a482-49ff-90a5-59b59de58e36,aa93bf22-774e-46d5-9c96-381baf0ef889,,4290.89133463168
339,350471,009_35BV_115.3,V,11403.270688,11407.070688,2021/10/29 14:31:28+00,2019/07/23 02:00:00+00,Constant,3.8,0,0,0,14,11407.070958,Ja,10,704f451a-a482-49ff-90a5-59b59de58e36,aa93bf22-774e-46d5-9c96-381baf0ef889,27172c85-7cc9-4e9a-9229-eeeccabd4b1c,3.79994036275441
340,350472,009_17L_114.6,L,0,36.54746,2021/10/29 14:31:29+00,2019/07/22 02:00:00+00,Constant,36.54746,0,0,0,0,680.94519,Ja,10,b222fdfc-c80f-4f18-ab28-fd1b5791f790,ba5013df-ed85-4cf0-a81c-1e935f40dfdc,8932ad9a-3ba3-4b34-a216-264701efbaf5,36.5474371533776
341,350473,009_17L_114.6,,36.54746,329.56332,2021/10/29 14:31:29+00,2019/07/22 02:00:00+00,Constant,293.01586,0,0,0,1,680.94519,Ja,10,b222fdfc-c80f-4f18-ab28-fd1b5791f790,ba5013df-ed85-4cf0-a81c-1e935f40dfdc,,293.015826790237
342,350474,009_17L_114.6,,329.56332,369.56332,2021/10/29 14:31:29+00,2019/07/22 02:00:00+00,Helling,40,0,60,1.5,2,680.94519,Ja,10,b222fdfc-c80f-4f18-ab28-fd1b5791f790,ba5013df-ed85-4cf0-a81c-1e935f40dfdc,,40.0000126608497
343,350475,009_17L_114.6,,369.56332,514.64185,2021/10/29 14:31:29+00,2019/07/22 02:00:00+00,Constant,145.07853,60,60,0,3,680.94519,Ja,10,b222fdfc-c80f-4f18-ab28-fd1b5791f790,ba5013df-ed85-4cf0-a81c-1e935f40dfdc,,145.078481883509
344,350476,009_17L_114.6,,514.64185,559.64185,2021/10/29 14:31:29+00,2019/08/29 02:00:00+00,Helling,45,60,0,-1.33333333,4,680.94519,Ja,10,b222fdfc-c80f-4f18-ab28-fd1b5791f790,ba5013df-ed85-4cf0-a81c-1e935f40dfdc,,44.9999604884836
345,350477,009_17L_114.6,,559.64185,646.79384,2021/10/29 14:31:29+00,2019/08/29 02:00:00+00,Constant,87.15199,0,0,0,5,680.94519,Ja,10,b222fdfc-c80f-4f18-ab28-fd1b5791f790,ba5013df-ed85-4cf0-a81c-1e935f40dfdc,,87.1520368119605
346,350478,009_17L_114.6,R,646.79384,680.94519,2021/10/29 14:31:29+00,2019/08/29 02:00:00+00,Constant,34.15135,0,0,0,6,680.94519,Ja,10,b222fdfc-c80f-4f18-ab28-fd1b5791f790,ba5013df-ed85-4cf0-a81c-1e935f40dfdc,e3258121-d52e-4874-b777-33816973b6da,34.1513417482488
347,350479,009_45AL_126.7,L,0,28.6223475,2021/10/29 14:31:29+00,2019/07/23 02:00:00+00,Constant,28.6223475,0,0,0,0,57.244695,Ja,10,0ae6a32e-577f-4917-b273-9a8503f287f3,bba935fb-1e0d-4da3-8249-4acc3312274b,27172c85-7cc9-4e9a-9229-eeeccabd4b1c,28.6223582035651
348,350480,009_45AL_126.7,L,28.6223475,57.244695,2021/10/29 14:31:29+00,2019/07/23 02:00:00+00,Constant,28.6223475,0,0,0,1,57.244695,Ja,10,0ae6a32e-577f-4917-b273-9a8503f287f3,bba935fb-1e0d-4da3-8249-4acc3312274b,3a313850-585a-492a-9c9b-4b43abff0d63,28.6223569251433
