ID,STANDPLAATSNUMMER,HOOFDBRANCHE_1,HOOFDBRANCHE_2,SUBBRANCHE_1,SUBBRANCHE_2,MARKTDAG,OPPERVLAKTE_ACHTERRUIMTE_M2,OPPERVLAKTE_MARKT_STANDPLAATS,OPPERVLAKTE_OPSLAGUNIT_M2,OPPERVLAKTE_VOORRUIMTE_M2
20005,6.25,Mens en mode,,3.01 - Heren bovenkleding,"3.03 - Baby, kleuter en kinderkleding tot maat 176",VRIJDAG,15,23,,8
20004,6.26,,,3.11 - Schoeisel,,VRIJDAG,15,23,,8
20003,6.27,,,,,VRIJDAG,15,23,,8
20002,6.28,,,,,VRIJDAG,15,23,,8
20001,6.29,,,3.13 - Modeaccessoires,,VRIJDAG,15,23,,8
20000,6.30,,,4.10 - Bed- en badlinnen,,VRIJDAG,15,23,,8
19999,6.32,,,,,VRIJDAG,15,23,,8
19998,6.31,,,4.10 - Bed- en badlinnen,,VRIJDAG,15,23,,8
19997,6.33,,,,,VRIJDAG,15,23,,8
19996,6.34,,,,,VRIJDAG,15,23,,8
19995,6.35,,,,,VRIJDAG,15,23,,8
19994,6.36,,,,,VRIJDAG,15,23,,8
19993,6.37,,,,,VRIJDAG,15,23,,8
19992,6.38,,,,,VRIJDAG,15,23,,8
19991,5.38,Wonen en leven,,"4.01 - Electronica, beeld en geluiddragers",4.14 - Gereedschappen en motortechnische- en rijwielonderdelen,VRIJDAG,,23,7,16
19990,5.37,Mens en mode,,3.02 - Dames bovenkleding,"3.03 - Baby, kleuter en kinderkleding tot maat 176",VRIJDAG,,23,15,8
138147,6.81,Snacken,,"1.01 - Verse vis, haring en zuurwaren","6.04 - Gebakken vis, haring en zuurwaren",VRIJDAG,,29,19,10
78477,6.18,,,3.02 - Dames bovenkleding,,VRIJDAG,15,23,,8
20276,5.82,,,4.20 - Inbraakpreventie,,VRIJDAG,,23,15,8
24739,1.63,,,,,VRIJDAG,,8,,8
20096,3.61,,,,,VRIJDAG,,23,7,16
20094,2.60,Mens en mode,,3.02 - Dames bovenkleding,3.05 - Stoffen tbv vervaardigen kleding,VRIJDAG,,23,15,8
20093,2.59,Mens en mode,,3.02 - Dames bovenkleding,3.01 - Heren bovenkleding,VRIJDAG,,23,15,8
20092,2.58,,,,,VRIJDAG,,23,15,8
20090,2.57,,,"3.07 - Drogisterij, parfumerie en make-up",,VRIJDAG,,23,15,8
20089,2.56,,,"3.07 - Drogisterij, parfumerie en make-up",,VRIJDAG,,23,15,8
20088,2.55,Mens en mode,,3.01 - Heren bovenkleding,3.02 - Dames bovenkleding,VRIJDAG,,23,15,8
20087,2.54,,,,,VRIJDAG,,23,15,8
20086,2.53,,,,,VRIJDAG,,23,15,8
20085,2.52,,,6.02 - Buitenlandse snacks,,VRIJDAG,,23,15,8
20084,2.51,,,6.02 - Buitenlandse snacks,,VRIJDAG,,23,15,8
20083,2.50,,,3.11 - Schoeisel,,VRIJDAG,,23,15,8
20082,2.49,,,3.11 - Schoeisel,,VRIJDAG,,23,15,8
20081,2.48,,,3.06 - Beenmode,,VRIJDAG,,23,7,16
20080,2.39,,,3.11 - Schoeisel,,VRIJDAG,,23,15,8
20079,2.40,,,3.17 - Avondmode,,VRIJDAG,,23,15,8
20078,2.41,,,3.17 - Avondmode,,VRIJDAG,,23,15,8
20077,2.42,,,,,VRIJDAG,,23,15,8
20076,2.43,,,,,VRIJDAG,,23,15,8
20075,2.44,,,3.12 - Juwelier en optiek,,VRIJDAG,,23,15,8
20074,2.45,Mens en mode,,3.11 - Schoeisel,3.02 - Dames bovenkleding,VRIJDAG,,23,15,8
20073,2.46,Mens en mode,,3.11 - Schoeisel,3.02 - Dames bovenkleding,VRIJDAG,,23,15,8
20072,2.47,,,4.03 - Speelgoed,,VRIJDAG,,23,7,16
20071,3.47,,,4.03 - Speelgoed,,VRIJDAG,,23,7,16
20069,3.46,Mens en mode,,3.12 - Juwelier en optiek,3.13 - Modeaccessoires,VRIJDAG,,23,15,8
20068,3.45,Mens en mode,,3.12 - Juwelier en optiek,3.13 - Modeaccessoires,VRIJDAG,,23,15,8
20067,3.44,Mens en mode,,3.01 - Heren bovenkleding,3.02 - Dames bovenkleding,VRIJDAG,,23,15,8
20066,3.43,Mens en mode,,3.01 - Heren bovenkleding,3.02 - Dames bovenkleding,VRIJDAG,,23,15,8
20065,3.42,Mens en mode,,3.01 - Heren bovenkleding,3.02 - Dames bovenkleding,VRIJDAG,,23,15,8
20064,3.40,,,3.05 - Stoffen tbv vervaardigen kleding,,VRIJDAG,,23,15,8
20063,3.41,,,3.05 - Stoffen tbv vervaardigen kleding,,VRIJDAG,,23,15,8
20062,3.39,,,3.11 - Schoeisel,,VRIJDAG,,23,7,16
20061,4.39,Mens en mode,,3.16 - Bruidsmode,3.13 - Modeaccessoires,VRIJDAG,,23,7,16
20060,4.40,Mens en mode,,3.16 - Bruidsmode,3.13 - Modeaccessoires,VRIJDAG,,23,15,8
20059,4.41,,,3.12 - Juwelier en optiek,,VRIJDAG,,23,15,8
20058,4.42,Mens en mode,,3.01 - Heren bovenkleding,3.02 - Dames bovenkleding,VRIJDAG,,23,15,8
20057,4.43,Mens en mode,,3.01 - Heren bovenkleding,3.02 - Dames bovenkleding,VRIJDAG,,23,15,8
20056,4.44,Mens en mode,,3.02 - Dames bovenkleding,"3.03 - Baby, kleuter en kinderkleding tot maat 176",VRIJDAG,,23,15,8
20055,4.45,Mens en mode,,3.02 - Dames bovenkleding,"3.03 - Baby, kleuter en kinderkleding tot maat 176",VRIJDAG,,23,15,8
20054,4.46,,,3.05 - Stoffen tbv vervaardigen kleding,,VRIJDAG,,23,15,8
20053,4.47,,,3.05 - Stoffen tbv vervaardigen kleding,,VRIJDAG,,23,7,16
20052,5.47,Mens en mode,,3.01 - Heren bovenkleding,3.02 - Dames bovenkleding,VRIJDAG,,23,15,8
20051,5.46,Mens en mode,,3.02 - Dames bovenkleding,"3.03 - Baby, kleuter en kinderkleding tot maat 176",VRIJDAG,,23,15,8
20050,5.45,Mens en mode,,3.11 - Schoeisel,3.02 - Dames bovenkleding,VRIJDAG,,23,15,8
20049,5.44,Mens en mode,,3.11 - Schoeisel,3.02 - Dames bovenkleding,VRIJDAG,,23,15,8
20048,5.43,,,"3.07 - Drogisterij, parfumerie en make-up",,VRIJDAG,,23,15,8
20047,5.42,,,"3.07 - Drogisterij, parfumerie en make-up",,VRIJDAG,,23,15,8
20046,5.41,Mens en mode,,"3.10 - Tassen, koffers, portefeuilles en portemonnees, en overige lederwaren",3.13 - Modeaccessoires,VRIJDAG,,23,15,8
20045,5.40,,,"4.01 - Electronica, beeld en geluiddragers",,VRIJDAG,,23,15,8
20044,5.39,,,"4.01 - Electronica, beeld en geluiddragers",,VRIJDAG,,23,7,16
20043,6.76,,,"5.01 - Snijbloemen, bloemstukken",,VRIJDAG,15,23,,8
20042,6.75,,,"2.11 - Aardappelen, groenten, fruit, peulvruchten, champignons en paddenstoelen",,VRIJDAG,15,23,,8
20041,6.74,,,4.02 - Huishoudelijke gebruiksvoorwerpen,,VRIJDAG,15,23,,8
20040,6.73,,,,,VRIJDAG,15,23,,8
20039,6.72,,,,,VRIJDAG,15,23,,8
20038,6.71,,,,,VRIJDAG,15,23,,8
20037,6.70,,,,,VRIJDAG,15,23,,8
20036,6.69,,,,,VRIJDAG,15,23,,8
20035,6.68,,,,,VRIJDAG,15,23,,8
20034,6.66,,,,,VRIJDAG,15,23,,8
20033,6.67,,,,,VRIJDAG,15,23,,8
20032,6.65,,,,,VRIJDAG,15,23,,8
20031,6.64,,,4.14 - Gereedschappen en motortechnische- en rijwielonderdelen,,VRIJDAG,15,23,,8
20030,6.63,,,4.02 - Huishoudelijke gebruiksvoorwerpen,,VRIJDAG,15,23,,8
19840,3.12,,,"3.04 - Lingerie, ondergoed en nachtmode",,VRIJDAG,,23,15,8
19839,3.13,Mens en mode,,3.02 - Dames bovenkleding,3.06 - Beenmode,VRIJDAG,,23,15,8
19838,3.14,Mens en mode,,3.02 - Dames bovenkleding,3.06 - Beenmode,VRIJDAG,,23,15,8
19837,3.15,Groei en bloei,,"5.01 - Snijbloemen, bloemstukken",5.04 - Bloemisterij artikelen,VRIJDAG,,23,7,16
19835,2.14,Wonen en leven,,"3.03 - Baby, kleuter en kinderkleding tot maat 176","4.12 - Baby-, kinder- en kleuterbenodigdheden",VRIJDAG,,23,15,8
19834,2.13,Wonen en leven,,"3.03 - Baby, kleuter en kinderkleding tot maat 176","4.12 - Baby-, kinder- en kleuterbenodigdheden",VRIJDAG,,23,15,8
19833,2.12,,,3.02 - Dames bovenkleding,,VRIJDAG,,23,15,8
19832,2.11,,,"3.04 - Lingerie, ondergoed en nachtmode",,VRIJDAG,,23,15,8
19831,2.10,Mens en mode,,"3.07 - Drogisterij, parfumerie en make-up",3.02 - Dames bovenkleding,VRIJDAG,,23,15,8
19830,2.09,,,2.05 - Vlees en gevogelte,,VRIJDAG,,23,15,8
19829,2.08,,,2.05 - Vlees en gevogelte,,VRIJDAG,,23,15,8
19828,2.07,,,3.13 - Modeaccessoires,,VRIJDAG,,23,15,8
19827,2.06,,,3.13 - Modeaccessoires,,VRIJDAG,,23,15,8
19826,2.05,,,3.02 - Dames bovenkleding,,VRIJDAG,,23,15,8
19825,2.04,,,3.02 - Dames bovenkleding,,VRIJDAG,,23,15,8
19824,2.03,,,3.05 - Stoffen tbv vervaardigen kleding,,VRIJDAG,,23,15,8
19823,2.02,,,3.05 - Stoffen tbv vervaardigen kleding,,VRIJDAG,,23,15,8
19821,4.01,Mens en mode,,3.02 - Dames bovenkleding,3.11 - Schoeisel,VRIJDAG,,23,7,16
19820,4.02,Mens en mode,,3.02 - Dames bovenkleding,3.11 - Schoeisel,VRIJDAG,,23,15,8
19819,4.03,,,"3.03 - Baby, kleuter en kinderkleding tot maat 176",,VRIJDAG,,23,15,8
19818,4.04,,,3.02 - Dames bovenkleding,,VRIJDAG,,23,15,8
19989,5.36,Mens en mode,,3.06 - Beenmode,"3.10 - Tassen, koffers, portefeuilles en portemonnees, en overige lederwaren",VRIJDAG,,23,15,8
19988,5.34,Wonen en leven,,4.03 - Speelgoed,4.10 - Bed- en badlinnen,VRIJDAG,,23,15,8
19987,5.35,Wonen en leven,,4.03 - Speelgoed,4.10 - Bed- en badlinnen,VRIJDAG,,23,15,8
19986,5.33,Mens en mode,,3.02 - Dames bovenkleding,"3.03 - Baby, kleuter en kinderkleding tot maat 176",VRIJDAG,,23,15,8
19985,5.32,,,,,VRIJDAG,,23,15,8
19984,5.31,,,,,VRIJDAG,,23,15,8
19983,5.30,Mens en mode,,"3.07 - Drogisterij, parfumerie en make-up",3.13 - Modeaccessoires,VRIJDAG,,23,15,8
19982,5.29,Mens en mode,,"3.07 - Drogisterij, parfumerie en make-up",3.13 - Modeaccessoires,VRIJDAG,,23,15,8
19981,5.28,,,3.11 - Schoeisel,,VRIJDAG,,23,15,8
19980,5.27,,,3.11 - Schoeisel,,VRIJDAG,,23,15,8
19979,5.26,Wonen en leven,,"4.01 - Electronica, beeld en geluiddragers",4.02 - Huishoudelijke gebruiksvoorwerpen,VRIJDAG,,23,15,8
19978,5.25,Wonen en leven,,"4.01 - Electronica, beeld en geluiddragers",4.02 - Huishoudelijke gebruiksvoorwerpen,VRIJDAG,,23,7,16
19977,4.25,,,3.02 - Dames bovenkleding,,VRIJDAG,,23,7,16
19976,4.26,,,3.02 - Dames bovenkleding,,VRIJDAG,,23,15,8
19975,4.27,Mens en mode,,"3.10 - Tassen, koffers, portefeuilles en portemonnees, en overige lederwaren",3.13 - Modeaccessoires,VRIJDAG,,23,15,8
19974,4.28,Mens en mode,,"3.07 - Drogisterij, parfumerie en make-up",3.13 - Modeaccessoires,VRIJDAG,,23,15,8
19973,4.29,Mens en mode,,"3.07 - Drogisterij, parfumerie en make-up",3.13 - Modeaccessoires,VRIJDAG,,23,15,8
19972,4.30,,,"3.04 - Lingerie, ondergoed en nachtmode",,VRIJDAG,,23,15,8
19971,4.31,,,"3.04 - Lingerie, ondergoed en nachtmode",,VRIJDAG,,23,15,8
19970,4.32,,,,,VRIJDAG,,23,15,8
19969,4.33,,,,,VRIJDAG,,23,15,8
19968,4.34,Mens en mode,,"3.10 - Tassen, koffers, portefeuilles en portemonnees, en overige lederwaren",3.11 - Schoeisel,VRIJDAG,,23,15,8
19967,4.35,Mens en mode,,"3.10 - Tassen, koffers, portefeuilles en portemonnees, en overige lederwaren",3.11 - Schoeisel,VRIJDAG,,23,15,8
19966,4.36,,,3.02 - Dames bovenkleding,,VRIJDAG,,23,15,8
19965,4.37,,,3.02 - Dames bovenkleding,,VRIJDAG,,23,15,8
19964,4.38,,,3.06 - Beenmode,,VRIJDAG,,23,7,16
19963,3.38,,,6.03 - Patates frites en gefrituurde snacks,,VRIJDAG,,23,7,16
19962,3.36,Mens en mode,,3.01 - Heren bovenkleding,3.02 - Dames bovenkleding,VRIJDAG,,23,15,8
19961,3.37,Mens en mode,,3.02 - Dames bovenkleding,"3.04 - Lingerie, ondergoed en nachtmode",VRIJDAG,,23,15,8
19960,3.35,Mens en mode,,3.01 - Heren bovenkleding,3.02 - Dames bovenkleding,VRIJDAG,,23,15,8
19959,3.34,,,3.02 - Dames bovenkleding,,VRIJDAG,,23,15,8
19958,3.33,,,3.02 - Dames bovenkleding,,VRIJDAG,,23,15,8
19957,3.32,Mens en mode,,3.01 - Heren bovenkleding,3.02 - Dames bovenkleding,VRIJDAG,,23,15,8
19956,3.31,Wonen en leven,,"3.03 - Baby, kleuter en kinderkleding tot maat 176","4.12 - Baby-, kinder- en kleuterbenodigdheden",VRIJDAG,,23,15,8
19955,3.30,Wonen en leven,,"3.03 - Baby, kleuter en kinderkleding tot maat 176","4.12 - Baby-, kinder- en kleuterbenodigdheden",VRIJDAG,,23,15,8
19954,3.28,Mens en mode,,"3.03 - Baby, kleuter en kinderkleding tot maat 176",3.02 - Dames bovenkleding,VRIJDAG,,23,15,8
19953,3.29,Mens en mode,,"3.03 - Baby, kleuter en kinderkleding tot maat 176",3.02 - Dames bovenkleding,VRIJDAG,,23,15,8
19952,3.27,,,3.01 - Heren bovenkleding,,VRIJDAG,,23,15,8
19951,3.26,,,3.01 - Heren bovenkleding,,VRIJDAG,,23,15,8
19949,2.25,Proeven en genieten,,2.01 - Brood en banket,2.08 - Diepvriesvoedingsartikelen en conserven,VRIJDAG,,23,7,16
19948,2.26,,,3.11 - Schoeisel,,VRIJDAG,,23,15,8
19947,2.27,,,3.11 - Schoeisel,,VRIJDAG,,23,15,8
19946,2.28,Proeven en genieten,,"2.04 - Kaas, zuivel, eieren",2.09 - Rijsttafelartikelen,VRIJDAG,,23,15,8
19945,2.29,Proeven en genieten,,"2.04 - Kaas, zuivel, eieren",2.09 - Rijsttafelartikelen,VRIJDAG,,23,15,8
19944,2.30,,,3.12 - Juwelier en optiek,,VRIJDAG,,23,15,8
19943,2.31,,,3.08 - Oosterse gewaden en hoofddoekjes,,VRIJDAG,,23,15,8
19942,2.32,,,3.08 - Oosterse gewaden en hoofddoekjes,,VRIJDAG,,23,15,8
19941,2.33,Mens en mode,,"3.07 - Drogisterij, parfumerie en make-up",3.08 - Oosterse gewaden en hoofddoekjes,VRIJDAG,,23,15,8
19940,2.34,Mens en mode,,"3.07 - Drogisterij, parfumerie en make-up",3.08 - Oosterse gewaden en hoofddoekjes,VRIJDAG,,23,15,8
19939,2.35,Wonen en leven,,4.03 - Speelgoed,4.14 - Gereedschappen en motortechnische- en rijwielonderdelen,VRIJDAG,,23,15,8
19938,2.36,Mens en mode,,3.01 - Heren bovenkleding,3.02 - Dames bovenkleding,VRIJDAG,,23,15,8
19937,2.37,,,,,VRIJDAG,,23,15,8
19936,2.38,,,6.03 - Patates frites en gefrituurde snacks,,VRIJDAG,,23,15,8
19934,1.40,Wonen en leven,,4.06 - Woninginrichting en decoratie,4.10 - Bed- en badlinnen,VRIJDAG,,34,26,8
19933,1.39,,,"2.04 - Kaas, zuivel, eieren",,VRIJDAG,,34,26,8
19932,1.38,,,"2.04 - Kaas, zuivel, eieren",,VRIJDAG,,34,26,8
19931,1.37,,,3.05 - Stoffen tbv vervaardigen kleding,,VRIJDAG,,34,26,8
19930,1.36,,,6.02 - Buitenlandse snacks,,VRIJDAG,,34,26,8
19929,1.35,,,6.02 - Buitenlandse snacks,,VRIJDAG,,34,26,8
19928,1.34,,,"6.04 - Gebakken vis, haring en zuurwaren",,VRIJDAG,,34,26,8
19927,1.33,,,"6.04 - Gebakken vis, haring en zuurwaren",,VRIJDAG,,34,26,8
19926,1.32,,,4.06 - Woninginrichting en decoratie,,VRIJDAG,,34,26,8
19925,1.31,,,4.06 - Woninginrichting en decoratie,,VRIJDAG,,34,26,8
19924,1.30,,,3.02 - Dames bovenkleding,,VRIJDAG,,34,26,8
19923,1.29,,,3.02 - Dames bovenkleding,,VRIJDAG,,34,26,8
19922,1.28,Mens en mode,,"3.10 - Tassen, koffers, portefeuilles en portemonnees, en overige lederwaren",3.13 - Modeaccessoires,VRIJDAG,,34,26,8
19921,1.27,Mens en mode,,"3.10 - Tassen, koffers, portefeuilles en portemonnees, en overige lederwaren",3.13 - Modeaccessoires,VRIJDAG,,34,26,8
19920,1.17,Mens en mode,,3.01 - Heren bovenkleding,3.02 - Dames bovenkleding,VRIJDAG,,23,15,8
19919,1.18,Mens en mode,,3.01 - Heren bovenkleding,3.02 - Dames bovenkleding,VRIJDAG,,37,29,8
19918,1.19,Mens en mode,,3.01 - Heren bovenkleding,3.02 - Dames bovenkleding,VRIJDAG,,37,29,8
19917,1.20,Mens en mode,,3.01 - Heren bovenkleding,3.02 - Dames bovenkleding,VRIJDAG,,37,29,8
19916,1.21,Mens en mode,,3.02 - Dames bovenkleding,3.11 - Schoeisel,VRIJDAG,,37,29,8
19915,1.22,Mens en mode,,3.02 - Dames bovenkleding,3.11 - Schoeisel,VRIJDAG,,37,29,8
19914,1.23,,,,,VRIJDAG,,37,29,8
19913,1.24,Mens en mode,,"3.04 - Lingerie, ondergoed en nachtmode",3.02 - Dames bovenkleding,VRIJDAG,,37,29,8
19912,1.25,Mens en mode,,3.02 - Dames bovenkleding,3.01 - Heren bovenkleding,VRIJDAG,,23,15,8
19910,2.23,,,,,VRIJDAG,,23,15,8
19909,2.22,,,"3.04 - Lingerie, ondergoed en nachtmode",,VRIJDAG,,23,15,8
19908,2.21,,,"3.04 - Lingerie, ondergoed en nachtmode",,VRIJDAG,,23,15,8
19907,2.20,Mens en mode,,4.06 - Woninginrichting en decoratie,3.05 - Stoffen tbv vervaardigen kleding,VRIJDAG,,23,15,8
19906,2.19,Mens en mode,,4.06 - Woninginrichting en decoratie,3.05 - Stoffen tbv vervaardigen kleding,VRIJDAG,,23,15,8
19905,2.18,,,4.21 - Onder licentie uitgebrachte stripgerelateerde producten,,VRIJDAG,,23,15,8
19904,2.17,,,4.07 - Diervoer en dierbenodigdheden,,VRIJDAG,,23,15,8
19903,2.16,Wonen en leven,,"3.07 - Drogisterij, parfumerie en make-up",4.02 - Huishoudelijke gebruiksvoorwerpen,VRIJDAG,,23,7,16
19902,3.16,Wonen en leven,,"3.07 - Drogisterij, parfumerie en make-up",4.02 - Huishoudelijke gebruiksvoorwerpen,VRIJDAG,,23,7,16
19901,3.17,Mens en mode,,3.02 - Dames bovenkleding,"3.10 - Tassen, koffers, portefeuilles en portemonnees, en overige lederwaren",VRIJDAG,,23,15,8
19900,3.18,Mens en mode,,3.02 - Dames bovenkleding,"3.10 - Tassen, koffers, portefeuilles en portemonnees, en overige lederwaren",VRIJDAG,,23,15,8
19899,3.19,,,4.18 - Religie en Cultuur,,VRIJDAG,,23,15,8
19898,3.20,Mens en mode,,3.05 - Stoffen tbv vervaardigen kleding,"3.09 - Wol, garens en fournituren",VRIJDAG,,23,15,8
19897,3.21,Mens en mode,,3.05 - Stoffen tbv vervaardigen kleding,"3.09 - Wol, garens en fournituren",VRIJDAG,,23,15,8
19896,3.22,Mens en mode,,3.01 - Heren bovenkleding,"3.04 - Lingerie, ondergoed en nachtmode",VRIJDAG,,23,15,8
19895,3.23,Mens en mode,,3.01 - Heren bovenkleding,"3.04 - Lingerie, ondergoed en nachtmode",VRIJDAG,,23,15,8
19893,4.24,Wonen en leven,,3.05 - Stoffen tbv vervaardigen kleding,4.06 - Woninginrichting en decoratie,VRIJDAG,,23,7,16
19892,4.23,,,"3.10 - Tassen, koffers, portefeuilles en portemonnees, en overige lederwaren",,VRIJDAG,,23,15,8
19891,4.22,,,"3.10 - Tassen, koffers, portefeuilles en portemonnees, en overige lederwaren",,VRIJDAG,,23,15,8
19890,4.21,,,3.02 - Dames bovenkleding,,VRIJDAG,,23,15,8
19889,4.20,,,3.02 - Dames bovenkleding,,VRIJDAG,,23,15,8
19888,4.19,Mens en mode,,3.05 - Stoffen tbv vervaardigen kleding,"3.09 - Wol, garens en fournituren",VRIJDAG,,23,15,8
19887,4.18,Mens en mode,,3.05 - Stoffen tbv vervaardigen kleding,"3.09 - Wol, garens en fournituren",VRIJDAG,,23,15,8
19886,4.17,,,3.02 - Dames bovenkleding,,VRIJDAG,,23,15,8
19885,4.16,,,3.02 - Dames bovenkleding,,VRIJDAG,,23,7,16
19884,5.16,Wonen en leven,,4.02 - Huishoudelijke gebruiksvoorwerpen,4.06 - Woninginrichting en decoratie,VRIJDAG,,23,7,16
19883,5.17,Wonen en leven,,4.02 - Huishoudelijke gebruiksvoorwerpen,4.06 - Woninginrichting en decoratie,VRIJDAG,,23,15,8
19882,5.18,Mens en mode,,3.11 - Schoeisel,"3.03 - Baby, kleuter en kinderkleding tot maat 176",VRIJDAG,,23,15,8
19881,5.19,Mens en mode,,3.02 - Dames bovenkleding,3.11 - Schoeisel,VRIJDAG,,23,15,8
19880,5.20,,,,,VRIJDAG,,23,15,8
19879,5.21,,,,,VRIJDAG,,23,15,8
19878,5.22,,,3.11 - Schoeisel,,VRIJDAG,,23,15,8
19877,5.23,,,"5.02 - Kamer-, tuinplanten, zaden, bloembollen, (kerst)bomen en heesters",,VRIJDAG,,23,15,8
19876,5.24,,,"5.02 - Kamer-, tuinplanten, zaden, bloembollen, (kerst)bomen en heesters",,VRIJDAG,,23,7,16
19875,6.24,,,"3.10 - Tassen, koffers, portefeuilles en portemonnees, en overige lederwaren",,VRIJDAG,15,23,,8
19874,6.23,Wonen en leven,,4.06 - Woninginrichting en decoratie,4.10 - Bed- en badlinnen,VRIJDAG,15,23,,8
19873,6.22,Mens en mode,,"3.04 - Lingerie, ondergoed en nachtmode",3.06 - Beenmode,VRIJDAG,15,23,,8
19872,6.21,Mens en mode,,"3.04 - Lingerie, ondergoed en nachtmode",3.06 - Beenmode,VRIJDAG,15,23,,8
19871,6.20,Groei en bloei,,"5.01 - Snijbloemen, bloemstukken","5.02 - Kamer-, tuinplanten, zaden, bloembollen, (kerst)bomen en heesters",VRIJDAG,15,23,,8
19870,6.19,Groei en bloei,,"5.01 - Snijbloemen, bloemstukken","5.02 - Kamer-, tuinplanten, zaden, bloembollen, (kerst)bomen en heesters",VRIJDAG,15,23,,8
19868,6.17,Mens en mode,,3.02 - Dames bovenkleding,3.01 - Heren bovenkleding,VRIJDAG,15,23,,8
19867,6.16,,,"2.04 - Kaas, zuivel, eieren",,VRIJDAG,15,23,,8
19866,1.15,Mens en mode,,3.02 - Dames bovenkleding,"3.03 - Baby, kleuter en kinderkleding tot maat 176",VRIJDAG,,27,19,8
19865,1.14,Mens en mode,,3.02 - Dames bovenkleding,"3.03 - Baby, kleuter en kinderkleding tot maat 176",VRIJDAG,,27,19,8
19864,1.13,,,3.01 - Heren bovenkleding,,VRIJDAG,,27,19,8
19863,1.12,,,3.01 - Heren bovenkleding,,VRIJDAG,,27,19,8
19862,1.11,,,"4.04 - Lectuur, posters, boeken, wenskaarten en kantoorartikelen",,VRIJDAG,,27,19,8
19861,1.10,,,"4.04 - Lectuur, posters, boeken, wenskaarten en kantoorartikelen",,VRIJDAG,,27,19,8
19860,1.09,,,"4.01 - Electronica, beeld en geluiddragers",,VRIJDAG,,27,19,8
19859,1.08,,,"4.01 - Electronica, beeld en geluiddragers",,VRIJDAG,,27,19,8
19858,1.07,Mens en mode,,"3.10 - Tassen, koffers, portefeuilles en portemonnees, en overige lederwaren",3.11 - Schoeisel,VRIJDAG,,27,19,8
19857,1.06,Mens en mode,,3.02 - Dames bovenkleding,"3.10 - Tassen, koffers, portefeuilles en portemonnees, en overige lederwaren",VRIJDAG,,27,19,8
19856,1.05,Mens en mode,,3.02 - Dames bovenkleding,"3.10 - Tassen, koffers, portefeuilles en portemonnees, en overige lederwaren",VRIJDAG,,27,19,8
19855,1.04,Mens en mode,,"3.10 - Tassen, koffers, portefeuilles en portemonnees, en overige lederwaren",3.11 - Schoeisel,VRIJDAG,,27,19,8
19854,1.03,Mens en mode,,"3.10 - Tassen, koffers, portefeuilles en portemonnees, en overige lederwaren",3.11 - Schoeisel,VRIJDAG,,27,19,8
21161,1.49,Snacken,,6.03 - Patates frites en gefrituurde snacks,"6.04 - Gebakken vis, haring en zuurwaren",VRIJDAG,,23,15,8
19853,1.02,,,"5.01 - Snijbloemen, bloemstukken",,VRIJDAG,,27,19,8
