AreaManagerId,AreaId,Location,AreaDesc,StartDataArea,EndDataArea,UsageId
2448,308_PRSTA,"(52.208534902, 5.281968686)",P+R Stationsplein (Baarn),20150506,29991231,PARKRIDE
141,141_JAVA,"(52.358807206, 6.654892474)",P&R Javapark P12 (Almelo),20130919,29991231,PARKRIDE
794,794_PRBRO,"(51.47094918, 5.701887926)",P+R Helmond Brouwhuis (Helmond),20150710,29991231,PARKRIDE
2448,118_PRSTA,"(52.732572344, 6.473621052)",P+R Stationsplein (Hoogeveen),20150731,29991231,PARKRIDE
534,534_PRPAR,"(52.302147826, 4.565742621)",P+R Parallelweg (Hillegom),20150713,29991231,PARKRIDE
556,556_PRMAA,"(51.916645327, 4.25411563)",P+R Station Maassluis CS (Maassluis),20150806,29991231,PARKRIDE
398,398_PRHAN,"(52.67086914, 4.824179473)",P+R Handelsstraat (Heerhugowaard),20150709,29991231,PARKRIDE
203,203_PRTRA,"(52.162291216, 5.599745413)",P+R Transferium Barneveld-Noord (Barneveld),20150507,29991231,PARKRIDE
2448,302_PRMOL,"(52.371477009, 5.78615692)",P+R F.A. Molijnlaan (Nunspeet),20150803,29991231,PARKRIDE
794,794_PRHOU,"(51.467944976, 5.630039366)",P+R Helmond 't Hout (Helmond),20150710,29991231,PARKRIDE
603,603_PRRIJ,"(52.039250591, 4.320250307)",P+R Station Rijswijk (Rijswijk),20150820,29991231,PARKRIDE
546,546_PRHAA,"(52.158911978, 4.478386559)",P+R Haagweg (Leiden),20150728,29991231,PARKRIDE
2448,1708_PRSTA,"(52.790361153, 6.118689963)",P+R Stationsstraat (Steenwijk),20150804,29991231,PARKRIDE
340,340_PRRHE,"(51.956194965, 5.577911592)",P+R Station Rhenen (Rhenen),20150819,29991231,PARKRIDE
222,222_PRHUE,"(51.9594, 6.259184715)",P+R Station Doetinchem De Huet (Doetinchem),20150722,29991231,PARKRIDE
59,59_STA,"(53.256114983, 6.145179307)",P+R-terrein Stationsplein (Buitenpost),20150423,29991231,PARKRIDE
2448,310_PRJAN,"(52.130500085, 5.204989822)",P+R Jan Steenlaan (Bilthoven),20150609,29991231,PARKRIDE
1651,1651_PRUSQ,"(53.401216788, 6.609737176)",P+R Station Usquert (Usquert),20150806,29991231,PARKRIDE
450,450_PRUIT,"(52.522006251, 4.702222753)",P+R Station Uitgeest (Uitgeest),20150903,29991231,PARKRIDE
1911,1911_PRKRU,"(52.866604313, 4.810475304)",P+R Kruiswijk (Anna Paulowna),20150714,29991231,PARKRIDE
1916,1916_PRMAR,"(52.090138263, 4.369969379)",P+R Station Den Haag Mariahoeve (Voorburg),20150729,29991231,PARKRIDE
268,268_PRLEN,"(51.864062762, 5.859926963)",P+R Station Nijmegen Lent (Lent),20150813,29991231,PARKRIDE
613,613_PRRHO,"(51.859450484, 4.420369006)",P+R-terrein Rhoon (Rhoon),20150423,29991231,PARKRIDE
2448,268_HESE,"(51.844656834, 5.851341248)",P+R Eerste Oude Heselaan (Nijmegen),20140101,29991231,PARKRIDE
441,441_PRSTA,"(52.78634625, 4.804840998)",P+R Stationsweg (Schagen),20150826,29991231,PARKRIDE
753,753_PRMOL,"(51.508508412, 5.391189624)",P+R Molenstraat (Best),20150520,29991231,PARKRIDE
2448,935_STAT,"(50.8531418, 5.7027602)",P+R Station (Maastricht),20140101,29991231,PARKRIDE
2448,269_PRSTA,"(52.454190839, 6.00227829)",P+R Stationsweg (Wezep),20150804,29991231,PARKRIDE
1621,1621_PRBER,"(51.975685936, 4.459962622)",P+R Berkel Westpolder (Berkel en Rodenrijs),20150727,29991231,PARKRIDE
889,889_PRREU,"(51.283099568, 6.078928321)",P+R Reuver (Reuver),20150512,29991231,PARKRIDE
203,203_PRSTA,"(52.139121784, 5.590485856)",P+R Station Barneveld (Barneveld),20150507,29991231,PARKRIDE
1926,1926_PRCEN,"(52.020618332, 4.435610728)",P+R Station Pijnacker Centrum (Pijnacker),20150818,29991231,PARKRIDE
1651,1651_PRWAR,"(53.390048654, 6.565885963)",P+R Station Warffum (Warffum),20150806,29991231,PARKRIDE
2448,758_SPOO,"(51.594388668, 4.775670432)",Park & Ride Spoorstraat (Breda),20131125,29991231,PARKRIDE
2448,275_PRSTA,"(51.995492348, 5.981399403)",P+R Stationsplein (Velp),20150804,29991231,PARKRIDE
226,226_PRDUI,"(51.943333303, 6.015531118)",P+R Station Duiven (Duiven),20150729,29991231,PARKRIDE
2062,394_PRHD,"(52.2925835, 4.7010274)",P+R Hoofddorp (Haarlemmermeer),20131105,29991231,PARKRIDE
613,613_PRPOO,"(51.861341244, 4.39545373)",P+R-terrein Poortugaal (Poortugaal),20150423,29991231,PARKRIDE
400,400_PRWAT,"(52.932151687, 4.765255557)",P+R Waterkeringsweg (Den Helder),20150615,29991231,PARKRIDE
222,222_PRDOE,"(51.959065139, 6.292236741)",P+R Station Doetinchem (Doetinchem),20150722,29991231,PARKRIDE
2448,437_STAT,"(52.322572742, 4.935731258)",Park & Ride Stationsplein (Duivendrecht),20131128,29991231,PARKRIDE
109,109_PRCOE,"(52.664123477, 6.735947206)",P+R Coevorden (Coevorden),20150603,29991231,PARKRIDE
2448,1876_PRBUR,"(52.106950741, 6.318001086)",P+R Burgemeester Galleestraat (Vorden),20150601,29991231,PARKRIDE
597,597_PROOS,"(51.859765019, 4.627902478)",P+R Ridderkerk Oostendam (Ridderkerk),20150819,29991231,PARKRIDE
888,888_PRSPA,"(50.943198837, 5.849154378)",P+R Spaubeek (Spaubeek),20150512,29991231,PARKRIDE
2448,1598_PRDOR,"(52.67810767, 4.909273791)",P+R Dorpsstraat (Obdam),20150723,29991231,PARKRIDE
777,777_PRVOS,"(51.56439849, 4.608604275)",Transferium Vosdonk (Etten-Leur),20150811,29991231,PARKRIDE
2448,497_STAT,"(52.081856482, 4.745898737)",P+R Stationsplein (Bodegraven),20150522,29991231,PARKRIDE
1658,1658_PRHEE,"(51.385085466, 5.569986815)",P+R Station Heeze Oostzijde (Heeze),20150901,29991231,PARKRIDE
197,197_PRAAL,"(51.921535701, 6.578448452)",P+R-terrein Aalten (Aalten),20150422,29991231,PARKRIDE
2448,160_PRSTA,"(52.509106301, 6.573695154)",P+R Stationsweg (Mariënberg),20150731,29991231,PARKRIDE
794,794_PRBRA,"(51.462483994, 5.607386419)",P+R Helmond Brandevoort (Helmond),20150710,29991231,PARKRIDE
114,114_PREMM,"(52.789653434, 6.899154128)",P+R Emmen (Emmen),20150622,29991231,PARKRIDE
1891,1891_PRZWA,"(53.248388488, 6.03524162)",P+R Station Zwaagwesteinde (De Westereen),20150615,29991231,PARKRIDE
307,307_PRSCH,"(52.174296508, 5.404754012)",P+R Station Schothorst (Amersfoort),20150505,29991231,PARKRIDE
2448,114_TIJME,"(52.790852495, 6.899996451)",P+R Burgemeester Tijmesstraat (Emmen),20130919,29991231,PARKRIDE
424,424_PRMUI,"(52.327965717, 5.062045309)",P+R P1 Muiden (Muiden),20150811,29991231,PARKRIDE
1651,1651_PRUIT,"(53.409401403, 6.674887301)",P+R Station Uithuizen (Uithuizen),20150805,29991231,PARKRIDE
392,392_PRSPA,"(52.383635314, 4.671573083)",P+R Station Haarlem Spaarnwoude (Haarlem),20150626,29991231,PARKRIDE
532,532_PRBOO,"(52.695363794, 5.23615153)",P+R Station Bovenkarspel-Grootebroek Oostzijde (Bovenkarspel),20150901,29991231,PARKRIDE
321,321_PRCAS,"(52.014727223, 5.181379907)",P+R Station Houten Castellum (Houten),20150722,29991231,PARKRIDE
2448,1674_STAT,"(51.539391372, 4.457864575)",P+R Stationsstraat (Roosendaal),20140101,29991231,PARKRIDE
2448,983_STAT,"(51.36434192, 6.173403449)",P+R Stationsplein (Venlo),20140101,29991231,PARKRIDE
756,756_PRVIE,"(51.592130731, 5.99742257)",P+R Vierlingsbeek (Vierlingsbeek),20150527,29991231,PARKRIDE
2448,175_PRSTA,"(52.510048034, 6.417565614)",P+R Stationsweg (Ommen),20150803,29991231,PARKRIDE
2448,1955_PRDID,"(51.933719831, 6.133139384)",P+R Station Didam (Didam),20150729,29991231,PARKRIDE
532,532_PRBOV,"(52.695541849, 5.234330892)",P+R Station Bovenkarspel-Grootebroek Westzijde (Bovenkarspel),20150901,29991231,PARKRIDE
2448,796_PARA,"(51.690580757, 5.291075158)",Park & Ride Parallelweg ('s-Hertogenbosch),20131126,29991231,PARKRIDE
2448,1773_PRSTA,"(52.335669171, 6.112943398)",P+R Stationsweg (Olst),20150803,29991231,PARKRIDE
2448,59_PREDI,"(53.256594421, 6.14182336)",P+R-terrein Edisonstraat (Buitenpost),20150422,29991231,PARKRIDE
2448,273_PRSTA,"(52.265836807, 5.575987538)",P+R Stationsstraat (Putten),20150803,29991231,PARKRIDE
1651,1651_PRUME,"(53.413979101, 6.721141689)",P+R Station Uithuizermeeden (Uithuizermeeden),20150806,29991231,PARKRIDE
2062,363_OLYMPR,"(52.3440208, 4.85392)",P+R Garage Olympisch Stadion (Amsterdam),20131030,29991231,PARKRIDE
2448,1731_PRSTA,"(52.854502598, 6.520080898)",P+R Stationslaan (Beilen),20150729,29991231,PARKRIDE
213,213_PRBRU,"(52.090229391, 6.147030536)",P+R Brummen (Brummen),20150602,29991231,PARKRIDE
957,957_PRSWA,"(51.235965825, 6.033542243)",P+R Station Swalmen (Swalmen),20150824,29991231,PARKRIDE
2448,824_SPOOR,"(51.582715656, 5.197700283)",P+R Spoorlaan (Oisterwijk),20140101,29991231,PARKRIDE
2448,687_SEGEER,"(51.49373941, 3.615175757)",P+R Segeerssingel (Middelburg),20140101,29991231,PARKRIDE
109,109_PRDAL,"(52.694947478, 6.7581314)",P+R Dalen (Dalen),20150603,29991231,PARKRIDE
34,34_PROOS,"(52.402719655, 5.297995549)",P+R-terrein Oostvaarders (Almere),20150429,29991231,PARKRIDE
34,34_PRAPA,"(52.377020729, 5.24282932)",P+R-terrein Almere Parkwijk (Almere),20150429,29991231,PARKRIDE
34,34_PRSTI,"(52.30853791, 5.32263968)",P+R-terrein Stichtse Brug (Almere),20150428,29991231,PARKRIDE
34,34_PROOR,"(52.355830636, 5.221193317)",P+R-terrein 't Oortje (Almere),20150428,29991231,PARKRIDE
34,34_PRMUZ,"(52.367753601, 5.188640545)",P+R-terrein Almere Muziekwijk (Almere),20150429,29991231,PARKRIDE
1960,1960_PRBEE,"(51.899105019, 5.195993102)",P + R Beesd (Beesd),20190101,29991231,PARKRIDE
74,74_PRAKK,"(53.047666817, 5.842623156)",P+R Station Akkrum (Akkrum),20150831,29991231,PARKRIDE
202,202_PRTRA,"(51.964574067, 5.892265764)",P+R Transferium Gelredome (Arnhem),20150506,29991231,PARKRIDE
202,202_PRAZU,"(51.955403242, 5.852355242)",P+R Station Arnhem-Zuid (Arnhem),20150506,29991231,PARKRIDE
202,202_PRPRE,"(51.98758704, 5.942197408)",P+R Station Presikhaaf (Arnhem),20150506,29991231,PARKRIDE
2448,106_STAT,"(52.98961314, 6.569637237)",P+R Stationsplein (Assen),20131122,29991231,PARKRIDE
2448,796_MAGI,"(51.69032169, 5.292815832)",P+R Magistratenlaan ('s-Hertogenbosch),20131126,29991231,PARKRIDE
2448,758_STAT,"(51.594940404, 4.781700947)",P+R Stationsweg (Breda),20131125,29991231,PARKRIDE
2448,757_SALM,"(51.583152896, 5.318011621)",P+R Salmstraat (Boxtel),20131125,29991231,PARKRIDE
664,664_PRZEE,"(51.490104552, 3.871895875)",P+R Zeelandhallen (Goes),20150817,29991231,PARKRIDE
164,164_PRHOO,"(52.268698736, 6.819994235)",P+R Hengelo-Oost (Hengelo),20150713,29991231,PARKRIDE
1949,1949_PRFRA,"(53.182487129, 5.548625735)",P+R Station Franeker (Franeker),20180101,29991231,PARKRIDE
267,267_PRNIJ,"(52.222734669, 5.494109033)",P+R Stationsweg (Nijkerk),20150813,29991231,PARKRIDE
267,267_PRBER,"(52.221119127, 5.492914619)",P+R Berkenlaan (Nijkerk),20150813,29991231,PARKRIDE
394,394_PRGET,"(52.260244415, 4.605542984)",P+R Getsewoud-Zuid (Nieuw-Vennep),20150626,29991231,PARKRIDE
