FID;Beheer;Aanlegjaar;X;Y;Naam_NL;Objectcode;Boomsoort
1553;bomen in beplanting;1979;111458,639599999990000;426911,409099999990000; ;WW3 - 0905 / 0276;Fraxinus excelsior 'Westhof's Glorie'
1554;bomen in gras;1972;111632,177000000000000;426901,190899999990000;Treurwilg;WW2 - 0701 / 0252;Salix sepulcralis 'Tristis'
1555;bomen in beplanting;2002;111567,902200000000000;426652,738399999970000;Gewone els, Zwarte els;WW2 - 0701 / 0434;Alnus glutinosa
1556;bomen in beplanting;1979;111397,878800000010000;426904,753600000000000; ;WW3 - 0905 / 0326;Ulmus 'Dodoens'
1557;bomen in beplanting;1979;111451,973000000000000;426924,742399999990000;Zomereik, Inlandse eik;WW3 - 0905 / 0279;Quercus robur
1558;bomen in gras;1979;111607,674799999990000;426892,867099999970000;Gewone vleugelnoot;WW2 - 0701 / 0254;Pterocarya fraxinifolia
1559;bomen in beplanting;1979;111551,051800000000000;426652,371199999990000; ;WW2 - 0701 / 0011;Ulmus hollandica 'Dampieri'
1560;bomen in beplanting;1979;111392,573999999990000;426892,214900000020000; ;WW3 - 0905 / 0324;Ulmus 'Dodoens'
1561;bomen in gras;1970;111614,095600000000000;426868,892200000000000; ;WW3 - 0701 / 0129;Populus x canadensis 'Robusta'
1562;bomen in beplanting;2001;111606,524300000000000;426684,140399999970000;Boomhazelaar, Turkse hazelaar;WW2 - 0701 / 0442;Corylus colurna
1563;bomen in beplanting;1979;111454,530100000000000;426917,253900000010000;Zomereik, Inlandse eik;WW3 - 0905 / 0277;Quercus robur
1564;bomen in gras;1970;111449,802000000000000;426947,193900000010000; ;WW3 - 0906 / 0258;Populus x canadensis 'Robusta'
1565;bomen in gras;1979;111552,135899999990000;426861,974500000010000;Goudes;WW2 - 0701 / 0235;Fraxinus excelsior 'Jaspidea'
1566;bomen in beplanting;1979;111448,411400000000000;426931,865700000020000;Zomereik, Inlandse eik;WW3 - 0905 / 0281;Quercus robur
1567;bomen in beplanting;1979;111450,041800000010000;426912,904800000020000;Zomereik, Inlandse eik;WW3 - 0905 / 0285;Quercus robur
1568;knotbomen;1979;111416,682300000000000;426889,664600000020000;Cricketbat wilg;WW3 - 0905 / 0130;Salix x rubens 'Calva'
1569;bomen in gras;1972;111589,662200000010000;426872,699399999980000; ;WW2 - 0701 / 0243;Salix alba 'Lievelde'
1570;bomen in beplanting;2012;111592,999900000000000;426715,037399999970000;Rode esdoorn;WW2 - 0701 / 0033;Acer rubrum 'Scanlon'
1571;knotbomen;1979;111418,381100000000000;426893,976900000010000;Cricketbat wilg;WW3 - 0905 / 0131;Salix x rubens 'Calva'
1572;bomen in beplanting;2012;111596,869500000000000;426706,518700000020000;Rode esdoorn;WW2 - 0701 / 0034;Acer rubrum 'Scanlon'
1573;bomen in gras;1972;111601,685700000000000;426869,163100000010000; ;WW2 - 0701 / 0244;Salix alba 'Lievelde'
1574;knotbomen;1979;111420,733200000000000;426898,811899999970000;Cricketbat wilg;WW3 - 0905 / 0132;Salix x rubens 'Calva'
1575;bomen in beplanting;1979;111644,781400000010000;426892,702500000010000;Krimlinde;WW2 - 0701 / 0251;Tilia x europaea 'Euchlora'
1576;knotbomen;1979;111422,693400000000000;426902,862900000010000;Cricketbat wilg;WW3 - 0905 / 0133;Salix x rubens 'Calva'
1577;bomen in gras;1979;111619,478300000000000;426893,354700000030000;Gewone vleugelnoot;WW2 - 0701 / 0253;Pterocarya fraxinifolia
1578;bomen in beplanting;2012;111600,434400000000000;426698,722699999980000;Rode esdoorn;WW2 - 0701 / 0035;Acer rubrum 'Scanlon'
1579;bomen in beplanting;1979;111625,250199999990000;426885,731800000010000;Krimlinde;WW2 - 0701 / 0249;Tilia x europaea 'Euchlora'
1580;knotbomen;1979;111424,522800000010000;426908,481900000010000;Cricketbat wilg;WW3 - 0905 / 0134;Salix x rubens 'Calva'
1581;bomen in beplanting;1979;111635,225600000010000;426888,408100000000000;Krimlinde;WW2 - 0701 / 0250;Tilia x europaea 'Euchlora'
1582;knotbomen;1979;111412,239300000000000;426918,674699999970000;Cricketbat wilg;WW3 - 0905 / 0137;Salix x rubens 'Calva'
1583;bomen in verharding;2012;111581,618500000000000;426733,328199999990000;Zachte es;WW2 - 0701 / 0116;Fraxinus pennsylvanica 'Aerial'
1584;bomen in gras;1979;111416,551600000010000;426918,152000000000000;Cricketbat wilg;WW3 - 0905 / 0136;Salix x rubens 'Calva'
1585;bomen in verharding;2012;111587,536500000000000;426736,458900000030000;Zachte es;WW2 - 0701 / 0113;Fraxinus pennsylvanica 'Aerial'
1586;bomen in gras;2012;111646,437400000000000;426994,987800000000000;Gewone wilg, Schietwilg, Witte wilg;NYV - 0101 / 0238;Salix alba
1587;knotbomen;1979;111420,210500000000000;426916,322500000010000;Cricketbat wilg;WW3 - 0905 / 0135;Salix x rubens 'Calva'
1588;bomen in verharding;2012;111561,386000000000000;426725,046700000010000;Zachte es;WW2 - 0701 / 0112;Fraxinus pennsylvanica 'Aerial'
1589;bomen in gras;1974;111645,434299999990000;427005,283400000010000; ;NYV - 0101 / 0237;Fraxinus excelsior 'Altena'
1590;bomen in gras;1974;111639,502299999990000;426996,205599999990000;Gewone wilg, Schietwilg, Witte wilg;NYV - 0101 / 0241;Salix alba
1591;bomen in gras;1979;111410,932500000000000;426910,311400000010000; ;WW3 - 0905 / 0139;Ulmus 'Dodoens'
1592;bomen in verharding;2012;111555,471699999990000;426722,036299999980000;Zachte es;WW2 - 0701 / 0111;Fraxinus pennsylvanica 'Aerial'
1593;bomen in gras;1974;111613,790500000000000;427010,169700000030000; ;NYV - 0101 / 0243;Fraxinus excelsior 'Altena'
1594;knotbomen;1979;111359,838099999990000;426938,406800000000000;Cricketbat wilg;WW3 - 0905 / 0146;Salix x rubens 'Calva'
1595;bomen in gras;1982;111562,947600000000000;426661,926199999990000;Esdoorn;WW2 - 0701 / 0021;Acer
1596;bomen in gras;1974;111637,770999999990000;427007,884800000000000; ;NYV - 0101 / 0239;Fraxinus excelsior 'Altena'
1597;bomen in beplanting;1979;111352,345200000000000;426926,303499999980000; ;WW3 - 0905 / 0332;Ulmus 'Dodoens'
1598;bomen in beplanting;2008;111610,896900000010000;426747,595700000010000; ;WW2 - 0701 / 0120;Prunus sargentii 'Rancho'
1599;bomen in gras;1962;111629,643200000010000;427008,160299999990000; ;NYV - 0101 / 0240;Fraxinus excelsior 'Altena'
1600;bomen in beplanting;1979;111356,763800000000000;426912,375400000020000; ;WW3 - 0905 / 0334;Ulmus 'Dodoens'
1601;bomen in beplanting;2012;111581,374200000010000;426741,094600000010000;Rode esdoorn;WW2 - 0701 / 0153;Acer rubrum 'Red Sunset'
1602;bomen in beplanting;2012;111578,195100000000000;426747,684599999980000;Rode esdoorn;WW2 - 0701 / 0152;Acer rubrum 'Red Sunset'
1603;bomen in beplanting;2004;111372,469000000000000;426913,095800000010000; ;WW3 - 0905 / 0331;Ulmus 'Columella'
1604;bomen in gras;1974;111622,066500000000000;427010,571100000000000; ;NYV - 0101 / 0242;Fraxinus excelsior 'Altena'
1605;bomen in beplanting;1998;111648,785500000000000;426764,446500000020000;Boomhazelaar, Turkse hazelaar;WW2 - 0701 / 0140;Corylus colurna
1606;bomen in beplanting;2004;111379,961400000000000;426915,545199999990000; ;WW3 - 0905 / 0330;Ulmus 'Columella'
1607;bomen in gras;1974;111605,742199999990000;427012,844099999990000; ;NYV - 0101 / 0244;Fraxinus excelsior 'Altena'
1608;bomen in beplanting;2001;111627,412600000000000;426761,869499999970000; ;WW2 - 0701 / 0146;Pyrus calleryana 'Chanticleer'
1609;bomen in beplanting;1979;111401,988300000000000;426867,745200000000000;Gewone es;WW3 - 0905 / 0322;Fraxinus excelsior
1610;bomen in beplanting;1979;111404,581800000000000;426877,795099999990000;Gewone es;WW3 - 0905 / 0323;Fraxinus excelsior
1611;bomen in gras;1974;111597,132300000000000;427012,637400000010000; ;NYV - 0101 / 0245;Fraxinus excelsior 'Altena'
1612;bomen in beplanting;1979;111401,015700000000000;426895,301400000000000; ;WW3 - 0905 / 0325;Ulmus 'Dodoens'
1613;bomen in gras;1974;111590,244400000000000;427014,910399999990000; ;NYV - 0101 / 0246;Fraxinus excelsior 'Altena'
1614;bomen in beplanting;2012;111575,480000000000000;426754,495999999980000;Rode esdoorn;WW2 - 0701 / 0151;Acer rubrum 'Red Sunset'
1615;bomen in gras;1974;111582,254500000000000;427015,254800000000000; ;NYV - 0101 / 0247;Fraxinus excelsior 'Altena'
1616;bomen in beplanting;1979;111408,796300000000000;426900,326300000020000;Gewone es;WW3 - 0905 / 0328;Fraxinus excelsior
1617;bomen in gras;1974;111574,552900000000000;427018,324299999980000; ;NYV - 0101 / 0248;Fraxinus excelsior 'Altena'
1618;bomen in beplanting;2006;111365,841100000010000;426910,214099999980000; ;WW3 - 0905 / 0333;Ulmus 'Columella'
1619;bomen in gras;1974;111557,667800000000000;427021,458400000000000; ;NYV - 0101 / 0249;Fraxinus excelsior 'Altena'
1620;bomen in beplanting;2004;111584,739000000000000;426806,298799999990000; ;WW2 - 0701 / 0168;Sorbus latifolia 'Henk Vink'
1621;bomen in gras;1979;111424,422800000000000;426851,490400000010000; ;WW3 - 0905 / 0118;Fraxinus excelsior 'Altena'
1622;bomen in gras;1974;111559,602400000000000;427021,636899999980000; ;NYV - 0101 / 0250;Fraxinus excelsior 'Altena'
1623;bomen in beplanting;2004;111592,581000000010000;426809,537900000000000;Sierappel;WW2 - 0701 / 0169;Malus tschonoskii
1624;bomen in gras;1979;111415,464100000000000;426854,801199999990000; ;WW3 - 0905 / 0119;Fraxinus excelsior 'Altena'
1625;bomen in gras;1974;111551,713099999990000;427022,465099999970000; ;NYV - 0101 / 0251;Fraxinus excelsior 'Altena'
1626;bomen in beplanting;1984;111628,381400000000000;426829,142899999980000;Sierappel;WW2 - 0701 / 0178;Malus tschonoskii
1627;bomen in beplanting;1979;111407,982200000000000;426890,073199999980000;Gewone els, Zwarte els;WW3 - 0905 / 0384;Alnus glutinosa
1628;bomen in beplanting;1979;111553,868200000000000;427115,744699999980000; ;NYV - 0101 / 0442; 
1629;bomen in beplanting;2004;111556,610200000000000;426807,151200000020000;Sierappel;WW2 - 0701 / 0183;Malus tschonoskii
1630;knotbomen;1979;111388,280900000000000;426931,437400000000000;Cricketbat wilg;WW3 - 0905 / 0142;Salix x rubens 'Calva'
1631;bomen in beplanting;0;111575,946800000010000;427144,966399999980000; ;NYV - 0101 / 0590; 
1632;bomen in beplanting;2004;111552,859700000000000;426814,993200000030000;Sierappel;WW2 - 0701 / 0184;Malus tschonoskii
1633;bomen in beplanting;0;111564,582800000000000;427143,018300000000000; ;NYV - 0101 / 0591; 
1634;knotbomen;1979;111384,727799999990000;426931,775700000000000;Cricketbat wilg;WW3 - 0905 / 0143;Salix x rubens 'Calva'
1635;bomen in beplanting;0;111557,115100000000000;427136,849300000000000; ;NYV - 0101 / 0592; 
1636;bomen in beplanting;1987;111588,489600000000000;426772,885100000010000;Sierappel;WW2 - 0701 / 0414;Malus 'Red Sentinel'
1637;knotbomen;1979;111369,669800000000000;426935,667100000020000;Cricketbat wilg;WW3 - 0905 / 0145;Salix x rubens 'Calva'
1638;knotbomen;1979;111352,581500000000000;426940,235300000000000;Cricketbat wilg;WW3 - 0905 / 0365;Salix x rubens 'Calva'
1639;bomen in beplanting;0;111567,505000000000000;427132,953099999980000; ;NYV - 0101 / 0593; 
1640;bomen in beplanting;2008;111617,703899999990000;426750,731499999990000; ;WW2 - 0701 / 0122;Prunus sargentii 'Rancho'
1641;bomen in beplanting;1984;111600,169800000000000;426816,787100000020000;Sierappel;WW2 - 0701 / 0173;Malus tschonoskii
1642;bomen in beplanting;1991;111445,975100000000000;426892,185000000000000;Gewone els, Zwarte els;WW3 - 0905 / 0242;Alnus glutinosa
1643;bomen in beplanting;0;111559,063200000000000;427128,407499999970000; ;NYV - 0101 / 0594; 
1644;bomen in beplanting;1984;111606,458799999990000;426820,054000000000000;Sierappel;WW2 - 0701 / 0174;Malus tschonoskii
1645;bomen in beplanting;0;111567,180300000010000;427122,563100000030000; ;NYV - 0101 / 0595; 
1646;bomen in beplanting;1991;111448,005399999990000;426888,462799999980000;Gewone els, Zwarte els;WW3 - 0905 / 0241;Alnus glutinosa
1647;bomen in beplanting;0;111559,387900000000000;427107,952300000000000; ;NYV - 0101 / 0597; 
1648;bomen in beplanting;1984;111614,544500000000000;426823,892799999970000;Sierappel;WW2 - 0701 / 0175;Malus tschonoskii
1649;bomen in beplanting;1991;111441,153100000000000;426883,810000000000000;Gewone els, Zwarte els;WW3 - 0905 / 0240;Alnus glutinosa
1650;bomen in beplanting;0;111554,517600000010000;427101,783300000010000; ;NYV - 0101 / 0600; 
1651;bomen in beplanting;1984;111619,935000000000000;426826,424699999970000;Sierappel;WW2 - 0701 / 0177;Malus tschonoskii
1652;bomen in beplanting;1991;111443,352600000000000;426879,072600000010000;Gewone els, Zwarte els;WW3 - 0905 / 0239;Alnus glutinosa
1653;bomen in beplanting;0;111553,543500000000000;427093,666099999970000; ;NYV - 0101 / 0602; 
1654;bomen in beplanting;2005;111579,036500000000000;426802,984100000000000;Sierappel;WW2 - 0701 / 0167;Malus tschonoskii
1655;bomen in beplanting;1991;111426,010500000000000;426878,142100000000000;Gewone els, Zwarte els;WW3 - 0905 / 0237;Alnus glutinosa
1656;bomen in beplanting;0;111550,946100000000000;427083,600900000020000; ;NYV - 0101 / 0606; 
1657;bomen in beplanting;1986;111572,462799999990000;426784,290500000000000;Noorse esdoorn;WW2 - 0701 / 0161;Acer platanoides 'Globosum'
1658;bomen in beplanting;1991;111423,811000000000000;426871,881999999980000;Gewone els, Zwarte els;WW3 - 0905 / 0235;Alnus glutinosa
1659;bomen in beplanting;1991;111418,312300000010000;426861,561300000000000;Gewone els, Zwarte els;WW3 - 0905 / 0232;Alnus glutinosa
1660;bomen in beplanting;0;111610,363500000010000;427244,969500000010000; ;NYV - 0101 / 0572; 
1661;bomen in beplanting;0;111621,078100000000000;427242,371999999970000; ;NYV - 0101 / 0573; 
1662;bomen in beplanting;1979;111563,697400000000000;426784,748399999980000;Zilveresdoorn;WW2 - 0701 / 0162;Acer saccharinum
1663;bomen in beplanting;1991;111428,633000000000000;426868,392400000010000;Gewone els, Zwarte els;WW3 - 0905 / 0385;Alnus glutinosa
1664;bomen in beplanting;0;111613,935000000000000;427235,878299999980000; ;NYV - 0101 / 0574; 
1665;bomen in beplanting;1979;111571,808699999990000;426789,785199999980000;Zilveresdoorn;WW2 - 0701 / 0163;Acer saccharinum
1666;bomen in beplanting;1979;111383,419299999990000;426853,672800000000000;Hongaarse eik;WW3 - 0905 / 0082;Quercus frainetto
1667;bomen in beplanting;0;111600,298200000000000;427232,631500000020000; ;NYV - 0101 / 0575; 
1668;bomen in beplanting;1979;111566,379400000010000;426791,485999999980000;Zilveresdoorn;WW2 - 0701 / 0164;Acer saccharinum
1669;bomen in beplanting;1979;111443,435900000000000;426924,146400000030000;Gewone els, Zwarte els;WW3 - 0905 / 0287;Alnus glutinosa
1670;bomen in beplanting;0;111614,584400000010000;427229,059899999990000; ;NYV - 0101 / 0576; 
1671;bomen in beplanting;1979;111437,525400000000000;426937,358200000020000;Zomereik, Inlandse eik;WW3 - 0905 / 0278;Quercus robur
1672;bomen in beplanting;0;111607,441300000010000;427224,514299999980000; ;NYV - 0101 / 0577; 
1673;bomen in beplanting;1979;111412,840200000010000;426944,775399999980000;Zomereik, Inlandse eik;WW3 - 0905 / 0283;Quercus robur
1674;bomen in beplanting;0;111600,947600000000000;427222,890900000000000; ;NYV - 0101 / 0578; 
1675;bomen in beplanting;1979;111399,396599999990000;426940,023700000020000;Zomereik, Inlandse eik;WW3 - 0905 / 0284;Quercus robur
1676;bomen in beplanting;0;111592,830500000000000;427218,669999999980000; ;NYV - 0101 / 0579; 
1677;bomen in beplanting;1977;111425,472500000000000;426941,646200000020000;Zomereik, Inlandse eik;WW3 - 0905 / 0292;Quercus robur
1678;bomen in beplanting;1979;111366,482999999990000;426948,368000000020000;Gewone es;WW3 - 0905 / 0289;Fraxinus excelsior
1679;bomen in beplanting;0;111603,869800000000000;427212,825699999990000; ;NYV - 0101 / 0580; 
1680;bomen in beplanting;1979;111376,913400000000000;426945,934300000020000;Zomereik, Inlandse eik;WW3 - 0905 / 0288;Quercus robur
1681;bomen in beplanting;1979;111388,618600000000000;426942,573399999990000;Zomereik, Inlandse eik;WW3 - 0905 / 0286;Quercus robur
1682;bomen in beplanting;1979;111403,800600000000000;426948,599800000030000;Zomereik, Inlandse eik;WW3 - 0905 / 0293;Quercus robur
1683;bomen in beplanting;0;111604,194500000000000;427206,007300000000000; ;NYV - 0101 / 0581; 
1684;knotbomen;1979;111397,194699999990000;426925,073600000000000;Treurwilg;WW3 - 0905 / 0141;Salix sepulcralis 'Tristis'
1685;bomen in beplanting;0;111592,830500000000000;427206,656599999990000; ;NYV - 0101 / 0582; 
1686;bomen in beplanting;1979;111393,688899999990000;426948,643300000000000;Zomereik, Inlandse eik;WW3 - 0905 / 0299;Quercus robur
1687;bomen in beplanting;1979;111426,651500000010000;426933,985800000020000;Gewone els, Zwarte els;WW3 - 0905 / 0280;Alnus glutinosa
1688;bomen in beplanting;0;111598,999500000010000;427200,487599999990000; ;NYV - 0101 / 0583; 
1689;bomen in beplanting;1979;111420,834800000000000;426937,574800000000000;Gewone es;WW3 - 0905 / 0282;Fraxinus excelsior
1690;bomen in beplanting;0;111587,310800000010000;427196,591399999980000; ;NYV - 0101 / 0584; 
1691;bomen in beplanting;1979;111413,161800000000000;426937,203500000000000;Zomereik, Inlandse eik;WW3 - 0905 / 0290;Quercus robur
1692;bomen in beplanting;0;111597,376099999990000;427187,500200000010000; ;NYV - 0101 / 0585; 
1693;bomen in verharding;2009;111367,523000000000000;426890,879900000000000; ;WW3 - 0905 / 0116;Prunus serrulata 'Sunset Boulevard'
1694;bomen in beplanting;0;111586,986099999990000;427186,201500000020000; ;NYV - 0101 / 0586; 
1695;bomen in gras;1974;111438,839200000000000;427034,385200000020000; ;NYV - 0101 / 0452;Fraxinus excelsior 'Altena'
1696;bomen in beplanting;0;111591,206999999990000;427178,084299999990000; ;NYV - 0101 / 0587; 
1697;bomen in gras;1974;111389,566800000000000;427047,426700000010000; ;NYV - 0101 / 0458;Fraxinus excelsior 'Altena'
1698;bomen in beplanting;0;111579,843100000000000;427177,435000000000000; ;NYV - 0101 / 0588; 
1699;bomen in gras;1970;111441,085400000000000;426950,390000000010000; ;WW3 - 0906 / 0259;Populus x canadensis 'Robusta'
1700;bomen in beplanting;0;111564,258200000000000;427154,382300000000000; ;NYV - 0101 / 0589; 
1701;bomen in beplanting;2006;111356,917300000000000;426972,259299999980000;Zomereik, Inlandse eik;WW3 - 0906 / 0262;Quercus robur
1702;bomen in beplanting;1979;111625,948399999990000;427274,515900000000000; ;NYV - 0101 / 0441; 
1703;bomen in beplanting;2007;111383,250199999990000;426968,838099999990000;Witte els, Grijze els;WW3 - 0906 / 0260;Alnus incana
1704;bomen in beplanting;1988;111637,312400000000000;427313,153500000010000;Gewone es;NYV - 0101 / 0561;Fraxinus excelsior
1705;bomen in beplanting;2006;111427,518500000010000;426961,321799999980000;Gewone els, Zwarte els;WW3 - 0906 / 0320;Alnus glutinosa
1706;bomen in beplanting;1988;111634,065500000000000;427300,815400000020000;Gewone es;NYV - 0101 / 0562;Fraxinus excelsior
1707;bomen in beplanting;2006;111407,457800000000000;426964,328299999990000; ;WW3 - 0906 / 0318;Fraxinus excelsior 'Geessink'
1708;bomen in beplanting;1988;111645,754200000000000;427299,841399999980000;Gewone es;NYV - 0101 / 0563;Fraxinus excelsior
1709;bomen in beplanting;2006;111391,440300000000000;426966,816500000020000;Witte els, Grijze els;WW3 - 0905 / 0348;Alnus incana
1710;bomen in beplanting;0;111630,818700000000000;427291,074800000000000; ;NYV - 0101 / 0564; 
1711;bomen in beplanting;2006;111397,919899999990000;426965,572400000000000; ;WW3 - 0905 / 0349;Fraxinus excelsior 'Geessink'
1712;bomen in beplanting;0;111626,273100000010000;427282,632999999970000; ;NYV - 0101 / 0565; 
1713;bomen in beplanting;1979;111356,516200000000000;426950,917699999990000;Zomereik, Inlandse eik;WW3 - 0905 / 0291;Quercus robur
1714;bomen in beplanting;1979;111364,092699999990000;426958,682500000000000;Zomereik, Inlandse eik;WW3 - 0905 / 0294;Quercus robur
1715;bomen in beplanting;0;111635,688899999990000;427279,061500000010000; ;NYV - 0101 / 0566; 
1716;bomen in beplanting;1979;111369,699100000000000;426953,858499999970000;Zomereik, Inlandse eik;WW3 - 0905 / 0295;Quercus robur
1717;bomen in beplanting;0;111614,909100000000000;427261,203800000020000; ;NYV - 0101 / 0567; 
1718;bomen in beplanting;1979;111377,130699999990000;426953,728100000010000;Zomereik, Inlandse eik;WW3 - 0905 / 0296;Quercus robur
1719;bomen in beplanting;0;111626,273100000010000;427263,476599999990000; ;NYV - 0101 / 0568; 
1720;bomen in beplanting;1987;111598,562699999990000;426777,945400000030000;Sierappel;WW2 - 0701 / 0413;Malus 'Red Sentinel'
1721;bomen in beplanting;1979;111383,128100000000000;426951,641999999990000;Zomereik, Inlandse eik;WW3 - 0905 / 0297;Quercus robur
1722;bomen in beplanting;0;111632,766800000000000;427263,476599999990000; ;NYV - 0101 / 0569; 
1723;bomen in beplanting;0;111616,207800000000000;427254,060699999970000; ;NYV - 0101 / 0570; 
1724;bomen in beplanting;1979;111392,124300000000000;426954,119200000020000;Zomereik, Inlandse eik;WW3 - 0905 / 0298;Quercus robur
1725;bomen in beplanting;0;111623,026199999990000;427250,813900000010000; ;NYV - 0101 / 0571; 
1726;bomen in beplanting;1979;111356,139599999990000;426960,735999999980000;Zomereik, Inlandse eik;WW3 - 0905 / 0314;Quercus robur
1727;knotbomen;1988;111551,471500000000000;427365,211699999990000; ;NYV - 0101 / 0434;Salix alba 'Belders'
1728;bomen in beplanting;2005;111368,670600000000000;426969,655299999980000;Witte els, Grijze els;WW3 - 0906 / 0373;Alnus incana
1729;knotbomen;1988;111556,239900000000000;427364,554000000000000; ;NYV - 0101 / 0435;Salix alba 'Belders'
1730;bomen in beplanting;2006;111417,145300000000000;426962,574800000000000; ;WW3 - 0906 / 0319;Fraxinus excelsior 'Geessink'
1731;knotbomen;1988;111561,172700000000000;427363,896300000020000; ;NYV - 0101 / 0436;Salix alba 'Belders'
1732;bomen in gras;1974;111442,935000000000000;427037,805100000000000; ;NYV - 0101 / 0450;Fraxinus excelsior 'Altena'
1733;bomen in gras;2004;111623,412300000000000;427367,541700000000000;Gewone els, Zwarte els;NYV - 0101 / 0558;Alnus glutinosa
1734;bomen in gras;1974;111435,505999999990000;427039,570400000030000; ;NYV - 0101 / 0451;Fraxinus excelsior 'Altena'
1735;bomen in gras;2004;111563,398400000010000;427382,324000000020000;Gewone els, Zwarte els;NYV - 0101 / 0554;Alnus glutinosa
1736;bomen in gras;1974;111427,387500000000000;427040,839199999990000; ;NYV - 0101 / 0453;Fraxinus excelsior 'Altena'
1737;bomen in gras;2004;111578,133400000010000;427379,730300000000000;Gewone els, Zwarte els;NYV - 0101 / 0555;Alnus glutinosa
1738;bomen in gras;1974;111419,609200000010000;427042,576999999990000; ;NYV - 0101 / 0454;Fraxinus excelsior 'Altena'
1739;bomen in gras;2004;111593,061500000000000;427376,915700000010000;Gewone els, Zwarte els;NYV - 0101 / 0556;Alnus glutinosa
1740;bomen in gras;1974;111411,735200000000000;427043,518199999990000; ;NYV - 0101 / 0455;Fraxinus excelsior 'Altena'
1741;bomen in gras;1974;111404,229700000000000;427044,286199999970000; ;NYV - 0101 / 0456;Fraxinus excelsior 'Altena'
1742;bomen in gras;2004;111607,755099999990000;427373,128499999990000;Gewone els, Zwarte els;NYV - 0101 / 0557;Alnus glutinosa
1743;bomen in gras;1974;111396,340100000000000;427046,136400000020000; ;NYV - 0101 / 0457;Fraxinus excelsior 'Altena'
1744;bomen in beplanting;1979;111682,269000000000000;426525,249499999980000;Valse Christusdoorn;WW2 - 0703 / 0202;Gleditsia triacanthos 'Sunburst'
1745;bomen in beplanting;1974;111381,449100000000000;427049,546600000000000; ;NYV - 0101 / 0788;Fraxinus excelsior 'Altena'
1746;bomen in beplanting;1983;111689,683699999990000;426522,168100000010000;Sierappel;WW2 - 0703 / 0203;Malus 'Profusion'
1747;bomen in gras;1974;111365,897000000000000;427054,907400000030000; ;NYV - 0101 / 0459;Fraxinus excelsior 'Altena'
1748;bomen in gras;1981;111657,596900000000000;426539,718600000020000; ;WW2 - 0704 / 0078;Platanus x hispanica
1749;bomen in gras;1974;111358,710000000010000;427057,087100000000000; ;NYV - 0101 / 0460;Fraxinus excelsior 'Altena'
1750;bomen in beplanting;1976;111662,595300000000000;426530,971499999990000; ;WW2 - 0704 / 0079;Platanus x hispanica
1751;bomen in gras;1974;111351,228500000000000;427060,150399999980000; ;NYV - 0101 / 0461;Fraxinus excelsior 'Altena'
1752;bomen in gras;1981;111661,206900000000000;426548,882199999990000; ;WW2 - 0704 / 0081;Platanus x hispanica
1753;knotbomen;1988;111404,802900000000000;427375,241700000010000; ;NYV - 0101 / 0427;Salix alba 'Belders'
1754;bomen in beplanting;1977;111677,312600000000000;426543,050800000030000; ;WW2 - 0704 / 0083;Platanus x hispanica
1755;bomen in beplanting;1977;111804,964900000010000;426501,017100000000000; ;WW2 - 0704 / 0085;Platanus x hispanica
1756;knotbomen;1988;111408,601299999990000;427375,047900000010000; ;NYV - 0101 / 0428;Salix alba 'Belders'
1757;bomen in beplanting;1979;111672,640100000000000;426475,386300000010000; ;WW2 - 0704 / 0106;Fraxinus excelsior 'Altena'
1758;knotbomen;1988;111415,190500000000000;427375,280499999990000; ;NYV - 0101 / 0429;Salix alba 'Belders'
1759;bomen in verharding;1977;111725,818900000000000;426481,216299999970000; ;WW2 - 0704 / 0112;Ulmus hollandica 'Groeneveld'
1760;knotbomen;1988;111419,105200000010000;427375,551800000020000; ;NYV - 0101 / 0430;Salix alba 'Belders'
1761;bomen in beplanting;1979;111679,415500000000000;426480,979899999980000;Gewone els, Zwarte els;WW2 - 0704 / 0115;Alnus glutinosa
1762;knotbomen;1988;111411,703299999990000;427375,457600000020000; ;NYV - 0101 / 0795;Salix alba 'Belders'
1763;bomen in gras;2004;111384,221500000000000;427393,904500000000000;Gewone els, Zwarte els;NYV - 0101 / 0542;Alnus glutinosa
1764;bomen in beplanting;1977;111713,843900000010000;426459,944800000000000; ;WW2 - 0704 / 0110;Robinia pseudoacacia 'Bessoniana'
1765;bomen in beplanting;1998;111634,830400000010000;426758,566700000020000;Boomhazelaar, Turkse hazelaar;WW2 - 0701 / 0142;Corylus colurna
1766;bomen in gras;2004;111399,221500000000000;427393,991700000010000;Gewone els, Zwarte els;NYV - 0101 / 0543;Alnus glutinosa
1767;bomen in beplanting;1979;111690,051300000010000;426475,307500000000000;Gewone els, Zwarte els;WW2 - 0704 / 0113;Alnus glutinosa
1768;bomen in gras;2004;111413,785399999990000;427394,340499999990000;Gewone els, Zwarte els;NYV - 0101 / 0544;Alnus glutinosa
1769;knotbomen;1988;111587,690500000000000;426907,788400000020000; ;WW3 - 0701 / 0126;Salix alba 'Belders'
1770;bomen in beplanting;1979;111686,269700000000000;426498,312299999990000; ;WW2 - 0704 / 0121;Ulmus hollandica 'Groeneveld'
1771;bomen in gras;2004;111428,872600000000000;427394,253299999980000;Gewone els, Zwarte els;NYV - 0101 / 0545;Alnus glutinosa
1772;knotbomen;1988;111591,195300000010000;426908,584900000020000; ;WW3 - 0701 / 0127;Salix alba 'Belders'
1773;bomen in gras;2004;111444,047100000000000;427394,078900000020000;Gewone els, Zwarte els;NYV - 0101 / 0546;Alnus glutinosa
