id;status;aanbieder;aansluitingen;datumplaatsing;adres;geo_shape;geo_point_2d
308078.0;Bestaand;E-flux;2.0;2022-09-12T02:00:00+00:00;Normandiëlaan, th HU 51;"{""coordinates"": [5.45184575354837, 51.480811042189345], ""type"": ""Point""}";51.480811042189345, 5.45184575354837
308089.0;Bestaand;Allegro;2.0;2023-01-24T01:00:00+00:00;Hertog H van Brabantplei;"{""coordinates"": [5.486287047080169, 51.432861706169625], ""type"": ""Point""}";51.432861706169625, 5.486287047080169
308091.0;Bestaand;Park n charge;2.0;2022-10-24T02:00:00+00:00;Cassandraplein;"{""coordinates"": [5.48979851736105, 51.46023451647482], ""type"": ""Point""}";51.46023451647482, 5.48979851736105
308104.0;Bestaand;Allegro;2.0;2022-09-20T02:00:00+00:00;Torenberglaan;"{""coordinates"": [5.468362655586113, 51.48328831219518], ""type"": ""Point""}";51.48328831219518, 5.468362655586113
308105.0;Bestaand;EVnetNL;2.0;2022-10-26T02:00:00+00:00;Pasteurlaan;"{""coordinates"": [5.490532646913139, 51.41368930098809], ""type"": ""Point""}";51.41368930098809, 5.490532646913139
308108.0;Bestaand;EVnetNL;2.0;2022-11-01T01:00:00+00:00;Torenallee;"{""coordinates"": [5.460944679964635, 51.4454730218116], ""type"": ""Point""}";51.4454730218116, 5.460944679964635
308114.0;Bestaand;Allegro;2.0;2022-10-05T02:00:00+00:00;Burghplein;"{""coordinates"": [5.494085138566155, 51.42944112462241], ""type"": ""Point""}";51.42944112462241, 5.494085138566155
308117.0;Bestaand;Allegro;2.0;2022-09-12T02:00:00+00:00;Tourslaan;"{""coordinates"": [5.4449798853112155, 51.48794411843514], ""type"": ""Point""}";51.48794411843514, 5.4449798853112155
308127.0;Bestaand;Allegro;2.0;2022-10-06T02:00:00+00:00;Otto Veniusweg;"{""coordinates"": [5.503836404763035, 51.43004632155877], ""type"": ""Point""}";51.43004632155877, 5.503836404763035
308134.0;Bestaand;Park n charge;2.0;2022-10-10T02:00:00+00:00;Montgomerylaan;"{""coordinates"": [5.476638559389207, 51.44672089091975], ""type"": ""Point""}";51.44672089091975, 5.476638559389207
308149.0;Bestaand;Allegro;2.0;2022-10-03T02:00:00+00:00;Boccherinilaan;"{""coordinates"": [5.450416577698197, 51.42360757845551], ""type"": ""Point""}";51.42360757845551, 5.450416577698197
308155.0;Bestaand;Allegro;2.0;2022-09-12T02:00:00+00:00;Heraultlaan th HU 9;"{""coordinates"": [5.438006454463948, 51.48529741635901], ""type"": ""Point""}";51.48529741635901, 5.438006454463948
308157.0;Bestaand;Allegro;2.0;2022-10-19T02:00:00+00:00;Frankrijkstraat;"{""coordinates"": [5.465852777607717, 51.45480062429059], ""type"": ""Point""}";51.45480062429059, 5.465852777607717
308168.0;Bestaand;Allegro;2.0;2022-10-18T02:00:00+00:00;Hasenbosakker;"{""coordinates"": [5.480644163598816, 51.46912972902244], ""type"": ""Point""}";51.46912972902244, 5.480644163598816
308173.0;Bestaand;Allegro;2.0;2022-09-28T02:00:00+00:00;Zeelsterstraat;"{""coordinates"": [5.437754053712527, 51.437653426009696], ""type"": ""Point""}";51.437653426009696, 5.437754053712527
308174.0;Bestaand;Allegro;2.0;;Slangenburg;"{""coordinates"": [5.438249334450077, 51.41597915105685], ""type"": ""Point""}";51.41597915105685, 5.438249334450077
308179.0;Bestaand;Allegro;2.0;2022-09-13T02:00:00+00:00;Veldmaarschalk Montgomerylaan;"{""coordinates"": [5.477629022834306, 51.458770911769776], ""type"": ""Point""}";51.458770911769776, 5.477629022834306
308189.0;Bestaand;Allegro;2.0;2022-09-14T02:00:00+00:00;Bosruiter;"{""coordinates"": [5.414336131064024, 51.447439156361696], ""type"": ""Point""}";51.447439156361696, 5.414336131064024
308193.0;Bestaand;Park n charge;2.0;2022-09-21T02:00:00+00:00;Soetendaal;"{""coordinates"": [5.432399178507346, 51.41581895967918], ""type"": ""Point""}";51.41581895967918, 5.432399178507346
308195.0;Bestaand;Allegro;2.0;2022-10-05T02:00:00+00:00;Gebr. v. Doornestraat;"{""coordinates"": [5.491469396782612, 51.428554318065935], ""type"": ""Point""}";51.428554318065935, 5.491469396782612
308197.0;Bestaand;Allegro;2.0;2022-11-15T01:00:00+00:00;Tafelbergstraat;"{""coordinates"": [5.511681462780646, 51.44213134982322], ""type"": ""Point""}";51.44213134982322, 5.511681462780646
308224.0;Aangevraagde locatie;Park n charge;2.0;2022-06-20T02:00:00+00:00;Dopheide;"{""coordinates"": [5.492395012459853, 51.42506198847055], ""type"": ""Point""}";51.42506198847055, 5.492395012459853
308225.0;;;;;;"{""coordinates"": [5.4923950196405125, 51.425061984868606], ""type"": ""Point""}";51.425061984868606, 5.4923950196405125
308147.0;Bestaand;Allegro;2.0;2022-11-29T01:00:00+00:00;Helmerslaan;"{""coordinates"": [5.472140530022235, 51.431068015870046], ""type"": ""Point""}";51.431068015870046, 5.472140530022235
308268.0;Aangevraagde locatie;Allegro;2.0;;;"{""coordinates"": [5.462914713517237, 51.47840773193437], ""type"": ""Point""}";51.47840773193437, 5.462914713517237
308165.0;;;2.0;2022-10-12T02:00:00+00:00;;"{""coordinates"": [5.521380101834172, 51.44601536431496], ""type"": ""Point""}";51.44601536431496, 5.521380101834172
308198.0;Bestaand;Allegro;2.0;2022-11-15T01:00:00+00:00;Condensatorstraat;"{""coordinates"": [5.5119099033884495, 51.4441940058251], ""type"": ""Point""}";51.4441940058251, 5.5119099033884495
307939.0;Bestaand;EVnetNL;2.0;2022-09-21T02:00:00+00:00;Hurksestraat;"{""coordinates"": [5.437966833203779, 51.43346180632584], ""type"": ""Point""}";51.43346180632584, 5.437966833203779
308185.0;Bestaand;Allegro;2.0;2022-09-21T02:00:00+00:00;Twickel;"{""coordinates"": [5.435598486967063, 51.415515228342514], ""type"": ""Point""}";51.415515228342514, 5.435598486967063
308175.0;Bestaand;Park n charge;2.0;2022-09-21T02:00:00+00:00;Duistervoorde;"{""coordinates"": [5.439287507959001, 51.416786944421204], ""type"": ""Point""}";51.416786944421204, 5.439287507959001
