PROJECT,PEILBUIS_N,DATUM,PEILSTAND,OPMERKING,NAP,TOV_NAP,PBN_ID,ObjectId
AssenZuid,29,2014/08/27 22:00:00+00,-0.62,,12.47,13.09,22900011,629
AssenZuid,27,2014/05/08 22:00:00+00,-2.42,,13.67,11.25,22900017,630
AssenZuid,23,2014/04/09 22:00:00+00,-1.64,,12.86,11.22,22031422,631
AssenZuid,3,2014/10/22 22:00:00+00,0,droog,12.44,12.44,22900000,632
AssenZuid,26,2012/06/06 22:00:00+00,-2.61,,13.18,10.57,22031425,633
AssenZuid,260,2011/09/27 22:00:00+00,-1.66,,13.05,11.39,22031426,634
AssenZuid,29,2014/09/10 22:00:00+00,-0.64,,12.47,11.83,22900011,635
AssenZuid,27,2014/06/03 22:00:00+00,-2.17,,13.67,15.84,22900017,636
AssenZuid,23,2014/04/24 22:00:00+00,-1.79,,12.86,11.07,22031422,637
AssenZuid,30,2012/06/06 22:00:00+00,-2.23,,13.04,10.81,22900006,638
AssenZuid,26,2012/06/26 22:00:00+00,-2.49,,13.18,10.69,22031425,639
AssenZuid,260,2011/10/26 22:00:00+00,-1.48,,13.05,11.57,22031426,640
AssenZuid,29,2014/09/24 22:00:00+00,-0.62,,12.47,11.85,22900011,641
AssenZuid,27,2014/06/18 22:00:00+00,0,droog,13.67,13.67,22900017,642
AssenZuid,23,2014/05/08 22:00:00+00,-1.48,,12.86,11.38,22031422,643
AssenZuid,30,2012/06/26 22:00:00+00,-2,,13.04,11.04,22900006,644
AssenZuid,26,2012/07/25 22:00:00+00,-2.59,,13.18,10.59,22031425,645
AssenZuid,260,2011/11/23 23:00:00+00,-1.88,,13.05,11.17,22031426,646
AssenZuid,3,2012/06/06 22:00:00+00,-1.96,,12.44,10.48,22900000,647
AssenZuid,27,2014/07/02 22:00:00+00,0,droog,13.67,13.67,22900017,648
AssenZuid,23,2014/06/03 22:00:00+00,-1.75,,12.86,14.61,22031422,649
AssenZuid,30,2012/07/25 22:00:00+00,-2.12,,13.04,10.92,22900006,650
AssenZuid,26,2012/08/29 22:00:00+00,-2.59,,13.18,10.59,22031425,651
AssenZuid,260,2011/12/20 23:00:00+00,-0.89,,13.05,12.16,22031426,652
AssenZuid,260,2012/01/18 23:00:00+00,-0.73,,13.05,12.32,22031426,653
AssenZuid,260,2012/02/22 23:00:00+00,-0.86,,13.05,12.19,22031426,654
AssenZuid,260,2012/04/10 22:00:00+00,-1.49,,13.05,11.56,22031426,655
AssenZuid,260,2012/05/08 22:00:00+00,-1.63,,13.05,11.42,22031426,656
AssenZuid,260,2012/06/06 22:00:00+00,-1.91,,13.05,11.14,22031426,657
AssenZuid,260,2012/06/26 22:00:00+00,-1.69,,13.05,11.36,22031426,658
AssenZuid,260,2012/07/25 22:00:00+00,-1.62,,13.05,11.43,22031426,659
AssenZuid,260,2012/08/29 22:00:00+00,-1.78,,13.05,11.27,22031426,660
AssenZuid,260,2012/09/26 22:00:00+00,-2.06,,13.05,10.99,22031426,661
AssenZuid,260,2012/10/30 23:00:00+00,-1.7,,13.05,11.35,22031426,662
AssenZuid,260,2012/11/20 23:00:00+00,-1.7,,13.05,11.35,22031426,663
AssenZuid,260,2012/12/18 23:00:00+00,-1.02,,13.05,12.03,22031426,664
AssenZuid,260,2013/02/13 23:00:00+00,-0.82,,13.05,12.23,22031426,665
AssenZuid,260,2013/03/13 23:00:00+00,-1.25,,13.05,11.8,22031426,666
AssenZuid,260,2013/04/10 22:00:00+00,-1.5,,13.05,11.55,22031426,667
AssenZuid,260,2013/05/06 22:00:00+00,-1.75,,13.05,11.3,22031426,668
AssenZuid,260,2013/06/04 22:00:00+00,-1.96,,13.05,11.09,22031426,669
AssenZuid,260,2013/07/02 22:00:00+00,-2.08,,13.05,10.97,22031426,670
AssenZuid,260,2013/08/14 22:00:00+00,-2.36,,13.05,10.69,22031426,671
AssenZuid,260,2013/09/25 22:00:00+00,-2.13,,13.05,10.92,22031426,672
AssenZuid,260,2013/10/24 22:00:00+00,-2.07,,13.05,10.98,22031426,673
AssenZuid,260,2013/11/20 23:00:00+00,-1.18,,13.05,11.87,22031426,674
AssenZuid,260,2013/12/18 23:00:00+00,-1,"mv 12,75",13.05,12.05,22031426,675
AssenZuid,260,2014/01/16 23:00:00+00,-0.78,,13.05,12.27,22031426,676
AssenZuid,260,2014/01/30 23:00:00+00,-0.92,,13.05,12.13,22031426,677
AssenZuid,260,2014/02/13 23:00:00+00,-0.82,,13.05,12.23,22031426,678
AssenZuid,260,2014/02/26 23:00:00+00,-1.03,,13.05,12.02,22031426,679
AssenZuid,260,2014/03/12 23:00:00+00,-1.39,,13.05,11.66,22031426,680
AssenZuid,260,2014/03/26 23:00:00+00,-1.17,,13.05,11.88,22031426,681
AssenZuid,260,2014/04/09 22:00:00+00,-1.41,,13.05,11.64,22031426,682
AssenZuid,3,2012/06/26 22:00:00+00,-1.86,,12.44,10.58,22900000,683
AssenZuid,27,2014/07/14 22:00:00+00,0,droog,13.67,13.67,22900017,684
AssenZuid,30,2012/08/29 22:00:00+00,-2.22,,13.04,10.82,22900006,685
AssenZuid,26,2012/09/26 22:00:00+00,-2.68,,13.18,10.5,22031425,686
AssenZuid,23,2014/06/18 22:00:00+00,-2.18,,12.86,15.04,22031422,687
AssenZuid,3,2012/07/25 22:00:00+00,-1.82,,12.44,10.62,22900000,688
AssenZuid,27,2014/08/13 22:00:00+00,0,droog,13.67,13.67,22900017,689
AssenZuid,30,2012/09/26 22:00:00+00,-2.48,,13.04,10.56,22900006,690
AssenZuid,26,2012/10/30 23:00:00+00,-2.47,,13.18,10.71,22031425,691
AssenZuid,23,2014/07/02 22:00:00+00,-2.4,,12.86,15.26,22031422,692
AssenZuid,3,2012/09/26 22:00:00+00,-2,,12.44,10.44,22900000,693
AssenZuid,27,2014/08/27 22:00:00+00,0,droog,13.67,13.67,22900017,694
AssenZuid,30,2012/10/30 23:00:00+00,-1.99,,13.04,11.05,22900006,695
AssenZuid,26,2012/11/20 23:00:00+00,-2.5,,13.18,10.68,22031425,696
AssenZuid,23,2014/07/14 22:00:00+00,-2.57,,12.86,15.43,22031422,697
AssenZuid,3,2012/10/30 23:00:00+00,-1.72,,12.44,10.72,22900000,698
AssenZuid,30,2012/11/20 23:00:00+00,-1.98,,13.04,11.06,22900006,699
AssenZuid,26,2012/12/18 23:00:00+00,-2.25,,13.18,10.93,22031425,700
AssenZuid,27,2014/09/10 22:00:00+00,0,droog,13.67,13.67,22900017,701
AssenZuid,23,2014/08/13 22:00:00+00,0,droog,12.86,12.86,22031422,702
AssenZuid,3,2012/11/20 23:00:00+00,-1.57,,12.44,10.87,22900000,703
AssenZuid,30,2012/12/18 23:00:00+00,-1.9,,13.04,11.14,22900006,704
AssenZuid,26,2013/01/15 23:00:00+00,-2.3,,13.18,10.88,22031425,705
AssenZuid,27,2014/09/24 22:00:00+00,0,droog,13.67,13.67,22900017,706
AssenZuid,23,2014/08/27 22:00:00+00,0,droog,12.86,12.86,22031422,707
AssenZuid,3,2012/12/18 23:00:00+00,-1.05,,12.44,11.39,22900000,708
AssenZuid,30,2013/01/15 23:00:00+00,-1.93,,13.04,11.11,22900006,709
AssenZuid,26,2013/02/13 23:00:00+00,-2.24,,13.18,10.94,22031425,710
AssenZuid,27,2014/10/08 22:00:00+00,0,droog,13.67,13.67,22900017,711
AssenZuid,23,2014/09/10 22:00:00+00,0,droog,12.86,12.86,22031422,712
AssenZuid,3,2013/01/15 23:00:00+00,-1.23,,12.44,11.21,22900000,713
AssenZuid,30,2013/02/13 23:00:00+00,-1.9,,13.04,11.14,22900006,714
AssenZuid,26,2013/03/13 23:00:00+00,-2.28,,13.18,10.9,22031425,715
AssenZuid,27,2014/10/22 22:00:00+00,0,droog,13.67,13.67,22900017,716
AssenZuid,23,2014/09/24 22:00:00+00,0,droog,12.86,12.86,22031422,717
AssenZuid,3,2013/02/13 23:00:00+00,-1.16,,12.44,11.28,22900000,718
AssenZuid,30,2013/03/13 23:00:00+00,-1.96,,13.04,11.08,22900006,719
AssenZuid,26,2013/04/10 22:00:00+00,-2.5,,13.18,10.68,22031425,720
AssenZuid,28,2012/06/06 22:00:00+00,-1.22,,12.3,11.08,22900010,721
AssenZuid,23,2014/10/08 22:00:00+00,0,droog,12.86,12.86,22031422,722
AssenZuid,3,2013/03/13 23:00:00+00,-1.37,,12.44,11.07,22900000,723
AssenZuid,30,2013/04/10 22:00:00+00,-1.99,,13.04,11.05,22900006,724
AssenZuid,26,2013/05/06 22:00:00+00,-2.64,,13.18,10.54,22031425,725
AssenZuid,28,2012/06/26 22:00:00+00,-1.15,,12.3,11.15,22900010,726
AssenZuid,23,2014/10/22 22:00:00+00,0,droog,12.86,12.86,22031422,727
AssenZuid,3,2013/04/10 22:00:00+00,-1.54,,12.44,10.9,22900000,728
AssenZuid,30,2013/05/06 22:00:00+00,-2.08,,13.04,10.96,22900006,729
AssenZuid,26,2013/06/04 22:00:00+00,-2.69,,13.18,10.49,22031425,730
AssenZuid,28,2012/07/25 22:00:00+00,-1.15,,12.3,11.15,22900010,731
AssenZuid,24,2010/04/13 22:00:00+00,-1.85,,12.36,10.51,22031423,732
AssenZuid,3,2013/05/06 22:00:00+00,-1.77,,12.44,10.67,22900000,733
AssenZuid,30,2013/06/04 22:00:00+00,-2.23,,13.04,10.81,22900006,734
AssenZuid,26,2013/07/02 22:00:00+00,-2.74,,13.18,10.44,22031425,735
AssenZuid,24,2011/02/16 23:00:00+00,-1.45,0 meting,12.36,10.91,22031423,736
AssenZuid,24,2011/03/16 23:00:00+00,-1.45,,12.36,10.91,22031423,737
AssenZuid,24,2011/05/09 22:00:00+00,-2.06,,12.36,10.3,22031423,738
AssenZuid,24,2011/06/08 22:00:00+00,-2.12,,12.36,10.24,22031423,739
AssenZuid,24,2011/07/06 22:00:00+00,-2.18,,12.36,10.18,22031423,740
AssenZuid,24,2011/08/03 22:00:00+00,-1.75,,12.36,10.61,22031423,741
AssenZuid,24,2011/08/30 22:00:00+00,-1.75,,12.36,10.61,22031423,742
AssenZuid,24,2011/09/27 22:00:00+00,-1.78,,12.36,10.58,22031423,743
AssenZuid,24,2011/10/26 22:00:00+00,-1.67,,12.36,10.69,22031423,744
AssenZuid,24,2011/11/23 23:00:00+00,-1.87,,12.36,10.49,22031423,745
AssenZuid,24,2011/12/20 23:00:00+00,-1.39,,12.36,10.97,22031423,746
AssenZuid,24,2012/01/18 23:00:00+00,-1.4,,12.36,10.96,22031423,747
AssenZuid,24,2012/02/22 23:00:00+00,-1.45,,12.36,10.91,22031423,748
AssenZuid,24,2012/04/10 22:00:00+00,-1.68,,12.36,10.68,22031423,749
AssenZuid,24,2012/05/08 22:00:00+00,-1.75,,12.36,10.61,22031423,750
AssenZuid,3,2013/06/04 22:00:00+00,-1.9,,12.44,10.54,22900000,751
AssenZuid,26,2013/08/14 22:00:00+00,-2.87,,13.18,10.31,22031425,752
AssenZuid,28,2012/08/29 22:00:00+00,-1,,12.3,11.3,22900010,753
AssenZuid,30,2013/07/02 22:00:00+00,-2.34,,13.04,10.7,22900006,754
AssenZuid,3,2013/07/02 22:00:00+00,-2,,12.44,10.44,22900000,755
AssenZuid,26,2013/08/27 22:00:00+00,-2.93,,13.18,10.25,22031425,756
AssenZuid,28,2012/09/26 22:00:00+00,-1.27,,12.3,11.03,22900010,757
AssenZuid,30,2013/09/25 22:00:00+00,-2.25,,13.04,10.79,22900006,758
AssenZuid,3,2013/09/25 22:00:00+00,-2.06,,12.44,10.38,22900000,759
AssenZuid,26,2013/09/25 22:00:00+00,-2.79,,13.18,10.39,22031425,760
AssenZuid,30,2013/10/24 22:00:00+00,-2.5,,13.04,10.54,22900006,761
AssenZuid,28,2012/10/30 23:00:00+00,-0.73,,12.3,11.57,22900010,762
AssenZuid,3,2013/11/20 23:00:00+00,-1.3,,12.44,11.14,22900000,763
AssenZuid,26,2013/10/24 22:00:00+00,-2.74,,13.18,10.44,22031425,764
AssenZuid,30,2013/11/20 23:00:00+00,-1.95,,13.04,11.09,22900006,765
AssenZuid,28,2012/11/20 23:00:00+00,-0.75,,12.3,11.55,22900010,766
AssenZuid,3,2013/12/18 23:00:00+00,-1.17,"mv 11,79",12.44,11.27,22900000,767
AssenZuid,26,2013/11/20 23:00:00+00,-2.46,,13.18,10.72,22031425,768
AssenZuid,30,2013/12/18 23:00:00+00,-1.88,"mv 12,55",13.04,11.16,22900006,769
AssenZuid,28,2012/12/18 23:00:00+00,-0.71,,12.3,11.59,22900010,770
AssenZuid,3,2014/01/16 23:00:00+00,-0.95,,12.44,11.49,22900000,771
AssenZuid,26,2013/12/18 23:00:00+00,-2.3,"mv 12,68",13.18,10.88,22031425,772
AssenZuid,30,2014/01/16 23:00:00+00,-1.84,,13.04,11.2,22900006,773
AssenZuid,28,2013/01/15 23:00:00+00,-0.84,,12.3,11.46,22900010,774
AssenZuid,3,2014/01/30 23:00:00+00,-1.19,,12.44,11.25,22900000,775
AssenZuid,26,2014/01/16 23:00:00+00,-2.19,,13.18,10.99,22031425,776
AssenZuid,30,2014/01/30 23:00:00+00,-1.86,,13.04,11.18,22900006,777
AssenZuid,28,2013/02/13 23:00:00+00,-0.75,,12.3,11.55,22900010,778
AssenZuid,3,2014/02/13 23:00:00+00,-1.09,,12.44,11.35,22900000,779
AssenZuid,26,2014/01/30 23:00:00+00,-2.3,,13.18,10.88,22031425,780
AssenZuid,30,2014/02/13 23:00:00+00,-1.85,,13.04,11.19,22900006,781
AssenZuid,28,2013/03/13 23:00:00+00,-0.71,,12.3,11.59,22900010,782
AssenZuid,3,2014/02/26 23:00:00+00,-1.29,,12.44,11.15,22900000,783
AssenZuid,26,2014/02/13 23:00:00+00,-2.26,,13.18,10.92,22031425,784
AssenZuid,30,2014/02/26 23:00:00+00,-1.88,,13.04,11.16,22900006,785
AssenZuid,28,2013/04/10 22:00:00+00,-1.08,,12.3,11.22,22900010,786
AssenZuid,30,2014/03/12 23:00:00+00,-1.98,,13.04,11.06,22900006,787
AssenZuid,28,2013/05/06 22:00:00+00,-1.34,,12.3,10.96,22900010,788
AssenZuid,30,2014/03/26 23:00:00+00,-1.91,,13.04,11.13,22900006,789
AssenZuid,30,2014/04/09 22:00:00+00,-1.96,,13.04,11.08,22900006,790
AssenZuid,30,2014/04/24 22:00:00+00,-1.95,,13.04,11.09,22900006,791
AssenZuid,30,2014/05/08 22:00:00+00,-1.94,,13.04,11.1,22900006,792
AssenZuid,30,2014/06/03 22:00:00+00,-1.99,,13.04,15.03,22900006,793
AssenZuid,30,2014/06/18 22:00:00+00,-2.2,,13.04,15.24,22900006,794
AssenZuid,30,2014/07/02 22:00:00+00,-2.29,,13.04,15.33,22900006,795
AssenZuid,30,2014/07/14 22:00:00+00,-2.4,,13.04,15.44,22900006,796
AssenZuid,30,2014/08/13 22:00:00+00,0,droog,13.04,13.04,22900006,797
AssenZuid,30,2014/08/27 22:00:00+00,0,droog,13.04,13.04,22900006,798
AssenZuid,30,2014/09/10 22:00:00+00,-2.3,,13.04,10.74,22900006,799
AssenZuid,30,2014/09/24 22:00:00+00,-2.52,,13.04,10.52,22900006,800
AssenZuid,41,2013/11/20 23:00:00+00,-1.19,,12.47,11.28,22900023,801
AssenZuid,32.2,2012/07/25 22:00:00+00,-2.6,,13.52,10.92,22900014,802
AssenZuid,41,2013/12/18 23:00:00+00,-1.14,"mv 11,81",12.47,11.33,22900023,803
AssenZuid,32.2,2012/08/29 22:00:00+00,-2.57,,13.52,10.95,22900014,804
AssenZuid,39,2014/06/03 22:00:00+00,0,droog,10.82,10.82,22900026,805
AssenZuid,41,2014/01/16 23:00:00+00,-1.08,,12.47,11.39,22900023,806
AssenZuid,30,2014/10/08 22:00:00+00,0,droog,13.04,13.04,22900006,807
AssenZuid,38.1,2014/08/27 22:00:00+00,-1.6,,12.93,14.53,22900016,808
AssenZuid,32.2,2012/09/26 22:00:00+00,-2.67,,13.52,10.85,22900014,809
AssenZuid,39,2014/06/18 22:00:00+00,0,droog,10.82,10.82,22900026,810
AssenZuid,41,2014/01/30 23:00:00+00,-1.1,,12.47,11.37,22900023,811
AssenZuid,40.1,2012/12/18 23:00:00+00,-1.35,,12.24,10.89,22900024,812
AssenZuid,30,2014/10/22 22:00:00+00,0,droog,13.04,13.04,22900006,813
AssenZuid,38.1,2014/09/10 22:00:00+00,-1.81,,12.93,11.12,22900016,814
AssenZuid,32.2,2012/10/30 23:00:00+00,-2.47,,13.52,11.05,22900014,815
AssenZuid,39,2014/07/02 22:00:00+00,0,droog,10.82,10.82,22900026,816
AssenZuid,41,2014/02/13 23:00:00+00,-1.09,,12.47,11.38,22900023,817
AssenZuid,40.1,2013/01/15 23:00:00+00,-1.28,,12.24,10.96,22900024,818
AssenZuid,31,2012/06/06 22:00:00+00,-1.94,,12.89,10.95,22900012,819
AssenZuid,38.1,2014/09/24 22:00:00+00,-1.76,,12.93,11.17,22900016,820
AssenZuid,32.2,2012/11/20 23:00:00+00,-2.48,,13.52,11.04,22900014,821
AssenZuid,39,2014/07/14 22:00:00+00,0,droog,10.82,10.82,22900026,822
AssenZuid,41,2014/02/26 23:00:00+00,-1.12,,12.47,11.35,22900023,823
AssenZuid,42,2014/06/18 22:00:00+00,-1.72,,12.76,14.48,22900022,824
AssenZuid,45.1,2013/07/02 22:00:00+00,-2.16,,12.45,10.29,22900018,825
AssenZuid,40.1,2013/02/13 23:00:00+00,-1.13,,12.24,11.11,22900024,826
AssenZuid,40.1,2013/03/13 23:00:00+00,-1.27,,12.24,10.97,22900024,827
AssenZuid,40.1,2013/04/10 22:00:00+00,-1.32,,12.24,10.92,22900024,828
AssenZuid,40.1,2013/05/06 22:00:00+00,-1.48,,12.24,10.76,22900024,829
AssenZuid,40.1,2013/06/04 22:00:00+00,-1.52,,12.24,10.72,22900024,830
AssenZuid,40.1,2013/07/02 22:00:00+00,-1.5,,12.24,10.74,22900024,831
AssenZuid,40.1,2013/08/14 22:00:00+00,-1.7,,12.24,10.54,22900024,832
AssenZuid,40.1,2013/08/27 22:00:00+00,-1.9,,12.24,10.34,22900024,833
AssenZuid,40.2,2012/06/06 22:00:00+00,-1.86,,12.23,10.37,22900025,834
AssenZuid,40.2,2012/06/26 22:00:00+00,-1.79,,12.23,10.44,22900025,835
AssenZuid,40.2,2012/07/25 22:00:00+00,-1.97,,12.23,10.26,22900025,836
AssenZuid,40.2,2012/08/29 22:00:00+00,-2.09,,12.23,10.14,22900025,837
AssenZuid,40.2,2012/09/26 22:00:00+00,-2.28,,12.23,9.95,22900025,838
AssenZuid,40.2,2012/10/30 23:00:00+00,-1.96,,12.23,10.27,22900025,839
AssenZuid,40.2,2012/11/20 23:00:00+00,-1.9,,12.23,10.33,22900025,840
AssenZuid,40.2,2012/12/18 23:00:00+00,-1.52,,12.23,10.71,22900025,841
AssenZuid,40.2,2013/01/15 23:00:00+00,-1.47,,12.23,10.76,22900025,842
AssenZuid,40.2,2013/02/13 23:00:00+00,-1.34,,12.23,10.89,22900025,843
AssenZuid,40.2,2013/03/13 23:00:00+00,-1.46,,12.23,10.77,22900025,844
AssenZuid,40.2,2013/04/10 22:00:00+00,-1.56,,12.23,10.67,22900025,845
AssenZuid,40.2,2013/05/06 22:00:00+00,-1.71,,12.23,10.52,22900025,846
AssenZuid,40.2,2013/06/04 22:00:00+00,-1.78,,12.23,10.45,22900025,847
AssenZuid,40.2,2013/07/02 22:00:00+00,-1.87,,12.23,10.36,22900025,848
AssenZuid,40.2,2013/08/14 22:00:00+00,-2.1,,12.23,10.13,22900025,849
AssenZuid,40.2,2013/08/27 22:00:00+00,-2.25,,12.23,9.98,22900025,850
AssenZuid,40A,2014/06/03 22:00:00+00,0,vol water,11.61,11.61,22231423,851
AssenZuid,40A,2014/06/18 22:00:00+00,0,vol water,11.61,11.61,22231423,852
AssenZuid,40A,2014/07/02 22:00:00+00,-0.99,,11.61,12.6,22231423,853
AssenZuid,40A,2014/07/14 22:00:00+00,-1.08,,11.61,12.69,22231423,854
AssenZuid,40A,2014/08/13 22:00:00+00,-1.15,,11.61,12.76,22231423,855
AssenZuid,40A,2014/08/27 22:00:00+00,-1.08,,11.61,12.69,22231423,856
AssenZuid,40A,2014/09/10 22:00:00+00,-1.16,,11.61,10.45,22231423,857
AssenZuid,40A,2014/09/24 22:00:00+00,-1.27,,11.61,10.34,22231423,858
AssenZuid,40A,2014/10/08 22:00:00+00,-1.25,,11.61,10.36,22231423,859
AssenZuid,40A,2014/10/22 22:00:00+00,-1.16,,11.61,10.45,22231423,860
AssenZuid,41,2012/06/06 22:00:00+00,-1,,12.47,11.47,22900023,861
AssenZuid,41,2012/06/26 22:00:00+00,-1.09,,12.47,11.38,22900023,862
AssenZuid,41,2012/07/25 22:00:00+00,-1.16,,12.47,11.31,22900023,863
AssenZuid,41,2012/08/29 22:00:00+00,-1.17,,12.47,11.3,22900023,864
AssenZuid,41,2012/10/30 23:00:00+00,-1.31,,12.47,11.16,22900023,865
AssenZuid,41,2012/11/20 23:00:00+00,-1.23,,12.47,11.24,22900023,866
AssenZuid,41,2012/12/18 23:00:00+00,-0.97,,12.47,11.5,22900023,867
AssenZuid,41,2013/01/15 23:00:00+00,-0.83,,12.47,11.64,22900023,868
AssenZuid,41,2013/02/13 23:00:00+00,-0.8,,12.47,11.67,22900023,869
AssenZuid,41,2013/03/13 23:00:00+00,-0.83,,12.47,11.64,22900023,870
AssenZuid,41,2013/04/10 22:00:00+00,-0.89,,12.47,11.58,22900023,871
AssenZuid,41,2013/05/06 22:00:00+00,-0.95,,12.47,11.52,22900023,872
AssenZuid,41,2013/06/04 22:00:00+00,-1.13,,12.47,11.34,22900023,873
AssenZuid,41,2014/03/12 23:00:00+00,-1.16,,12.47,11.31,22900023,874
AssenZuid,31,2012/06/26 22:00:00+00,-1.82,,12.89,11.07,22900012,875
AssenZuid,38.1,2014/10/08 22:00:00+00,-1.09,,12.93,11.84,22900016,876
AssenZuid,42,2014/08/13 22:00:00+00,0,,12.76,12.76,22900022,877
AssenZuid,45.1,2013/08/14 22:00:00+00,-2.28,,12.45,10.17,22900018,878
AssenZuid,32.2,2012/12/18 23:00:00+00,-1.28,,13.52,12.24,22900014,879
AssenZuid,41,2014/03/26 23:00:00+00,-1.13,,12.47,11.34,22900023,880
AssenZuid,39,2014/08/13 22:00:00+00,0,droog,10.82,10.82,22900026,881
AssenZuid,31,2012/07/25 22:00:00+00,-2.01,,12.89,10.88,22900012,882
AssenZuid,38.1,2014/10/22 22:00:00+00,-1.05,,12.93,11.88,22900016,883
AssenZuid,42,2014/09/10 22:00:00+00,0,droog,12.76,12.76,22900022,884
AssenZuid,45.1,2013/08/27 22:00:00+00,-2.37,,12.45,10.08,22900018,885
AssenZuid,32.2,2013/01/15 23:00:00+00,-2.33,,13.52,11.19,22900014,886
AssenZuid,41,2014/04/09 22:00:00+00,-1.15,,12.47,11.32,22900023,887
AssenZuid,39,2014/09/10 22:00:00+00,0,droog,10.82,10.82,22900026,888
AssenZuid,31,2012/08/29 22:00:00+00,-2.1,,12.89,10.79,22900012,889
AssenZuid,38.2,2012/06/06 22:00:00+00,-1.8,,12.89,11.09,22900015,890
AssenZuid,42,2014/10/08 22:00:00+00,0,droog,12.76,12.76,22900022,891
AssenZuid,45.1,2013/09/25 22:00:00+00,-2.12,,12.45,10.33,22900018,892
AssenZuid,32.2,2013/02/13 23:00:00+00,-2.28,,13.52,11.24,22900014,893
AssenZuid,41,2014/04/24 22:00:00+00,-1.15,,12.47,11.32,22900023,894
AssenZuid,39,2014/09/24 22:00:00+00,0,droog,10.82,10.82,22900026,895
AssenZuid,31,2012/10/30 23:00:00+00,-1.81,,12.89,11.08,22900012,896
AssenZuid,38.2,2012/06/26 22:00:00+00,-1.65,,12.89,11.24,22900015,897
AssenZuid,42,2014/10/22 22:00:00+00,0,,12.76,12.76,22900022,898
AssenZuid,45.1,2013/10/24 22:00:00+00,-2.07,,12.45,10.38,22900018,899
AssenZuid,32.2,2013/03/13 23:00:00+00,-2.39,,13.52,11.13,22900014,900
AssenZuid,41,2014/05/08 22:00:00+00,-1.11,,12.47,11.36,22900023,901
AssenZuid,39,2014/10/08 22:00:00+00,0,droog,10.82,10.82,22900026,902
AssenZuid,31,2012/11/20 23:00:00+00,-1.67,,12.89,11.22,22900012,903
AssenZuid,38.2,2012/07/25 22:00:00+00,-1.81,,12.89,11.08,22900015,904
AssenZuid,43,2012/06/06 22:00:00+00,-1.78,,10.93,9.15,22900021,905
AssenZuid,45.1,2013/11/20 23:00:00+00,-1.73,,12.45,10.72,22900018,906
AssenZuid,32.2,2013/04/10 22:00:00+00,-2.49,,13.52,11.03,22900014,907
AssenZuid,41,2014/06/03 22:00:00+00,-1.12,,12.47,13.59,22900023,908
AssenZuid,39,2014/10/22 22:00:00+00,0,droog,10.82,10.82,22900026,909
AssenZuid,4,2012/06/06 22:00:00+00,-0.99,,11.46,10.47,22900005,910
AssenZuid,4,2012/06/26 22:00:00+00,-0.83,,11.46,10.63,22900005,911
AssenZuid,4,2012/07/25 22:00:00+00,-1,,11.46,10.46,22900005,912
AssenZuid,4,2012/09/26 22:00:00+00,-0.99,,11.46,10.47,22900005,913
AssenZuid,4,2012/10/30 23:00:00+00,-0.9,,11.46,10.56,22900005,914
AssenZuid,4,2012/11/20 23:00:00+00,-0.95,,11.46,10.51,22900005,915
AssenZuid,4,2012/12/18 23:00:00+00,-0.8,,11.46,10.66,22900005,916
AssenZuid,4,2013/01/15 23:00:00+00,-0.87,,11.46,10.59,22900005,917
AssenZuid,4,2013/02/13 23:00:00+00,-0.84,,11.46,10.62,22900005,918
AssenZuid,4,2013/03/13 23:00:00+00,-0.91,,11.46,10.55,22900005,919
AssenZuid,4,2013/04/10 22:00:00+00,-0.96,,11.46,10.5,22900005,920
AssenZuid,4,2013/05/06 22:00:00+00,-1.03,,11.46,10.43,22900005,921
AssenZuid,4,2013/06/04 22:00:00+00,-1.06,,11.46,10.4,22900005,922
AssenZuid,4,2013/07/02 22:00:00+00,-1.05,,11.46,10.41,22900005,923
AssenZuid,4,2013/08/14 22:00:00+00,-1.18,,11.46,10.28,22900005,924
AssenZuid,4,2013/08/27 22:00:00+00,-1.22,,11.46,10.24,22900005,925
AssenZuid,4,2013/09/25 22:00:00+00,-1.12,,11.46,10.34,22900005,926
AssenZuid,4,2013/11/20 23:00:00+00,-0.91,,11.46,10.55,22900005,927
AssenZuid,4,2013/12/18 23:00:00+00,-0.85,"mv 10,91",11.46,10.61,22900005,928
AssenZuid,4,2014/01/30 23:00:00+00,-0.88,,11.46,10.58,22900005,929
AssenZuid,4,2014/02/13 23:00:00+00,-0.83,,11.46,10.63,22900005,930
AssenZuid,4,2014/02/26 23:00:00+00,-0.91,,11.46,10.55,22900005,931
AssenZuid,4,2014/03/12 23:00:00+00,-0.98,,11.46,10.48,22900005,932
AssenZuid,4,2014/03/26 23:00:00+00,-0.9,,11.46,10.56,22900005,933
AssenZuid,4,2014/04/09 22:00:00+00,-0.9,,11.46,10.56,22900005,934
AssenZuid,4,2014/06/03 22:00:00+00,-0.79,,11.46,12.25,22900005,935
AssenZuid,4,2014/06/18 22:00:00+00,-0.95,,11.46,12.41,22900005,936
AssenZuid,4,2014/07/02 22:00:00+00,-1.03,,11.46,12.49,22900005,937
AssenZuid,4,2014/07/14 22:00:00+00,-1.14,,11.46,12.6,22900005,938
AssenZuid,4,2014/08/13 22:00:00+00,-1.22,,11.46,12.68,22900005,939
AssenZuid,4,2014/09/10 22:00:00+00,-1.21,,11.46,10.25,22900005,940
AssenZuid,4,2014/09/24 22:00:00+00,-1.25,,11.46,10.21,22900005,941
AssenZuid,4,2014/10/08 22:00:00+00,-1.2,,11.46,10.26,22900005,942
