FID,omschr,beginwdl,beginkm,eindwdl,eindkm,kantcode,wegnummer,fk_veld4,izi_side,ibn,vnrwol,max_snelh,gdb_geomattr_data,shape
kantstroken_kenmerk.11,Puntstuk,R,53.00699997,R,53.06999969,H,006,KLK0006321046,R,I,3,,,"LINESTRING (145716.75250000134 485047.3379999995, 145776.1031000018 485068.46869999915)"
kantstroken_kenmerk.12,Vluchtstrook,R,53.41500092,R,53.69400024,H,006,KLK0006321049,R,I,4,,,"LINESTRING (146098.90900000185 485228.47199999914, 146224.69519999996 485304.59319999814, 146346.58089999855 485387.7734000012, 146352.6699000001 485391.9968000017)"
kantstroken_kenmerk.13,Puntstuk,R,49.17900085,R,49.26100159,T,006,KLK0006321089,L,I,4,,,"LINESTRING (142086.3552000001 484778.77859999985, 142014.69469999894 484738.91910000145)"
kantstroken_kenmerk.14,Puntstuk,R,52.95199966,R,53.04999924,T,006,KLK0006321115,L,I,3,,,"LINESTRING (145748.6662000008 485110.9728000015, 145662.55000000075 485080.74819999933)"
kantstroken_kenmerk.15,Puntstuk,R,53.37599945,R,53.48400116,T,006,KLK0006321120,L,I,3,,,"LINESTRING (146140.38850000128 485307.2320000008, 146087.20710000023 485274.4235999994, 146050.2686999999 485253.37849999964)"
kantstroken_kenmerk.16,Vluchtstrook,R,49.88800049,R,50.15499878,T,006,KLK0006321203,L,I,2,,,"LINESTRING (142656.745099999 485058.4967, 142679.95870000124 485072.23910000175, 142719.41950000077 485087.8398000002, 142757.27419999987 485102.7523000017, 142817.27910000086 485129.0183000006, 142901.54949999973 485164.91120000184)"
kantstroken_kenmerk.17,Vluchtstrook,R,53.44499969,R,53.5,T,006,KLK0006321252,L,I,3,,,"LINESTRING (146069.46009999886 485398.4974000007, 146027.58069999889 485381.3524999991, 146016.68820000067 485376.95419999957)"
kantstroken_kenmerk.18,Vluchtstrook,R,53.02000046,R,53.12400055,H,006,KLK0006321259,R,I,3,,,"LINESTRING (146171.28799999878 485081.5800999999, 146147.8200000003 485074.4750000015, 146098.60399999842 485058.5879999995, 146081.30750000104 485054.5423000008)"
kantstroken_kenmerk.19,Puntstuk,R,56.04299927,R,56.11299896,T,006,KLK0006321281,L,I,3,,,"LINESTRING (148082.40560000017 487001.6783000007, 148050.61019999906 486937.34629999846)"
kantstroken_kenmerk.20,Puntstuk,R,58.93500137,R,59.01800156,T,006,KLK0006321308,L,I,3,,,"LINESTRING (150183.93459999934 488932.35990000144, 150107.18679999933 488885.12319999933)"
kantstroken_kenmerk.21,Vluchtstrook,R,59.01800156,R,59.35200119,T,006,KLK0006321313,L,I,3,,,"LINESTRING (150469.22819999978 489107.9519999996, 150183.93459999934 488932.35990000144)"
kantstroken_kenmerk.22,Vluchtstrook,R,56.04299927,R,56.50500107,T,006,KLK0006362552,L,I,2,,,"LINESTRING (148050.61019999906 486937.34629999846, 148050.61960000172 486942.7818999998, 148058.02789999917 486966.9118999988, 148075.1009999998 487009.1229999997, 148080.37099999934 487025.8920000009, 148085.16200000048 487051.4439999983, 148087.55799999833 487072.0450000018, 148088.03700000048 487096.48000000045, 148085.86199999973 487126.5159999989, 148079.17399999872 487157.7259999998, 148073.2650000006 487179.4450000003, 148060.88800000027 487218.4919999987, 148056 487239, 148055.03700000048 487251.5179999992, 148053.46200000122 487275.9050000012, 148055.05900000036 487293.9510000013, 148060.40900000185 487321.33999999985, 148067.27600000054 487341.94200000167, 148082.09980000183 487378.2564999983)"
kantstroken_kenmerk.23,Vluchtstrook,R,55.84000015,R,56.02399826,H,006,KLK0006321331,R,I,4,,,"LINESTRING (147984.63340000063 486735.6429999992, 148021.56590000167 486793.5430999994, 148042.73259999976 486830.58480000123, 148079.3509999998 486892.81500000134)"
kantstroken_kenmerk.24,Puntstuk,R,56.42200089,R,56.52399826,H,006,KLK0006321334,R,I,3,,,"LINESTRING (148265.23849999905 487246.9479999989, 148267.3114 487250.9556999989, 148318.09820000082 487339.46979999915)"
kantstroken_kenmerk.25,Puntstuk,R,57.0359993,R,57.08000183,H,006,KLK0006321343,R,I,3,,,"LINESTRING (148601.53379999846 487749.4316999987, 148629.3236999996 487783.5450000018)"
kantstroken_kenmerk.26,Vluchtstrook,R,58.29399872,R,58.5019989,H,006,KLK0006321348,R,I,5,,,"LINESTRING (149570.9690000005 488526.4615999982, 149656.05920000002 488575.14499999955, 149752.47179999948 488632.07730000094)"
kantstroken_kenmerk.27,Puntstuk,R,58.9090004,R,58.95899963,H,006,KLK0006321350,R,I,3,,,"LINESTRING (150102.1700000018 488834.3073000014, 150145.6149000004 488859.05680000037)"
kantstroken_kenmerk.28,Vluchtstrook,R,58.97999954,R,59.41600037,T,006,KLK0006321400,L,I,2,,,"LINESTRING (150100.58159999922 489049.47129999846, 150120.01399999857 489059.96499999985, 150151.32600000128 489072.8449999988, 150174.49799999967 489078.45800000057, 150198.40199999884 489081.7899999991, 150228.48800000176 489081.4670000002, 150269.7950000018 489075.7470000014, 150311 489073, 150338.47899999842 489073, 150362 489076, 150390.36199999973 489083.0089999996, 150423 489093, 150428 489096, 150439.27100000158 489101.6889999993, 150453.29670000076 489108.62409999967, 150501.87429999933 489134.97670000046, 150525.43519999832 489142.54630000144)"
kantstroken_kenmerk.29,Vluchtstrook,R,49.90299988,R,50.01200104,H,006,KLK0006570461,R,I,2,,,"LINESTRING (142681.94619999826 485016.1959999986, 142705.7489 485017.9433999993, 142754.59629999846 485032.004900001, 142790.7820999995 485039.72410000116)"
kantstroken_kenmerk.30,Vluchtstrook,R,50.01200104,R,50.13600159,H,006,KLK0006570462,R,I,3,,,"LINESTRING (142790.7820999995 485039.72410000116, 142826.4343000017 485047.32939999923, 142860.26029999927 485052.23640000075, 142898.33929999918 485055.5073999986, 142905.17119999975 485055.8772, 142912.4459999986 485056.53449999914)"
kantstroken_kenmerk.31,Vluchtstrook,R,50.13600159,R,50.26699829,H,006,KLK0006570463,R,I,4,,,"LINESTRING (142912.4459999986 485056.53449999914, 142925.95380000025 485057.75510000065, 142960.7463000007 485058.62689999864, 142990.78570000082 485061.6308999993, 143020.18140000105 485070.2135999985, 143039.92119999975 485082.0709999986)"
kantstroken_kenmerk.32,Puntstuk,R,49.88800049,R,49.98400116,T,006,KLK0006700774,L,I,3,,,"LINESTRING (142746.61850000173 485088.03009999916, 142716.5938999988 485077.70540000126, 142675.3187999986 485064.5291999988, 142656.745099999 485058.4967)"
kantstroken_kenmerk.33,Puntstuk,R,57.06000137,R,57.18500137,H,006,KLK0006700907,R,I,1,,,"LINESTRING (148659.84950000048 487903.21930000186, 148652.99500000104 487895.6160000004, 148618.41099999845 487854.743999999, 148579.72700000182 487808.08199999854)"
kantstroken_kenmerk.34,Puntstuk,R,70.48699951,R,70.51599884,H,031,KLK0006860293,R,I,2,,,"LINESTRING (201669.80480000004 572213.9591000006, 201643.40700000152 572230.9560000002)"
kantstroken_kenmerk.35,Puntstuk,R,10.73999977,R,10.76399994,H,076,KLK0007114872,R,I,3,,,"LINESTRING (189788.18169999868 326968.9156999998, 189782.01110000163 326970.94590000063, 189764.50710000098 326970.94590000063, 189774.67119999975 326964.2686999999, 189783.66710000113 326961.41120000184, 189785.9032999985 326960.5397000015)"
kantstroken_kenmerk.36,Vluchtstrook,R,7.07000017,R,7.17600012,H,009,KLK0007226096,R,I,4,,,"LINESTRING (128252.42379999906 481030.23800000176, 128170.43149999902 480980.6559999995, 128157.56379999965 480972.5991999991)"
kantstroken_kenmerk.37,Vluchtstrook,R,7.17600012,R,7.4369998,H,009,KLK0007226097,R,I,5,,,"LINESTRING (127934.77650000155 480842.4578999989, 127972.76260000095 480863.6235000007, 128021.76350000128 480892.3044000007, 128061.66279999912 480916.4343999997, 128106.29630000144 480942.2384000011, 128127.41010000184 480954.1446999982, 128152.81019999832 480969.6228, 128157.56379999965 480972.5991999991)"
kantstroken_kenmerk.38,Vluchtstrook,R,7.50500011,R,7.55999994,H,009,KLK0007226099,R,I,4,,,"LINESTRING (127871.36560000107 480808.3564000018, 127843.43400000036 480793.7734000012, 127822.35819999874 480783.39919999987)"
kantstroken_kenmerk.39,Puntstuk,R,8.45300007,R,8.52299976,T,009,KLK0007226102,L,I,1,,,"LINESTRING (127031.30970000103 480373.49020000175, 126990.31370000169 480353.6015999988, 126971.01790000126 480344.2688000016)"
kantstroken_kenmerk.40,Vluchtstrook,R,9.27600002,R,9.34799957,T,009,KLK0007226104,L,I,1,,,"LINESTRING (126311.2707999982 479981.3467999995, 126284.8236999996 479966.5989000015, 126249.18439999968 479944.91259999946)"
kantstroken_kenmerk.41,Puntstuk,R,9.34799957,R,9.41800022,T,009,KLK0007226105,L,I,1,,,"LINESTRING (126249.18439999968 479944.91259999946, 126225.61459999904 479930.5705999993, 126193.1400000006 479909.64169999957)"
kantstroken_kenmerk.42,Vluchtstrook,R,10.30000019,R,10.73499966,H,009,KLK0007226219,R,I,3,,,"LINESTRING (125034.9395999983 479344.22040000185, 125037.83210000023 479345.25890000165, 125057.47709999979 479348.2305999994, 125071.26539999992 479347.30889999866, 125088.74590000138 479342.935899999, 125109.87759999931 479334.67770000175, 125128.35489999875 479327.83150000125, 125145.83359999955 479323.7168000005, 125163.93389999866 479322.6810999997, 125178.25079999864 479324.30110000074, 125193.9048999995 479328.60539999977, 125207.93969999999 479334.4998999983, 125223.9952000007 479342.66330000013, 125247.66440000013 479355.367899999, 125298.70980000123 479382.76689999923, 125357.80150000006 479414.48479999974, 125397.49489999935 479435.72019999847, 125435.50400000066 479455.5529999994)"
kantstroken_kenmerk.43,Puntstuk,R,11.02499962,R,11.11200047,H,009,KLK0007226282,R,I,2,,,"LINESTRING (124799.79509999976 479109.21609999985, 124780.63289999962 479103.0009999983, 124758.19550000131 479097.0164999999, 124733.02849999815 479092.5144999996, 124722.98690000176 479091.80249999836)"
kantstroken_kenmerk.44,Puntstuk,R,11.68999958,R,11.77999973,H,009,KLK0007225499,R,I,3,,,"LINESTRING (124217.59250000119 478994.19849999994, 124211.64950000122 478974.5428000018, 124207.20080000162 478951.0315000005, 124205.66380000114 478934.45969999954, 124205.53330000117 478914.16220000014, 124206.91739999875 478897.0711000003)"
kantstroken_kenmerk.45,Puntstuk,R,10.43000031,R,10.50199986,H,009,KLK0007225414,R,I,3,,,"LINESTRING (125327.38899999857 479374.0011, 125327.2078000009 479373.9068999998, 125268.72049999982 479342.2685999982)"
kantstroken_kenmerk.46,Vluchtstrook,R,10.50199986,R,11.25500011,H,009,KLK0007225415,R,I,4,,,"LINESTRING (125268.72049999982 479342.2685999982, 125249.76889999956 479331.86089999974, 125179.87579999864 479293.5956999995, 125110.53849999979 479256.1094999984, 125037.33619999886 479216.77800000086, 124963.19860000163 479175.9048999995, 124921.20580000058 479152.87319999933, 124900.86050000042 479141.8165999986, 124886.03510000184 479133.816300001, 124852.2349999994 479115.7335000001, 124833.8748999983 479106.2217999995, 124809.52299999818 479094.7292000018, 124792.17350000143 479087.7864000015, 124776.94249999896 479082.68090000004, 124758.65459999815 479077.72520000115, 124743.44550000131 479074.53119999915, 124727.17859999835 479072.0238999985, 124703.33549999818 479069.9919000007, 124679.40619999915 479069.883200001, 124658.79549999908 479071.33740000054, 124639.2126000002 479074.0656000003, 124625.6416000016 479076.753800001, 124613.26190000027 479079.7694000006, 124591.4085999988 479086.5023000017)"
kantstroken_kenmerk.47,Vluchtstrook,R,11.30700016,R,11.68999958,H,009,KLK0007225494,R,I,3,,,"LINESTRING (124217.59250000119 478994.19849999994, 124217.96719999984 478995.43780000135, 124225.93189999834 479014.6532999985, 124233.61969999969 479029.41420000046, 124243.76830000058 479045.4701000005, 124256.70569999889 479062.2553000003, 124270.63109999895 479077.0903999992, 124287.71009999886 479091.99240000173, 124303.88529999927 479103.48999999836, 124315.36950000003 479110.0311000012, 124325.43470000103 479115.6495000012, 124342.98680000007 479123.3200000003, 124362.50950000063 479129.7692999989, 124381.70600000024 479134.18030000106, 124404.15480000153 479137.03539999947, 124429.2399000004 479137.43620000035, 124448.00789999962 479135.80519999936, 124463.82400000095 479133.1218000017, 124486.52950000018 479127.2996999994, 124504.00279999897 479121.4699999988, 124522.74399999902 479114.2628000006, 124542.83049999923 479105.9230000004, 124543.12849999964 479105.7978999987)"
kantstroken_kenmerk.48,Vluchtstrook,R,11.77999973,R,12.22200012,H,009,KLK0007225501,R,I,4,,,"LINESTRING (124206.91739999875 478897.0711000003, 124209.25670000166 478874.80519999936, 124212.96090000123 478859.98860000074, 124218.31870000064 478844.84109999985, 124228.57129999995 478822.08689999953, 124241.07290000096 478801.5155000016, 124250.26720000058 478788.48479999974, 124266.6053000018 478770.4930999987, 124283.07559999824 478755.0810999982, 124305.565200001 478739.0736999996, 124329.17940000072 478725.9107000008, 124358.48200000077 478712.681499999, 124385.46959999949 478700.3783, 124399.42639999837 478693.76370000094, 124416.35970000178 478684.70169999823, 124435.01289999858 478672.26630000025, 124448.96970000118 478661.3522000015, 124466.69680000097 478646.07250000164, 124478.69570000097 478634.0075000003, 124493.08909999952 478617.65619999915, 124502.40239999816 478605.43239999935, 124509.50719999894 478594.99269999936)"
kantstroken_kenmerk.49,Puntstuk,R,7.4369998,R,7.50500011,H,009,KLK0007226098,R,I,4,,,"LINESTRING (127934.77650000155 480842.4578999989, 127881.74579999968 480813.77589999884, 127871.36560000107 480808.3564000018)"
kantstroken_kenmerk.50,Vluchtstrook,R,8.52299976,R,8.5880003,T,009,KLK0007226103,L,I,1,,,"LINESTRING (126971.01790000126 480344.2688000016, 126970.18160000071 480343.8643000014, 126938.6699000001 480327.7862999998, 126913.46680000052 480314.06810000166)"
kantstroken_kenmerk.51,Vluchtstrook,R,10.82699966,R,10.875,H,009,KLK0007226232,R,I,5,,,"LINESTRING (124970.27450000122 479310.7135999985, 124967.65819999948 479309.0753000006, 124945.18100000173 479296.2729999982, 124924.35300000012 479286.3979999982)"
kantstroken_kenmerk.52,Puntstuk,R,19.58799934,R,19.6590004,T,036,KLK0007232735,L,I,2,,,"LINESTRING (238985.5300000012 498741.506000001, 239002.58769999817 498670.52690000087)"
kantstroken_kenmerk.53,Puntstuk,R,11.25500011,R,11.30700016,H,009,KLK0007397136,R,I,3,,,"LINESTRING (124591.4085999988 479086.5023000017, 124565.71279999986 479096.317400001, 124543.12849999964 479105.7978999987)"
kantstroken_kenmerk.54,Vluchtstrook,R,35.38999939,R,35.46699905,H,002,KLK0007221543,R,I,3,,,"LINESTRING (124504.7949000001 478581.75290000066, 124509.6790000014 478575.0929999985, 124522.78599999845 478554.69000000134, 124544.6259999983 478514.7960000001, 124560.80000000075 478504.2529999986)"
kantstroken_kenmerk.55,Puntstuk,R,56.44200134,R,56.5,T,006,KLK0007489154,L,I,3,,,"LINESTRING (148262.44590000063 487349.7987000011, 148232.0234999992 487294.6308999993)"
kantstroken_kenmerk.56,Vluchtstrook,R,58.84799957,R,59.44100189,H,006,KLK0007489268,R,I,2,,,"LINESTRING (150155.28200000152 488683.2109999992, 150207.8134999983 488722.314100001, 150285.1314000003 488776.7846000008, 150298.62519999966 488787.3680000007, 150315 488802, 150321 488808, 150321.2311999984 488808.34690000117, 150330 488819, 150338.80889999866 488831.75189999864, 150344.1667000018 488842.1367999986, 150350.91360000148 488856.5566999987, 150359.1911999993 488878.2894000001, 150371 488913, 150383 488940, 150387.85700000077 488948.2030000016, 150402.26399999857 488970.03500000015, 150417.561999999 488990.3830000013, 150440.43400000036 489014.44299999997, 150463.63800000027 489032.7083999999, 150489.78709999844 489050.7611999996, 150518.62669999897 489069.14979999885, 150542.5714999996 489083.7019000016, 150564.53429999948 489105.37099999934)"
kantstroken_kenmerk.57,Puntstuk,R,7.07000017,R,7.21799994,H,009,KLK0007397108,R,I,3,,,"LINESTRING (128252.42379999906 481030.23800000176, 128207.92000000179 480996.48739999905, 128160.50090000033 480962.51199999824, 128128.23840000108 480940.9375)"
kantstroken_kenmerk.58,Vluchtstrook,R,7.21799994,R,10.43000031,H,009,KLK0007397109,R,I,3,,,"LINESTRING (128128.23840000108 480940.9375, 128107.7696999982 480927.24980000034, 128072.56309999898 480904.67020000145, 128033.8647999987 480881.189100001, 127972.56340000033 480845.22509999946, 127898.48380000144 480804.44839999825, 127824.30040000007 480766.28489999846, 127758.99430000037 480735.03709999844, 127693.7928000018 480704.8145000003, 127639.58049999923 480679.45230000094, 127588.28119999915 480653.6928000003, 127541.76669999957 480628.96350000054, 127485.15949999914 480597.9670000002, 127384.67980000004 480542.4558000006, 127326.05829999968 480510.24390000105, 127267.0223999992 480478.6807000004, 127193.51280000061 480441.09589999914, 127147.01170000061 480417.2811000012, 127105.61960000172 480394.74920000136, 127028.14660000056 480351.9583999999, 126947.1352000013 480307.2017999999, 126874.54679999873 480267.0987999998, 126799.1689000018 480225.4547000006, 126742.33999999985 480194.0584000014, 126702.74720000103 480172.1843999997, 126647.60520000011 480141.7201000005, 126586.68310000002 480108.06230000034, 126531.5412000008 480077.59800000116, 126456.91640000045 480036.36989999935, 126383.02519999817 479995.5471000001, 126305.49980000034 479952.71649999917, 126231.43499999866 479911.7978999987, 126172.4796999991 479879.22670000046, 126092.14409999922 479834.5758000016, 126044.61919999868 479807.80590000004, 125986.06839999929 479772.69959999993, 125930.47260000184 479737.1917000003, 125881.55079999939 479704.07759999856, 125836.42509999871 479672.2928000018, 125779.65749999881 479632.0395000018, 125741.33669999987 479605.48490000144, 125687.1667000018 479570.05779999867, 125632.17920000106 479535.9871999994, 125568.66869999841 479498.8332999982, 125509.95809999853 479466.7311999984, 125434.81159999967 479428.22309999913, 125373.76150000095 479398.1083999984, 125327.38899999857 479374.0011)"
kantstroken_kenmerk.59,Puntstuk,R,35.38999939,R,35.46699905,T,002,KLK0007221544,L,I,1,,,"LINESTRING (124504.7949000001 478581.75290000066, 124509.6790000014 478575.0929999985, 124522.78599999845 478554.69000000134, 124544.6259999983 478514.7960000001, 124560.80000000075 478504.2529999986)"
kantstroken_kenmerk.60,Puntstuk,R,171.34199524,R,171.35899353,H,028,KLK0007342805,R,I,3,,,"LINESTRING (232992.48000000045 554687.4959999993, 232988.27659999952 554704.998300001)"
kantstroken_kenmerk.61,Vluchtstrook,R,1.70000005,R,2.13599992,H,028,KLK0007611605,R,I,3,,,"LINESTRING (140223.36300000176 456011.7030000016, 140227.1339999996 456012.5529999994, 140258 456018, 140350 456032, 140376 456035, 140468 456043, 140529 456045, 140582 456046, 140652 456046, 140656.16679999977 456045.8264000006)"
kantstroken_kenmerk.62,Puntstuk,R,2.68199992,R,2.81500006,H,028,KLK0007611618,R,I,2,,,"LINESTRING (141201.54679999873 456013.6601999998, 141207.26839999855 456013.45010000095, 141249.2291000001 456012.1816999987, 141331.94700000063 456007.63800000027)"
kantstroken_kenmerk.63,Vluchtstrook,R,2.13599992,R,2.30299997,H,028,KLK0007611611,R,I,4,,,"LINESTRING (140656.16679999977 456045.8264000006, 140700 456044, 140707.0075000003 456043.4539999999, 140824.26319999993 456036.33779999986)"
kantstroken_kenmerk.64,Vluchtstrook,R,5.75099993,R,5.80600023,T,013,KLK0007586268,L,I,3,,,"LINESTRING (84037 450484.1926999986, 84037 450512, 84035 450540, 84034.97439999878 450540.1185999997)"
kantstroken_kenmerk.65,Puntstuk,R,10.24600029,R,10.35000038,H,009,KLK0007493081,R,I,2,,,"LINESTRING (125484.18329999968 479478.9213999994, 125439.5672999993 479450.1074000001, 125415.0139000006 479436.34899999946, 125395.29050000012 479425.0247000009)"
kantstroken_kenmerk.66,Vluchtstrook,R,10.35000038,R,10.50199986,H,009,KLK0007493082,R,I,2,,,"LINESTRING (125268.72049999982 479342.2685999982, 125276.80849999934 479353.61360000074, 125311.60130000114 479374.11890000105, 125340.50710000098 479391.8988999985, 125373.44779999927 479412.4835000001, 125395.29050000012 479425.0247000009)"
kantstroken_kenmerk.99,Vluchtstrook,R,58.15000153,R,58.29999924,T,006,KLK0006321306,L,I,5,,,"LINESTRING (149559.7648999989 488571.30490000173, 149556.251600001 488569.32239999995, 149425.75879999995 488495.66220000014)"
kantstroken_kenmerk.100,Vluchtstrook,R,58.29999924,R,58.93500137,T,006,KLK0006321307,L,I,4,,,"LINESTRING (150107.18679999933 488885.12319999933, 149940.74489999935 488789.03280000016, 149857.08350000158 488740.931499999, 149795.64710000157 488705.37139999866, 149727.86070000008 488666.16010000184, 149559.7648999989 488571.30490000173)"
kantstroken_kenmerk.67,Vluchtstrook,R,11.02499962,R,11.77999973,H,009,KLK0007493183,R,I,2,,,"LINESTRING (124206.91739999875 478897.0711000003, 124199.14959999919 478922.7082000002, 124199.21579999849 478938.31859999895, 124200.07569999993 478955.5826999992, 124202.45690000057 478972.1191999987, 124205.76419999823 478987.2666000016, 124209.41019999981 479001.7126000002, 124211.58709999919 479007.8346000016, 124215.65900000185 479018.90790000185, 124221.1165000014 479031.7787999995, 124227.53299999982 479044.7039999999, 124233.85619999841 479055.9882000014, 124240.65500000119 479066.46649999917, 124249.21700000018 479078.5291999988, 124258.02589999884 479089.16699999943, 124267.67969999835 479099.8903999999, 124277.55220000073 479109.40769999847, 124291.28409999982 479121.2346000001, 124304.55600000173 479130.7707999982, 124320.41479999945 479140.879900001, 124340.48440000042 479151.23409999907, 124351.14649999887 479155.4629999995, 124367.0159999989 479161.4050000012, 124388.34019999951 479167.34760000184, 124406.35159999877 479170.5795000009, 124427.20080000162 479172.69619999826, 124445.08940000087 479172.81639999896, 124464.90370000154 479171.65949999914, 124481.6939000003 479169.2320000008, 124503.34980000183 479164.51949999854, 124520.30939999968 479159.19519999996, 124539.38100000098 479151.9479999989, 124564.30820000172 479140.8931999989, 124591.48860000074 479127.8136, 124617.27789999917 479117.0276999995, 124639.06379999965 479109.314100001, 124657.1240000017 479104.5962000005, 124681.41299999878 479100.5177000016, 124706.12689999864 479099.0364000015, 124719.9514000006 479098.97030000016, 124735.8925999999 479099.5656000003, 124750.84160000086 479101.61609999835, 124768.03950000182 479104.4604000002, 124782.52549999952 479108.03229999915, 124799.79509999976 479109.21609999985)"
kantstroken_kenmerk.68,Puntstuk,B,256.88500977,B,257.0880127,H,002,KLK0005294527,R,I,2,,,"LINESTRING (178170.98800000176 317128.2129999995, 178175.10399999842 317124.6739999987, 178188.39299999923 317074.8440000005, 178193.73699999973 317050.5780000016, 178201.17500000075 317014.3969999999, 178205.5799999982 316993.23699999973, 178208.03599999845 316979.94900000095, 178214.75200000033 316942.7569999993, 178216.64130000025 316931.6213000007)"
kantstroken_kenmerk.69,Vluchtstrook,R,34.38299942,R,34.45700073,H,002,KLK0005294673,R,I,3,,,"LINESTRING (124071.36199999973 479474.77600000054, 124076.93499999866 479449.2969999984, 124090.7100000009 479421.1979999989, 124099.78720000014 479404.9349000007)"
kantstroken_kenmerk.70,Vluchtstrook,R,34.45700073,R,34.59400177,H,002,KLK0005294674,R,I,4,,,"LINESTRING (124099.78720000014 479404.9349000007, 124106.67700000107 479392.59099999815, 124110.23299999908 479385.95600000024, 124167.63100000098 479285.9200000018)"
kantstroken_kenmerk.71,Vluchtstrook,R,48.64699936,R,48.9980011,H,006,KLK0005705672,R,I,2,,,"LINESTRING (141583.01700000092 484433.8379999995, 141599.83700000122 484438.938000001, 141644.7969999984 484461.69000000134, 141683.32200000063 484479.58300000057, 141717.46499999985 484493.6409999989, 141747.40799999982 484501.8579999991, 141787.02800000086 484507.15199999884, 141824.82299999893 484506.4219999984, 141846.82400000095 484503.5920000002, 141876.40199999884 484497.2019999996, 141903.42399999872 484489.8990000002, 141911.53759999946 484487.96709999815)"
kantstroken_kenmerk.72,Vluchtstrook,R,205.36399841,R,205.62199402,H,007,KLK0005800696,R,I,4,,,"LINESTRING (238367.49300000072 580282.4899999984, 238485 580198, 238528 580174, 238587.192400001 580142.5540000014)"
