X,Y,OBJECTID,KWKIDENT,KWKDATUM,KWKOPME,KWKPLAAN,IWS_LEGGERSTATUS,IWS_MEMO,KWKNAAM,KVPSOORT,KVPHSTBO,KVPHSTBE,KVPDSBRE,KVPLENGT,KVPKRVRM,KVPMINDB,KVPXXXMATER,KVPAANT,RICHTING,IWS_AFST_B,MIG_PSBR_KVP,KVP_WERKNG,OBJECTID_1,KWKIDENT_1,ONDERHOUDSPLICHTIGE_1,ONDERHOUDSVERPLICHTING_1,ONDERHOUDSPLICHTIGE_2,ONDERHOUDSVERPLICHTING_2
6.33906650787723,52.497307355169,1,KVP67,2018,,,1,,,6,3.29,3.21,0.5,24.4,2,,10,3,310.1,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.16020172892917,52.6106207206859,2,KZ.25-VP4,,,,1,Doorstroomopening H=400mm x  B=300mm,Stadsweg Klaas-Kloosterweg,2,-0.9,-1,0.3,2.45,1,,3,2,84.71,2,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.3382267830539,52.4977500916007,3,KVP68,2018,,,1,,,6,3.32,3.05,0.42,25,2,,10,3,310.36,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.33765250908967,52.4987892078425,4,KVP69,2018,,,1,,,6,3,2.85,0.5,37,,,10,4,346.85,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.31602081776753,52.4986556895648,5,NW.10-KVP70,2018,,"7722HZ Venneweg 1,  Dalfsen",1,Openingen 20 x 30 cm,Venneweg,2,2.71,2.18,0.2,12.4,1,,35,10,354.59,1,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.04075720688943,52.5485695552717,6,VR.15.134-VP5,2012,,,1,Doorvoeropening = 0.2m br x 0.3m h,Boxem,2,-1.1,-1.1,0.2,,1,,,4,335.67,2,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.30052621795392,52.4967124382274,7,NW.10-KVP71,2018,,"7722HT Tolhuisweg 6,  Dalfsen",1,,3028 Tolhuisweg 6,2,2.11,1.65,0.2,10,1,,35,8,344.57,1,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.37382969861871,52.5490084753383,8,OV.80.10-VP3,2014,,,1,"Doorvoeropning 10 x 15 cm
",Onderhaarse Timmerman,2,4.5,4,0.1,,1,,,7,60.38,2,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.38341365152838,52.55069682627,9,OV.80.10-VP4,2014,,,1,Doorvoeropening 10 x 15 cm.,Onderhaarse Kroes,2,4.65,4.5,0.1,,1,,,5,75.79,2,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.27368835619604,52.4900998385039,10,NW.10.152-KVP72,2018,,,1,,,6,1.3,,0.53,,2,,10,1,236.48,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.25361668052868,52.4838019501689,11,NW.10.156-KVP76,2018,,,1,,,6,1.02,0.76,0.5,420,2,,10,6,247.36,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.27219742232903,52.4899827390398,12,NW.10.152-KVP73,2018,,,1,,,6,1.29,,0.44,,2,,10,1,306.4,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.17549428337973,52.5547585073932,13,SZ-VP6,2014,,,1,Doorvoeropening 20 x 30 cm.,Emmink,2,-0.5,-0.85,0.2,6.15,1,,,7,339.72,1,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.26235900482237,52.4868710768309,14,NW.10.154-KVP74,2018,,,1,,,6,1.39,1.24,0.55,24,2,,10,4,278.56,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.49468280957707,52.7530444243453,15,KVP45,2015,,Pesserma,1,,Vistrap,2,10.37,10.37,0.2,0.06,3,,10,1,145.9,2,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.49490577088691,52.7527972554135,16,KVP46,2015,,Pesserma,1,,Vistrap,2,10.27,10.27,0.2,0.06,3,,10,1,285.17,2,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.49556175082561,52.7525050352761,17,KVP47,2015,,Pesserma,1,,Vistrap,2,10.14,10.14,0.2,0.06,3,,10,1,189.63,2,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.49488305416312,52.7522727805246,18,KVP48,2015,,Pesserma,1,,Vistrap,2,10.11,10.11,0.2,0.06,3,,10,1,234.58,2,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.4945501912452,52.752014175067,19,KVP49,2015,,Pesserma,1,,Vistrap,2,10.01,10.01,0.2,0.06,3,,10,1,52.47,2,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.49448618170591,52.7518840957638,20,KVP50,2015,,Pesserma,1,,Vistrap,2,9.91,9.91,0.2,0.06,3,,10,1,138.05,2,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.25521958637326,52.4852182932538,21,NW.10.156-KVP75,2018,,,1,,,6,1.16,1.09,0.47,91.5,3,,10,3,145.47,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.49231508920546,52.749180220214,22,KVP51,2015,,Pesserma,1,,Vistrap,2,9.69,9.69,0.2,0.06,3,,10,1,22.07,2,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.49226810316024,52.7488862752755,23,KVP52,2015,,Pesserma,1,,Vistrap,2,9.58,9.58,0.2,0.06,3,,10,1,319.87,2,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.49265234029986,52.74861068452,24,KVP53,2015,,Pesserma,1,,Vistrap,2,9.52,9.52,0.2,0.06,3,,10,1,320.98,2,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.24910700713359,52.4819267264545,25,NW.10.156-KVP77,2018,,,1,,,6,0.73,0.32,0.5,193,2,,10,9,252.49,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.32719170555655,52.4709766020513,26,OK.5.72-VP20,2016,,,1,,Kortersweg,2,2.68,2.33,,3.85,,,,,36.67,2,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.47064343151962,52.6246205178054,27,KVP55,2016,,,1,,,2,5,4.59,2,126,6,,10,6,,2,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.34376259639409,52.6777670347518,28,KVP56,2016,,,1,,,2,1,1.3,1.2,,1,,28,12,329.14,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.22380686647792,52.6832805356075,29,KVP57,2016,,,1,,,98,,,,,,,,,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.28575206437228,52.4921531098528,30,KVP76,2018,,,1,,,6,1.97,1.83,,12.8,2,,10,4,247.96,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.2751099964301,52.5615453704889,31,DV.30-VP9,2017,,,1,,vispassge Middeldijk,2,0.6,0.8,0.2,3.96,1,,13,4,338.16,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.42834852935593,52.7202368780147,32,KVP58,,,,1,Doorstroom opening 20 x 30 cm,,2,6.3,5.6,,5.29,1,,,18,2.25,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.40437451627112,52.7054069006462,33,KVP59,2017,,,1,"Doorvoer opening hoogte =25 cm.
                                 breedte = 40 cm.",,6,4.76,4.41,,100,2,,35,6,111.9,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.40389441664141,52.7085779668054,34,KVP60,2017,,,1,"Doorstroom opening is een driehoek hoogte = 25 cm.
                                                                 breedte = 40 cm.",,6,6.1,4.87,,286,2,,35,19,194.99,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
6.2410999649154,52.7065876316524,35,KVP61,2017,,,1,,,2,-1.3,-0.4,1.5,,1,,3,18,337.13,2,,,,,Waterschap,Gewoon en buitengewoon en constructie,,
