X,Y,OBJECTID,SIGMA_ID,REF_WISSEL_KRUISING_NAAM,HOEKVERHOUDING,WISSEL_KRUISING_TYPE_SIGMA,WISSELTEKENINGNUMMER,DATUM_GOEDGEKEURD,POSITIONELE_NAUWKEURIGHEID_MM,REF_WISSEL_KRUISING_PUIC
4.7609336643427,52.9562235482898,1,550,1101A,9,Links,420116_L,2012/01/01 00:00:00+00,10,0a840769-11d4-47d1-9b77-77346449e328
4.76110177829471,52.9558353737141,2,555,1101B,9,Links,420116_L,2012/01/01 00:00:00+00,10,320566d4-7097-4eb2-b814-c8db1ab8de1d
5.34785056822748,52.1485216435858,3,691,13A,9,Links,420116_L,2012/11/01 00:00:00+00,10,8370c9a5-31f6-4e73-af9f-fc6db81386fa
5.34827320613527,52.1487175821086,4,692,13B,9,Links,420116_L,2012/11/01 00:00:00+00,10,a7337f07-1220-4b2d-8b0e-7ad2a88454e9
5.16896156261514,52.1206143137953,5,694,1003B,15,Rechts,48454_R,2012/12/01 00:00:00+00,10,f4d008ea-1022-439a-8030-dc7487efcc1e
5.16220260912841,52.1189198517264,6,697,1007,15,Links,48454_L,2012/12/01 00:00:00+00,10,b458740f-e66c-4cb5-8372-fdbb495ff1e9
5.20854721760609,52.1311814768193,7,698,73B,12,Links,48902_L,2012/12/01 00:00:00+00,10,1d947b15-3b08-4ad1-98e3-467a1b9bd2bf
5.17054714787414,52.1210747096901,8,699,1001B,15,Links,48454_L,2012/12/01 00:00:00+00,10,118bad23-a691-4667-8a1c-5c43b6d0e8c0
5.12935388944832,52.1108234726266,9,705,1069B,15,Rechts,48454_R,2012/12/01 00:00:00+00,10,a0a9b90a-3699-437d-b9d1-674bc1804442
5.13020726348529,52.1110103015832,10,706,1067A,15,Links,48454_L,2012/12/01 00:00:00+00,10,ba151e58-e668-4cbe-aaf9-9a3fb7ff4190
5.12850906894634,52.1106766675851,11,711,1069A,15,Rechts,48454_R,2012/12/01 00:00:00+00,10,982aaa76-f613-4248-a60f-56df515a3a6d
5.1310129542814,52.1112248426835,12,712,1067B,15,Links,48454_L,2012/12/01 00:00:00+00,10,2a427088-c58a-4852-9a71-240486fdb1fb
5.5506557741849,52.0178605235523,13,808,243A,9,Rechts,420117_R,2009/03/01 00:00:00+00,10,f84a0c4b-4e5b-489e-98b2-b2ea2cbf3abb
5.53888797812059,52.0258534346682,14,809,233B,15,Links,420006_L,2009/03/01 00:00:00+00,10,e6a353fe-fdec-427e-8368-1d8f8714a993
5.55083657183408,52.0175116650509,15,811,243B,9,Rechts,420117_R,2009/03/01 00:00:00+00,10,c017c9ab-5ae3-4a21-ac4b-ffaed3ad1c35
5.55011096159209,52.0185027700764,16,812,241A,9,Links,420116_L,2009/03/01 00:00:00+00,10,7152421a-d208-4a32-90e4-4c7f40704262
5.5504448630067,52.0181518114196,17,815,241B,9,Links,420116_L,2009/03/01 00:00:00+00,10,f32b1405-a1d4-46ac-b4f1-a35e252698da
4.44880228571549,51.9302308627382,18,834,393B,15,Rechts,413821_R,2006/08/01 00:00:00+00,10,52dec711-6872-49f7-9be5-ee8ce6abc1c6
4.4485814685561,51.9297079690241,19,835,393A,15,Rechts,413821_R,2006/08/01 00:00:00+00,10,47983f39-319b-4ed5-9de2-898f151148d2
4.40198612770181,52.0634159036254,20,1243,63,9,Links,420116_L,2009/07/01 00:00:00+00,10,38601bc1-ba87-408a-a76e-104e629f3943
