Ministerie;Leverancier;7000 - Huisvesting overig;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;7410 - Verwerven en afstoten;Eindtotaal
BZK;BK Ingenieurs B.V.;;1;;;;1
BZK;BK Welding Construction;;5;;;;5
BZK;BKB;;3;;;;3
BZK;BKFF bas kijzers fotografie en film;;;;;1;1
BZK;BLB NRW NL Munster;;3;;;;3
BZK;Blinckschoon;;;;;1;1
BZK;Bloemenhuis Duivenvoorden;;1;;;;1
BZK;BLR-Bimon;;1;;;;1
BZK;Blue Current B.V.;;1;;;;1
BZK;Blue Star B.V.;;7;;;;7
BZK;Blygold Schiphol B.V.;;5;;;;5
BZK;BMD Advies Centraal Nederland B.V.;;2;;;;2
BZK;BME Asbest Consult B.V.;;2;;;;2
BZK;BMV Makelaars B.V.;;1;;;;1
BZK;BNA;;1;;;;1
BZK;BNV B.V.;;;;;2;2
BZK;Boag B.V.;;1;;;;1
BZK;Bobeja Bonaire B.V.;;;;;5;5
BZK;Boels Verhuur B.V.;;;;;1;1
BZK;Boels Verhuur Zwolle;;1;;;;1
BZK;Boerderij Levensvreugd;;1;;;;1
BZK;Boerhof Projectinrichters;;4;;;;4
BZK;Boermans Elektrotechniek B.V.;;2;;;;2
BZK;Boersen Bliksembeveiliging B.V.;;1;;;;1
BZK;Boersma's Drainagebedrijf B.V.;;2;;;;2
BZK;Bohama Aruba N.V.;;2;;;;2
BZK;Bolidt Kunststoftoepassing B.V.;;2;;;;2
BZK;Bomendienst;;1;;;;1
BZK;Bomenwacht Nederland B.V.;;1;;;;1
BZK;Bon Bon Partyservice B.V.;;1;;;;1
BZK;Bonaire Laboratorium (Bonlab) N.V.;;1;;;;1
BZK;Bonaire werf- en Jachhaven N.V. harbor village marina;;;2;;2;2
BZK;Bonairiaanse Wegenbouw Maatschappij NV;;1;;;;1
BZK;Booms & Kuipers technisch adviesbureau B.V.;;4;;;;4
BZK;Boomtotaalzorg;;1;;;;1
BZK;BOOT organiserend ingenieursburo B.V.;;3;;;;3
BZK;Bordbusters B.V.;;;;;1;1
BZK;Boribon B.V.;;3;;;;3
BZK;Bork Asbestsaneringen B.V.;;2;;;;2
BZK;Bork Sloopwerken B.V.;;2;;;;2
BZK;Borrenbergs Bouwbedrijf B.V.;;9;;;;9
BZK;Borrenbergs Projectinrichting;;3;;;;3
BZK;Bos Elektrotechniek B.V.;;2;;;;2
BZK;Bos-, Natuur- en Landschapsbeheer Johan Rap;;1;;;;1
BZK;Bosch Thermotechniek B.V.;;2;;;;2
BZK;Bosker International B.V.;;1;;;;1
BZK;Bosman Watermanagement B.V.;;1;;;;1
BZK;Botterweck B.V.;;4;;;;4
BZK;bouAd adviesgroep;;2;;;;2
BZK;Bouma Sport en Groen B.V.;;5;;;;5
BZK;Boutellier Studie & Strategie;;1;;;;1
BZK;Bouter B.V.;;7;;;;7
BZK;Bouw- en Aannemingsbedrijf L. Dijkxhoorn B.V.;;4;;;;4
BZK;Bouw- en Restauratieadviesburo Holtzer;;2;;;;2
BZK;Bouwadvies Tuenter;;3;;;;3
BZK;Bouwbedrijf aan de Stegge Twello B.V.;;2;;;;2
BZK;Bouwbedrijf Buiteveld B.V.;;2;;;;2
BZK;Bouwbedrijf De Boer B.V.;;1;;;;1
BZK;Bouwbedrijf De Witte B.V.;;7;;;;7
BZK;Bouwbedrijf De Zwart B.V.;;4;;;;4
BZK;Bouwbedrijf Frankena;;2;;;;2
BZK;Bouwbedrijf Gebroeders in den Eng B.V.;;3;;;;3
BZK;Bouwbedrijf Joziasse B.V.;;5;;;;5
BZK;Bouwbedrijf Kreeft B.V.;;7;;;;7
BZK;Bouwbedrijf Meliskerke B.V.;;5;;;;5
BZK;Bouwbedrijf Meliskerke Beheer B.V.;;4;;;;4
BZK;Bouwbedrijf Pennings B.V.;;7;;;;7
BZK;Bouwbedrijf van Norel B.V.;;5;;;;5
BZK;Bouwbedrijf van Schijndel B.V.;;6;;;;6
BZK;Bouwbedrijf Zegers Arnhem B.V.;;3;;;;3
BZK;Bouwbedrijf Zwarts Naaldwijk B.V.;;7;;;;7
BZK;Bouwburo Vitruvius B.V.;;1;;;;1
BZK;Bouwcenter Govers B.V.;;1;;;;1
BZK;Bouwcomb. Dura Vermeer Trebbe Gerechtsg. VOF;;7;;;;7
BZK;Bouwcombinatie NCIA V.O.F.;;7;;;;7
BZK;Bouwcombinatie Paleis van Justitie;;8;;;;8
BZK;Bouwconsulting B.V.;;;2;;4;4
BZK;Bouwgroep Dijkstra Draisma;;7;;;;7
BZK;BouwHeeren;;2;;;;2
BZK;BouwHeeren B.V.;;2;;;;2
BZK;Bouwinvest Dutch Institutional Office Fund NV;;;7;;8;8
BZK;BouwkostenExpert B.V.;;1;;;;1
BZK;Bouwkundig Bureau Oudewaal;;1;;;;1
BZK;Bouwmaatschappij Bonaire B.V.;;2;;;;2
BZK;Bouwmeester Boomverzorging;;1;;;;1
BZK;BouwQ B.V.;;2;;;;2
BZK;Bouwstart V.O.F.;;2;;;;2
BZK;Bouwstudio PelserHartman B.V.;;3;;;;3
BZK;Bovenregionaal kantoor;;2;;;;2
BZK;Bovero B.V.;;1;;;;1
BZK;BP Management B.V.;;1;;;;1
BZK;BQ Duiker B.V.;;1;;;;1
BZK;Brabantse Montage Dakbedekkingen B.V.;;3;;;;3
BZK;BRABOB B.V.;;4;;;;4
BZK;Brain of buildings B.V.;;7;;;;7
BZK;Brain of buildings tech-engineering B.V.;;1;;;;1
BZK;Brakel Caribbean Glas & Aluminium N.V.;;1;;;;1
BZK;Brands Bouw B.V.;;4;;;;4
BZK;Brandsma Dakservice;;1;;;;1
BZK;Brandzorg B.V.;;1;;;;1
BZK;Break and Build Construction;;3;;;;3
BZK;Breda Bouw B.V.;;2;;;;2
BZK;Breedveld & Schroder;;6;;;;6
BZK;Breijer Contractonderhoud B.V.;;8;;;;8
BZK;Breman Utiliteit Zwolle B.V.;;5;;;;5
BZK;Bremen Bouwadviseurs B.V.;;6;;;;6
BZK;Breure B.V.;;1;;;;1
BZK;BRI Groep;;3;;;;3
BZK;Brian Franken Technieken B.V.;;4;;;;4
BZK;Brink Management & Advies B.V.;;7;;;;7
BZK;BrinkBox B.V.;;1;;;;1
BZK;Brion's Construction;;1;;;;1
BZK;BRiQ valuation & research B.V.;;;;;1;1
BZK;Broekema Wegenbouw B.V.;;4;;;;4
BZK;Bron-technologie B.V.;;1;;;;1
BZK;Broodjepercm;;;;;1;1
BZK;Brosaun quality tents;;;;;1;1
BZK;Bruijns Glas en Schilderwerken B.V.;;4;;;;4
BZK;Bruijs en Streep restauratie;;1;;;;1
BZK;Bruynzeel Storage Systems B.V.;;1;;;;1
BZK;Bryant Park Netherlands Acquisition I B.V.;;;4;;7;7
BZK;BTI BV;;1;;;;1
BZK;BTL Advies B.V.;;1;;;;1
BZK;BTL Realisatie B.V.;;7;;;;7
BZK;BTS;;1;;;;1
BZK;BuckAdvies;;1;;;;1
BZK;Budgetcam;;1;;;;1
BZK;Budui Enterprises N.V. dba Pica Piedra;;1;;;;1
BZK;Buijtendijk B.V.;;1;;;;1
BZK;Building and Maintenance Services B.V.;;4;;;;4
BZK;Building for Tomorrow B.V.;;1;;;;1
BZK;Buis Keukens B.V.;;2;;;;2
BZK;Buiten makelaars en adviseurs;;;;;1;1
BZK;Buko Bouw & Winkels B.V.;;7;;;;7
BZK;Bulldozerbedrijf J. van Lingen;;3;;;;3
BZK;Bumicom Telecommunicatie B.V.;;1;;;;1
BZK;Bur. Bouwhist. Onderzoek/Restauratie Franken;;1;;;;1
BZK;Bur. LUBBERS Landschapsarch. & Stedenbw B.V.;;1;;;;1
BZK;Bur. v. Bouwhist. Ond. & Rest. K.C. v.d. Ende;;2;;;;2
BZK;Bureau G.I.T.;;1;;;;1
BZK;Bureau Guusje;;1;;;;1
BZK;Bureau Kroner architecten B.V.;;2;;;;2
BZK;Bureau Meervelt;;1;;;;1
BZK;Bureau Meerwaarde;;1;;;;1
BZK;Bureau Van Eig;;2;;;;2
BZK;Bureau Veldweg B.V.;;;;;1;1
BZK;Bureau Vlaardingerbroek B.V.;;2;;;;2
BZK;Bureau voor bouwhistorisch onderzoek;;2;;;;2
BZK;Bureau voor Overheidscommunicatie B.V.;;4;;;;4
BZK;Bureau Waardenburg B.V.;;1;;;;1
BZK;Bureau Wiegel B.V.;;1;;;;1
BZK;bureau ZWIRT;;1;;;;1
BZK;BurgtBouw B.V.;;1;;;;1
BZK;Burgundy Street B.V.;;1;;;;1
BZK;Burgy Bouwbedrijf B.V.;;3;;;;3
BZK;Buro Antares B.V.;;1;;;;1
BZK;Buro Mees B.V.;;4;;;;4
BZK;buro PROSPECT;;3;;;;3
BZK;BURO38;;2;;;;2
BZK;Business Automation & Security Concepts NV dba BASCO N.V.;;1;;;;1
BZK;Business Solutions;;3;;;;3
BZK;BUSS IMMOBILIENFONDS HOLLAND 1 GMBH & CO. KG;;;4;;7;7
BZK;Buursema's Bouwbedrijf B.V.;;2;;;;2
BZK;Buveco Gasdetection B.V.;;2;;;;2
BZK;Buyitdirect.com B.V.;;3;;;;3
BZK;Buysen Schilders B.V.;;4;;;;4
BZK;Buytels Bouwbedrijf B.V.;;3;;;;3
BZK;BVLP 1-3 B.V.;;;2;;3;4
BZK;BWT Nederland B.V.;;1;;;;1
BZK;C&H EUROPE;;1;;;;1
BZK;C.V. RRE Bokelweg;;;2;;;2
BZK;C.V. Vastgoed Paterswoldseweg 814;;;2;;6;6
BZK;C.V. Ypenburg;;;;;2;2
BZK;C2 Civil & Construction;;1;;;;1
BZK;Cadac Group AEC B.V.;;2;;;;2
BZK;Café-Rest. Hoornstertil;;1;;;;1
BZK;CAG;;8;;;;8
BZK;CAG AMned B.V.;;2;;;;2
BZK;Camelot Beheer B.V.;;2;;;;2
BZK;Camelot Vastgoedbeheer en Beveiliging B.V.;;2;;;;2
BZK;CarBon6 B.V.;;;5;;6;6
BZK;CareX Fryslân B.V.;;2;;;;2
BZK;Caribbean Coastal & Civil Engineering N.V.;;4;;;;4
BZK;CARIBBEAN ENGINEERING & CONSULTANCY COMPANY;;2;;;;2
BZK;Caribbean Fasteners N.V.;;1;;;;1
BZK;Caribbean Floors;;4;;;;4
BZK;Caribbean Innovation Branding & Design Bonaire N.V.;;3;;;;3
BZK;Caribbean Project Developers BV;;1;;;;1
BZK;CARMEN LOUISE SUARES-MARS, JOHN A. SUARES;;;;;3;3
BZK;Carnegie-Stichting;;1;;;;1
BZK;Caspar Janssen Journalistiek;;2;;;;2
BZK;Catering Cor Jansen B.V.;;1;;;;1
BZK;Catering Kookatelier Boschloo;;1;;;;1
BZK;Cavalier Logistics;;1;;;;1
BZK;CBRE B.V.;;;6;;5;6
BZK;CBRE DOF Custodian B.V.;;2;7;;7;8
BZK;CBRE DRES Custodian II B.V.;;;;;4;4
BZK;CBRE Valuation Advisory;;1;;;;1
BZK;CDR Vastgoed B.V.;;;2;;5;5
BZK;Cedric Consult B.V.;;3;;;;3
BZK;Centraal Bureau Bouwbegeleiding B.V.;;2;;;;2
BZK;Centrica Business Solutions B.V.;;3;;;;3
BZK;CENTURIO B.V.;;2;;;;2
BZK;CertiQ B.V.;;1;;;;1
BZK;Certitudo Amsterdam City II B.V.;;;3;;5;6
BZK;Ch.O.A. van der Valk B.V.;;1;;;;1
BZK;Château Royal Events;;;;;1;1
BZK;Chris Kabel;;1;;;;1
BZK;Christalessa Pensioenfonds Steven Gibbs Stichting;;;;;4;4
BZK;CHS Technical Contracting & Trading Company N.V.;;7;;;;7
BZK;CHUBB BEVEILIGING B.V.;;2;;;;2
BZK;Chubb Fire & Security B.V.;;7;;;;7
BZK;Chubb Fire & Security Groningen;;1;;;;1
BZK;Churchill Tower 1 B.V.;;;;;;
BZK;Cinco Cleaning B.V.;;1;;;;1
BZK;Circusvis;;1;;;;1
BZK;City Dust Studio;;1;;;;1
BZK;Civil Management Arnhem B.V.;;1;;;;1
BZK;Claessens Onroerend Goed B.V.;;;1;;2;2
BZK;CLB Integrated Solutions B.V.;;1;;;;1
BZK;Climat Systems Brabant B.V.;;1;;;;1
BZK;C-Mark B.V.;;3;;;;3
BZK;Cnossen Infra B.V.;;5;;;;5
BZK;Coaton B.V.;;2;;;;2
BZK;Cocari II Stichting;;;;;3;3
BZK;Collectie Consult;;1;;;;1
BZK;Colliers International REMS Retail;;4;;;;4
BZK;Colt International B.V.;;2;;;;2
BZK;Combinatie De Kroon B.V.;;4;;;;4
BZK;Commonwealth War Graves Commission;;1;;;;1
BZK;Complex E-Techniek B.V.;;3;;;;3
BZK;Comtest Engineering;;1;;;;1
BZK;ComVest Consultancy B.V.;;2;;;;2
BZK;Conan B.V.;;5;;;;5
BZK;Con-c B.V.;;;;;3;3
BZK;Concorde Group B.V.;;1;;;;1
BZK;condor;;2;;;;2
BZK;Coneco Building Automation B.V.;;2;;;;2
BZK;Confina B.V.;;;1;;2;2
BZK;Conradi's Constructie;;2;;;;2
BZK;Constructie-adviesbureau S3 B.V.;;1;;;;1
BZK;Constructiebureau Bogaards B.V.;;2;;;;2
BZK;Constructif B.V.;;7;;;;7
BZK;Cooltech Airconditioning Company N.V.;;2;;;;2
BZK;Coöperatie Bosgroep Noord-Oost Nederland U.A.;;2;;;;2
BZK;Copier Water B.V.;;3;;;;3
BZK;Copijn Realisatie B.V.;;1;;;;1
BZK;Cor Buist Schilders;;6;;;;6
BZK;Cor van Raaij Elektrotechniek B.V.;;1;;;;1
BZK;Cornelissen Aannemingsbedrijf B.V.;;7;;;;7
BZK;Cornelissen Service en Onderhoud B.V.;;7;;;;7
BZK;Corum Convictions;;;4;;7;7
BZK;Cosource B.V.;;4;;;;4
BZK;Costo Transport- en Opslagtechniek B.V.;;1;;;;1
BZK;Courtyard Property S.à r.l.;;;6;;7;8
BZK;Crawford;;1;;;;1
BZK;Crawford h.o.d.n. ASSA ABLOY Entrance;;1;;;;1
BZK;CRH Mobile Fencing & Security B.V.;;7;;;;7
BZK;Crimson Historians and Urbanists;;3;;;;3
BZK;Cristal Mechanical Services N.V.;;1;;;;1
BZK;Croon advocaten N.V.;;3;;;;3
BZK;Croon Caribe;;5;;;;5
BZK;Croon Elektrotechniek B.V.;;7;;;;7
BZK;Crown Properties B.V.;;;3;;6;6
BZK;CSC Installatie B.V.;;4;;;;4
BZK;CSN B.V.;;;;;1;1
BZK;CSU B.V.;;3;;;;3
BZK;Cubord Reclameborden B.V.;;;;;2;2
BZK;Cultuurtechniek H.G. van Dorresteijn B.V.;;2;;;;2
BZK;Cuppens en Zn. Aannemers B.V.;;7;;;;7
BZK;Curacao Swimming Pool Sales en Services N.V.;;1;;;;1
BZK;Curacaose Wegenbouw Mij. B.V.;;1;;;;1
BZK;Cushman & Wakefield V.O.F.;;2;;;;2
BZK;CWS Nederland;;2;;;;2
BZK;Cyclus Vastgoedonderhoud;;5;;;;5
BZK;D en W Elektrotechniek B.V.;;1;;;;1
BZK;D. van der Steen B.V.;;3;;;;3
BZK;Daad Architecten;;2;;;;2
BZK;Daan Spaansen;;2;;;;2
BZK;Daan Steijnen van Eck;;1;;;;1
BZK;DÃƒÂ© Vastgoedbeschermer B.V.;;;;;2;2
BZK;Dakbedekkingsbedrijf Boko B.V.;;3;;;;3
BZK;Dakbedekkingsbedrijf Elro;;6;;;;6
BZK;Dakdekkersbedrijf Rudde B.V.;;2;;;;2
BZK;Dakindex;;2;;;;2
BZK;Damstra Service & Onderhoud;;4;;;;4
BZK;DAP Advies B.V.;;5;;;;5
BZK;Dassen Bouw B.V.;;4;;;;4
BZK;DBH Business Services International B.V.;;;;;1;1
BZK;DC16 B.V.;;;;;9;9
BZK;DDC Consulting Gevelraad;;4;;;;4
BZK;de Architekten Cie. B.V.;;7;;;;7
BZK;De Beeldunie;;1;;;;1
BZK;De Bloemenvink;;1;;;;1
BZK;De Bosman Bedrijven B.V.;;1;;;;1
BZK;De Comme B.V.;;5;;;;5
BZK;De Dakdokters B.V.;;1;;;;1
BZK;De Goede Inspecties;;3;;;;3
BZK;De Gooijer B.V.;;2;;;;2
BZK;De Graaf en van Stijn B.V.;;2;;;;2
BZK;De Groene Ruimte B.V.;;1;;;;1
BZK;De Groot Brandwachten B.V.;;4;;;;4
BZK;De Groot Luchtkanalen B.V.;;2;;;;2
BZK;De Groot Vroomshoop Bouwsystemen B.V.;;6;;;;6
BZK;De Haan Westerhoff Projecten B.V.;;2;;;;2
BZK;De Huiszwaluw;;1;;;;1
BZK;De Jager Totaal B.V.;;4;;;;4
BZK;De Jong Construction N.V.;;2;;;;2
BZK;De Jufferen Lunsingh V.O.F.;;;;;1;1
BZK;De Kabath Vastgoedbescherming B.V.;;;;;1;1
BZK;De Keizer Vechtstreek makelaars;;;;;1;1
BZK;De Kerf & Van Sprang Notarissen B.V.;;;;;1;1
BZK;De Kok Bouwgroep;;7;;;;7
BZK;De Kompaszaal;;1;;;;1
BZK;De Kookfabriek Utrecht B.V.;;1;;;;1
BZK;De Leeuw Protection Systems B.V.;;2;;;;2
BZK;De Meervaart;;2;;;;2
BZK;De Meeuw Oirschot B.V.;;1;;;2;2
BZK;De Meeuw Verhuur Nederland B.V.;;;;;4;4
BZK;De Noordhoek;;5;;;;5
BZK;De Raad Vastgoed B.V.;;1;;;;1
BZK;De Raat Security Products B.V.;;1;;;;1
BZK;De Rietwood Stichting;;3;;;;3
BZK;De Roever Milieuadvisering;;2;;;;2
BZK;De Specialisten Groep B.V.;;1;;;;1
BZK;De Spijker VBA Bouwbedrijf;;2;;;;2
BZK;De Utrechtse Haven B.V.;;1;;;;1
BZK;De Visser Netherlands B.V.;;1;;;;1
BZK;De Vlieg Techniek B.V.;;7;;;;7
BZK;De Vroome Advies B.V.;;2;;;;2
BZK;De Wijde Blik B.V.;;;;;1;1
BZK;DE WIT datacenterkoeling B.V.;;2;;;;2
BZK;De Zee Schilderwerken;;;;;1;1
BZK;De Zwarte Hond Groningen B.V.;;2;;;;2
BZK;DECO N.V.;;4;;;;4
BZK;Deerns Nederland B.V.;;7;;;;7
BZK;Defesche Van den Putte B.V.;;5;;;;5
BZK;Degenaar Gevelonderhoud B.V.;;;1;;;1
BZK;Deka Immobilien Investment Netherlands;;;2;;9;9
BZK;Dekker Schildersbedrijf B.V.;;3;;;;3
BZK;Dela Vastgoed B.V.;;;5;;6;7
BZK;Delmeco Raadgevend Ingenieursbureau B.V.;;2;;;;2
BZK;DELVA Landscape Architects;;1;;;;1
BZK;Demton B.V.;;;;;2;2
BZK;Den Helder Airport C.V.;;;1;;2;2
BZK;Den Hoed Aannemers B.V.;;1;;;;1
BZK;Den Ouden Aannemingsbedrijf B.V.;;6;;;;6
BZK;Den Ouden-Woonflair;;2;;;;2
BZK;Design and Construct TuenterB.V.;;1;;;;1
BZK;Dgi Dak & Gevel Ingenieurs B.V.;;3;;;;3
BZK;DGMR Bouw B.V.;;6;;;;6
BZK;Dieptescherpte B.V.;;4;;;;4
BZK;Dion Kraft woning & project stoffering;;2;;;;2
BZK;Discountoffice.nl B.V.;;1;;;;1
BZK;Dit is Plek;;2;;;;2
BZK;Django Music;;;;;1;1
BZK;DKC Elektrotechniek B.V.;;4;;;;4
BZK;DKC Koudetechniek B.V.;;3;;;;3
BZK;DKC Service & Onderhoud B.V.;;5;;;;5
BZK;DLR Adviesgroep B.V.;;1;;;;1
BZK;Dolfsma Dakbedekkingen;;4;;;;4
BZK;Dolmans Landscaping Limburg;;1;;;;1
BZK;Dolmans Landscaping Services Noord;;5;;;;5
BZK;Dolmans Wieringen Prins B.V.;;2;;;;2
BZK;Dombosch Bouw B.V.;;7;;;;7
BZK;Donker Inspecties B.V.;;1;;;;1
BZK;donkergroen;;1;;;;1
BZK;Donkergroen B.V.;;1;;;;1
BZK;Doornebal Interieurs B.V.;;5;;;;5
BZK;Doors and More B.V.;;2;;;;2
BZK;Doors 'N More Nv d.b.a. Rollfix;;1;;;;1
BZK;dormakaba Nederland B.V.;;2;;;;2
BZK;Dostal Wegenbouw B.V.;;7;;;;7
BZK;Double U Building B.V.;;;3;;5;6
BZK;DPA Cauberg-Huygen B.V.;;1;;;;1
BZK;dpcp B.V.;;6;;;;6
BZK;DPI Animation House B.V.;;1;;;;1
BZK;Dr. Josepha Kempl - Muurpathologie;;1;;;;1
BZK;draaijer+partners B.V.;;1;;;;1
BZK;Dräger Safety Nederland B.V.;;1;;;;1
BZK;Drees & Sommer Netherlands B.V.;;3;;;;3
BZK;Drieborgh C.V.;;;2;;7;7
BZK;DSS-de Swart Services B.V.;;4;;;;4
BZK;DTV Consultants B.V.;;1;;;;1
BZK;Duif Advies;;2;;;;2
BZK;Duijndam Holding B.V.;;1;;;;1
BZK;Duijvelaar Pompen;;2;;;;2
BZK;Duikbedrijf C.O.W. B.V.;;1;;;;1
BZK;Dukers & De Cock Eindhoven B.V.;;3;;;;3
BZK;Dunea N.V.;;3;4;;3;5
BZK;Duo2 B.V.;;;;;9;9
BZK;Dura Vermeer Bouw Hengelo B.V.;;7;;;;7
BZK;Dura Vermeer Bouw Heyma B.V.;;9;;;;9
BZK;Dura Vermeer Divisie Bouw en Vastgoed B.V.;;8;;;7;9
BZK;Dura Vermeer Infra Milieu B.V.;;2;;;;2
BZK;Dura Vermeer Vastgoed B.V.;;3;;;;3
BZK;Durable Water Solutions B.V.;;2;;;;2
BZK;DuraEquipe B.V.;;3;;;;3
BZK;DURO Ruimtelijke Ontwikkeling;;1;;;;1
BZK;DURVT B.V.;;2;;;;2
BZK;Dusseldorp Infra, Sloop en Mil.techn. B.V.;;3;;;;3
BZK;Dutch Water Tech B.V.;;1;;;;1
BZK;DuurzaamNL B.V.;;8;;;2;8
BZK;DVP B.V.;;4;;;;4
BZK;DWA B.V.;;6;;;;6
BZK;dWb Construction B.V.;;2;;;;2
BZK;DWESAM Engineering bvba;;2;;;;2
BZK;Dynaf Caribbean;;4;;;;4
BZK;Dynaf N.V.;;3;;;;3
BZK;Dynamic No-Break B.V.;;1;;;;1
BZK;Dynamis Taxaties Nederland B.V.;;1;;;;1
BZK;Dynatherm;;4;;;;4
BZK;E.F.P.C.;;2;;;;2
BZK;E.M.N.;;;;;1;1
BZK;E.v.M Onderhoudsbedrijf/Logistiek;;;;2;;2
BZK;Eco Assist;;1;;;;1
BZK;Eco Reest B.V.;;1;;;;1
BZK;Eco-bon-air;;1;;;;1
BZK;Ecocert B.V.;;2;;;;2
BZK;Ecogroen B.V.;;1;;;;1
BZK;Ecologica B.V.;;1;;;;1
BZK;Ecologisch Adviesbureau Viridis B.V.;;3;;;;3
BZK;ECONNETIC B.V.;;1;;;;1
BZK;Econsultancy B.V.;;1;;;1;2
BZK;EcoReno B.V.;;2;;;;2
BZK;ECORYS Nederland B.V.;;;;;1;1
BZK;Edese Schaapskudde;;2;;;;2
BZK;Edu4Install;;1;;;;1
BZK;Eemshaven Real Estate B.V.;;;;;5;5
BZK;Eetcafé Movies;;1;;;;1
BZK;Efectis Nederland B.V.;;2;;;;2
BZK;EGM Architecten B.V.;;4;;;;4
BZK;Eighty 2 Concepts B.V.;;1;;;;1
BZK;Eijkelboom B.V.;;8;;;;8
BZK;Eijsbouts Fabriek van Torenuurwerken B.V.;;3;;;;3
BZK;Eindhoven Airport N.V.;;;4;;4;5
BZK;Ekwadraat Advies B.V.;;2;;;;2
BZK;Elan Notarissen Praktijkvennootschap B.V.;;;;;1;1
BZK;Eldon Labasti Elite Technology;;1;;;;1
BZK;Electra Spark N.V.;;5;;;;5
BZK;Electro-Technisch Install.bdr. 'Leerkes' B.V.;;2;;;;2
BZK;Electrotechnisch Installatiebedrijf Schut BV;;1;;;;1
BZK;Elektro-Herrmann GmbH;;1;;;;1
BZK;Elektroraad Expertise B.V.;;2;;;;2
BZK;Elektrotechniek Schuurmans B.V.;;6;;;;6
BZK;Elektrotechnisch Inspectie Instituut;;2;;;;2
BZK;Element Breda;;1;;;;1
BZK;Eliëns Interieur Projecten B.V.;;2;;;;2
BZK;Elinex Power Solutions B.V.;;4;;;;4
BZK;Elite liften en roltrappen B.V.;;2;;;;2
BZK;Elro Dakbedekking B.V.;;;;;1;1
BZK;Else.com;;1;;;;1
BZK;Elsenga Installatietechniek B.V.;;2;;;;2
BZK;Elycio Vertalers;;1;;;;1
BZK;Emmy de Groot advies, conservering,restaurat;;1;;;;1
BZK;Emondt Multiclima;;2;;;;2
BZK;Endenburg Elektrotechniek B.V.;;7;;;;7
BZK;Endevoets Dakbedekkingen;;4;;;;4
BZK;Endress + Hauser B.V.;;1;;;;1
BZK;Eneco B.V.;;;4;;;4
BZK;Eneco Services B.V.;;1;;;2;2
BZK;Eneco Warmte & Koude Leveringsbedrijf B.V.;;4;;;;4
BZK;Eneco Warmteproductie Utrecht B.V.;;;;;2;2
BZK;Eneco Zakelijk;;;4;;;4
BZK;Enerdeco B.V.;;2;;;;2
BZK;Energie Service Dijkstra;;;;;1;1
BZK;Energy Containment Concepts Ltd;;2;;;;2
BZK;Enexis Netbeheer B.V.;;;;;1;1
BZK;Engelen-Groen Uden B.V.;;7;;;;7
BZK;Engelsman Hoveniers B.V.;;7;;;;7
BZK;ENGIE Infra & Mobility B.V.;;6;;;;6
BZK;ENGIE Services Noord locatie Leeuwarden;;7;;;;7
BZK;ENGIE Services West B.V.;;9;;;;9
BZK;ENGIE Services Zuid B.V.;;8;;;;8
BZK;Entech B.V.;;3;;;;3
BZK;Enviro Tech B.V.;;1;;;;1
BZK;EPM B.V.;;2;;;;2
BZK;Eputan Kunststoftechniek B.V.;;3;;;;3
BZK;Equitrend;;1;;;;1
BZK;Ergolift Services B.V.;;1;;;;1
BZK;Ergoquip Nederland B.V.;;1;;;;1
BZK;Erik Jansen Fotografie;;1;;;;1
BZK;ERIKS Servicecenter Gelderland;;4;;;;4
BZK;ESJ Vastgoedonderhoud;;2;;;;2
BZK;Eskay Enterprises N.V.;;1;;;;1
BZK;Essent Retail Energie B.V.;;;1;;1;1
BZK;Eureka Internationaal B.V.;;1;;;;1
BZK;Eurocarbo Benelux B.V.;;1;;;;1
BZK;Eurodunk;;1;;;;1
BZK;Eurofiber Holding B.V.;;2;;;;2
BZK;Eurofins Agro Testing Benelux Holding B.V.;;1;;;;1
BZK;Euromate B.V.;;1;;;;1
BZK;Eurosafe Solutions B.V.;;4;;;;4
BZK;Eurotempest B.V.;;4;;;;4
BZK;Eurotrapliften B.V.;;2;;;;2
BZK;EusebiusBS (Arnhem) B.V.;;;1;;7;7
BZK;Eussen Bouw B.V.;;4;;;;4
BZK;EV Consult B.V.;;2;;;;2
BZK;Eva Holding B.V.;;2;;;;2
BZK;EV-Box;;;;;;
BZK;Evelien van Es;;;;;2;2
BZK;EversPartners B.V.;;3;;;;3
BZK;Ex Interiors B.V.;;2;;;;2
BZK;Exceloplossing B.V.;;1;;;;1
BZK;Ex-Ox-Tox;;2;;;;2
BZK;Expedio Arbori;;1;;;;1
BZK;Expertise Bureau Noord B.V.;;1;;;;1
BZK;Exploitatie Dwarstocht 6 Zaandam B.V.;;;;;3;3
BZK;Exploitatie Maatschappij Komfort B.V.;;6;;;;6
BZK;Exploitatiebedrijf Wierts B.V.;;1;;;;1
BZK;Exploitatiemaatschappij Busio B.V.;;;;;4;4
BZK;Exploitatiemaatschappij CDR N.V.;;3;;;;3
BZK;Exploitatiemaatschappij Mubutex B.V.;;;;;3;3
BZK;Exploitatiemij. Grand Hotel Karel V B.V.;;1;;;;1
BZK;Exploitatiemij. Havencompl. Lauwersoog B.V.;;;;;2;2
BZK;Explosive Clearance Group B.V.;;3;;;;3
BZK;Express Cargo Service N.V.;;1;;;;1
BZK;Eye D Transport & More VBA;;1;;;;1
BZK;Eyefly B.V.;;1;;;;1
