Identificatie;Datum zaak start;Stap;Zaakstatus;Datum zaak uiterste;Hoofdcategorie (zaaktype mor);Subcategorie (zaaktype mor);straat (zaaktype mor);Ter hoogte van (zaaktype mor);Wijk (zaaktype mor)
141989;20-5-2015 9:58;Definitief afgesloten;Afgesloten;27-5-2015 9:58;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Prinses Marijkelaan;Hoek Prinses Irenelaan en Graaf Adolflaan;Zeist Oost
155528;25-11-2015 16:27;Definitief afgesloten;Afgesloten;2-12-2015 16:27;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Gramserweg;;Zeist Oost
132870;21-1-2015 14:19;Definitief afgesloten;Afgesloten;28-1-2015 14:19;Straatmeubilair;Verkeers-/ straatnaambord;Crosestein;Op de hoek Crosestein nummer 3012;Zeist West
137943;24-3-2015 15:09;Definitief afgesloten;Afgesloten;31-3-2015 16:09;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Van Tetslaan;;Zeist Centrum
138928;7-4-2015 11:39;Definitief afgesloten;Afgesloten;14-4-2015 11:39;Groen;Struiken;Johan C. Meijerlaan;;Zeist Noord
138524;31-3-2015 10:04;Definitief afgesloten;Afgesloten;7-4-2015 10:04;Straatmeubilair;Verkeers-/ straatnaambord;Antonlaan;;Zeist Centrum
145820;10-7-2015 11:25;Definitief afgesloten;Afgesloten;17-7-2015 11:25;Verlichting;Lichtmast scheef - niet kapot;Johan v Oldenbarneveltln;2341/0019;Zeist Noord
151010;28-9-2015 14:47;Definitief afgesloten;Afgesloten;5-10-2015 14:47;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Wilhelminaparkflat;;Zeist Centrum
147857;12-8-2015 8:06;Definitief afgesloten;Afgesloten;19-8-2015 8:06;Verlichting;Lamp defect;Griffensteijnseplein;1061-0008;Zeist West
150564;21-9-2015 13:11;Definitief afgesloten;Afgesloten;28-9-2015 13:11;Wegen, fiets- en voetpaden;Gebreken wegdek;Laan van Rijnwijk;;Zeist Oost
148398;18-8-2015 7:00;Definitief afgesloten;Afgesloten;25-8-2015 7:00;Handhaving;Fietsoverlast en wrakken;Brugakker;1502;Zeist West
150775;23-9-2015 14:52;Definitief afgesloten;Afgesloten;30-9-2015 14:52;Riolering;Verstopping straatkolk;Laan van Vollenhove;;Zeist Noord
140985;4-5-2015 16:07;Definitief afgesloten;Afgesloten;5-5-2015 16:07;Afvalinzameling en milieu;Afvaldumping;Couwenhoven;;Zeist West
151290;1-10-2015 13:15;Definitief afgesloten;Afgesloten;8-10-2015 13:15;Groen;Overig (Groen);Bergweg;;Zeist Centrum
148410;20-8-2015 9:19;Definitief afgesloten;Afgesloten;27-8-2015 9:19;Groen;Bomen;Ruysdaellaan;achter het perceel;Den Dolder e.o.
141263;8-5-2015 10:40;Definitief afgesloten;Afgesloten;11-5-2015 10:40;Afvalinzameling en milieu;Afvaldumping;De Heuvel;;Zeist Centrum
152727;21-10-2015 7:00;Definitief afgesloten;Afgesloten;28-10-2015 6:00;Groen;Bomen;Hertenlaan;;Den Dolder e.o.
146821;27-7-2015 11:29;Definitief afgesloten;Afgesloten;3-8-2015 11:29;Groen;Bomen;Jan Willem Frisolaan;;Zeist Oost
148610;24-8-2015 12:47;Definitief afgesloten;Afgesloten;25-8-2015 12:47;Verlichting;Netwerkstoring;Harmonielaan;Van af de Kroostweg tot aan het pleintje;Zeist Noord
132656;19-1-2015 15:50;Definitief afgesloten;Afgesloten;26-1-2015 15:50;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Johan v Oldenbarneveltln;;Zeist Noord
139078;8-4-2015 18:07;Definitief afgesloten;Afgesloten;15-4-2015 18:07;Straatmeubilair;Paaltjes;Bachlaan;;Zeist Noord
148804;25-8-2015 7:00;Definitief afgesloten;Afgesloten;1-9-2015 7:00;Groen;Bomen;Oude Arnhemseweg;;Zeist Noord
131756;8-1-2015 8:16;Definitief afgesloten;Afgesloten;15-1-2015 8:16;Groen;Bomen;Griftlaan;;Zeist Noord
141492;12-5-2015 16:06;Definitief afgesloten;Afgesloten;19-5-2015 16:06;Straatmeubilair;Verkeers-/ straatnaambord;Griffensteijnselaan;;Zeist West
138242;27-3-2015 9:03;Definitief afgesloten;Afgesloten;3-4-2015 10:03;Straatmeubilair;Paaltjes;Griffensteijnselaan;;Zeist West
134410;9-2-2015 11:01;Definitief afgesloten;Afgesloten;16-2-2015 11:01;Straatmeubilair;Paaltjes;Griffensteijnselaan;;Zeist West
139497;14-4-2015 15:44;Definitief afgesloten;Afgesloten;15-4-2015 15:44;Riolering;Putdeksel;Griffensteijnselaan;;Zeist West
134526;10-2-2015 10:15;Definitief afgesloten;Afgesloten;17-2-2015 10:15;Straatmeubilair;Paaltjes;Mw Kuipers-Rietberglaan;;Zeist Noord
146362;20-7-2015 13:26;Definitief afgesloten;Afgesloten;27-7-2015 13:26;Groen;Bomen;Graaf Adolflaan;;Zeist Oost
149579;3-9-2015 7:00;Definitief afgesloten;Afgesloten;10-9-2015 7:00;Groen;Bomen;Graaf Adolflaan;;Zeist Oost
135220;19-2-2015 11:05;Definitief afgesloten;Afgesloten;26-2-2015 11:05;Verlichting;Lamp defect;Graaf Adolflaan;;Zeist Oost
139986;21-4-2015 14:31;Definitief afgesloten;Afgesloten;28-4-2015 14:31;Handhaving;Overig (Handhaving);Graaf Adolflaan;;Zeist Oost
136090;2-3-2015 8:51;Definitief afgesloten;Afgesloten;3-3-2015 8:51;Afvalinzameling en milieu;Afvaldumping;Graaf Adolflaan;;Zeist Oost
136088;2-3-2015 8:44;Definitief afgesloten;Afgesloten;3-3-2015 8:44;Afvalinzameling en milieu;Afvaldumping;Graaf Adolflaan;;Zeist Oost
141463;12-5-2015 13:46;Definitief afgesloten;Afgesloten;19-5-2015 13:46;Groen;Bomen;Godfried van Seijstlaan;;Zeist West
160438;28-12-2015 9:41;Voorlopig afgesloten;Afgehandeld;4-1-2016 9:41;Groen;Overig (Groen);Gerolaan;;Zeist Centrum
148594;21-8-2015 7:00;Definitief afgesloten;Afgesloten;28-8-2015 7:00;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Gerolaan;;Zeist Centrum
134905;13-2-2015 14:15;Definitief afgesloten;Afgesloten;20-2-2015 14:15;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Gerolaan;hoek gerolaan 32-59;Zeist Centrum
156387;2-12-2015 14:47;Definitief afgesloten;Afgesloten;9-12-2015 14:47;Riolering;Overig (Riolering);Gerolaan;;Zeist Centrum
133896;2-2-2015 16:55;Definitief afgesloten;Afgesloten;9-2-2015 16:55;Handhaving;Parkeren;Geiserlaan;;Zeist Centrum
136888;11-3-2015 11:02;Definitief afgesloten;Afgesloten;18-3-2015 11:02;Verlichting;Lamp defect;Prinses Margrietlaan;;Zeist Oost
157608;5-12-2015 7:00;Definitief afgesloten;Afgesloten;14-12-2015 7:00;Handhaving;"Aanhanger; caravan; keetwagen";Gandhilaan;nr. 23;Zeist Centrum
138494;31-3-2015 9:03;Definitief afgesloten;Afgesloten;7-4-2015 9:03;Verlichting;Overig (verlichting);Fornheselaan;;Den Dolder e.o.
133191;27-1-2015 11:09;Definitief afgesloten;Afgesloten;3-2-2015 11:09;Verlichting;Overig (verlichting);Fornheselaan;;Den Dolder e.o.
131812;8-1-2015 12:27;Definitief afgesloten;Afgesloten;15-1-2015 12:27;Straatmeubilair;Paaltjes;Fornheselaan;;Den Dolder e.o.
148963;28-8-2015 8:21;Definitief afgesloten;Afgesloten;4-9-2015 8:21;Groen;Gras;Ernst Casimirlaan;;Zeist Oost
142494;28-5-2015 12:32;Definitief afgesloten;Afgesloten;4-6-2015 12:32;Groen;Gras;Erasmuslaan;;Zeist Centrum
147125;29-7-2015 15:36;Definitief afgesloten;Afgesloten;5-8-2015 15:36;Groen;Bomen;Egelinglaan;;Zeist Noord
147916;12-8-2015 15:01;Definitief afgesloten;Afgesloten;19-8-2015 15:01;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Driebergseweg;;Zeist Oost
159600;21-12-2015 10:53;Voorlopig afgesloten;Afgehandeld;28-12-2015 10:53;Groen;Overig (Groen);Blikkenburgerlaan;;Zeist Oost
146985;28-7-2015 7:00;Definitief afgesloten;Afgesloten;4-8-2015 7:00;Verlichting;Lamp defect;Dreef;De dreef;
140751;30-4-2015 15:32;Definitief afgesloten;Afgesloten;7-5-2015 15:32;Straatmeubilair;Verkeers-/ straatnaambord;De Dreef;;Zeist Noord
134411;9-2-2015 11:03;Definitief afgesloten;Afgesloten;16-2-2015 11:03;Wegen, fiets- en voetpaden;Gebreken wegdek;Titus Brandsmalaan;Dreef thv afslag v Gunningenlaan;Zeist Noord
133696;30-1-2015 13:05;Definitief afgesloten;Afgesloten;6-2-2015 13:05;Straatmeubilair;Overig (Straatmeubilair);Dreef;bushalte laan v vollenhoven;Zeist Noord
159849;22-12-2015 10:40;Definitief afgesloten;Afgesloten;23-12-2015 10:40;Afvalinzameling en milieu;Afvaldumping;Dr. Schaepmanlaan;;Zeist Centrum
148803;26-8-2015 9:25;Definitief afgesloten;Afgesloten;2-9-2015 9:25;Wegen, fiets- en voetpaden;Gebreken wegdek;Dr. s'Jacoblaan;;Zeist Centrum
153204;29-10-2015 11:44;Definitief afgesloten;Afgesloten;30-10-2015 11:44;Riolering;Putdeksel;Dr. Ramaerlaan;voor en na Pelita;Den Dolder e.o.
150372;17-9-2015 7:00;Definitief afgesloten;Afgesloten;24-9-2015 7:00;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Dolderseweg;vanaf Dolderseweg 28;Den Dolder e.o.
152762;22-10-2015 14:18;Definitief afgesloten;Afgesloten;29-10-2015 13:18;Handhaving;Parkeren;Dr. Ramaerlaan;Bij meneer voor de deur ;Den Dolder e.o.
148985;28-8-2015 11:06;Definitief afgesloten;Afgesloten;4-9-2015 11:06;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Cornelis Vlotlaan;;Zeist Noord
150833;24-9-2015 7:00;Definitief afgesloten;Afgesloten;1-10-2015 7:00;Handhaving;"Aanhanger; caravan; keetwagen";Dijnselweg;;Zeist Noord
136538;6-3-2015 10:51;Definitief afgesloten;Afgesloten;13-3-2015 10:51;Groen;Bomen;Dennenweg;;Den Dolder e.o.
137919;24-3-2015 13:41;Definitief afgesloten;Afgesloten;31-3-2015 14:41;Handhaving;Hondenoverlast;De la Reylaan;;Zeist Centrum
137986;20-3-2015 7:00;Definitief afgesloten;Afgesloten;27-3-2015 7:00;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Dalweg;;Zeist Centrum
147746;10-8-2015 12:18;Definitief afgesloten;Afgesloten;17-8-2015 12:18;Groen;Bomen;Crosestein;;Zeist West
146037;14-7-2015 13:33;Definitief afgesloten;Afgesloten;21-7-2015 13:33;Handhaving;Parkeren;Crosestein;;Zeist West
148622;24-8-2015 13:34;Definitief afgesloten;Afgesloten;31-8-2015 13:34;Handhaving;Overig (Handhaving);Crosestein;;Zeist West
148087;14-8-2015 11:25;Definitief afgesloten;Afgesloten;17-8-2015 11:25;Afvalinzameling en milieu;Afvaldumping;Crosestein;;Zeist West
141258;8-5-2015 10:32;Definitief afgesloten;Afgesloten;15-5-2015 10:32;Groen;Bomen;Van Doornlaantje;;Zeist Centrum
145529;6-7-2015 7:00;Definitief afgesloten;Afgesloten;13-7-2015 7:00;Groen;Bomen;Cronjélaan;op de hoek met de Krugerlaan bij de afvalbak;Zeist Centrum
148602;24-8-2015 11:42;Definitief afgesloten;Afgesloten;25-8-2015 11:42;Afvalinzameling en milieu;Afvaldumping;Cronjélaan;;Zeist Centrum
153285;30-10-2015 13:41;Definitief afgesloten;Afgesloten;2-11-2015 13:41;Afvalinzameling en milieu;Afvaldumping;Cronjélaan;;Zeist Centrum
160509;28-12-2015 12:46;Definitief afgesloten;Afgesloten;4-1-2016 12:46;Speel- en sportvoorzieningen;Speeltoestellen;Costerlaan;;Zeist Centrum
148906;27-8-2015 11:19;Definitief afgesloten;Afgesloten;3-9-2015 11:19;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Costerlaan;;Zeist Centrum
148984;28-8-2015 11:03;Definitief afgesloten;Afgesloten;28-8-2015 11:03;Groen;Bomen;Cornelis Vlotlaan;;Zeist Noord
147940;13-8-2015 8:59;Definitief afgesloten;Afgesloten;14-8-2015 8:59;Afvalinzameling en milieu;Afvaldumping;Constantijn Huygenslaan;;Zeist Noord
141417;12-5-2015 9:24;Definitief afgesloten;Afgesloten;19-5-2015 9:24;Handhaving;Parkeren;De Clomp;;Zeist West
147759;10-8-2015 14:44;Definitief afgesloten;Afgesloten;17-8-2015 14:44;Straatmeubilair;Overig (Straatmeubilair);De Clomp;de grote koppel;Zeist West
157655;9-12-2015 16:07;Definitief afgesloten;Afgesloten;16-12-2015 16:07;Afvalinzameling en milieu;Klacht afvalinzameling;De Clomp;;Zeist West
149138;28-8-2015 7:00;Definitief afgesloten;Afgesloten;4-9-2015 7:00;Wegen, fiets- en voetpaden;Gebreken wegdek;Louise de Colignyplein;;Zeist Oost
142632;29-5-2015 15:19;Definitief afgesloten;Afgesloten;5-6-2015 15:19;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Burg. Patijnlaan;;Zeist Noord
133533;29-1-2015 14:02;Definitief afgesloten;Afgesloten;5-2-2015 14:02;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Johannes Postlaan;achterzijde C1000 opde Burg. Paijnlaan;Zeist Noord
151910;8-10-2015 7:00;Definitief afgesloten;Afgesloten;15-10-2015 7:00;Verlichting;Lamp defect;Brugakker;0454-6607;Zeist West
152635;21-10-2015 8:07;Definitief afgesloten;Afgesloten;22-10-2015 8:07;Afvalinzameling en milieu;Afvaldumping;Panweg;;Zeist Noord
139494;14-4-2015 15:34;Definitief afgesloten;Afgesloten;21-4-2015 15:34;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Brinkweg;;Zeist Noord
159306;18-12-2015 9:43;Definitief afgesloten;Afgesloten;25-12-2015 9:43;Verlichting;Lamp defect;De Brink;;Zeist West
152172;12-10-2015 7:00;Definitief afgesloten;Afgesloten;13-10-2015 7:00;Verlichting;Netwerkstoring;Sophialaan;de hele straat;Zeist Oost
152864;26-10-2015 8:35;Definitief afgesloten;Afgesloten;27-10-2015 8:35;Verlichting;Netwerkstoring;Oranje Nassaulaan;;Zeist Oost
139464;14-4-2015 11:48;Definitief afgesloten;Afgesloten;21-4-2015 11:48;Handhaving;Parkeren;Boulevard;;Zeist Centrum
138066;25-3-2015 15:29;Definitief afgesloten;Afgesloten;1-4-2015 16:29;Groen;Bomen;Blikkenburgerlaan;;Zeist Oost
147735;10-8-2015 11:18;Definitief afgesloten;Afgesloten;11-8-2015 11:18;Afvalinzameling en milieu;Volle prullenbakken;Couwenhoven;;Zeist West
135959;26-2-2015 7:00;Datum uitvoering wijzigen;In behandeling;5-3-2015 7:00;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Blikkenburgerlaan;;Zeist Oost
137298;16-3-2015 13:21;Definitief afgesloten;Afgesloten;23-3-2015 13:21;Straatmeubilair;Verkeers-/ straatnaambord;Bilderdijklaan;;Zeist Noord
154892;19-11-2015 10:23;Definitief afgesloten;Afgesloten;26-11-2015 10:23;Afvalinzameling en milieu;Straat vegen;Berkenlaan;het stukje tussen de Eikenlaan en de Lindenlaan;Zeist Centrum
146818;27-7-2015 11:24;Definitief afgesloten;Afgesloten;3-8-2015 11:24;Riolering;Verstopping straatkolk;Bergweg;;Zeist Noord
140493;28-4-2015 12:13;Definitief afgesloten;Afgesloten;5-5-2015 12:13;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Archipel;;Zeist Noord
147892;12-8-2015 12:27;Definitief afgesloten;Afgesloten;19-8-2015 12:27;Groen;Bomen;Bergweg;;Zeist Centrum
140757;30-4-2015 15:43;Definitief afgesloten;Afgesloten;7-5-2015 15:43;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Bergweg;;Zeist Noord
151746;7-10-2015 12:38;Definitief afgesloten;Afgesloten;8-10-2015 12:38;Afvalinzameling en milieu;Afvaldumping;Bergweg;;Zeist Centrum
153406;30-10-2015 7:00;Definitief afgesloten;Afgesloten;6-11-2015 7:00;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Bergweg;;Zeist Centrum
147891;12-8-2015 12:25;Definitief afgesloten;Afgesloten;19-8-2015 12:25;Handhaving;Overig (Handhaving);Bergweg;;Zeist Centrum
148977;28-8-2015 10:30;Definitief afgesloten;Afgesloten;4-9-2015 10:30;Groen;Gras;Prinses Beatrixlaan;;Zeist Oost
141015;6-5-2015 10:41;Definitief afgesloten;Afgesloten;13-5-2015 10:41;Riolering;Overig (Riolering);Baarnseweg;;Den Dolder e.o.
137605;19-3-2015 16:20;Definitief afgesloten;Afgesloten;26-3-2015 16:20;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Arnhemse Bovenweg;Bij de rotonde laan van Beek Royen Arhemse bovenweg;Zeist Oost
146452;21-7-2015 11:26;Definitief afgesloten;Afgesloten;28-7-2015 11:26;Verlichting;Overig (verlichting);Laan van Beek en Royen;;Zeist Centrum
137088;12-3-2015 15:46;Definitief afgesloten;Afgesloten;19-3-2015 15:46;Verlichting;Overig (verlichting);Arnhemse Bovenweg;;Zeist Oost
131830;8-1-2015 14:26;Definitief afgesloten;Afgesloten;15-1-2015 14:26;Handhaving;Parkeren;Antonlaan;;Zeist Centrum
149135;1-9-2015 8:06;Definitief afgesloten;Afgesloten;2-9-2015 8:06;Afvalinzameling en milieu;Afvaldumping;Van Doornlaantje;;Zeist Centrum
135399;20-2-2015 10:22;Definitief afgesloten;Afgesloten;23-2-2015 10:22;Afvalinzameling en milieu;Afvaldumping;Anne de Vrieslaan;;Zeist Centrum
159719;21-12-2015 14:54;Definitief afgesloten;Afgesloten;22-12-2015 14:54;Afvalinzameling en milieu;Afvaldumping;Anna Paulownalaan;;Zeist Oost
144738;24-6-2015 15:50;Definitief afgesloten;Afgesloten;25-6-2015 15:50;Afvalinzameling en milieu;Afvaldumping;Anna Paulownalaan;;Zeist Oost
145445;7-7-2015 9:04;Definitief afgesloten;Afgesloten;8-7-2015 9:04;Afvalinzameling en milieu;Afvaldumping;Anna Paulownalaan;;Zeist Oost
152534;20-10-2015 11:19;Definitief afgesloten;Afgesloten;27-10-2015 10:19;Handhaving;Parkeren;Anna Paulownalaan;;Zeist Oost
144168;18-6-2015 11:41;Definitief afgesloten;Afgesloten;25-6-2015 11:41;Groen;Gras;Anna Paulownalaan;;Zeist Oost
147044;28-7-2015 15:22;Definitief afgesloten;Afgesloten;4-8-2015 15:22;Groen;Bomen;Amalia van Solmslaan;;Zeist Oost
134741;12-2-2015 11:33;Definitief afgesloten;Afgesloten;13-2-2015 11:33;Riolering;Putdeksel;Alpaccalaan;voor nr. 11;Zeist Centrum
135771;25-2-2015 9:12;Definitief afgesloten;Afgesloten;4-3-2015 9:12;Groen;Overig (Groen);Tilanuslaan;;Zeist Noord
145604;8-7-2015 13:47;Definitief afgesloten;Afgesloten;15-7-2015 13:47;Handhaving;Parkeren;Achterheuvel;;Zeist Centrum
134419;9-2-2015 11:33;Definitief afgesloten;Afgesloten;10-2-2015 11:33;Afvalinzameling en milieu;Afvaldumping;Achterheuvel;;Zeist Centrum
139410;13-4-2015 16:24;Definitief afgesloten;Afgesloten;14-4-2015 16:24;Afvalinzameling en milieu;Volle prullenbakken;2e Dorpsstraat;;Zeist Centrum
148882;27-8-2015 8:45;Definitief afgesloten;Afgesloten;3-9-2015 8:45;Riolering;Overig (Riolering);Couwenhoven;;Zeist West
131762;8-1-2015 8:32;Definitief afgesloten;Afgesloten;15-1-2015 8:32;Straatmeubilair;Paaltjes;Brugakker;;Zeist West
132615;19-1-2015 14:08;Definitief afgesloten;Afgesloten;26-1-2015 14:08;Straatmeubilair;Paaltjes;Dr. D. Bosplein;voetpad bij tafeltennistafel;Zeist Noord
135939;26-2-2015 14:19;Definitief afgesloten;Afgesloten;5-3-2015 14:19;Straatmeubilair;Overig (Straatmeubilair);Dr. D. Bosplein;;Zeist Noord
136390;4-3-2015 16:02;Definitief afgesloten;Afgesloten;5-3-2015 16:02;Riolering;Putdeksel;Bilderdijklaan;;Zeist Noord
154706;17-11-2015 12:28;Definitief afgesloten;Afgesloten;18-11-2015 12:28;Afvalinzameling en milieu;Afvaldumping;Arnoldus Stramroodlaan;;Zeist Noord
133596;30-1-2015 8:29;Definitief afgesloten;Afgesloten;6-2-2015 8:29;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Arnhemse Bovenweg;;Zeist Oost
145085;30-6-2015 7:00;Definitief afgesloten;Afgesloten;7-7-2015 7:00;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Griffensteijnselaan;;Zeist West
155797;27-11-2015 12:52;Definitief afgesloten;Afgesloten;27-11-2015 12:52;Groen;Bomen;Krakelingweg;33;Zeist Oost
158846;16-12-2015 13:40;Definitief afgesloten;Afgesloten;23-12-2015 13:40;Verlichting;Lamp defect;Couwenhoven;;Zeist West
133560;29-1-2015 19:30;Definitief afgesloten;Afgesloten;5-2-2015 19:30;Afvalinzameling en milieu;Bladoverlast;Deltapad;gehele deltapad;Den Dolder e.o.
140898;1-5-2015 15:53;Definitief afgesloten;Afgesloten;8-5-2015 15:53;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Dolderseweg;;Den Dolder e.o.
158844;16-12-2015 13:35;Definitief afgesloten;Afgesloten;23-12-2015 13:35;Verlichting;Lamp defect;Couwenhoven;;Zeist West
145944;12-7-2015 7:00;Definitief afgesloten;Afgesloten;14-7-2015 7:00;Afvalinzameling en milieu;Afvaldumping;Nijenheim;;Zeist West
152874;26-10-2015 9:36;Lopend;In behandeling;2-11-2015 9:36;Afvalinzameling en milieu;Zwerfvuil;Spoorlaan;hoek duinweg;
146653;22-7-2015 7:00;Definitief afgesloten;Afgesloten;29-7-2015 7:00;Groen;Gras;Waterlooweg;;Zeist Oost
149196;28-8-2015 7:00;Voorlopig afgesloten;Afgehandeld;4-9-2015 7:00;Wegen, fiets- en voetpaden;Gebreken wegdek;Costerlaan;tussen nrs. 3 en 6;Zeist Centrum
156726;1-12-2015 7:00;Definitief afgesloten;Afgesloten;8-12-2015 7:00;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Verlengde Slotlaan;fietspad verlengde slotlaan-oude kampweg;Zeist Centrum
148623;24-8-2015 13:38;Definitief afgesloten;Afgesloten;25-8-2015 13:38;Verlichting;Netwerkstoring;Schipsloot;;Zeist Noord
133734;28-1-2015 7:00;Lopend;In behandeling;4-2-2015 7:00;Straatmeubilair;Overig (Straatmeubilair);;;
154449;16-11-2015 7:00;Definitief afgesloten;Afgesloten;23-11-2015 7:00;Wegen, fiets- en voetpaden;Gebreken wegdek;Kwartellaan;hele laan;Zeist West
152689;21-10-2015 17:30;Voorlopig afgesloten;Afgehandeld;22-10-2015 17:30;Riolering;Verstopping huisaansluiting;Kwartellaan;;Zeist West
131602;4-1-2015 7:00;Definitief afgesloten;Afgesloten;12-1-2015 7:00;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Hertenlaan;gehele laan;Den Dolder e.o.
142205;22-5-2015 11:23;Definitief afgesloten;Afgesloten;29-5-2015 11:23;Handhaving;Parkeren;Meester Ansinkweg;;Zeist Oost
142927;1-6-2015 7:00;Definitief afgesloten;Afgesloten;8-6-2015 7:00;Straatmeubilair;Verkeers-/ straatnaambord;Arnhemse Bovenweg;hoek Molenweg en hoek Pr. Beatrixlaan;Zeist Oost
153047;27-10-2015 16:00;Voorlopig afgesloten;Afgehandeld;3-11-2015 16:00;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Steynlaan;Hoek Bergweg;Zeist Centrum
152200;11-10-2015 7:00;Definitief afgesloten;Afgesloten;19-10-2015 7:00;Groen;Bomen;Korte Bergweg;;Den Dolder e.o.
135625;18-2-2015 7:00;Definitief afgesloten;Afgesloten;25-2-2015 7:00;Groen;Overig (Groen);Couwenhoven;;Zeist West
154500;13-11-2015 7:00;Voorlopig afgesloten;Afgehandeld;20-11-2015 7:00;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);De Heuvel;;Zeist Centrum
146017;13-7-2015 7:00;Definitief afgesloten;Afgesloten;20-7-2015 7:00;Handhaving;Parkeren;Oranje-Nassaulaan;bij de school;
145630;8-7-2015 15:25;Definitief afgesloten;Afgesloten;15-7-2015 15:25;Groen;Bomen;Brugakker;achter de woningen 6501 en 6503;Zeist West
132200;7-1-2015 7:00;Definitief afgesloten;Afgesloten;14-1-2015 7:00;Wegen, fiets- en voetpaden;Gladheidsbestrijding;Frederik Hendriklaan;kruising Frederik Hendriklaan / Arnhemse Bovenweg;Zeist Oost
152226;13-10-2015 7:00;Definitief afgesloten;Afgesloten;14-10-2015 7:00;Verlichting;Lichtmast gebroken/krom;Brugakker;;Zeist West
149101;31-8-2015 14:28;Definitief afgesloten;Afgesloten;7-9-2015 14:28;Groen;Onkruid;Scheeperslaan;;Zeist Centrum
144969;29-6-2015 14:34;Definitief afgesloten;Afgesloten;6-7-2015 14:34;Groen;Onkruid;Antonlaan;;Zeist Centrum
143556;10-6-2015 9:18;Definitief afgesloten;Afgesloten;17-6-2015 9:18;Groen;Onkruid;Badmeester Schenkpad;op de atlethiekbaan;Zeist Noord
149500;4-9-2015 15:40;Definitief afgesloten;Afgesloten;11-9-2015 15:40;Riolering;Verstopping straatkolk;Brugakker;;Zeist West
151412;2-10-2015 16:16;Definitief afgesloten;Afgesloten;9-10-2015 16:16;Groen;Bomen;Korte Bergweg;68;Den Dolder e.o.
158729;16-12-2015 9:37;Definitief afgesloten;Afgesloten;17-12-2015 9:37;Afvalinzameling en milieu;Afvaldumping;Van Renesselaan;18 en 20;Zeist West
151483;3-10-2015 7:00;Definitief afgesloten;Afgesloten;12-10-2015 7:00;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Geiserlaan;;Zeist Centrum
149159;1-9-2015 10:14;Definitief afgesloten;Afgesloten;8-9-2015 10:14;Straatmeubilair;Overig (Straatmeubilair);Slotlaan;;Zeist Centrum
133462;22-1-2015 7:00;Definitief afgesloten;Afgesloten;29-1-2015 7:00;Speel- en sportvoorzieningen;Overig (Speel- en sportvoorzieningen);Crosestein;;Zeist West
160429;27-12-2015 7:00;Definitief afgesloten;Afgesloten;29-12-2015 7:00;Afvalinzameling en milieu;Afvaldumping;Steynlaan;hoek Steynlaan/Costerlaan en hoek Steynlaan/;Zeist Centrum
161021;31-12-2015 13:53;Voorlopig afgesloten;Afgehandeld;7-1-2016 13:53;Straatmeubilair;Paaltjes;Couwenhoven;;Zeist West
147456;4-8-2015 7:00;Definitief afgesloten;Afgesloten;5-8-2015 7:00;Afvalinzameling en milieu;Afvaldumping;Burg. Van Tuyll-laan;onder lantaarnpaal 3411 0001;Zeist Centrum
153829;6-11-2015 12:20;Definitief afgesloten;Afgesloten;13-11-2015 12:20;Handhaving;Fietsoverlast en wrakken;De Heuvel;onder balkon van nummer 310;Zeist Centrum
140637;24-4-2015 7:00;Definitief afgesloten;Afgesloten;1-5-2015 7:00;Handhaving;Parkeren;Kerkweg;in/uitrit van het parkeerterrein;Zeist Centrum
145115;30-6-2015 18:46;Definitief afgesloten;Afgesloten;7-7-2015 18:46;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Brugakker;;Zeist West
