Kenteken,Montagedatum,Demontagedatum,Soort toe te voegen object omschrijving,Merk object toegevoegd,Gasinstallatie tank inhoud,Merkcode toegevoegd object,Uitvoerings volgnr toegev obj,Classificatie toegevoegd obj,Montagedatum DT,Demontagedatum DT
00BJZ1,20171010,0,Tachograaf,DCTO-1381,,( ),-1,,10/10/2017 12:00:00 AM,
00BJZ2,20171024,0,Tachograaf,STONERIDGE,,( ),-1,,10/24/2017 12:00:00 AM,
00BJZ2,20190925,0,Tachograaf,,,STOD,1076,,09/25/2019 12:00:00 AM,
00BJZ3,0,0,Tachograaf,,,COAD,1022,,,
00BJZ3,20171113,0,Tachograaf,VDO 1381,,( ),-1,,11/13/2017 12:00:00 AM,
00BJZ4,0,0,Tachograaf,,,COAD,1220,,,
00BJZ4,20171025,0,Tachograaf,DCTO1381,,( ),-1,,10/25/2017 12:00:00 AM,
00BJZ5,0,0,Tachograaf,,,STOD,1076,,,
00BJZ5,20171006,0,Tachograaf,STONERIDGE,,( ),-1,,10/06/2017 12:00:00 AM,
00BJZ6,0,0,Tachograaf,,,COAD,1220,,,
00BJZ6,20171030,0,Tachograaf,VDO,,( ),-1,,10/30/2017 12:00:00 AM,
00BJZ8,0,0,Tachograaf,,,COAD,1022,,,
00BJZ8,20171011,0,Tachograaf,DCTO 1381,,( ),-1,,10/11/2017 12:00:00 AM,
00BJZ9,0,0,Tachograaf,,,STOD,1076,,,
00BJZ9,20171222,0,Tachograaf,SE 5000,,( ),-1,,12/22/2017 12:00:00 AM,
00BKB1,0,0,Tachograaf,,,COAD,1220,,,
00BKB1,20171016,0,Tachograaf,CONTINENTAL,,( ),-1,,10/16/2017 12:00:00 AM,
00BKB2,0,0,Tachograaf,,,COAD,1220,,,
00BKB2,20171016,0,Tachograaf,CONTINENTAL,,( ),-1,,10/16/2017 12:00:00 AM,
00BKB3,0,0,Tachograaf,,,COAD,1220,,,
00BKB3,20171020,0,Tachograaf,DCTO 1381,,( ),-1,,10/20/2017 12:00:00 AM,
00BKB5,0,0,Tachograaf,,,COAD,1021,,,
00BKB5,20171020,0,Tachograaf,SIEMENS,,( ),-1,,10/20/2017 12:00:00 AM,
00BKB6,0,0,Tachograaf,,,COAD,1220,,,
00BKB6,20171116,0,Tachograaf,DTCO 1381,,( ),-1,,11/16/2017 12:00:00 AM,
00BKB8,0,0,Tachograaf,,,COAD,1021,,,
00BKB8,20171026,0,Tachograaf,CONTINENTAL,,( ),-1,,10/26/2017 12:00:00 AM,
00BKB9,0,0,Tachograaf,,,COAD,1220,,,
00BKD1,0,0,Tachograaf,,,COAD,1021,,,
00BKD1,20171102,0,Tachograaf,VDO,,( ),-1,,11/02/2017 12:00:00 AM,
00BKD2,0,0,Tachograaf,,,COAD,2040,,,
00BKD2,20171109,0,Tachograaf,DCTO1381,,( ),-1,,11/09/2017 12:00:00 AM,
00BKD3,0,0,Tachograaf,,,COAD,1021,,,
00BKD3,20171204,0,Tachograaf,VDO 1381,,( ),-1,,12/04/2017 12:00:00 AM,
00BKD4,0,0,Tachograaf,,,STOD,1076,,,
00BKD4,20171113,0,Tachograaf,SE5000,,( ),-1,,11/13/2017 12:00:00 AM,
00BKD5,0,0,Tachograaf,,,COAD,1220,,,
00BKD5,20171120,0,Tachograaf,DTCO 1381,,( ),-1,,11/20/2017 12:00:00 AM,
00BKD6,0,0,Tachograaf,,,COAD,1021,,,
00BKD6,20190515,0,Tachograaf,CONTINENTAL,,( ),-1,,05/15/2019 12:00:00 AM,
00BKD8,20171113,0,Tachograaf,SE 5000,,( ),-1,,11/13/2017 12:00:00 AM,
00BKD8,20190919,0,Tachograaf,,,STOD,1076,,09/19/2019 12:00:00 AM,
00BKD9,0,0,Tachograaf,,,COAD,1022,,,
00BKD9,20171128,0,Tachograaf,CONTINENTAL,,( ),-1,,11/28/2017 12:00:00 AM,
00BKF2,20180103,0,Tachograaf,SE 5000,,( ),-1,,01/03/2018 12:00:00 AM,
00BKF2,20191224,0,Tachograaf,,,STOD,1076,,12/24/2019 12:00:00 AM,
00BKF3,0,0,Tachograaf,,,STOD,1076,,,
00BKF3,20180102,0,Tachograaf,STONERIDGE,,( ),-1,,01/02/2018 12:00:00 AM,
00BKF3,20191210,0,Tachograaf,,,STOD,1076,,12/10/2019 12:00:00 AM,
00BKF4,0,0,Tachograaf,,,COAD,1021,,,
00BKF6,20211018,0,Tachograaf,,,COAD,1300,,10/18/2021 12:00:00 AM,
00BKF7,20171117,0,Tachograaf,SE,,( ),-1,,11/17/2017 12:00:00 AM,
00BKF9,0,0,Tachograaf,,,STOD,1074,,,
00BKF9,20171208,0,Tachograaf,SE5000,,( ),-1,,12/08/2017 12:00:00 AM,
00BKG1,0,0,Tachograaf,,,COAD,1220,,,
00BKG1,20180104,0,Tachograaf,DTCO 1381,,( ),-1,,01/04/2018 12:00:00 AM,
00BKG2,20211215,0,Tachograaf,,,COAD,1300,,12/15/2021 12:00:00 AM,
00BKG3,0,0,Tachograaf,,,STOD,1076,,,
00BKG3,20171208,0,Tachograaf,STONERIDGE,,( ),-1,,12/08/2017 12:00:00 AM,
00BKG4,0,0,Tachograaf,,,COAD,1220,,,
00BKG4,20180117,0,Tachograaf,SIEMENSVDO,,( ),-1,,01/17/2018 12:00:00 AM,
00BKG5,0,0,Tachograaf,,,COAD,1022,,,
00BKG5,20180530,0,Tachograaf,VDO,,( ),-1,,05/30/2018 12:00:00 AM,
00BKG6,0,0,Tachograaf,,,STOD,1076,,,
00BKG6,20180119,0,Tachograaf,STONERIDGE,,( ),-1,,01/19/2018 12:00:00 AM,
00BKG7,0,0,Tachograaf,,,COAD,1220,,,
00BKG7,20171218,0,Tachograaf,CONTINENTAL1381,,( ),-1,,12/18/2017 12:00:00 AM,
00BKG8,0,0,Tachograaf,,,COAD,1220,,,
00BKG8,20171212,0,Tachograaf,DTC 1381,,( ),-1,,12/12/2017 12:00:00 AM,
00BKG9,0,0,Tachograaf,,,COAD,1210,,,
00BKG9,20171220,0,Tachograaf,DCTO 1381,,( ),-1,,12/20/2017 12:00:00 AM,
00BKH2,0,0,Tachograaf,,,COAD,1220,,,
00BKH2,20180124,0,Tachograaf,CONT.AUT.1381,,( ),-1,,01/24/2018 12:00:00 AM,
00BKH3,0,0,Tachograaf,,,COAD,1220,,,
00BKH3,20180112,0,Tachograaf,CONTINENTAL,,( ),-1,,01/12/2018 12:00:00 AM,
00BKH4,0,0,Tachograaf,,,COAD,1220,,,
00BKH4,20171227,0,Tachograaf,DTCO 1381,,( ),-1,,12/27/2017 12:00:00 AM,
00BKH6,0,0,Tachograaf,,,COAD,1220,,,
00BKH6,20180130,0,Tachograaf,SIEMENS VDO,,( ),-1,,01/30/2018 12:00:00 AM,
00BKH7,0,0,Tachograaf,,,COAD,1220,,,
00BKH7,20180112,0,Tachograaf,CONTINENTAL1381,,( ),-1,,01/12/2018 12:00:00 AM,
00BKH8,0,0,Tachograaf,,,STOD,1076,,,
00BKH8,20180104,0,Tachograaf,STONERIDGE,,( ),-1,,01/04/2018 12:00:00 AM,
00BKH9,0,0,Tachograaf,,,COAD,1220,,,
00BKH9,20180102,0,Tachograaf,CONTINENTAL,,( ),-1,,01/02/2018 12:00:00 AM,
00BKJ1,0,0,Tachograaf,,,STOD,1076,,,
00BKJ1,20180312,0,Tachograaf,SE 5000,,( ),-1,,03/12/2018 12:00:00 AM,
00BKJ2,0,0,Tachograaf,,,COAD,1220,,,
00BKJ2,20180319,0,Tachograaf,DCTO 1381,,( ),-1,,03/19/2018 12:00:00 AM,
00BKJ3,0,0,Tachograaf,,,STOD,1076,,,
00BKJ3,20180110,0,Tachograaf,STONERIDGE,,( ),-1,,01/10/2018 12:00:00 AM,
00BKJ4,0,0,Tachograaf,,,COAD,1022,,,
00BKJ4,20180109,0,Tachograaf,DCTO1381,,( ),-1,,01/09/2018 12:00:00 AM,
00BKJ5,0,0,Tachograaf,,,COAD,1220,,,
00BKJ5,20180830,0,Tachograaf,CONTINENTALGMBH,,( ),-1,,08/30/2018 12:00:00 AM,
00BKJ6,0,0,Tachograaf,,,COAD,1220,,,
00BKJ7,0,0,Tachograaf,,,COAD,1220,,,
00BKJ7,20180111,0,Tachograaf,VDO,,( ),-1,,01/11/2018 12:00:00 AM,
00BKJ8,0,0,Tachograaf,,,COAD,1220,,,
00BKJ8,20190107,0,Tachograaf,CONTINENTAL1381,,( ),-1,,01/07/2019 12:00:00 AM,
00BKJ9,0,0,Tachograaf,,,COAD,1021,,,
00BKJ9,20180130,0,Tachograaf,VDO 1381,,( ),-1,,01/30/2018 12:00:00 AM,
00BKK1,0,0,Tachograaf,,,COAD,1021,,,
00BKK1,20180312,0,Tachograaf,CONTINENTAL1381,,( ),-1,,03/12/2018 12:00:00 AM,
00BKK2,0,0,Tachograaf,,,COAD,1220,,,
00BKK2,20180208,0,Tachograaf,DCTO1381,,( ),-1,,02/08/2018 12:00:00 AM,
00BKK6,0,0,Tachograaf,,,COAD,1021,,,
00BKK6,20180130,0,Tachograaf,CONTINENTAL,,( ),-1,,01/30/2018 12:00:00 AM,
00BKK8,0,0,Tachograaf,,,STOD,1076,,,
00BKK8,20190315,0,Tachograaf,SE5000,,( ),-1,,03/15/2019 12:00:00 AM,
00BKK9,0,0,Tachograaf,,,COAD,1220,,,
00BKK9,20180914,0,Tachograaf,CONTINENTAL,,( ),-1,,09/14/2018 12:00:00 AM,
00BKL1,0,0,Tachograaf,,,STOD,1076,,,
00BKL1,20180202,0,Tachograaf,STONERIDGESE500,,( ),-1,,02/02/2018 12:00:00 AM,
00BKL2,0,0,Tachograaf,,,COAD,1220,,,
00BKL2,20180212,0,Tachograaf,DTCO1381,,( ),-1,,02/12/2018 12:00:00 AM,
00BKL3,0,0,Tachograaf,,,COAD,1220,,,
00BKL3,20180202,0,Tachograaf,CONTINENTAL,,( ),-1,,02/02/2018 12:00:00 AM,
00BKL7,0,0,Tachograaf,,,COAD,1220,,,
00BKL7,20180319,0,Tachograaf,VDO1381,,( ),-1,,03/19/2018 12:00:00 AM,
00BKL8,0,0,Tachograaf,,,COAD,1030,,,
00BKL8,20180227,0,Tachograaf,VDO,,( ),-1,,02/27/2018 12:00:00 AM,
00BKL9,20180322,0,Tachograaf,DCTO,,( ),-1,,03/22/2018 12:00:00 AM,
00BKN1,0,0,Tachograaf,,,COAD,1030,,,
00BKN1,20180308,0,Tachograaf,CONTINENTAL/VDO,,( ),-1,,03/08/2018 12:00:00 AM,
00BKN2,0,0,Tachograaf,,,STOD,1076,,,
00BKN2,20180327,0,Tachograaf,STONERIDGE,,( ),-1,,03/27/2018 12:00:00 AM,
00BKN3,0,0,Tachograaf,,,COAD,1220,,,
00BKN3,20180523,0,Tachograaf,DCTO 1381,,( ),-1,,05/23/2018 12:00:00 AM,
00BKN5,0,0,Tachograaf,,,COAD,1220,,,
00BKN5,20180321,0,Tachograaf,CONTINENTAL,,( ),-1,,03/21/2018 12:00:00 AM,
00BKN6,0,0,Tachograaf,,,COAD,1220,,,
00BKN6,20180302,0,Tachograaf,CONTINENTAL,,( ),-1,,03/02/2018 12:00:00 AM,
00BKN8,0,0,Tachograaf,,,COAD,1220,,,
00BKN8,20180309,0,Tachograaf,SIEMENS VDO,,( ),-1,,03/09/2018 12:00:00 AM,
00BKN9,0,0,Tachograaf,,,COAD,1220,,,
00BKN9,20180522,0,Tachograaf,VDO,,( ),-1,,05/22/2018 12:00:00 AM,
00BKP1,0,0,Tachograaf,,,STOD,1076,,,
00BKP1,20181121,0,Tachograaf,STONERIDGE,,( ),-1,,11/21/2018 12:00:00 AM,
00BKP2,0,0,Tachograaf,,,COAD,1220,,,
00BKP2,20180419,0,Tachograaf,CONTINENTAL,,( ),-1,,04/19/2018 12:00:00 AM,
00BKP6,0,0,Tachograaf,,,COAD,1220,,,
00BKP6,20180329,0,Tachograaf,DTCO1381,,( ),-1,,03/29/2018 12:00:00 AM,
00BKP7,0,0,Tachograaf,,,COAD,1220,,,
00BKP7,20180319,0,Tachograaf,DCTO 1381,,( ),-1,,03/19/2018 12:00:00 AM,
00BKP8,20180323,0,Tachograaf,SIEMENS VDO,,( ),-1,,03/23/2018 12:00:00 AM,
00BKP8,20200218,0,Tachograaf,,,COAD,1030,,02/18/2020 12:00:00 AM,
00BKP8,20220517,0,Tachograaf,,,COAD,1300,,05/17/2022 12:00:00 AM,
00BKR2,0,0,Tachograaf,,,COAD,1220,,,
00BKR2,20180420,0,Tachograaf,DCTO 1381,,( ),-1,,04/20/2018 12:00:00 AM,
00BKR3,0,0,Tachograaf,,,COAD,1022,,,
00BKR3,20180329,0,Tachograaf,CONTINENTAL,,( ),-1,,03/29/2018 12:00:00 AM,
00BKR6,0,0,Tachograaf,,,COAD,1021,,,
00BKR6,20180321,0,Tachograaf,SIEMENS VDO,,( ),-1,,03/21/2018 12:00:00 AM,
00BKR7,0,0,Tachograaf,,,STOD,1076,,,
00BKR7,20180326,0,Tachograaf,CONTINENTAL,,( ),-1,,03/26/2018 12:00:00 AM,
00BKR8,0,0,Tachograaf,,,COAD,1022,,,
00BKR8,20180418,0,Tachograaf,CONTINENTAL1381,,( ),-1,,04/18/2018 12:00:00 AM,
00BKR9,0,0,Tachograaf,,,COAD,1220,,,
00BKR9,20180514,0,Tachograaf,CONTINENTAL,,( ),-1,,05/14/2018 12:00:00 AM,
00BKS1,0,0,Tachograaf,,,STOD,1076,,,
00BKS1,20190528,0,Tachograaf,SE5000,,( ),-1,,05/28/2019 12:00:00 AM,
00BKS3,0,0,Tachograaf,,,COAD,1130,,,
00BKS3,20180406,0,Tachograaf,CONTINENTAL,,( ),-1,,04/06/2018 12:00:00 AM,
00BKS4,0,0,Tachograaf,,,STOD,1076,,,
00BKS4,20180503,0,Tachograaf,SE 5000,,( ),-1,,05/03/2018 12:00:00 AM,
00BKS5,0,0,Tachograaf,,,COAD,1220,,,
00BKS6,0,0,Tachograaf,,,COAD,1220,,,
00BKS6,20180418,0,Tachograaf,DCTO 1381,,( ),-1,,04/18/2018 12:00:00 AM,
00BKS7,0,0,Tachograaf,,,COAD,1030,,,
00BKS7,20180525,0,Tachograaf,CONTINENTAL,,( ),-1,,05/25/2018 12:00:00 AM,
00BKS9,0,0,Tachograaf,,,COAD,1030,,,
00BKS9,20180410,0,Tachograaf,CONTINENTAL,,( ),-1,,04/10/2018 12:00:00 AM,
00BKT1,0,0,Tachograaf,,,STOD,1076,,,
00BKT1,20180424,0,Tachograaf,STONERIDEGE,,( ),-1,,04/24/2018 12:00:00 AM,
00BKT2,0,0,Tachograaf,,,COAD,1021,,,
00BKT2,20190201,0,Tachograaf,DCTO 1381,,( ),-1,,02/01/2019 12:00:00 AM,
00BKT3,0,0,Tachograaf,,,COAD,1220,,,
00BKT3,20180515,0,Tachograaf,SIEMENS,,( ),-1,,05/15/2018 12:00:00 AM,
00BKT4,0,0,Tachograaf,,,COAD,1220,,,
00BKT4,20180529,0,Tachograaf,CONTINENTAL1381,,( ),-1,,05/29/2018 12:00:00 AM,
00BKT5,0,0,Tachograaf,,,STOD,1074,,,
00BKT5,20180425,0,Tachograaf,SE 5000,,( ),-1,,04/25/2018 12:00:00 AM,
00BKT6,0,0,Tachograaf,,,COAD,1220,,,
00BKT6,20180503,0,Tachograaf,KIENZLE 1381,,( ),-1,,05/03/2018 12:00:00 AM,
00BKT7,0,0,Tachograaf,,,COAD,1220,,,
00BKT7,20180424,0,Tachograaf,CONTINENTAL,,( ),-1,,04/24/2018 12:00:00 AM,
00BKT8,0,0,Tachograaf,,,STOD,1076,,,
00BKT8,20180426,0,Tachograaf,STONERIDGE,,( ),-1,,04/26/2018 12:00:00 AM,
00BKT9,0,0,Tachograaf,,,COAD,1220,,,
00BKT9,20180424,0,Tachograaf,CONTINEN.1381,,( ),-1,,04/24/2018 12:00:00 AM,
00BKV1,0,0,Tachograaf,,,COAD,1220,,,
00BKV1,20180508,0,Tachograaf,CONTINENTAL,,( ),-1,,05/08/2018 12:00:00 AM,
00BKV3,0,0,Tachograaf,,,COAD,1030,,,
00BKV3,20180501,0,Tachograaf,VDO,,( ),-1,,05/01/2018 12:00:00 AM,
00BKV5,0,0,Tachograaf,,,STOD,1076,,,
00BKV5,20180606,0,Tachograaf,SE 5000,,( ),-1,,06/06/2018 12:00:00 AM,
00BKV5,20200623,0,Tachograaf,,,STOD,1076,,06/23/2020 12:00:00 AM,
00BKV6,0,0,Tachograaf,,,COAD,1220,,,
00BKV6,20180516,0,Tachograaf,CONTINENTAL,,( ),-1,,05/16/2018 12:00:00 AM,
00BKV8,0,0,Tachograaf,,,SVDA,1318,,,
00BKV8,20190329,0,Tachograaf,SIEMENS VDO1324,,( ),-1,,03/29/2019 12:00:00 AM,
00BKV9,20180614,0,Tachograaf,CONTINENTAL,,( ),-1,,06/14/2018 12:00:00 AM,
00BKX1,0,0,Tachograaf,,,SIED,1120,,,
00BKX1,20180515,0,Tachograaf,CONTINENTAL,,( ),-1,,05/15/2018 12:00:00 AM,
00BKX2,0,0,Tachograaf,,,COAD,1021,,,
00BKX2,20180516,0,Tachograaf,SIEMENS VDO,,( ),-1,,05/16/2018 12:00:00 AM,
00BKX3,0,0,Tachograaf,,,COAD,1021,,,
00BKX3,20180615,0,Tachograaf,VDO 1381,,( ),-1,,06/15/2018 12:00:00 AM,
00BKX5,0,0,Tachograaf,,,COAD,1030,,,
00BKX5,20190524,0,Tachograaf,VDO,,( ),-1,,05/24/2019 12:00:00 AM,
00BKX6,0,0,Tachograaf,,,COAD,1220,,,
00BKX6,20180529,0,Tachograaf,DTCO 1381,,( ),-1,,05/29/2018 12:00:00 AM,
00BKX8,0,0,Tachograaf,,,COAD,1220,,,
00BKX8,20180531,0,Tachograaf,VDO,,( ),-1,,05/31/2018 12:00:00 AM,
00BKX9,0,0,Tachograaf,,,STOD,1076,,,
00BKX9,20180710,0,Tachograaf,SE 5000,,( ),-1,,07/10/2018 12:00:00 AM,
00BKZ2,0,0,Tachograaf,,,COAD,1220,,,
00BKZ2,20180605,0,Tachograaf,VDO,,( ),-1,,06/05/2018 12:00:00 AM,
00BKZ3,0,0,Tachograaf,,,COAD,1220,,,
00BKZ3,20180629,0,Tachograaf,CONTINENTAL,,( ),-1,,06/29/2018 12:00:00 AM,
00BKZ4,0,0,Tachograaf,,,COAD,1220,,,
00BKZ4,20180607,0,Tachograaf,DCTO 1381,,( ),-1,,06/07/2018 12:00:00 AM,
00BKZ5,0,0,Tachograaf,,,COAD,1030,,,
00BKZ5,20180606,0,Tachograaf,CONTINENTAL,,( ),-1,,06/06/2018 12:00:00 AM,
00BKZ7,0,0,Tachograaf,,,STOD,1076,,,
00BKZ7,20180628,0,Tachograaf,SE 5000,,( ),-1,,06/28/2018 12:00:00 AM,
00BKZ8,0,0,Tachograaf,,,STOD,1076,,,
00BKZ8,20180709,0,Tachograaf,STONERIDGE,,( ),-1,,07/09/2018 12:00:00 AM,
00BKZ9,0,0,Tachograaf,,,COAD,1021,,,
00BLB3,0,0,Tachograaf,,,COAD,1021,,,
00BLB3,20180615,0,Tachograaf,DCTO 1381,,( ),-1,,06/15/2018 12:00:00 AM,
00BLB4,0,0,Tachograaf,,,STOD,1074,,,
00BLB5,0,0,Tachograaf,,,STOD,1076,,,
00BLB5,20180702,0,Tachograaf,SE 5000,,( ),-1,,07/02/2018 12:00:00 AM,
00BLB6,0,0,Tachograaf,,,COAD,1220,,,
00BLB6,20190605,0,Tachograaf,CONTINENTAL AG,,( ),-1,,06/05/2019 12:00:00 AM,
00BLB7,0,0,Tachograaf,,,COAD,1022,,,
00BLB7,20180709,0,Tachograaf,DCTO 1381,,( ),-1,,07/09/2018 12:00:00 AM,
00BLB8,0,0,Tachograaf,,,COAD,1022,,,
00BLB8,20180629,0,Tachograaf,CONTINENTAL,,( ),-1,,06/29/2018 12:00:00 AM,
00BLB9,0,0,Tachograaf,,,COAD,1220,,,
00BLB9,20180704,0,Tachograaf,CONTINENTAL,,( ),-1,,07/04/2018 12:00:00 AM,
00BLD1,0,0,Tachograaf,,,STOD,1076,,,
00BLD1,20180628,0,Tachograaf,SE 5000,,( ),-1,,06/28/2018 12:00:00 AM,
00BLD3,0,0,Tachograaf,,,COAD,1030,,,
00BLD3,20180719,0,Tachograaf,CONTINENTAL,,( ),-1,,07/19/2018 12:00:00 AM,
00BLD4,0,0,Tachograaf,,,STOD,1070,,,
00BLD4,20180907,0,Tachograaf,SE 5000,,( ),-1,,09/07/2018 12:00:00 AM,
00BLD5,0,0,Tachograaf,,,COAD,1022,,,
00BLD5,20180903,0,Tachograaf,DTCO 1381,,( ),-1,,09/03/2018 12:00:00 AM,
00BLD5,20220509,0,Tachograaf,,,COAD,1220,,05/09/2022 12:00:00 AM,
00BLD6,0,0,Tachograaf,,,STOD,1076,,,
00BLD6,20180917,0,Tachograaf,SE 5000,,( ),-1,,09/17/2018 12:00:00 AM,
00BLD8,0,0,Tachograaf,,,COAD,1030,,,
00BLD8,20180808,0,Tachograaf,CONTINENTAL,,( ),-1,,08/08/2018 12:00:00 AM,
00BLF1,0,0,Tachograaf,,,COAD,1220,,,
00BLF1,20190214,0,Tachograaf,CONTINENTAL,,( ),-1,,02/14/2019 12:00:00 AM,
00BLF2,0,0,Tachograaf,,,STOD,1076,,,
00BLF2,20180814,0,Tachograaf,SE 5000,,( ),-1,,08/14/2018 12:00:00 AM,
00BLF3,0,0,Tachograaf,,,COAD,2040,,,
00BLF3,20180727,0,Tachograaf,DCTO 1381,,( ),-1,,07/27/2018 12:00:00 AM,
00BLF4,0,0,Tachograaf,,,COAD,1030,,,
00BLF4,20180720,0,Tachograaf,CONTINEN. 1381,,( ),-1,,07/20/2018 12:00:00 AM,
00BLF7,0,0,Tachograaf,,,STOD,1076,,,
00BLF7,20180730,0,Tachograaf,STONERIDGE,,( ),-1,,07/30/2018 12:00:00 AM,
00BLF9,0,0,Tachograaf,,,COAD,1220,,,
00BLF9,20180803,0,Tachograaf,CONTINENTAL1381,,( ),-1,,08/03/2018 12:00:00 AM,
00BLG3,0,0,Tachograaf,,,COAD,1022,,,
00BLG3,20180830,0,Tachograaf,CONTI 1381,,( ),-1,,08/30/2018 12:00:00 AM,
00BLG6,0,0,Tachograaf,,,COAD,1220,,,
00BLG6,20180821,0,Tachograaf,CONTINENTAL1381,,( ),-1,,08/21/2018 12:00:00 AM,
00BLG7,0,0,Tachograaf,,,COAD,1030,,,
00BLG7,20180924,0,Tachograaf,CONTINENTAL,,( ),-1,,09/24/2018 12:00:00 AM,
00BLG9,0,0,Tachograaf,,,STOD,1076,,,
00BLG9,20180828,0,Tachograaf,SE 5000,,( ),-1,,08/28/2018 12:00:00 AM,
00BLH1,0,0,Tachograaf,,,STOD,1076,,,
00BLH1,20180925,0,Tachograaf,STONERIDGE,,( ),-1,,09/25/2018 12:00:00 AM,
00BLH3,0,0,Tachograaf,,,STOD,1076,,,
00BLH3,20181024,0,Tachograaf,STONERIDGE,,( ),-1,,10/24/2018 12:00:00 AM,
00BLH4,0,0,Tachograaf,,,COAD,1030,,,
00BLH4,20181129,0,Tachograaf,CONTINENTAL1381,,( ),-1,,11/29/2018 12:00:00 AM,
00BLH6,20180913,0,Tachograaf,CONTINENTAL,,( ),-1,,09/13/2018 12:00:00 AM,
00BLH6,20190715,0,Tachograaf,,,COAD,1030,,07/15/2019 12:00:00 AM,
00BLJ2,20181115,0,Tachograaf,STONERIDGE,,( ),-1,,11/15/2018 12:00:00 AM,
00BLJ2,20200113,0,Tachograaf,,,STOD,1076,,01/13/2020 12:00:00 AM,
00BLJ3,0,0,Tachograaf,,,COAD,1030,,,
00BLJ3,20181011,0,Tachograaf,CONTINENTAL,,( ),-1,,10/11/2018 12:00:00 AM,
00BLJ4,0,0,Tachograaf,,,COAD,1030,,,
00BLJ4,20181001,0,Tachograaf,CONTINENTAL,,( ),-1,,10/01/2018 12:00:00 AM,
00BLJ5,0,0,Tachograaf,,,COAD,1030,,,
00BLJ5,20181008,0,Tachograaf,VDO,,( ),-1,,10/08/2018 12:00:00 AM,
00BLJ7,0,0,Tachograaf,,,STOD,1076,,,
00BLJ7,20181221,0,Tachograaf,SE 5000,,( ),-1,,12/21/2018 12:00:00 AM,
00BLJ9,0,0,Tachograaf,,,STOD,1076,,,
00BLJ9,20181116,0,Tachograaf,SE5000,,( ),-1,,11/16/2018 12:00:00 AM,
00BLK1,0,0,Tachograaf,,,COAD,2040,,,
00BLK1,20181009,0,Tachograaf,CONTINENTAL,,( ),-1,,10/09/2018 12:00:00 AM,
00BLK2,0,0,Tachograaf,,,STOD,1076,,,
00BLK2,20181016,0,Tachograaf,SE5000,,( ),-1,,10/16/2018 12:00:00 AM,
00BLK3,0,0,Tachograaf,,,STOD,1076,,,
00BLK3,20181106,0,Tachograaf,SE5000,,( ),-1,,11/06/2018 12:00:00 AM,
00BLK4,0,0,Tachograaf,,,STOD,1076,,,
00BLK4,20181031,0,Tachograaf,SE5000,,( ),-1,,10/31/2018 12:00:00 AM,
00BLK5,0,0,Tachograaf,,,COAD,1030,,,
00BLK5,20181026,0,Tachograaf,DCTO 1381,,( ),-1,,10/26/2018 12:00:00 AM,
00BLK6,0,0,Tachograaf,,,COAD,1220,,,
00BLK6,20181018,0,Tachograaf,CONTINENTAL,,( ),-1,,10/18/2018 12:00:00 AM,
00BLK8,0,0,Tachograaf,,,COAD,1220,,,
00BLK8,20181018,0,Tachograaf,SIEMENS VDO,,( ),-1,,10/18/2018 12:00:00 AM,
00BLL2,0,0,Tachograaf,,,STOD,1076,,,
00BLL2,20190221,0,Tachograaf,SE 5000,,( ),-1,,02/21/2019 12:00:00 AM,
00BLL3,0,0,Tachograaf,,,COAD,1220,,,
00BLL3,20181113,0,Tachograaf,CONTINEN. 1381,,( ),-1,,11/13/2018 12:00:00 AM,
00BLL4,0,0,Tachograaf,,,STOD,1076,,,
00BLL4,20181122,0,Tachograaf,STONERIDGE,,( ),-1,,11/22/2018 12:00:00 AM,
00BLL5,0,0,Tachograaf,,,COAD,1030,,,
00BLL5,20181105,0,Tachograaf,CONTINENTAL,,( ),-1,,11/05/2018 12:00:00 AM,
00BLL6,0,0,Tachograaf,,,COAD,1220,,,
00BLL6,20181102,0,Tachograaf,CONTINENTAL1381,,( ),-1,,11/02/2018 12:00:00 AM,
00BLL8,0,0,Tachograaf,,,STOD,1076,,,
00BLL8,20190107,0,Tachograaf,STONERIDGE,,( ),-1,,01/07/2019 12:00:00 AM,
00BLL9,0,0,Tachograaf,,,COAD,1030,,,
00BLL9,20181115,0,Tachograaf,CONTINENTAL,,( ),-1,,11/15/2018 12:00:00 AM,
00BLN2,0,0,Tachograaf,,,STOD,1075,,,
00BLN2,20181219,0,Tachograaf,SE5000,,( ),-1,,12/19/2018 12:00:00 AM,
00BLN3,0,0,Tachograaf,,,STOD,1076,,,
00BLN3,20181113,0,Tachograaf,STONERIDGE,,( ),-1,,11/13/2018 12:00:00 AM,
00BLN4,0,0,Tachograaf,,,COAD,1030,,,
00BLN4,20181116,0,Tachograaf,CONTINENTAL,,( ),-1,,11/16/2018 12:00:00 AM,
00BLN5,0,0,Tachograaf,,,STOD,1076,,,
00BLN5,20181122,0,Tachograaf,STONERIDGE,,( ),-1,,11/22/2018 12:00:00 AM,
00BLN7,0,0,Tachograaf,,,STOD,1076,,,
00BLN7,20181121,0,Tachograaf,STONERIDGE,,( ),-1,,11/21/2018 12:00:00 AM,
00BLN8,0,0,Tachograaf,,,COAD,1030,,,
00BLN8,20181123,0,Tachograaf,DCTO 1381,,( ),-1,,11/23/2018 12:00:00 AM,
00BLP1,0,0,Tachograaf,,,STOD,1076,,,
00BLP1,20181128,0,Tachograaf,STONERIDGE,,( ),-1,,11/28/2018 12:00:00 AM,
