FID,cte,datum,dtm,eignam,layer,omschr,thema,themb,q__data_fullname,q__data_type,fme_feature_type_name,attribute___name,attribute___fme_data_type,attribute___native_data_type,fme_format_short_name,fme_format_long_name,q__matched_records,path_rootname,text_line_data,layer_name,se_anno_cad_data
dtb2000_2000_2007_vlak.1,N03,2003-03-14T00:00:00,J, ,1,agrarische grond,alg.ag, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.2,N03,2003-03-14T00:00:00,J, ,1,agrarische grond,alg.ag, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.3,N03,2003-03-14T00:00:00,J, ,1,agrarische grond,alg.ag, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.4,N03,2003-03-14T00:00:00,J, ,1,agrarische grond,alg.ag, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.5,N03,2003-03-14T00:00:00,J, ,1,agrarische grond,alg.ag, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.6,N03,2003-03-14T00:00:00,J, ,1,agrarische grond,alg.ag, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.7,N03,2003-03-14T00:00:00,J, ,1,agrarische grond,alg.ag, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.8,N03,2003-03-14T00:00:00,J, ,1,agrarische grond,alg.ag, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.9,N03,2003-03-14T00:00:00,J, ,1,agrarische grond,alg.ag, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.10,N03,2003-03-14T00:00:00,J, ,1,agrarische grond,alg.ag, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.11,N03,2003-03-14T00:00:00,J, ,1,agrarische grond,alg.ag, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.12,N03,2003-03-14T00:00:00,J, ,1,agrarische grond,alg.ag, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.13,N03,2003-03-14T00:00:00,J, ,1,agrarische grond,alg.ag, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.14,N03,2003-03-14T00:00:00,J, ,1,agrarische grond,alg.ag, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.15,N03,2003-03-14T00:00:00,J, ,1,agrarische grond,alg.ag, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.16,N03,2003-03-14T00:00:00,J, ,1,agrarische grond,alg.ag, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.17,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.18,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.19,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.20,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.21,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.22,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.23,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.24,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.25,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.26,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.27,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.28,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.29,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.30,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.31,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.32,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.33,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.34,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.35,N030101,1999-12-23T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.36,N030101,1999-12-23T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.37,N030101,1999-12-23T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.38,N030101,1999-12-23T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.39,N030101,1999-12-23T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.40,N030101,1999-12-23T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.41,N030101,1999-12-23T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.42,N030101,1999-12-23T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.43,N030101,1999-04-29T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.44,N030101,1999-04-29T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.45,N030101,1999-04-29T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.46,N030101,1999-04-29T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.47,N030101,1999-04-29T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.48,N030101,1999-04-29T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.49,N030101,1999-04-28T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.50,N030101,1999-04-28T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.51,N030101,1999-04-28T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.52,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.53,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.54,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.55,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.56,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.57,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.58,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.59,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.60,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.61,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.62,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.63,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.64,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.65,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.66,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.67,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.68,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.86,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.69,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.70,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.71,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.72,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.73,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.74,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.75,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.76,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.77,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.78,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.79,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.80,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.81,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.82,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.83,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.84,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.85,N030101,2000-05-05T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.87,N030101,2000-04-10T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.88,N030101,2000-04-10T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.89,N030101,2000-04-10T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.90,N030101,2000-04-10T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.91,N030101,2000-04-10T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.92,N030101,2000-04-10T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.93,N030101,2000-04-10T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.94,N030101,2000-04-10T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.95,N030101,2000-04-10T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.96,N030101,2000-04-10T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.97,N030101,2000-04-10T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.98,N030101,2000-04-10T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.99,N030101,2000-04-10T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
dtb2000_2000_2007_vlak.100,N030101,2000-04-10T00:00:00,J, ,1,bouwland/akkerland,bld, ,,,,,,,,,,,,,
