OBJECTID,POSITIONELE_NAUWKEURIGHEID_MM,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,LENGTE,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,Shape__Length
42,283,0,2016/04/16 00:00:00+00,4.664,Utrecht,G0344,bestaand,4.66378129847445
43,283,0,2016/04/16 00:00:00+00,2.161,Utrecht,G0344,bestaand,2.16128341501063
44,283,0,2016/04/16 00:00:00+00,5.971,Utrecht,G0344,bestaand,5.97089808990239
45,283,0,2016/04/16 00:00:00+00,1.044,Utrecht,G0344,bestaand,1.0435037134577
46,283,0,2016/04/16 00:00:00+00,3.717,Utrecht,G0344,bestaand,3.71738147087436
47,283,0,2016/04/16 00:00:00+00,3.43,Utrecht,G0344,bestaand,3.42990335140802
48,283,0,2016/04/16 00:00:00+00,1.792,Utrecht,G0344,bestaand,1.79155379489425
49,283,0,2016/04/16 00:00:00+00,17.387,Utrecht,G0344,bestaand,17.386520410939
50,283,0,2016/01/06 12:27:02+00,1.289,Valkenburg aan de Geul,G0994,bestaand,1.28860001552072
51,283,0,2016/01/06 12:27:02+00,19.99,Valkenburg aan de Geul,G0994,bestaand,19.9900922709226
52,283,0,2016/01/06 12:27:30+00,3.621,Valkenburg aan de Geul,G0994,bestaand,3.6210067660804
53,283,0,2016/01/06 12:26:57+00,1.627,Valkenburg aan de Geul,G0994,bestaand,1.62739823030505
54,283,0,2016/01/06 12:27:03+00,2.353,Valkenburg aan de Geul,G0994,bestaand,2.35281214719748
55,283,0,2016/01/06 12:27:05+00,11.383,Valkenburg aan de Geul,G0994,bestaand,11.3833705465473
56,283,0,2016/01/06 12:27:02+00,1.593,Valkenburg aan de Geul,G0994,bestaand,1.59344563760425
57,283,0,2016/01/06 12:27:31+00,11.405,Valkenburg aan de Geul,G0994,bestaand,11.4054885910249
58,283,0,2016/01/06 12:27:12+00,5.978,Valkenburg aan de Geul,G0994,bestaand,5.97777993907437
59,283,0,2016/01/06 12:27:23+00,11.959,Valkenburg aan de Geul,G0994,bestaand,11.9594880325205
60,283,0,2016/01/06 12:27:03+00,5.41,Valkenburg aan de Geul,G0994,bestaand,5.40980267662324
61,283,0,2021/10/21 11:53:01+00,2.945,Valkenburg aan de Geul,G0994,bestaand,2.94480563839375
62,283,0,2016/01/06 12:27:25+00,152.611,Valkenburg aan de Geul,G0994,bestaand,152.611210551331
63,283,0,2016/01/06 12:27:25+00,144.973,Valkenburg aan de Geul,G0994,bestaand,144.972706686388
64,283,0,2016/01/06 12:27:00+00,1.717,Valkenburg aan de Geul,G0994,bestaand,1.71697990669664
65,283,0,2016/01/06 12:26:44+00,121.874,Valkenburg aan de Geul,G0994,bestaand,121.873686725707
66,283,0,2016/01/06 12:27:22+00,4.682,Valkenburg aan de Geul,G0994,bestaand,4.68226120587051
67,283,0,2016/01/06 12:26:57+00,0.377,Valkenburg aan de Geul,G0994,bestaand,0.376690854680599
68,283,0,2016/01/06 12:26:45+00,137.409,Valkenburg aan de Geul,G0994,bestaand,137.409387806283
69,283,0,2016/01/06 12:27:19+00,98.922,Valkenburg aan de Geul,G0994,bestaand,98.9217090361469
70,283,0,2016/01/06 12:27:11+00,31.97,Valkenburg aan de Geul,G0994,bestaand,31.9696222217279
71,283,0,2016/01/06 12:26:58+00,2.171,Valkenburg aan de Geul,G0994,bestaand,2.17110663026946
72,283,0,2016/06/21 14:06:56+00,16.311,Gulpen-Wittem,G1729,bestaand,16.3113087764287
73,283,0,2016/06/21 14:06:01+00,34.954,Gulpen-Wittem,G1729,bestaand,34.9537147159963
74,283,0,2015/06/22 13:18:36+00,5.674,Wijchen,G0296,bestaand,5.67394642202409
75,283,0,2016/06/21 14:06:43+00,83.509,Gulpen-Wittem,G1729,bestaand,83.5090768751753
76,283,0,2016/06/21 14:06:49+00,2.597,Gulpen-Wittem,G1729,bestaand,2.59701422902584
77,283,0,2016/06/21 14:06:08+00,1.115,Gulpen-Wittem,G1729,bestaand,1.11484707471473
78,283,0,2016/06/21 14:06:07+00,25.371,Gulpen-Wittem,G1729,bestaand,25.3710069370532
79,283,0,2016/06/21 14:06:42+00,2.104,Gulpen-Wittem,G1729,bestaand,2.10355175833636
80,283,0,2016/06/21 14:06:53+00,0.687,Gulpen-Wittem,G1729,bestaand,0.687497636359573
81,283,0,2016/06/21 14:06:42+00,41.602,Gulpen-Wittem,G1729,bestaand,41.6021633004554
82,283,0,2016/06/21 14:06:14+00,29.785,Gulpen-Wittem,G1729,bestaand,29.7852279593301
83,283,0,2016/06/21 14:06:46+00,20.592,Gulpen-Wittem,G1729,bestaand,20.5918483143209
84,283,0,2016/06/21 14:06:49+00,26.252,Gulpen-Wittem,G1729,bestaand,26.2515451785538
85,283,0,2016/06/21 14:06:47+00,18.445,Gulpen-Wittem,G1729,bestaand,18.445398715258
86,283,0,2016/06/21 14:06:08+00,2.295,Gulpen-Wittem,G1729,bestaand,2.29473353572915
87,283,0,2016/06/21 14:06:08+00,33.186,Gulpen-Wittem,G1729,bestaand,33.1859587978374
88,283,0,2016/06/21 14:06:07+00,34.933,Gulpen-Wittem,G1729,bestaand,34.9329375932866
89,283,0,2016/06/21 14:06:50+00,70.109,Gulpen-Wittem,G1729,bestaand,70.1090694891486
90,283,0,2016/06/21 14:06:35+00,19.26,Gulpen-Wittem,G1729,bestaand,19.2601824317057
91,283,0,2016/06/21 14:06:06+00,3.638,Gulpen-Wittem,G1729,bestaand,3.63808368176375
92,283,0,2016/06/21 14:06:09+00,14.153,Gulpen-Wittem,G1729,bestaand,14.1525969912224
93,283,0,2016/06/21 14:06:06+00,0.306,Gulpen-Wittem,G1729,bestaand,0.3055519595748
94,283,0,2016/06/21 14:06:40+00,19.042,Gulpen-Wittem,G1729,bestaand,19.0421564430082
95,283,0,2015/06/22 13:18:24+00,8.234,Wijchen,G0296,bestaand,8.2338429666833
96,283,0,2016/07/15 11:27:27+00,20.893,Schiedam,G0606,bestaand,20.8928682808273
97,283,0,2021/10/06 11:16:25+00,101.066,Schiedam,G0606,bestaand,101.066386989038
98,283,0,2021/01/12 14:26:32+00,22.894,Eemsdelta,G1979,bestaand,22.893736745783
99,283,0,2021/10/06 11:16:25+00,41.429,Schiedam,G0606,bestaand,41.4293653445098
100,283,0,2015/06/22 13:18:36+00,21.024,Wijchen,G0296,bestaand,21.023780487819
101,283,0,2015/06/22 13:18:35+00,15.236,Wijchen,G0296,bestaand,15.2355164948412
102,283,0,2015/06/22 13:18:36+00,7.309,Wijchen,G0296,bestaand,7.30900738814786
103,283,0,2022/04/07 09:53:10+00,72.518,Bergen op Zoom,G0748,bestaand,72.5175921070191
104,283,0,2016/06/13 15:23:08+00,3.379,Vught,G0865,bestaand,3.37870537336418
105,283,0,2016/06/13 15:23:08+00,4.255,Vught,G0865,bestaand,4.25481045406255
106,283,0,2016/06/13 15:23:08+00,2.463,Vught,G0865,bestaand,2.4626727350584
107,283,0,2016/06/13 15:23:08+00,7.373,Vught,G0865,bestaand,7.37327749376083
108,283,0,2016/06/13 15:23:08+00,0.05,Vught,G0865,bestaand,0.0497292670366254
109,283,0,2016/06/13 15:23:08+00,13.78,Vught,G0865,bestaand,13.779996749241
110,283,0,2016/06/13 15:23:08+00,19.205,Vught,G0865,bestaand,19.2047144491939
111,283,0,2022/04/06 22:00:38+00,14.286,Bergen op Zoom,G0748,bestaand,14.2861571109938
112,283,0,2016/06/13 15:23:08+00,6.1,Vught,G0865,bestaand,6.10021811085473
113,283,0,2016/06/13 15:23:08+00,5.266,Vught,G0865,bestaand,5.26561914688102
114,283,0,2022/04/06 22:02:03+00,52.111,Bergen op Zoom,G0748,bestaand,52.1108635507031
115,283,0,2016/06/13 15:23:08+00,4.399,Vught,G0865,bestaand,4.39880210966577
116,283,0,2022/04/06 22:06:12+00,88.136,Bergen op Zoom,G0748,bestaand,88.1359361399293
117,283,0,2016/06/13 15:23:08+00,32.538,Vught,G0865,bestaand,32.5384729973611
118,283,0,2016/06/13 15:23:08+00,7.92,Vught,G0865,bestaand,7.92021464355607
119,283,0,2016/06/13 15:23:08+00,3.15,Vught,G0865,bestaand,3.15017856636731
120,283,0,2016/06/13 15:23:08+00,12.182,Vught,G0865,bestaand,12.1822298861908
121,283,0,2022/04/06 22:03:59+00,19.503,Bergen op Zoom,G0748,bestaand,19.503037430103
122,283,0,2016/06/13 15:23:08+00,32.635,Vught,G0865,bestaand,32.635396388073
123,283,0,2016/06/13 15:23:08+00,4.724,Vught,G0865,bestaand,4.72443912014961
124,283,0,2016/06/13 15:23:08+00,0.015,Vught,G0865,bestaand,0.0152970585407784
125,283,0,2016/06/13 15:23:08+00,2.398,Vught,G0865,bestaand,2.39803690547081
126,283,0,2016/06/13 15:23:08+00,3.573,Vught,G0865,bestaand,3.5727895264065
127,283,0,2016/06/13 15:23:08+00,3.702,Vught,G0865,bestaand,3.70140942709115
128,283,0,2016/04/16 00:00:00+00,0.884,Utrecht,G0344,bestaand,0.884039217701885
129,283,0,2016/04/16 00:00:00+00,3.303,Utrecht,G0344,bestaand,3.30250212381402
130,283,0,2016/04/16 00:00:00+00,0.483,Utrecht,G0344,bestaand,0.483497673210534
131,283,0,2016/04/16 00:00:00+00,11.608,Utrecht,G0344,bestaand,11.6084249146902
132,283,0,2016/04/16 00:00:00+00,1.104,Utrecht,G0344,bestaand,1.10407699006908
133,283,0,2016/04/16 00:00:00+00,0.718,Utrecht,G0344,bestaand,0.71802311600816
134,283,0,2016/04/16 00:00:00+00,0.28,Utrecht,G0344,bestaand,0.280487170304793
135,283,0,2016/04/16 00:00:00+00,0.143,Utrecht,G0344,bestaand,0.143223601407031
136,283,0,2016/04/16 00:00:00+00,0.034,Utrecht,G0344,bestaand,0.0338378486313773
137,283,0,2016/04/16 00:00:00+00,4.573,Utrecht,G0344,bestaand,4.57296982277382
138,283,0,2016/04/16 00:00:00+00,4.782,Utrecht,G0344,bestaand,4.78231308049965
139,283,0,2016/04/16 00:00:00+00,0.981,Utrecht,G0344,bestaand,0.981448419429162
140,283,0,2016/04/16 00:00:00+00,4.821,Utrecht,G0344,bestaand,4.82057610664949
141,283,0,2016/04/16 00:00:00+00,5.386,Utrecht,G0344,bestaand,5.38612810839104
142,283,0,2016/04/16 00:00:00+00,0.606,Utrecht,G0344,bestaand,0.605534531437908
143,283,0,2016/04/16 00:00:00+00,4.202,Utrecht,G0344,bestaand,4.20171583998728
144,283,0,2016/04/16 00:00:00+00,14.711,Utrecht,G0344,bestaand,14.7112513743733
145,283,0,2016/04/16 00:00:00+00,1.373,Utrecht,G0344,bestaand,1.37293881873884
146,283,0,2016/04/16 00:00:00+00,1.804,Utrecht,G0344,bestaand,1.80394595262718
147,283,0,2016/04/16 00:00:00+00,11.197,Utrecht,G0344,bestaand,11.196965486265
148,283,0,2019/02/26 16:16:05+00,6.358,Helmond,G0794,bestaand,6.35751602436046
149,283,0,2019/02/26 16:16:05+00,5.332,Helmond,G0794,bestaand,5.33155474510016
150,283,0,2019/03/06 07:10:33+00,3.885,Utrecht,G0344,bestaand,3.88518854111355
151,283,0,2019/03/06 07:10:33+00,3.731,Utrecht,G0344,bestaand,3.7312271439836
152,283,0,2016/01/06 12:22:04+00,11.334,Valkenburg aan de Geul,G0994,bestaand,11.3337140426252
153,283,0,2016/01/06 12:22:09+00,6.784,Valkenburg aan de Geul,G0994,bestaand,6.78352489492004
154,283,0,2016/01/06 12:21:58+00,3.576,Valkenburg aan de Geul,G0994,bestaand,3.57640671624467
155,283,0,2016/01/06 12:22:07+00,1.675,Valkenburg aan de Geul,G0994,bestaand,1.67483879821313
156,283,0,2016/01/06 12:22:04+00,43.836,Valkenburg aan de Geul,G0994,bestaand,43.8357043629962
157,283,0,2016/01/06 12:22:02+00,5.976,Valkenburg aan de Geul,G0994,bestaand,5.97628463177583
158,283,0,2016/01/06 12:22:07+00,25.036,Valkenburg aan de Geul,G0994,bestaand,25.036154357249
159,283,0,2016/01/06 12:21:58+00,12.693,Valkenburg aan de Geul,G0994,bestaand,12.6932521049572
160,283,0,2016/01/06 12:22:06+00,53.443,Valkenburg aan de Geul,G0994,bestaand,53.4425505675126
161,283,0,2016/01/06 12:22:01+00,19.408,Valkenburg aan de Geul,G0994,bestaand,19.4078352476519
162,283,0,2016/01/06 12:22:01+00,36.036,Valkenburg aan de Geul,G0994,bestaand,36.0356331390797
163,283,0,2016/01/06 12:21:57+00,8.384,Valkenburg aan de Geul,G0994,bestaand,8.38432400375844
164,283,0,2016/01/06 12:21:58+00,1.875,Valkenburg aan de Geul,G0994,bestaand,1.87496586635597
165,283,0,2016/01/06 12:22:06+00,24.899,Valkenburg aan de Geul,G0994,bestaand,24.8993182277229
166,283,0,2016/01/06 12:21:58+00,8.897,Valkenburg aan de Geul,G0994,bestaand,8.89727330750096
167,283,0,2016/01/06 12:21:57+00,3.71,Valkenburg aan de Geul,G0994,bestaand,3.70962558757619
168,283,0,2016/01/06 12:22:06+00,32.753,Valkenburg aan de Geul,G0994,bestaand,32.7534658394141
169,283,0,2016/01/06 12:27:02+00,6.48,Valkenburg aan de Geul,G0994,bestaand,6.48004637329086
170,283,0,2016/01/06 12:22:02+00,3.533,Valkenburg aan de Geul,G0994,bestaand,3.53308717696012
171,283,0,2016/01/06 12:21:58+00,17.686,Valkenburg aan de Geul,G0994,bestaand,17.68637342702
172,283,0,2016/01/06 12:21:58+00,24.482,Valkenburg aan de Geul,G0994,bestaand,24.4818989663792
173,283,0,2016/01/06 12:21:59+00,4.504,Valkenburg aan de Geul,G0994,bestaand,4.50429217524796
174,283,0,2016/01/06 12:22:02+00,16.497,Valkenburg aan de Geul,G0994,bestaand,16.4966729069834
175,283,0,2016/06/13 15:20:56+00,17.679,Vught,G0865,bestaand,17.6794916005329
176,283,0,2016/06/13 15:20:56+00,7.991,Vught,G0865,bestaand,7.99124045439755
177,283,0,2016/06/13 15:20:56+00,4.318,Vught,G0865,bestaand,4.31768468047402
178,283,0,2016/06/13 15:20:56+00,15.914,Vught,G0865,bestaand,15.9135329829677
179,283,0,2016/06/13 15:20:56+00,70.497,Vught,G0865,bestaand,70.4966282142176
180,283,0,2016/06/13 15:20:56+00,15.292,Vught,G0865,bestaand,15.2918666617258
181,283,0,2016/06/13 15:20:56+00,7.64,Vught,G0865,bestaand,7.64024109567231
182,283,0,2016/06/13 15:20:56+00,4.209,Vught,G0865,bestaand,4.2091943409636
183,283,0,2016/06/13 15:20:56+00,12.245,Vught,G0865,bestaand,12.2452776037634
184,283,0,2016/06/13 15:20:56+00,39.981,Vught,G0865,bestaand,39.981412960003
185,283,0,2016/06/13 15:20:56+00,0.892,Vught,G0865,bestaand,0.89180322941779
186,283,0,2016/06/13 15:20:56+00,41.033,Vught,G0865,bestaand,41.0329932082478
187,283,0,2016/06/20 20:00:41+00,4.995,Vught,G0865,bestaand,4.99482071750328
188,283,0,2016/06/20 20:00:41+00,17.466,Vught,G0865,bestaand,17.466289720538
189,283,0,2016/06/20 20:00:41+00,6.284,Vught,G0865,bestaand,6.28387682883743
190,283,0,2016/06/20 20:00:41+00,11.833,Vught,G0865,bestaand,11.8329899011197
191,283,0,2016/06/20 20:00:41+00,0.903,Vught,G0865,bestaand,0.902531993892737
192,283,0,2016/06/20 20:00:41+00,34.21,Vught,G0865,bestaand,34.2099831858019
193,283,0,2016/06/20 20:00:41+00,5.428,Vught,G0865,bestaand,5.42845822221003
194,283,0,2016/06/20 20:00:41+00,11.566,Vught,G0865,bestaand,11.5660392961463
195,283,0,2016/06/20 20:00:41+00,4.009,Vught,G0865,bestaand,4.00915858936148
196,283,0,2016/06/20 20:00:41+00,7.525,Vught,G0865,bestaand,7.52520475781119
197,283,0,2021/04/08 16:48:29+00,39.06,Dalfsen,G0148,bestaand,39.0600126186171
198,283,0,2021/05/11 05:33:22+00,9.932,Vught,G0865,bestaand,9.93188869248946
199,283,0,2016/06/13 15:20:56+00,7.165,Vught,G0865,bestaand,7.16536509886272
200,283,0,2016/06/13 15:20:56+00,5.126,Vught,G0865,bestaand,5.12583671218661
201,283,0,2016/06/13 15:20:56+00,31.873,Vught,G0865,bestaand,31.8732779142654
202,283,0,2016/06/13 15:20:56+00,15.932,Vught,G0865,bestaand,15.9322982371425
203,283,0,2016/06/13 15:20:56+00,42.117,Vught,G0865,bestaand,42.1172478920454
204,283,0,2016/06/13 15:20:56+00,39.745,Vught,G0865,bestaand,39.7451770231062
205,283,0,2016/06/13 15:20:56+00,39.299,Vught,G0865,bestaand,39.2990579934166
206,283,0,2016/06/13 15:20:56+00,26.483,Vught,G0865,bestaand,26.4831465315916
207,283,0,2016/06/13 15:20:56+00,2.233,Vught,G0865,bestaand,2.23261035561515
208,283,0,2016/06/13 15:20:56+00,7.025,Vught,G0865,bestaand,7.02511067528477
209,283,0,2016/06/13 15:20:56+00,0.181,Vught,G0865,bestaand,0.181041431722134
210,283,0,2016/06/13 15:20:56+00,1.428,Vught,G0865,bestaand,1.428488711891
211,283,0,2016/06/13 15:20:56+00,0.182,Vught,G0865,bestaand,0.181570922782256
212,283,0,2016/06/13 15:20:56+00,3.596,Vught,G0865,bestaand,3.59623024846853
213,283,0,2016/06/13 15:20:56+00,2.992,Vught,G0865,bestaand,2.99179711878998
214,283,0,2016/06/13 15:20:56+00,2.277,Vught,G0865,bestaand,2.27693851476055
215,283,0,2016/06/13 15:20:56+00,16.542,Vught,G0865,bestaand,16.5416874894915
216,283,0,2016/06/13 15:20:56+00,5.919,Vught,G0865,bestaand,5.91851476301276
217,283,0,2016/06/20 20:00:41+00,10.797,Vught,G0865,bestaand,10.796981059537
218,283,0,2016/06/20 20:00:41+00,11.781,Vught,G0865,bestaand,11.7806911936439
219,283,0,2016/06/20 20:00:41+00,3.671,Vught,G0865,bestaand,3.67118427758673
220,283,0,2016/06/20 20:00:41+00,7.067,Vught,G0865,bestaand,7.06670007853737
221,283,0,2016/06/20 20:00:41+00,5.573,Vught,G0865,bestaand,5.57300681858546
222,283,0,2016/06/20 20:00:41+00,8.519,Vught,G0865,bestaand,8.51893569644856
223,283,0,2016/06/13 15:21:47+00,4.985,Vught,G0865,bestaand,4.98491524501671
224,283,0,2016/06/13 15:21:47+00,20.319,Vught,G0865,bestaand,20.319021935103
225,283,0,2016/06/13 15:21:47+00,3.324,Vught,G0865,bestaand,3.32415553186069
226,283,0,2016/06/13 15:21:47+00,10.375,Vught,G0865,bestaand,10.3745278286163
227,283,0,2016/06/13 15:21:47+00,32.724,Vught,G0865,bestaand,32.7242257968008
228,283,0,2016/06/13 15:21:47+00,16.096,Vught,G0865,bestaand,16.0959788407964
229,283,0,2016/06/13 15:21:47+00,4.04,Vught,G0865,bestaand,4.04041210769397
230,283,0,2016/06/13 15:21:47+00,11.7,Vught,G0865,bestaand,11.6996888847524
231,283,0,2016/06/13 15:21:47+00,19.216,Vught,G0865,bestaand,19.2155726950825
232,283,0,2016/06/13 15:21:47+00,1.574,Vught,G0865,bestaand,1.57369437947779
233,283,0,2016/06/13 15:21:47+00,70.289,Vught,G0865,bestaand,70.2885125133257
234,283,0,2016/06/13 15:21:47+00,2.17,Vught,G0865,bestaand,2.17026196575436
235,283,0,2016/06/13 15:21:47+00,90.576,Vught,G0865,bestaand,90.5758484504588
236,283,0,2016/06/13 15:21:47+00,15.321,Vught,G0865,bestaand,15.3206091262717
237,283,0,2016/06/13 15:21:47+00,5.487,Vught,G0865,bestaand,5.48652759037991
238,283,0,2016/06/13 15:21:47+00,2.105,Vught,G0865,bestaand,2.10498171013432
239,283,0,2016/06/13 15:21:47+00,15.701,Vught,G0865,bestaand,15.7008693071435
240,283,0,2016/06/13 15:21:47+00,9.437,Vught,G0865,bestaand,9.43665306133483
241,283,0,2016/06/13 15:21:47+00,1.084,Vught,G0865,bestaand,1.08369045395814
242,283,0,2016/06/13 15:21:47+00,7.996,Vught,G0865,bestaand,7.99634822903555
243,283,0,2016/06/13 15:21:47+00,9.041,Vught,G0865,bestaand,9.04055086817169
244,283,0,2016/06/13 15:21:47+00,2.818,Vught,G0865,bestaand,2.81821734435086
245,283,0,2016/06/13 15:21:47+00,4.641,Vught,G0865,bestaand,4.64126760702289
246,283,0,2016/06/13 15:21:47+00,3.583,Vught,G0865,bestaand,3.58339221696511
247,283,0,2016/06/13 15:21:47+00,0.999,Vught,G0865,bestaand,0.9989724720932
248,283,0,2022/05/25 10:28:47+00,7,Leiden,G0546,bestaand,7.00003607133563
249,283,0,2020/05/26 11:07:36+00,1.563,Sittard-Geleen,G1883,bestaand,1.56276069825165
250,283,0,2020/05/26 11:07:36+00,1.547,Sittard-Geleen,G1883,bestaand,1.54654841501972
251,283,0,2020/06/04 06:36:02+00,0.118,Leiden,G0546,bestaand,0.117686022959398
252,283,0,2021/03/18 21:38:48+00,13.998,'s-Gravenhage,G0518,bestaand,13.9977365313111
253,283,0,2022/04/07 09:55:56+00,6.821,Bergen op Zoom,G0748,bestaand,6.8214834896817
254,283,0,2022/04/07 09:48:20+00,3.957,Bergen op Zoom,G0748,bestaand,3.95661079713433
255,283,0,2021/03/18 21:38:48+00,14.081,'s-Gravenhage,G0518,bestaand,14.0805705140097
256,283,0,2016/10/31 10:45:07+00,17.698,Amersfoort,G0307,bestaand,17.6983100323166
257,283,0,2016/10/31 10:45:07+00,34.031,Amersfoort,G0307,bestaand,34.0306182135773
258,283,0,2022/04/07 09:46:42+00,9.538,Bergen op Zoom,G0748,bestaand,9.53751099606181
259,283,0,2021/03/18 21:38:48+00,13.943,'s-Gravenhage,G0518,bestaand,13.9426299169131
260,283,0,2022/04/06 22:02:47+00,15.427,Bergen op Zoom,G0748,bestaand,15.4274897165939
261,283,0,2022/04/06 22:02:00+00,33.073,Bergen op Zoom,G0748,bestaand,33.072535630036
262,283,0,2016/10/31 10:45:07+00,45.507,Amersfoort,G0307,bestaand,45.5068428261069
263,283,0,2020/06/19 07:12:46+00,5.59,Etten-Leur,G0777,bestaand,5.59049210714048
264,283,0,2016/10/03 14:45:40+00,1.029,Etten-Leur,G0777,bestaand,1.02896064064667
265,283,0,2015/03/19 12:26:07+00,9.6,Rheden,G0275,bestaand,9.59962106438662
266,283,0,2015/03/19 13:17:47+00,14.332,Rheden,G0275,bestaand,14.3323386088942
267,283,0,2015/03/19 13:28:04+00,12.588,Rheden,G0275,bestaand,12.5877063805903
268,283,0,2015/03/19 13:24:46+00,5.415,Rheden,G0275,bestaand,5.41539379916179
269,283,0,2016/05/10 11:50:09+00,13.741,Rheden,G0275,bestaand,13.7412919321327
270,283,0,2015/03/19 13:28:13+00,1.389,Rheden,G0275,bestaand,1.3893401311414
271,283,0,2015/03/19 12:29:43+00,4.877,Rheden,G0275,bestaand,4.87732155610723
272,283,0,2015/03/19 13:27:17+00,16.829,Rheden,G0275,bestaand,16.8288823455392
273,283,0,2015/03/19 13:27:16+00,6.924,Rheden,G0275,bestaand,6.92378581413377
274,283,0,2015/03/19 13:28:29+00,21.972,Rheden,G0275,bestaand,21.9722189366482
275,283,0,2015/03/19 12:25:18+00,11.168,Rheden,G0275,bestaand,11.1681612128468
276,283,0,2015/03/19 13:27:09+00,2.268,Rheden,G0275,bestaand,2.2681571815022
277,283,0,2015/03/19 12:26:08+00,8.185,Rheden,G0275,bestaand,8.184949448698
278,283,0,2015/03/19 12:31:37+00,3.687,Rheden,G0275,bestaand,3.68718750908146
279,283,0,2015/03/19 13:28:33+00,9.587,Rheden,G0275,bestaand,9.58658338512736
280,283,0,2015/03/19 13:17:47+00,23.982,Rheden,G0275,bestaand,23.9824145990349
281,283,0,2015/03/19 13:28:42+00,1.741,Rheden,G0275,bestaand,1.7408736312553
