FID,type,aanlegjaar,categorie,geometrie
O10002_Beplantingskaart_OD.1015,Heesters/botanische rozen,1989,cultuurlijk,"MULTIPOLYGON (((177965.059 502622.79, 177965.578 502622.883, 177966.198 502622.975, 177966.721 502623.036, 177967.381 502623.091, 177968.201 502623.125, 177969.054 502623.122, 177969.632 502623.096, 177970.055 502623.066, 177970.818 502622.987, 177971.673 502622.858, 177954.419 502626.79, 177954.924 502627.015, 177955.554 502627.255, 177956.091 502627.423, 177956.611 502627.558, 177957.185 502627.674, 177957.668 502627.746, 177958.368 502627.812, 177958.691 502627.827, 177959.117 502627.831, 177959.518 502627.819, 177961.581 502627.599, 177960.644 502627.776, 177960.035 502627.922, 177959.555 502628.056, 177958.966 502628.241, 177958.468 502628.418, 177958.102 502628.559, 177957.559 502628.79, 177957.061 502629.206, 177956.797 502629.448, 177956.57 502629.669, 177956.33 502629.918, 177956.039 502630.243, 177955.728 502630.619, 177955.271 502631.013, 177954.752 502631.414, 177954.158 502631.821, 177953.692 502632.105, 177953.146 502632.401, 177952.526 502632.694, 177951.877 502632.957, 177951.382 502633.127, 177951.041 502633.23, 177950.604 502633.347, 177950.249 502633.43, 177947.842 502633.868, 177948.468 502633.209, 177948.804 502632.804, 177949.13 502632.405, 177949.541 502631.89, 177949.952 502631.364, 177950.475 502630.676, 177950.9 502630.101, 177951.301 502629.546, 177951.909 502628.68, 177952.409 502627.99, 177952.873 502627.341, 177953.416 502626.732, 177953.689 502626.471, 177953.934 502626.259, 177954.418 502625.889, 177954.837 502625.615, 177955.266 502625.375, 177955.578 502625.222, 177956.198 502624.97, 177956.713 502624.808, 177956.999 502624.735, 177957.529 502624.631, 177957.838 502624.569, 177958.567 502624.447, 177959.021 502624.365, 177959.663 502624.24, 177960.01 502624.168, 177960.56 502624.049, 177961.123 502623.919, 177961.659 502623.788, 177962.211 502623.645, 177962.693 502623.515, 177963.335 502623.332, 177963.606 502623.252, 177964.237 502623.057, 177964.482 502622.979, 177964.743 502622.894, 177965.059 502622.79)))"
O10002_Beplantingskaart_OD.1016,Heesters/botanische rozen,1999,cultuurlijk,"MULTIPOLYGON (((176811.442 506094.907, 176785.008 506110.417, 176782.229 506105.563, 176808.864 506090.376, 176811.442 506094.907)))"
O10002_Beplantingskaart_OD.1017,Heesters/botanische rozen,2004,cultuurlijk,"MULTIPOLYGON (((176744.241 506161.496, 176747.494 506158.694, 176748.211 506158.286, 176759.228 506177.632, 176756.764 506179.065, 176753.77 506178.264, 176745.6 506163.962, 176744.241 506161.496)))"
O10002_Beplantingskaart_OD.1018,Heesters/botanische rozen,1999,cultuurlijk,"MULTIPOLYGON (((176534.551 506246.648, 176542.205 506242.269, 176544.844 506246.792, 176537.071 506251.036, 176534.551 506246.648)))"
O10002_Beplantingskaart_OD.1019,Bodembedekkende heesters,2019,cultuurlijk,"MULTIPOLYGON (((176743.006 506337.866, 176718.8 506351.639, 176717.368 506349.046, 176741.551 506335.308, 176743.006 506337.866)))"
O10002_Beplantingskaart_OD.1020,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176651.05 506409.874, 176649.579 506407.24, 176668.945 506396.13, 176672.291 506394.211, 176673.716 506396.734, 176670.288 506398.721, 176651.05 506409.874)))"
O10002_Beplantingskaart_OD.1021,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176805.668 506318.352, 176816.259 506312.375, 176818.123 506312.854, 176819.911 506313.58, 176821.09 506314.217, 176821.921 506314.754, 176822.601 506315.255, 176823.273 506315.813, 176824.097 506316.597, 176825.309 506318.007, 176826.742 506320.518, 176825.677 506323.389, 176825.118 506323.673, 176822.003 506318.204, 176815.186 506316.332, 176807.107 506320.923, 176805.668 506318.352)))"
O10002_Beplantingskaart_OD.1022,Bodembedekkende heesters,2000,cultuurlijk,"MULTIPOLYGON (((176744.976 506352.91, 176764.42 506341.853, 176765.775 506344.439, 176746.441 506355.476, 176744.976 506352.91)))"
O10002_Beplantingskaart_OD.1023,Heesters/botanische rozen,2004,cultuurlijk,"MULTIPOLYGON (((176797.331 506268.991, 176801.301 506275.952, 176800.651 506278.265, 176799.519 506278.914, 176793.943 506269.11, 176795.076 506268.431, 176797.331 506268.991)))"
O10002_Beplantingskaart_OD.6567,Overig,Niet ingevuld,gras,"MULTIPOLYGON (((175393.281 496377.091, 175394.983 496375.206, 175397.178 496377.145, 175395.488 496379.032, 175393.281 496377.091)))"
O10002_Beplantingskaart_OD.1024,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176763.094 506208.873, 176770.08 506221.153, 176767.57 506222.585, 176759.379 506208.2, 176763.094 506208.873)))"
O10002_Beplantingskaart_OD.1025,Bodembedekkende heesters,2002,cultuurlijk,"MULTIPOLYGON (((176538.639 506268.547, 176542.444 506266.207, 176543.943 506268.791, 176543.859 506270.042, 176540.535 506271.934, 176538.639 506268.547)))"
O10002_Beplantingskaart_OD.1026,Bodembedekkende heesters,2014,cultuurlijk,"MULTIPOLYGON (((176221.065 505032.58, 176216.727 505043.731, 176215.438 505041.102, 176214.272 505038.723, 176213.85 505037.862, 176212.889 505035.666, 176211.827 505033.069, 176211.077 505031.109, 176210.332 505029.037, 176209.336 505026.032, 176208.597 505023.586, 176208.123 505021.892, 176207.338 505019.109, 176206.173 505014.98, 176212.971 505005.495, 176214.533 505012.846, 176215.147 505015.283, 176215.773 505017.591, 176216.543 505020.233, 176217.249 505022.495, 176218.338 505025.654, 176219.101 505027.703, 176219.856 505029.64, 176220.398 505030.982, 176221.065 505032.58)))"
O10002_Beplantingskaart_OD.1027,Heesters/botanische rozen,2014,cultuurlijk,"MULTIPOLYGON (((176130.667 505007.131, 176133.206 505019.187, 176126.112 505028.457, 176123.767 505016.992, 176130.667 505007.131)))"
O10002_Beplantingskaart_OD.1028,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176246.812 503460.169, 176247.896 503468.641, 176267.681 503466.205, 176268.597 503467.65, 176270.673 503470.36, 176231.704 503474.304, 176230.049 503469.39, 176232.23 503465.357, 176246.359 503460.2, 176246.812 503460.169)))"
O10002_Beplantingskaart_OD.1029,Heesters/botanische rozen,1991,cultuurlijk,"MULTIPOLYGON (((176760.539 503296.2, 176760.988 503300.939, 176760.782 503300.976, 176760.449 503301.017, 176759.895 503301.032, 176759.441 503300.994, 176758.9 503300.89, 176758.217 503300.658, 176757.755 503300.43, 176757.373 503300.188, 176756.812 503299.725, 176756.452 503299.335, 176755.998 503298.675, 176755.79 503298.263, 176755.582 503297.699, 176755.457 503297.164, 176755.4 503296.689, 176760.039 503296.24, 176760.539 503296.2)))"
O10002_Beplantingskaart_OD.1030,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((177080.129 504415.28, 177079.859 504412.56, 177082.909 504412.28, 177081.949 504403.16, 177084.969 504402.88, 177086.199 504414.63, 177080.129 504415.28)))"
O10002_Beplantingskaart_OD.1031,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176195.919 495919.57, 176198.109 495919.93, 176197.599 495923.03, 176195.409 495922.67, 176195.919 495919.57)))"
O10002_Beplantingskaart_OD.1032,Bodembedekkende heesters,1996,cultuurlijk,"MULTIPOLYGON (((177288.465 504534.125, 177272.111 504542.63, 177276.543 504551.066, 177273.631 504552.552, 177269.399 504544.34, 177269.152 504543.655, 177269.076 504543.014, 177269.177 504542.214, 177269.375 504541.679, 177269.777 504541.058, 177270.132 504540.7, 177270.73 504540.304, 177287.42 504531.728, 177288.465 504534.125)))"
O10002_Beplantingskaart_OD.1033,Heesters/botanische rozen,2002,cultuurlijk,"MULTIPOLYGON (((177719.254 504463.619, 177721.433 504463.192, 177722.629 504468.859, 177720.485 504469.331, 177719.254 504463.619)))"
O10002_Beplantingskaart_OD.1034,Heesters/botanische rozen,2000,cultuurlijk,"MULTIPOLYGON (((177790.536 503812.909, 177814.675 503810.413, 177814.952 503813.485, 177790.786 503815.984, 177790.536 503812.909)))"
O10002_Beplantingskaart_OD.1035,Bodembedekkende heesters,2014,cultuurlijk,"MULTIPOLYGON (((176207.9 504981.195, 176199.254 504983.014, 176198.752 504980.671, 176198.661 504980.067, 176198.68 504979.163, 176198.88 504978.29, 176199.213 504977.543, 176199.744 504976.791, 176200.086 504976.442, 176200.49 504976.114, 176201.279 504975.662, 176201.798 504975.47, 176202.373 504975.338, 176203.005 504975.282, 176203.715 504975.328, 176204.327 504975.463, 176204.89 504975.671, 176205.454 504975.975, 176205.788 504976.21, 176206.064 504976.443, 176206.563 504976.982, 176206.841 504977.382, 176207.097 504977.86, 176207.233 504978.19, 176207.362 504978.604, 176207.451 504979.037, 176207.9 504981.195)))"
O10002_Beplantingskaart_OD.1036,Bodembedekkende heesters,2014,cultuurlijk,"MULTIPOLYGON (((176231.771 505066.467, 176233.966 505055.094, 176241.936 505064.807, 176241.29 505076.94, 176238.896 505074.42, 176236.638 505071.963, 176234.898 505070.013, 176233.11 505067.955, 176231.771 505066.467)))"
O10002_Beplantingskaart_OD.1037,Heesters/botanische rozen,2007,cultuurlijk,"MULTIPOLYGON (((176598.042 505149.524, 176598.953 505143.383, 176600.747 505142.849, 176601.195 505150.187, 176601.209 505150.419, 176600.263 505150.4, 176599.42 505150.221, 176598.486 505149.825, 176598.042 505149.524)))"
O10002_Beplantingskaart_OD.1038,Heesters/botanische rozen,2002,cultuurlijk,"MULTIPOLYGON (((177792.868 504485.435, 177791.332 504478.072, 177793.171 504477.663, 177794.747 504485.025, 177792.868 504485.435)))"
O10002_Beplantingskaart_OD.1039,Heesters/botanische rozen,2002,cultuurlijk,"MULTIPOLYGON (((177789.653 504470.31, 177788.196 504463.43, 177790.038 504463.035, 177791.511 504469.912, 177789.653 504470.31)))"
O10002_Beplantingskaart_OD.1040,Heesters/botanische rozen,2002,cultuurlijk,"MULTIPOLYGON (((177783.609 504442.289, 177785.508 504441.883, 177786.653 504447.23, 177784.736 504447.684, 177783.609 504442.289)))"
O10002_Beplantingskaart_OD.1041,Heesters/botanische rozen,2007,cultuurlijk,"MULTIPOLYGON (((178122.84 502792.478, 178122.862 502792.516, 178122.896 502792.563, 178122.959 502792.624, 178123.048 502792.679, 178123.128 502792.708, 178123.225 502792.721, 178123.33 502792.711, 178123.419 502792.68, 178127.219 502791.13, 178130.399 502798.76, 178126.099 502800.54, 178122.84 502792.478)))"
O10002_Beplantingskaart_OD.1042,Bodembedekkende heesters,2007,cultuurlijk,"MULTIPOLYGON (((177921.789 502969.41, 177922.789 502967.13, 177946.109 502976.69, 177945.179 502979, 177930.229 502972.89, 177921.789 502969.41)))"
O10002_Beplantingskaart_OD.1043,Heesters/botanische rozen,2010,cultuurlijk,"MULTIPOLYGON (((177682.409 503133.62, 177682.647 503133.506, 177683.011 503133.325, 177683.656 503132.98, 177684.298 503132.605, 177684.944 503132.193, 177685.399 503131.88, 177685.91 503131.504, 177686.586 503130.965, 177687.173 503130.455, 177687.595 503130.061, 177688.116 503129.54, 177688.527 503129.099, 177689.095 503128.44, 177689.604 503127.794, 177689.98 503127.279, 177690.238 503126.903, 177690.481 503126.529, 177690.758 503126.079, 177691.028 503126.249, 177690.852 503126.681, 177690.628 503127.191, 177690.357 503127.756, 177690.084 503128.278, 177689.694 503128.96, 177689.233 503129.685, 177688.933 503130.119, 177688.559 503130.625, 177688.226 503131.046, 177687.914 503131.417, 177687.377 503132.013, 177686.907 503132.491, 177686.462 503132.914, 177685.944 503133.371, 177685.262 503133.921, 177684.725 503134.317, 177684.302 503134.608, 177683.634 503135.033, 177683.198 503135.288, 177682.409 503133.62)))"
O10002_Beplantingskaart_OD.1044,Heesters/botanische rozen,2004,cultuurlijk,"MULTIPOLYGON (((177548.609 503144.59, 177548.436 503144.556, 177548.32 503144.558, 177548.194 503144.58, 177548.08 503144.621, 177547.976 503144.68, 177547.909 503144.731, 177547.809 503144.835, 177547.748 503144.927, 177547.705 503145.018, 177547.374 503145.836, 177547.327 503145.896, 177547.293 503145.929, 177547.249 503145.963, 177547.147 503146.014, 177547.061 503146.034, 177546.991 503146.038, 177546.907 503146.029, 177546.834 503146.007, 177546.779 503145.98, 177542.062 503144.041, 177541.039 503143.62, 177541.659 503142.19, 177543.629 503137.44, 177543.819 503136.98, 177543.619 503136.87, 177544.369 503135.05, 177544.44 503134.875, 177544.482 503134.823, 177544.539 503134.771, 177544.625 503134.718, 177544.702 503134.69, 177544.791 503134.676, 177544.897 503134.683, 177545.013 503134.72, 177548.977 503136.349, 177549.074 503136.379, 177549.163 503136.385, 177549.233 503136.376, 177549.301 503136.355, 177549.34 503136.337, 177549.414 503136.287, 177549.468 503136.232, 177546.379 503143.67, 177548.609 503144.59)))"
O10002_Beplantingskaart_OD.1045,Vaste planten,2016,cultuurlijk,"MULTIPOLYGON (((177653.359 503019.5, 177653.305 503019.615, 177653.271 503019.674, 177653.23 503019.734, 177653.189 503019.785, 177653.148 503019.83, 177653.078 503019.894, 177653.021 503019.937, 177652.953 503019.98, 177652.892 503020.012, 177652.838 503020.036, 177652.81 503020.047, 177651.175 503020.599, 177651.093 503020.631, 177651.029 503020.662, 177650.977 503020.694, 177650.933 503020.724, 177650.874 503020.771, 177650.832 503020.811, 177650.795 503020.851, 177650.749 503020.908, 177650.722 503020.946, 177650.669 503021.039, 177652.408 503016.969, 177654.119 503017.68, 177653.359 503019.5)))"
O10002_Beplantingskaart_OD.1046,Heesters/botanische rozen,1981,cultuurlijk,"MULTIPOLYGON (((177631.189 503154.73, 177630.269 503157.36, 177627.929 503158.35, 177627.119 503156.39, 177631.189 503154.73)))"
O10002_Beplantingskaart_OD.1095,Bodembedekkende heesters,1999,cultuurlijk,"MULTIPOLYGON (((176735.215 505064.967, 176737.368 505075.659, 176734.859 505076.164, 176732.633 505065.473, 176735.215 505064.967)))"
O10002_Beplantingskaart_OD.1047,Heesters/botanische rozen,2016,cultuurlijk,"MULTIPOLYGON (((177559.679 503083.88, 177558.939 503085.614, 177551.71 503082.607, 177551.864 503082.646, 177551.99 503082.657, 177552.153 503082.645, 177552.269 503082.617, 177552.389 503082.57, 177554.004 503081.881, 177554.143 503081.827, 177554.321 503081.795, 177554.546 503081.806, 177554.686 503081.843, 177554.754 503081.87, 177555.184 503082.035, 177559.679 503083.88)))"
O10002_Beplantingskaart_OD.1048,Heesters/botanische rozen,2016,cultuurlijk,"MULTIPOLYGON (((177564.174 503087.792, 177564.869 503086.07, 177566.378 503086.688, 177566.844 503086.879, 177567.192 503087.012, 177567.323 503087.075, 177567.496 503087.197, 177567.613 503087.316, 177567.703 503087.439, 177567.766 503087.556, 177568.37 503089.232, 177568.424 503089.325, 177568.509 503089.444, 177568.609 503089.554, 177568.747 503089.67, 177568.927 503089.779, 177564.174 503087.792)))"
O10002_Beplantingskaart_OD.1049,Heesters/botanische rozen,1982,cultuurlijk,"MULTIPOLYGON (((178090.889 502960.86, 178086.929 502962.48, 178085.419 502958.819, 178085.392 502958.769, 178085.368 502958.734, 178085.334 502958.693, 178085.252 502958.621, 178085.171 502958.574, 178085.097 502958.547, 178084.999 502958.53, 178084.913 502958.531, 178084.808 502958.552, 178089.656 502956.573, 178089.525 502956.651, 178089.464 502956.71, 178089.423 502956.767, 178089.377 502956.864, 178089.353 502956.97, 178089.35 502957.039, 178089.361 502957.125, 178089.378 502957.186, 178090.889 502960.86)))"
O10002_Beplantingskaart_OD.1050,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((178180.483 504203.441, 178184.873 504202.507, 178184.988 504212.253, 178184.761 504216.238, 178160.409 504215.052, 178160.043 504207.831, 178161.511 504207.614, 178162.696 504207.65, 178163.17 504207.763, 178163.916 504208.072, 178164.511 504208.46, 178165.056 504208.974, 178166.386 504210.071, 178167.427 504210.699, 178168.021 504210.977, 178169.006 504211.328, 178170.503 504211.627, 178171.66 504211.681, 178173.166 504211.525, 178174.489 504211.165, 178175.564 504210.699, 178176.585 504210.086, 178177.568 504209.292, 178178.295 504208.563, 178179.163 504207.406, 178179.856 504206.059, 178180.263 504204.802, 178180.483 504203.441)))"
O10002_Beplantingskaart_OD.1051,Bodembedekkende heesters,1998,cultuurlijk,"MULTIPOLYGON (((178423.153 503877.442, 178423.634 503877.335, 178423.024 503874.222, 178425.568 503873.751, 178425.638 503874.197, 178425.669 503874.421, 178426.155 503877.27, 178426.114 503877.504, 178426.003 503877.79, 178425.869 503877.996, 178424.159 503878.403, 178423.846 503878.317, 178423.545 503878.068, 178423.168 503877.544, 178423.153 503877.442)))"
O10002_Beplantingskaart_OD.1052,Bodembedekkende heesters,2009,cultuurlijk,"MULTIPOLYGON (((178059.461 503809.293, 178057.355 503788.69, 178061.506 503788.203, 178063.598 503808.816, 178059.461 503809.293)))"
O10002_Beplantingskaart_OD.1053,Bodembedekkende heesters,1999,cultuurlijk,"MULTIPOLYGON (((178298.654 503586.42, 178313.944 503587.762, 178313.61 503592.743, 178298.283 503591.352, 178298.654 503586.42)))"
O10002_Beplantingskaart_OD.1054,Heesters/botanische rozen,2021,cultuurlijk,"MULTIPOLYGON (((178226.326 504233.477, 178226.155 504233.467, 178225.953 504233.423, 178225.731 504233.332, 178225.545 504233.211, 178225.382 504233.057, 178225.268 504232.907, 178225.17 504232.724, 178225.104 504232.524, 178225.073 504232.33, 178225.074 504232.116, 178225.125 504231.859, 178225.212 504231.65, 178225.348 504231.444, 178225.478 504231.307, 178225.663 504231.168, 178225.847 504231.076, 178226.124 504230.999, 178226.371 504230.985, 178226.602 504231.017, 178226.862 504231.11, 178227.039 504231.215, 178227.195 504231.346, 178227.343 504231.524, 178227.438 504231.687, 178227.512 504231.877, 178227.557 504232.115, 178227.558 504232.342, 178227.517 504232.564, 178227.449 504232.749, 178227.365 504232.904, 178227.216 504233.093, 178227.039 504233.246, 178226.853 504233.355, 178226.584 504233.448, 178226.326 504233.477)))"
O10002_Beplantingskaart_OD.1055,Bodembedekkende heesters,1990,cultuurlijk,"MULTIPOLYGON (((178237.628 504397.98, 178242.138 504397.039, 178242.378 504396.731, 178240.888 504389.56, 178240.579 504389.38, 178236.058 504390.32, 178235.808 504389.15, 178235.73 504388.295, 178235.866 504387.202, 178236.144 504386.408, 178236.633 504385.584, 178237.379 504384.798, 178238.118 504384.299, 178238.877 504383.974, 178239.249 504383.87, 178240.878 504383.51, 178241.88 504388.069, 178242.188 504388.269, 178249.329 504386.68, 178249.509 504386.34, 178248.539 504381.84, 178253.188 504380.817, 178255.468 504389.32, 178252.307 504389.45, 178251.574 504389.448, 178250.543 504389.593, 178249.587 504389.893, 178248.564 504390.422, 178247.649 504391.138, 178246.747 504392.207, 178246.236 504393.135, 178245.813 504394.481, 178245.708 504395.97, 178245.917 504397.287, 178246.319 504398.37, 178247.489 504401.53, 178238.739 504403.25, 178237.628 504397.98)))"
O10002_Beplantingskaart_OD.1056,Bodembedekkende heesters,1998,cultuurlijk,"MULTIPOLYGON (((178073.339 503920.88, 178080.589 503920.19, 178081.809 503933.559, 178074.139 503929.72, 178073.339 503920.88)))"
