FID,jaar,bed_zosnol,bed_zosmar,bed_rupmar,bedzostot,bio_zosnol,bio_zosmar,bio_rupmar,biozostot,bio_tot,type_ws,hoofdgeb,gebied,deelgeb,gdb_geomattr_data,shape
zostera_noltei_2013.940101,2013,0.5,0,0,0,0,0,0,0,0,Kust- en Overgangswater,Delta_ZW_Nederland,Oosterschelde,Oosterschelde-Noord,,"POLYGON ((67100 404380, 67080 404380, 67080 404400, 67100 404400, 67100 404380))"
zostera_noltei_2013.940493,2013,0,0,0,0,0,0,0,0,0,Kust- en Overgangswater,Delta_ZW_Nederland,Oosterschelde,Oosterschelde-Noord,,"POLYGON ((67100 404360, 67080 404360, 67080 404380, 67100 404380, 67100 404360))"
zostera_noltei_2013.940902,2013,0,0,0,0,0,0,0,0,0,Kust- en Overgangswater,Delta_ZW_Nederland,Oosterschelde,Oosterschelde-Noord,,"POLYGON ((66120 404300, 66100 404300, 66100 404319.9998999983, 66120 404319.9998999983, 66120 404300))"
zostera_noltei_2013.940976,2013,0,0,0,0,0,0,0,0,0,Kust- en Overgangswater,Delta_ZW_Nederland,Oosterschelde,Oosterschelde-Noord,,"POLYGON ((66080 404280, 66060.0001000017 404280, 66060.0001000017 404300, 66080 404300, 66080 404280))"
zostera_noltei_2013.940978,2013,0,0,0,0,0,0,0,0,0,Kust- en Overgangswater,Delta_ZW_Nederland,Oosterschelde,Oosterschelde-Noord,,"POLYGON ((66060.0001000017 404319.9998999983, 66039.9998999983 404319.9998999983, 66039.9998999983 404340.0001000017, 66060.0001000017 404340.0001000017, 66060.0001000017 404319.9998999983))"
zostera_noltei_2013.940982,2013,0,0,0,0,0,0,0,0,0,Kust- en Overgangswater,Delta_ZW_Nederland,Oosterschelde,Oosterschelde-Noord,,"POLYGON ((66000 404260, 65980 404260, 65980 404280, 66000 404280, 66000 404260))"
zostera_noltei_2013.941767,2013,0,0,0,0,0,0,0,0,0,Kust- en Overgangswater,Delta_ZW_Nederland,Oosterschelde,Oosterschelde-Noord,,"POLYGON ((66000 404419.9998999983, 65980 404419.9998999983, 65980 404440.0001000017, 66000 404440.0001000017, 66000 404419.9998999983))"
zostera_noltei_2013.942145,2013,0,0,0,0,0,0,0,0,0,Kust- en Overgangswater,Delta_ZW_Nederland,Oosterschelde,Oosterschelde-Noord,,"POLYGON ((67019.9998999983 404520, 67000 404520, 67000 404539.9998999983, 67019.9998999983 404539.9998999983, 67019.9998999983 404520))"
zostera_noltei_2013.942177,2013,0,0,0,0,0,0,0,0,0,Kust- en Overgangswater,Delta_ZW_Nederland,Oosterschelde,Oosterschelde-Noord,,"POLYGON ((66100 404280, 66080 404280, 66080 404300, 66100 404300, 66100 404280))"
zostera_noltei_2013.942571,2013,0,0,0,0,0,0,0,0,0,Kust- en Overgangswater,Delta_ZW_Nederland,Oosterschelde,Oosterschelde-Noord,,"POLYGON ((65960.0001000017 404419.9998999983, 65940.0001000017 404419.9998999983, 65940.0001000017 404440.0001000017, 65960.0001000017 404440.0001000017, 65960.0001000017 404419.9998999983))"
zostera_noltei_2013.943362,2013,0,0,0,0,0,0,0,0,0,Kust- en Overgangswater,Delta_ZW_Nederland,Oosterschelde,Oosterschelde-Noord,,"POLYGON ((65980 404300, 65960.0001000017 404300, 65960.0001000017 404319.9998999983, 65980 404319.9998999983, 65980 404300))"
zostera_noltei_2013.944567,2013,0,0,0,0,0,0,0,0,0,Kust- en Overgangswater,Delta_ZW_Nederland,Oosterschelde,Oosterschelde-Noord,,"POLYGON ((65980 404419.9998999983, 65960.0001000017 404419.9998999983, 65960.0001000017 404440.0001000017, 65980 404440.0001000017, 65980 404419.9998999983))"
zostera_noltei_2013.946447,2013,0,0,0,0,0,0,0,0,0,Kust- en Overgangswater,Delta_ZW_Nederland,Oosterschelde,Oosterschelde-Noord,,"POLYGON ((62340.00010000169 405519.9998999983, 62320.00010000169 405519.9998999983, 62320.00010000169 405540.0001000017, 62340.00010000169 405540.0001000017, 62340.00010000169 405519.9998999983))"
zostera_noltei_2013.946470,2013,0,0,0,0,0,0,0,0,0,Kust- en Overgangswater,Delta_ZW_Nederland,Oosterschelde,Oosterschelde-Noord,,"POLYGON ((62620 405340.0001000017, 62600 405340.0001000017, 62600 405360, 62620 405360, 62620 405340.0001000017))"
zostera_noltei_2013.946645,2013,0,0,0,0,0,0,0,0,0,Kust- en Overgangswater,Delta_ZW_Nederland,Oosterschelde,Oosterschelde-Noord,,"POLYGON ((67000 404720, 66980 404720, 66980 404740, 67000 404740, 67000 404720))"
zostera_noltei_2013.946693,2013,0.5,0,0,0,0,0,0,0,0,Kust- en Overgangswater,Delta_ZW_Nederland,Oosterschelde,Oosterschelde-Noord,,"POLYGON ((67139.9998999983 404660.0001000017, 67120 404660.0001000017, 67120 404680.0001000017, 67139.9998999983 404680.0001000017, 67139.9998999983 404660.0001000017))"
