Leveranciers;4000 - Diensten en middelen overig;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
Van Riemsdijk Verhuizingen B.V.;;;;;1;;;;;;1
Van Rooijen Catering;;1;;;;;;;;;1
Vandeputte Medical;;;;;;;;;1;;1
V'Business B.V.;;3;;;;;;;;;3
Veenstra Expo B.V.;;;;;;1;;;;;1
Vendor BV;;;;1;;;;;;;1
Vendu Trading B.V.;;;;;;;;;1;;1
Ver. Bedr. Jansen-Wijsmuller & Beuns B.V.;;;;;;4;;;;;4
VHIC (Van Heijst Information Consulting) B.V.;;;;;;2;;;;;2
Videotronic Infosystems Nederland B.V.;;;1;;;;;;;;1
Villa Augustus B.V.;;1;;;;;;;;;1
Vink Lisse B.V.;1;;;;;;;;;;1
Virol B.V.;;;;1;;;;;;;1
Visual Workplace B.V.;;;;;;;;;1;;1
Viteau B.V.;;1;;;;;;;;;1
VTTI Nederland B.V.;;;;;;1;;;;;1
W Koppies;;;1;;;;;;;;1
Waals T van der;;;;;;;;1;;;1
Wardenburg Beveiliging B.V.;;;1;;;;;;;;1
Webcraft;;;;;;;;;1;;1
Werkman Den Haag B.V.;;;;;;;;;1;;1
Werkplein Ability;;;;;;;;1;;;1
Werkplekzonwering;;;;;;;;1;;;1
Wielinga voor Vakwerk;;;;;;;;;1;;1
Wijkhuijzen, C.;;;;;1;;;;;;1
Wim Meter beeldend kunstenaar;;;;;;;;1;;;1
WM Veenstra;;;;;;1;;;;;1
WMF Nederland BV;;1;;;;;;;;;1
Worktrainer B.V.;;;;;;;;;1;;1
Xerox (Nederland) B.V.;;;;;;4;;1;2;;4
Xtandit;;;;;;1;;;;;1
Xuri Fresh B.V.;;1;;;;;;;;;1
Zalsman Groningen B.V.;;;;;;1;;;;;1
Zazou;;;;;;;;1;;;1
Zie Displays;;;;;;;;1;;;1
Zilvold HF B.V.;;1;;;;;;;;;1
Zuidkoop B.V.;;;;;;;;1;;;1
Eindtotaal;3;5;6;6;6;7;5;7;7;2;9
