FID,dijkrnr1,dijkrnr2,dijkr1,dijkr2,norm,vb_wk_nu,vb_wk_na,kd_naam,naam_compl,kd_code1,kd_code2,id_beheer,vnk_code,kunstwerk,kd_type,kd_type_om,kd_opm,categorie,toetsobjec,x_pr_dr,y_pr_dr,beheerder,provnaam,rws,se_anno_cad_data,gdb_geomattr_data,shape
kunstwerken_0910.519,25,nvt,Goeree-Overflakkee,nvt,1:4000,nvt,nvt,Coupure Herkingen,nvt,KD.25.co.003,nvt,00027CP,nvt,705,co,coupure,Lengte van de coupure is circa 5 meter,c,waterkerend kunstwerk,65084.879746,414183.713681,Waterschap Hollandse Delta,Zuid-Holland,NEE,,,POINT (65084.87999999896 414183.71400000155)
kunstwerken_0910.520,25,nvt,Goeree-Overflakkee,nvt,1:4000,nvt,nvt,Gemaal De Drie Polders,nvt,KD.25.gm.004,nvt,10553GM,nvt,706,gm,gemaal,nvt,c,waterkerend kunstwerk,65039.305089,414179.071862,Waterschap Hollandse Delta,Zuid-Holland,NEE,,,POINT (65039.3049999997 414179.0720000006)
kunstwerken_0910.521,25,nvt,Goeree-Overflakkee,nvt,1:4000,nvt,nvt,Gemaal de Koude Hoek,nvt,KD.25.gm.005,nvt,13880GM,nvt,707,gm,gemaal,nvt,c,waterkerend kunstwerk,56944.609077,424840.518531,Waterschap Hollandse Delta,Zuid-Holland,NEE,,,POINT (56944.6090000011 424840.51900000125)
kunstwerken_0910.522,25,nvt,Goeree-Overflakkee,nvt,1:4000,nvt,nvt,Inlaatgemaal zoutwater de Grevelingen,nvt,KD.25.gm.006,nvt,13877GM,nvt,708,gm,gemaal,nvt,c,waterkerend kunstwerk,55994.207904,424882.793882,Waterschap Hollandse Delta,Zuid-Holland,NEE,,,POINT (55994.208000000566 424882.79399999976)
kunstwerken_0910.523,25,nvt,Goeree-Overflakkee,nvt,1:4000,nvt,nvt,Uitwateringssluis de polder Het Oudeland,nvt,KD.25.sp.007,nvt,12607DU,nvt,709,sp,spuisluis,nvt,c,waterkerend kunstwerk,54969.837842,424329.513112,Waterschap Hollandse Delta,Zuid-Holland,NEE,,,POINT (54969.83799999952 424329.51300000027)
kunstwerken_0910.524,25,nvt,Goeree-Overflakkee,nvt,1:4000,nvt,nvt,Gemaal Kilhaven,nvt,KD.25.gm.008,nvt,02872GM,nvt,710,gm,gemaal,nvt,c,waterkerend kunstwerk,51646.620767,423874.929449,Waterschap Hollandse Delta,Zuid-Holland,NEE,,,POINT (51646.620999999344 423874.9290000014)
kunstwerken_0910.525,25,nvt,Goeree-Overflakkee,nvt,1:4000,nvt,nvt,Spuisluis Zuiderdiep,nvt,KD.25.sp.009,nvt,00021SL,nvt,711,sp,spuisluis,nvt,a,waterkerend kunstwerk,61324.828251,427271.821079,Waterschap Hollandse Delta,Zuid-Holland,NEE,,,POINT (61324.82800000161 427271.8209999986)
kunstwerken_0910.526,25,nvt,Goeree-Overflakkee,nvt,1:4000,nvt,nvt,Inlaatsluis Zuiderdiep,nvt,KD.25.is.010,nvt,00025SL,nvt,712,is,inlaatsluis,nvt,a,waterkerend kunstwerk,67493.499444,423574.399781,Waterschap Hollandse Delta,Zuid-Holland,NEE,,,POINT (67493.4990000017 423574.3999999985)
kunstwerken_0910.527,25,nvt,Goeree-Overflakkee,nvt,1:4000,nvt,nvt,Noodpomp Zuiderdiepboezem,nvt,KD.25.gm.011,nvt,08436GM,nvt,713,gm,gemaal,nvt,a,waterkerend kunstwerk,67508.174889,423537.188864,Waterschap Hollandse Delta,Zuid-Holland,NEE,,,POINT (67508.17500000075 423537.1889999993)
kunstwerken_0910.528,25,nvt,Goeree-Overflakkee,nvt,1:4000,nvt,nvt,Keersluis Middelharnis,nvt,KD.25.ks.012,nvt,00024SL,nvt,714,ks,keersluis,nvt,a,waterkerend kunstwerk,72393.483442,421242.485569,Waterschap Hollandse Delta,Zuid-Holland,NEE,,,POINT (72393.48299999908 421242.48600000143)
kunstwerken_0910.529,25,nvt,Goeree-Overflakkee,nvt,1:4000,nvt,nvt,Gemaal Koert,nvt,KD.25.gm.013,nvt,12282GM,nvt,715,gm,gemaal,nvt,a,waterkerend kunstwerk,74177.970197,419326.571919,Waterschap Hollandse Delta,Zuid-Holland,NEE,,,POINT (74177.96999999881 419326.5720000006)
kunstwerken_0910.530,13,nvt,Noord-Holland,nvt,1:10000,nvt,nvt,Gemaal Warder,nvt,KD.13.gm.074,nvt,23k4,nvt,371,gm,gemaal,nvt,a,waterkerend kunstwerk,130940.875895,509615.888454,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (130940.8759999983 509615.88800000027)
kunstwerken_0910.531,13,nvt,Noord-Holland,nvt,1:10000,nvt,nvt,Zeesluis Edam,nvt,KD.13.ss.075,nvt,23k2,nvt,372,ss,schutsluis,nvt,a,waterkerend kunstwerk,133451.812895,503197.219646,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (133451.813000001 503197.2199999988)
kunstwerken_0910.532,13,nvt,Noord-Holland,nvt,1:10000,nvt,nvt,Gemaal Zuidpolder,nvt,KD.13.gm.076,nvt,24k,nvt,373,gm,gemaal,nvt,a,waterkerend kunstwerk,134306.968071,502384.666071,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (134306.96799999848 502384.66600000113)
kunstwerken_0910.533,13,nvt,Noord-Holland,nvt,1:10000,nvt,nvt,Gemaal kolfchoten,nvt,KD.13.gm.077,nvt,24k1,nvt,374,gm,gemaal,nvt,a,waterkerend kunstwerk,134122.785546,501232.013457,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (134122.78599999845 501232.01300000027)
kunstwerken_0910.534,13,nvt,Noord-Holland,nvt,1:10000,nvt,nvt,Hevelleiding --,nvt,KD.13.du.078,nvt,25k1,nvt,375,du,duiker,nvt,a,waterkerend kunstwerk,132737.92971,500344.315337,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (132737.9299999997 500344.31500000134)
kunstwerken_0910.535,13,nvt,Noord-Holland,nvt,1:10000,nvt,nvt,Uitwateringssluis,nvt,KD.13.sp.079,nvt,25k2,nvt,376,sp,spuisluis,nvt,a,waterkerend kunstwerk,132270.751875,497965.636773,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (132270.75200000033 497965.63699999824)
kunstwerken_0910.536,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Afvalwaterleiding Zeolyst cv,nvt,KD.6.py.039,nvt,140,nvt,57,py,leidingen,nvt,a,NWO,261682.08356,593057.042139,Waterschap Hunze en Aa's,Groningen,NEE,,,POINT (261682.08399999887 593057.0419999994)
kunstwerken_0910.537,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Afvalwaterleiding Rohm and Haas,nvt,KD.6.py.040,nvt,143,nvt,58,py,leidingen,nvt,a,NWO,261998.932606,592921.146945,Waterschap Hunze en Aa's,Groningen,NEE,,,POINT (261998.93299999833 592921.1469999999)
kunstwerken_0910.538,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Keersluis Munterzijl,nvt,KD.6.ks.041,nvt,KSL-O-14000,nvt,59,ks,keersluis,nvt,a,waterkerend kunstwerk,264952.301859,591991.783004,Waterschap Hunze en Aa's,Groningen,NEE,,,POINT (264952.3020000011 591991.7829999998)
kunstwerken_0910.539,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Gemaal Rozema,nvt,KD.6.gm.042,nvt,KGM-O-11700,nvt,60,gm,gemaal,nvt,a,waterkerend kunstwerk,265083.20576,591900.124855,Waterschap Hunze en Aa's,Groningen,NEE,,,POINT (265083.20600000024 591900.125)
kunstwerken_0910.540,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Gemaal Fiemel,nvt,KD.6.gm.043,nvt,KGM-F-12610,nvt,61,gm,gemaal,nvt,a,waterkerend kunstwerk,267415.462807,591689.389855,Waterschap Hunze en Aa's,Groningen,NEE,,,POINT (267415.4629999995 591689.3900000006)
kunstwerken_0910.541,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Getijdeduiker Breebaart,nvt,KD.6.du.044,nvt,69706,nvt,62,du,duiker,nvt,a,waterkerend kunstwerk,268069.56274,591365.699741,Waterschap Hunze en Aa's,Groningen,NEE,,,POINT (268069.563000001 591365.6999999993)
kunstwerken_0910.542,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Schutsluis Nieuwe Statenzijl,Nieuwe Statenzijl,KD.6.ss.045,nvt,KSL-E-11500,nvt,63,ss,schutsluis,nvt,a,waterkerend kunstwerk,276585.275633,584324.910377,Waterschap Hunze en Aa's,Groningen,NEE,,,POINT (276585.27600000054 584324.9100000001)
kunstwerken_0910.543,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Spuisluis Nieuwe Statenzijl,Nieuwe Statenzijl,KD.6.sp.046,nvt,KSL-E-11000,nvt,64,sp,spuisluis,nvt,a,waterkerend kunstwerk,276622.847711,584333.527826,Waterschap Hunze en Aa's,Groningen,NEE,,,POINT (276622.84800000116 584333.5280000009)
kunstwerken_0910.544,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Gemaal Booneschans,nvt,KD.6.gm.047,nvt,KGM-W-12305,nvt,65,gm,gemaal,nvt,c,waterkerend kunstwerk,276011.754773,578266.170686,Waterschap Hunze en Aa's,Groningen,NEE,,,POINT (276011.75499999896 578266.1710000001)
kunstwerken_0910.545,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,"geen naam, inlaat",nvt,KD.6.is.048,nvt,KIN-W-12304,nvt,66,is,inlaatsluis,nvt,c,waterkerend kunstwerk,275339.062457,576346.718286,Waterschap Hunze en Aa's,Groningen,NEE,,,POINT (275339.061999999 576346.7179999985)
kunstwerken_0910.546,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,"geen naam, inlaat",nvt,KD.6.is.049,nvt,KIN-W-12302,nvt,67,is,inlaatsluis,nvt,c,waterkerend kunstwerk,275383.631249,574781.743924,Waterschap Hunze en Aa's,Groningen,NEE,,,POINT (275383.631000001 574781.743999999)
kunstwerken_0910.547,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,"geen naam, inlaat de flesch",nvt,KD.6.is.050,nvt,KIN-W-11187,nvt,68,is,inlaatsluis,nvt,c,waterkerend kunstwerk,275174.817849,572046.244867,Waterschap Hunze en Aa's,Groningen,NEE,,,POINT (275174.81799999997 572046.245000001)
kunstwerken_0910.548,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Gemaal Lethe,nvt,KD.6.gm.051,nvt,KGM-W-11186,nvt,69,gm,gemaal,nvt,c,waterkerend kunstwerk,275228.894607,571771.443349,Waterschap Hunze en Aa's,Groningen,NEE,,,POINT (275228.89499999955 571771.443)
kunstwerken_0910.549,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Gemaal Bellingwolderveen,nvt,KD.6.gm.052,nvt,KGM-W-11185,nvt,70,gm,gemaal,nvt,c,waterkerend kunstwerk,275594.879904,569563.184779,Waterschap Hunze en Aa's,Groningen,NEE,,,POINT (275594.87999999896 569563.1849999987)
kunstwerken_0910.550,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Gemaal Loosterveen Grote Polder,nvt,KD.6.gm.053,nvt,KGM-W-11170,nvt,71,gm,gemaal,nvt,c,waterkerend kunstwerk,273961.545445,567910.843095,Waterschap Hunze en Aa's,Groningen,NEE,,,POINT (273961.5450000018 567910.8429999985)
kunstwerken_0910.551,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Gemaal Loosterveen Kleine Polder,nvt,KD.6.gm.054,nvt,KGM-W-11175,nvt,72,gm,gemaal,nvt,c,waterkerend kunstwerk,273959.623895,567908.76345,Waterschap Hunze en Aa's,Groningen,NEE,,,POINT (273959.6240000017 567908.7630000003)
kunstwerken_0910.552,14,nvt,Zuid-Holland,nvt,1:10000,nvt,nvt,KW spuisluis Boonerhaven Vlaardingen,nvt,KD.14.sp.001,nvt,SLUIS7,nvt,416,sp,spuisluis,nvt,a,waterkerend kunstwerk,77248.617327,436634.395291,HHRS van Delfland,Zuid-Holland,NEE,,,POINT (77248.61699999869 436634.39499999955)
kunstwerken_0910.553,14,nvt,Zuid-Holland,nvt,1:10000,nvt,nvt,KW keersluis Gemeentehaven Maasluis,nvt,KD.14.ks.002,nvt,SLUIS6,nvt,417,ks,keersluis,nvt,a,waterkerend kunstwerk,76658.292137,437200.04186,HHRS van Delfland,Zuid-Holland,NEE,,,POINT (76658.29199999943 437200.04199999943)
kunstwerken_0910.554,14,nvt,Zuid-Holland,nvt,1:10000,nvt,nvt,KW gemaal Westland,nvt,KD.14.gm.003,nvt,350182,nvt,418,gm,gemaal,nvt,a,waterkerend kunstwerk,71586.699357,441331.607263,HHRS van Delfland,Zuid-Holland,NEE,,,POINT (71586.69900000095 441331.6070000008)
kunstwerken_0910.555,14,nvt,Zuid-Holland,nvt,1:10000,nvt,nvt,Gemaal Krimpsloot,nvt,KD.14.gm.004,nvt,nvt,nvt,419,gm,gemaal,nvt,a,waterkerend kunstwerk,69364.379551,443241.177614,HHRS van Delfland,Zuid-Holland,NEE,,,POINT (69364.37999999896 443241.1779999994)
kunstwerken_0910.556,14,nvt,Zuid-Holland,nvt,1:10000,nvt,nvt,Nieuw te bouwen gemaal van der Burg,nvt,KD.14.gm.005,nvt,nvt,nvt,420,gm,gemaal,nvt,a,waterkerend kunstwerk,70556.536112,448841.531947,HHRS van Delfland,Zuid-Holland,NEE,,,POINT (70556.53599999845 448841.5320000015)
kunstwerken_0910.557,14,nvt,Zuid-Holland,nvt,1:10000,nvt,nvt,Gemaal Vlotwatering,nvt,KD.14.gm.006,nvt,350180,nvt,421,gm,gemaal,nvt,a,waterkerend kunstwerk,71013.876493,449333.250782,HHRS van Delfland,Zuid-Holland,NEE,,,POINT (71013.8759999983 449333.2509999983)
kunstwerken_0910.558,14,nvt,Zuid-Holland,nvt,1:10000,nvt,nvt,KW spuisluis Scheveningen,nvt,KD.14.sp.007,nvt,SLUIS15,nvt,422,sp,spuisluis,nvt,a,waterkerend kunstwerk,77893.489999,456721.166969,HHRS van Delfland,Zuid-Holland,NEE,,,POINT (77893.48999999836 456721.16699999943)
kunstwerken_0910.559,14,nvt,Zuid-Holland,nvt,1:10000,nvt,nvt,KW gemaal Scheveningen,nvt,KD.14.gm.008,nvt,450180,nvt,423,gm,gemaal,nvt,a,waterkerend kunstwerk,78216.82881,456361.366537,HHRS van Delfland,Zuid-Holland,NEE,,,POINT (78216.82899999991 456361.3669999987)
kunstwerken_0910.560,14,nvt,Zuid-Holland,nvt,1:10000,nvt,nvt,Uitwateringssluis Katwijk,nvt,KD.14.sp.009,nvt,RL-DMI-009,nvt,424,sp,spuisluis,nvt,a,waterkerend kunstwerk,87568.037518,469629.376557,HHRS van Rijnland,Zuid-Holland,NEE,,,POINT (87568.03799999878 469629.3770000003)
kunstwerken_0910.561,14,44,Zuid-Holland,Kromme Rijn,1:10000,nvt,nvt,duiker V05-KDU01,nvt,KD.14.du.010,nvt,V05-KDU01,nvt,425,du,duiker,nvt,c,waterkerend kunstwerk,104912.357802,496992.128568,HHRS van Rijnland,Zuid-Holland,NEE,,,POINT (104912.35799999908 496992.12900000066)
kunstwerken_0910.562,14,44,Zuid-Holland,Kromme Rijn,1:10000,nvt,nvt,duiker V05-KDU02,nvt,KD.14.du.011,nvt,V05-KDU02,nvt,426,du,duiker,nvt,c,waterkerend kunstwerk,104940.151402,496767.299,HHRS van Rijnland,Zuid-Holland,NEE,,,POINT (104940.15100000054 496767.2989999987)
kunstwerken_0910.563,14,44,Zuid-Holland,Kromme Rijn,1:10000,nvt,nvt,duiker V05-KDU03,nvt,KD.14.du.012,nvt,V05-KDU03,nvt,427,du,duiker,nvt,c,waterkerend kunstwerk,105074.359816,496434.006345,HHRS van Rijnland,Zuid-Holland,NEE,,,POINT (105074.3599999994 496434.006000001)
kunstwerken_0910.564,14,44,Zuid-Holland,Kromme Rijn,1:10000,nvt,nvt,duiker A-000797,nvt,KD.14.du.013,nvt,A-000797,nvt,428,du,duiker,nvt,c,waterkerend kunstwerk,104936.649505,495905.63928,HHRS van Rijnland,Zuid-Holland,NEE,,,POINT (104936.64999999851 495905.63899999857)
kunstwerken_0910.565,14,44,Zuid-Holland,Kromme Rijn,1:10000,nvt,nvt,duiker V06-KDU05,nvt,KD.14.du.014,nvt,V06-KDU05,nvt,429,du,duiker,nvt,c,waterkerend kunstwerk,104752.09029,495827.332855,HHRS van Rijnland,Zuid-Holland,NEE,,,POINT (104752.08999999985 495827.33300000057)
kunstwerken_0910.566,14,44,Zuid-Holland,Kromme Rijn,1:10000,nvt,nvt,kanteldijk spoorsloot 1,nvt,KD.14.kl.015,nvt,nvt,nvt,430,kl,kanteldijk,Aanwezig in spoorsloot,c,waterkerend kunstwerk,104596.84776,495548.602295,HHRS van Rijnland,Zuid-Holland,NEE,,,POINT (104596.84800000116 495548.6020000018)
kunstwerken_0910.567,14,44,Zuid-Holland,Kromme Rijn,1:10000,nvt,nvt,kanteldijk spoorsloot 2,nvt,KD.14.kl.016,nvt,nvt,nvt,431,kl,kanteldijk,Aanwezig in spoorsloot,c,waterkerend kunstwerk,104617.109906,495533.846843,HHRS van Rijnland,Zuid-Holland,NEE,,,POINT (104617.1099999994 495533.84699999914)
kunstwerken_0910.568,14,44,Zuid-Holland,Kromme Rijn,1:10000,nvt,nvt,duiker A-002579,nvt,KD.14.du.017,nvt,A-002579,nvt,432,du,duiker,nvt,c,waterkerend kunstwerk,104624.557934,495528.422985,HHRS van Rijnland,Zuid-Holland,NEE,,,POINT (104624.55799999833 495528.4230000004)
kunstwerken_0910.569,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Robbegatsluis Lauwersoog,nvt,KD.6.ss.010,nvt,KSL10,nvt,28,ss,schutsluis,nvt,a,waterkerend kunstwerk,208837.210421,602768.929207,Waterschap Noorderzijlvest,Groningen,NEE,,,POINT (208837.2100000009 602768.9290000014)
kunstwerken_0910.570,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Gasleiding NAM Lauwersoog,nvt,KD.6.py.011,nvt,NKL1,nvt,29,py,leidingen,nvt,a,NWO,209804.861212,602753.467489,Waterschap Noorderzijlvest,Groningen,NEE,,,POINT (209804.86100000143 602753.4670000002)
kunstwerken_0910.571,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,afvalwaterleiding Hoogkerk-Waddenzee,nvt,KD.6.py.012,nvt,NKL9,nvt,30,py,leidingen,nvt,a,NWO,231062.130563,604828.222442,Waterschap Noorderzijlvest,Groningen,NEE,,,POINT (231062.13100000098 604828.2219999991)
kunstwerken_0910.572,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Gemaal Noordpolderzijl,nvt,KD.6.gm.013,nvt,KGM14,nvt,31,gm,gemaal,nvt,a,waterkerend kunstwerk,234398.214711,605830.692854,Waterschap Noorderzijlvest,Groningen,NEE,,,POINT (234398.21499999985 605830.693)
kunstwerken_0910.573,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Gas leiding t.b.v. Noordgas Emmapolder,nvt,KD.6.py.014,nvt,nvt,nvt,32,py,leidingen,nvt,a,NWO,241567.341168,609066.081644,Waterschap Noorderzijlvest,Groningen,NEE,,,POINT (241567.34099999815 609066.0819999985)
kunstwerken_0910.574,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Afvoer leiding  naar buitendijks gemaal Lieuwe,nvt,KD.6.py.015,nvt,KDU7523,nvt,33,py,leidingen,nvt,a,NWO,248720.567195,608421.852577,Waterschap Noorderzijlvest,Groningen,NEE,,,POINT (248720.56700000167 608421.8530000001)
kunstwerken_0910.575,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Rioolgemaal Eemshaven-West (de Stern),nvt,KD.6.gm.016,nvt,KGM90,nvt,34,gm,gemaal,nvt,a,waterkerend kunstwerk,249595.527523,607934.171988,Waterschap Noorderzijlvest,Groningen,NEE,,,POINT (249595.52800000086 607934.1719999984)
kunstwerken_0910.576,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Koelwaterinlaat EPON-centrale,nvt,KD.6.is.017,nvt,nvt,nvt,35,is,inlaatsluis,nvt,a,waterkerend kunstwerk,254157.556049,607127.133293,Waterschap Noorderzijlvest,Groningen,NEE,,,POINT (254157.55600000173 607127.1330000013)
kunstwerken_0910.577,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Koelwater uitlaat EPON-centrale,nvt,KD.6.sp.018,nvt,nvt,nvt,36,sp,spuisluis,nvt,a,waterkerend kunstwerk,254359.817104,606544.113218,Waterschap Noorderzijlvest,Groningen,NEE,,,POINT (254359.81700000167 606544.1130000018)
kunstwerken_0910.578,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Koelwater uitlaat EPON-centrale,nvt,KD.6.sp.019,nvt,nvt,nvt,37,sp,spuisluis,nvt,a,waterkerend kunstwerk,254296.589853,606331.080098,Waterschap Noorderzijlvest,Groningen,NEE,,,POINT (254296.58999999985 606331.0799999982)
kunstwerken_0910.579,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Spijksterpompen,nvt,KD.6.gm.020,nvt,KGM15,nvt,38,gm,gemaal,nvt,a,waterkerend kunstwerk,253865.411635,604000.155049,Waterschap Noorderzijlvest,Groningen,NEE,,,POINT (253865.41200000048 604000.1550000012)
kunstwerken_0910.580,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,afvalwaterLeiding Hoogwattum Hunze & Aa's,nvt,KD.6.py.021,nvt,nvt,nvt,39,py,leidingen,nvt,a,NWO,254618.603631,602411.129044,Waterschap Noorderzijlvest,Groningen,NEE,,,POINT (254618.60399999842 602411.1290000007)
kunstwerken_0910.581,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,gasLeiding gasunie bierum,nvt,KD.6.py.022,nvt,nvt,nvt,40,py,leidingen,nvt,a,NWO,254898.376867,600411.011359,Waterschap Noorderzijlvest,Groningen,NEE,,,POINT (254898.37700000033 600411.0109999999)
kunstwerken_0910.582,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Noordelijke coupure Delfzijl,nvt,KD.6.co.023,nvt,nvt,nvt,41,co,coupure,nvt,a,waterkerend kunstwerk,257768.490256,595215.950196,Waterschap Noorderzijlvest,Groningen,NEE,,,POINT (257768.48999999836 595215.9499999993)
kunstwerken_0910.583,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Grote Waterpoort,nvt,KD.6.co.024,nvt,nvt,nvt,42,co,coupure,Lengte van de coupure is circa 6 meter,a,waterkerend kunstwerk,257732.991029,594963.385325,Waterschap Noorderzijlvest,Groningen,NEE,,,POINT (257732.9910000004 594963.3850000016)
kunstwerken_0910.584,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Westelijke coupure Delfzijl,nvt,KD.6.co.025,nvt,nvt,nvt,43,co,coupure,Lengte van de coupure is circa 5 meter,a,waterkerend kunstwerk,257508.137201,594764.3069,Waterschap Noorderzijlvest,Groningen,NEE,,,POINT (257508.13699999824 594764.307)
kunstwerken_0910.585,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,De Drie Delfzijlen,nvt,KD.6.gm.026,nvt,KGM46,nvt,44,gm,gemaal,nvt,a,waterkerend kunstwerk,257486.816367,594691.029552,Waterschap Noorderzijlvest,Groningen,NEE,,,POINT (257486.81599999964 594691.0300000012)
kunstwerken_0910.586,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Oude Zeesluis Delfzijl,nvt,KD.6.ss.027,nvt,KSL-E-11000,nvt,45,ss,schutsluis,nvt,a,waterkerend kunstwerk,257579.593721,594571.908091,Waterschap Hunze en Aa's,Groningen,NEE,,,POINT (257579.5940000005 594571.9079999998)
kunstwerken_0910.587,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Zuidelijke coupure,nvt,KD.6.co.028,nvt,KCP-Z-003,nvt,46,co,coupure,nvt,a,waterkerend kunstwerk,257645.314152,594539.24801,Waterschap Hunze en Aa's,Groningen,NEE,,,POINT (257645.3139999993 594539.2479999997)
kunstwerken_0910.588,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Spuisluis Duurswold,nvt,KD.6.sp.029,nvt,KSL-D-13000,nvt,47,sp,spuisluis,nvt,a,waterkerend kunstwerk,257787.12093,594490.498876,Waterschap Hunze en Aa's,Groningen,NEE,,,POINT (257787.12099999934 594490.4990000017)
kunstwerken_0910.589,6,nvt,Friesland en Groningen,nvt,1:4000,nvt,nvt,Gemaal Duurswold,nvt,KD.6.gm.030,nvt,KGM-D-11400,nvt,48,gm,gemaal,nvt,a,waterkerend kunstwerk,257829.621184,594452.374774,Waterschap Hunze en Aa's,Groningen,NEE,,,POINT (257829.62099999934 594452.375)
kunstwerken_0910.590,13,44,Noord-Holland,Kromme Rijn,1:10000,nvt,nvt,Bannegatsluis,nvt,KD.13.sp.095,nvt,34k4,nvt,392,sp,spuisluis,nvt,c,waterkerend kunstwerk,119322.178,493677.108,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (119322.17799999937 493677.1079999991)
kunstwerken_0910.591,13,44,Noord-Holland,Kromme Rijn,1:10000,nvt,nvt,Hanepadsluis,nvt,KD.13.ss.096,nvt,35k1,nvt,393,ss,schutsluis,nvt,c,waterkerend kunstwerk,117380.720491,494059.47615,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (117380.71999999881 494059.4759999998)
kunstwerken_0910.592,13,44,Noord-Holland,Kromme Rijn,1:10000,nvt,nvt,Wilhelminasluizen,nvt,KD.13.ss.097,nvt,36k1,nvt,394,ss,schutsluis,nvt,c,waterkerend kunstwerk,116853.126489,494737.960386,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (116853.1259999983 494737.9600000009)
kunstwerken_0910.593,13,44,Noord-Holland,Kromme Rijn,1:10000,nvt,nvt,Zaangemaal,nvt,KD.13.gm.098,nvt,36k2,nvt,395,gm,gemaal,nvt,c,waterkerend kunstwerk,116793.780287,494796.065877,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (116793.78000000119 494796.06599999964)
kunstwerken_0910.594,13,44,Noord-Holland,Kromme Rijn,1:10000,nvt,nvt,Grote of Hondsbossche sluis,nvt,KD.13.ss.099,nvt,36k3,nvt,396,ss,schutsluis,nvt,c,waterkerend kunstwerk,116779.022134,494789.336529,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (116779.02199999988 494789.3370000012)
kunstwerken_0910.595,13,44,Noord-Holland,Kromme Rijn,1:10000,nvt,nvt,Gemaal Soeteboom,nvt,KD.13.gm.100,nvt,36k4,nvt,397,gm,gemaal,nvt,c,waterkerend kunstwerk,116647.24063,494452.565858,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (116647.24100000039 494452.56599999964)
kunstwerken_0910.596,13,44,Noord-Holland,Kromme Rijn,1:10000,nvt,nvt,Gemaal Zaandammerpolder,nvt,KD.13.gm.101,nvt,37k1,nvt,398,gm,gemaal,nvt,c,waterkerend kunstwerk,114063.576,493708.134,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (114063.57600000128 493708.1339999996)
kunstwerken_0910.597,13,44,Noord-Holland,Kromme Rijn,1:10000,nvt,nvt,Gemaal Overtoom,nvt,KD.13.gm.102,nvt,37k3,nvt,399,gm,gemaal,nvt,c,waterkerend kunstwerk,113982.474769,493833.312389,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (113982.47500000149 493833.311999999)
