Boomsoort Wet. Naam;Boomsoort Ned. Naam;Eigendom;Plantjaar;Stamdiameter;Boomhoogte;Standplaats;Boomvorm;X-coordinaat;Y-coordinaat;Elementnummer;Eindbeeld
Carpinus betulus 'Quercifolia';Haagbeuk;Gemeente;1985;35;12;VERHARDING;;105971,507;424194,366;02-11-216-0670;
Carpinus betulus 'Quercifolia';Haagbeuk;Gemeente;1985;30;15;VERHARDING;;105966,631;424199,583;02-11-216-0680;
Carpinus betulus 'Quercifolia';Haagbeuk;Gemeente;1985;15;6;BEPLANTING;;105827,728;424423,91;02-11-216-0750;
Carpinus betulus 'Quercifolia';Haagbeuk;Gemeente;;;;;;;;02-11-216-0760;
Carpinus betulus 'Quercifolia';Haagbeuk;Gemeente;1985;20;9;BEPLANTING;;105821,585;424438,126;02-11-216-0770;
Carpinus betulus 'Quercifolia';Haagbeuk;Gemeente;1985;25;10;VERHARDING;;105851,4199;424369,233;02-11-216-0800;
Carpinus betulus 'Quercifolia';Haagbeuk;Gemeente;1985;30;10;VERHARDING;;105846,903;424377,742;02-11-216-0810;
Carpinus betulus 'Quercifolia';Haagbeuk;Gemeente;1985;45;15;VERHARDING;;105869,7404;424335,298;02-11-216-0820;
Carpinus betulus 'Quercifolia';Haagbeuk;Gemeente;1985;40;10;VERHARDING;;105865,305;424343,369;02-11-216-0830;
Carpinus betulus 'Quercifolia';Haagbeuk;Gemeente;1985;35;15;VERHARDING;;105877,573;424320,562;02-11-216-0840;
Carpinus betulus 'Quercifolia';Haagbeuk;Gemeente;;;;;;;;02-11-216-0860;
Carpinus betulus 'Quercifolia';Haagbeuk;Gemeente;1985;35;10;VERHARDING;;105930,054;424238,806;02-11-216-0870;
Sorbus aria;Meelbes;Gemeente;1945;30;10;VERHARDING;;105755,817;424343,223;02-11-226-0010;
Sorbus aria;Meelbes;Gemeente;1945;50;10;VERHARDING;;105760,429;424335,061;02-11-226-0020;
Sorbus aria;Meelbes;Gemeente;1945;40;10;VERHARDING;;105765,039;424326,84;02-11-226-0030;
Sorbus aria;Meelbes;Gemeente;1945;35;10;VERHARDING;;105782,053;424295,226;02-11-226-0050;
Sorbus aria;Meelbes;Gemeente;1945;50;11;VERHARDING;;105821,391;424225,675;02-11-226-0080;
Sorbus aria;Meelbes;Gemeente;1945;40;10;VERHARDING;;105786,534;424288,126;02-11-226-0100;
Sorbus aria;Meelbes;Gemeente;1945;40;10;VERHARDING;;105791,145;424280,024;02-11-226-0110;
Sorbus aria;Meelbes;Gemeente;1945;45;10;VERHARDING;;105795,579;424272,012;02-11-226-0120;
Sorbus aria;Meelbes;Gemeente;1945;45;10;VERHARDING;;105800,132;424263,97;02-11-226-0130;
Sorbus aria;Meelbes;Gemeente;1945;50;10;VERHARDING;;105804,416;424255,87;02-11-226-0140;
Acer saccharinum;Zilveresdoorn;Gemeente;1975;45;15;VERHARDING;;105324,436;423554,037;02-11-281-0010;
Tilia cordata 'Bohlje';Linde;Gemeente;1975;27;15;VERHARDING;;105398,594;423585,615;02-11-281-0020;
Tilia cordata 'Bohlje';Linde;Gemeente;1975;40;15;VERHARDING;;105408,881;423589,912;02-11-281-0030;
Tilia cordata 'Bohlje';Linde;Gemeente;1975;35;15;VERHARDING;;105426,654;423597,49;02-11-281-0040;
Tilia cordata 'Bohlje';Linde;Gemeente;1975;40;15;VERHARDING;;105443,182;423604,777;02-11-281-0050;
Robinia pseudoacacia;Schijnacacia;Gemeente;1990;20;15;VERHARDING;;105474,12;423618,092;02-11-281-0060;
Robinia pseudoacacia;Schijnacacia;Gemeente;2000;15;10;VERHARDING;;105501,16;423629,801;02-11-281-0070;
Robinia pseudoacacia;Schijnacacia;Gemeente;1980;50;16;VERHARDING;;105510,588;423633,808;02-11-281-0080;
Robinia pseudoacacia;Schijnacacia;Gemeente;1980;43;16;VERHARDING;;105527,66;423640,867;02-11-281-0100;
Acer saccharinum;Zilveresdoorn;Gemeente;1975;40;15;VERHARDING;;105543,006;423647,744;02-11-281-0110;
Acer saccharinum;Zilveresdoorn;Gemeente;1975;50;17;VERHARDING;;105543,219;423659,741;02-11-281-0170;
Robinia pseudoacacia;Schijnacacia;Gemeente;1975;55;15;VERHARDING;;105508,572;423645,096;02-11-281-0180;
Robinia pseudoacacia;Schijnacacia;Gemeente;1980;50;15;VERHARDING;;105498,382;423640,437;02-11-281-0190;
Robinia pseudoacacia;Schijnacacia;Gemeente;1980;50;15;VERHARDING;;105470,699;423628,593;02-11-281-0200;
Tilia cordata 'Bohlje';Linde;Gemeente;1975;30;15;VERHARDING;;105421,636;423607,758;02-11-281-0210;
Tilia cordata 'Bohlje';Linde;Gemeente;1975;35;15;VERHARDING;;105406,406;423601,114;02-11-281-0220;
Tilia cordata 'Bohlje';Linde;Gemeente;1975;30;10;VERHARDING;;105390,303;423594,028;02-11-281-0230;
Acer saccharinum;Zilveresdoorn;Gemeente;1975;45;15;VERHARDING;;105355,085;423579,03;02-11-281-0240;
Acer saccharinum;Zilveresdoorn;Gemeente;1975;40;20;VERHARDING;;105340,559;423572,786;02-11-281-0250;
Acer saccharinum;Zilveresdoorn;Gemeente;1980;31;15;VERHARDING;;105322,946;423564,974;02-11-281-0260;
Acer saccharinum;Zilveresdoorn;Gemeente;1975;55;18;VERHARDING;;105560,91;423655,399;02-11-281-0330;
Acer saccharinum;Zilveresdoorn;Gemeente;1975;45;15;VERHARDING;;105569,892;423659,376;02-11-281-0340;
Acer saccharinum;Zilveresdoorn;Gemeente;1975;37;15;VERHARDING;;105578,636;423663,025;02-11-281-0350;
Acer saccharinum;Zilveresdoorn;Gemeente;1975;45;16;VERHARDING;;105587,677;423666,942;02-11-281-0360;
Acer saccharinum;Zilveresdoorn;Gemeente;1975;43;15;VERHARDING;;105596,57;423670,859;02-11-281-0370;
Acer saccharinum;Zilveresdoorn;Gemeente;1975;55;17;VERHARDING;;105553,747;423664,227;02-11-281-0380;
Acer saccharinum;Zilveresdoorn;Gemeente;1975;45;16;VERHARDING;;105563,711;423668,414;02-11-281-0390;
Acer saccharinum;Zilveresdoorn;Gemeente;1975;50;17;VERHARDING;;105573,346;423672,957;02-11-281-0400;
Acer saccharinum;Zilveresdoorn;Gemeente;1975;50;15;VERHARDING;;105583,042;423677,025;02-11-281-0410;
Acer saccharinum;Zilveresdoorn;Gemeente;1975;55;18;VERHARDING;;105593,184;423681,361;02-11-281-0420;
Robinia pseudoacacia;Schijnacacia;Gemeente;1975;56;15;VERHARDING;;105480,017;423632,65;02-11-281-0430;
Robinia pseudoacacia;Schijnacacia;Gemeente;1975;60;15;VERHARDING;;105489,334;423636,647;02-11-281-0440;
Robinia pseudoacacia;Schijnacacia;Gemeente;1975;50;17;VERHARDING;;105483,0702;423621,895;02-11-281-0450;
Robinia pseudoacacia;Schijnacacia;Gemeente;1980;55;18;VERHARDING;;105491,71;423625,734;02-11-281-0460;
Tilia cordata 'Bohlje';Linde;Gemeente;1975;40;15;VERHARDING;;105454,142;423609,42;02-11-281-0470;
Tilia cordata 'Bohlje';Linde;Gemeente;1975;35;15;VERHARDING;;105414,708;423604,67;02-11-281-0480;
Tilia cordata 'Bohlje';Linde;Gemeente;1975;35;15;VERHARDING;;105419,017;423594,224;02-11-281-0490;
Acer saccharinum;Zilveresdoorn;Gemeente;1980;32;15;VERHARDING;;105332,296;423557,076;02-11-281-0500;
Acer saccharinum;Zilveresdoorn;Gemeente;1980;32;15;VERHARDING;;105340,315;423560,672;02-11-281-0510;
Acer saccharinum;Zilveresdoorn;Gemeente;1980;25;15;VERHARDING;;105348,49;423564,139;02-11-281-0520;
Acer saccharinum;Zilveresdoorn;Gemeente;1985;35;15;VERHARDING;;105356,606;423567,578;02-11-281-0530;
Acer saccharinum;Zilveresdoorn;Gemeente;1995;16;10;VERHARDING;;105364,362;423570,901;02-11-281-0540;
Acer saccharinum;Zilveresdoorn;Gemeente;1965;45;20;VERHARDING;;105373,229;423574,807;02-11-281-0550;
Tilia cordata 'Bohlje';Linde;Gemeente;1975;35;15;VERHARDING;;105398,959;423597,847;02-11-281-0560;
Acer saccharinum;Zilveresdoorn;Gemeente;1975;50;20;VERHARDING;;105362,872;423582,443;02-11-281-0570;
Acer saccharinum;Zilveresdoorn;Gemeente;1980;30;15;VERHARDING;;105347,746;423575,79;02-11-281-0580;
Acer saccharinum;Zilveresdoorn;Gemeente;1975;35;16;VERHARDING;;105331,093;423568,502;02-11-281-0590;
Populus nigra 'Italica';Italiaanse populier;Gemeente;1970;95;16;GRAS INTENSIEF;;106333,475;424247,379;04-15-031-0070;
Populus nigra 'Italica';Italiaanse populier;Gemeente;1970;90;17;BEPLANTING;;106339,93;424248,571;04-15-031-0080;
Populus nigra 'Italica';Italiaanse populier;Gemeente;1970;95;17;BEPLANTING;;106342,612;424248,538;04-15-031-0090;
Populus nigra 'Italica';Italiaanse populier;Gemeente;1970;110;17;BEPLANTING;;106359,0615;424259,267;04-15-031-0100;
Populus nigra 'Italica';Italiaanse populier;Gemeente;1970;80;17;BEPLANTING;;106359,494;424260,295;04-15-031-0110;
Tilia x europaea;Linde;Gemeente;1950;50;10;GRAS INTENSIEF;;106793,186;424084,517;04-15-061-0010;
Pinus strobus;Weymouthden;Gemeente;1950;35;17;BEPLANTING;;106778,55;424088,483;04-15-061-0030;
Pinus strobus;Weymouthden;Gemeente;1950;25;7;BEPLANTING;;106775,203;424087,478;04-15-061-0050;
Pinus strobus;Weymouthden;Gemeente;1950;25;13;BEPLANTING;;106776,249;424084,632;04-15-061-0060;
Betula pendula 'Tristis';Treurberk;Gemeente;1950;25;6;BEPLANTING;;106775,12;424079,735;04-15-061-0070;
Betula pendula;Ruwe berk;Gemeente;1950;20;10;BEPLANTING;;106783,947;424082,623;04-15-061-0080;
Taxodium distichum;Moerascypres;Gemeente;1950;35;9;GRAS INTENSIEF;;106713,758;424127,892;04-15-061-0130;
Taxodium distichum;Moerascypres;Gemeente;1950;45;10;GRAS INTENSIEF;;106704,175;424132,145;04-15-061-0140;
Taxodium distichum;Moerascypres;Gemeente;1950;45;10;GRAS INTENSIEF;;106693,637;424132,622;04-15-061-0150;
Pyrus;Peer;Gemeente;2000;5;5;GRAS INTENSIEF;;106690,449;424143,08;04-15-061-0180;
Betula pendula 'Tristis';Treurberk;Gemeente;1950;30;11;BEPLANTING;;106770,308;424083,083;04-15-061-0190;
Pinus strobus;Weymouthden;Gemeente;1950;55;11;BEPLANTING;;106774,743;424091,454;04-15-061-0200;
Pinus strobus;Weymouthden;Gemeente;1950;35;12;BEPLANTING;;106779,554;424085,929;04-15-061-0210;
Tilia x europaea;Linde;Gemeente;1950;35;10;GRAS INTENSIEF;;106692,125;424150,515;04-15-061-0220;
Tilia x europaea;Linde;Gemeente;1950;40;10;GRAS INTENSIEF;;106699,672;424145,567;04-15-061-0230;
Tilia x europaea;Linde;Gemeente;1950;50;10;GRAS INTENSIEF;;106706,542;424141,111;04-15-061-0240;
Tilia x europaea;Linde;Gemeente;1950;40;10;GRAS INTENSIEF;;106713,646;424136,454;04-15-061-0250;
Tilia x europaea;Linde;Gemeente;1950;40;10;GRAS INTENSIEF;;106721,07;424131,647;04-15-061-0260;
Tilia x europaea;Linde;Gemeente;1950;60;10;GRAS INTENSIEF;;106728,437;424126,866;04-15-061-0270;
Tilia x europaea;Linde;Gemeente;1950;40;10;GRAS INTENSIEF;;106735,264;424122,338;04-15-061-0280;
Tilia x europaea;Linde;Gemeente;1950;55;10;GRAS INTENSIEF;;106742,842;424117,404;04-15-061-0290;
Tilia x europaea;Linde;Gemeente;1950;55;10;GRAS INTENSIEF;;106749,96;424112,61;04-15-061-0300;
Tilia x europaea;Linde;Gemeente;1950;55;10;GRAS INTENSIEF;;106756,797;424108,322;04-15-061-0310;
Tilia x europaea;Linde;Gemeente;1950;50;10;GRAS INTENSIEF;;106764,126;424103,509;04-15-061-0320;
Tilia x europaea;Linde;Gemeente;1950;50;10;GRAS INTENSIEF;;106771,429;424098,739;04-15-061-0330;
Tilia x europaea;Linde;Gemeente;1950;50;10;GRAS INTENSIEF;;106779,1;424093,729;04-15-061-0340;
Tilia x europaea;Linde;Gemeente;1950;50;10;GRAS INTENSIEF;;106786,145;424089,102;04-15-061-0350;
Tilia;Linde;Gemeente;;;;;;;;04-15-066-0040;
Taxodium distichum;Moerascypres;Gemeente;1945;40;12;GRAS INTENSIEF;;106699,304;424107,907;04-15-066-0050;
Tilia x europaea;Linde;Gemeente;1945;40;12;VERHARDING;;106669,972;424117,326;04-15-066-0140;
Tilia x europaea;Linde;Gemeente;1945;30;12;GRAS INTENSIEF;;106677,993;424112,017;04-15-066-0150;
Tilia x europaea;Linde;Gemeente;1945;50;12;GRAS INTENSIEF;;106698,778;424098,491;04-15-066-0160;
Tilia x europaea;Linde;Gemeente;1945;65;12;GRAS INTENSIEF;;106721,006;424084,357;04-15-066-0180;
Tilia x europaea;Linde;Gemeente;1945;40;11;GRAS INTENSIEF;;106729,006;424079,594;04-15-066-0190;
Tilia x europaea;Linde;Gemeente;1945;50;12;BEPLANTING;;106742,732;424070,076;04-15-066-0200;
Tilia x europaea;Linde;Gemeente;1945;40;12;BEPLANTING;;106749,859;424065,509;04-15-066-0210;
Tilia x europaea;Linde;Gemeente;1945;50;12;BEPLANTING;;106757,284;424060,585;04-15-066-0220;
Tilia x europaea;Linde;Gemeente;1945;40;12;BEPLANTING;;106771,598;424051,122;04-15-066-0230;
Prunus cerasifera 'Nigra';Kerspruim;Gemeente;1945;20;7;BEPLANTING;;106773,979;424058,001;04-15-066-0250;
Pinus strobus;Weymouthden;Gemeente;1945;45;11;BEPLANTING;;106763,443;424061,988;04-15-066-0260;
Betula pendula 'Tristis';Treurberk;Gemeente;1945;35;6;BEPLANTING;;106769,165;424070,319;04-15-066-0270;
Betula pendula;Ruwe berk;Gemeente;1945;20;10;BEPLANTING;;106753,143;424071,425;04-15-066-0280;
Betula pendula;Ruwe berk;Gemeente;1945;10;10;BEPLANTING;;106753,617;424078,294;04-15-066-0290;
Pinus strobus;Weymouthden;Gemeente;1945;40;15;BEPLANTING;;106758,313;424064,752;04-15-066-0300;
Pinus strobus;Weymouthden;Gemeente;1945;45;14;BEPLANTING;;106762,062;424067,516;04-15-066-0310;
Pinus strobus;Weymouthden;Gemeente;1945;45;18;BEPLANTING;;106763,837;424065,344;04-15-066-0320;
Betula pendula 'Tristis';Treurberk;Gemeente;1945;35;7;BEPLANTING;;106765,179;424073,359;04-15-066-0340;
Tilia x europaea;Linde;Gemeente;1945;60;12;GRAS INTENSIEF;;106714,165;424088,585;04-15-066-0350;
Tilia x europaea;Linde;Gemeente;1945;50;12;BEPLANTING;;106735,904;424074,436;04-15-066-0360;
Tilia x europaea;Linde;Gemeente;1945;40;12;BEPLANTING;;106764,411;424055,898;04-15-066-0370;
Tilia x europaea;Linde;Gemeente;1945;60;12;GRAS INTENSIEF;;106684,643;424107,626;04-15-066-0380;
Tilia x europaea;Linde;Gemeente;1945;55;12;GRAS INTENSIEF;;106692,307;424102,703;04-15-066-0390;
Taxodium distichum;Moerascypres;Gemeente;1945;45;12;GRAS INTENSIEF;;106688,427;424120,261;04-15-066-0400;
Platanus x hispanica;Plataan;Gemeente;1975;75;20;VERHARDING;;106785,975;424240,875;04-15-086-0270;
Platanus x hispanica;Plataan;Gemeente;1975;80;22;VERHARDING;;106729,16;424251,822;04-15-086-0280;
Platanus x hispanica;Plataan;Gemeente;1975;80;22;VERHARDING;;106668,099;424269,331;04-15-086-0290;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106582,853;424285,461;04-15-086-0300;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106536,402;424294,319;04-15-086-0320;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106508,423;424299,795;04-15-086-0330;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106489,464;424303,271;04-15-086-0340;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106443,196;424312,178;04-15-086-0350;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106396,365;424320,836;04-15-086-0360;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106324,617;424334,661;04-15-086-0370;
Platanus x hispanica;Plataan;Gemeente;1975;85;22;VERHARDING;;106768,06;424244,401;04-15-086-0480;
Platanus x hispanica;Plataan;Gemeente;1975;75;22;VERHARDING;;106758,394;424246,252;04-15-086-0490;
Platanus x hispanica;Plataan;Gemeente;1975;80;22;VERHARDING;;106748,527;424248,138;04-15-086-0500;
Platanus x hispanica;Plataan;Gemeente;1975;75;22;VERHARDING;;106738,552;424250,066;04-15-086-0510;
Platanus x hispanica;Plataan;Gemeente;1975;80;20;VERHARDING;;106851,272;424228,388;04-15-086-0520;
Platanus x hispanica;Plataan;Gemeente;1975;80;20;VERHARDING;;106842,945;424229,959;04-15-086-0530;
Platanus x hispanica;Plataan;Gemeente;1975;80;20;VERHARDING;;106833,313;424231,807;04-15-086-0540;
Platanus x hispanica;Plataan;Gemeente;1975;80;20;VERHARDING;;106823,398;424233,752;04-15-086-0550;
Platanus x hispanica;Plataan;Gemeente;1975;85;25;VERHARDING;;106814,131;424235,526;04-15-086-0560;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106805,007;424237,238;04-15-086-0570;
Platanus x hispanica;Plataan;Gemeente;1975;80;20;VERHARDING;;106795,48;424239,071;04-15-086-0580;
Platanus x hispanica;Plataan;Gemeente;1975;80;22;VERHARDING;;106698,521;424263,555;04-15-086-0600;
Platanus x hispanica;Plataan;Gemeente;1975;80;22;VERHARDING;;106688,427;424265,47;04-15-086-0610;
Platanus x hispanica;Plataan;Gemeente;1975;80;22;VERHARDING;;106678,349;424267,326;04-15-086-0620;
Platanus x hispanica;Plataan;Gemeente;1975;75;22;VERHARDING;;106640,628;424274,657;04-15-086-0630;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106631,301;424276,393;04-15-086-0640;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106621,945;424278,01;04-15-086-0650;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106612,292;424280,074;04-15-086-0660;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106601,863;424281,84;04-15-086-0670;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106592,179;424283,874;04-15-086-0680;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106566,287;424288,723;04-15-086-0690;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106556,424;424290,578;04-15-086-0700;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106546,115;424292,583;04-15-086-0710;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106516,647;424298,238;04-15-086-0720;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106499,258;424301,375;04-15-086-0730;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106472,855;424306,527;04-15-086-0740;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106463,025;424308,59;04-15-086-0750;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106453,321;424310,239;04-15-086-0760;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106426,171;424315,367;04-15-086-0770;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106416,647;424316,959;04-15-086-0780;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106406,698;424318,99;04-15-086-0790;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106379,01;424324,258;04-15-086-0800;
Platanus x hispanica;Plataan;Gemeente;1975;75;25;VERHARDING;;106370,9252;424325,978;04-15-086-0810;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106362,612;424327,339;04-15-086-0820;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106353,683;424328,971;04-15-086-0830;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;VERHARDING;;106344,989;424330,696;04-15-086-0840;
Platanus x hispanica;Plataan;Gemeente;1975;80;23;GRAS EXTENSIEF;;106317,45;424347,973;04-15-091-0050;
Platanus x hispanica;Plataan;Gemeente;1975;80;23;GRAS EXTENSIEF;;106307,076;424349,907;04-15-091-0060;
Platanus x hispanica;Plataan;Gemeente;1975;80;18;BEPLANTING;;106297,999;424351,618;04-15-091-0070;
Platanus x hispanica;Plataan;Gemeente;1975;80;18;BEPLANTING;;106288,147;424353,549;04-15-091-0080;
Platanus x hispanica;Plataan;Gemeente;1975;80;23;GRAS EXTENSIEF;;106327,3489;424346,059;04-15-091-0140;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106501,58;424312,704;04-15-091-0150;
Tilia x europaea;Linde;Gemeente;1975;45;13;GRAS EXTENSIEF;;106218,633;424369,152;04-15-091-0510;
Tilia x europaea;Linde;Gemeente;1975;45;10;GRAS EXTENSIEF;;106207,464;424371,192;04-15-091-0520;
Tilia x europaea;Linde;Gemeente;1975;50;10;GRAS EXTENSIEF;;106196,203;424373,349;04-15-091-0530;
Tilia x europaea;Linde;Gemeente;1975;50;12;GRAS EXTENSIEF;;106185,572;424375,25;04-15-091-0540;
Tilia x europaea;Linde;Gemeente;1975;50;12;GRAS EXTENSIEF;;106174,342;424377,348;04-15-091-0550;
Tilia x europaea;Linde;Gemeente;1975;45;12;GRAS EXTENSIEF;;106163,587;424379,484;04-15-091-0560;
Tilia x europaea;Linde;Gemeente;1975;40;10;GRAS EXTENSIEF;;106152,479;424381,406;04-15-091-0570;
Tilia x europaea;Linde;Gemeente;1975;50;12;GRAS EXTENSIEF;;106141,664;424383,631;04-15-091-0580;
Tilia x europaea;Linde;Gemeente;1975;50;12;GRAS EXTENSIEF;;106130,796;424385,438;04-15-091-0590;
Tilia x europaea;Linde;Gemeente;1975;50;12;GRAS EXTENSIEF;;106108,81;424389,792;04-15-091-0610;
Tilia x europaea;Linde;Gemeente;1975;50;12;GRAS EXTENSIEF;;106087,867;424394,045;04-15-091-0630;
Tilia x europaea;Linde;Gemeente;1975;50;12;GRAS EXTENSIEF;;106077,148;424395,884;04-15-091-0640;
Tilia x europaea;Linde;Gemeente;1975;50;13;GRAS EXTENSIEF;;106066,573;424397,964;04-15-091-0650;
Tilia x europaea;Linde;Gemeente;1975;45;12;GRAS EXTENSIEF;;106057,786;424399,802;04-15-091-0660;
Tilia x europaea;Linde;Gemeente;1975;50;12;GRAS EXTENSIEF;;106047,127;424401,707;04-15-091-0670;
Tilia x europaea;Linde;Gemeente;1975;55;12;GRAS EXTENSIEF;;106037,539;424403,536;04-15-091-0680;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106492,044;424314,182;04-15-091-0700;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106483,11;424316,112;04-15-091-0710;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106474,597;424317,751;04-15-091-0720;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106465,488;424319,41;04-15-091-0730;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106455,81;424321,267;04-15-091-0740;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106446,251;424323,127;04-15-091-0750;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106436,636;424324,836;04-15-091-0760;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106427,911;424326,68;04-15-091-0770;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106418,473;424328,423;04-15-091-0780;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106409,601;424330,175;04-15-091-0790;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106399,836;424331,911;04-15-091-0800;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106390,127;424333,858;04-15-091-0810;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106381,436;424335,464;04-15-091-0820;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106373,341;424337,051;04-15-091-0830;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106364,912;424338,64;04-15-091-0840;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106356,488;424340,277;04-15-091-0850;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106346,725;424342,248;04-15-091-0860;
Platanus x hispanica;Plataan;Gemeente;1975;80;23;GRAS EXTENSIEF;;106337,023;424344,106;04-15-091-0870;
Platanus x hispanica;Plataan;Gemeente;1975;80;22;GRAS EXTENSIEF;;106779,119;424264,187;04-15-091-0880;
Platanus x hispanica;Plataan;Gemeente;1975;80;22;GRAS EXTENSIEF;;106769,825;424264,995;04-15-091-0890;
Platanus x hispanica;Plataan;Gemeente;1975;75;22;GRAS EXTENSIEF;;106760,495;424265,854;04-15-091-0900;
Platanus x hispanica;Plataan;Gemeente;1975;75;22;GRAS EXTENSIEF;;106751,336;424266,539;04-15-091-0910;
Platanus x hispanica;Plataan;Gemeente;1975;75;22;GRAS EXTENSIEF;;106742,212;424267,394;04-15-091-0920;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106732,088;424268,759;04-15-091-0930;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106721,88;424270,734;04-15-091-0940;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106710,657;424273,082;04-15-091-0950;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106700,914;424274,907;04-15-091-0960;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106690,873;424276,793;04-15-091-0970;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106680,742;424278,648;04-15-091-0980;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106670,224;424280,713;04-15-091-0990;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106660,54;424282,539;04-15-091-1000;
Platanus x hispanica;Plataan;Gemeente;1975;85;25;GRAS EXTENSIEF;;106651,423;424284,304;04-15-091-1010;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106642,544;424285,98;04-15-091-1020;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106633,218;424287,746;04-15-091-1030;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106623,862;424289,481;04-15-091-1040;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106615,072;424291,068;04-15-091-1050;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106604,316;424293,133;04-15-091-1060;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106594,513;424294,958;04-15-091-1070;
Platanus x hispanica;Plataan;Gemeente;1975;80;25;GRAS EXTENSIEF;;106586,08;424296,544;04-15-091-1080;
