OBJECTID,SPOORAFSTAND,SPOORTAK_A,SPOORTAK_B,TYPE,DEKKING,DATUM_SPOORTAK_A,DATUM_SPOORTAK_B,GEOCODE_SPOORTAK_A,GEOCODE_SPOORTAK_B,KM_GEOCODE_SPOORTAK_A,KM_GEOCODE_SPOORTAK_B,SPOORNAAM_SPOORTAK_A,SPOORNAAM_SPOORTAK_B,VERMENIGVULDIGINGSFACTOR,BOOGSTRAAL_A,BOOGSTRAAL_B,VERKANTINGSVERSCHIL_HOEK_A_B,HOOGTEVERSCHIL_A_B,Shape__Length
1788,4.262,084_7AR_9.4,084_5L_9.4,Exact_naar_Exact,Volledig,2021/05/25 23:49:30+00,2018/11/13 20:27:50+00,084,084,9.422064,9.421931,7A,5,4.5,,,,,4.26182517825403
1789,3.745,084_7AR_9.4,084_5R_9.4,Exact_naar_Exact,Volledig,2021/05/25 23:49:30+00,2018/11/13 20:44:52+00,084,084,9.469402,9.469475,w7AR-s602,7B,4.5,,,,,3.74449932701289
1790,3.899,084_7AR_9.4,084_7AL_9.4,Exact_naar_Exact,Volledig,2021/05/25 23:49:30+00,2021/05/25 23:49:30+00,084,084,9.473235,9.473259,w7AR-s602,7B,4.5,,,,,3.89876644209422
1791,4.157,084_7BV_9.5,084_3R_9.3,Exact_naar_Exact,Volledig,2021/05/25 23:49:30+00,2021/05/25 23:49:30+00,084,084,10.007528,10.007419,s601-w11BL,9B,4.5,,,,,4.15701789387537
1792,2.761,084_7BV_9.5,084_5L_9.4,Exact_naar_Exact,Volledig,2019/05/08 21:24:35+00,2019/05/08 21:24:35+00,084,084,10.027205,10.027439,11B,11B,4.5,,,,,2.76147339295529
1793,4.029,084_7BV_9.5,084_7AR_9.4,Exact_naar_Exact,Volledig,2021/05/25 23:49:30+00,2021/05/25 23:49:30+00,084,084,9.483622,9.483541,w7BV-s601,w7AR-s602,4.5,,,,,4.02940704322609
1794,4.174,084_929L_15.6,084_13AL_10.4,Exact_naar_Exact,Volledig,2021/05/25 23:49:30+00,2021/05/25 23:49:30+00,084,084,15.159198,15.15919,903b,SM,4.5,,,,,4.17430157271848
1795,4.267,084_929R_15.6,084_13AL_10.4,Exact_naar_Exact,Volledig,2018/11/13 20:44:52+00,2021/05/25 23:49:30+00,,084,,15.595907,,102,4.5,,,,,4.26692030626305
1796,4.27,084_929R_15.6,084_929L_15.6,Spoortak_naar_Spoortak,Volledig,,,,084,,15.547842,,903b,4.5,,,,,4.26966175943716
1797,4.282,084_9BV_10.0,084_11BV_10.1,Exact_naar_Exact,Volledig,2021/05/25 23:49:30+00,2021/05/25 23:49:30+00,084,084,10.366456,10.366457,w9BV-w13BL,w11BV-w13AV,4.5,,,,,4.28171540973942
1798,4.127,084_9BV_10.0,084_13AL_10.4,Exact_naar_Exact,Volledig,2021/05/25 23:49:30+00,2018/11/13 20:44:52+00,084,084,10.377544,10.377547,w9BV-w13BL,13A,4.5,,,,,4.12689443649823
1799,4.057,084_9BV_10.0,084_13AR_10.4,Exact_naar_Exact,Volledig,2021/05/25 23:49:30+00,2021/05/25 23:49:30+00,084,084,10.379168,10.379207,w9BV-w13BL,13A,4.5,,,,,4.05667441261928
1800,4.292,084_9BV_10.0,084_5L_9.4,Exact_naar_Exact,Volledig,2019/05/08 21:24:35+00,2018/11/13 20:27:50+00,084,084,10.077781,10.077659,w9BV-w13BL,11B,4.5,,,,,4.29206115986247
1801,4.157,084_9BV_10.0,084_7BV_9.5,Exact_naar_Exact,Volledig,2019/05/08 21:24:35+00,2021/05/25 23:49:30+00,084,084,10.015021,10.015104,w9BV-w13BL,s601-w11BL,4.5,,,,,4.15660642832588
1802,4.342,085_213AR_19.7,085_213AL_19.7,Exact_naar_Exact,Volledig,2018/11/13 20:41:12+00,2021/07/30 02:14:56+00,085,085,19.786909,19.787145,213B,w213AL-s73,4.5,,,,,4.34213735849063
1803,5.51,085_213BV_19.8,085_213AL_19.7,Spoortakdeel_naar_Spoortak,Onvolledig,,,085,085,19.834948,19.834958,215A,973,4.5,,,,,5.50965578779655
1804,5.479,085_213BV_19.8,085_213AL_19.7,Exact_naar_Exact,Onvolledig,2018/11/13 20:33:54+00,2021/07/08 16:20:41+00,085,085,19.831859,19.831856,215A,973,4.5,,,,,5.47868145177286
1805,5.457,085_215AL_19.8,085_213AL_19.7,Exact_naar_Exact,Volledig,2018/11/13 20:33:53+00,2018/11/13 20:44:52+00,085,085,19.846115,19.846114,215A,973,4.5,,,,,5.456711145003
1806,5.486,085_215AR_19.8,085_213AL_19.7,Exact_naar_Exact,Volledig,2021/07/29 22:29:15+00,2018/11/13 20:44:52+00,085,085,19.835181,19.83521,215A,973,4.5,,,,,5.48636857857727
1807,3.77,085_215AR_19.8,085_215AL_19.8,Exact_naar_Exact,Volledig,2021/07/29 22:29:15+00,2021/07/29 22:29:15+00,085,085,19.887748,19.887834,215B,w215AL-sMH,4.5,,,,,3.77027462262366
1808,4.006,085_215BV_19.9,085_215AL_19.8,Spoortakdeel_naar_Spoortak,Onjuist,,,085,085,31.769409,31.769412,305A,sMH-w305BR,4.5,,,,,4.00614616807725
1809,3.589,085_215BV_19.9,085_215AL_19.8,Exact_naar_Exact,Onjuist,2018/11/13 20:32:14+00,2021/07/29 22:29:15+00,085,085,30.692401,30.69239,LH,MH,4.5,,,,,3.58943543750267
1810,4.687,085_217L_19.3,085_213AL_19.7,Exact_naar_Exact,Volledig,2021/07/08 16:20:41+00,2018/11/13 20:44:57+00,085,085,19.781871,19.781815,972,w213AL-s73,4.5,,,,,4.68689606562808
1811,5.604,085_217L_19.3,085_213AR_19.7,Exact_naar_Exact,Volledig,2021/07/08 16:20:41+00,2018/11/13 20:33:53+00,085,085,19.749904,19.749538,s6-w972V,213A,4.5,,,,,5.60410742580832
1812,6.122,085_217L_19.3,085_213AV_19.7,Spoortakdeel_naar_Spoortak,Onvolledig,,,085,085,19.739248,19.738664,s6-w972V,213A,4.5,,,,,6.12247638215126
1813,4.484,085_217L_19.3,085_213AV_19.7,Exact_naar_Exact,Onvolledig,2021/07/29 22:29:15+00,2021/07/29 22:29:15+00,085,085,19.339493,19.339638,w217L-s6,53,4.5,,,,,4.48367964622808
1814,4.119,085_28AR_36.2,085_28AL_36.2,Spoortak_naar_Spoortak,Volledig,,,085,085,36.253419,36.253352,w28AR-w1001AV,28B,4.5,,,,,4.11948533800037
1815,3.884,085_305AL_31.8,085_215AL_19.8,Exact_naar_Exact,Volledig,2018/11/13 20:44:52+00,2021/11/03 01:40:56+00,085,085,31.775532,31.775407,305A,sMH-w305BR,4.5,,,,,3.88421761748747
1816,3.92,085_305AR_31.8,085_215AL_19.8,Exact_naar_Exact,Volledig,2018/11/13 20:44:52+00,2021/11/03 01:40:56+00,085,085,31.774235,31.774236,305A,sMH-w305BR,4.5,,,,,3.92023869171253
1817,3.994,085_307L_31.8,085_215AL_19.8,Exact_naar_Exact,Volledig,2018/11/13 20:32:14+00,2021/07/29 22:29:15+00,085,085,31.825964,31.825956,307,305B,4.5,,,,,3.99437630926281
1818,3.883,085_307L_31.8,085_305AL_31.8,Exact_naar_Exact,Volledig,2018/11/13 20:41:12+00,2021/07/29 22:29:15+00,085,085,31.819944,31.819809,307,305B,4.5,,,,,3.88300021761524
1819,3.996,085_307L_31.8,085_305BV_31.8,Exact_naar_Exact,Volledig,2018/11/13 20:32:14+00,2021/11/03 01:40:56+00,085,085,31.83037,31.830362,307,w305BV-w311AV,4.5,,,,,3.9962629055156
1820,4,085_307R_31.8,085_215AL_19.8,Exact_naar_Exact,Volledig,2021/07/29 22:29:15+00,2021/07/29 22:29:15+00,085,085,31.803772,31.803779,307,305B,4.5,,,,,4.00023091333488
1821,4.579,085_307R_31.8,085_305AL_31.8,Exact_naar_Exact,Volledig,2018/11/13 20:44:52+00,2021/07/29 22:29:15+00,085,085,31.819881,31.819721,307,305B,4.5,,,,,4.57898516704302
1822,5.303,085_307R_31.8,085_305BV_31.8,Exact_naar_Exact,Volledig,2021/07/29 22:29:15+00,2018/11/13 20:33:53+00,085,085,31.825417,31.825986,307,305B,4.5,,,,,5.30321103954953
1823,3.996,085_307R_31.8,085_307L_31.8,Exact_naar_Exact,Volledig,2018/11/13 20:44:57+00,2018/11/13 20:32:14+00,085,085,32.09863,32.098695,303,302,4.5,,,,,3.99579541643463
1824,4,085_311AL_31.8,085_307L_31.8,Exact_naar_Exact,Volledig,2021/07/29 22:29:15+00,2021/11/03 01:42:10+00,085,085,31.836216,31.83623,311A,307,4.5,,,,,3.99999938124995
1825,6.432,085_311AL_31.8,085_307R_31.8,Exact_naar_Exact,Volledig,2021/07/29 22:29:15+00,2021/11/03 01:42:10+00,085,085,31.836216,31.83553,311A,307,4.5,,,,,6.43213424144739
1826,3.983,085_311AR_31.8,085_307L_31.8,Exact_naar_Exact,Volledig,2021/07/29 22:29:15+00,2018/11/13 20:32:14+00,085,085,32.507965,32.50793,301,302,4.5,,,,,3.9827985550364
1827,4.002,085_311AR_31.8,085_307R_31.8,Exact_naar_Exact,Volledig,2021/07/29 22:29:15+00,2021/07/29 22:29:15+00,085,085,32.632747,32.632706,301,321B,4.5,,,,,4.00210071337541
1828,4.151,085_311AR_31.8,085_311AL_31.8,Exact_naar_Exact,Volledig,2018/11/13 20:33:54+00,2021/07/29 22:29:15+00,085,085,31.886683,31.886266,w311AR-s301,311B,4.5,,,,,4.15063050872997
1829,6.783,085_311BR_31.9,085_305BV_31.8,Spoortak_naar_Spoortak,Volledig,,,085,085,31.836264,31.836215,9,311A,4.5,,,,,6.78348399054645
1830,6.126,085_311BR_31.9,085_311AL_31.8,Spoortakdeel_naar_Spoortak,Onvolledig,,,085,085,31.849491,31.849856,9,311A,4.5,,,,,6.12584810862953
1831,4.571,085_311BR_31.9,085_311AL_31.8,Exact_naar_Exact,Onvolledig,2021/07/29 22:29:15+00,2018/11/13 20:44:57+00,085,085,31.862407,31.862783,s9-w311BR,311A,4.5,,,,,4.57097675557424
1832,6.594,085_311BR_31.9,085_311AR_31.8,Spoortakdeel_naar_Spoortak,Onvolledig,,,085,085,31.849491,31.849536,9,311A,4.5,,,,,6.59416114831902
1833,5.195,085_311BR_31.9,085_311AR_31.8,Exact_naar_Exact,Onvolledig,2021/07/29 22:29:15+00,2018/11/13 20:33:54+00,085,085,31.912736,31.912636,311B,301,4.5,,,,,5.19538317547416
1834,3.784,085_311BV_31.9,085_311AR_31.8,Exact_naar_Exact,Volledig,2018/11/13 20:44:57+00,2018/11/13 20:33:54+00,085,085,32.753875,32.753758,s304-w325BR,s301-w325BL,4.5,,,,,3.78444039852658
1835,3.878,085_321BV_32.6,085_28AV_36.2,Exact_naar_Exact,Volledig,2018/11/13 20:44:52+00,2018/11/13 20:33:54+00,085,085,32.865543,32.865561,327B,w327AL-w28AV,4.5,,,,,3.87774083713701
1836,3.98,085_321BV_32.6,085_311AR_31.8,Spoortakdeel_naar_Spoortak,Onjuist,,,085,085,32.632706,32.632747,321B,301,4.5,,,,,3.98015805841929
1837,3.993,085_321BV_32.6,085_311AR_31.8,Exact_naar_Exact,Onjuist,2021/07/29 22:29:15+00,2018/11/13 20:33:54+00,085,085,32.768581,32.7685,w321BV-w327BL,325B,4.5,,,,,3.99340313266767
1838,4,085_321BV_32.6,085_311BV_31.9,Exact_naar_Exact,Volledig,2021/07/29 22:29:15+00,2021/07/29 22:29:15+00,085,085,32.803865,32.803884,w321BV-w327BL,325B,4.5,,,,,4.00005578586099
1839,4,085_325BV_32.8,085_321BV_32.6,Exact_naar_Exact,Volledig,2021/07/29 22:29:15+00,2021/07/29 22:29:15+00,085,085,32.808267,32.808247,w325BV-w327AV,w321BV-w327BL,4.5,,,,,4.00000353249844
1840,3.882,085_327AR_32.8,085_28AV_36.2,Exact_naar_Exact,Volledig,2021/07/29 22:29:15+00,2018/11/13 20:33:54+00,085,085,32.865321,32.86547,327B,w327AL-w28AV,4.5,,,,,3.88199871200391
1841,3.878,085_327AR_32.8,085_321BV_32.6,Exact_naar_Exact,Volledig,2021/07/29 22:29:15+00,2018/11/13 20:32:14+00,085,085,32.821294,32.821145,327A,w321BV-w327BL,4.5,,,,,3.87789409989494
1842,3.787,085_327BV_32.9,085_28AL_36.2,Exact_naar_Exact,Volledig,2021/07/29 22:29:15+00,2021/07/29 22:29:15+00,085,085,36.202224,36.202362,LG,28A,4.5,,,,,3.78684207486924
1843,3.733,085_327BV_32.9,085_28AR_36.2,Exact_naar_Exact,Volledig,2019/09/26 14:47:16+00,2021/07/29 22:29:15+00,085,085,38.929062,38.92905,LG,w28AR-w1001AV,4.5,,,,,3.73292767811004
1844,3.775,085_327BV_32.9,085_28AV_36.2,Spoortakdeel_naar_Spoortak,Onjuist,,,085,085,36.19821,36.198206,LG,w327AL-w28AV,4.5,,,,,3.77527324044234
1845,3.669,085_327BV_32.9,085_28AV_36.2,Exact_naar_Exact,Onjuist,2021/07/29 22:29:15+00,2018/11/13 20:33:54+00,085,085,34.618357,34.618295,LG,w327AL-w28AV,4.5,,,,,3.66870966008486
1846,4.696,085_972L_19.8,085_213AL_19.7,Exact_naar_Exact,Volledig,2021/07/08 16:20:41+00,2018/11/13 20:44:57+00,085,085,19.784837,19.784783,972,w213AL-s73,4.5,,,,,4.69574312436275
1847,4.238,085_972R_19.8,085_213AL_19.7,Exact_naar_Exact,Volledig,2018/11/13 20:41:12+00,2021/07/30 02:14:56+00,085,085,19.797695,19.797477,972,73,4.5,,,,,4.23775552975865
1848,5.95,085_972R_19.8,085_213BV_19.8,Spoortakdeel_naar_Spoortak,Onvolledig,,,085,085,19.835286,19.834948,973,215A,4.5,,,,,5.94976496762687
1849,6.147,085_972R_19.8,085_213BV_19.8,Exact_naar_Exact,Onvolledig,2021/07/08 16:20:41+00,2018/11/13 20:33:54+00,085,085,19.832362,19.831859,973,215A,4.5,,,,,6.14743310415006
1850,5.458,085_972R_19.8,085_215AL_19.8,Exact_naar_Exact,Volledig,2018/11/13 20:44:52+00,2018/11/13 20:33:53+00,085,085,19.847733,19.847734,973,215A,4.5,,,,,5.45784921924379
1851,5.698,085_972R_19.8,085_215AR_19.8,Exact_naar_Exact,Volledig,2021/07/08 16:20:41+00,2018/11/13 20:44:52+00,085,085,19.842175,19.842004,973,215A,4.5,,,,,5.69811016039529
1852,4.25,085_972R_19.8,085_972L_19.8,Exact_naar_Exact,Volledig,2018/11/13 20:44:52+00,2021/10/07 18:06:38+00,085,085,19.834484,19.834657,973,75,4.5,,,,,4.25022677277342
1853,5.436,085_973V_19.8,085_215AL_19.8,Exact_naar_Exact,Volledig,2018/11/13 20:41:12+00,2018/11/13 20:33:54+00,085,085,19.878021,19.878029,74,w215AL-sMH,4.5,,,,,5.43584034441778
1854,5.842,085_973V_19.8,085_215AR_19.8,Exact_naar_Exact,Volledig,2018/11/13 20:44:57+00,2018/11/13 20:44:52+00,085,085,19.847978,19.847646,973,215A,4.5,,,,,5.84222984826855
1855,4.763,085_973V_19.8,085_972L_19.8,Exact_naar_Exact,Volledig,2021/10/07 18:05:37+00,2018/11/13 20:44:57+00,085,085,19.89556,19.895553,74,75,4.5,,,,,4.76271093496131
1856,3.811,087_117AR_16.5,087_117AL_16.5,Exact_naar_Exact,Volledig,2019/12/15 00:44:51+00,2019/09/05 19:31:19+00,087,087,16.57431,16.574309,w117AR-w119BL,117B,4.5,,,,,3.81074762874688
1857,4.026,087_117BV_16.6,087_117AR_16.5,Spoortakdeel_naar_Spoortak,Onvolledig,,,087,087,16.603559,16.603558,119A,w117AR-w119BL,4.5,,,,,4.02614503464542
1858,4,087_117BV_16.6,087_117AR_16.5,Exact_naar_Exact,Onvolledig,2019/12/15 00:47:56+00,2019/12/15 00:44:51+00,087,087,16.590874,16.590875,117B,w117AR-w119BL,4.5,,,,,4.00000183124958
1859,4.065,087_119AL_16.6,087_117AR_16.5,Spoortakdeel_naar_Spoortak,Onvolledig,,,087,087,16.652586,16.652593,119A,119B,4.5,,,,,4.06526504179002
1860,3.996,087_119AL_16.6,087_117AR_16.5,Exact_naar_Exact,Onvolledig,2019/12/15 00:41:17+00,2019/10/24 00:01:12+00,087,087,16.672716,16.672719,w119AL-sGQ,119B,4.5,,,,,3.9958619107772
1861,3.808,087_119AR_16.6,087_117AR_16.5,Exact_naar_Exact,Volledig,2019/09/05 19:51:10+00,2019/12/15 00:44:51+00,087,087,16.620366,16.62028,119A,w117AR-w119BL,4.5,,,,,3.8075763025841
1862,3.806,087_119AR_16.6,087_119AL_16.6,Exact_naar_Exact,Volledig,2019/09/05 19:51:52+00,2019/12/15 00:41:17+00,087,087,16.694948,16.695034,119B,w119AL-sGQ,4.5,,,,,3.80615506252701
1863,3.588,087_119BV_16.7,087_119AL_16.6,Spoortakdeel_naar_Spoortak,Onvolledig,,,087,087,20.229999,20.229967,GF,GQ,4.5,,,,,3.58820461651785
1864,3.73,087_119BV_16.7,087_119AL_16.6,Exact_naar_Exact,Onvolledig,2019/09/03 16:14:13+00,2014/02/04 12:29:53+00,087,087,22.255544,22.255649,1202,s1201-sGR,4.5,,,,,3.73036906753206
1865,3.826,087_1321L_24.1,087_119AL_16.6,Exact_naar_Exact,Volledig,2019/09/06 04:12:10+00,2019/09/03 16:14:13+00,087,087,24.073372,24.073277,1321,s1301-w1323R,4.5,,,,,3.82576039500646
1866,3.983,087_1321R_24.1,087_119AL_16.6,Exact_naar_Exact,Volledig,2014/02/04 12:30:38+00,2014/02/04 12:29:53+00,087,087,24.111719,24.111726,1321,1323,4.5,,,,,3.98270777863503
1867,3.808,087_1321R_24.1,087_1321L_24.1,Exact_naar_Exact,Volledig,2014/02/04 12:30:38+00,2019/09/06 04:12:46+00,087,087,24.14767,24.14759,w1321R-s1305,1323,4.5,,,,,3.80822532552894
1868,3.991,087_1323V_24.2,087_1321R_24.1,Exact_naar_Exact,Volledig,2014/02/04 12:29:53+00,2014/02/04 12:30:38+00,087,087,24.171688,24.171679,1325,w1321R-s1305,4.5,,,,,3.99143463932456
1869,4.004,087_1325L_24.2,087_1321R_24.1,Exact_naar_Exact,Volledig,2019/09/06 04:14:40+00,2019/09/03 16:14:13+00,087,087,24.174794,24.174785,1325,w1321R-s1305,4.5,,,,,4.00408383778362
1870,3.973,087_1325R_24.2,087_1321R_24.1,Exact_naar_Exact,Volledig,2019/09/03 16:14:13+00,2014/02/04 12:30:38+00,087,087,24.423626,24.423611,1304,1305,4.5,,,,,3.9725508391964
1871,4.44,087_1325R_24.2,087_1325L_24.2,Exact_naar_Exact,Volledig,2019/12/15 00:41:05+00,2019/12/15 00:46:11+00,087,087,24.225234,24.224951,w1325R-s1304,w1325L-s1303,4.5,,,,,4.4399532711505
1872,6.964,087_1335L_24.8,087_1325R_24.2,Exact_naar_Exact,Volledig,2019/09/06 04:22:15+00,2019/12/15 00:41:05+00,087,087,24.755924,24.755917,1335,1304,4.5,,,,,6.96390074598999
1873,6.96,087_1335R_24.8,087_1325R_24.2,Exact_naar_Exact,Volledig,2019/09/06 04:22:15+00,2014/02/04 12:29:53+00,087,087,24.769741,24.769733,1335,1304,4.5,,,,,6.96047002579567
1874,4.213,087_1335R_24.8,087_1335L_24.8,Exact_naar_Exact,Volledig,2015/06/08 19:12:23+00,2015/06/08 19:12:23+00,087,087,24.80597,24.805733,w1335R-w1341L,931/1337,4.5,,,,,4.21298183831832
1875,4.577,087_1339L_25.1,087_1335R_24.8,Exact_naar_Exact,Volledig,2015/06/08 19:12:23+00,2019/09/06 04:37:51+00,087,087,25.204254,25.204229,w1339L-w1345R,1341,4.5,,,,,4.57728506103782
1876,4.21,087_1339R_25.1,087_1335R_24.8,Exact_naar_Exact,Volledig,2019/09/03 16:43:46+00,2019/12/15 00:42:11+00,087,087,25.158944,25.158675,1339,w1335R-w1341L,4.5,,,,,4.20966638583154
1877,4.188,087_1339R_25.1,087_1339L_25.1,Exact_naar_Exact,Volledig,2019/09/06 04:37:51+00,2015/06/08 19:12:23+00,087,087,25.197169,25.19746,1341,w1339L-w1345R,4.5,,,,,4.18756475770823
1878,4.565,087_1341V_25.2,087_1339L_25.1,Exact_naar_Exact,Volledig,2015/06/08 19:12:23+00,2015/06/08 19:12:23+00,087,087,25.339058,25.339041,w1341V-w1343V,w1339L-w1345R,4.5,,,,,4.56489135139052
1879,4.195,087_1343L_25.4,087_1339L_25.1,Exact_naar_Exact,Volledig,2019/09/03 16:27:54+00,2015/06/05 00:00:23+00,087,087,25.395841,25.395563,1343,w1339L-w1345R,4.5,,,,,4.19487020538181
1880,4.003,087_1343R_25.4,087_1321R_24.1,Exact_naar_Exact,Volledig,2018/08/15 23:46:43+00,2019/12/15 00:45:31+00,087,087,25.8159,25.815891,1349,s1305-w1353L,4.5,,,,,4.00308283326738
1881,4.355,087_1343R_25.4,087_1325R_24.2,Exact_naar_Exact,Volledig,2015/06/08 19:12:23+00,2019/12/15 00:41:05+00,087,087,25.765512,25.765216,w1343R-w1349R,s1304-w1349L,4.5,,,,,4.35522563594586
1882,4.564,087_1343R_25.4,087_1339L_25.1,Exact_naar_Exact,Volledig,2019/12/15 00:45:51+00,2019/09/03 16:27:19+00,087,087,25.430025,25.430027,w1343R-w1349R,1345,4.5,,,,,4.56354198512515
1883,4.184,087_1343R_25.4,087_1343L_25.4,Exact_naar_Exact,Volledig,2019/12/15 00:45:51+00,2019/09/03 16:27:19+00,087,087,25.434007,25.433738,w1343R-w1349R,1345,4.5,,,,,4.18427532554922
1884,4.494,087_1345V_25.4,087_1343R_25.4,Exact_naar_Exact,Volledig,2015/06/08 19:11:00+00,2015/06/08 19:12:23+00,087,087,25.551054,25.551076,w1345V-SJ_1345V,w1343R-w1349R,4.5,,,,,4.49418416400574
1885,3.965,087_1349V_25.8,087_1321R_24.1,Spoortakdeel_naar_Spoortak,Onvolledig,,,087,087,25.819021,25.81901,1349,s1305-w1353L,4.5,,,,,3.96531622068152
1886,3.999,087_1349V_25.8,087_1321R_24.1,Exact_naar_Exact,Onvolledig,2019/12/15 00:43:04+00,2014/02/04 12:30:38+00,087,087,25.851521,25.851512,w1349V-w1351V,s1305-w1353L,4.5,,,,,3.99929789088035
1887,3.814,087_1351R_25.9,087_1321R_24.1,Exact_naar_Exact,Volledig,2019/09/03 16:36:17+00,2019/12/15 00:45:31+00,087,087,25.870534,25.870471,1351,s1305-w1353L,4.5,,,,,3.81386995714327
1888,4.378,087_900L_25.1,087_1335R_24.8,Exact_naar_Exact,Volledig,2015/06/08 19:12:23+00,2015/06/08 19:12:23+00,087,087,24.808694,24.808664,931/1337,w1335R-w1341L,4.5,,,,,4.3779388963301
1889,4.631,087_900R_25.1,087_1335R_24.8,Exact_naar_Exact,Volledig,2019/09/06 04:31:51+00,2019/12/15 00:42:11+00,087,087,25.072504,25.072492,900,w1335R-w1341L,4.5,,,,,4.63085897971424
1890,5.471,087_900R_25.1,087_900L_25.1,Spoortak_naar_Spoortak,Volledig,,,087,087,25.022719,25.022247,w932A/932BP-w900R,w931/1337S-w900L,4.5,,,,,5.47054234697073
1891,4.603,087_900V_25.1,087_1335R_24.8,Exact_naar_Exact,Volledig,2015/06/08 19:12:23+00,2019/12/15 00:42:11+00,087,087,25.108706,25.10871,w900V-w1339V,w1335R-w1341L,4.5,,,,,4.60335124121547
1892,4.627,087_901L_24.3,087_1325L_24.2,Exact_naar_Exact,Volledig,2019/09/06 04:18:32+00,2019/09/03 16:14:13+00,087,087,24.264658,24.264715,901,1303,4.5,,,,,4.62688502774815
1893,4.536,087_901R_24.3,087_1325L_24.2,Exact_naar_Exact,Volledig,2015/06/08 19:11:00+00,2019/12/15 00:46:11+00,087,087,24.316257,24.316234,901,1303,4.5,,,,,4.53568491410063
1894,4.212,087_901R_24.3,087_1335L_24.8,Exact_naar_Exact,Volledig,2015/06/08 19:12:23+00,2019/09/06 04:28:26+00,087,087,24.767289,24.767553,2,1335,4.5,,,,,4.21195749741139
1895,4.572,087_901R_24.3,087_1335R_24.8,Exact_naar_Exact,Volledig,2015/06/08 19:12:23+00,2015/06/08 19:12:23+00,087,087,24.794879,24.794872,931/1337,w1335R-w1341L,4.5,,,,,4.57150606802616
1896,6.861,087_901R_24.3,087_901L_24.3,Exact_naar_Exact,Volledig,2019/12/15 00:47:04+00,2020/05/13 20:51:57+00,087,087,24.346666,24.346259,2,w901L-wX0054L,4.5,,,,,6.8609022271127
1897,6.888,087_901V_24.3,087_119AL_16.6,Exact_naar_Exact,Volledig,2015/06/05 00:00:23+00,2019/09/03 16:14:13+00,087,087,24.025983,24.025988,SJ_901V-w901V,s1301-w1323R,4.5,,,,,6.88811902481367
1898,4.692,087_901V_24.3,087_1325L_24.2,Exact_naar_Exact,Volledig,2015/06/08 19:11:00+00,2019/09/03 16:14:13+00,087,087,24.258463,24.258594,901,1303,4.5,,,,,4.69156832200065
1899,6.296,087_931Q_24.8,087_1335R_24.8,Spoortakdeel_naar_Spoortak,Onvolledig,,,087,087,24.822898,24.82285,931/1337,w1335R-w1341L,4.5,,,,,6.29555313852564
1900,4.917,087_931Q_24.8,087_1335R_24.8,Exact_naar_Exact,Onvolledig,2015/06/08 19:12:23+00,2015/06/08 19:12:23+00,087,087,24.807535,24.807497,931/1337,w1335R-w1341L,4.5,,,,,4.91710737425979
1901,4.475,087_931Q_24.8,087_900L_25.1,Spoortak_naar_Spoortak,Volledig,,,087,087,24.84764,24.8479,w931/1337Q-w932A/932BQ,w931/1337S-w900L,4.5,,,,,4.47460262034518
1902,4.376,089_261AL_45.6,020_5V_60.3,Exact_naar_Exact,Volledig,2021/09/29 21:46:21+00,2021/09/29 21:46:21+00,505,505,46.929771,46.929332,122,CS,4.5,,,,,4.37640007311946
1903,3.8,089_261AR_45.6,089_261AL_45.6,Exact_naar_Exact,Onjuist,2022/06/15 13:58:37+00,2021/09/29 21:46:21+00,089,089,45.700833,45.700924,261B,w261AL-s102,4.5,,,,,3.79966525104515
1904,4.09,089_271R_46.0,020_5V_60.3,Exact_naar_Exact,Volledig,2018/08/08 17:00:07+00,2021/09/29 21:46:21+00,505,505,46.888659,46.888681,123,CS,4.5,,,,,4.08988469275113
1905,4.362,089_271R_46.0,089_271L_46.0,Exact_naar_Exact,Volledig,2021/09/29 21:46:21+00,2021/09/29 21:46:21+00,089,089,46.220495,46.220579,w271R-s113,w271L-w273BL,4.5,,,,,4.36189520736113
1906,6.899,089_273AL_46.1,020_5V_60.3,Spoortakdeel_naar_Spoortak,Onvolledig,,,089,089,46.409632,46.409656,114,273B,4.5,,,,,6.89856231398978
1907,6.759,089_273AL_46.1,020_5V_60.3,Exact_naar_Exact,Onvolledig,2018/08/08 17:00:07+00,2019/09/10 17:25:40+00,089,089,46.419217,46.419243,114,273B,4.5,,,,,6.75923805247307
1908,5.954,089_273AL_46.1,089_271L_46.0,Spoortakdeel_naar_Spoortak,Onvolledig,,,089,089,46.238955,46.239011,273A,w271L-w273BL,4.5,,,,,5.95409780235427
1909,5.625,089_273AL_46.1,089_271L_46.0,Exact_naar_Exact,Onvolledig,2021/09/30 02:53:44+00,2015/04/23 19:57:43+00,089,089,46.139918,46.140002,273A,271,4.5,,,,,5.62479670388184
1910,4.311,089_273AL_46.1,089_271R_46.0,Exact_naar_Exact,Volledig,2018/08/08 17:00:07+00,2014/02/04 12:29:07+00,505,505,23.746912,23.746961,124,s123-w313L,4.5,,,,,4.31122800139357
1911,4.218,089_273AR_46.1,089_271L_46.0,Exact_naar_Exact,Volledig,2021/09/30 02:53:44+00,2015/04/23 19:57:43+00,089,089,46.23435,46.234258,273A,w271L-w273BL,4.5,,,,,4.21817352891035
1912,4.692,089_273AR_46.1,089_273AL_46.1,Exact_naar_Exact,Volledig,2021/09/29 21:46:21+00,2021/09/29 21:46:21+00,089,089,46.315261,46.315453,273B,w273AL-s114,4.5,,,,,4.69211355574436
