FID,vrt_code,vrtnaam,haven_vaar,meetpunt,naam,soort,opmerking,kenmerk_id,id,se_anno_cad_data,gdb_geomattr_data,shape
aansluiting.163,067a,Makkumervaart,,2.876,Vaart naar Langerhouw,NBV,,,6121,,,POINT (53.06500000099999 5.475999999999999)
aansluiting.164,225,Amsterdam-Rijnkanaal,,8.256,Gemaal Papelant (spui gemaal),NVW,,,6126,,,POINT (52.324999999 5.017400000000009)
aansluiting.165,086a,Overijsselsche Vecht,,32.953,Genneger Buitenlandkolk,NVW,,,6156,,,POINT (52.557799999 6.107399999999984)
aansluiting.166,092a,Arembergergracht,,5.507,Toppenkolkje,NBV,,,6170,,,POINT (52.659299998999984 6.056299998999975)
aansluiting.167,019,Vaarweg Veendam-Stadskanaal-Ter Apel,,32.356,Uitwateringskanaal Weerdingermond,NVW,,,6231,,,POINT (52.87389999999999 7.049199998000006)
aansluiting.168,201,Vaarweg vanaf de Oude-Wetering via Leiden en Delft naar Rotterdam,,22.196,Voorschoten,NBV,,,6311,,,POINT (52.109999999000024 4.439100000999986)
aansluiting.169,232a,Vaarweg van de Hoge Vaart via Almere-Stad naar Lange Wetering,,0.798,Noorderplassen NO gedeelte,GEB,,,6321,,,POINT (52.39849999900002 5.2219000009999945)
aansluiting.170,202d,Hillegommerbeek,,0.767,"Hillegommerbeek, voortzetting",NBV,,,6332,,,POINT (52.28950000200001 4.581999999000004)
aansluiting.171,091,Vaarweg van het Giethoornse Meer naar het Kanaal van Steenwijk naar de Linde,,11.787,'t Jurries,NBV,,,6358,,,POINT (52.79830000200002 5.930000000000007)
aansluiting.172,083,Oude IJssel,,17.87,Afwateringskanaal Waterzuivering Wisch,NVW,,,6371,,,POINT (51.934500001 6.320700000999977)
aansluiting.173,004b,Gave en Munniksloot naar Leekstermeer en Rodenervaart,,2.311,Matsloot (toegang tot jachthavens),NBV,,,6398,,,POINT (53.19240000100001 6.446600000999979)
aansluiting.174,127,Roosendaalsche- en Steenbergsche Vliet,,14.84,Uitwateringsgeul Spuisluis,NVW,,,6403,,,POINT (51.624400001000026 4.257300000999976)
aansluiting.175,236,"Zaan, Tap- of Tochtsloot, Markervaart en Alkmaardermeer",,4.747,Mallegatsloot met sluisje en hefbrug,NBV,,,6467,,,POINT (52.455800001 4.812199998999972)
aansluiting.176,203,Trekvaart Haarlem naar Leiden,,6.939,Schippersvaart,NBV,,,6494,,,POINT (52.253800001 4.511500001000002)
aansluiting.177,152a1,"Maas, afgesneden rivierbocht bij Linne",,2.15,Gerelingsplas,GEB,,,6496,,,POINT (51.170499999000015 5.949999998999999)
aansluiting.178,091,Vaarweg van het Giethoornse Meer naar het Kanaal van Steenwijk naar de Linde,,6.489,Diepe Wiede,GEB,,,6514,,,POINT (52.779499999999985 5.978599998999982)
aansluiting.179,237,Zijkanaal D en Nauernasche Vaart,,3.624,Sluissloot,NBV,,,6603,,,POINT (52.461300000999984 4.76339999999999)
aansluiting.180,019,Vaarweg Veendam-Stadskanaal-Ter Apel,,4.803,Sloot te Wildervank,NVW,,,6636,,,POINT (53.069200002 6.857000001000017)
aansluiting.181,270,"Gouwe, Gouwekanaal en voorhaven Julianasluis",,3.811,Otwegwetering,NBV,,,6647,,,POINT (52.08599999900002 4.662199999999984)
aansluiting.182,055,Workumertrekvaart,,11.068,IJskeboerenvaart,NBV,,,6665,,,POINT (52.98270000100001 5.451999999999998)
aansluiting.183,027,Vaarweg van de Slenk (Lauwersmeer) naar Leeuwarden,,20.138,Westergracht Dokkum,NBV,,,6671,,,POINT (53.32479999999998 5.993400000000008)
aansluiting.184,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,100.1,Aansluiting naar jachtwerf Klop,NBV,,,6674,,,POINT (51.82710000100002 4.916700002000027)
aansluiting.185,056a,Heeger Var,,1.376,Aansluiting naar watersportpark De Phaershoeke,NBV,,,6676,,,POINT (52.966200001999994 5.61239999899999)
aansluiting.186,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,76.813,Duursche Waarden,GEB,,,6684,,,POINT (52.379700001 6.121300001000009)
aansluiting.187,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,115.165,Afgesneden rivierarm Oude Maas,NBV,,,6701,,,POINT (51.649099998 5.967999997999982)
aansluiting.188,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,185.318,"Haven Crevecoeur (verboden invaart, buiten gebruik)",NVW,,,6748,,,POINT (51.73979999900001 5.269499999000004)
aansluiting.189,237,Zijkanaal D en Nauernasche Vaart,,0.566,Uitwatering gemaal Nauernaschepolder,NVW,,,6754,,,POINT (52.434799999000006 4.7520000000000095)
aansluiting.190,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,57.907,Uitwateringsgeul Inundatiekanaal van de Linge,NVW,,,6766,,,POINT (51.877099998000006 5.433600001000002)
aansluiting.191,228,Eem en havens van Amersfoort,,11.671,Afgesneden rivierarm,NBV,,,6767,,,POINT (52.228399998999976 5.310199997999973)
aansluiting.192,027,Vaarweg van de Slenk (Lauwersmeer) naar Leeuwarden,,8.675,Toeleidingskanaal naar spuisluizen (met ligplaatsen),NBV,,,6805,,,POINT (53.31590000199998 6.1530999990000055)
aansluiting.193,111,Oude Maas,,8.692,Uitwateringsgeul gemaal Devel,NVW,,,6810,,,POINT (51.81419999899998 4.563900000999979)
aansluiting.194,113,Spui en Beningen,,2.351,Uitwateringsgeul Beerenplaat,NVW,,,6934,,,POINT (51.830899998999996 4.402800001000003)
aansluiting.195,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,47.976,Ochtensche Buitenpolder,NVW,,,6948,,,POINT (51.90179999899999 5.567499999000006)
aansluiting.196,218,Ringvaart van de Haarlemmermeerpolder (noordelijk gedeelte),,1.307,Molenplas (met passantensteigers),GEB,,,6961,,,POINT (52.34360000100003 4.656800002000011)
aansluiting.197,091,Vaarweg van het Giethoornse Meer naar het Kanaal van Steenwijk naar de Linde,,10.171,Muurlinkvaart,NBV,,,7000,,,POINT (52.785799999000005 5.942299998999999)
aansluiting.198,202,Vaarweg Noordzeekanaal-Spaarne-Kagerplassen,,12.164,Voormalige zandwinput te Haarlem-Schalkwijk,NVW,,,7046,,,POINT (52.35530000199998 4.635100000000023)
aansluiting.199,084b,Voorhaven Prins Bernhardsluis en havens te Deventer,,0.256,Uitwateringskanaal spuisluis,NVW,,,7066,,,POINT (52.245200001 6.16719999899999)
aansluiting.200,089,Kanaal Beukers-Steenwijk,,9.781,Thijssengracht (met ligplaats),NBV,,,7129,,,POINT (52.74419999899999 6.0764000010000245)
aansluiting.201,007,"Mensingeweersterloopdiep, Hoornse Vaart of Hulpkanaal over den Hoorn en Hunsingokanaal",,6.637,Pieterbuurstermaar,NBV,,,7147,,,POINT (53.36450000100001 6.42489999899999)
aansluiting.202,034,Vaarweg van het Prinses Margrietkanaal (Kruiswaters) naar Drachten,,1.875,Alde wei,NBV,,,7165,,,POINT (53.130600001999994 5.923700000999986)
aansluiting.203,234,Noordhollandsch Kanaal,,53.566,Grote Sloot,NBV,,,7180,,,POINT (52.73279999900001 4.690099998999983)
aansluiting.204,008,Winsumerdiep,,1.507,Oude Ae,NBV,,,7184,,,POINT (53.335200000999976 6.56819999999999)
aansluiting.205,126d,Mark-Vlietkanaal en havens van Roosendaal,,1.571,Rissebeek,NVW,,,7199,,,POINT (51.550700000999996 4.448100001)
aansluiting.206,087,Stadsgrachten en havens te Zwolle,,2.577,Stadsgracht Zwolle (zuidelijke gedeelte),NBV,,,7217,,,POINT (52.51319999999998 6.10110000100002)
aansluiting.207,109a,Ruigt of Reugt,,5.186,Vaarweg om Rietplaat,NBV,,,7221,,,POINT (51.75240000000002 4.781800002000011)
aansluiting.208,006d,"Kommerzijlsterrijte, Kommerzijlsterdiep en Niezijlsterdiep",,5.216,Niehoofsterdiep,NBV,,,7266,,,POINT (53.283000000000015 6.329900000000009)
aansluiting.209,241,Beemsterringvaart,,13.677,Oude uitwatering polder Beschoot (met ligplaatsen),NBV,,,7304,,,POINT (52.60900000100003 4.957499999999982)
aansluiting.210,206,Oude Rijn,,18.109,Kromwijkerwetering,NVW,,,7314,,,POINT (52.0865 4.873500001000025)
aansluiting.211,029,"Ouddeel, Groote Wielen, Rijperkerkstervaart",,3.2,Lytse Wielen,GEB,,,7348,,,POINT (53.20919999900002 5.855700001000002)
aansluiting.212,006,"Vaarwegen in de stad Groningen, Reitdiep en Lauwersmeer",,9.104,Uitwateringskanaal spuisluis Dorkwerd,NVW,,,7421,,,POINT (53.25529999999998 6.510200000999987)
aansluiting.213,022,Van Harinxmakanaal,,8.4,Tzummervaart,NBV,,,7462,,,POINT (53.180500000999984 5.534100000000024)
aansluiting.214,034e,Nieuwe Drait,,0.491,Drachstervaart,NBV,,,7573,,,POINT (53.10430000000002 6.042100000999994)
aansluiting.215,135,Zandkreek en Veerse Meer,,18.459,Aansluiting naar JH Oranjeplaat,NBV,,,7591,,,POINT (51.521000001999994 3.698600001999978)
aansluiting.216,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,3.039,Papenwater (Zuid; recreatievaart achter Provinciehuis),NBV,,,7603,,,POINT (50.83729999899998 5.698800000999995)
aansluiting.217,091,Vaarweg van het Giethoornse Meer naar het Kanaal van Steenwijk naar de Linde,,7.122,Kalenberg,NBV,,,7660,,,POINT (52.77560000099999 5.971799998999984)
aansluiting.218,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,58.247,Ontgrinding Rijkelse Bemden,NVW,,,7688,,,POINT (51.266399998 6.011999998000022)
aansluiting.219,220a,Nieuwe Vaart te Amsterdam,,1.053,Verbinding met lozingskanaal,NBV,,,7740,,,POINT (52.36719999799999 4.926899999)
aansluiting.220,218,Ringvaart van de Haarlemmermeerpolder (noordelijk gedeelte),,10.911,Uitwatering Gemaal Rijnland,NVW,,,7750,,,POINT (52.38300000100003 4.747599999999977)
aansluiting.221,014,Termunterzijldiep,,18.341,Gemaal Kleine Diep,NVW,,,7796,,,POINT (53.29960000099999 7.033199998999976)
aansluiting.222,067,Havens van Makkum en de vaarweg van Makkum naar Tjerkwerd,,4.214,Afgedamde gracht,NBV,,,7812,,,POINT (53.05500000000001 5.405000001000019)
aansluiting.223,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,77.149,Afgesneden rivierarm te Tull en 't Waal (met trailerhelling),NBV,,,7904,,,POINT (51.98409999900002 5.142999998999983)
aansluiting.224,236,"Zaan, Tap- of Tochtsloot, Markervaart en Alkmaardermeer",,6.073,"De Kuil (met trailerhelling)
",NBV,,,7910,,,POINT (52.466200001999994 4.817999999999984)
aansluiting.225,004,Eendrachtskanaal en Hoendiep,,1.178,Hoendiep,NBV,,,8029,,,POINT (53.21310000099999 6.542800001999979)
aansluiting.226,202,Vaarweg Noordzeekanaal-Spaarne-Kagerplassen,,22.487,Elsbroekervaart,NBV,,,8055,,,POINT (52.277800001 4.584499999999991)
aansluiting.227,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,47.847,Uitwateringskanaal slot Nijenbeek,NVW,,,8066,,,POINT (52.19029999899999 6.158799998000006)
aansluiting.228,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,53.54,Uitwateringskanaal Maascentrale,NBV,,,8073,,,POINT (51.22920000200003 5.9941000009999925)
aansluiting.229,092a,Arembergergracht,,2.727,Boswijde,GEB,,,8089,,,POINT (52.683699999 6.048799998999982)
aansluiting.230,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,56.479,Watersportcentrum Eiland van Maurik,GEB,,,8110,,,POINT (51.96999999899998 5.3878999990000125)
aansluiting.231,019,Vaarweg Veendam-Stadskanaal-Ter Apel,,6.083,Sloot te Wildervank,NVW,,,8191,,,POINT (53.058400000999995 6.8504999990000215)
aansluiting.232,222,"Bullewijk, Waver, Winkel, Vinkeveensche Plassen, Geuzensloot, Angstel en Nieuwe Wetering",,12.054,Veldwetering,NBV,,,8214,,,POINT (52.220600002000026 4.971999998999991)
aansluiting.233,201a,Grote Sloot via 't Joppe,,1.964,Holle Mare,NBV,,,8258,,,POINT (52.188200000999984 4.506499997999981)
aansluiting.234,120,Heusdensch Kanaal en Afgedamde Maas,,8.408,Esmeer (recreatieplas),GEB,,,8269,,,POINT (51.787300001999995 5.092799999000022)
aansluiting.235,020,Noord-Willemskanaal,,24.319,Keersluis Hoornse Diep,GEB,,,8284,,,POINT (53.18149999899998 6.5767999999999915)
aansluiting.236,227g,'s-Gravelandsevaart,,5.389,'s-Gravelandse Vaart,NBV,,,8286,,,POINT (52.26020000099999 5.125599998999974)
aansluiting.237,064,Franekervaart,,4.825,Breggebuorren,NBV,,,8301,,,POINT (53.14789999999999 5.631700002000002)
aansluiting.238,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,24.444,Apeldoornsch Kanaal,NBV,,,8326,,,POINT (52.04879999899998 6.115899999000021)
aansluiting.239,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,50.293,Plas Drutensche Waarden,NVW,,,8344,,,POINT (51.89620000100001 5.535500001000003)
aansluiting.240,019,Vaarweg Veendam-Stadskanaal-Ter Apel,,4.077,Sloot te Wildervank (brug over invaart),NVW,,,8352,,,POINT (53.07539999900001 6.8607000000000085)
aansluiting.241,227,Vecht,,0.075,Aansluiting met passantensteiger,NBV,,,8389,,,POINT (52.097100001 5.115299999999991)
aansluiting.242,014,Termunterzijldiep,,18.091,"Sluis Oude Termunterzijl, geen doorvaart",NBV,,,8414,,,POINT (53.29879999899998 7.029699999999991)
aansluiting.243,202,Vaarweg Noordzeekanaal-Spaarne-Kagerplassen,,20.021,Weerlanervaart,NBV,,,8452,,,POINT (52.29760000099998 4.5984999980000225)
aansluiting.244,065,Bolswardertrekvaart,,20.518,Oude Kloostervaart,NBV,,,8544,,,POINT (53.074000001 5.530699997999989)
aansluiting.245,150d,Gat van de Kerksloot,,1.238,Gat van de Vloeien,NBV,,,8574,,,POINT (51.728399998999976 4.782699997999998)
aansluiting.246,232,Hoge Vaart,,22.357,Bosruitertocht,NBV,,,8687,,,POINT (52.33570000200001 5.440900001999978)
aansluiting.247,141b,Geul van Herkingen,,2.504,Vaargeul naar Herkingen met jachthavens,NBV,,,8690,,,POINT (51.69150000100001 4.090399998999999)
aansluiting.248,007,"Mensingeweersterloopdiep, Hoornse Vaart of Hulpkanaal over den Hoorn en Hunsingokanaal",,1.691,Snaphaanstocht,NBV,,,8759,,,POINT (53.34530000000001 6.483299999999986)
aansluiting.249,241,Beemsterringvaart,,7.083,"Schermerhorn, poldergemaal",NVW,,,8783,,,POINT (52.589699998000015 4.88760000100001)
aansluiting.250,039,Vaarweg van het Prinses Margrietkanaal naar de Kuinder of Tjonger,,1.3,Terherne Puollen,NBV,,,8789,,,POINT (53.041000000999986 5.789999998999974)
aansluiting.251,220,Amstel-Gouwevaart (Amstel en Aarkanaal),,37.213,Uitwateringsgeul Schoutenvaartsche Boezem,NVW,,,8826,,,POINT (52.15080000099999 4.7056999989999895)
aansluiting.252,231,Lage Vaart,,37.675,Rendiertocht,NBV,,,8883,,,POINT (52.52230000100002 5.682999998000014)
aansluiting.253,243,Kanaal Alkmaar (Omval) - Kolhorn,,22.534,Molenkade,NVW,,,8939,,,POINT (52.77129999900001 4.891899998999975)
aansluiting.254,040a,"Gudsekop, Statenbocht en Hoitesloot",,0.998,Elve sloot,NBV,,,8955,,,POINT (53.00529999999998 5.741599999000016)
aansluiting.255,152a,Afgesneden Maas en havengebied te Roermond,,9.113,Toeleidingskanaal naar overlaat,NVW,,,9008,,,POINT (51.21880000099998 5.97890000000001)
aansluiting.460,009,Boterdiep,,1.6,Gemaal Stad en Lande2,NVW,,,15427,,,POINT (53.250700000999984 6.5817000010000015)
aansluiting.256,083,Oude IJssel,,0.429,Afwateringskanaal stuw Doesburg,NVW,,,9126,,,POINT (52.00939999899998 6.128800001000002)
aansluiting.257,202,Vaarweg Noordzeekanaal-Spaarne-Kagerplassen,,18.875,Oosteindervaart,NBV,,,9149,,,POINT (52.306899998000006 4.6057999989999985)
aansluiting.258,095a,Nagelervaart,,4.51,Han Stijkeltocht,NVW,,,9152,,,POINT (52.645199999 5.703600000999984)
aansluiting.259,212b3,Vaarweg van het Westerdok naar de Amstel,,2.535,Spiegelgracht,NBV,,,9241,,,POINT (52.362799998000014 4.8878999990000125)
aansluiting.260,055,Workumertrekvaart,,13.667,Aansluiting woonwijk,GEB,,,9260,,,POINT (52.96739999900001 5.4243000000000166)
aansluiting.261,092,Vaarweg Blauwe Hand-Blokzijl,,4.373,Vaartsloot,NBV,,,9311,,,POINT (52.71249999899999 6.017499998000005)
aansluiting.262,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,136.633,Tochtsloot,NVW,,,9493,,,POINT (51.753199998000014 5.789000000999977)
aansluiting.263,232,Hoge Vaart,,47.388,Oldenbroekertocht,NBV,,,9497,,,POINT (52.46840000200001 5.7117000000000075)
aansluiting.264,231,Lage Vaart,,42.78,Colijntocht,NBV,,,9505,,,POINT (52.55400000100002 5.729400000999988)
aansluiting.265,086a,Overijsselsche Vecht,,12.186,Stuwkanaal stuw Vilsteren (bovenstrooms),NVW,,,9512,,,POINT (52.52129999900001 6.338199998999983)
aansluiting.266,058,Vaarweg van Sneek door de Woudvaart naar het Oudhof,,2.698,Zwarte Brekken,NBV,,,9521,,,POINT (53.00829999899997 5.678800002000003)
aansluiting.267,226,Merwedekanaal (benoorden de Lek),,5.918,Spuikanaal,NVW,,,9539,,,POINT (52.052599999999984 5.107799999000008)
aansluiting.268,105,Linge,,14.943,Aansluiting woonwijk,NBV,,,9554,,,POINT (51.88789999900001 5.097699999999975)
aansluiting.269,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,101.3,Aansluiting naar visserijbedrijf Klop,NBV,,,9585,,,POINT (51.82279999899998 4.901000001)
aansluiting.270,060,Lemmer - Delfzijl,,26.7,Meanewei,NBV,,,9589,,,POINT (53.131200001000025 5.884900000000016)
aansluiting.271,027,Vaarweg van de Slenk (Lauwersmeer) naar Leeuwarden,,31.506,Kontribusjefeart,NBV,,,9613,,,POINT (53.28539999899999 5.848299999000005)
aansluiting.272,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,162.982,Oude rivierarm te Alphen (met jachthaven),NBV,,,9642,,,POINT (51.82910000200002 5.484700002000011)
aansluiting.273,201,Vaarweg vanaf de Oude-Wetering via Leiden en Delft naar Rotterdam,,20.656,Jan Bakkerssloot (toegang tot Vlietland),GEB,,,9687,,,POINT (52.11989999899998 4.454200000000014)
aansluiting.274,026,Vaarweg van Leeuwarden naar Berlikum,,9.736,Vaartje naar Berlikum,NBV,,,9711,,,POINT (53.24280000099998 5.639600001000019)
aansluiting.275,212c,Vaarweg van de Schinkel (Nieuwe Meer) naar de Amstel,,2.876,Boerenwetering (Overtoom),NBV,,,9723,,,POINT (52.348099999 4.88549999899999)
aansluiting.276,021b,"Vaargeul naar Grouw, Rechte Grouw",,0.435,Verbinding naar Warga,GEB,,,9761,,,POINT (53.098599999999976 5.842099997999981)
aansluiting.277,120,Heusdensch Kanaal en Afgedamde Maas,,3.714,Uitwateringsgeul gemaal bij Spijk,NVW,,,9815,,,POINT (51.76399999900002 5.136500001000002)
aansluiting.278,017,"Westerwoldsche Aa, Veendiep, B.L.Tijdenskanaal en Ruiten Aa Kanaal",,27.057,Uitwateringskanaal diverse sloten (brug over invaart),NVW,,,9823,,,POINT (52.95490000000001 7.165700000000015)
aansluiting.279,011f,Verbindingskanaal Damsterdiep-Oude Eemskanaal,,0.257,Aansluiting naar woonwijk,NBV,,,9904,,,POINT (53.32209999899999 6.916099998999982)
aansluiting.280,231,Lage Vaart,,24.245,Larservaart,NBV,,,9906,,,POINT (52.48640000099999 5.502599998999983)
aansluiting.281,206a,"Ziende, Ziendevaart en Nieuwkoopse Plassen",,8.865,Machinesloot,NBV,,,9916,,,POINT (52.15489999900001 4.803100001000018)
aansluiting.282,222a,Holendrecht en Angstel (Abcoude-Loenersloot),,4.813,Oude Gein,NBV,,,9939,,,POINT (52.266100000999984 4.979200002000027)
aansluiting.283,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,109.723,Heukelomsche Beek,NVW,,,9940,,,POINT (51.61670000100003 6.023600000999977)
aansluiting.284,218,Ringvaart van de Haarlemmermeerpolder (noordelijk gedeelte),,14.707,Uitwatering Gemaal De Lijnden,NVW,,,9960,,,POINT (52.35359999899998 4.761399998999991)
aansluiting.285,240,Vaart van Edam naar Purmerend,,7.603,"Kwadijk, gemaal",NVW,,,9966,,,POINT (52.527499999999975 5.006499997999981)
aansluiting.286,033,Vaarweg van Drachten tot in het Bergumermeer,,13.1,Vaargeul naar Bergumermeercentrale,NBV,,,9969,,,POINT (53.195900000999984 6.038699999000016)
aansluiting.287,226b,Gekanaliseerde Hollandsche IJssel (beoosten Gouda),,26.844,Enkele Wiericke of Kleine Wiericke,NVW,,,9977,,,POINT (52.013900001000025 4.803399999000021)
aansluiting.288,092a,Arembergergracht,,2.723,Vaarweg door Belterwijde naar het kanaal Beukers-Steenwijk,NBV,,,10056,,,POINT (52.683699999 6.048799998999982)
aansluiting.289,019,Vaarweg Veendam-Stadskanaal-Ter Apel,,15.58,Voorm. zijkanaal naar het Boerendiep (hefbrug over invaart),NBV,,,10143,,,POINT (52.99540000000002 6.939399998999988)
aansluiting.290,061,Vaarweg van Grouw langs Warga naar het Van Harinxmakanaal,,4.554,Ringsleat,NBV,,,10179,,,POINT (53.133699998 5.836599997999997)
aansluiting.291,226b,Gekanaliseerde Hollandsche IJssel (beoosten Gouda),,21.843,Lange Linschoten,NBV,,,10195,,,POINT (52.021600001000024 4.8706000000000245)
aansluiting.292,220,Amstel-Gouwevaart (Amstel en Aarkanaal),,1.223,Entrepotdok,NBV,,,10329,,,POINT (52.36970000000002 4.910799999000005)
aansluiting.293,406,"Vaarwater naar Emden, Gaatje Bocht, Oostfriesche Gaatje, Doekegat, Randzelgat en Westereems",,33.666,Waterinlaatkanaal Eemscentrale (werkhaven Electrabel),NVW,,,10338,,,POINT (53.44279999999998 6.901900001000001)
aansluiting.294,076,Hoogeveensche Vaart en Verlengde Hoogeveensche Vaart,,37.837,Marsstroom (brug in invaart),NVW,,,10340,,,POINT (52.728200000000015 6.657200000999978)
aansluiting.295,057,Vaarweg Sneek-IJlst,,4.414,Ee,NBV,,,10363,,,POINT (53.010600001 5.621800001999986)
aansluiting.296,021d,Heerengat of Heeresloot,,2.332,Vaart naar de Herne,NBV,,,10374,,,POINT (53.029300001000024 5.7765000019999775)
aansluiting.297,088,Meppelerdiep,,3.585,Waterinlaatkanaal Kanaal Beukers-Steenwijk,NVW,,,10424,,,POINT (52.66250000100001 6.1019000000000005)
aansluiting.298,121,"Gekan. Dieze, Zuid-Willemsvaart, Verbindingskanaal in het Bossche Veld",,41.124,Uitwatering van de Bakelse Aa (brug over invaart),NVW,,,10501,,,POINT (51.49819999900001 5.676399998000022)
aansluiting.299,109,Vaarweg Spijkerboor-Werkendam,,1.072,Aakvlaai,NBV,,,10539,,,POINT (51.720600002000026 4.843099999999993)
aansluiting.300,044a1,Mallegat,,1.049,Aansluiting naar woonwijk,NBV,,,10557,,,POINT (52.82739999900002 5.967599999000015)
aansluiting.301,109b,Oostkil,,0.366,Aakvlaai,GEB,,,10560,,,POINT (51.72579999999999 4.851699999999994)
