Kenteken,Referentiecode RDW,Code Status,Status
00BHB8,MGP170505,P,Producent heeft herstel gemeld
00BHB8,MGP210563,O,Openstaande terugroepactie
00BHF9,MGP160185,P,Producent heeft herstel gemeld
00BHF9,MGP160449,P,Producent heeft herstel gemeld
00BHF9,MGP170505,P,Producent heeft herstel gemeld
00BHG5,MGP170505,P,Producent heeft herstel gemeld
00BHK5,MGP220252,O,Openstaande terugroepactie
00BHL6,MGP170210,P,Producent heeft herstel gemeld
00BHN1,MGP170505,P,Producent heeft herstel gemeld
00BHN1,MGP210563,P,Producent heeft herstel gemeld
00BHN7,MGP170210,P,Producent heeft herstel gemeld
00BHN7,MGP170505,P,Producent heeft herstel gemeld
00BHP1,MGP210563,P,Producent heeft herstel gemeld
00BHS6,MGP170057,P,Producent heeft herstel gemeld
00BHS6,MGP170210,P,Producent heeft herstel gemeld
00BHV3,MGP170001,P,Producent heeft herstel gemeld
00BHV3,MGP170210,P,Producent heeft herstel gemeld
00BHV3,MGP170503,P,Producent heeft herstel gemeld
00BHX9,MGP170210,P,Producent heeft herstel gemeld
00BHX9,MGP170503,P,Producent heeft herstel gemeld
00BJB7,MGP170001,P,Producent heeft herstel gemeld
00BJB7,MGP170363,P,Producent heeft herstel gemeld
00BJB7,MGP170435,P,Producent heeft herstel gemeld
00BJB7,MGP210563,P,Producent heeft herstel gemeld
00BJD8,MGP170210,P,Producent heeft herstel gemeld
00BJD8,MGP170377,P,Producent heeft herstel gemeld
00BJG8,MGP170210,P,Producent heeft herstel gemeld
00BJG8,MGP170503,P,Producent heeft herstel gemeld
00BJJ5,MGP170210,P,Producent heeft herstel gemeld
00BJJ5,MGP170435,P,Producent heeft herstel gemeld
00BJL4,MGP170503,O,Openstaande terugroepactie
00BJN1,MGP170210,P,Producent heeft herstel gemeld
00BJN1,MGP170377,P,Producent heeft herstel gemeld
00BJN1,MGP170503,P,Producent heeft herstel gemeld
00BJN1,MGP170505,P,Producent heeft herstel gemeld
00BJS3,MGP170210,P,Producent heeft herstel gemeld
00BJV3,MGP170210,P,Producent heeft herstel gemeld
00BJV3,MGP170435,P,Producent heeft herstel gemeld
00BJZ3,MGP220415,O,Openstaande terugroepactie
00BJZ8,MGP210563,P,Producent heeft herstel gemeld
00BKB5,MGP190130,P,Producent heeft herstel gemeld
00BKD3,MGP170505,P,Producent heeft herstel gemeld
00BKJ4,MGP190130,P,Producent heeft herstel gemeld
00BKL3,MGP180422,P,Producent heeft herstel gemeld
00BKL8,MGP180491,P,Producent heeft herstel gemeld
00BKL8,MGP190130,P,Producent heeft herstel gemeld
00BKV3,MGP190130,P,Producent heeft herstel gemeld
00BKX3,MGP190130,O,Openstaande terugroepactie
00BLV3,MGP180616,P,Producent heeft herstel gemeld
00BLV3,MGP210302,P,Producent heeft herstel gemeld
00BNK6,MGP210302,O,Openstaande terugroepactie
00BNT9,MGP200038,P,Producent heeft herstel gemeld
00BPJ3,MGP200235,P,Producent heeft herstel gemeld
00BPJ3,MGP210209,P,Producent heeft herstel gemeld
00BPJ3,MGP220506,O,Openstaande terugroepactie
00BPL6,MGP200049,P,Producent heeft herstel gemeld
00BPL9,MGP220506,O,Openstaande terugroepactie
00BPR7,MGP200235,P,Producent heeft herstel gemeld
00BPR7,MGP210209,P,Producent heeft herstel gemeld
00BPR7,MGP210245,O,Openstaande terugroepactie
00BPR7,MGP220506,O,Openstaande terugroepactie
00BPR9,MGP200235,P,Producent heeft herstel gemeld
00BPR9,MGP210209,P,Producent heeft herstel gemeld
00BPZ5,MGP210057,O,Openstaande terugroepactie
00BPZ5,MGP220506,O,Openstaande terugroepactie
00BRB5,MGP220506,O,Openstaande terugroepactie
00BRD6,MGP210245,O,Openstaande terugroepactie
00BRD6,MGP220506,O,Openstaande terugroepactie
00BRG7,MGP210446,O,Openstaande terugroepactie
00BRJ7,MGP220506,O,Openstaande terugroepactie
00BRK2,MGP210563,O,Openstaande terugroepactie
00BRK9,MGP220343,P,Producent heeft herstel gemeld
00BRL9,MGP220343,P,Producent heeft herstel gemeld
00BRN3,MGP220343,P,Producent heeft herstel gemeld
00BRR6,MGP220506,O,Openstaande terugroepactie
00BRS3,MGP220506,O,Openstaande terugroepactie
00BSB7,MGP210563,O,Openstaande terugroepactie
00GBB9,MGP170255,P,Producent heeft herstel gemeld
00GBF7,MGP120406,P,Producent heeft herstel gemeld
00GBF7,MGP140106,P,Producent heeft herstel gemeld
00GBF7,MGP150162,P,Producent heeft herstel gemeld
00GBF7,MGP150163,P,Producent heeft herstel gemeld
00GBF8,MGP120373,P,Producent heeft herstel gemeld
00GBF8,MGP120461,P,Producent heeft herstel gemeld
00GBF8,MGP150163,P,Producent heeft herstel gemeld
00GBG3,MGP160059,P,Producent heeft herstel gemeld
00GBG3,MGP160220,P,Producent heeft herstel gemeld
00GBH1,MGP120122,P,Producent heeft herstel gemeld
00GBH1,MGP120231,P,Producent heeft herstel gemeld
00GBH4,MGP170289,P,Producent heeft herstel gemeld
00GBH4,MGP180617,P,Producent heeft herstel gemeld
00GBK6,MGP160059,P,Producent heeft herstel gemeld
00GBK6,MGP160220,P,Producent heeft herstel gemeld
00GBL7,MGP130025,P,Producent heeft herstel gemeld
00GBP2,MGP190064,P,Producent heeft herstel gemeld
00GBP2,MGP200507,P,Producent heeft herstel gemeld
00GBP5,MGP180532,P,Producent heeft herstel gemeld
00GBP7,MGP190063,P,Producent heeft herstel gemeld
00GBR2,MGP180384,P,Producent heeft herstel gemeld
00GBR6,MGP130071,P,Producent heeft herstel gemeld
00GBR6,MGP200025,P,Producent heeft herstel gemeld
00GBR6,MGP200186,P,Producent heeft herstel gemeld
00GBR7,MGP130071,P,Producent heeft herstel gemeld
00GBS5,MGP180561,P,Producent heeft herstel gemeld
00GBS8,MGP140194,P,Producent heeft herstel gemeld
00GBS8,MGP180115,P,Producent heeft herstel gemeld
00GBX4,MGP120460,P,Producent heeft herstel gemeld
00GBX4,MGP120461,P,Producent heeft herstel gemeld
00GBX6,MGP120327,P,Producent heeft herstel gemeld
00GBX6,MGP150029,P,Producent heeft herstel gemeld
00GBZ4,MGP150175,P,Producent heeft herstel gemeld
00GBZ4,MGP150435,P,Producent heeft herstel gemeld
00GBZ4,MGP170383,P,Producent heeft herstel gemeld
00GBZ8,MGP170288,P,Producent heeft herstel gemeld
00GBZ8,MGP170289,P,Producent heeft herstel gemeld
00GBZ8,MGP180619,P,Producent heeft herstel gemeld
00GDF4,MGP120460,P,Producent heeft herstel gemeld
00GDF5,MGP110024,P,Producent heeft herstel gemeld
00GDF5,MGP130013,P,Producent heeft herstel gemeld
00GDF5,MGP140253,P,Producent heeft herstel gemeld
00GDF5,MGP150163,P,Producent heeft herstel gemeld
00GDG4,MGP150175,P,Producent heeft herstel gemeld
00GDG4,MGP150435,P,Producent heeft herstel gemeld
00GDG4,MGP170383,P,Producent heeft herstel gemeld
00GDG7,MGP200327,P,Producent heeft herstel gemeld
00GDJ9,MGP120327,P,Producent heeft herstel gemeld
00GDJ9,MGP150029,P,Producent heeft herstel gemeld
00GDL2,MGP120406,P,Producent heeft herstel gemeld
00GDL2,MGP140106,P,Producent heeft herstel gemeld
00GDL2,MGP150162,O,Openstaande terugroepactie
00GDL2,MGP150163,O,Openstaande terugroepactie
00GDN1,MGP190064,P,Producent heeft herstel gemeld
00GDN1,MGP200507,P,Producent heeft herstel gemeld
00GDP1,MGP220263,O,Openstaande terugroepactie
00GDP5,MGP200430,O,Openstaande terugroepactie
00GDS1,MGP180561,P,Producent heeft herstel gemeld
00GDS2,MGP180561,O,Openstaande terugroepactie
00GDS3,MGP160059,P,Producent heeft herstel gemeld
00GDS3,MGP160220,P,Producent heeft herstel gemeld
00GDT3,MGP200327,P,Producent heeft herstel gemeld
00GDX1,MGP150324,O,Openstaande terugroepactie
00GDX8,MGP180561,P,Producent heeft herstel gemeld
00GDZ1,MGP130072,P,Producent heeft herstel gemeld
00GDZ3,MGP150305,P,Producent heeft herstel gemeld
00GDZ6,MGP190064,P,Producent heeft herstel gemeld
00GDZ6,MGP200507,P,Producent heeft herstel gemeld
00GDZ8,MGP170289,P,Producent heeft herstel gemeld
00GDZ8,MGP180617,P,Producent heeft herstel gemeld
00GFD2,MGP120406,P,Producent heeft herstel gemeld
00GFD2,MGP150163,P,Producent heeft herstel gemeld
00GFD2,MGP180579,P,Producent heeft herstel gemeld
00GFD3,MGP120406,P,Producent heeft herstel gemeld
00GFD3,MGP140106,P,Producent heeft herstel gemeld
00GFD3,MGP150162,P,Producent heeft herstel gemeld
00GFD3,MGP150163,P,Producent heeft herstel gemeld
00GFF9,MGP170288,P,Producent heeft herstel gemeld
00GFF9,MGP170289,P,Producent heeft herstel gemeld
00GFF9,MGP180619,P,Producent heeft herstel gemeld
00GFG5,MGP130071,P,Producent heeft herstel gemeld
00GFG5,MGP200025,P,Producent heeft herstel gemeld
00GFG5,MGP200186,O,Openstaande terugroepactie
00GFH2,MGP170326,P,Producent heeft herstel gemeld
00GFH7,MGP180561,P,Producent heeft herstel gemeld
00GFH8,MGP180561,P,Producent heeft herstel gemeld
00GFJ1,MGP160059,P,Producent heeft herstel gemeld
00GFJ1,MGP160220,P,Producent heeft herstel gemeld
00GFJ5,MGP190064,P,Producent heeft herstel gemeld
00GFJ5,MGP200507,P,Producent heeft herstel gemeld
00GFL1,MGP120460,P,Producent heeft herstel gemeld
00GFL2,MGP120460,P,Producent heeft herstel gemeld
00GFL3,MGP180384,P,Producent heeft herstel gemeld
00GFL6,MGP220023,O,Openstaande terugroepactie
00GFL7,MGP190063,P,Producent heeft herstel gemeld
00GFL8,MGP130138,P,Producent heeft herstel gemeld
00GFL8,MGP150324,P,Producent heeft herstel gemeld
00GFN7,MGP130071,P,Producent heeft herstel gemeld
00GFN8,MGP140242,P,Producent heeft herstel gemeld
00GFN8,MGP180214,P,Producent heeft herstel gemeld
00GFN8,MGP180554,P,Producent heeft herstel gemeld
00GFN8,MGP180555,P,Producent heeft herstel gemeld
00GFP2,MGP120460,P,Producent heeft herstel gemeld
00GFR1,MGP150175,P,Producent heeft herstel gemeld
00GFR1,MGP150435,P,Producent heeft herstel gemeld
00GFR1,MGP170383,P,Producent heeft herstel gemeld
00GFR3,MGP200327,O,Openstaande terugroepactie
00GFR4,MGP170288,P,Producent heeft herstel gemeld
00GFR4,MGP170289,P,Producent heeft herstel gemeld
00GFR4,MGP180619,P,Producent heeft herstel gemeld
00GFS5,MGP130134,P,Producent heeft herstel gemeld
00GFT3,MGP120122,P,Producent heeft herstel gemeld
00GFT3,MGP120231,P,Producent heeft herstel gemeld
00GFT8,MGP130071,P,Producent heeft herstel gemeld
00GFT9,MGP200430,P,Producent heeft herstel gemeld
00GFV3,MGP140242,P,Producent heeft herstel gemeld
00GFV3,MGP180214,O,Openstaande terugroepactie
00GFV3,MGP180555,O,Openstaande terugroepactie
00GFV6,MGP180561,P,Producent heeft herstel gemeld
00GFV7,MGP120327,P,Producent heeft herstel gemeld
00GFV7,MGP150029,P,Producent heeft herstel gemeld
00GFV8,MGP150166,P,Producent heeft herstel gemeld
00GFX4,MGP120122,P,Producent heeft herstel gemeld
00GFX4,MGP120231,P,Producent heeft herstel gemeld
00GFZ1,MGP200430,O,Openstaande terugroepactie
00GFZ2,MGP200430,O,Openstaande terugroepactie
00GGB2,MGP180561,P,Producent heeft herstel gemeld
00GGB3,MGP150163,P,Producent heeft herstel gemeld
00GGB3,MGP180579,O,Openstaande terugroepactie
00GGF7,MGP120406,P,Producent heeft herstel gemeld
00GGF7,MGP140106,P,Producent heeft herstel gemeld
00GGF7,MGP150162,P,Producent heeft herstel gemeld
00GGF7,MGP150163,P,Producent heeft herstel gemeld
00GGF8,MGP120406,P,Producent heeft herstel gemeld
00GGF8,MGP150163,P,Producent heeft herstel gemeld
00GGF8,MGP180256,P,Producent heeft herstel gemeld
00GGF8,MGP180579,P,Producent heeft herstel gemeld
00GGG5,MGP120122,P,Producent heeft herstel gemeld
00GGG5,MGP120231,P,Producent heeft herstel gemeld
00GGG8,MGP170288,O,Openstaande terugroepactie
00GGG8,MGP170289,O,Openstaande terugroepactie
00GGG8,MGP180619,O,Openstaande terugroepactie
00GGH2,MGP200430,O,Openstaande terugroepactie
00GGH9,MGP120406,P,Producent heeft herstel gemeld
00GGH9,MGP150163,P,Producent heeft herstel gemeld
00GGH9,MGP180579,P,Producent heeft herstel gemeld
00GGJ7,MGP120122,P,Producent heeft herstel gemeld
00GGJ7,MGP120231,P,Producent heeft herstel gemeld
00GGK4,MGP160075,P,Producent heeft herstel gemeld
00GGK4,MGP220263,P,Producent heeft herstel gemeld
00GGL2,MGP180561,P,Producent heeft herstel gemeld
00GGP8,MGP190063,O,Openstaande terugroepactie
00GGR2,MGP190063,P,Producent heeft herstel gemeld
00GGR3,MGP190064,O,Openstaande terugroepactie
00GGR6,MGP170288,P,Producent heeft herstel gemeld
00GGR6,MGP170289,P,Producent heeft herstel gemeld
00GGR6,MGP180619,P,Producent heeft herstel gemeld
00GGS1,MGP210513,P,Producent heeft herstel gemeld
00GGT4,MGP180561,P,Producent heeft herstel gemeld
00GGT5,MGP130134,P,Producent heeft herstel gemeld
00GGV4,MGP200327,O,Openstaande terugroepactie
00GGZ3,MGP180561,P,Producent heeft herstel gemeld
00GHB6,MGP170289,P,Producent heeft herstel gemeld
00GHB6,MGP180619,P,Producent heeft herstel gemeld
00GHD3,MGP180384,P,Producent heeft herstel gemeld
00GHD8,MGP120327,P,Producent heeft herstel gemeld
00GHD8,MGP150029,P,Producent heeft herstel gemeld
00GHF2,MGP180561,O,Openstaande terugroepactie
00GHF3,MGP160059,P,Producent heeft herstel gemeld
00GHF3,MGP160220,P,Producent heeft herstel gemeld
00GHF6,MGP160133,P,Producent heeft herstel gemeld
00GHH8,MGP120406,P,Producent heeft herstel gemeld
00GHH8,MGP140106,P,Producent heeft herstel gemeld
00GHH8,MGP150162,P,Producent heeft herstel gemeld
00GHH8,MGP150163,P,Producent heeft herstel gemeld
00GHJ7,MGP150175,P,Producent heeft herstel gemeld
00GHJ7,MGP150435,P,Producent heeft herstel gemeld
00GHJ7,MGP170383,P,Producent heeft herstel gemeld
00GHK7,MGP180384,P,Producent heeft herstel gemeld
00GHN8,MGP150175,P,Producent heeft herstel gemeld
00GHN8,MGP150435,P,Producent heeft herstel gemeld
00GHN8,MGP170383,P,Producent heeft herstel gemeld
00GHP9,MGP140242,P,Producent heeft herstel gemeld
00GHP9,MGP180214,P,Producent heeft herstel gemeld
00GHP9,MGP180555,P,Producent heeft herstel gemeld
00GHR6,MGP150305,P,Producent heeft herstel gemeld
00GHR7,MGP150305,P,Producent heeft herstel gemeld
00GHS9,MGP120406,P,Producent heeft herstel gemeld
00GHS9,MGP140106,P,Producent heeft herstel gemeld
00GHS9,MGP150162,P,Producent heeft herstel gemeld
00GHS9,MGP150163,P,Producent heeft herstel gemeld
00GHV2,MGP190063,P,Producent heeft herstel gemeld
00GHV7,MGP200327,P,Producent heeft herstel gemeld
00GHV8,MGP170289,P,Producent heeft herstel gemeld
00GHV8,MGP180619,P,Producent heeft herstel gemeld
00GHZ9,MGP120327,P,Producent heeft herstel gemeld
00GHZ9,MGP150029,P,Producent heeft herstel gemeld
00GJF7,MGP180384,P,Producent heeft herstel gemeld
00GJF8,MGP220263,O,Openstaande terugroepactie
00GJG2,MGP130071,P,Producent heeft herstel gemeld
00GJG2,MGP200333,P,Producent heeft herstel gemeld
00GJH6,MGP120406,P,Producent heeft herstel gemeld
00GJH6,MGP150162,P,Producent heeft herstel gemeld
00GJH6,MGP150163,P,Producent heeft herstel gemeld
00GJK4,MGP200327,O,Openstaande terugroepactie
00GJK8,MGP180384,P,Producent heeft herstel gemeld
00GJL2,MGP170325,P,Producent heeft herstel gemeld
00GJL3,MGP150305,P,Producent heeft herstel gemeld
00GJL9,MGP120327,P,Producent heeft herstel gemeld
00GJL9,MGP150029,P,Producent heeft herstel gemeld
00GJP8,MGP180561,P,Producent heeft herstel gemeld
00GJP9,MGP120406,P,Producent heeft herstel gemeld
00GJP9,MGP150163,P,Producent heeft herstel gemeld
00GJP9,MGP180579,P,Producent heeft herstel gemeld
00GJR3,MGP130072,P,Producent heeft herstel gemeld
00GJR4,MGP150166,P,Producent heeft herstel gemeld
00GJR4,MGP150167,P,Producent heeft herstel gemeld
00GJR8,MGP150175,P,Producent heeft herstel gemeld
00GJR8,MGP150435,P,Producent heeft herstel gemeld
00GJR8,MGP170383,P,Producent heeft herstel gemeld
00GJS5,MGP180384,P,Producent heeft herstel gemeld
00GJT2,MGP140054,P,Producent heeft herstel gemeld
00GJT7,MGP130071,P,Producent heeft herstel gemeld
00GJV2,MGP180561,P,Producent heeft herstel gemeld
00GJV8,MGP130013,P,Producent heeft herstel gemeld
00GJV8,MGP150163,P,Producent heeft herstel gemeld
00GJV8,MGP160133,P,Producent heeft herstel gemeld
00GKB6,MGP180561,P,Producent heeft herstel gemeld
00GKG3,MGP120406,P,Producent heeft herstel gemeld
00GKG3,MGP140106,P,Producent heeft herstel gemeld
00GKG3,MGP150162,P,Producent heeft herstel gemeld
00GKG3,MGP150163,P,Producent heeft herstel gemeld
00GKG4,MGP120460,P,Producent heeft herstel gemeld
00GKJ3,MGP120317,P,Producent heeft herstel gemeld
00GKJ3,MGP120406,P,Producent heeft herstel gemeld
00GKJ3,MGP160070,P,Producent heeft herstel gemeld
00GKK7,MGP120406,P,Producent heeft herstel gemeld
00GKK7,MGP140106,P,Producent heeft herstel gemeld
00GKK7,MGP150162,P,Producent heeft herstel gemeld
00GKK7,MGP150163,P,Producent heeft herstel gemeld
00GKK8,MGP120406,P,Producent heeft herstel gemeld
00GKK8,MGP150162,P,Producent heeft herstel gemeld
00GKK8,MGP150163,P,Producent heeft herstel gemeld
00GKK9,MGP120406,P,Producent heeft herstel gemeld
00GKK9,MGP150162,P,Producent heeft herstel gemeld
00GKK9,MGP150163,P,Producent heeft herstel gemeld
00GKL4,MGP190063,P,Producent heeft herstel gemeld
00GKN3,MGP210513,P,Producent heeft herstel gemeld
00GKN6,MGP170255,O,Openstaande terugroepactie
00GKP1,MGP150166,P,Producent heeft herstel gemeld
00GKP1,MGP150219,P,Producent heeft herstel gemeld
00GKP9,MGP170255,O,Openstaande terugroepactie
00GKR4,MGP140242,P,Producent heeft herstel gemeld
00GKR4,MGP140244,P,Producent heeft herstel gemeld
00GKR4,MGP180214,P,Producent heeft herstel gemeld
00GKR9,MGP120364,P,Producent heeft herstel gemeld
00GKR9,MGP150159,P,Producent heeft herstel gemeld
00GKR9,MGP150161,P,Producent heeft herstel gemeld
00GKS2,MGP180561,P,Producent heeft herstel gemeld
00GKT1,MGP120122,P,Producent heeft herstel gemeld
00GKT1,MGP120231,P,Producent heeft herstel gemeld
00GKV2,MGP170326,P,Producent heeft herstel gemeld
00GKV3,MGP170362,P,Producent heeft herstel gemeld
00GKV4,MGP120327,P,Producent heeft herstel gemeld
00GKV4,MGP150029,P,Producent heeft herstel gemeld
00GKV6,MGP120406,P,Producent heeft herstel gemeld
00GKV6,MGP140106,P,Producent heeft herstel gemeld
00GKV6,MGP150162,P,Producent heeft herstel gemeld
00GKV6,MGP150163,O,Openstaande terugroepactie
00GKV7,MGP120460,P,Producent heeft herstel gemeld
00GKZ7,MGP120373,P,Producent heeft herstel gemeld
00GKZ7,MGP150163,P,Producent heeft herstel gemeld
00GKZ8,MGP180561,P,Producent heeft herstel gemeld
00GLF5,MGP170289,P,Producent heeft herstel gemeld
00GLF5,MGP180617,P,Producent heeft herstel gemeld
00GLG3,MGP120327,P,Producent heeft herstel gemeld
00GLG3,MGP150029,P,Producent heeft herstel gemeld
00GLH4,MGP150175,P,Producent heeft herstel gemeld
00GLH4,MGP150435,P,Producent heeft herstel gemeld
00GLH4,MGP170383,P,Producent heeft herstel gemeld
00GLK1,MGP180561,P,Producent heeft herstel gemeld
00GLL4,MGP180384,P,Producent heeft herstel gemeld
00GLN3,MGP120406,P,Producent heeft herstel gemeld
00GLN3,MGP150162,P,Producent heeft herstel gemeld
00GLN3,MGP150163,P,Producent heeft herstel gemeld
00GLN5,MGP180561,P,Producent heeft herstel gemeld
00GLN9,MGP190063,O,Openstaande terugroepactie
00GLP3,MGP120122,P,Producent heeft herstel gemeld
00GLP3,MGP120231,P,Producent heeft herstel gemeld
00GLP9,MGP100044,P,Producent heeft herstel gemeld
00GLR2,MGP120327,P,Producent heeft herstel gemeld
00GLR2,MGP150029,P,Producent heeft herstel gemeld
00GLR3,MGP180561,P,Producent heeft herstel gemeld
00GLR7,MGP140194,P,Producent heeft herstel gemeld
00GLR7,MGP180115,P,Producent heeft herstel gemeld
00GLT1,MGP100044,P,Producent heeft herstel gemeld
00GLT8,MGP220195,O,Openstaande terugroepactie
00GLV4,MGP180384,O,Openstaande terugroepactie
00GLX2,MGP120406,P,Producent heeft herstel gemeld
00GLX2,MGP150162,P,Producent heeft herstel gemeld
00GLX2,MGP150163,P,Producent heeft herstel gemeld
00GLZ7,MGP180384,O,Openstaande terugroepactie
00GNB2,MGP130071,P,Producent heeft herstel gemeld
00GNB2,MGP200025,O,Openstaande terugroepactie
00GNB2,MGP200186,O,Openstaande terugroepactie
00GNB3,MGP100044,P,Producent heeft herstel gemeld
00GNB7,MGP120327,O,Openstaande terugroepactie
00GNB7,MGP150161,O,Openstaande terugroepactie
00GND1,MGP120406,P,Producent heeft herstel gemeld
00GND1,MGP150163,P,Producent heeft herstel gemeld
00GND1,MGP180579,P,Producent heeft herstel gemeld
00GND3,MGP150166,P,Producent heeft herstel gemeld
00GND5,MGP120122,P,Producent heeft herstel gemeld
00GND5,MGP120231,P,Producent heeft herstel gemeld
00GNF2,MGP150175,P,Producent heeft herstel gemeld
00GNF2,MGP150435,P,Producent heeft herstel gemeld
00GNF2,MGP170383,P,Producent heeft herstel gemeld
00GNF3,MGP070060,P,Producent heeft herstel gemeld
00GNF4,MGP070060,P,Producent heeft herstel gemeld
00GNF9,MGP180384,P,Producent heeft herstel gemeld
00GNH1,MGP110024,P,Producent heeft herstel gemeld
00GNH1,MGP130013,P,Producent heeft herstel gemeld
00GNH1,MGP140253,P,Producent heeft herstel gemeld
00GNH1,MGP150163,P,Producent heeft herstel gemeld
00GNJ1,MGP180384,O,Openstaande terugroepactie
00GNL7,MGP170325,P,Producent heeft herstel gemeld
00GNN8,MGP200327,O,Openstaande terugroepactie
00GNP8,MGP170362,P,Producent heeft herstel gemeld
00GNR2,MGP180561,P,Producent heeft herstel gemeld
00GNT6,MGP170325,O,Openstaande terugroepactie
00GNT8,MGP120327,P,Producent heeft herstel gemeld
00GNT8,MGP150029,P,Producent heeft herstel gemeld
00GNV3,MGP180561,P,Producent heeft herstel gemeld
00GNV9,MGP190063,P,Producent heeft herstel gemeld
00GNX3,MGP150175,P,Producent heeft herstel gemeld
00GNX3,MGP150435,P,Producent heeft herstel gemeld
00GNX3,MGP170383,P,Producent heeft herstel gemeld
00GNZ9,MGP120373,P,Producent heeft herstel gemeld
00GNZ9,MGP150163,P,Producent heeft herstel gemeld
00GPB1,MGP120406,P,Producent heeft herstel gemeld
00GPB1,MGP140106,P,Producent heeft herstel gemeld
00GPB1,MGP150162,P,Producent heeft herstel gemeld
00GPB1,MGP150163,P,Producent heeft herstel gemeld
00GPB7,MGP150254,O,Openstaande terugroepactie
00GPB7,MGP160358,O,Openstaande terugroepactie
00GPB9,MGP120122,P,Producent heeft herstel gemeld
00GPB9,MGP120231,P,Producent heeft herstel gemeld
00GPD6,MGP130071,P,Producent heeft herstel gemeld
00GPF8,MGP180561,P,Producent heeft herstel gemeld
00GPG4,MGP120122,P,Producent heeft herstel gemeld
00GPG4,MGP120231,P,Producent heeft herstel gemeld
00GPG5,MGP190064,P,Producent heeft herstel gemeld
00GPG5,MGP200507,P,Producent heeft herstel gemeld
00GPH2,MGP130072,P,Producent heeft herstel gemeld
00GPJ4,MGP120406,P,Producent heeft herstel gemeld
00GPJ4,MGP150163,P,Producent heeft herstel gemeld
00GPJ4,MGP180579,P,Producent heeft herstel gemeld
00GPJ5,MGP120460,P,Producent heeft herstel gemeld
00GPJ9,MGP120122,P,Producent heeft herstel gemeld
00GPJ9,MGP120231,P,Producent heeft herstel gemeld
00GPK3,MGP200430,O,Openstaande terugroepactie
00GPL2,MGP180561,P,Producent heeft herstel gemeld
00GPL3,MGP130134,P,Producent heeft herstel gemeld
00GPL7,MGP120327,P,Producent heeft herstel gemeld
00GPL7,MGP150029,P,Producent heeft herstel gemeld
00GPL9,MGP150209,P,Producent heeft herstel gemeld
00GPL9,MGP150214,P,Producent heeft herstel gemeld
00GPL9,MGP150435,P,Producent heeft herstel gemeld
00GPN6,MGP220427,O,Openstaande terugroepactie
00GPP4,MGP180561,P,Producent heeft herstel gemeld
00GPP5,MGP120460,P,Producent heeft herstel gemeld
00GPP6,MGP150166,P,Producent heeft herstel gemeld
00GPP6,MGP150219,P,Producent heeft herstel gemeld
