TYPE,latitude,longitude
bovengronds,52.5009055,5.4717082
bovengronds,52.5008758,5.4717137
bovengronds,52.5008626,5.4717137
bovengronds,52.5230052,5.4624421
bovengronds,52.4930361,5.5111559
bovengronds,52.52189,5.4843987
bovengronds,52.4912574,5.4514857
bovengronds,52.4946859,5.4540207
bovengronds,52.4955159,5.4631908
bovengronds,52.4955009,5.4631912
bovengronds,52.503103,5.4622076
bovengronds,52.5031159,5.4622019
bovengronds,52.4991367,5.4153516
bovengronds,52.5001148,5.4185938
bovengronds,52.5288007,5.4375705
bovengronds,52.5432236,5.4565224
bovengronds,52.5018451,5.4717491
bovengronds,52.5100226,5.4733483
bovengronds,52.5092386,5.4778457
bovengronds,52.5061462,5.4787111
bovengronds,52.4972292,5.4847942
bovengronds,52.4939218,5.4912453
bovengronds,52.4939218,5.491224
bovengronds,52.4936335,5.5005985
bovengronds,52.4936489,5.5006026
bovengronds,52.4930454,5.5111726
bovengronds,52.4983141,5.4962011
bovengronds,52.5015624,5.4885793
bovengronds,52.5079802,5.5003026
bovengronds,52.5138063,5.492566
bovengronds,52.5134547,5.5027259
bovengronds,52.5134718,5.5027259
bovengronds,52.5134872,5.5027275
bovengronds,52.5219737,5.4868296
bovengronds,52.5113916,5.4754103
bovengronds,52.5191788,5.473025
bovengronds,52.5229876,5.462442
bovengronds,52.5175485,5.4479901
bovengronds,52.5164919,5.4399636
bovengronds,52.5103262,5.4543668
bovengronds,52.5112927,5.467987
bovengronds,52.5179033,5.4608719
bovengronds,52.5019572,5.4894215
bovengronds,52.5205589,5.4843061
bovengronds,52.5205407,5.4843086
bovengronds,52.5195778,5.4820243
bovengronds,52.5092506,5.4778237
bovengronds,52.509952,5.448126
bovengronds,52.5099577,5.4480868
bovengronds,52.5105097,5.4481849
bovengronds,52.5179039,5.4608266
bovengronds,52.5173336,5.4599634
bovengronds,52.5173526,5.4599634
