cluster;gemcode;gemnaam;jaar;lbm9802;lbm9806;lbm9808;lbm9812;lbm0206;lbm0208;lbm0212;lbm0608;lbm0612;lbm0812;lbm1012
798020021;7;Bellingwedde;2002;4; ; ; ; ; ; ; ; ; ; 
798020022;7;Bellingwedde;2002;4; ; ; ; ; ; ; ; ; ; 
798020023;7;Bellingwedde;2002;4; ; ; ; ; ; ; ; ; ; 
798020024;7;Bellingwedde;2002;4; ; ; ; ; ; ; ; ; ; 
798020025;7;Bellingwedde;2002;4; ; ; ; ; ; ; ; ; ; 
798020026;7;Bellingwedde;2002;4; ; ; ; ; ; ; ; ; ; 
798020027;7;Bellingwedde;2002;4; ; ; ; ; ; ; ; ; ; 
798020028;7;Bellingwedde;2002;4; ; ; ; ; ; ; ; ; ; 
798020029;7;Bellingwedde;2002;4; ; ; ; ; ; ; ; ; ; 
798020030;7;Bellingwedde;2002;4; ; ; ; ; ; ; ; ; ; 
798020031;7;Bellingwedde;2002;4; ; ; ; ; ; ; ; ; ; 
798020032;7;Bellingwedde;2002;4; ; ; ; ; ; ; ; ; ; 
798020033;7;Bellingwedde;2002;4; ; ; ; ; ; ; ; ; ; 
798020034;7;Bellingwedde;2002;4; ; ; ; ; ; ; ; ; ; 
798020035;7;Bellingwedde;2002;5; ; ; ; ; ; ; ; ; ; 
798020036;7;Bellingwedde;2002;5; ; ; ; ; ; ; ; ; ; 
998020001;9;Ten boer;2002;3; ; ; ; ; ; ; ; ; ; 
998020002;9;Ten boer;2002;3; ; ; ; ; ; ; ; ; ; 
998020003;9;Ten boer;2002;3; ; ; ; ; ; ; ; ; ; 
998020004;9;Ten boer;2002;3; ; ; ; ; ; ; ; ; ; 
998020005;9;Ten boer;2002;3; ; ; ; ; ; ; ; ; ; 
998020006;9;Ten boer;2002;3; ; ; ; ; ; ; ; ; ; 
998020007;9;Ten boer;2002;3; ; ; ; ; ; ; ; ; ; 
998020008;9;Ten boer;2002;3; ; ; ; ; ; ; ; ; ; 
998020009;9;Ten boer;2002;3; ; ; ; ; ; ; ; ; ; 
998020010;9;Ten boer;2002;3; ; ; ; ; ; ; ; ; ; 
998020011;9;Ten boer;2002;3; ; ; ; ; ; ; ; ; ; 
998020012;9;Ten boer;2002;4; ; ; ; ; ; ; ; ; ; 
998020013;9;Ten boer;2002;4; ; ; ; ; ; ; ; ; ; 
998020014;9;Ten boer;2002;4; ; ; ; ; ; ; ; ; ; 
1098020001;10;Delfzijl;2002;2; ; ; ; ; ; ; ; ; ; 
1098020002;10;Delfzijl;2002;2; ; ; ; ; ; ; ; ; ; 
1098020003;10;Delfzijl;2002;2; ; ; ; ; ; ; ; ; ; 
1098020004;10;Delfzijl;2002;3; ; ; ; ; ; ; ; ; ; 
1098020005;10;Delfzijl;2002;3; ; ; ; ; ; ; ; ; ; 
1098020006;10;Delfzijl;2002;3; ; ; ; ; ; ; ; ; ; 
1098020007;10;Delfzijl;2002;3; ; ; ; ; ; ; ; ; ; 
1098020008;10;Delfzijl;2002;3; ; ; ; ; ; ; ; ; ; 
1098020009;10;Delfzijl;2002;3; ; ; ; ; ; ; ; ; ; 
1098020010;10;Delfzijl;2002;3; ; ; ; ; ; ; ; ; ; 
1098020011;10;Delfzijl;2002;3; ; ; ; ; ; ; ; ; ; 
1098020012;10;Delfzijl;2002;3; ; ; ; ; ; ; ; ; ; 
1098020013;10;Delfzijl;2002;3; ; ; ; ; ; ; ; ; ; 
1098020014;10;Delfzijl;2002;3; ; ; ; ; ; ; ; ; ; 
1098020015;10;Delfzijl;2002;3; ; ; ; ; ; ; ; ; ; 
1098020016;10;Delfzijl;2002;3; ; ; ; ; ; ; ; ; ; 
1098020017;10;Delfzijl;2002;3; ; ; ; ; ; ; ; ; ; 
1098020018;10;Delfzijl;2002;3; ; ; ; ; ; ; ; ; ; 
1098020019;10;Delfzijl;2002;3; ; ; ; ; ; ; ; ; ; 
1098020020;10;Delfzijl;2002;3; ; ; ; ; ; ; ; ; ; 
1098020021;10;Delfzijl;2002;3; ; ; ; ; ; ; ; ; ; 
1098020022;10;Delfzijl;2002;3; ; ; ; ; ; ; ; ; ; 
1098020023;10;Delfzijl;2002;3; ; ; ; ; ; ; ; ; ; 
1098020024;10;Delfzijl;2002;3; ; ; ; ; ; ; ; ; ; 
1098020025;10;Delfzijl;2002;3; ; ; ; ; ; ; ; ; ; 
1098020026;10;Delfzijl;2002;3; ; ; ; ; ; ; ; ; ; 
1098020027;10;Delfzijl;2002;3; ; ; ; ; ; ; ; ; ; 
1098020028;10;Delfzijl;2002;3; ; ; ; ; ; ; ; ; ; 
1098020029;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020030;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020031;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020032;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020033;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020034;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020035;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020036;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020037;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020038;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020039;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020040;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020041;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020042;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020043;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020044;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020045;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020046;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020047;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020048;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020049;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020050;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020051;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020052;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020053;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020054;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020055;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020056;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020057;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020058;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020059;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020060;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020061;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020062;10;Delfzijl;2002;4; ; ; ; ; ; ; ; ; ; 
1098020063;10;Delfzijl;2002;5; ; ; ; ; ; ; ; ; ; 
1098020064;10;Delfzijl;2002;5; ; ; ; ; ; ; ; ; ; 
1098020065;10;Delfzijl;2002;5; ; ; ; ; ; ; ; ; ; 
1098020066;10;Delfzijl;2002;5; ; ; ; ; ; ; ; ; ; 
1098020067;10;Delfzijl;2002;5; ; ; ; ; ; ; ; ; ; 
1098020068;10;Delfzijl;2002;5; ; ; ; ; ; ; ; ; ; 
1098020069;10;Delfzijl;2002;5; ; ; ; ; ; ; ; ; ; 
1098020070;10;Delfzijl;2002;5; ; ; ; ; ; ; ; ; ; 
1098020071;10;Delfzijl;2002;5; ; ; ; ; ; ; ; ; ; 
1098020072;10;Delfzijl;2002;5; ; ; ; ; ; ; ; ; ; 
1498020001;14;Groningen;2002;1; ; ; ; ; ; ; ; ; ; 
1498020002;14;Groningen;2002;2; ; ; ; ; ; ; ; ; ; 
1498020003;14;Groningen;2002;2; ; ; ; ; ; ; ; ; ; 
1498020004;14;Groningen;2002;2; ; ; ; ; ; ; ; ; ; 
1498020005;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020006;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020007;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020008;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020009;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020010;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020011;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020012;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020013;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020014;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020015;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020016;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020017;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020018;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020019;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020020;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020021;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020022;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020023;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020024;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020025;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020026;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020027;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020028;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020029;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020030;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020031;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020032;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020033;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020034;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020035;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020036;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020037;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020038;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020039;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020040;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020041;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020042;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020043;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020044;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020045;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020046;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020047;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020048;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020049;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020050;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020051;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020052;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020053;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020054;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020055;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020056;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020057;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020058;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020059;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020060;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020061;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020062;14;Groningen;2002;3; ; ; ; ; ; ; ; ; ; 
1498020063;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020064;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020065;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020066;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020067;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020068;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020069;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020070;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020071;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020072;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020073;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020074;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020075;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020076;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020077;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020078;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020079;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020080;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020081;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020082;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020083;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020084;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020085;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020086;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020087;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020088;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020089;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020090;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020091;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020092;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020093;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020094;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020095;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020096;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020097;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020098;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020099;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020100;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020101;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020102;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020103;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020104;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020105;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020106;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020107;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020108;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020109;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020110;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020111;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020112;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020113;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020114;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020115;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020116;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020117;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020118;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020119;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020120;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020121;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020122;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020123;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020124;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020125;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020126;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020127;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020128;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020129;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020130;14;Groningen;2002;4; ; ; ; ; ; ; ; ; ; 
1498020131;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020132;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020133;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020134;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020135;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020136;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020137;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020138;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020139;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020140;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020141;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020142;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020143;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020144;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020145;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020146;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020147;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020148;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020149;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020150;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020151;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020152;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020153;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020154;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020155;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020156;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020157;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020158;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020159;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020160;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020161;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020162;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020163;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020164;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020165;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020166;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020167;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020168;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020169;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020170;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020171;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020172;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020173;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020174;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020175;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020176;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020177;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020178;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020179;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020180;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020181;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020182;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1498020183;14;Groningen;2002;5; ; ; ; ; ; ; ; ; ; 
1598020001;15;Grootegast;2002;3; ; ; ; ; ; ; ; ; ; 
1598020002;15;Grootegast;2002;3; ; ; ; ; ; ; ; ; ; 
1598020003;15;Grootegast;2002;3; ; ; ; ; ; ; ; ; ; 
1598020004;15;Grootegast;2002;3; ; ; ; ; ; ; ; ; ; 
1598020005;15;Grootegast;2002;3; ; ; ; ; ; ; ; ; ; 
1598020006;15;Grootegast;2002;3; ; ; ; ; ; ; ; ; ; 
1598020007;15;Grootegast;2002;3; ; ; ; ; ; ; ; ; ; 
1598020008;15;Grootegast;2002;3; ; ; ; ; ; ; ; ; ; 
1598020009;15;Grootegast;2002;3; ; ; ; ; ; ; ; ; ; 
1598020010;15;Grootegast;2002;3; ; ; ; ; ; ; ; ; ; 
1598020011;15;Grootegast;2002;4; ; ; ; ; ; ; ; ; ; 
1598020012;15;Grootegast;2002;4; ; ; ; ; ; ; ; ; ; 
1598020013;15;Grootegast;2002;4; ; ; ; ; ; ; ; ; ; 
1598020014;15;Grootegast;2002;4; ; ; ; ; ; ; ; ; ; 
1598020015;15;Grootegast;2002;4; ; ; ; ; ; ; ; ; ; 
1598020016;15;Grootegast;2002;4; ; ; ; ; ; ; ; ; ; 
1598020017;15;Grootegast;2002;5; ; ; ; ; ; ; ; ; ; 
1598020018;15;Grootegast;2002;5; ; ; ; ; ; ; ; ; ; 
1598020019;15;Grootegast;2002;5; ; ; ; ; ; ; ; ; ; 
1598020020;15;Grootegast;2002;5; ; ; ; ; ; ; ; ; ; 
1598020021;15;Grootegast;2002;5; ; ; ; ; ; ; ; ; ; 
1798020001;17;Haren;2002;3; ; ; ; ; ; ; ; ; ; 
1798020002;17;Haren;2002;3; ; ; ; ; ; ; ; ; ; 
1798020003;17;Haren;2002;3; ; ; ; ; ; ; ; ; ; 
1798020004;17;Haren;2002;3; ; ; ; ; ; ; ; ; ; 
1798020005;17;Haren;2002;3; ; ; ; ; ; ; ; ; ; 
1798020006;17;Haren;2002;3; ; ; ; ; ; ; ; ; ; 
1798020007;17;Haren;2002;3; ; ; ; ; ; ; ; ; ; 
1798020008;17;Haren;2002;3; ; ; ; ; ; ; ; ; ; 
1798020009;17;Haren;2002;3; ; ; ; ; ; ; ; ; ; 
