FID,soort_gebied,gebied_oms,uitleg_apv,geometrie
O10002_Hondenuitlaatkaart.69,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((171535.949 508482.86, 171538.209 508421.25, 171538.959 508416.97, 171539.639 508397.83, 171539.219 508393.66, 171541.111 508342.785, 171545.557 508219.506, 171547.649 508161.07, 171548.405 508150.478, 171549.819 508139.73, 171550.469 508138.8, 171553.673 508123.797, 171561.509 508097.78, 171562.049 508094.66, 171566.759 508083.691, 171572.039 508073.71, 171579.334 508061.599, 171585.962 508052.082, 171594.459 508040.866, 171603.139 508031.7, 171616.721 508019.114, 171629.806 508008.918, 171642.849 507999.59, 171701.302 507960.657, 171706.099 507958.87, 171710.411 507958.768, 171713.359 507959.448, 171716.195 507961.036, 171718.899 507963.22, 171773.919 508044.957, 171785.142 508061.694, 171872.475 508191.3, 171885.733 508211.251, 171999.999 508380.971, 172007.818 508392.846, 172026.553 508420.757, 172028.166 508423.652, 172028.281 508426.187, 172028.166 508427.569, 172028.166 508429.066, 172027.36 508430.564, 172025.932 508432.788, 172023.16 508435.016, 172015.239 508441.459, 172006.164 508449.456, 171997.517 508457.885, 171989 508467.311, 171982.54 508475.24, 171978.863 508480.097, 171974.937 508485.94, 171966.915 508498.336, 171932.814 508551.691, 171889.602 508619.417, 171886.435 508624.478, 171884.337 508627.823, 171879.331 508635.581, 171877.731 508638.394, 171877.186 508639.476, 171876.452 508641.297, 171875.696 508643.566, 171875.318 508645.349, 171875.156 508646.375, 171874.831 508649.184, 171874.507 508651.453, 171873.751 508654.802, 171873.265 508656.53, 171872.509 508658.205, 171870.836 508660.776, 171865.341 508669.359, 171842.347 508705.494, 171811.301 508754.538, 171747.033 508855.795, 171718.266 508900.661, 171689.697 508945.33, 171651.033 509005.701, 171638.892 509024.637, 171638.166 509025.627, 171637.507 509026.947, 171636.579 509029.08, 171632.159 509031.12, 171627.359 509031.42, 171574.269 509029.42, 171529.136 509027.606, 171524.009 509027.41, 171523.229 509027.402, 171521.666 509026.9, 171520.047 509025.95, 171518.93 509024.834, 171518.037 509023.438, 171517.535 509022.042, 171517.367 509021.261, 171517.367 509019.474, 171517.367 509014.673, 171516.753 509013.892, 171517.7 508986.87, 171519.3 508944.044, 171520.222 508916.884, 171520.901 508898.696, 171522.55 508853.202, 171524.15 508810.085, 171525.46 508772.109, 171526.069 508755.37, 171526.159 508754.11, 171527.179 508725.21, 171527.929 508721.07, 171528.859 508696.35, 171528.469 508690.64, 171531.853 508597.28, 171534.096 508534.907, 171535.939 508488.93, 171535.949 508482.86)))"
O10002_Hondenuitlaatkaart.70,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((172511.583 509159.978, 172509.059 509160.17, 172509.709 509158.74, 172527.301 509141.236, 172532.759 509135.79, 172533.932 509134.896, 172536.341 509134.04, 172538.187 509134.036, 172540.018 509134.573, 172541.268 509135.33, 172543.553 509137.277, 172560.179 509151.38, 172561.437 509153.048, 172561.665 509154.258, 172561.529 509155.31, 172556.879 509155.65, 172556.919 509156.26, 172511.583 509159.978)))"
O10002_Hondenuitlaatkaart.71,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((172182.93 509291.565, 172177.883 509283.545, 172190.436 509275.467, 172193.72 509275.754, 172198.344 509281.57, 172196.809 509282.629, 172188.332 509288.087, 172182.93 509291.565)))"
O10002_Hondenuitlaatkaart.72,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((172842.69 508883.345, 172842.058 508882.48, 172841.489 508881.572, 172840.987 508880.625, 172840.553 508879.646, 172840.191 508878.637, 172839.901 508877.606, 172839.685 508876.556, 172839.545 508875.494, 172839.481 508874.424, 172839.494 508873.353, 172839.583 508872.285, 172839.748 508871.226, 172839.988 508870.182, 172840.302 508869.158, 172840.688 508868.158, 172841.145 508867.189, 172841.669 508866.255, 172842.259 508865.36, 172842.911 508864.51, 172843.622 508863.709, 172844.389 508862.96, 172845.207 508862.268, 172857.912 508852.275, 172858.777 508851.643, 172859.685 508851.074, 172860.632 508850.572, 172861.611 508850.138, 172862.62 508849.776, 172863.651 508849.486, 172864.701 508849.27, 172865.763 508849.13, 172866.833 508849.066, 172867.904 508849.079, 172868.972 508849.168, 172870.031 508849.333, 172871.075 508849.573, 172872.099 508849.887, 172873.099 508850.273, 172874.068 508850.73, 172875.002 508851.254, 172875.897 508851.844, 172876.747 508852.496, 172877.548 508853.207, 172878.297 508853.974, 172878.989 508854.792, 172904.783 508889.826, 172905.413 508890.689, 172905.981 508891.594, 172906.482 508892.537, 172906.915 508893.514, 172907.278 508894.518, 172907.568 508895.547, 172907.784 508896.593, 172907.925 508897.652, 172907.991 508898.718, 172907.98 508899.786, 172907.894 508900.851, 172907.731 508901.913, 172907.492 508902.961, 172907.179 508903.989, 172906.793 508904.992, 172906.337 508905.965, 172905.812 508906.903, 172905.221 508907.8, 172904.568 508908.653, 172903.855 508909.458, 172903.086 508910.209, 172902.266 508910.903, 172890.468 508920.183, 172889.607 508920.812, 172888.704 508921.379, 172887.762 508921.88, 172886.788 508922.312, 172885.785 508922.675, 172884.759 508922.965, 172883.714 508923.182, 172882.657 508923.324, 172881.593 508923.39, 172880.527 508923.381, 172879.464 508923.296, 172878.41 508923.136, 172877.369 508922.901, 172876.348 508922.593, 172875.352 508922.213, 172874.371 508921.757, 172873.425 508921.231, 172872.519 508920.638, 172871.659 508919.982, 172870.848 508919.265, 172870.091 508918.491, 172869.392 508917.665, 172842.69 508883.345)))"
O10002_Hondenuitlaatkaart.73,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((172551.077 508701.2, 172553.686 508699.782, 172569.951 508688.907, 172571.943 508687.657, 172591.068 508716.221, 172569.765 508730.524, 172566.023 508724.951, 172566.717 508724.483, 172551.077 508701.2)))"
O10002_Hondenuitlaatkaart.74,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((172223.455 508150.033, 172226.127 508150.471, 172262.052 508157.485, 172265.352 508158.528, 172267.924 508159.963, 172270.279 508162.156, 172271.215 508163.489, 172275.584 508170.232, 172276.097 508171.262, 172276.4 508172.76, 172276.314 508174.001, 172272.767 508176.47, 172269.924 508172.265, 172239.668 508192.679, 172242.414 508196.919, 172234.212 508202.355, 172230.86 508204.605, 172230.23 508204.951, 172229.319 508205.227, 172228.281 508205.301, 172227.191 508205.11, 172226.057 508204.57, 172225.507 508204.104, 172225.148 508203.72, 172223.962 508201.928, 172228.19 508199.085, 172206.532 508166.871, 172202.301 508169.71, 172198.551 508163.958, 172199.167 508162.398, 172200.113 508161.28, 172200.828 508160.746, 172209.803 508154.756, 172213.51 508152.211, 172214.054 508151.869, 172216.231 508150.927, 172218.588 508150.295, 172221.25 508149.945, 172223.455 508150.033)))"
O10002_Hondenuitlaatkaart.75,Staatsbosbeheer,Eigendom Staatsbosbeheer. Regels van Staatsbosbeheer zijn van toepassing.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((172982.05 509903.385, 172896.923 509767.911, 173237.437 509553.295, 173150.706 509411.271, 173451.641 509229.91, 173621.79 509500, 172982.05 509903.385)))"
O10002_Hondenuitlaatkaart.76,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((171226.752 509000, 171235.433 508738.194, 171302.064 508740.908, 171293.893 508957.833, 171294.511 508963.154, 171337.196 508965.02, 171351.535 508965.647, 171355.462 508966.607, 171359.999 508967.717, 171365.201 508974.901, 171362.864 509034.916, 171353.57 509049.44, 171331.65 509143.88, 171372.45 509154.82, 171372.706 509153.858, 171398.019 509061.204, 171403.25 509060.071, 171488.821 509082.97, 171500.273 509086.646, 171503.99 509090.014, 171506.227 509094.348, 171503.99 509106.79, 171499.057 509127.25, 171494.129 509147.69, 171489.092 509164.821, 171479.69 509194.417, 171475.013 509210.298, 171471.192 509215.588, 171467.077 509218.234, 171459.888 509218.722, 171193.636 509148.527, 171195.562 509139.959, 171226.529 509006.727, 171226.752 509000)))"
O10002_Hondenuitlaatkaart.77,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((171865.483 509172.615, 171878.583 509181.2, 171879.5 509179.801, 171894.549 509189.57, 171898.219 509183.9, 171929.699 509204.55, 171925.679 509210.68, 171936.129 509217.51, 171928.26 509229.751, 171920.959 509234.56, 171891.092 509218.357, 171888.5 509218.074, 171886.109 509221.58, 171882.409 509222.16, 171828.479 509187.822, 171831.472 509178.866, 171838.099 509159.04, 171839.959 509155.43, 171862.431 509170.148, 171865.483 509172.615)))"
O10002_Hondenuitlaatkaart.78,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((176665.74 503911.657, 176668.227 503912.348, 176670.004 503912.729, 176672.018 503913.11, 176674.033 503913.379, 176674.526 503913.415, 176676.227 503913.564, 176679.749 503913.624, 176682.674 503913.475, 176683.969 503913.333, 176713.887 503910.137, 176716.107 503909.886, 176717.813 503910.019, 176718.834 503910.094, 176720.005 503910.517, 176721.027 503911.14, 176721.824 503911.987, 176722.248 503912.635, 176722.696 503913.707, 176722.821 503914.471, 176724.822 503934.001, 176731.073 503935.89, 176786.348 503952.68, 176838.363 503968.534, 176853.36 503972.97, 176868.789 503976.788, 176872.888 503977.727, 176881.289 503979.513, 176902.936 503983.724, 176911.639 503985.278, 176917.821 503986.285, 176918.958 503986.675, 176920.219 503987.369, 176921.227 503988.566, 176922.425 503990.773, 176922.373 503993.163, 176921.716 503999.471, 176920.408 504008.548, 176918.139 504019.263, 176916.559 504025.13, 176913.949 504033.94, 176907.579 504036.56, 176735.128 503982.249, 176730.156 503980.378, 176721.049 503976.25, 176713.559 503972.84, 176707.799 503971.03, 176703.889 503969.78, 176680.979 503962.53, 176671.229 503959.47, 176661.199 503957.72, 176650.439 503955.72, 176645.339 503954.22, 176584.799 503935.03, 176582.468 503933.751, 176580.89 503932.086, 176579.532 503929.982, 176579.094 503928.755, 176578.699 503927.09, 176578.611 503925.688, 176578.699 503924.56, 176579.049 503923.09, 176588.489 503892.562, 176588.894 503891.596, 176589.222 503891.159, 176590.151 503890.175, 176591.462 503889.41, 176592.938 503889.082, 176594.209 503889.154, 176634.899 503901.955, 176665.74 503911.657)))"
O10002_Hondenuitlaatkaart.86,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175574.185 505058.396, 175574.191 505060.316, 175535.283 505056.293, 175535.73 505051.849, 175535.941 505049.439, 175539.038 505049.556, 175572.437 505050.165, 175572.337 505054.94, 175574.185 505058.396)))"
O10002_Hondenuitlaatkaart.87,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((178157.339 503875.282, 178151.216 503868.473, 178150.287 503867.151, 178149.146 503862.277, 178146.95 503860.311, 178145.724 503860.452, 178145.528 503857.973, 178144.598 503854.019, 178148.383 503851.475, 178150.736 503854.666, 178156.889 503850.683, 178158.13 503850.685, 178157.799 503853.15, 178157.915 503855.129, 178158.636 503858.078, 178159.624 503859.76, 178162.903 503864.531, 178163.605 503865.828, 178163.731 503866.804, 178159.938 503874.922, 178157.339 503875.282)))"
O10002_Hondenuitlaatkaart.79,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((178232.889 502740.63, 178229.119 502735.89, 178226.216 502732.332, 178222.638 502727.561, 178219.919 502723.65, 178215.53 502716.629, 178212.035 502710.43, 178211.133 502708.859, 178208.406 502703.129, 178207.029 502699.74, 178204.854 502694.612, 178201.622 502686.893, 178198.597 502679.344, 178194.296 502668.646, 178191.78 502662.61, 178187.859 502653.41, 178181.269 502637.56, 178180.099 502634.82, 178179.348 502632.991, 178175.529 502623.749, 178173.939 502620.004, 178171.965 502615.028, 178170.607 502611.449, 178169.979 502609.82, 178169.003 502606.843, 178168.079 502603.9, 178165.929 502596.44, 178162.419 502584.048, 178161.23 502579.655, 178160.429 502576.06, 178156.199 502556.06, 178153.495 502543.418, 178147.849 502517.03, 178146.538 502510.979, 178145.928 502508.043, 178144.83 502504.232, 178143.239 502499.969, 178142.239 502497.43, 178138.253 502487.784, 178134.439 502478.54, 178126.629 502459.63, 178119.189 502441.64, 178112.629 502425.83, 178105.789 502409.34, 178103.529 502403.88, 178096.089 502385.93, 178088.629 502367.96, 178083.128 502354.839, 178081.17 502350.549, 178079.648 502348.012, 178077.009 502344.32, 178074.472 502341.314, 178072.949 502339.69, 178069.838 502337.069, 178067.266 502334.515, 178066.15 502332.18, 178065.237 502329.643, 178065.135 502327.106, 178065.237 502324.062, 178065.845 502321.727, 178066.556 502320.002, 178067.063 502318.277, 178067.266 502315.638, 178067.165 502312.797, 178066.556 502310.767, 178064.859 502305.73, 178062.809 502300.86, 178061.758 502294.459, 178057.139 502283.53, 178051.909 502274.61, 178047.899 502265.07, 178045.338 502259.839, 178043.62 502257.284, 178041.697 502255.11, 178032.309 502244.728, 178003.858 502213.619, 178001.909 502210.905, 178000.692 502208.469, 177999.677 502205.628, 177998.763 502202.076, 177998.154 502197.509, 177998.053 502194.667, 177998.459 502193.348, 177999.677 502192.13, 177998.999 502174.72, 177998.218 502173.889, 177997.52 502172.76, 177997.159 502170.6, 177995.898 502138.779, 177996.208 502134.309, 177996.178 502132.267, 177996.247 502130.729, 177999.987 502131.512, 178001.552 502132, 178002.788 502132.479, 178004.971 502133.447, 178006.856 502134.323, 178008.961 502135.595, 178010.688 502136.669, 178011.503 502137.304, 178012.512 502138.313, 178013.345 502139.189, 178014.616 502141.075, 178015.405 502142.521, 178015.979 502143.918, 178017.904 502149.053, 178020.841 502156.681, 178022.902 502161.854, 178025.839 502169, 178029.214 502176.979, 178036.678 502193.599, 178038.858 502197.909, 178041.786 502203.076, 178044.826 502208.569, 178050.448 502219.329, 178051.641 502221.863, 178052.699 502224.44, 178068.299 502261.66, 178116.189 502377.08, 178153.159 502466.76, 178180.351 502532.284, 178206.739 502595.87, 178242.489 502685.54, 178264.432 502743.293, 178277.569 502777.87, 178310.669 502871.39, 178316.31 502886.871, 178332.566 502931.486, 178342.641 502965.599, 178346.683 502982.45, 178346.965 502984.495, 178347.318 502988.374, 178347.318 502991.196, 178347.318 502994.087, 178346.824 502998.108, 178346.401 503000.365, 178346.33 503002.128, 178346.683 503004.385, 178347.388 503006.36, 178348.479 503008.169, 178350.159 503020.02, 178358.299 503044.59, 178359.339 503048.88, 178364.358 503064.524, 178367.798 503076.129, 178361.315 503077.766, 178355.397 503079.228, 178354.581 503075.907, 178285.967 503089.212, 178286.636 503093.468, 178225.456 503106.277, 178225.763 503108.949, 178166.543 503122.92, 178167.579 503127.483, 178106.578 503139.744, 178120.193 503208.597, 178381.905 503156.849, 178369.695 503118.175, 178371.7 503117.653, 178361.316 503077.769, 178367.799 503076.131, 178377.5 503109.445, 178379.006 503114.339, 178384.276 503133.538, 178390.288 503155.201, 178399.491 503189.714, 178404.908 503210.68, 178414.996 503250, 178418.885 503266.13, 178420.821 503273.147, 178426.805 503297.321, 178432.887 503322.25, 178435.625 503333.742, 178442.351 503362.865, 178447.744 503386.977, 178453.01 503410.77, 178458.975 503438.815, 178467.096 503477.647, 178471.534 503500, 178487.64 503581.625, 178538.299 503838.97, 178552.931 503910.806, 178557.281 503934.239, 178556.609 503935.34, 178569.461 504000, 178595.019 504128.579, 178593.206 504133.044, 178499.999 504152.949, 178343.99 504186.069, 178333.643 504188.287, 178326.903 504189.469, 178304.271 504194.14, 178292.818 504196.57, 178289.443 504197.156, 178287.244 504197.361, 178285.659 504197.361, 178282.796 504196.952, 178281.313 504196.492, 178279.677 504195.725, 178278.143 504194.907, 178276.916 504194.651, 178275.74 504194.498, 178274.684 504194.642, 178273.336 504194.804, 178272.621 504194.958, 178272.331 504194.588, 178251.875 504100, 178236.394 504028.627, 178237.103 504026.994, 178238.215 504025.752, 178239.391 504024.771, 178241.334 504023.933, 178243.085 504023.309, 178245.51 504022.459, 178248.674 504020.849, 178250.113 504019.737, 178252.335 504017.449, 178253.512 504015.619, 178254.362 504013.723, 178255.099 504010.543, 178255.364 504008.28, 178255.753 504006.393, 178256.243 504004.418, 178256.682 504002.855, 178257.258 504001.28, 178258.015 503999.507, 178258.424 503998.83, 178259.133 503997.902, 178259.991 503996.736, 178260.85 503995.807, 178262.408 503994.6, 178263.618 503994.008, 178265.228 503993.339, 178267.088 503992.644, 178269.386 503992.097, 178282.543 503990.646, 178285.926 503990.7, 178288.03 503991.023, 178290.943 503992.479, 178293.289 503994.259, 178295.15 503997.172, 178296.93 504000.732, 178297.767 504003.381, 178324.439 504138.611, 178325.122 504155.517, 178332.387 504154.029, 178303.848 504008.681, 178302.66 504002.22, 178302.66 503999.398, 178302.808 503996.873, 178303.328 503995.314, 178304.516 503992.641, 178306.224 503990.636, 178307.19 503989.744, 178308.823 503988.631, 178310.268 503987.899, 178310.606 503987.737, 178312.191 503987.093, 178314.25 503986.272, 178331.547 503983.878, 178462.411 503965.185, 178480.013 503962.819, 178524.893 503957.236, 178524.167 503951.359, 178479.197 503957.077, 178453.074 503960.476, 178407.449 503966.904, 178369.046 503972.33, 178307.11 503981.053, 178274.798 503985.486, 178268.75 503986.341, 178266.952 503986.832, 178265.072 503987.567, 178262.947 503988.385, 178261.067 503989.529, 178259.106 503991, 178256.817 503992.553, 178254.937 503994.351, 178253.058 503997.539, 178251.832 503999.827, 178251.341 504001.952, 178250.851 504004.323, 178250.442 504006.529, 178250.442 504008.736, 178249.38 504011.515, 178248.317 504013.313, 178246.682 504015.275, 178245.456 504016.337, 178243.577 504017.482, 178241.043 504018.462, 178238.673 504018.462, 178236.629 504017.972, 178234.831 504016.746, 178233.64 504015.474, 178232.718 504011.085, 178230.956 504000, 178230.596 503997.925, 178229.437 503985.769, 178275.964 503978.692, 178306.525 503974.14, 178410.685 503959.649, 178443.46 503953.297, 178438.51 503926.839, 178447.026 503925.26, 178487.95 503917.676, 178482.375 503888.473, 178508.701 503883.663, 178508.209 503881.979, 178505.086 503871.293, 178503.545 503865.853, 178502.734 503859.858, 178502.978 503853.794, 178503.252 503846.994, 178482.306 503849.23, 178478.785 503816.717, 178486.025 503814.589, 178474.974 503777.743, 178489.336 503774.997, 178489.14 503772.734, 178487.848 503764.417, 178485.892 503754.027, 178483.474 503743.61, 178481.541 503736.09, 178480.484 503733.637, 178471.973 503713.589, 178459.876 503716.034, 178455.82 503695.026, 178452.013 503695.779, 178446.162 503666.125, 178457.26 503663.99, 178443.159 503590.37, 178430.197 503592.863, 178429.415 503585.825, 178420.739 503507.658, 178422.232 503499.401, 178420.824 503478.421, 178416.919 503476.747, 178414.96 503475.907, 178414.271 503475.159, 178412.051 503472.311, 178408.284 503465.139, 178404.537 503462.357, 178403.044 503461.871, 178401.392 503461.38, 178376.674 503467.725, 178376.585 503466.783, 178376.782 503464.726, 178377.105 503462.355, 178377.887 503460.686, 178379.268 503458.64, 178380.802 503457.054, 178379.112 503448.278, 178377.689 503442.065, 178376.59 503437.269, 178412.846 503428.844, 178408.318 503409.557, 178394.178 503348.793, 178380.458 503290.399, 178374.851 503291.718, 178360.728 503229.945, 178357.128 503216.427, 178337.548 503202.083, 178287.343 503212.1, 178258.327 503217.89, 178247.563 503219.237, 178213.53 503226.144, 178196.275 503229.589, 178196.496 503218.166, 178190.39 503217.603, 178183.566 503215.481, 178179.667 503214.491, 178174.129 503214.943, 178165.082 503216.448, 178155.713 503219.212, 178150.795 503224.519, 178150.75 503231.544, 178145.424 503231.287, 178112.301 503228.949, 178095.284 503232.201, 178092.271 503219.488, 178087.809 503200.205, 178083.549 503179.571, 178080.747 503163.098, 178078.719 503144.05, 178079.007 503138.83, 178080.075 503134.593, 178081.528 503130.93, 178082.809 503128.38, 178084.438 503125.869, 178086.661 503122.353, 178089.022 503119.433, 178091.383 503117.258, 178092.919 503116.05, 178094.119 503115.16, 178097.129 503113.25, 178112.279 503104.94, 178127.924 503096.376, 178141.644 503092.921, 178166.883 503096.48, 178177.561 503094.539, 178186.298 503091.95, 178191.799 503090.332, 178215.567 503085.567, 178304.846 503060.93, 178325.188 503020.246, 178319.109 503001.873, 178315.898 502991.657, 178312.756 502981.823, 178310.158 502974.533, 178308.504 502969.182, 178305.196 502958.382, 178283.6 502948.371, 178275.519 502941.12, 178285.309 502922.02, 178288.253 502915.366, 178289.37 502912.254, 178290.736 502907.819, 178292.242 502901.402, 178293.12 502896.215, 178293.531 502891.531, 178293.65 502889.574, 178293.828 502885.124, 178293.531 502878.717, 178292.938 502873.97, 178292.404 502870.945, 178291.514 502866.614, 178290.852 502864.125, 178289.639 502860.1, 178287.059 502852.32, 178274.969 502817.89, 178265.659 502791.66, 178264.192 502788.05, 178260.899 502780.704, 178256.656 502772.536, 178253.427 502766.963, 178249.608 502760.918, 178245.229 502754.75, 178244.735 502754.168, 178236.604 502744.592, 178232.889 502740.63)))"
O10002_Hondenuitlaatkaart.80,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((176095.897 502914.426, 176100.98 502911.59, 176109.403 502919.658, 176098.11 502931.83, 176090.425 502935.188, 176087.779 502936.304, 176086.34 502936.91, 176085.125 502936.593, 176082.236 502933.436, 176088.11 502922.25, 176091.966 502917.663, 176095.897 502914.426)))"
O10002_Hondenuitlaatkaart.81,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((176873.869 503087.2, 176884.439 503077.1, 176889.799 503073.12, 176897.249 503068.99, 176911.353 503103.18, 176902.459 503106.67, 176897.767 503095.552, 176881.759 503102.06, 176881.239 503102, 176868.417 503093.063, 176873.869 503087.2)))"
O10002_Hondenuitlaatkaart.82,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((177701.447 503294.016, 177701.595 503294.414, 177695.717 503296.974, 177693.114 503291.096, 177693.46 503290.911, 177689.42 503281.854, 177704.109 503275.331, 177710.549 503289.984, 177701.447 503294.016)))"
O10002_Hondenuitlaatkaart.83,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((177446.172 503561.157, 177447.311 503572.179, 177430.672 503573.965, 177427.673 503574.263, 177426.645 503564.827, 177426.908 503563.094, 177446.172 503561.157)))"
O10002_Hondenuitlaatkaart.84,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((177663.007 503874.274, 177659.794 503878.841, 177645.714 503882.55, 177645.012 503882.399, 177642 503852.499, 177637.831 503851.443, 177636.687 503850.423, 177636.166 503844.605, 177639.417 503840.112, 177640.164 503839.887, 177655.479 503838.272, 177656.249 503838.722, 177659.597 503841.53, 177660.044 503842.11, 177663.331 503873.468, 177663.007 503874.274)))"
O10002_Hondenuitlaatkaart.85,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175733.361 504783.76, 175725.915 504788.194, 175718.785 504789.778, 175709.2 504788.59, 175702.198 504784.128, 175695.97 504776.555, 175693.752 504767.133, 175695.495 504756.445, 175702.229 504748.052, 175711.735 504743.301, 175721.479 504743.143, 175731.302 504747.26, 175738.035 504755.099, 175740.887 504764.6, 175739.223 504775.764, 175733.361 504783.76)))"
O10002_Hondenuitlaatkaart.88,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((176459.041 504900.862, 176460.16 504905.517, 176460.86 504908.535, 176462.279 504911.308, 176462.676 504913.368, 176442.314 504932.212, 176431.859 504918.993, 176436.462 504908.971, 176438.815 504901.777, 176442.464 504890.853, 176447.548 504893.395, 176452.734 504894.631, 176456.942 504897.452, 176459.041 504900.862)))"
O10002_Hondenuitlaatkaart.89,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175938.614 505178.123, 175965.276 505164.404, 175972.391 505178.228, 175968.905 505180.064, 175970.289 505182.695, 175946.435 505194.944, 175943.377 505189.398, 175944.051 505189.026, 175938.614 505178.123)))"
