FID,dtb_id,objecttekst,datummutatie,datumopname,muteerder,status,objectcode,datuminwin,inwinner,oudedbwaarde,soort,type,aantal,datumaanleg,faunavoorziening,niveau,hyperlink,onderhouder,beheerder,eigenaar,tekening,doelsoort,photo,gisobjid,systeemdeel,beheerobject,element,bouwdeel,datum_vervallen,se_anno_cad_data,lengte,st_length_shape_,gdb_geomattr_data,shape
groen_lijnen.452,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,50500317,,,ov,,,,,,,"LINESTRING (239168.45389999822 471703.80790000036, 239170.89079999924 471710.33579999954, 239173.63199999928 471717.1774000004, 239176.2514999993 471725.09789999947, 239181.04630000144 471736.5881999992, 239185.02980000153 471747.0945999995, 239188.90769999847 471757.251699999, 239192.35830000043 471765.4503999986, 239194.95760000125 471772.7899999991, 239195.56289999932 471774.4992999993, 239198.34479999915 471783.0665999986, 239202.60970000178 471792.9081999995, 239205.80029999837 471800.2958999984, 239207.8473000005 471806.97089999914, 239207.8909999989 471807.9290000014, 239207.83060000092 471808.63120000064, 239207.50879999995 471813.16039999947, 239207.1400000006 471817.0540000014, 239207.0535000004 471817.49749999866, 239206.88479999825 471817.98589999974, 239206.60539999977 471818.58370000124, 239206.3311999999 471819.03869999945, 239204.61250000075 471822.67350000143, 239202.02899999917 471827.6429999992, 239198.6790000014 471833.40100000054, 239178.70800000057 471865.68499999866, 239160.313000001 471896.04300000146, 239148.7349999994 471914.7049999982, 239142.0949999988 471923.4210000001, 239141.63210000098 471924.3341999985)"
groen_lijnen.453,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,50500506,,,ov,,,,,,,"LINESTRING (239368.47929999977 472225.2719999999, 239375.75670000166 472228.97199999914)"
groen_lijnen.465,,,,,,,,,,,,Talud(onderkant),,,,,,RWS,RWS,RWS,,,,50497378,,,ov,,,,,,,"LINESTRING (233555.09219999984 469957.6281000003, 233554.99399999902 469958.11360000074, 233555.14570000023 469958.86740000173, 233555.30420000106 469960.1213000007, 233555.15900000185 469960.56329999864, 233554.84710000083 469960.86019999906, 233554.1585999988 469960.85610000044, 233551.74529999867 469960.810899999, 233550.94429999962 469961.0639999993, 233550.2591000013 469961.5091999993, 233549.09149999917 469962.53379999846)"
groen_lijnen.466,,,,,,,,,,,,Talud(onderkant),,,,,,RWS,RWS,RWS,,,,50497510,,,ov,,,,,,,"LINESTRING (233720.4935999997 470132.6451999992, 233723.39829999954 470136.95980000123, 233724.1774000004 470138.43620000035, 233724.60319999978 470139.96499999985, 233725.5133999996 470144.0478999987, 233726.24529999867 470146.1053000018, 233727.22670000046 470147.443500001, 233728.3418999985 470148.62959999964, 233732.6788999997 470152.57129999995, 233733.6009999998 470153.02849999815, 233735.02109999955 470153.5967999995, 233736.23820000142 470154.16490000114, 233737.6072999984 470155.0421999991, 233741.34050000086 470158.52690000087, 233741.93030000106 470159.26520000026, 233742.5245999992 470160.1235000007, 233742.83769999817 470160.92159999907, 233742.9387000017 470161.5949999988, 233742.9149999991 470162.4620000012, 233741.15940000117 470166.65300000086, 233740.7485000007 470167.37680000067, 233739.56650000066 470169.21079999954, 233739.4844999984 470170.1272, 233739.71920000017 470171.20230000094, 233740.13819999993 470172.1576000005, 233740.50609999895 470172.7789000012, 233741.99049999937 470174.9853999987, 233742.54670000076 470175.8251999989, 233743.10269999877 470176.8020000011, 233744.88179999962 470180.2292999998, 233745.7760999985 470181.24920000136, 233746.62790000066 470181.7978999987, 233751.54560000077 470184.94680000097, 233754.9395999983 470187.3487999998, 233759.17480000108 470190.8819000013, 233760.0439000018 470191.71269999817, 233763.4215000011 470194.9763999991, 233764.9189000018 470196.06060000136, 233766.29419999942 470196.65459999815, 233766.98189999908 470196.8092, 233767.84760000184 470196.7822000012, 233768.5199000016 470196.4624999985, 233769.14090000093 470196.0201999992, 233769.9364 470194.66479999945, 233772.13749999925 470190.25079999864, 233772.74329999834 470188.82019999996, 233773.29410000145 470186.9626000002, 233774.43450000137 470184.2831999995, 233776.04769999906 470181.9171000011)"
groen_lijnen.526,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,50500126,,,ov,,,,,,,"LINESTRING (238044.20659999922 471762.1314999983, 238035.15410000086 471761.49379999936, 238029.73800000176 471760.8040000014, 238019.99399999902 471759.5450000018, 238009.61100000143 471759.81799999997, 238000.87700000033 471760.7179999985, 237999.26469999924 471760.68879999965, 237998.14699999988 471759.87099999934)"
groen_lijnen.454,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,50497646,,,ov,,,,,,,"LINESTRING (234058.1550000012 470344.5527999997, 234058.14130000025 470344.5406999998, 234056.33460000157 470342.9428999983, 234051.97300000116 470339.08480000123, 234045.2382999994 470333.2938000001, 234042.18980000168 470330.2663999982, 234034.11829999834 470322.6645000018, 234032.83839999884 470321.5080000013, 234031.4294999987 470320.2148000002, 234029.7888999991 470318.7639000006, 234022.09549999982 470311.53339999914, 234011.26089999825 470302.3299999982, 234009.15289999917 470300.6878999993, 234006.0095999986 470298.0683000013, 234001.6532999985 470293.80370000005, 233997.04360000044 470289.3000999987, 233995.2082999982 470287.7285999991, 233994.16209999844 470286.9334000014, 233992.90139999986 470285.81859999895, 233991.81920000166 470284.8929999992, 233990.6889999993 470283.7976000011, 233986.08249999955 470279.7719999999, 233984.29949999973 470278.50079999864, 233975.49579999968 470271.13610000163, 233973.76410000026 470269.8489000015, 233966.935899999 470264.60880000144, 233958.67350000143 470258.39290000126, 233954.35770000145 470255.0423000008, 233949.7285999991 470251.38049999997, 233948.35339999944 470250.3016999997, 233943.51300000027 470246.07919999957, 233939.00699999928 470242.5909000002, 233937.6559999995 470241.6583000012, 233931.15879999846 470237.3264000006, 233925.25180000067 470233.3365000002, 233915.88679999858 470227.250599999, 233908.43400000036 470221.9967, 233904.50690000132 470219.04030000046, 233898.7300999984 470213.7611999996, 233890.04509999976 470206.40019999817, 233885.316300001 470202.3137000017, 233878.49060000107 470196.61100000143, 233871.51819999889 470190.79019999877, 233866.62319999933 470186.7932000011, 233862.80209999904 470183.6110999994, 233861.78700000048 470182.65370000154, 233860.2835999988 470181.04949999973, 233859.54630000144 470180.4074999988, 233857.87799999863 470179.17540000007, 233855.3123999983 470176.7166999988, 233854.00409999862 470175.5428000018, 233852.85060000047 470174.57400000095, 233851.57809999958 470173.46709999815, 233849.90100000054 470171.9583999999, 233848.120099999 470170.11389999837, 233847.02950000018 470169.0064999983, 233843.1436999999 470165.38969999924, 233837.03959999979 470160.3370999992, 233829.83350000158 470154.36290000007, 233822.21449999884 470147.83260000125, 233815.50710000098 470142.0346999988, 233812.26099999994 470139.41209999844, 233805.2884999998 470133.53599999845, 233800.31390000135 470129.3850999996, 233798.33579999954 470127.6994000003, 233796.11950000003 470125.6585999988, 233789.74230000004 470119.29830000177, 233784.6810999997 470114.0091000013, 233781.42940000072 470110.876600001, 233779.55029999837 470109.2300999984, 233772.20490000024 470101.6908, 233770.00389999896 470099.5117000006, 233769.83359999955 470099.42920000106, 233769.47789999843 470099.46979999915, 233768.1523000002 470100.3002999984, 233768.0185999982 470100.53400000185, 233768.0789999999 470100.877700001, 233768.30160000175 470101.27230000123, 233773.91629999876 470106.5399999991, 233775.27320000157 470108.0854000002, 233775.94449999928 470109.0833999999, 233776.75869999826 470110.2707999982, 233777.44249999896 470111.4862000011, 233779.46970000118 470114.94680000097, 233780.34710000083 470116.11019999906, 233781.33850000054 470117.0716999993, 233782.28130000085 470117.68140000105, 233783.25930000097 470118.15670000017, 233784.3841000013 470118.81329999864, 233785.3033999987 470119.50609999895, 233787.9343000017 470122.59319999814, 233789.00549999997 470123.7837000005, 233794.02070000023 470128.2941999994, 233798.62950000167 470133.02749999985, 233799.79949999973 470134.2017999999, 233801.4050000012 470135.5962000005, 233802.55409999937 470136.4266999997, 233803.70699999854 470137.2017999999, 233806.21840000153 470139.0863999985, 233807.0800999999 470140.0040999986, 233807.65780000016 470140.4807000011, 233808.34369999915 470140.7936999984, 233809.123399999 470140.9470999986, 233810.05469999835 470140.9514000006, 233811.52690000087 470141.24749999866, 233812.3365000002 470141.7195999995, 233813.23380000144 470142.4125000015, 233817.55920000002 470146.49010000005, 233823.03079999983 470152.06430000067, 233824.3289999999 470153.47349999845, 233825.89499999955 470154.7694000006, 233828.14389999956 470156.56700000167, 233831.58460000157 470159.3645000011, 233833.31080000103 470160.9136000015, 233834.23690000176 470161.54850000143, 233835.37689999864 470162.1862999983, 233836.26630000025 470162.70160000026, 233837.04019999877 470163.32250000164, 233837.67280000076 470163.96550000086, 233839.17430000007 470165.4791000001, 233839.8861999996 470166.0203999989, 233840.4637000002 470166.41000000015, 233841.34640000015 470167.07030000165, 233842.13919999823 470167.9701000005, 233842.96429999918 470168.7430000007, 233843.70899999887 470169.3024000004, 233844.8964000009 470170.0667999983, 233846.07759999856 470171.16110000014, 233847.39409999922 470172.6281999983, 233848.433699999 470173.6141999997, 233849.70259999856 470174.624499999, 233850.68349999934 470175.3988999985, 233851.4835000001 470176.2692999989, 233852.44539999962 470177.26779999956, 233853.10979999974 470177.98380000144, 233854.65929999948 470179.3460999988, 233856.06960000098 470180.4715999998, 233856.74049999937 470181.1579999998, 233857.43569999933 470182.2100000009, 233858.4365000017 470183.66490000114, 233859.16380000114 470184.44530000165, 233860.09750000015 470185.19249999896, 233860.71070000157 470185.436999999, 233861.61030000076 470185.7094999999, 233862.48070000112 470185.9422999993, 233863.29340000078 470186.21510000154, 233864.26960000023 470186.6649999991, 233865.78449999914 470187.83790000156, 233867.15129999816 470189.1779999994, 233869.5309999995 470192.2397999987, 233870.42220000178 470193.28069999814, 233871.2906000018 470194.0172000006, 233872.08619999886 470194.6378999986, 233875.87799999863 470197.2894000001, 233877.2340000011 470198.65129999816, 233878.68070000038 470200.03819999844, 233879.8216000013 470200.99489999935, 233880.64669999853 470201.4450000003, 233881.3949000016 470201.7745999992, 233881.9737999998 470202.01590000093, 233882.80530000106 470202.4224999994, 233883.4560999982 470202.87110000104, 233884.42020000145 470203.9679999985, 233885.71299999952 470205.64070000127, 233886.78060000017 470206.7377000004, 233887.71570000052 470207.62420000136, 233890.77710000053 470209.9633000009, 233895.2263999991 470213.6785000004, 233897.50950000063 470215.76309999824, 233897.97899999842 470216.3018999994, 233898.35069999844 470217.14079999924, 233898.63899999857 470217.66369999945, 233899.3299999982 470218.4389999993, 233899.85170000046 470218.8326999992, 233900.60759999976 470219.2815999985, 233904.33559999987 470222.0106999986, 233905.30370000005 470222.88060000166, 233906.66789999977 470224.0128000006, 233909.75290000066 470226.54630000144, 233913.47769999877 470229.6895000003, 233914.5971999988 470230.5326000005, 233915.72300000116 470231.29989999905, 233918.2366000004 470233.3773000017, 233919.09970000014 470234.40239999816, 233919.82459999993 470235.4510000013, 233920.60810000077 470236.33469999954, 233921.05099999905 470236.7747000009, 233922.79780000076 470238.0540000014, 233923.46449999884 470238.4307000004, 233924.07820000127 470238.72199999914, 233924.79769999906 470239.15780000016, 233925.41539999843 470239.67639999837, 233926.25420000032 470240.28649999946, 233926.69959999993 470240.51570000127, 233927.0656999983 470240.6528999992, 233928.54199999943 470240.77010000125, 233929.1052000001 470240.7188999988, 233929.9611000009 470240.5086000003, 233930.46810000017 470240.4246000014, 233931.08089999855 470240.435800001, 233931.72129999846 470240.8192999996, 233932.2435999997 470241.39079999924, 233933.32090000063 470242.4316999987, 233934.05319999903 470242.73580000177, 233934.58370000124 470242.7736000009, 233935.1339999996 470242.80480000004, 233935.80029999837 470243.0498000011, 233936.38500000164 470243.5716999993, 233938.75600000098 470245.3299999982, 233939.25519999862 470245.8883999996, 233939.91000000015 470246.6704000011, 233940.5647 470247.429299999, 233941.3478000015 470248.1548999995, 233942.7815000005 470249.3825000003, 233943.78550000116 470250.17980000004, 233948.8071999997 470253.5998999998, 233950.7325000018 470255.063099999, 233954.34849999845 470257.7628999986, 233960.26630000025 470262.02739999816, 233968.00279999897 470267.70479999855, 233974.433699999 470272.95529999956, 233979.34319999814 470277.3509000018, 233984.2098999992 470281.7564999983, 233989.70320000127 470286.38749999925, 233993.20039999858 470289.0447999984, 233994.67020000145 470290.2426000014, 233995.81650000066 470291.22729999945, 233998.47580000013 470293.50510000065, 233999.21240000054 470294.1088999994, 234002.74460000172 470297.4283000007, 234003.45529999956 470298.17720000073, 234004.3575000018 470299.0604999997, 234005.15359999985 470299.74650000036, 234005.807599999 470300.2683000006, 234008.4626000002 470302.25290000066, 234014.0351999998 470306.92969999835, 234018.87629999965 470311.58579999954, 234019.560899999 470312.4433999993, 234020.71090000123 470313.54670000076, 234023.2410000004 470315.5976999998, 234027.12299999967 470319.08729999885, 234031.9012000002 470323.65129999816, 234035.85500000045 470327.9609999992, 234036.38769999892 470328.65769999847, 234037.20749999955 470329.54459999874, 234038.20230000094 470330.5362999998, 234040.49120000005 470332.3968999982, 234042.33909999952 470334.054299999, 234043.37860000134 470335.0687999986, 234044.7489 470336.3343000002, 234047.77230000123 470338.747299999, 234048.8740000017 470339.6154999994, 234049.95930000022 470340.7564999983, 234050.95490000024 470341.87590000033, 234051.6634999998 470342.6354999989, 234053.0447999984 470343.88230000064, 234055.4791000001 470345.5346999988, 234056.55539999902 470346.3337999992)"
groen_lijnen.455,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,50500403,,,ov,,,,,,,"LINESTRING (239839.12700000033 472463.57400000095, 239841.59099999815 472463.79199999943, 239846.25699999928 472464.9299999997, 239847.81909999996 472465.2635000013, 239848.57809999958 472465.53510000184, 239850.77930000052 472466.61989999935, 239853.68059999868 472468.4213999994, 239854.59310000017 472469.1471000016, 239854.99170000106 472469.5859000012, 239856.67760000005 472471.82360000163, 239858.62860000134 472474.8634000011, 239859.36140000075 472475.91789999977, 239859.7707999982 472476.29250000045, 239860.15069999918 472476.5828000009, 239862.99179999903 472478.002700001, 239868.49439999834 472480.5163999982, 239874.53090000153 472483.08900000155, 239879.03130000085 472485.08989999816, 239880.1860000007 472485.5527999997, 239880.98970000073 472485.49020000175, 239882.78510000184 472484.82079999894, 239884.02699999884 472484.9230000004)"
groen_lijnen.456,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,50500402,,,ov,,,,,,,"LINESTRING (239886.39499999955 472485.9549999982, 239887.23279999942 472486.8575000018, 239888.01639999822 472488.6570000015, 239888.82009999827 472489.68290000036, 239889.15289999917 472489.9926000014, 239889.51830000058 472490.2446999997, 239889.91420000046 472490.44949999824, 239893.19570000097 472491.83619999886, 239898.56720000133 472494.09739999846, 239900.99289999902 472494.9490999989, 239902.0551000014 472495.30860000104, 239905.6550000012 472496.2762000002, 239906.87640000135 472496.5740999989, 239910.11239999905 472497.0661999993, 239913.21799999848 472497.4294000007, 239914.559799999 472497.6812000014, 239915.254900001 472497.90210000053, 239917.67390000075 472498.93930000067, 239921.17500000075 472500.83150000125, 239924.50070000067 472503.3947999999, 239926.61030000076 472505.7511, 239928.6303000003 472508.33210000023, 239930.2899999991 472510.83900000155)"
groen_lijnen.457,,,,,,,,,,,,Talud(onderkant),,,,,,RWS,RWS,RWS,,,,50500382,,,ov,,,,,,,"LINESTRING (236202.01300000027 471290.5020000003, 236208.98800000176 471292.2349999994, 236210.54899999872 471292.58999999985, 236215.89299999923 471293.80700000003, 236221.69299999997 471294.756000001, 236226.70199999958 471294.8040000014, 236231.62200000137 471295.2270000018, 236236.4459999986 471295.51399999857, 236240.5859999992 471295.0020000003)"
groen_lijnen.458,,,,,,,,,,,,Talud(onderkant),,,,,,RWS,RWS,RWS,,,,50497671,,,ov,,,,,,,"LINESTRING (234284.88199999928 470647.29100000113, 234267.55999999866 470633.16600000113, 234243.1090000011 470613.493999999, 234225.59600000083 470598.72399999946, 234208.08399999887 470583.9539999999, 234190.07299999893 470569.1169999987, 234172.061999999 470554.2800000012, 234151.11800000072 470536.89499999955, 234135.01999999955 470523.44299999997, 234118.92300000042 470509.9919999987, 234102.3139999993 470495.08900000155, 234088.3374999985 470483.34629999846, 234081.84519999847 470477.01029999927, 234077.19519999996 470472.89350000024, 234075.7736000009 470471.79569999874, 234074.31899999827 470470.7217000015, 234069.56639999896 470467.8883000016, 234068.22480000183 470467.2098999992, 234066.75919999927 470466.4008000009, 234062.25580000132 470463.3504000008, 234061.00789999962 470462.31980000064, 234060.0421999991 470461.39649999887, 234056.67830000073 470457.49720000103, 234055.6094999984 470455.8322999999, 234054.63179999962 470454.53130000085, 234052.7076999992 470451.50279999897, 234065.9937000014 470458.186999999)"
groen_lijnen.459,,,,,,,,,,,,Talud(onderkant),,,,,,RWS,RWS,RWS,,,,46243119,,,ov,,,,,,,"LINESTRING (234345.93499999866 470575.32400000095, 234371.22899999842 470593.79300000146, 234402.4059999995 470617.20600000024, 234421.83199999854 470630.73900000006, 234441.2589999996 470644.2719999999, 234462.2109999992 470658.5949999988, 234483.16299999878 470672.91899999976, 234496.53510000184 470681.6939000003, 234500.90590000153 470684.40989999846, 234506.00169999897 470687.48699999973, 234511.2049999982 470691.1182000004, 234512.73360000178 470691.8365000002, 234515.10869999975 470693.03240000084, 234516.95580000058 470694.24060000107, 234520.73470000178 470696.7465999983, 234525.59739999846 470699.60269999877, 234528.4781000018 470701.9375, 234530.2564000003 470703.1143000014, 234531.55209999904 470703.6644000001, 234533.0384999998 470704.4092000015, 234534.19779999927 470705.24489999935, 234536.2206000015 470706.875, 234540.13690000027 470709.3858000003, 234543.86239999905 470711.7019000016, 234548.87970000133 470714.9957000017, 234553.56049999967 470718.15260000154, 234556.34980000183 470719.30209999904, 234558.0436999984 470719.9715999998, 234559.4534999989 470720.8134999983, 234560.04729999974 470721.3242000006, 234560.87860000134 470722.2001999989, 234562.45800000057 470723.26570000127, 234565.3660000004 470724.82009999827, 234568.0758999996 470726.71770000085, 234571.6612999998 470729.13479999825, 234574.84640000015 470730.98860000074, 234580.3412999995 470734.07090000063, 234583.5 470735.98629999906, 234585.95479999855 470737.5229000002, 234586.46510000154 470737.9807999991, 234586.87409999967 470738.52219999954, 234587.55579999834 470739.4816999994, 234588.39600000158 470740.28290000185, 234590.89029999822 470741.8220000006, 234593.5762999989 470743.64869999886, 234609.8590000011 470753.70899999887, 234628.57400000095 470764.631000001, 234634.9134999998 470768.3306999989, 234647.2890000008 470775.5529999994)"
groen_lijnen.460,,,,,,,,,,,,Talud(onderkant),,,,,,RWS,RWS,RWS,,,,50497358,,,ov,,,,,,,"LINESTRING (234354.39600000158 470567.57400000095, 234378.59200000018 470585.53599999845, 234403.47800000012 470603.71400000155, 234439.50699999928 470629.368999999, 234464.5859999992 470646.813000001, 234471.40900000185 470651.55900000036, 234491.9937000014 470665.55590000004, 234494.0159999989 470666.9310000017, 234503.44000000134 470673.33900000155, 234522.8049999997 470685.8660000004, 234542.1710000001 470698.3929999992, 234570.71599999815 470716.26199999824, 234608.29899999872 470739.41099999845, 234630.55200000107 470752.63800000027, 234656.52299999818 470767.6970000006)"
groen_lijnen.461,,,,,,,,,,,,Talud(onderkant),,,,,,RWS,RWS,RWS,,,,46245770,,,ov,,,,,,,"LINESTRING (237976.9759999998 471734.80700000003, 237977.54470000044 471734.6319000013, 238004.78200000152 471726.243999999, 238008.98900000006 471725.3830000013, 238011.8999999985 471725.24599999934, 238021.9219999984 471727.4210000001, 238024.5166000016 471728.10229999945, 238039.14600000158 471731.9439999983)"
groen_lijnen.467,,,,,,,,,,,,Talud(onderkant),,,,,,RWS,RWS,RWS,,,,50497314,,,ov,,,,,,,"LINESTRING (233719.74170000106 470127.49599999934, 233722.64189999923 470130.00890000165, 233729.69669999927 470136.47630000114, 233735.65579999983 470141.8132000007, 233738.4534999989 470144.9177000001, 233739.38929999992 470146.1105000004, 233739.9915000014 470147.0377999991, 233740.5898000002 470148.13280000165, 233743.2397999987 470153.20589999855, 233745.127700001 470157.0881999992, 233745.57930000126 470158.5987999998, 233745.77169999853 470159.6447999999, 233745.9560999982 470161.0692999996, 233745.81760000065 470166.3861999996, 233745.53620000184 470169.7694000006, 233745.53180000186 470170.47569999844, 233745.7146999985 470171.21339999884, 233746.00299999863 470171.8751000017, 233746.42399999872 470172.48420000076, 233748.9114000015 470175.73860000074, 233749.80440000072 470176.7344000004, 233750.52180000022 470177.51729999855, 233753.6435999982 470180.49709999934, 233754.39039999992 470181.16490000114, 233755.14710000157 470181.70010000095, 233755.9312000014 470182.1279999986, 233756.60599999875 470182.51089999825, 233760.34549999982 470183.8872000016, 233761.057599999 470184.03990000114, 233761.6897 470184.1281999983, 233765.32889999822 470183.9230999984, 233766.28689999878 470183.6629999988, 233772.65549999848 470181.6640000008, 233779.44440000132 470178.7153000012, 233786.94509999827 470180.63599999994, 233789.0164999999 470180.41160000116)"
groen_lijnen.468,,,,,,,,,,,,Talud(onderkant),,,,,,RWS,RWS,RWS,,,,50497416,,,ov,,,,,,,"LINESTRING (234656.52299999818 470767.6970000006, 234685.22300000116 470784.0320000015, 234697.8289999999 470791.16789999977, 234701.55999999866 470793.2800000012, 234719.48000000045 470803.4230000004, 234754.63699999824 470822.6550000012, 234775.09699999914 470833.14499999955, 234795.55799999833 470843.63500000164, 234820.98699999973 470856.6330000013, 234846.41600000113 470869.6319999993, 234878.96299999952 470885.2289999984, 234911.51000000164 470900.8269999996, 234938.41000000015 470912.6180000007, 234965.3110000007 470924.40900000185, 234982.3200000003 470931.93400000036, 234986.53799999878 470933.7809999995)"
groen_lijnen.469,,,,,,,,,,,,Talud(onderkant),,,,,,RWS,RWS,RWS,,,,50500522,,,ov,,,,,,,"LINESTRING (235489.65900000185 471101.0650999993, 235490.23420000076 471102.81980000064, 235491.10220000148 471104.2595999986, 235492.00200000033 471105.0450000018, 235496.08900000155 471106.6259999983, 235503.75699999928 471108.98600000143, 235510.99799999967 471111.09899999946, 235511.55330000073 471111.2765999995)"
groen_lijnen.470,,,,,,,,,,,,Talud(onderkant),,,,,,RWS,RWS,RWS,,,,50500176,,,ov,,,,,,,"LINESTRING (236045.85200000182 471250.4820000008, 236037.74920000136 471248.3610999994, 236028.80209999904 471245.5595000014, 236023.81599999964 471243.9904000014, 236016.05999999866 471241.1319999993)"
groen_lijnen.471,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,50498313,,,ov,,,,,,,"LINESTRING (233760.23600000143 470070.4600000009, 233770.56850000098 470078.8885000013, 233773.67110000178 470081.1469999999, 233774.12680000067 470081.35130000114, 233774.80959999934 470081.54509999976, 233775.39310000092 470081.6999000013, 233775.91440000013 470081.9219999984, 233776.6750999987 470082.3713000007, 233779.66939999908 470084.69359999895, 233780.09840000048 470085.10009999946, 233780.69590000063 470085.5546000004, 233781.0967000015 470085.6772999987, 233781.63049999997 470085.73270000145, 233782.34549999982 470085.58769999817, 233784.15340000018 470085.0320999995, 233784.8612000011 470085.0502999984, 233785.6629000008 470085.1253999993, 233786.59039999917 470085.36199999973, 233789.15080000088 470086.8024000004, 233789.71819999814 470087.0476000011, 233790.27340000123 470087.1383999996, 233791.82519999892 470087.17280000076)"
groen_lijnen.472,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,50497635,,,ov,,,,,,,"LINESTRING (233748.9710999988 470081.09589999914, 233748.80469999835 470080.9490999989, 233744.59180000052 470077.23420000076, 233742.20080000162 470075.1761999987, 233741.94970000163 470075.01000000164, 233740.58779999986 470074.4684000015, 233739.8515000008 470074.1378999986, 233739.29839999974 470073.8033000007, 233738.57290000096 470073.2324000001, 233732.96829999983 470067.37049999833, 233728.76810000092 470063.0634999983, 233727.71510000154 470062.07499999925, 233726.77270000055 470061.31870000064, 233725.85779999942 470060.7646000013, 233722.78330000117 470058.9893000014, 233722.04710000008 470058.49069999903, 233721.39829999954 470057.9367999993, 233717.814100001 470054.4411999993, 233716.94200000167 470053.689199999, 233716.44629999995 470053.3205999993, 233715.33350000158 470052.61740000173, 233712.4061000012 470050.5207000002, 233711.98910000175 470050.2670999989, 233711.12519999966 470049.7897000015, 233710.37629999965 470049.254900001, 233709.29129999876 470048.4239999987, 233708.42339999974 470047.71449999884, 233707.1154000014 470046.1363000013, 233706.29659999907 470045.1246000007, 233705.43320000172 470044.0533000007, 233704.59099999815 470043.0033, 233698.5139000006 470037.0729999989, 233689.99010000005 470029.38269999996, 233686.39710000157 470026.3596000001, 233684.99080000073 470025.36030000076, 233684.2036000006 470024.81269999966, 233683.42909999937 470024.4397, 233682.6970999986 470024.1347000003, 233680.67590000108 470022.75609999895, 233677.21279999986 470019.57559999824, 233672.3156999983 470015.5298999995, 233671.19049999863 470014.40520000085, 233670.1801000014 470013.3614999987, 233667.94249999896 470011.06529999897, 233666.504900001 470009.5828999989, 233664.64350000024 470007.6636000015, 233663.48420000076 470006.54520000145, 233660.05939999968 470003.4924999997, 233654.63919999823 469998.65890000015, 233646.8542000018 469991.9092000015, 233642.6169999987 469987.8746000007, 233635.76729999855 469981.7734000012, 233630.4277999997 469977.1442000009, 233629.2939000018 469976.27699999884, 233628.62370000035 469975.8189000003, 233626.60880000144 469974.69139999896, 233625.7087999992 469974.1416000016, 233624.57690000162 469973.304299999, 233622.12640000135 469971.03770000115, 233616.42990000173 469965.69299999997, 233610.63560000062 469960.4732000008, 233608.21240000054 469958.29030000046, 233602.64319999889 469953.46290000156, 233596.2525999993 469948.33689999953, 233588.73669999838 469942.1458999999, 233583.6821999997 469938.0084999986, 233582.79289999977 469937.34800000116, 233581.41220000014 469936.24439999834, 233580.55270000175 469935.6138000004, 233579.6228 469935.2703999989, 233578.6970999986 469934.92280000076, 233577.95230000094 469934.6667999998, 233577.2628000006 469934.34910000116, 233576.63940000162 469933.9783000015, 233575.6948999986 469933.22630000114, 233571.97670000046 469929.57939999923, 233570.40890000015 469928.1436999999, 233565.78429999948 469924.0386000015, 233560.32169999927 469919.0218000002, 233559.27739999816 469917.90359999985, 233558.90289999917 469917.66059999913, 233558.2622999996 469917.500500001, 233557.51940000057 469917.5425999984, 233556.81489999965 469917.5100999996, 233556.0934999995 469917.17119999975, 233555.42119999975 469916.78539999947, 233551.41550000012 469913.2789000012, 233548.69940000027 469910.34160000086, 233548.0207999982 469909.7366000004, 233547.55059999973 469909.4915000014, 233547.05680000037 469909.36129999906, 233543.3044999987 469908.8222000003, 233541.93609999865 469908.4147000015, 233541.19350000098 469908.13529999927, 233537.05750000104 469905.24810000136, 233536.10449999943 469904.3960000016, 233535.14930000156 469903.73330000043, 233533.00829999894 469903.1506999992, 233532.26110000163 469903.24159999937, 233531.82440000027 469903.7479000017, 233531.6772999987 469904.1374000013, 233531.56610000134 469904.8588999994, 233531.61800000072 469906.6724999994, 233531.97030000016 469908.04569999874, 233532.33520000055 469908.62370000035)"
