FID,hectomtrng,afstand,wvk_id,wvk_begdat,zijde,hecto_lttr,se_anno_cad_data,gdb_geomattr_data,shape
nwb_wegen_hectopunten_2006.1,306,82,216300053,2000-11-01T00:00:00, ,x,,,POINT (108372.3209999986 450459.3209999986)
nwb_wegen_hectopunten_2006.2,305,2,216300053,2000-11-01T00:00:00, ,x,,,POINT (108314.98600000143 450403.98800000176)
nwb_wegen_hectopunten_2006.3,306,98,216300055,2000-11-01T00:00:00, ,p,,,POINT (108360.5604000017 450475.96460000053)
nwb_wegen_hectopunten_2006.4,305,2,216300055,2000-11-01T00:00:00, ,p,,,POINT (108289.70600000024 450411.6420000009)
nwb_wegen_hectopunten_2006.5,76,18,234203007,2000-11-01T00:00:00, ,q,,,POINT (117085.30099999905 401574.2049999982)
nwb_wegen_hectopunten_2006.6,93,29,236205003,2000-11-01T00:00:00, ,p,,,POINT (118292.98200000077 402753.2969999984)
nwb_wegen_hectopunten_2006.7,92,103,236205005,2000-11-01T00:00:00, ,p,,,POINT (118252.90199999884 402664.8720000014)
nwb_wegen_hectopunten_2006.8,260,65,121132007,2000-11-01T00:00:00,Li, ,,,POINT (60886.10500000045 366042.26399999857)
nwb_wegen_hectopunten_2006.9,560,53,182261008,2000-10-01T00:00:00, ,p,,,POINT (91247.79399999976 430855.56500000134)
nwb_wegen_hectopunten_2006.10,1339,112,305193011,2000-08-01T00:00:00, ,p,,,POINT (152924 396702)
nwb_wegen_hectopunten_2006.11,1338,9,305193011,2000-08-01T00:00:00, ,p,,,POINT (152894 396801)
nwb_wegen_hectopunten_2006.12,208,70,117214030,2001-02-01T00:00:00,Li, ,,,POINT (59055.85300000012 407255.2490000017)
nwb_wegen_hectopunten_2006.13,110,34,475508020,2001-01-01T00:00:00, ,p,,,POINT (237670.0549999997 554402.7529999986)
nwb_wegen_hectopunten_2006.14,116,81,135261013,2001-01-01T00:00:00, , ,,,POINT (68014.66899999976 430637.625)
nwb_wegen_hectopunten_2006.15,115,181,135261013,2001-01-01T00:00:00, , ,,,POINT (68114.1950000003 430647.0329999998)
nwb_wegen_hectopunten_2006.16,114,281,135261013,2001-01-01T00:00:00, , ,,,POINT (68213.87799999863 430653.4270000011)
nwb_wegen_hectopunten_2006.17,113,381,135261013,2001-01-01T00:00:00, , ,,,POINT (68313.62099999934 430659.0249999985)
