objectid;id;stadsdeel;buurt_code;buurt;straat;beheerder;wegdeel;functie_or;weg_type;gebruiksfunctie;verhardings_type;materiaal;formaat;aanleg_jaar;terrein_helling;route;fundering;intensiteit;shape_area;shape_len;geo_shape;geo_point_2d
181193;213146.0;Tongelre;1335.0;'t Hofke;Zwaluwstaartweg;BOR Stedelijk;Rijbaan;;Weg in woongebied;;Elementen;Betonstraatstenen;Keiformaat;;Horizontaal;;;;38.92704769;32.0301832673606;"{""coordinates"": [[[5.525951384218693, 51.44892263610407], [5.525942716743031, 51.44891930359124], [5.525934682887525, 51.4489146465598], [5.525927483503651, 51.44890878143848], [5.525921298580569, 51.44890185485905], [5.525916282745273, 51.44889403999038], [5.525914643357204, 51.448889299945975], [5.525913814087707, 51.44888435343951], [5.525913817977046, 51.44887933790374], [5.525914654917167, 51.44887439268935], [5.525916400007869, 51.44886639968133], [5.525846936682339, 51.448858392560616], [5.525843871041619, 51.44886734892714], [5.5258414190157845, 51.44887264276226], [5.525838279288834, 51.44887756000089], [5.525834508568604, 51.44888201183085], [5.525830174959545, 51.4488859178459], [5.525818245347176, 51.44889368104619], [5.525805258026648, 51.44889950448464], [5.525791525939425, 51.44890324784016], [5.525777379972812, 51.448904820913114], [5.525951384218693, 51.44892263610407]]], ""type"": ""Polygon""}";51.448892076602824, 5.525872540206613
181196;213148.0;Stratum;1224.0;Roosten;Landsteinerlaan;BOR Stedelijk;Molgoot;;Weg in woongebied;;Elementen;Betonstraatstenen;Keiformaat;;Horizontaal;;;;42.904339;225.123471397634;"{""coordinates"": [[[5.494297963466304, 51.41277044326383], [5.494297452638655, 51.41276715386967], [5.494266940770944, 51.41276902462348], [5.493583357272814, 51.41279037036596], [5.49298044516332, 51.412807405135254], [5.492686916634064, 51.41281607596288], [5.492687168903243, 51.41281949144013], [5.492825352423407, 51.41281541109486], [5.492980697454533, 51.412810820611924], [5.493064981723312, 51.412808379954484], [5.493182353019387, 51.4128049832775], [5.49319385155039, 51.41280464921379], [5.493437965980187, 51.41279783793986], [5.493495271919682, 51.412796239564095], [5.493501653622503, 51.41279606295066], [5.4935590026797865, 51.412794464504174], [5.493819143110567, 51.41278720632919], [5.493923016511804, 51.412783605541144], [5.494175190090105, 51.41277487074075], [5.4942235981988405, 51.41277319029728], [5.494277022186672, 51.41277121758117], [5.494297963466304, 51.41277044326383]]], ""type"": ""Polygon""}";51.41279426277163, 5.493491747746668
181197;266818.0;Tongelre;1335.0;'t Hofke;;;Voetpad;;;;Elementen;;;;;;;;168.652241;256.92569648078205;"{""coordinates"": [[[5.5186349081706965, 51.45111818967541], [5.518645577538706, 51.45108145892913], [5.518656941130941, 51.451041024067244], [5.518700689079393, 51.4510458195849], [5.518803770971373, 51.45105737946056], [5.518858714697266, 51.45106330383166], [5.518929588956162, 51.45107094497736], [5.518972502069443, 51.451075570552526], [5.518976302925262, 51.45106164280646], [5.518924150988113, 51.45105602094873], [5.518853276753353, 51.451048379799694], [5.518798520118355, 51.45104247319203], [5.518661017025102, 51.45102765331861], [5.518666127628646, 51.45100891516745], [5.518662861061915, 51.45100860425033], [5.518672385993607, 51.45096914223768], [5.5186815269948175, 51.450931244685655], [5.518687182303572, 51.450931777622785], [5.518697588538124, 51.45089362695862], [5.5186936598805065, 51.45089319993704], [5.518704081861505, 51.450855525653836], [5.518714560669382, 51.450817608611324], [5.518718215880985, 51.450817999986214], [5.518729063441302, 51.450778257826315], [5.518739113741183, 51.45074141990531], [5.51872518355463, 51.45073988958273], [5.518716750614785, 51.450738964281875], [5.518711055679227, 51.450759590715656], [5.518700833212194, 51.45079659961318], [5.518690767264288, 51.450833015080924], [5.518680349452068, 51.45087213653386], [5.518669870706857, 51.450910089527675], [5.51865993299191, 51.450946091368955], [5.518637845959439, 51.45102444354344], [5.518632665331486, 51.451023892091015], [5.518631669186074, 51.4510276684554], [5.518597074441624, 51.45102410302442], [5.518598113281924, 51.45102016481617], [5.518500861004116, 51.451009667840204], [5.51844537053399, 51.451003680996045], [5.518374482074573, 51.45099603957249], [5.518331094198429, 51.45099136038], [5.518327335352723, 51.451004955476776], [5.518370003700429, 51.451009554582825], [5.518440892180138, 51.451017196009076], [5.518496670467195, 51.45102320949701], [5.518535640308241, 51.45102736327748], [5.5185984842260325, 51.45103406087835], [5.518598626584794, 51.45103353937503], [5.518641050058722, 51.45103801281689], [5.51863538475717, 51.45105896280503], [5.518625193007505, 51.451096690753744], [5.518615556264296, 51.451132323715754], [5.518608972813468, 51.451154173604934], [5.518603990790915, 51.451172614982255], [5.518593798989946, 51.4512103429279], [5.518584162198204, 51.451245975887], [5.518572596694184, 51.451286276138696], [5.5185624048418, 51.45132400408126], [5.5185527680015225, 51.451359637037456], [5.51852382475882, 51.45146519662596], [5.518538906298363, 51.45146680657301], [5.518562510871221, 51.451380758409535], [5.518577906543117, 51.45132665623483], [5.518583161931911, 51.451308214550544], [5.518594071365686, 51.45126989254472], [5.518605009242571, 51.45123146264159], [5.518614381153855, 51.45119378056323], [5.518624601991664, 51.45115615145832], [5.5186349081706965, 51.45111818967541]]], ""type"": ""Polygon""}";51.45105987484332, 5.518643669431345
181199;211434.0;Centrum;1115.0;TU-terrein;;Particulier;Fietspad;;Fietspaden;;Asfalt;DAB;;;Horizontaal;;;;207.6587417;86.4331714359398;"{""coordinates"": [[[5.483355202102536, 51.446515647447896], [5.483145216393764, 51.446455704477735], [5.483117552269886, 51.446447808256366], [5.482962866529384, 51.44640365741725], [5.4829455081181235, 51.44639870096069], [5.482911113643794, 51.44644643209817], [5.482942318433696, 51.446455305221626], [5.483082970427062, 51.44649529690467], [5.483109972421515, 51.446502977951695], [5.483419977771606, 51.4465911257027], [5.4834187515193396, 51.44658944583535], [5.483417525286125, 51.446587774956654], [5.483392095071841, 51.44655118842116], [5.483369408351465, 51.44651284023872], [5.483355202102536, 51.446515647447896]]], ""type"": ""Polygon""}";51.446489981564255, 5.4831623760341
181202;211437.0;Woensel noord 1;1522.0;Achtse Barrier-Gunterslaer;Bordeauxlaan;BOR Stedelijk;Voetpad;;Weg in verblijfsgebied;;Elementen;Betontegels;30x30;;Horizontaal;;;;76.2845965;77.959406596614;"{""coordinates"": [[[5.447379772706892, 51.48102469933269], [5.4474220670763955, 51.48075262705515], [5.4473932660054265, 51.48074512746365], [5.447389768689303, 51.480767511004494], [5.447384374324395, 51.48080318074692], [5.447379079828817, 51.48083817628885], [5.447372642303919, 51.48087969817945], [5.4473668599078895, 51.48091588047447], [5.4473613631341955, 51.4809503368012], [5.44734998598704, 51.48102311477011], [5.447292657931025, 51.48101968379063], [5.447289774787299, 51.481038453574676], [5.447376846827686, 51.48104378374361], [5.447377189352492, 51.481041536404696], [5.447378845035148, 51.48103078512655], [5.447379772706892, 51.48102469933269]]], ""type"": ""Polygon""}";51.48091089651498, 5.447377635240573
181203;211438.0;Woensel noord 1;1511.0;Driehoeksbos;Vijfkamplaan;BOR Stedelijk;Voetpad;;Weg in verblijfsgebied;;Elementen;Betontegels;30x30;;Horizontaal;;;;76.378856095;81.9927568941653;"{""coordinates"": [[[5.457706650497511, 51.47427738462449], [5.457753174055448, 51.47424881851732], [5.457800943657443, 51.47422238881722], [5.458005671758139, 51.474126346525885], [5.458006231748189, 51.474125474286], [5.458004616297728, 51.47412559204927], [5.458003001454348, 51.47412546623498], [5.458001423737026, 51.47412509968835], [5.4579470181519, 51.474107757718734], [5.4579046281878885, 51.47413483932326], [5.457893657456114, 51.47414225263723], [5.457673511668289, 51.47428351698259], [5.457573949704052, 51.474347513512654], [5.4575876796506835, 51.4743558466755], [5.457706650497511, 51.47427738462449]]], ""type"": ""Polygon""}";51.474203124640944, 5.457824134639704
181205;250677.0;Strijp 2;1635.0;Waterrijk;;BOR Stedelijk;Parkeerstrook;;Weg in verblijfsgebied;;Elementen;Sierbestrating;;2020;Horizontaal;;;;26.77884;28.2477787504949;"{""coordinates"": [[[5.400154934967381, 51.43963800250912], [5.400017966522556, 51.43957437812436], [5.39999845400873, 51.43959073970312], [5.4001356956930975, 51.439654184306285], [5.400154934967381, 51.43963800250912]]], ""type"": ""Polygon""}";51.43961426229138, 5.4000766237076885
181208;212030.0;Tongelre;1322.0;Doornakkers-Oost;Generaal Bothastraat;BOR Stedelijk;Voetpad;;Weg in verblijfsgebied;;Halfverharding;Gralux;;;Horizontaal;;;;62.9830655;63.7467559409173;"{""coordinates"": [[[5.51490770521818, 51.442584176072934], [5.514714122686469, 51.44237532058828], [5.514677023187172, 51.44237370728204], [5.514894481681437, 51.4426080465122], [5.514921934110271, 51.44260085243913], [5.51490770521818, 51.442584176072934]]], ""type"": ""Polygon""}";51.44248916015015, 5.514801760800325
181209;211948.0;Park Meerland;1640.0;Meerrijk;;BOR Stedelijk;Speelveld;;Weg in verblijfsgebied;;Asfalt;DAB;;;Horizontaal;;;;48.9667735;28.921658374622396;"{""coordinates"": [[[5.410737689104928, 51.44254611843883], [5.410794207279286, 51.44247315484338], [5.410720165454442, 51.442453322970785], [5.410668121334781, 51.44252802043427], [5.410737689104928, 51.44254611843883]]], ""type"": ""Polygon""}";51.44249973178805, 5.410730311582053
181211;212134.0;Strijp 1;1625.0;Zwaanstraat;Koenraadlaan;BOR Stedelijk;Parkeerplaats;;Weg in woongebied;;Elementen;Gebakken klinkers;Keiformaat;;Horizontaal;;;;60.845489505;36.1018724538267;"{""coordinates"": [[[5.444108933167002, 51.449442416458204], [5.444110553866466, 51.449441644210665], [5.444112271081211, 51.449441120563336], [5.444114046920341, 51.44944085707065], [5.444115842199395, 51.44944085954667], [5.444117617304961, 51.44944112793676], [5.444119333068765, 51.4494416563188], [5.44396014447756, 51.4493749483771], [5.443960750426366, 51.449375209036624], [5.44396130602193, 51.44937556460788], [5.443961796524275, 51.44937600565753], [5.443962208920351, 51.449376520484506], [5.44396253226927, 51.449377095430435], [5.443962757992571, 51.44937771524197], [5.443962880101802, 51.449378363475475], [5.443962895357401, 51.44937902293329], [5.443962803354634, 51.44937967611997], [5.443962606534342, 51.449380305706434], [5.443962310118175, 51.44938089498973], [5.443961921970069, 51.44938142833614], [5.443926588125955, 51.44941402949168], [5.444073456957133, 51.449476168276675], [5.444108933167002, 51.449442416458204]]], ""type"": ""Polygon""}";51.4494266708811, 5.444019886721215
