OBJECTID,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,GELDIG_VANAF,PUBLICATIEDATUM,Shape__Length,HECTOMETER
26,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,44.6772472406257,"41,4"
27,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,81.4936034606398,"22,8"
28,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,63.2898720649679,"36,2"
29,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,80.3575943517475,"32,3"
30,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,53.3731100930047,"24,7"
31,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,44.700342772735,"41,2"
32,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,61.0446959612381,"25,5"
33,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,61.5662651782614,"24,2"
34,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,59.7132193069508,"35,1"
35,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,49.7027846805388,"39,7"
36,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,63.0518933101933,"36,4"
37,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,63.1514301500766,37
38,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,64.5189133277987,"33,1"
39,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,60.472033544441,"25,9"
40,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,42.8805970690708,"40,5"
41,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,58.2193675334935,"38,6"
42,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,61.6690543546761,"35,7"
43,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,65.5465927794878,33
44,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,88.4264206275477,"27,8"
45,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,63.1460838453186,"37,1"
46,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,63.4195064629172,"24,8"
47,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,77.868000102738,"23,1"
48,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,18.1093821540107,"35,4"
49,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,63.6312342171673,"32,9"
50,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,66.6074522106949,"23,7"
51,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100.604332759578,31
52,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,80.6989295158244,"34,8"
53,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,87.8313312776255,"33,5"
54,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,66.5461059491838,"34,6"
55,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,69.9481975536182,"34,5"
56,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,61.0436426255839,"25,6"
57,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,81.8246179337246,"26,1"
58,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,42.8644666361311,"40,4"
59,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,62.9082339443733,36
60,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.8608362832687,"41,5"
61,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,89.9184367802288,"21,7"
62,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,44.3937637624926,"41,8"
63,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,101.349203183844,"29,7"
64,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,99.9276546307377,"34,1"
65,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,63.770871156038,"37,7"
66,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,62.6308545367217,"37,2"
67,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,58.4318455724274,"25,7"
68,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,57.2720567816453,"40,7"
69,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,43.0726784052257,"41,9"
70,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,63.0285207267313,38
71,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,91.5553433175803,"32,1"
72,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,62.070048856111,"37,9"
73,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,135.623385568271,"31,6"
74,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,81.2644410305024,"34,7"
75,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,27.8555836413456,"35,3"
76,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,61.5732572875595,"25,8"
77,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,29.8743747382267,"35,6"
78,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,70.8653011000447,"26,3"
79,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,63.5044295305453,"36,9"
80,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,64.7245675226957,"36,1"
81,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,87.4632597894682,"23,3"
82,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,114.735762977373,"28,8"
83,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,65.4534414679625,"27,9"
84,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,85.8319032761129,"28,5"
85,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,45.1282139021699,"24,5"
86,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,84.3338756253974,"28,3"
87,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,63.788839901663,"35,9"
88,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,95.0717238772917,"22,7"
89,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,47.679620069795,"40,9"
90,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,95.9436251660317,"22,2"
91,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,44.4500328008878,41
92,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52.9659697919334,"39,6"
93,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,112.359078213556,"31,2"
94,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,94.1052008392735,"27,2"
95,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,84.9458408634584,"21,8"
96,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,90.7461651200755,"33,6"
97,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,40.4621668722771,"40,3"
98,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,117.698223962811,32
99,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,70.6566115236218,"32,5"
100,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,65.525126821701,"37,8"
101,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,57.6953672316937,"39,4"
102,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51.5613362898985,"35,8"
103,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,20.5063249998628,"21,039"
104,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,123.104777393081,"31,3"
105,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,109.896041784952,"30,3"
106,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100.431124946403,"30,9"
107,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,101.930226351166,"29,6"
108,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,75.1752921178229,"23,2"
109,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,70.5514351377773,"26,6"
110,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,48.4682423139111,"40,6"
111,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,111.044827601289,"28,7"
112,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,57.7677332946343,"38,4"
113,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,63.0403000706691,"36,8"
114,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,67.7818584652265,"33,3"
115,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,73.8542781970009,"33,4"
116,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,102.95166544549,"29,1"
117,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,57.7677332946343,"38,3"
118,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,94.6858700176536,"27,5"
119,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,103.537977573449,29
120,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,63.6880485256064,"36,6"
121,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,57.2182981221916,"38,8"
122,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,95.9748646729965,"30,4"
123,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,63.6644596772799,"36,7"
124,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,71.8920809269004,"26,4"
125,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,61.0626657213718,"39,5"
126,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,76.2286199534007,"26,2"
127,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,92.4363981340684,26
128,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,70.8538534520177,"25,2"
129,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,62.4694241449367,"24,1"
130,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,71.3664620462581,"35,2"
131,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,63.8164098175383,"23,8"
132,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,65.4475242159701,"39,2"
133,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,77.5277563199142,23
134,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,61.4116931048151,"25,3"
135,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,57.9403340169868,39
136,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,74.102405480524,"23,6"
137,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,73.6215961861735,"32,4"
138,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,58.2006722040218,"38,9"
139,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,43.2339374218911,40
140,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,80.6959630340948,"28,4"
141,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,44.44384205939,"40,2"
142,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,108.016999338067,"31,1"
143,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,84.6133312486868,28
144,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,48.3495336171922,"41,1"
145,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,76.505664953649,"21,2"
146,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,97.7141035674994,"27,1"
147,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,105.875258833214,34
148,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,59.3396149802137,"37,3"
149,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,73.9080446230314,35
150,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,72.0672103039933,"34,4"
151,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,120.469653460944,"28,9"
152,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,72.9191949077882,"32,7"
153,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,81.8363019753459,"21,4"
154,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,97.0235119597307,"33,7"
155,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,50.7752750558773,"38,7"
156,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,104.167124953125,"22,4"
157,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,96.2300450379194,"30,5"
158,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,70.6315071338563,"26,5"
159,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,135.833604284801,"31,4"
160,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,82.2699974717394,"22,9"
161,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,63.1277958192744,"38,1"
162,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,132.228153008351,"31,8"
163,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,64.1173148299272,"33,2"
164,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,99.1812230465021,"29,2"
165,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,134.306682443578,"31,5"
166,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,115.360898059091,"33,8"
167,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,96.5784744650691,"22,5"
168,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,125.847474547565,"31,9"
169,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,87.5672243079567,"22,3"
170,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,48.9436729721013,"42,2"
171,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,57.4101026823677,"24,3"
172,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,66.4833828862521,"23,9"
173,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,98.0166643994785,27
174,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,91.4487787616653,22
