OBJECTID,PUIC,POSITIONELE_NAUWKEURIGHEID_MM,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,SUBTYPE,LENGTE,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE_VAN,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT,KM_GEOCODE_TOT_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,X_BEGIN,Y_BEGIN,X_EIND,Y_EIND,LATITUDE_BEGIN,LONGITUDE_BEGIN,LATITUDE_EIND,LONGITUDE_EIND,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,STATUS,Shape__Length
1679,e5d2d1a182564deabb80fa8b9818c73d,283,0,2020/12/03 08:32:34+00,draadmat,10.183,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,11.489155,"11,489155",11.489748,"11,489748",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,168167.553,376224.083,168158.354,376219.717,51.37504307,5.57631574,51.37500404,5.57618347,Prorail,L0004,bestaand,Actueel,10.1825123127841
1680,c00c6d7e45c64985bb56b93a9c276267,283,0,2022/11/23 11:39:08+00,,1.186,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,3.205955,"3,205955",3.207047,"3,207047",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,164476.639,383441.732,164477.754,383441.327,51.43999419,5.52350024,51.43999053,5.52351626,Prorail,L0004,bestaand,Actueel,1.18627597755432
1681,790522ca3fc4481d9ae17dfbb130cd3d,283,0,2021/04/21 07:28:46+00,draadmat,62.19,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,26.098099,"26,098099",26.159875,"26,159875",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,174553.469,363086.848,174579.539,363030.388,51.25677205,5.66730601,51.25626365,5.66767635,Prorail,L0004,bestaand,Actueel,62.1900219355788
1682,2ba9b09c097848f9a3b456933e958e94,283,0,2022/11/16 12:16:41+00,draadmat,365.839,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,5.009078,"5,009078",5.366573,"5,366573",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,165644.002,382069.196,165871.59,381793.893,51.42763609,5.54024849,51.42515714,5.54351242,Prorail,L0004,bestaand,Actueel,365.839204211552
1683,7af8878e0920400da024a55fd34aabb4,283,0,2022/11/10 06:55:37+00,draadmat,740.799,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,12.386229,"12,386229",13.127963,"13,127963",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,168507.795,375392.259,168830.617,374725.632,51.36755804,5.58117055,51.36155813,5.58578012,Prorail,L0004,bestaand,Actueel,740.799444459331
1684,8f060e4a373d4ea287d7214cc0d0a9af,283,0,2021/04/21 07:28:46+00,palen met draden,154.225,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,26.779082,"26,779082",26.928435,"26,928435",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,174963.326,362568.704,175085.791,362489.028,51.25210033,5.6731481,51.25137983,5.67489772,Prorail,L0004,bestaand,Actueel,154.224851294003
1685,f42d35d9f847426ab7732d5d0a652a2e,283,0,2021/04/21 07:28:46+00,draadmat,102.274,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,22.786074,"22,786074",22.888268,"22,888268",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,173095.624,366061.302,173140.779,365969.537,51.28355689,5.64657392,51.2827306,5.64721645,Prorail,L0004,bestaand,Actueel,102.273966064844
1686,a39cb87012e14a8fbffb57191a0c9ab2,283,0,2022/09/05 09:19:19+00,draadmat,90.404,Ehv-Wt,Eindhoven - Weert ,618,a,618,618_a,Eindhoven,1.846009,"1,846009",1.92251,"1,922510",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven,24,BASIS,163254.527,383975.145,163335.8,384003.589,51.44480809,5.50593556,51.44506257,5.50710528,Prorail,L0004,bestaand,Actueel,90.40357971253
1687,e93867884fbb40b497d55717cbaf6c7c,283,0,2022/11/10 06:55:37+00,spijlen / staaf hekwerk,11.713,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,14.206955,"14,206955",14.206965,"14,206965",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,169332.364,373769.629,169335.189,373771.004,51.35295242,5.59294539,51.35296471,5.592986,Prorail,L0004,bestaand,Actueel,11.7126264972002
1688,906c7fe24653458697692d6dbac86620,283,0,2021/04/21 07:28:46+00,gaashekwerk,42.701,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,23.056504,"23,056504",23.095974,"23,095974",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,173210.016,365816.609,173233.889,365784.669,51.28135376,5.64820099,51.28106589,5.64854151,Prorail,L0004,bestaand,Actueel,42.7010775223725
1689,d29905d0b2754f319c3458cb257a7a47,283,0,2022/11/16 12:16:41+00,draadmat,374.664,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,5.009046,"5,009046",5.371843,"5,371843",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,165653.698,382077.278,165886.201,381799.136,51.42770855,5.54038815,51.42520399,5.54372266,Prorail,L0004,bestaand,Actueel,374.663828267646
1690,6f690080c204456c8d2e22b80e1c72a6,283,0,2022/10/31 09:42:43+00,,1.269,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,23.271272,"23,271272",23.272338,"23,272338",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,173289.973,365615.624,173291.057,365614.964,51.2795446,5.64933664,51.27953863,5.64935214,Prorail,L0004,bestaand,Actueel,1.26911622793186
1691,59e8812362e043769fd031bfee533cc9,283,0,2022/11/02 12:13:48+00,,58.217,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,23.869916,"23,869916",23.927998,"23,927998",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,173573.69,365087.823,173598.633,365035.325,51.27479113,5.65337529,51.27431842,5.65372999,Weert,G0988,bestaand,Actueel,58.2166905684189
1692,14844c1f279e4083af620b0d345a23f2,283,0,2022/05/31 15:20:20+00,,1.08,Ut-Btl,Utrecht Centraal - Boxtel ,617,b,617,617_b,Boxtel,59.446955,"59,446955",59.445942,"59,445942",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,149801.882,400018.201,149801.438,400019.185,51.58904978,5.31219317,51.58905862,5.31218675,Prorail,L0004,bestaand,Actueel,1.0795332324667
1693,2b0f5d96422c44a0ab1dff9df847901d,283,0,2022/06/02 09:44:15+00,draadmat,10.543,Ut-Btl,Utrecht Centraal - Boxtel ,051,,51,051__,s Hertogenbosch - Vught Aansl.,48.832313,"48,832313",48.823348,"48,823348",ProRail,Zuid,Z,BASIS,Betuwe,s Hertogenbosch - Vught Aansl.,21,BASIS,148315.596,410419.71,148315.22,410428.761,51.68252835,5.29054735,51.6826097,5.29054174,Prorail,L0004,bestaand,Actueel,10.5430072302703
1694,16b6a87f3e284e82bda9d8bfcc8d32a2,283,0,2022/05/31 15:20:20+00,,1.22,Ut-Btl,Utrecht Centraal - Boxtel ,617,b,617,617_b,Boxtel,59.458944,"59,458944",59.460092,"59,460092",ProRail,Zuid,Z,BASIS,Brabant,Boxtel,23,BASIS,149809.863,400009.145,149810.945,400008.581,51.58896845,5.31230847,51.58896339,5.31232409,Prorail,L0004,bestaand,Actueel,1.22017211900617
1695,d9bbafee6c5142a58684ca5719d340c6,283,0,2021/04/16 08:26:52+00,,2.573,Ut-Btl,Utrecht Centraal - Boxtel ,513,a,513,513_a,Geldermalsen,25.65688,"25,656880",25.654311,"25,654311",ProRail,Zuid,Z,BASIS,Betuwe,Geldermalsen,22,BASIS,146974.053,432805.588,146973.391,432808.074,51.88372367,5.27063107,51.883746,5.27062139,Prorail,L0004,bestaand,Actueel,2.572632892583
1696,1a0b7073ee234578b70665dd8ac54582,283,0,2022/11/17 09:28:39+00,draadmat,382.593,Ut-Btl,Utrecht Centraal - Boxtel ,513,a,513,513_a,Geldermalsen,25.817069,"25,817069",25.478628,"25,478628",ProRail,Zuid,Z,BASIS,Betuwe,Geldermalsen,22,BASIS,146998.528,432646.878,146874.691,432964.026,51.88229749,5.27099023,51.88514631,5.26918417,Prorail,L0004,bestaand,Actueel,382.593398050251
1697,77a4550435a34206ad71788947010128,283,0,2022/11/21 15:29:05+00,,11.688,Ut-Btl,Utrecht Centraal - Boxtel ,117,,117,117__,Lunetten - Geldermalsen,14.521165,"14,521165",14.511084,"14,511084",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Lunetten - Geldermalsen,15,BASIS,142211.765,442808.12,142206.611,442816.762,51.97353952,5.20109058,51.97361707,5.20101525,Prorail,L0004,bestaand,Actueel,11.6883658333278
1698,bf5047a7aca545c18cb414cf2925ea76,283,0,2022/11/14 14:52:58+00,,3.467,Ut-Btl,Utrecht Centraal - Boxtel ,046,,46,046__,Meteren Aansl. - s Hertogenbosch,37.794906,"37,794906",37.797664,"37,797664",ProRail,Zuid,Z,BASIS,Betuwe,Meteren Aansl. - s Hertogenbosch,22,BASIS,146843.496,420981.948,146845.649,420979.423,51.77744692,5.26901355,51.77742425,5.26904481,Prorail,L0004,bestaand,Actueel,3.4672411935874
1699,a24dabcf609d471db682f64483ed5123,283,0,2020/06/08 16:42:25+00,,1.209,Ut-Btl,Utrecht Centraal - Boxtel ,053,,53,053__,Vught Aansl. - Boxtel,53.165033,"53,165033",53.163813,"53,163813",ProRail,Zuid,Z,BASIS,Betuwe,Vught Aansl. - Boxtel,21,BASIS,148549.372,406104.699,148549.232,406105.9,51.64374558,5.29400741,51.64375637,5.29400536,Prorail,L0004,bestaand,Actueel,1.20913233353508
1700,7c5ecda5d2af4457e054022128574717,283,0,2018/12/10 14:14:48+00,,68.393,Ut-Btl,Utrecht Centraal - Boxtel ,614,c,614,614_c,s Hertogenbosch,48.341943,"48,341943",48.410627,"48,410627",ProRail,Zuid,Z,BASIS,Betuwe,s Hertogenbosch,21,BASIS,148446.876,410892.386,148420.455,410829.344,51.68677854,5.29243673,51.68621158,5.29205585,'s-Hertogenbosch,G0796,bestaand,Actueel,68.3929070069007
1701,340be084022dbf87e0538d1013ac73b0,283,0,2016/05/30 17:41:26+00,,14.335,Ut-Btl,Utrecht Centraal - Boxtel ,614,c,614,614_c,s Hertogenbosch,47.530192,"47,530192",47.51583,"47,515830",ProRail,Zuid,Z,BASIS,Betuwe,s Hertogenbosch,21,BASIS,148659.558,411677.587,148663.218,411691.447,51.69383875,5.29549805,51.69396337,5.29555074,'s-Hertogenbosch,G0796,bestaand,Actueel,14.3351037666283
1702,f5af76ecb76e47a89da5c5ad1673d754,283,0,2022/06/02 09:44:15+00,,2.604,Ut-Btl,Utrecht Centraal - Boxtel ,614,c,614,614_c,s Hertogenbosch,47.231237,"47,231237",47.228643,"47,228643",ProRail,Zuid,Z,BASIS,Betuwe,s Hertogenbosch,21,BASIS,148678.289,411981.4,148678.969,411983.914,51.69656978,5.29576345,51.69659238,5.29577324,Prorail,L0004,bestaand,Actueel,2.6043417594471
1703,d8efb737438e4f2ba7a9a80b1f710898,283,0,2020/12/02 16:19:34+00,,2.523,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,3.231399,"3,231399",3.231519,"3,231519",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,164495.4,383424.482,164497.197,383426.253,51.43983882,5.5237696,51.43985471,5.5237955,Prorail,L0004,bestaand,Actueel,2.52302477912076
1704,cfcde6f791684c80b21ea86eadaa3a9b,283,0,2021/04/20 06:55:40+00,draadmat,17.641,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,3.206896,"3,206896",3.189235,"3,189235",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,164479.53,383443.474,164466.551,383455.422,51.4400098,5.52354186,51.44011741,5.52335551,Prorail,L0004,bestaand,Actueel,17.641455034944
1705,ebcad2d45aaf4e30985764c2881fb68b,283,0,2022/11/16 12:16:41+00,draadmat,20.494,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,8.492,"8,492000",8.512359,"8,512359",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,167012.921,378989.376,167019.126,378969.844,51.39992513,5.55982685,51.39974943,5.55991535,Prorail,L0004,bestaand,Actueel,20.4941847094259
1706,07ce1d72063a4524886918d7cc16a01a,283,0,2021/07/08 12:11:38+00,,0.51,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,19.005497,"19,005497",19.005065,"19,005065",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,171404.574,369444.778,171404.152,369445.064,51.31402141,5.62249193,51.31402399,5.62248589,Prorail,L0004,bestaand,Actueel,0.509784268097791
1707,e4602fe3382f45608f2efd8f98d1ac3e,283,0,2022/11/16 12:16:41+00,draadmat,2.136,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,8.493292,"8,493292",8.492957,"8,492957",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,167022.137,378990.805,167024.06,378991.735,51.39993777,5.55995933,51.39994609,5.559987,Prorail,L0004,bestaand,Actueel,2.13607794801594
1708,15a5b475c8fc4aea9d3536e786c8fb51,283,0,2020/12/02 16:19:34+00,,1.155,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,3.233873,"3,233873",3.232722,"3,232722",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,164498.249,383423.915,164497.435,383424.734,51.43983367,5.52381056,51.43984105,5.52379888,Prorail,L0004,bestaand,Actueel,1.15471078630105
1709,ec8c6ec0ee8f4e40b950172d46f252d0,283,0,2021/04/20 13:52:20+00,draadmat,27.383,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,5.620928,"5,620928",5.593694,"5,593694",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,166044.851,381607.899,166027.267,381628.89,51.42348194,5.54599773,51.42367096,5.54574557,Prorail,L0004,bestaand,Actueel,27.3830931893462
1710,1b4d567d3e2a45e3b57c0dfc3319d61c,283,0,2020/12/03 10:42:34+00,,2.603,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,19.691755,"19,691755",19.694389,"19,694389",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,171728.539,368837.218,171729.733,368834.905,51.30855076,5.62710987,51.30852993,5.62712688,Prorail,L0004,bestaand,Actueel,2.60299923165567
1711,ec8d90ffa4cc4491ac9b09fddfd8db78,283,0,2022/11/16 12:16:41+00,,1.233,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,9.843251,"9,843251",9.844292,"9,844292",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,167520.257,377736.38,167521.266,377735.671,51.38865133,5.5670728,51.38864494,5.56708728,Prorail,L0004,bestaand,Actueel,1.23319179368012
1712,544c7045196745c08c8425f339b275ee,283,0,2020/12/02 15:16:25+00,,2.504,Ehv-Wt,Eindhoven - Weert ,618,a,618,618_a,Eindhoven,1.8924,"1,892400",1.894921,"1,894921",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven,24,BASIS,163300.233,383969.246,163302.725,383969,51.4447544,5.50659286,51.44475215,5.5066287,Prorail,L0004,bestaand,Actueel,2.50411261727583
1713,7aab7925e115461da0695a6aa775b853,283,0,2020/12/03 08:32:34+00,,2.653,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,11.529651,"11,529651",11.532297,"11,532297",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,168191.938,376190.556,168193.036,376188.141,51.37474113,5.57666471,51.3747194,5.57668039,Prorail,L0004,bestaand,Actueel,2.65289068753313
1714,29cf2099417d416d8949b9d21e8e31be,283,0,2022/11/10 06:55:37+00,gaashekwerk,13.013,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,16.790271,"16,790271",16.803281,"16,803281",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,170445.909,371439.053,170450.763,371426.981,51.3319743,5.6088288,51.33186565,5.60889793,Prorail,L0004,bestaand,Actueel,13.0132317142725
1715,a7dca18e57d94020866da33c1ca0db91,283,0,2021/04/21 07:28:46+00,,35.117,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,26.33491,"26,334910",26.371018,"26,371018",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,174659.712,362875.564,174679.106,362846.294,51.25486921,5.66881625,51.25460544,5.66909244,Prorail,L0004,bestaand,Actueel,35.1172658918586
1716,64539ce79e9b4ae891b6f54da44d11ba,283,0,2020/12/03 08:32:35+00,,14.418,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,12.307645,"12,307645",12.321888,"12,321888",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,168492.106,375472.54,168497.989,375459.377,51.36828003,5.58094832,51.36816157,5.5810323,Prorail,L0004,bestaand,Actueel,14.4178451233185
1717,88fce481409f4b1f8470a75fbe6bed71,283,0,2020/12/03 10:42:34+00,gaashekwerk,5.594,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,22.967151,"22,967151",22.961557,"22,961557",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,173155.781,365889.06,173153.536,365894.184,51.28200674,5.64742736,51.28205287,5.64739545,Prorail,L0004,bestaand,Actueel,5.59422925879875
1718,2b992f46e68940ed915003af150b5ca4,283,0,2022/11/23 11:39:08+00,draadmat,5.902,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,2.001596,"2,001596",2.001613,"2,001613",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,163409.272,383956.304,163410.266,383962.121,51.44463645,5.50816098,51.44468872,5.50817542,Prorail,L0004,bestaand,Actueel,5.90171656135295
1719,4d9098a7683b4491a39be6e7bf79e357,283,0,2021/04/15 11:50:54+00,draadmat,4.672,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,11.454198,"11,454198",11.449546,"11,449546",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,168162.253,376259.79,168160.318,376264.043,51.37536415,5.57624096,51.37540242,5.57621332,Prorail,L0004,bestaand,Actueel,4.67249761904701
1720,53f3caa0c9584409abe21e0b92aff123,283,0,2020/12/03 08:32:35+00,,1.235,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,18.969805,"18,969805",18.968605,"18,968605",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,171396.37,369479.882,171396.164,369481.1,51.31433718,5.62237589,51.31434814,5.62237299,Prorail,L0004,bestaand,Actueel,1.23529753500928
1721,e690fe122e78405186f0f4423ac97579,283,0,2022/11/10 06:55:37+00,draadmat,2.402,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,9.862373,"9,862373",9.862366,"9,862366",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,167538.844,377723.379,167541.053,377724.322,51.38853406,5.56733937,51.38854249,5.56737114,Prorail,L0004,bestaand,Actueel,2.40185969615213
1722,a327cf3558454ba18bd8f1bb6b325828,283,0,2021/04/15 11:50:53+00,spijlen / staaf hekwerk,7.146,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,11.261072,"11,261072",11.258131,"11,258131",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,168073.174,376431.224,168066.031,376431.371,51.37690718,5.57496793,51.37690867,5.57486534,Prorail,L0004,bestaand,Actueel,7.14566179182468
1723,a105c71ed936462ab8d6ce9565badcdd,283,0,2020/12/03 08:32:35+00,,12.076,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,18.949302,"18,949302",18.961531,"18,961531",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,171390.005,369499.312,171395.301,369488.459,51.31451202,5.62228549,51.31441431,5.62236095,Prorail,L0004,bestaand,Actueel,12.0762256106782
1724,c09e4805daf7478496cf96dd54e1f2b7,283,0,2021/04/21 07:28:46+00,gaashekwerk,51.455,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,26.20903,"26,209030",26.160996,"26,160996",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,174601.666,362986.468,174581.319,363030.003,51.2558681,5.66799089,51.25626013,5.66770183,Prorail,L0004,bestaand,Actueel,51.4552116170811
1725,8ef0683fdbd74a06859913cfec80b35f,283,0,2020/03/16 05:03:12+00,,7.221,Ehv-Wt,Eindhoven - Weert ,618,a,618,618_a,Eindhoven,1.876051,"1,876051",1.881986,"1,881986",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven,24,BASIS,163284.454,383973.989,163290.806,383977.414,51.44479726,5.50636601,51.44482795,5.50645745,Eindhoven,G0772,bestaand,Actueel,7.2208266055235
1726,4514b7314661451bab833f844400dd6a,283,0,2020/12/02 16:19:33+00,,1.195,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,7.208448,"7,208448",7.20962,"7,209620",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,166797.232,380253.071,166797.173,380251.877,51.41128861,5.55676967,51.41127788,5.55676878,Prorail,L0004,bestaand,Actueel,1.19545681645135
1727,f6c7ee772cce496e943aa5de8e3ef123,283,0,2022/11/02 12:13:48+00,palen met draden,5.797,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,26.618677,"26,618677",26.622714,"26,622714",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,174815.638,362637.622,174815.562,362631.825,51.252725,5.67103653,51.25267289,5.67103512,Prorail,L0004,bestaand,Actueel,5.79749816731321
1728,b9b056ae0fea4a1b97e810c02ef3c755,283,0,2021/07/08 12:11:38+00,draadmat,865.957,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,18.109429,"18,109429",18.97643,"18,976430",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,171039.421,370261.513,171424.222,369486.265,51.32137325,5.61729153,51.31439375,5.62277566,Prorail,L0004,bestaand,Actueel,865.956880762767
1729,ace7b19286ce4e6f9056bbc7f28c1123,283,0,2021/04/21 07:28:46+00,gaashekwerk,9.226,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,26.090713,"26,090713",26.099589,"26,099589",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,174522.415,363079.738,174526.055,363071.714,51.25670921,5.66686077,51.25663696,5.66691247,Prorail,L0004,bestaand,Actueel,9.22585582652576
1730,d89ed48b6afa425ba89adc4e836f2f32,283,0,2022/11/10 06:55:37+00,draadmat,254.595,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,9.963146,"9,963146",10.218098,"10,218098",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,167583.38,377633.077,167682.911,377398.754,51.38772137,5.56797597,51.38561289,5.56939743,Prorail,L0004,bestaand,Actueel,254.595283381717
1731,7d22a28f5554438cafacbf270d5ef753,283,0,2022/11/10 06:55:37+00,draadmat,34.568,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,14.472777,"14,472777",14.448577,"14,448577",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,169438.615,373525.31,169437.607,373551.531,51.35075361,5.59446067,51.35098933,5.59444727,Prorail,L0004,bestaand,Actueel,34.5683308074293
1732,5d0a8ac437744048914c05cff11e624c,283,0,2022/11/02 12:13:48+00,gaashekwerk,549.357,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,23.320742,"23,320742",23.869916,"23,869916",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,173330.704,365580.518,173573.69,365087.823,51.27922772,5.64991858,51.27479113,5.65337529,Prorail,L0004,bestaand,Actueel,549.357488642352
1733,8e2c7d80e993420285d58bd7a746c517,283,0,2020/12/03 08:32:35+00,,1.249,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,12.349031,"12,349031",12.350106,"12,350106",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,168498.654,375429.478,168499.664,375428.743,51.3678928,5.58104071,51.36788617,5.58105518,Prorail,L0004,bestaand,Actueel,1.2491296970291
1734,b44d574845a84b93b1ec751f250bc3e2,283,0,2020/12/02 16:19:33+00,draadmat,2.488,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,3.228827,"3,228827",3.228938,"3,228938",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,164501.541,383434.935,164503.308,383436.686,51.43993267,5.52385821,51.43994838,5.52388367,Prorail,L0004,bestaand,Actueel,2.48762738367305
1735,8b2137e2513843d9a06519c4095c762d,283,0,2021/04/15 11:50:54+00,gaashekwerk,32.445,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,20.016026,"20,016026",20.047871,"20,047871",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,171883.229,368550.304,171897.573,368522.007,51.30596719,5.62931465,51.30571241,5.629519,Prorail,L0004,bestaand,Actueel,32.4453867424102
1736,23ec2b041d3c41a38ff1508ddb239e5a,283,0,2020/12/03 10:42:34+00,spijlen / staaf hekwerk,13.008,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,26.214349,"26,214349",26.22721,"26,227210",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,174603.33,362981.281,174608.76,362969.462,51.25582142,5.66801444,51.255715,5.66809157,Prorail,L0004,bestaand,Actueel,13.0076683091335
1737,bb342edabd6c4a80a9ea18003a0597eb,283,0,2020/03/16 05:44:19+00,,9.471,Ehv-Wt,Eindhoven - Weert ,057,,57,057__,Eindhoven - Weert,2.354566,"2,354566",2.355354,"2,355354",ProRail,Zuid,Z,BASIS,De Peel,Eindhoven - Weert,24,BASIS,163754.615,383878.481,163758.271,383887.218,51.44393166,5.5131265,51.44401014,5.5131793,Eindhoven,G0772,bestaand,Actueel,9.47120301889461
