ID,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,NAAM,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,PUIC,RELATIEVEHOOGTELIGGING,STATUS,TIJDSTIP_REGISTRATIE,WEGNAAM
6065891,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,22.461007,"22,461007",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,179470.8665,504889.557653,52.5311107511293,5.74783031433373,KUNSTWERKEN,Randstad Noord,RN,Waterschap Zuiderzeeland,W0650,bestaand,,228.260462,283,1dd32bd853f532a4e05332a1e90aef93,-1,,2020/11/18 21:45:29+00,
6072460,,,,,,,,,,,,,,,,139893.2455,473750.636087,52.2515906007518,5.16597683771269,,,,Noord-Holland,P0027,bestaand,,1560.338419,283,d9fcbaa512fb46e4a10c98a7f5ed57d6,1,,2015/11/23 16:28:20+00,
6074842,060,,60,060__,Roermond - Venlo,Mt-Vl,Maastricht - Venlo ,54.286082,"54,286082",Zuid,Z,Venlo,27,KUNSTWERKEN,De Peel,201633.310743,362780.493,51.2524372073367,6.05517000698136,KUNSTWERKEN,Zuid,Z,Beesel,G0889,bestaand,,3068.97908,283,91bac1b4c61b49bae05393aaa8c0489f,1,,2022/05/03 15:13:40+00,
6075308,530,b,530,530_b,Den Dolder,Ut-Amf,Utrecht - Amersfoort ,13.040275,"13,040275",Randstad Noord,RN,Amersfoort,12,KUNSTWERKEN,Eemland,146247.287332,461851.691,52.1447822379938,5.25933347584033,KUNSTWERKEN,Randstad Noord,RN,Prorail,L0004,bestaand,,1715.286505,283,707f5a807915496bbfacaa93b5a8e338,1,,2021/09/30 15:30:25+00,
6077988,,,,,,,,,,,,,,,,225443.1185,487168.177053,52.3678691029516,6.42151775568216,,,,Hellendoorn,G0163,bestaand,,1017.706294,283,2b4186315c045463e05302011baccbbc,1,,2020/12/20 18:04:34+00,
6077989,,,,,,,,,,,,,,,,225427.0625,487169.608636,52.3678840277875,6.42128234295855,,,,Hellendoorn,G0163,bestaand,,79.570025,283,2b41863199525463e05302011baccbbc,1,,2020/12/20 18:04:34+00,
6077990,,,,,,,,,,,,,,,,225459.172,487166.776279,52.367854454835,6.42175313800255,,,,Hellendoorn,G0163,bestaand,,79.751263,283,2b418631f5bd5463e05302011baccbbc,1,,2020/12/20 18:04:34+00,
6078084,,,,,,,,,,,,,,,,234069.569,482772.610895,52.3271953654438,6.54712285158639,,,,Wierden,G0189,bestaand,,1388.204649,283,29c622a2978e013de05332a1e90a4ae4,1,,2021/04/23 15:10:03+00,
6079762,035,,35,035__,Lunetten - De Haar Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,58.996804,"58,996804",Randstad Noord,RN,Maarn,16,KUNSTWERKEN,Eemland,158475.816376,451573.919,52.0524636729735,5.43787719401333,KUNSTWERKEN,Randstad Noord,RN,Woudenberg,G0351,bestaand,,1861.267117,283,6947c8248c3a402f8e3cee0151720147,1,,2021/06/03 08:17:31+00,
6079764,,,,,,,,,,,,,,,,158469.711,451483.05513,52.0516470200652,5.43778725761223,,,,Woudenberg,G0351,bestaand,,3225.177538,283,92845de9431d4bd194618a35520e441f,1,,2016/02/29 11:55:46+00,
