ID,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,NAAM,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,PUIC,RELATIEVEHOOGTELIGGING,STATUS,TIJDSTIP_REGISTRATIE,WEGNAAM
6082328,309,,309,309__,Landgraaf - Simpelveld,Lg-Spv,Landgraaf - Simpelveld ,6.71253,"6,712530",Zuid,Z,Maastricht,26,KUNSTWERKEN,Limburg,201355.608363,318858.3125,50.8576742415448,6.04552540792059,KUNSTWERKEN,Zuid,Z,Prorail,L0004,bestaand,,191.463232,283,d17eb425c5f94c0cb6f7a3de80c5db57,1,gerealiseerd,2020/09/29 10:34:27+00,
6082642,,,,,,,,,,,,,,,,150717.140281,453043.7485,52.0656691022897,5.32474476593892,,,,Ministerie van Infrastructuur en Waterstaat (IenW),L0002,bestaand,,98.369482,283,aea0af7257fc45dba4b01af4dfe8a9da,0,,2023/01/02 14:38:03+00,
6083343,,,,,,,,,,,,,,,,177325.499738,484284.8925,52.3460219956189,5.71484022215238,,,,Ministerie van Infrastructuur en Waterstaat (IenW),L0002,bestaand,,1395.370314,283,953dafb11ced4e24b9f7e943e16cfb53,1,,2020/11/19 21:47:11+00,
6086812,035,,35,035__,Lunetten - De Haar Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,50.937622,"50,937622",Randstad Noord,RN,Driebergen,15,KUNSTWERKEN,Neerlands Midden,150717.813,453032.976844,52.0655722912449,5.32475471119272,KUNSTWERKEN,Randstad Noord,RN,Utrechtse Heuvelrug,G1581,bestaand,,4467.406116,283,01401b2acd3d48b49dd29572c54c8349,1,,2023/01/02 14:35:19+00,
6089641,,,,,,,,,,,,,,,,195071.0905,352557.810727,51.161053463098,5.96002948211462,,,,Roerdalen,G1669,bestaand,,555.504739,283,52bf0b46a8b94a2abd832e4685678ac8,1,,2016/09/13 10:53:29+00,
6090499,,,,,,,,,,,,,,,,177340.358394,484255.815,52.3457600575176,5.71505634402038,,,,Ministerie van Infrastructuur en Waterstaat (IenW),L0002,bestaand,,1397.827386,283,a5d03d6557074c7e82a1cb7959374001,1,,2020/03/16 12:35:33+00,
6093277,,,,,,,,,,,,,,,,173362.12894,366013.7435,51.2831208258504,5.65039136958354,,,,Weert,G0988,bestaand,,2692.198737,283,a0d005c670fa4025a575ab0455ebd01b,1,,2019/12/05 11:51:29+00,
6095256,095,,95,095__,Hilversum - Blauwkapel,Hvs-Utm,Hilversum - Utrecht Maliebaan ,4.43579,"4,435790",Randstad Noord,RN,Amersfoort,12,KUNSTWERKEN,Eemland,141104.1865,466575.944864,52.1871379039442,5.18400418720981,KUNSTWERKEN,Randstad Noord,RN,,G0402,bestaand,,1469.433031,283,2c0912c4c10b419bae3c7d9c5bb510c3,1,,2018/10/17 13:19:59+00,
6095708,,,,,,,,,,,,,,,,199130.835497,358826.475,51.2170975702885,6.01883689705885,,,,Roermond,G0957,bestaand,,426.341972,283,6880230579c5401088e8eeb9c83bafad,1,,2018/06/28 09:29:14+00,
6095709,,,,,,,,,,,,,,,,199130.790988,358831.559,51.2171432704007,6.01883688963842,,,,Roermond,G0957,bestaand,,39.854357,283,9306769a18f748d59485464e9c37acb4,1,,2018/06/28 09:29:14+00,
6095710,,,,,,,,,,,,,,,,199130.879973,358821.387,51.2170518342254,6.01883690351895,,,,Roermond,G0957,bestaand,,39.908393,283,d82fb00069b844838815d867eb89e440,1,,2018/06/28 09:29:14+00,
6095712,,,,,,,,,,,,,,,,141181.838894,466567.15,52.1870608051823,5.18514005469175,,,,,G0402,bestaand,,3645.951368,283,e3de3d8794bb4173b7a62258bc01825b,1,,2018/10/17 13:20:00+00,
6095940,083,,83,083__,Haarlem - Zandvoort aan Zee,Hlmjl-Zvt,Haarlem Julianalaan - Zandvoort aan Zee ,5.287577,"5,287577",Randstad Noord,RN,Haarlem,8,KUNSTWERKEN,Kennemerland,99452.530189,488309.001,52.3798331743011,4.57139034524686,KUNSTWERKEN,Randstad Noord,RN,Zandvoort,G0473,bestaand,,1034.42945,283,b66dfa9ce0c14a22b873ee95c03eb402,1,,2021/06/15 10:53:45+00,
6098166,,,,,,,,,,,,,,,,179506.051,467545.616156,52.1954831442212,5.74562511172479,,,,Ministerie van Infrastructuur en Waterstaat (IenW),L0002,bestaand,,7436.8365,283,a35a813791332749e05332a1e90a9309,1,,2020/04/17 14:19:24+00,
6098235,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,44.498051,"44,498051",Zuid,Z,Boxtel,23,KUNSTWERKEN,Brabant,152987.036,394953.280441,51.5435436539369,5.35818353054879,KUNSTWERKEN,Zuid,Z,Prorail,L0004,bestaand,,2050.513414,283,cf473e995f1c444a94fbce4221b22573,1,gerealiseerd,2021/06/22 07:09:22+00,
6098718,088,,88,088__,Hilversum - Baarn,Asd-Zp,Amsterdam Centraal - Zutphen ,30.827049,"30,827049",Randstad Noord,RN,Amersfoort,12,KUNSTWERKEN,Eemland,143044.648337,469925.041,52.2172843811318,5.21226154753603,KUNSTWERKEN,Randstad Noord,RN,,G0402,bestaand,,2523.690762,283,11ff44bd44864d46b45083f399fa72f1,1,,2022/10/05 12:33:40+00,
6098820,309,,309,309__,Landgraaf - Simpelveld,Lg-Spv,Landgraaf - Simpelveld ,1.818708,"1,818708",Zuid,Z,Maastricht,26,KUNSTWERKEN,Limburg,201133.505622,322592.3775,50.8912550661165,6.04284652507749,KUNSTWERKEN,Zuid,Z,Prorail,L0004,bestaand,,563.150722,283,ea8ecb3f7be047ee835775ca6bb41354,1,gerealiseerd,2021/09/27 13:24:05+00,
6099768,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,55.640729,"55,640729",Noord-Oost,NO,Gelderland,33,KUNSTWERKEN,Veluwe,177302.194662,484335.4355,52.3464771974216,5.71450156780245,KUNSTWERKEN,Noord-Oost,NO,Prorail,L0004,bestaand,,881.741045,283,a14073477ceb44908901d925b0c4a573,1,gerealiseerd,2022/08/17 10:09:52+00,
