FID,raai,vaknr,raainr,bkl,tkl,tklminbkl,trend,snijding,opmerkingen,symbol,se_anno_cad_data,gdb_geomattr_data,shape
trend_2013_50.1,400560,4,560,595,684.7,89.7,-13.55,2019,- - - - - -,3,,,"POLYGON ((143068.9530000016 601534.8900000006, 143300.6719999984 600898.2479999997, 143112.7340000011 600829.8440000005, 142881.0150000006 601466.4860000014, 143068.9530000016 601534.8900000006))"
trend_2013_50.2,400580,4,580,625,666.78,41.78,-14.18,2015,- - - - - -,3,,,"POLYGON ((143256.9539999999 601601.8900000006, 143499.4459999986 600935.6479999982, 143311.50699999928 600867.243999999, 143069.0150000006 601533.4860000014, 143256.9539999999 601601.8900000006))"
trend_2013_50.3,400600,4,600,690,648.24,-41.76,-14.26,-,1 - - - - -,4,,,"POLYGON ((143451.9530000016 601669.8889999986, 143695.8139999993 600999.8889999986, 143507.875 600931.4840000011, 143264.0150000006 601601.4849999994, 143451.9530000016 601669.8889999986))"
trend_2013_50.4,400620,4,620,690,642.52,-47.48,-15.44,-,1 - - - - -,4,,,"POLYGON ((143639.9539999999 601736.8900000006, 143903.99300000072 601011.4470000006, 143716.0549999997 600943.0430000015, 143452.0150000006 601668.4860000014, 143639.9539999999 601736.8900000006))"
trend_2013_50.5,400640,4,640,720,654.09,-65.91,-14.2,-,1 - - - - -,4,,,"POLYGON ((143828.9539999999 601802.8900000006, 144071.78799999878 601135.7080000006, 143883.84899999946 601067.3040000014, 143641.0150000006 601734.4849999994, 143828.9539999999 601802.8900000006))"
trend_2013_50.6,400660,4,660,730,655.25,-74.75,-13.42,-,1 - - - - -,4,,,"POLYGON ((144017.9539999999 601869.8889999986, 144247.44900000095 601239.3559999987, 144059.51099999994 601170.9510000013, 143830.0150000006 601801.4849999994, 144017.9539999999 601869.8889999986))"
trend_2013_50.7,703150,7,3150,-31,40.61,71.61,1.86,-,- - 3 - 5 -,1,,,"POLYGON ((102728.8759999983 521279.58300000057, 102636.56899999827 521290.91699999943, 102659.72399999946 521479.5009999983, 102752.0309999995 521468.16699999943, 102728.8759999983 521279.58300000057))"
trend_2013_50.8,703175,7,3175,-18,51.87,69.87,1.65,-,- - 3 - 5 -,1,,,"POLYGON ((102700.875 521031.58300000057, 102618.98999999836 521041.63699999824, 102642.14600000158 521230.22100000083, 102724.0309999995 521220.16699999943, 102700.875 521031.58300000057))"
trend_2013_50.9,703200,7,3200,-20,54.87,74.87,-1.17,>2023,- - 3 - 5 -,3,,,"POLYGON ((102697.68699999899 520997.9439999983, 102755.7509999983 520990.8139999993, 102725.28299999982 520742.6779999994, 102667.2190000005 520749.80700000003, 102697.68699999899 520997.9439999983))"
trend_2013_50.10,703225,7,3225,-10,54.27,64.27,-2.87,>2023,- - 3 - 5 -,3,,,"POLYGON ((102668.68699999899 520748.94299999997, 102811.11699999869 520731.4549999982, 102780.64999999851 520483.31799999997, 102638.21999999881 520500.80700000003, 102668.68699999899 520748.94299999997))"
