objectid;id;stadsdeel;buurt_code;straat;eigenaar;beheerder;onderhouder;soort;voet;zitobject;afwerking;kleur;aanleg_jaar;standplaats;locatie;leverancier;geo_shape;geo_point_2d
4433;13606;Strijp 2;1635;Waterwereld;BOR;BOR Stedelijk;BOR Stedelijk;;;Hout;;;2011;;;;"{""coordinates"": [5.401331471683166, 51.43722067310188], ""type"": ""Point""}";51.43722067310188, 5.401331471683166
4437;11541;Strijp 2;1634;Zandstrand;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.406134603560738, 51.444628904615], ""type"": ""Point""}";51.444628904615, 5.406134603560738
4440;11562;Tongelre;1336;B.P. Karpendonck;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Beplanting;Park;;"{""coordinates"": [5.5036962655441615, 51.453653240872505], ""type"": ""Point""}";51.453653240872505, 5.5036962655441615
4441;11477;Centrum;1111;Hermanus Boexstraat;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Beton;Beton;Anders;Grijs;2006;Verharding;Winkel;;"{""coordinates"": [5.478097057743682, 51.44083936553814], ""type"": ""Point""}";51.44083936553814, 5.478097057743682
4442;11479;Centrum;1111;Stationsplein;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Verharding;Plein;;"{""coordinates"": [5.4803524199729425, 51.44204842841753], ""type"": ""Point""}";51.44204842841753, 5.4803524199729425
4446;10664;Centrum;1111;Stadhuisplein;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Beton;Beton;Anders;Anders;2006;Verharding;Plein;;"{""coordinates"": [5.479926347880768, 51.43559903620585], ""type"": ""Point""}";51.43559903620585, 5.479926347880768
4452;9929;Woensel noord 1;1531;Veluwelaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Staal;Hout;Beits;Donker bruin;2006;Beplanting;School;;"{""coordinates"": [5.463685763239794, 51.47673917721281], ""type"": ""Point""}";51.47673917721281, 5.463685763239794
4453;9934;Woensel noord 1;1531;Roelantlaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2010;Gazon;Park;;"{""coordinates"": [5.460361828376916, 51.47519126652665], ""type"": ""Point""}";51.47519126652665, 5.460361828376916
4459;9716;Park Philips de Jongh;1627;STD.P. Philips de Jongh;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2010;Beplanting;Park;;"{""coordinates"": [5.444381357388484, 51.45584212945666], ""type"": ""Point""}";51.45584212945666, 5.444381357388484
4460;9717;Park Philips de Jongh;1627;STD.P. Philips de Jongh;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Lak;Licht bruin;2010;Beplanting;Park;;"{""coordinates"": [5.444906758273142, 51.457598739215925], ""type"": ""Point""}";51.457598739215925, 5.444906758273142
4465;9726;Strijp 2;1634;Zandstrand;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.400501262199208, 51.44497034886957], ""type"": ""Point""}";51.44497034886957, 5.400501262199208
4467;9730;Park Philips van Lennep;1623;STD.P. Philips van Lennep;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Lak;Groen;2006;Beplanting;Park;;"{""coordinates"": [5.429153006525759, 51.445773137034095], ""type"": ""Point""}";51.445773137034095, 5.429153006525759
4468;9732;Centrum;1611;Vonderweg;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Verharding;Plein;;"{""coordinates"": [5.468786855363252, 51.438389551856524], ""type"": ""Point""}";51.438389551856524, 5.468786855363252
4470;13725;Woensel zuid;1434;John F Kennedylaan;BOR;BOR Stedelijk;BOR Stedelijk;;;Hout;;;2009;;;;"{""coordinates"": [5.487220720922336, 51.46238545301604], ""type"": ""Point""}";51.46238545301604, 5.487220720922336
4471;10757;Woensel zuid;1435;Icaruslaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2009;Gazon;Park;;"{""coordinates"": [5.491458261192289, 51.461430520755144], ""type"": ""Point""}";51.461430520755144, 5.491458261192289
4472;10759;Woensel noord 1;1512;B.P. Lieven de Keylaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Licht bruin;2009;Gazon;Park;;"{""coordinates"": [5.465331150049446, 51.46692884029002], ""type"": ""Point""}";51.46692884029002, 5.465331150049446
4474;10762;Woensel zuid;1431;Generaal Marshallweg;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Beton;Beton;Anders;Grijs;2009;Gazon;Park;;"{""coordinates"": [5.480668500881675, 51.46407820207981], ""type"": ""Point""}";51.46407820207981, 5.480668500881675
4475;10763;Woensel zuid;1431;Generaal Marshallweg;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Beton;Beton;Anders;Grijs;2009;Gazon;Park;;"{""coordinates"": [5.480619749706132, 51.46407980522317], ""type"": ""Point""}";51.46407980522317, 5.480619749706132
4478;10768;Centrum;1515;Winkelcentrum Woensel;BOR;BOR Stedelijk;Particulier;Zitbank;Staal;Hout;Lak;Licht bruin;2009;Verharding;Winkel;;"{""coordinates"": [5.4754578342260265, 51.468270369761655], ""type"": ""Point""}";51.468270369761655, 5.4754578342260265
4479;10769;Gestel;1721;Telemannlaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2010;Verharding;Plein;;"{""coordinates"": [5.454131844984026, 51.429505634736735], ""type"": ""Point""}";51.429505634736735, 5.454131844984026
4484;10780;Gestel;1732;Geleenhof;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2008;Anders;Plein;;"{""coordinates"": [5.444995723317256, 51.4171361532413], ""type"": ""Point""}";51.4171361532413, 5.444995723317256
4485;10781;Tongelre;1333;Hofstraat;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Donker bruin;2009;Verharding;Overig;;"{""coordinates"": [5.507787920424509, 51.44513932516287], ""type"": ""Point""}";51.44513932516287, 5.507787920424509
4486;10782;Tongelre;1334;Buitengebied in brt: 327;BOR;BOR buitengebied;BOR Natuur;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2009;Gazon;Park;;"{""coordinates"": [5.530979139164143, 51.43790892524589], ""type"": ""Point""}";51.43790892524589, 5.530979139164143
4487;10784;Tongelre;1311;Fazantlaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2009;Verharding;School;;"{""coordinates"": [5.492908820541209, 51.440815003888325], ""type"": ""Point""}";51.440815003888325, 5.492908820541209
4488;10785;Stratum;1238;Elfenbanklaan;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Donker bruin;2009;Gazon;Overig;;"{""coordinates"": [5.49819873584395, 51.415947736721066], ""type"": ""Point""}";51.415947736721066, 5.49819873584395
4489;10787;Stratum;1225;van Swietenlaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2009;Verharding;Park;;"{""coordinates"": [5.490400329484128, 51.41355565754371], ""type"": ""Point""}";51.41355565754371, 5.490400329484128
4490;10788;Woensel noord 1;1512;B.P. Lieven de Keylaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Lak;Licht bruin;2009;Gazon;Park;;"{""coordinates"": [5.464079964286443, 51.46651174606864], ""type"": ""Point""}";51.46651174606864, 5.464079964286443
4498;9966;Woensel noord 2;1543;Amandelpark;BOR;BOR Stedelijk;BOR Stedelijk;Picknickset;Beton;Hout;Beits;Donker bruin;2008;Gazon;Park;;"{""coordinates"": [5.496565523531892, 51.48106008958106], ""type"": ""Point""}";51.48106008958106, 5.496565523531892
4499;9971;Stratum;1225;van Swietenlaan;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Licht bruin;2010;Gazon;Park;;"{""coordinates"": [5.49069383743761, 51.41237771555381], ""type"": ""Point""}";51.41237771555381, 5.49069383743761
4500;9974;Woensel noord 1;1521;Verzetsheldenlaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2010;Gazon;Park;;"{""coordinates"": [5.437518882198059, 51.47407647108775], ""type"": ""Point""}";51.47407647108775, 5.437518882198059
4509;13123;Park Centrum;1112;Anne Frankplantsoen;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Beton;Hout;Beits;Donker bruin;2009;Verharding;Park;;"{""coordinates"": [5.4786172612654545, 51.43270839667035], ""type"": ""Point""}";51.43270839667035, 5.4786172612654545
4514;8935;Woensel noord 2;1542;B.P. Eckart;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.497443710755473, 51.46991482448457], ""type"": ""Point""}";51.46991482448457, 5.497443710755473
4520;9174;Stratum;1214;Burghplein;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Licht bruin;2006;Gazon;Plein;;"{""coordinates"": [5.4934466734557175, 51.4294017182843], ""type"": ""Point""}";51.4294017182843, 5.4934466734557175
4522;9176;Stratum;1216;Bloemenplein;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Hout;Hout;Beits;Licht bruin;2009;Gazon;Plein;;"{""coordinates"": [5.4903536923423095, 51.42454938904953], ""type"": ""Point""}";51.42454938904953, 5.4903536923423095
4529;9185;Stratum;1224;Buitengebied in brt: 243;BOR;BOR buitengebied;BOR Natuur;Model Eindhoven;Beton;Hout;Lak;Groen;2009;Gazon;Park;;"{""coordinates"": [5.498839206900878, 51.40665842468884], ""type"": ""Point""}";51.40665842468884, 5.498839206900878
4530;9186;Stratum;1232;van Renesseweg;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Licht bruin;2008;Gazon;Plein;;"{""coordinates"": [5.51252323095874, 51.427010014813504], ""type"": ""Point""}";51.427010014813504, 5.51252323095874
4534;9198;Woensel noord 2;1532;Mechelenlaan;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Lak;Licht bruin;2012;Verharding;School;;"{""coordinates"": [5.4798712598452175, 51.48122578063213], ""type"": ""Point""}";51.48122578063213, 5.4798712598452175
4539;10303;Woensel noord 1;1521;Niersstraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Verharding;Plein;;"{""coordinates"": [5.431056336789833, 51.48076546916579], ""type"": ""Point""}";51.48076546916579, 5.431056336789833
4541;10319;Woensel noord 1;1521;Vliststraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Beplanting;Park;;"{""coordinates"": [5.432639136734903, 51.48192726240816], ""type"": ""Point""}";51.48192726240816, 5.432639136734903
4543;10322;Woensel noord 1;1521;Swalmstraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.430835079805728, 51.48420219995323], ""type"": ""Point""}";51.48420219995323, 5.430835079805728
4546;10330;Woensel noord 1;1521;Merwedestraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.428110820059779, 51.47751705098852], ""type"": ""Point""}";51.47751705098852, 5.428110820059779
4548;10333;Woensel noord 1;1521;Rijnstraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Gazon;Plein;;"{""coordinates"": [5.428862254407208, 51.479069725181084], ""type"": ""Point""}";51.479069725181084, 5.428862254407208
4551;10339;Woensel noord 1;1521;Leistraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.4289527683148515, 51.48170266507496], ""type"": ""Point""}";51.48170266507496, 5.4289527683148515
4553;10343;Park Meerland;1640;Grasbaan;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.408669406544565, 51.43768383797068], ""type"": ""Point""}";51.43768383797068, 5.408669406544565
4554;10344;Park Meerland;1633;Grasbaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Staal;Hout;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.4089461156436975, 51.43949878857319], ""type"": ""Point""}";51.43949878857319, 5.4089461156436975
4555;10346;Strijp 2;1633;Grasmus;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Donker bruin;2006;Beplanting;Park;;"{""coordinates"": [5.411254388212985, 51.439214414185734], ""type"": ""Point""}";51.439214414185734, 5.411254388212985
4559;10360;Gestel;1721;Mendelssohnlaan;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Beton;Hout;Beits;Donker bruin;2006;Verharding;Plein;;"{""coordinates"": [5.449843260816251, 51.42412177184596], ""type"": ""Point""}";51.42412177184596, 5.449843260816251
4562;11724;Woensel noord 1;1512;Henschenlaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.457787029875566, 51.47020194446534], ""type"": ""Point""}";51.47020194446534, 5.457787029875566
4565;11739;Woensel noord 1;1513;Koning Arthurlaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Lak;Licht bruin;2006;Verharding;Park;;"{""coordinates"": [5.467250332733261, 51.47208035362091], ""type"": ""Point""}";51.47208035362091, 5.467250332733261
4567;11745;Woensel noord 1;1513;Roelantlaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.465119660251671, 51.476280227427], ""type"": ""Point""}";51.476280227427, 5.465119660251671
4571;11759;Woensel noord 1;1531;Veluwelaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.461806597027648, 51.479997200051386], ""type"": ""Point""}";51.479997200051386, 5.461806597027648
4573;11767;Woensel noord 1;1531;Meierijlaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.458886284657202, 51.47691730446985], ""type"": ""Point""}";51.47691730446985, 5.458886284657202
4574;11769;Woensel noord 1;1531;Pietersbergweg;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.457497963426099, 51.48041456472503], ""type"": ""Point""}";51.48041456472503, 5.457497963426099
4580;11780;Strijp 2;1639;Zanddreef;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Anders;Licht bruin;2006;Verharding;Abri;;"{""coordinates"": [5.411513700065823, 51.443697541147074], ""type"": ""Point""}";51.443697541147074, 5.411513700065823
4582;11783;Park Meerland;1640;Waterfront;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.402323811587677, 51.444478190573015], ""type"": ""Point""}";51.444478190573015, 5.402323811587677
4583;10426;Woensel noord 1;1520;Steenoven;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2009;Gazon;Park;;"{""coordinates"": [5.4240224617797494, 51.48329907596179], ""type"": ""Point""}";51.48329907596179, 5.4240224617797494
4586;10441;Stratum;1214;Geldropseweg;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Licht bruin;2006;Verharding;Overig;;"{""coordinates"": [5.4968464712774265, 51.431372346265185], ""type"": ""Point""}";51.431372346265185, 5.4968464712774265
4592;10458;Stratum;1222;St Gerardusplein;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Beplanting;Park;;"{""coordinates"": [5.488546354728863, 51.419893281107], ""type"": ""Point""}";51.419893281107, 5.488546354728863
4598;13139;Gestel;1731;Severijnpark;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2011;Gazon;Park;;"{""coordinates"": [5.4456808001312424, 51.42388378934647], ""type"": ""Point""}";51.42388378934647, 5.4456808001312424
4601;13143;Gestel;1732;Buitengebied 732;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2011;Gazon;Park;;"{""coordinates"": [5.438848615725098, 51.41275612426932], ""type"": ""Point""}";51.41275612426932, 5.438848615725098
4602;12913;Park Meerland;1640;Waterfront;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Anders;Licht bruin;2011;Gazon;Park;;"{""coordinates"": [5.398749826882106, 51.443552352018145], ""type"": ""Point""}";51.443552352018145, 5.398749826882106
4604;8445;Tongelre;1311;Kievitlaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Verharding;Overig;;"{""coordinates"": [5.496786762532821, 51.4436767643345], ""type"": ""Point""}";51.4436767643345, 5.496786762532821
4605;8446;Tongelre;1311;Kievitlaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Verharding;Overig;;"{""coordinates"": [5.497204041249288, 51.443278047022886], ""type"": ""Point""}";51.443278047022886, 5.497204041249288
4606;9157;Woensel noord 2;1541;Kleine Beerpad;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2012;Verharding;Park;;"{""coordinates"": [5.497070835098799, 51.47404858285506], ""type"": ""Point""}";51.47404858285506, 5.497070835098799
4609;11199;Gestel;1722;;Particulier;Particulier;Particulier;Model Eindhoven;Beton;Kunststof;Anders;Donker bruin;2006;Gazon;Plein;;"{""coordinates"": [5.457425524223572, 51.42544560915775], ""type"": ""Point""}";51.42544560915775, 5.457425524223572
4610;11200;Gestel;1722;Massenetstraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Gazon;Plein;;"{""coordinates"": [5.4583705202592645, 51.424888671432775], ""type"": ""Point""}";51.424888671432775, 5.4583705202592645
4611;11202;Gestel;1713;Giselbertstraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.460055000629981, 51.42951906476475], ""type"": ""Point""}";51.42951906476475, 5.460055000629981
4612;11205;Gestel;1713;Maria van Bourgondiëlaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Verharding;Overig;;"{""coordinates"": [5.45913179416675, 51.43128507870229], ""type"": ""Point""}";51.43128507870229, 5.45913179416675
4614;13253;Gestel;1713;B.P. Engelsbergen;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Anders;Park;;"{""coordinates"": [5.462755134662195, 51.43383300498895], ""type"": ""Point""}";51.43383300498895, 5.462755134662195
4616;11218;Gestel;1713;B.P. Engelsbergen;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Beplanting;Plein;;"{""coordinates"": [5.458896776815182, 51.43180310647636], ""type"": ""Point""}";51.43180310647636, 5.458896776815182
4620;11237;Woensel zuid;1432;John F Kennedylaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Lak;Donker bruin;2006;Verharding;Overig;;"{""coordinates"": [5.484382196950358, 51.45354025465045], ""type"": ""Point""}";51.45354025465045, 5.484382196950358
4623;11265;Woensel noord 1;1533;Topaasring;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.463149067206493, 51.48597475276693], ""type"": ""Point""}";51.48597475276693, 5.463149067206493
4626;11276;Gestel;1732;Roffart;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Hout;Hout;Beits;Donker bruin;2006;Verharding;Overig;;"{""coordinates"": [5.44591161542071, 51.41813061630893], ""type"": ""Point""}";51.41813061630893, 5.44591161542071
4635;13736;Centrum;1515;Winkelcentrum Woensel;BOR;BOR Stedelijk;Particulier;Zitbank;Staal;Hout;Lak;Licht bruin;2008;Verharding;Winkel;;"{""coordinates"": [5.4772971724802995, 51.47056173299131], ""type"": ""Point""}";51.47056173299131, 5.4772971724802995
4640;9144;Woensel noord 1;1533;Robijnring;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Hout;Hout;Beits;Donker bruin;2012;Verharding;Plein;;"{""coordinates"": [5.459965625832027, 51.48579807419485], ""type"": ""Point""}";51.48579807419485, 5.459965625832027
4641;13809;Woensel noord 2;1541;Planetenlaan;BOR;BOR Stedelijk;BOR Stedelijk;;;;;;2012;;;;"{""coordinates"": [5.496638955375557, 51.471639238887136], ""type"": ""Point""}";51.471639238887136, 5.496638955375557
4644;13807;Woensel noord 2;1541;Planetenlaan;BOR;BOR Stedelijk;BOR Stedelijk;;;;;;2012;;;;"{""coordinates"": [5.496633004452385, 51.47162445813895], ""type"": ""Point""}";51.47162445813895, 5.496633004452385
4647;9558;Woensel noord 1;1512;Albertipad;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Beplanting;Park;;"{""coordinates"": [5.453676982927672, 51.467354234587454], ""type"": ""Point""}";51.467354234587454, 5.453676982927672
4648;9559;Woensel noord 1;1512;Vignolaweg;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Lak;Licht bruin;2006;Beplanting;Park;;"{""coordinates"": [5.451005038423074, 51.46611831695615], ""type"": ""Point""}";51.46611831695615, 5.451005038423074
4651;13090;Stratum;1726;Buitengebied 50;Sportpark;Sportpark;Sportpark;;;;;;2006;;;;"{""coordinates"": [5.4720116687250755, 51.41206019215225], ""type"": ""Point""}";51.41206019215225, 5.4720116687250755
4655;8422;Gestel;1726;B.P. Rapelenburg;BOR;BOR buitengebied;BOR Natuur;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.4714716454974734, 51.423252546854364], ""type"": ""Point""}";51.423252546854364, 5.4714716454974734
4657;8271;Stratum;1223;Felix Timmermanslaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.481378917182198, 51.420654907155885], ""type"": ""Point""}";51.420654907155885, 5.481378917182198
4661;8285;Park Centrum;1217;STD.P. Stadswandelpark;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Beplanting;Park;;"{""coordinates"": [5.482285298991422, 51.42565747002743], ""type"": ""Point""}";51.42565747002743, 5.482285298991422
4663;8289;Park Centrum;1217;STD.P. Stadswandelpark;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Beplanting;Park;;"{""coordinates"": [5.481191901328472, 51.42612114931132], ""type"": ""Point""}";51.42612114931132, 5.481191901328472
4671;10130;Woensel zuid;1435;Icaruslaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2009;Gazon;Park;;"{""coordinates"": [5.491392946684005, 51.46106519018369], ""type"": ""Point""}";51.46106519018369, 5.491392946684005
4672;10132;Woensel zuid;1413;Looierstraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Lak;Donker bruin;2010;Gazon;Park;;"{""coordinates"": [5.475476650084293, 51.45105370311633], ""type"": ""Point""}";51.45105370311633, 5.475476650084293
4675;10142;Tongelre;1312;Kempensebaan;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Licht bruin;2010;Gazon;Plein;;"{""coordinates"": [5.501210359838128, 51.440393181000566], ""type"": ""Point""}";51.440393181000566, 5.501210359838128
4677;10145;Tongelre;1322;Jozef Israëlslaan;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Licht bruin;2010;Gazon;Park;;"{""coordinates"": [5.519901441254713, 51.438690766400654], ""type"": ""Point""}";51.438690766400654, 5.519901441254713
4688;13180;Centrum;1111;18 Septemberplein;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Licht bruin;2010;Verharding;Winkel;;"{""coordinates"": [5.47695892573587, 51.44139185636141], ""type"": ""Point""}";51.44139185636141, 5.47695892573587
4689;13181;Centrum;1111;18 Septemberplein;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Licht bruin;2010;Verharding;Winkel;;"{""coordinates"": [5.47703519005502, 51.44143081734599], ""type"": ""Point""}";51.44143081734599, 5.47703519005502
4693;10388;Gestel;1711;PL.. Romantica;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.473994688551449, 51.42692703697818], ""type"": ""Point""}";51.42692703697818, 5.473994688551449
4694;10389;Park Centrum;1711;PL.. Romantica;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.475483208374145, 51.427449445191876], ""type"": ""Point""}";51.427449445191876, 5.475483208374145
4695;10391;Gestel;1711;August Sniederslaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Verharding;Overig;;"{""coordinates"": [5.47785328879673, 51.43066185858643], ""type"": ""Point""}";51.43066185858643, 5.47785328879673
4696;10392;Park Centrum;1711;PL.. Romantica;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.47314128144515, 51.42717419384626], ""type"": ""Point""}";51.42717419384626, 5.47314128144515
4698;10396;Gestel;1725;Locatellistraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Gazon;Overig;;"{""coordinates"": [5.4510568803427795, 51.41656360265439], ""type"": ""Point""}";51.41656360265439, 5.4510568803427795
4699;10397;Gestel;1725;Locatellistraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Gazon;Overig;;"{""coordinates"": [5.449475698850645, 51.416260300709375], ""type"": ""Point""}";51.416260300709375, 5.449475698850645
4701;11784;Strijp 2;1634;Zandstrand;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.40350760529215, 51.444838123421576], ""type"": ""Point""}";51.444838123421576, 5.40350760529215
