BEGINDATUM;EINDDATUM;ID;NWB_ID;CAPACITEIT;ORIENTATIE;TYPE_PARKEERPLEK;MAANDAG;DINSDAG;WOENSDAG;DONDERDAG;VRIJDAG;ZATERDAG;ZONDAG;VAN;TOT;GEBRUIKSDOEL;WEGDEEL_ID;GUID;DOSSIERNUMMER;COUNTER;TYPE_GERESERVEERD_AS400;STRAATCODE_AS400;STRAATNAAM_AS400;PLAATSAANDUIDING_AS400;DOSSIERNNUMMER_AS400
20130411;;1128874;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;;{69A38117-4E88-4600-B000-6155C;86139;2569;Gehandicaptenparkeerpl.;12600;NIEUWEDIEPSTR;NABIJ PERC;86139
20130411;;1128875;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;674482;{20E6A411-BAB6-4296-BA0F-7E466;87271;2570;Gehandicaptenparkeerpl.;12600;NIEUWEDIEPSTR;NABIJ PERC;87271
20130411;;1128877;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;690018;{511CC07F-97F6-4E37-80D0-CF334;83297;2571;Gehandicaptenparkeerpl.;3800;DEN HELDERSTR;NABIJ PERC;83297
20130411;;1128879;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;698055;{F79AA8E5-8AB7-494C-BC08-64E54;83268;2572;Gehandicaptenparkeerpl.;7800;HUISDUINENSTR;NABIJ PERC;83268
20130411;;1128880;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;703985;{D816667B-280F-4EBE-AE07-5C410;81408;2573;;;;;
20170508;;1128881;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;;{848466CA-DDDA-4AC2-9437-37B13;88810;2574;Gehandicaptenparkeerpl.;12680;NIEUWENDAMLAAN;NABIJ PERC;88810
20130411;;1128882;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;690939;{338086C0-32E4-405D-83BE-4DAE7;81147;2575;;;;;
20130411;;1128883;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;690939;{C47468C1-FF85-435D-9463-B519E;90345;2576;;;;;
20130411;;1128884;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;690939;{DBD3D6CF-88EE-458E-9E3A-A494B;80475;2577;;;;;
20130411;;1128885;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;679139;{C56777DA-EDB6-4E51-AF86-1FC93;92946;2578;;;;;
20130411;20180726;1128886;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;690938;{762D84AA-3F3B-4ED3-BDBB-DC64C;94498;2579;;;;;
20130411;;1128887;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;690938;{339F1517-657E-4681-84F8-E36EA;84071;2580;;;;;
20130411;20180808;1128888;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;690938;{2A55754E-2F4B-455A-BA48-A9221;86934;2581;;;;;
20130411;;1128890;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;263531;{3D539A0E-9083-4A44-96F4-704AB;82698;2582;Gehandicaptenparkeerpl.;18000;TORENSTR;NABIJ PERC;82698
20130411;;1128891;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;263531;{C6F7D1B1-E1AC-4984-BDD8-CE85F;82940;2583;;;;;
20130411;;1128892;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;264880;{C5378C64-DB15-4C1B-986A-E69B6;89100;2584;Gehandicaptenparkeerpl.;9240;KNEUTERDIJK;NABIJ PERC;89100
20130411;;1128893;;2;File;Gehandicapte algemeen;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte algemeen;264880;{A9B13EC9-BAB3-4EC3-9F1A-4969B;80273;2585;Gehandicaptenparkeerpl.;9240;KNEUTERDIJK;ABN AMRO;80273
20130411;;1128894;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;239865;{243E2903-8236-41E9-B344-AA536;89577;2586;Gehandicaptenparkeerpl.;1140;BAKKERSSTR;T/O;89577
20130411;;1128897;;1;Haaks;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;266876;{906D5990-676F-47C2-BACF-C656E;84958;2587;Gehandicaptenparkeerpl.;18250;TWENTSTR;NABIJ (PT);84958
20180622;;1128898;;1;Haaks;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;265664;{0363EC61-A7CC-47BB-A4E5-DE011;457562;2588;Gehandicaptenparkeerpl.;19610;WESTEINDE;NABIJ PERC;457562
20130411;;1128899;;1;File;Arts;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Arts;259291;{037DE1A1-E2BD-426D-9108-065ED;;2589;;;;;
20130411;;1128900;;1;File;Autodate;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Autodate;249080;{AE9B876A-DE96-4B4B-B213-ABD7C;Autodate Z;2590;;;;;
20130411;;1128901;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;244731;{C87EDA1E-97BB-42AB-BEAD-AFE9D;89317;2591;Gehandicaptenparkeerpl.;16590;SLIJKEINDE;;89317
20130411;;1128902;;1;Haaks;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;245404;{8B040E53-8007-4BEE-BCC2-B51BD;86278;2592;Gehandicaptenparkeerpl.;5610;GEEST;T/O  PERC;86278
20130411;;1128903;;1;Haaks;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;241020;{C9B142B9-8F0A-4DDA-A577-16293;86278P;2593;;;;;
20130411;;1128904;;2;File;Parkeergelegenheid;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Parkeergelegenheid;240254;{C4E369AB-9A11-47D4-BDF6-5DD68;84493;2594;;;;;
20130411;20181005;1128905;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;246269;{3A1B6668-49C5-40FF-A40C-8CB01;81073;2595;;;;;
20130411;;1128921;;2;File;Ambassade + internationale zaken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Ambassade + internationale zaken;247288;{93FFB401-B7E6-4BC9-A4C0-836AE;71177;2682;Ambassade;430;AMALIASTR;NABIJ PERC;71177
20130411;20180214;1128922;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;247288;{47134DB2-A74A-42BB-8EEB-DEF09;80122;2683;;;;;
20130411;;1128923;;2;File;Ambassadeur;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Ambassadeur;247288;{8C4DE665-C0DA-43DD-AA5C-04C15;71170;2684;Ambassade;430;AMALIASTR;NABIJ PERC;71170
20130411;;1128924;;2;File;Parkeergelegenheid;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Parkeergelegenheid;247288;{A66A5854-7F7B-4140-82DD-1F70C;;2685;;;;;
20130411;;1128925;;1;File;Autodate;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Autodate;257610;{9BFA9C71-2200-4E47-89E9-2F570;Autodate A;2686;;;;;
20130411;;1128926;;2;File;Ambassade + internationale zaken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Ambassade + internationale zaken;238516;{3D0BE004-35C6-49D8-9489-9FF32;71199;2687;Ambassade;13320;ORANJESTR;NABIJ PERC;71199
20130411;;1128927;;2;File;Ambassadeur;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Ambassadeur;252642;{371B263B-366C-4454-8F4C-1884C;71190;2688;Ambassade;13550;PALEISSTR;NABIJ PERC;71190
20130411;;1128928;;1;File;Ambassadeur;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Ambassadeur;262576;{E6CF78AF-57E5-437D-989E-31AAC;;2689;;;;;
20130411;;1128929;;3;File;Internationale organisatie;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Internationale organisatie;253659;{31AEB381-4C0F-4AFE-A9A6-5F3D4;;2690;;;;;
20130411;;1128930;;2;File;Ambassadeur;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Ambassadeur;248424;{DB903F77-34F2-40FF-AD73-71D31;;2691;;;;;
20130411;;1129108;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;706100;{40849287-806B-4614-A19F-2FC45;83331;2692;Gehandicaptenparkeerpl.;3280;COPERNICUSSTR;NABIJ PERC;83331
20130411;;1129110;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;670832;{27886522-CEDC-4638-A4EC-92986;86784;2693;;;;;
20130411;;1129111;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;694696;{FBDC24E9-549B-43E7-8361-948C6;86531;2694;Gehandicaptenparkeerpl.;12100;MONNICKENDAMPLEIN;T/O PERC;86531
20130411;;1129112;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;670831;{9063B57B-2548-49D9-83E0-A045A;93469;2695;Gehandicaptenparkeerpl.;3530;DAGUERRESTR;NABIJ PERC;93469
20130411;;1129113;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;694696;{F31304DF-AB08-4659-9426-E6E91;90051;2696;Gehandicaptenparkeerpl.;3530;DAGUERRESTR;NABIJ PERC;90051
20130411;;1129114;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;670831;{2EC82EED-8ABE-4C8A-8CBC-4FC87;90440;2697;;;;;
20130411;;1129115;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;670835;{9850E81A-1773-43A5-A62B-F3772;89714;2698;Gehandicaptenparkeerpl.;3530;DAGUERRESTR;NABIJ PERC;89714
20130411;;1129150;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;2402095;{AFEA4A02-64BF-468B-B3D0-EC682;84207;2734;Gehandicaptenparkeerpl.;16640;SNEEUWBALSTR;THV;84207
20130411;;1129152;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;669878;{5FBA0B1D-96F0-4649-A3C0-F46C7;87023;2735;;;;;
20130411;;1129153;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;694510;{CF3F4A14-9185-4B33-A884-5D7E1;83964;2736;;;;;
20130411;;1129154;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;694508;{ECE50466-A969-4C2A-8628-D913A;90948;2737;;;;;
20130411;;1129156;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;670053;{6E4EA318-E1EC-4D44-B04B-91DEB;84198;2738;;;;;
20130411;;1129157;;1;File;Arts;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Arts;670854;{C248335C-A354-4BF6-A652-552B7;71062;2739;;;;;
20130411;;1129158;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;695203;{F04AC26F-C600-4D60-AB92-8739F;83630;2740;Gehandicaptenparkeerpl.;10040;LN V MEERDERVOORT;NABIJ PERC;83630
20130411;;1129159;;1;File;Gehandicapte algemeen;Ja;Ja;Ja;Ja;Ja;Nee;Nee;08:00;18:00;Gehandicapte algemeen, Parkeergelegenheid;695203;{30D4901B-5C93-46B1-AF63-4D5E8;71332;2741;Specialist;10040;LN V MEERDERVOORT;NABIJ PERC;71332
20130411;;1129159;;1;File;Parkeergelegenheid;Nee;Nee;Nee;Nee;Nee;Ja;Ja;00:00;24:00;Gehandicapte algemeen, Parkeergelegenheid;695203;{30D4901B-5C93-46B1-AF63-4D5E8;;2742;;;;;
20130411;;1129159;;1;File;Parkeergelegenheid;Ja;Ja;Ja;Ja;Ja;Nee;Nee;18:00;24:00;Gehandicapte algemeen, Parkeergelegenheid;695203;{30D4901B-5C93-46B1-AF63-4D5E8;;2743;;;;;
20130411;;1129159;;1;File;Parkeergelegenheid;Ja;Ja;Ja;Ja;Ja;Nee;Nee;00:00;08:00;Gehandicapte algemeen, Parkeergelegenheid;695203;{30D4901B-5C93-46B1-AF63-4D5E8;;2744;;;;;
20130411;;1129160;;1;File;Arts;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Arts;695936;{F5FA1DA0-552E-4568-A5C2-493A2;71111;2745;Arts;10040;LN V MEERDERVOORT;NABIJ PERC;71111
20130411;;1129163;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;697664;{00042065-003D-4767-8FE6-D0A60;87937;2746;;;;;
20130411;;1129164;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;671067;{DB9685B7-6BC6-4AC4-BA7E-0A92D;80456;2747;;;;;
20130411;;1129165;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;695935;{2973F1F1-0A64-468C-ADB9-8949C;90752;2748;;;;;
20130411;;1129166;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;695939;{8A9329DE-D59F-4A3B-96BB-5A081;82718;2749;;;;;
20130411;;1129167;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;695028;{AD1EAB3E-9727-46C8-8E3F-C3E1E;81944;2750;;;;;
20130411;;1129168;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;694610;{C758E9D6-62E5-48D9-9AD1-1F674;86821;2751;Gehandicaptenparkeerpl.;14900;REGENTESSELAAN;NABIJ PERC;86821
20130411;;1129169;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;694610;{BF5E207D-06A8-4EC0-91E4-44259;84463;2752;Gehandicaptenparkeerpl.;14900;REGENTESSELAAN;NABIJ PERC;84463
20130411;20170726;1129170;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;670746;{45C953E9-1810-48FC-8745-86378;81929;2753;;;;;
20130411;20180604;1129171;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;670735;{55C7B2F4-F127-4870-94EC-5FA98;84106;2754;;;;;
20130411;;1129172;;1;File;Autodate;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Autodate;670994;{26D999B1-D7B9-44AD-8AAE-DE152;Autodate R;2755;;;;;
20130411;;1129173;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;695011;{E72B8EB0-D91E-44E5-8336-2DBEF;87368;2756;Gehandicaptenparkeerpl.;14900;REGENTESSELAAN;NABIJ PERC;87368
20130411;;1129174;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;680150;{2DDEB965-99C6-4F30-AC5B-F22AA;;2757;;;;;
20130411;;1129175;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;680150;{0A5EA87B-59C8-4894-85F7-6293C;82200;2758;Gehandicaptenparkeerpl.;14900;REGENTESSELAAN;NABIJ PERC;82200
20130411;20180808;1129176;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;680150;{35474DDB-1919-4548-BF05-46A3D;87950;2759;;;;;
20130411;20170308;1129177;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;694608;{C15DF9EE-841D-4D25-81D8-53808;89798;2760;;;;;
20130411;;1129178;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;680786;{27A19EFB-F0EA-47C0-AE78-D035F;83750;2761;Gehandicaptenparkeerpl.;19500;WEIMARSTR;NABIJ PERC;83750
20130411;20180806;1129179;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;700858;{59EF05CF-4D26-46D9-93B6-A126A;84627;2762;;;;;
20130411;;1129180;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;680447;{39DCD385-5FA0-4A1D-B207-0F138;91847;2763;Gehandicaptenparkeerpl.;18420;VALKENBOSLAAN;NABIJ PERC;91847
20130411;;1129181;;1;File;Alleen voertuigen conform bord;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Alleen voertuigen conform bord;680790;{5B6E812B-AEAD-437F-A8FD-11841;;2764;;;;;
20130412;;1129183;;2;File;Parkeergelegenheid;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Parkeergelegenheid;680162;{7155F94F-4757-4D01-B8CB-0A23D;81612;2765;;;;;
20130411;;1129019;;1;File;Arts;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Arts;704143;{D0AF79DD-5940-4503-BF89-BD866;71116;2766;Arts;12540;NICOLAISTR;NABIJ PERC;71116
20130411;;1129020;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;2838847;{B0511E58-89B1-442E-B5A7-50F10;91178;2767;;;;;
20130411;;1129021;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;704142;{C9F1BFB3-1863-4C61-9EAB-D421B;81708;2768;;;;;
20130411;;1129022;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;;{9EF9FA75-0C26-4C6C-835E-82664;80183;2769;;;;;
20130411;;1129025;;1;Haaks;Autodate;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Autodate;674021;{98A1A365-D6A6-4378-A659-3B3CA;Autodate S;2770;;;;;
20130411;;1129026;;1;File;Arts;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Arts;688325;{2AB16C75-E72E-4543-8C6D-4C9DB;71010;2771;Arts;17500;SWEELINCKPLEIN;NABIJ PERC;71010
20130411;;1129027;;1;File;Arts;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Arts;704179;{2D19E944-E018-412D-9CD7-8AE71;71239;2772;Arts;17500;SWEELINCKPLEIN;NABIJ PERC;71239
20130411;;1129028;;1;File;Arts;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Arts;688327;{798A561F-14B7-420B-A177-E0C67;71050;2773;Arts;17511;2E SWEELINCKSTR;NABIJ PERC;71050
20130411;;1129029;;1;File;Arts;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Arts;704180;{5A0E8EDB-8D3C-4F4B-9A37-6227F;71068;2774;Arts;17511;2E SWEELINCKSTR;NABIJ PERC;71068
20130411;;1129031;;1;File;Arts;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Arts;688328;{5136AB69-F26A-4283-9F8E-B135A;;2775;;;;;
20130411;;1129032;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;689460;{C8BFB6A8-DCBF-4C49-8873-DD907;81607;2776;Gehandicaptenparkeerpl.;7440;HOLLANDERSTR;NABIJ PERC;81607
20130411;;1129033;;1;File;Arts;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Arts;687046;{862B295E-0788-47FC-8551-59AD8;71342;2777;;;;;
20130411;;1129036;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;704259;{53E3A71F-C22E-4F6A-B1FE-78D09;86847;2778;Gehandicaptenparkeerpl.;13060;OBRECHTSTR;NABIJ PERC;86847
20130411;;1129039;;1;File;Arts;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Arts;676972;{943EE23F-39B8-4A39-877D-9542E;;2779;;;;;
20130411;;1129040;;1;File;Internationale organisatie;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Internationale organisatie;702825;{1CCE5869-BC2A-4900-A082-7D528;71365;2780;Rechter;9360;KON EMMAKADE;NABIJ 155B;71365
20130411;;1129041;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;692868;{28A207E7-DECE-4924-9445-EC00F;80395;2781;Gehandicaptenparkeerpl.;10040;LN V MEERDERVOORT;THV;80395
20130411;;1129042;;1;File;Arts;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Arts;702817;{94DA469E-9F2B-44C5-A629-81D03;;2782;;;;;
20130411;;1129043;;1;File;Autodate;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Autodate;673954;{1B747997-A12F-4CE4-A543-B0C63;Autodate  ;2783;;;;;
20130411;;1129044;;1;File;Arts;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Arts;671863;{49A372B8-718A-4ECC-BEB7-8CC35;;2784;;;;;
20130411;;1129045;;1;File;Autodate;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Autodate;673948;{C5CFBA00-7B23-4297-8AB2-4C059;Autodate A;2785;;;;;
20130411;20161228;1129047;;1;File;Autodate;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Autodate;694839;{8DB191D4-2474-4588-B5CC-8253B;Autodate G;2786;;;;;
20130411;;1129048;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;694839;{9DEB833F-C12B-487F-A6B7-4BDC3;;2787;;;;;
20130411;;1129051;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;693595;{9239621A-EB93-4E32-9027-19084;79927;2788;;;;;
20130411;;1129053;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;2546047;{AF367FED-19BF-489D-86A4-D02CC;80167;2789;;;;;
20130411;20170704;1129054;;1;File;Arts;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Arts;683271;{3612083F-4370-4ED0-A608-B6614;70958;2790;Arts;5530;GALVANISTR;NABIJ PERC;70958
20130411;;1129055;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;700831;{2176E689-189E-4B78-ADEC-179F6;87465;2791;;;;;
20130411;;1129056;;1;File;Autodate;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Autodate;;{D11B283E-1DF1-4F86-AF6C-8A0FD;Autodate I;2792;;;;;
20130411;20180612;1129057;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;670710;{744102DB-E6C7-4285-85C5-AA4C9;80767;2793;;;;;
20130411;;1129058;;1;File;Arts;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Arts;2893093;{6E1F0C8F-228C-45FD-93E8-1E55C;71226;2794;Arts;7880;IEPLAAN;NABIJ PERC;71226
20130411;;1129059;;1;File;Verloskundige;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Verloskundige;682279;{043E9907-F4AD-4917-B113-660BD;71011;2795;Verloskundige;160;ACACIASTR;NABIJ PERC;71011
20130411;;1129060;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;670105;{D6DF7655-7DD6-4463-ACD4-31906;87960;2796;Gehandicaptenparkeerpl.;17870;THOMSONLAAN;NABIJ PERC;87960
20130411;;1129061;;1;File;Autodate;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Autodate;671074;{3849A4B7-DEA3-42FD-B155-12CD1;Autodate T;2797;;;;;
20130411;20170210;1129062;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;705988;{FB9627FA-F890-429B-81E2-C7F53;84666;2798;;;;;
20130411;;1129064;;1;Haaks;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;683866;{77BC7BD8-B894-46FD-844B-A0C82;;2799;;;;;
20130411;;1129065;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;693250;{853C6BBD-2211-42F0-9704-D4CFC;84941;2800;Gehandicaptenparkeerpl.;11500;MARNIXSTR;NABIJ PERC;84941
