PLAATSINGSDATUM;POSTCODE;OPMERKINGEN;HUISNR;OMSCHRIJVING;WEBSITE;LOCATIEOMSCHRIJVING;WEBSITE_2;TITEL;FOTO_1;ORGANISATIE;FACEBOOKPAGINA;TWITTER;PLATINAPRIJS;DATUM_PLATINAPRIJS;CROWNIESPROJECT;STRAAT_OMSC;DOELGROEP_OMSC;X;Y;LONG;LAT;ID;GUID
;2592 TA;;5;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/gulden-klinker.htm;;;Dr. M.M. den Hartogschool;http://www.denhaag.nl/webgis_static/afbeeldingen/kunstobjecten/Geen;;;;Nee;;Nee;Amalia van Solmsstraat;;82985.419;455389.574999999;4.3365789574228915;52.08208728730094;195304;{4145EF96-9C14-4281-B726-3D64FF2A384F}
;2593 NK;;54;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/gulden-klinker.htm;;;Lichtopgroenengeel;http://www.denhaag.nl/webgis_static/afbeeldingen/kunstobjecten/Geen;;;;Nee;;Nee;Cornelis van der Lijnstraat;;83442.156;456267.088500001;4.3430571492752685;52.09003255566864;195305;{40241D35-6736-4688-BCB0-7EDAA98170C2}
;2592 RR;;34;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/gulden-klinker.htm;;;Vlindertuin Reigersbergen;http://www.denhaag.nl/webgis_static/afbeeldingen/kunstobjecten/Geen;;;;Nee;;Nee;Smaragdhorst;;84406.5348;457021.879700001;4.356970541602312;52.09693956131448;195306;{956B4786-DBDC-4E13-85F6-186F584325AC}
;2591 BR;;25;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/gulden-klinker.htm;;;OBS Leeuwerickhoeve;http://www.denhaag.nl/webgis_static/afbeeldingen/kunstobjecten/Geen;;;;Nee;;Nee;Walenburg;;84773.0659;456451.1756;4.362436391998286;52.09185735689286;195307;{5E487DCC-F511-4BCE-8DED-F004902AD9EC}
;2593 HH;;5;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/gulden-klinker.htm;;;Amateur tuindersvereniging Loolaan;http://www.denhaag.nl/webgis_static/afbeeldingen/kunstobjecten/Geen;;;;Nee;;Nee;IJsclubweg;;83843.1857;455562.1129;4.349054991592461;52.08374875201516;195308;{DFB555D3-599F-47C2-81D1-4424C1020B7E}
;2592 GD;;183;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/gulden-klinker.htm;;;Tuinen van Mariahoeve;http://www.denhaag.nl/webgis_static/afbeeldingen/kunstobjecten/Geen;;;;Nee;;Nee;Diamanthorst;;84404.4874;456763.246599998;4.356994225830361;52.094615006822856;195309;{0C479213-1B4D-49FE-9C34-0C8B75CD39AF}
;2492 MJ;;17;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/gulden-klinker.htm;;;Goudvisplein;http://www.denhaag.nl/webgis_static/afbeeldingen/kunstobjecten/Geen;;;;Nee;;Nee;Goudvisplein;;88161.5216;452804.1512;4.412588773955532;52.05950109795463;195310;{EB51C286-4723-46F6-A2D8-C5041A269B3E}
;2497 WJ;;18;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/gulden-klinker.htm;;;Waterrijk/ 't Woudje;http://www.denhaag.nl/webgis_static/afbeeldingen/kunstobjecten/Geen;;;;Nee;;Nee;Van Essendijk;;84702.3981;449934.5458;4.362746857319904;52.0332841163763;195311;{FC16E756-367B-4B1F-A79E-7FE5470D8CE9}
;2496 PH;;28;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/gulden-klinker.htm;;;Wulpplantsoen;http://www.denhaag.nl/webgis_static/afbeeldingen/kunstobjecten/Geen;;;;Nee;;Nee;Wulpplantsoen;;85374.6073;450999.329300001;4.372324748541839;52.042938089119396;195312;{D9EF0DEA-7A83-4F11-A748-1CA0F9D8250C}
;2497 DJ;;16;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/gulden-klinker.htm;;;Green Court;http://www.denhaag.nl/webgis_static/afbeeldingen/kunstobjecten/Geen;;;;Nee;;Nee;Wethouder Fischerplantsoen;;84786.56;450590.229200002;4.363838538513338;52.03918736486022;195313;{F565EAAA-1756-49B8-AFEF-C83327C537D5}
