AreaManagerId,AreaId,Location,AreaDesc,StartDataArea,EndDataArea,UsageId
988,988_BEEKP,"(51.256752992, 5.702710045)",Parkeergarage Poort van Limburg (Weert),20131001,29991231,GARAGEP
2085,398_HEERHU,"(52.664317797, 4.829200221)",Heerhugowaard Centrum,20150522,29991231,GARAGEP
268,268_KEIZK,"(51.842372259, 5.857931044)",Garage Keizer Karel (Nijmegen),20131002,29991231,GARAGEP
748,748_PARA,"(51.49356419, 4.292160152)",Garage De Parade (Bergen op Zoom),20131022,29991231,GARAGEP
748,748_ACHT,"(51.492722895, 4.285031181)",Garage Achter de Grote Markt (Bergen op Zoom),20131022,29991231,GARAGEP
1883,1883_HUB,"(50.994952588, 5.868172462)",Garage Hub Dassenplein (Sittard),20150319,29991231,GARAGEP
1883,1883_MARK,"(50.970551376, 5.827224114)",Marktgarage (Geleen),20150319,29991231,GARAGEP
1883,1883_ABC,"(50.997431443, 5.866275662)",Garage ABC (Sittard),20150319,29991231,GARAGEP
1883,1883_ODA,"(51.000439307, 5.867392202)",Garage Odaparking (Sittard),20150319,29991231,GARAGEP
163,163_NIJV,"(52.36480757, 6.462781142)","Garage Henri Dunant, Nijverdal (Hellendoorn)",20160212,29991231,GARAGEP
34,34_P6,"(52.369257608, 5.220709225)",P06 Hospitaalgarage (Almere Stad),20140101,29991231,GARAGEP
355,355_REMISE,"(52.089827903, 5.248091163)",Garage Steynlaan (Zeist),20130927,29991231,GARAGEP
34,34_P9,"(52.369840284, 5.218164368)",P09 Krakelinggarage (Almere Stad),20140101,29991231,GARAGEP
34,34_P7,"(52.367724213, 5.217126335)",P07 Schippergarage (Almere Stad),20140101,29991231,GARAGEP
2460,363_BANK,"(52.3662, 4.8986)",Garage The Bank (Amsterdam),20131112,29991231,GARAGEP
355,355_SLOF,"(52.08595653, 5.240229237)",Garage 1e Hogeweg (Zeist),20130927,29991231,GARAGEP
355,355_BELCOU,"(52.086144273, 5.241894)",Garage Emmaplein (Zeist),20130927,29991231,GARAGEP
1900,1900_BOSP,"(53.027481742, 5.658600955)",Boschpleingarage,20140101,29991231,GARAGEP
2453,473_CASI,"(52.372, 4.5259)",Garage Holland Casino (Zandvoort),20131111,29991231,GARAGEP
2062,546_BREE,"(52.1555, 4.4942)",Garage Breestraat (Leiden),20131105,29991231,GARAGEP
2449,363_IJDO,"(52.384732, 4.894227)",Garage IJDock (Amsterdam),20140901,29991231,GARAGEP
2448,363_BYZA,"(52.362011, 4.87991)",Garage Byzantium (Amsterdam),20131122,29991231,GARAGEP
718,718_FONTEY,"(51.4437, 3.5717)",Parkeergarage Fonteyne (Vlissingen),20131002,29991231,GARAGEP
2449,106_KOLK,"(52.99497, 6.5587)",Garage De Nieuwe Kolk (Assen),20131107,29991231,GARAGEP
193,193_DEUX,"(52.5036, 6.0916)",Parkeergarage Pas de Deux (Zwolle),20131009,29991231,GARAGEP
392,392_APP,"(52.3801, 4.6395)",Garage De Appelaar (Haarlem),20130926,29991231,GARAGEP
141,141_SERF3,"(52.355128464, 6.668551272)",P3 StadsErf (Almelo),20130919,29991231,GARAGEP
268,268_MARBUR,"(51.8449, 5.8661)",Garage Mariënburg (Nijmegen),20131002,29991231,GARAGEP
