"fiscal_year","buildingcode","buildingname","districtcode","districtname","isdcode","isdname","entitytype","status","school_emphasis","setting","phonenumber","address_line_1","zip_code","school_type","school_level","locale_name","county_name","unique_id","attribute","url"
"2015","0","Burger Development Center","82050","Garden City Public Schools","82","Wayne RESA","LEA School","Open-Active","Special Education","Multiple Settings","7347291830","28865 CARLYSLE ST","48141","Special Education","Elem thru High School","Suburb: Large","Wayne","494","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5553","Burns Elementary-Middle School","84060","Education Achievement Authority of Michigan","84","State of Michigan","LEA School","Open-Active","General Education","Multiple Settings","3138520534","14350 TERRY ST","48227","General Education","Elem_Middle School","City: Large","Wayne","495","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9111","Burns Park Elementary School","81010","Ann Arbor Public Schools","81","Washtenaw ISD","LEA School","Open-Active","General Education","Multiple Settings","7349941919","1414 WELLS ST","48104","General Education","Elementary","City: Midsize","Washtenaw","496","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2134","Burr Elementary School","50210","Utica Community Schools","50","Macomb ISD","LEA School","Open-Active","General Education","Multiple Settings","5867974100","41460 RYAN RD","48314","General Education","Elem_Middle School","Suburb: Large","Macomb","497","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","6586","Bursley School","70175","Jenison Public Schools","70","Ottawa Area ISD","LEA School","Open-Active","General Education","Multiple Settings","6164572200","1195 PORT SHELDON ST","49428","General Education","Elem_Middle School","Suburb: Large","Ottawa","498","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9460","Burt Building","82010","Detroit City School District","82","Wayne RESA","LEA Non-Instructional Ancillary Facility","Open - Vacant/empty",,,"3133189642","3011 WEST GRAND BLVD FL 10","48202",,"Other","Not Specified","Wayne","499","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","832","Burton Elementary School","41010","Grand Rapids Public Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6168192262","2133 BUCHANAN AVE SW","49507","General Education","Elementary","City: Midsize","Kent","500","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","388","Burton Glen Charter Academy","25909","Burton Glen Charter Academy","25","Genesee ISD","PSA School","Open-Active","General Education","Multiple Settings","8107442300","4171 EAST ATHERTON RD","48519","General Education","Elem_Middle School","Suburb: Large","Genesee","501","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5819","Burton International School","82010","Detroit City School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","3135963800","2001 Martin Luther King Jr. Blvd","48208","General Education","Elem_Middle School","City: Large","Wayne","502","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8817","Burton Middle School","41010","Grand Rapids Public Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6168192269","2133 BUCHANAN AVE SW","49507","General Education","Middle School","City: Midsize","Kent","503","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1671","Bus Garage","11020","St. Joseph Public Schools","11","Berrien RESA","LEA Non-Instructional Ancillary Facility","Open-Active",,,"2699263900","250 PALLADIUM DR","49085",,"Other","Not Specified","Berrien","504","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","6235","Bushnell Elementary School","41170","Lowell Area Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6169872651","700 ELIZABETH ST","49331","General Education","Elementary","Town: Fringe","Kent","505","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5878","Bussey Center for Early Child Education","63060","Southfield Public School District","63","Oakland Schools","LEA Unique Education Provider","Open-Active","Reportable Program","Pre-Kindergarten","2487467350","19080 WEST 12 MILE RD","48076","Reportable Program","Other","City: Small","Oakland","506","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8002","Byron Area Elementary School","78020","Byron Area Schools","78","Shiawassee Regional ESD","LEA School","Open-Active","General Education","Multiple Settings","8102664671","401 EAST MAPLE ST","48418","General Education","Elementary","Rural: Fringe","Shiawassee","507","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Byron Area High School","78020","Byron Area Schools","78","Shiawassee Regional ESD","LEA School","Open-Active","General Education","Multiple Settings","8102664620","312 WEST MAPLE ST","48418","General Education","High School","Rural: Fringe","Shiawassee","508","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","3537","Campus Elementary School","41010","Grand Rapids Public Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6168193525","710 Benjamin Ave SE","49506","General Education","Elementary","Not Specified","Kent","548","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","4160","Byron Area Middle School","78020","Byron Area Schools","78","Shiawassee Regional ESD","LEA School","Open-Active","General Education","Multiple Settings","8102664422","312 WEST MAPLE ST","48418","General Education","Middle School","Rural: Fringe","Shiawassee","509","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2108","Byron Area Schools","78020","Byron Area Schools","78","Shiawassee Regional ESD","LEA District","Open-Active",,,"8102664881","312 WEST MAPLE ST","48418",,"Elem thru High School","Rural: Fringe","Shiawassee","510","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8597","Byron Center Charter School","41908","Byron Center Charter School","41","Kent ISD","PSA School","Open-Active","General Education","Multiple Settings","6168784852","9930 BURLINGAME AVE SW","49315","General Education","Elem thru High School","Rural: Fringe","Kent","511","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5212","Byron Center Early Childhood Center","41040","Byron Center Public Schools","41","Kent ISD","LEA Unique Education Provider","Open-Active","General Education","Multiple Settings","6168786100","8542 Byron Center Ave SW","49315","General Education","Other","Not Specified","Kent","512","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","3575","Byron Center High School","41040","Byron Center Public Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6168786600","8500 BURLINGAME AVE SW","49315","General Education","High School","Rural: Fringe","Kent","513","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","7276","Hillsdale ISD","30000","Hillsdale ISD","30","Hillsdale ISD","ISD","Open-Active",,,"5174370990","310 WEST BACON ST","49242",,"ISD","Rural: Fringe","Hillsdale","1771","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2747","Byron Center Public Schools","41040","Byron Center Public Schools","41","Kent ISD","LEA District","Open-Active",,,"6168786100","8542 BYRON CENTER AVE SW","49315",,"Elem thru High School","Rural: Fringe","Kent","514","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8948","Byron Center Public Schools Maintenance Facility","41040","Byron Center Public Schools","41","Kent ISD","LEA Non-Instructional Ancillary Facility","Open-Active",,,"6168786100","8542 BYRON CENTER AVE SOUTHWEST","49315",,"Other","Not Specified","Kent","515","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","293","Byron Center Public Schools Sport Complex","41040","Byron Center Public Schools","41","Kent ISD","LEA Non-Instructional Ancillary Facility","Open-Active",,,"6168786100","8542 BYRON CENTER AVE SOUTHWEST","49315",,"Other","Not Specified","Kent","516","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","6544","Byron Center Public Schools Transportation Dept","41040","Byron Center Public Schools","41","Kent ISD","LEA Non-Instructional Ancillary Facility","Open-Active",,,"6168786496","8542 BYRON CENTER AVE SOUTHWEST","49315",,"Other","Not Specified","Kent","517","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","7467","Byron Center Public Schools-Athletic Complex","41040","Byron Center Public Schools","41","Kent ISD","LEA Non-Instructional Ancillary Facility","Open-Active",,,"6168786100","8542 BYRON CENTER AVE SOUTHWEST","49315",,"Other","Not Specified","Kent","518","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1080","Byron Center West Middle School","41040","Byron Center Public Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6168786500","8654 HOMERICH AVE SW","49315","General Education","Middle School","Rural: Fringe","Kent","519","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1932","C. Robert Maxfield Education Center","63200","Farmington Public School District","63","Oakland Schools","LEA Non-Instructional Ancillary Facility","Open-Active",,,"2484893326","32789 WEST 10 MILE RD","48336",,"Other","Not Specified","Oakland","520","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1448","C.K. Schickler Elementary School","44010","Lapeer Community Schools","44","Lapeer ISD","LEA School","Open-Active","General Education","Multiple Settings","8106672440","2020 WEST OREGON ST","48446","General Education","Elementary","Town: Fringe","Lapeer","521","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2496","C.L.K. Elementary School","31030","Public Schools of Calumet, Laurium & Keweenaw","31","Copper Country ISD","LEA School","Open-Active","General Education","Multiple Settings","9063370311","57070 MINE ST","49913","General Education","Elementary","Town: Remote","Houghton","522","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2756","C.O.O.R. CTE","72000","C.O.O.R. ISD","72","C.O.O.R. ISD","ISD Unique Education Provider","Open-Active","Vocational/CTE","GenEd","9892759536","11051 N Cut Rd","48653","Vocational/CTE","High School","Not Specified","Roscommon","523","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","69","C.O.O.R. Special Educational Center","72000","C.O.O.R. ISD","72","C.O.O.R. ISD","ISD School","Open-Active","Special Education","SpecEd","9892756887","11051 NORTH CUT RD","48653","Special Education","Elem thru High School","Rural: Distant","Roscommon","524","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1015","C.W. Neff Early Childhood and Kindergarten Center","23060","Grand Ledge Public Schools","23","Eaton RESA","LEA School","Open-Active","General Education","Multiple Settings","5179255740","950 JENNE ST","48837","General Education","Elementary","Suburb: Large","Eaton","525","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1739","CA Frost Environmental Science Academy","41010","Grand Rapids Public Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6168192550","1460 LAUGHLIN DR NW","49504","General Education","Elem thru High School","City: Midsize","Kent","526","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","7231","Cadillac Area Public Schools","83010","Cadillac Area Public Schools","83","Wexford-Missaukee ISD","LEA District","Open-Active",,,"2318765000","421 SOUTH MITCHELL ST","49601",,"Elem thru High School","Town: Remote","Wexford","527","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1169","Cadillac Junior High School","83010","Cadillac Area Public Schools","83","Wexford-Missaukee ISD","LEA School","Open-Active","General Education","Multiple Settings","2318765700","500 CHESTNUT ST","49601","General Education","Middle School","Town: Remote","Wexford","529","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9992","Cadillac Schools Adult Education","83010","Cadillac Area Public Schools","83","Wexford-Missaukee ISD","LEA Unique Education Provider","Open-Active","General Education","Multiple Settings","2318765900","221 Granite St","49601","General Education","High School","Not Specified","Wexford","530","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2793","Cadillac Senior High School","83010","Cadillac Area Public Schools","83","Wexford-Missaukee ISD","LEA School","Open-Active","General Education","Multiple Settings","2318765800","400 LINDEN ST","49601","General Education","High School","Town: Remote","Wexford","531","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","4133","Caledonia Community Schools","41050","Caledonia Community Schools","41","Kent ISD","LEA District","Open-Active",,,"6168918185","9753 DUNCAN LAKE AVE SE","49316",,"Elem thru High School","Suburb: Large","Kent","532","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8616","Caledonia Elementary School","41050","Caledonia Community Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6168918181","9770 DUNCAN LAKE AVE SE","49316","General Education","Elementary","Suburb: Large","Kent","533","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","505","Caledonia High School","41050","Caledonia Community Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6168918129","9050 KRAFT AVE SE","49316","General Education","High School","Suburb: Large","Kent","534","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","7638","Caledonia Resource Center","41050","Caledonia Community Schools","41","Kent ISD","LEA Unique Education Provider","Open-Active","General Education","Family Resource Center","6168918117","9749 DUNCAN LAKE AVE SE","49316","General Education","Other","Not Specified","Kent","535","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8495","Kalamazoo RESA","39000","Kalamazoo RESA","39","Kalamazoo RESA","ISD","Open-Active",,,"2692509202","1819 EAST MILHAM AVE","49002",,"ISD","City: Small","Kalamazoo","2027","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Calhoun Area Career Center","13000","Calhoun ISD","13","Calhoun ISD","ISD Unique Education Provider","Open-Active","Special Education","Multiple Settings","2699682271","475 ROOSEVELT AVE E","49017","Special Education","High School","City: Small","Calhoun","536","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","7249","Calhoun County Juvenile Home","13000","Calhoun ISD","13","Calhoun ISD","ISD School","Open-Active","Special Education","Multiple Settings","2697893507","14555 18 1/2 MILE RD","49068","Special Education","Elem thru High School","Rural: Fringe","Calhoun","537","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Calhoun ISD","13000","Calhoun ISD","13","Calhoun ISD","ISD","Open-Active",,,"2697815141","17111 G DR N","49068",,"ISD","Suburb: Small","Calhoun","538","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Calumet High School","31030","Public Schools of Calumet, Laurium & Keweenaw","31","Copper Country ISD","LEA School","Open-Active","General Education","Multiple Settings","9063370311","57070 MINE ST","49913","General Education","High School","Town: Remote","Houghton","539","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9591","Cambridge High School","82050","Garden City Public Schools","82","Wayne RESA","LEA School","Open-Active","Alternative Education","Multiple Settings","7347628430","28901 CAMBRIDGE ST","48135","Alternative Education","High School","Suburb: Large","Wayne","540","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","3101","Camden-Frontier High School","30010","Camden-Frontier School","30","Hillsdale ISD","LEA School","Open-Active","General Education","General Education","5173685255","4971 WEST MONTGOMERY RD","49232","General Education","High School","Rural: Distant","Hillsdale","541","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5677","Camden-Frontier K-8 School","30010","Camden-Frontier School","30","Hillsdale ISD","LEA School","Open-Active","General Education","Multiple Settings","5173685255","4971 WEST MONTGOMERY RD","49232","General Education","Elem_Middle School","Rural: Distant","Hillsdale","542","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5827","Camden-Frontier School","30010","Camden-Frontier School","30","Hillsdale ISD","LEA District","Open-Active",,,"5173685991","4971 WEST MONTGOMERY RD","49232",,"Elem thru High School","Rural: Distant","Hillsdale","543","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","412","Camelot Woods Community Center","41010","Grand Rapids Public Schools","41","Kent ISD","LEA Non-Instructional Ancillary Facility","Open-Active",,,"6168191661","2399 Charring Cross DR NE","49546",,"Other","Not Specified","Kent","544","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","244","Cameron Elementary School","21025","Gladstone Area Schools","21","Delta-Schoolcraft ISD","LEA School","Open-Active","General Education","Multiple Settings","9067898500","803 29TH ST","49837","General Education","Elementary","Town: Remote","Delta","545","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Campbell Building","82010","Detroit City School District","82","Wayne RESA","LEA Non-Instructional Ancillary Facility","Open - Vacant/empty",,,"3133189642","3011 WEST GRAND BLVD FL 10","48202",,"Other","Not Specified","Wayne","546","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Campbell Elementary School","61060","Mona Shores Public School District","61","Muskegon Area ISD","LEA School","Open-Active","General Education","Multiple Settings","2317552550","1355 GREENWICH RD","49441","General Education","Elementary","Suburb: Midsize","Muskegon","547","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5158","Caniff Liberty Academy","82745","Caniff Liberty Academy","82","Wayne RESA","PSA School","Open-Active","General Education","Multiple Settings","3138722000","2650 Caniff Street","48212","General Education","Elem_Middle School","Suburb: Large","Wayne","549","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2456","Cannonsburg Elementary School","41210","Rockford Public Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6168636344","4894 STURGIS AVE NE","49341","General Education","Elementary","Rural: Fringe","Kent","550","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","7523","Canton Charter Academy","82968","Canton Charter Academy","82","Wayne RESA","PSA School","Open-Active","General Education","Multiple Settings","7344539517","49100 FORD RD","48187","General Education","Elem_Middle School","Rural: Fringe","Wayne","551","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","26","Canton High School","82100","Plymouth-Canton Community Schools","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","7344162850","8415 NORTH CANTON CENTER RD","48187","General Education","Middle_High School","Suburb: Large","Wayne","552","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","125","Canton Preparatory High School","82711","Canton Preparatory High School","82","Wayne RESA","PSA District","Open-Active",,,"7344046776","46610 CHERRY HILL RD","48187",,"High School","Not Specified","Wayne","553","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5419","Capac Community Schools","74040","Capac Community Schools","74","St. Clair County RESA","LEA District","Open-Active",,,"8103953700","403 NORTH GLASSFORD ST","48014",,"Elem thru High School","Rural: Distant","St. Clair","554","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2079","Capac Elementary School","74040","Capac Community Schools","74","St. Clair County RESA","LEA School","Open-Active","General Education","Multiple Settings","8103953649","403 NORTH GLASSFORD ST","48014","General Education","Elementary","Rural: Distant","St. Clair","555","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2596","Capac High School","74040","Capac Community Schools","74","St. Clair County RESA","LEA School","Open-Active","General Education","Multiple Settings","8103953800","403 NORTH GLASSFORD ST","48014","General Education","High School","Rural: Distant","St. Clair","556","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8955","Capac Middle School","74040","Capac Community Schools","74","St. Clair County RESA","LEA School","Close - Pending","General Education","Multiple Settings","8103953754","403 NORTH GLASSFORD ST","48014","General Education","Middle School","Rural: Distant","St. Clair","557","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","292","Capac Transportation and Maintenance","74040","Capac Community Schools","74","St. Clair County RESA","LEA Non-Instructional Ancillary Facility","Open-Active",,,"8103953693","403 NORTH GLASSFORD ST","48014",,"Other","Not Specified","St. Clair","558","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Capac Virtual Education Program","74040","Capac Community Schools","74","St. Clair County RESA","LEA School","Open-Active","Alternative Education","Multiple Settings","8103953808","403 NORTH GLASSFORD ST","48014","Alternative Education","Middle_High School","Rural: Distant","St. Clair","559","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1016","Capital Area Career Center","33000","Ingham ISD","33","Ingham ISD","ISD Unique Education Provider","Open-Active","Vocational/CTE","Multiple Settings","5172441337","611 HAGADORN RD","48854","Vocational/CTE","High School","Rural: Fringe","Ingham","560","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2055","Capstone Academy Charter School (SDA)","82752","Capstone Academy Charter School (SDA)","82","Wayne RESA","PSA District","Open-Active",,,"2485828100","3500 John R Street","48201",,"Elem thru High School","Not Specified","Wayne","561","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9246","Capstone Academy Charter School (SDA) - South Campus","82752","Capstone Academy Charter School (SDA)","82","Wayne RESA","PSA School","Open-Active","General Education","Multiple Settings","3132026082","3500 John R Street","48201","General Education","Elem thru High School","City: Large","Wayne","562","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","4267","Cardinal Elementary","61190","Orchard View Schools","61","Muskegon Area ISD","LEA School","Open-Active","General Education","Multiple Settings","2317601702","2310 MARQUETTE AVE","49442","General Education","Elementary","Suburb: Midsize","Muskegon","563","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","488","Career Academy/Adult Education","82070","Highland Park City Schools","82","Wayne RESA","LEA School","Open-Active","Alternative Education","Multiple Settings","3139573007","GLENDALE AT SECOND AVE","48203","Alternative Education","High School","Suburb: Large","Wayne","564","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8516","Career and Early College Academy","80010","South Haven Public Schools","80","Van Buren ISD","LEA School","Open-Active","General Education","Multiple Settings","2696370500","554 GREEN ST","49090","General Education","Middle_High School","Not Specified","Van Buren","565","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2410","Career and Technical Education","31000","Copper Country ISD","31","Copper Country ISD","ISD Unique Education Provider","Open-Active","Alternative Education","AltEd","9065753438","809 HECLA ST","49930","Alternative Education","High School","Town: Remote","Houghton","566","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Career and Technical Education Center","35000","Iosco RESA","35","Iosco RESA","ISD Unique Education Provider","Open-Active","Vocational/CTE","Multiple Settings","9893623006","27 NORTH REMPERT RD","48763","Vocational/CTE","High School","Not Specified","Iosco","567","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","398","Career Connections Academy","3040","Wayland Union Schools","3","Allegan Area Educational Service Agency","LEA School","Open-Active","Alternative Education","Multiple Settings","2697922254","870 East Superior Street","49348","Alternative Education","High School","Town: Fringe","Allegan","568","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2880","Career Development School","70010","Grand Haven Area Public Schools","70","Ottawa Area ISD","LEA School","Open-Active","Alternative Education","Multiple Settings","6168506800","106 SOUTH 6TH ST","49417","Alternative Education","High School","Suburb: Midsize","Ottawa","569","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8824","Career Opportunities Center","73010","Saginaw, School District of the City of","73","Saginaw ISD","LEA School","Open-Active","Vocational/CTE","Multiple Settings","9893996151","2102 WEISS ST","48602","Vocational/CTE","High School","City: Small","Saginaw","570","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5036","Career Preparation","63100","Novi Community School District","63","Oakland Schools","LEA School","Open-Active","Alternative Education","Alternative Education","2484491718","49000 Eleven Mile Road","48374","Alternative Education","Middle_High School","Not Specified","Oakland","571","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8431","Career Preparation Center","50230","Warren Consolidated Schools","50","Macomb ISD","LEA Unique Education Provider","Open-Active","Vocational/CTE","Multiple Settings","5866984172","12200 15 MILE RD","48312","Vocational/CTE","High School","Suburb: Large","Macomb","572","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2538","Careerline Tech Center","70000","Ottawa Area ISD","70","Ottawa Area ISD","ISD Unique Education Provider","Open-Active","Vocational/CTE","GenEd","6167388950","13663 PORT SHELDON ST","49424","Vocational/CTE","High School","Not Specified","Ottawa","573","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8929","Carl T. Renton Jr. High School","82340","Huron School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","7347822483","31578 HURON RIVER DR","48164","General Education","Middle School","Suburb: Large","Wayne","574","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","363","Carleton Elementary School","82010","Detroit City School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","3138668322","11724 CASINO ST","48224","General Education","Elementary","City: Large","Wayne","575","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2094","Carleton Middle School","50230","Warren Consolidated Schools","50","Macomb ISD","LEA School","Open-Active","General Education","Multiple Settings","5866984283","8900 15 MILE RD","48312","General Education","Middle School","Suburb: Large","Macomb","576","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","4361","Carman Park-Baker Career Academy","25080","Carman-Ainsworth Community Schools","25","Genesee ISD","LEA School","Open-Active","General Education","General Education","8105913620","3375 Van Campen Rd","48507","General Education","High School","Not Specified","Genesee","577","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9211","Carman-Ainsworth Community Schools","25080","Carman-Ainsworth Community Schools","25","Genesee ISD","LEA District","Open-Active",,,"8105918200","G-3475 WEST COURT ST","48532",,"Elem thru High School","Suburb: Large","Genesee","578","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","6000","Carman-Ainsworth High School","25080","Carman-Ainsworth Community Schools","25","Genesee ISD","LEA School","Open-Active","General Education","Multiple Settings","8105915502","1300 NORTH LINDEN RD","48532","General Education","Middle_High School","Suburb: Large","Genesee","579","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Carman-Ainsworth Middle School","25080","Carman-Ainsworth Community Schools","25","Genesee ISD","LEA School","Open-Active","General Education","Multiple Settings","8105913500","1409 WEST MAPLE AVE","48507","General Education","Middle School","Suburb: Large","Genesee","580","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","3767","Carman-Ainsworth Service Center","25080","Carman-Ainsworth Community Schools","25","Genesee ISD","LEA Non-Instructional Ancillary Facility","Open-Active",,,"8105913220","G3475 WEST COURT ST","48532",,"Other","Not Specified","Genesee","581","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
