"area_type","area_name","date","year","month","seasonally_adjusted_y_n","status_preliminary_final","labor_force","employment","unemployment","unemployment_rate"
"County","Yuba County","2022-06-01T00:00:00.000","2022","June","N","Preliminary","31200","29600","1600","0.05"
"County","Yuba County","2022-05-01T00:00:00.000","2022","May","N","Final","31100","29800","1400","0.044"
"County","Yuba County","2022-04-01T00:00:00.000","2022","April","N","Final","31100","29500","1600","0.05"
"County","Yuba County","2022-03-01T00:00:00.000","2022","March","N","Final","31500","29700","1800","0.058"
"County","Yuba County","2022-02-01T00:00:00.000","2022","February","N","Final","31500","29400","2100","0.066"
"County","Yuba County","2022-01-01T00:00:00.000","2022","January","N","Final","31100","28800","2300","0.073"
"County","Yuba County","2021-12-01T00:00:00.000","2021","December","N","Final","31000","29100","1900","0.06"
"County","Yuba County","2021-11-01T00:00:00.000","2021","November","N","Final","31000","29100","2000","0.063"
"County","Yuba County","2021-10-01T00:00:00.000","2021","October","N","Final","31000","28900","2100","0.068"
"County","Yuba County","2021-09-01T00:00:00.000","2021","September","N","Final","31000","28900","2200","0.07"
"County","Yuba County","2021-08-01T00:00:00.000","2021","August","N","Final","30800","28200","2500","0.082"
"County","Yuba County","2021-07-01T00:00:00.000","2021","July","N","Final","30700","28000","2700","0.089"
"County","Yuba County","2021-06-01T00:00:00.000","2021","June","N","Final","31100","28200","2900","0.092"
"County","Yuba County","2021-05-01T00:00:00.000","2021","May","N","Final","30500","27900","2600","0.086"
"County","Yuba County","2021-04-01T00:00:00.000","2021","April","N","Final","30400","27600","2900","0.094"
"County","Yuba County","2021-03-01T00:00:00.000","2021","March","N","Final","30500","27400","3200","0.104"
"County","Yuba County","2021-02-01T00:00:00.000","2021","February","N","Final","30500","27300","3200","0.105"
"County","Yuba County","2021-01-01T00:00:00.000","2021","January","N","Final","30300","27200","3100","0.104"
"County","Yuba County","2020-12-01T00:00:00.000","2020","December","N","Final","30300","27300","3000","0.099"
"County","Yuba County","2020-11-01T00:00:00.000","2020","November","N","Final","30200","27400","2900","0.095"
"County","Yuba County","2020-10-01T00:00:00.000","2020","October","N","Final","30200","27400","2800","0.092"
"County","Yuba County","2020-09-01T00:00:00.000","2020","September","N","Final","30500","27500","3100","0.1"
"County","Yuba County","2020-08-01T00:00:00.000","2020","August","N","Final","30600","27400","3200","0.104"
"County","Yuba County","2020-07-01T00:00:00.000","2020","July","N","Final","30900","27100","3900","0.125"
"County","Yuba County","2020-06-01T00:00:00.000","2020","June","N","Final","31100","27100","3900","0.127"
"County","Yuba County","2020-05-01T00:00:00.000","2020","May","N","Final","30200","25700","4500","0.15"
"County","Yuba County","2020-04-01T00:00:00.000","2020","April","N","Final","30400","25600","4900","0.159"
"County","Yuba County","2020-03-01T00:00:00.000","2020","March","N","Final","31500","28400","3000","0.097"
"County","Yuba County","2020-02-01T00:00:00.000","2020","February","N","Final","31100","29000","2200","0.069"
"County","Yuba County","2020-01-01T00:00:00.000","2020","January","N","Final","30800","28600","2200","0.072"
"County","Yuba County","2019-12-01T00:00:00.000","2019","December","N","Final","30200","28400","1800","0.06"
"County","Yuba County","2019-11-01T00:00:00.000","2019","November","N","Final","30100","28500","1600","0.054"
"County","Yuba County","2019-10-01T00:00:00.000","2019","October","N","Final","30300","28800","1600","0.052"
"County","Yuba County","2019-09-01T00:00:00.000","2019","September","N","Final","29800","28300","1500","0.051"
"County","Yuba County","2019-08-01T00:00:00.000","2019","August","N","Final","30000","28300","1700","0.058"
"County","Yuba County","2019-07-01T00:00:00.000","2019","July","N","Final","29700","27800","1800","0.062"
"County","Yuba County","2019-06-01T00:00:00.000","2019","June","N","Final","29700","27900","1800","0.06"
