"area_type","area_name","year","quarter","industry_name","standard_occupational_code","occupational_title","wage_type","number_of_employed","mean_wage","_10th_percentile_wage","_25th_percentile_wage","_50th_percentile_median_wage","_75th_percentile_wage","_90th_percentile_wage","mean_relative_standard_error_for_wage"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","171011","Architects, Except Landscape and Naval","Hourly wage","150","49.74","32.04","39.6","47.79","60.83","68.01","3.1"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","173011","Architectural and Civil Drafters","Annual wage or salary","170","66997.57","42309.89","59124.04","64718.39","77440.37","84692.31","3"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","173011","Architectural and Civil Drafters","Hourly wage","170","32.21","20.35","28.43","31.11","37.23","40.71","3"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","119041","Architectural and Engineering Managers","Annual wage or salary","320","175889.67","112433.46","136396.88","168248.57","202015.68",,"1.8"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","119041","Architectural and Engineering Managers","Hourly wage","320","84.56","54.05","65.58","80.89","97.12",,"1.8"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","170000","Architecture and Engineering Occupations","Annual wage or salary","3130","107701.68","61465.38","78890.76","101423.57","131011.49","161003.44","1.1"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","170000","Architecture and Engineering Occupations","Hourly wage","3130","51.78","29.55","37.93","48.76","62.99","77.41","1.1"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","254011","Archivists","Annual wage or salary","10","71214.06","40527.99","50473.51","80185.74","99797.06","101599.69","4.7"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","254011","Archivists","Hourly wage","10","34.24","19.49","24.26","38.55","47.98","48.85","4.7"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","271011","Art Directors","Annual wage or salary","30","128670.15","63091.88","81687.93","103443.75","163189.39","208182.5","8.2"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","271011","Art Directors","Hourly wage","30","61.86","30.33","39.27","49.73","78.46","100.09","8.2"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","270000","Arts, Design, Entertainment, Sports, and Media Occupations","Annual wage or salary","2050","67981.76","34343.12","39751","59320.88","84039.63","108074.64","1.8"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","270000","Arts, Design, Entertainment, Sports, and Media Occupations","Hourly wage","2050","32.69","16.51","19.11","28.52","40.4","51.95","1.8"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","274011","Audio and Video Technicians","Annual wage or salary","50","64739.11","40673.03","51695.98","62014.45","68997.04","106282.37","3.4"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","274011","Audio and Video Technicians","Hourly wage","50","31.12","19.56","24.85","29.82","33.17","51.1","3.4"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","536031","Automotive and Watercraft Service Attendants","Annual wage or salary","110","36455.7","31844.91","33105.26","36319.16","36980.85","39701.11","1.1"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","536031","Automotive and Watercraft Service Attendants","Hourly wage","110","17.53","15.31","15.92","17.46","17.78","19.09","1.1"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","493021","Automotive Body and Related Repairers","Annual wage or salary","180","66645.53","38520.08","47189.17","62936.11","81007.9","100484.93","5"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","493021","Automotive Body and Related Repairers","Hourly wage","180","32.04","18.53","22.69","30.26","38.94","48.31","5"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","493023","Automotive Service Technicians and Mechanics","Annual wage or salary","1060","58958.05","36391.56","48470.42","60662.93","66893.51","81555.53","1.9"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","493023","Automotive Service Technicians and Mechanics","Hourly wage","1060","28.34","17.49","23.3","29.16","32.17","39.21","1.9"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","396011","Baggage Porters and Bellhops","Annual wage or salary","60","38889.73","32034.99","33985.87","40222.3","41362.98","42770.18","2.4"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","396011","Baggage Porters and Bellhops","Hourly wage","60","18.7","15.4","16.34","19.34","19.88","20.56","2.4"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","513011","Bakers","Annual wage or salary","420","39824.82","31106.63","33239.36","38409.93","43913.41","50082.72","2.3"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","513011","Bakers","Hourly wage","420","19.14","14.96","15.98","18.47","21.11","24.08","2.3"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","353011","Bartenders","Annual wage or salary","640","40765.99","31544.6","33186.33","35552.98","36970.83","52631.2","4.1"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","353011","Bartenders","Hourly wage","640","19.59","15.17","15.95","17.1","17.78","25.31","4.1"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","493091","Bicycle Repairers","Annual wage or salary","40","40338.63","31669.54","36494.89","37228.5","46476.22","47747.13","2.5"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","493091","Bicycle Repairers","Hourly wage","40","19.39","15.23","17.54","17.9","22.35","22.96","2.5"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","433011","Bill and Account Collectors","Annual wage or salary","220","49421.21","35161.09","39688.93","48099.28","60069.46","64066.45","2.5"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","433011","Bill and Account Collectors","Hourly wage","220","23.76","16.9","19.08","23.13","28.87","30.8","2.5"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","433021","Billing and Posting Clerks","Annual wage or salary","740","57383.97","38897.86","46642.04","53366.16","66585.4","79044.79","4.1"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","433021","Billing and Posting Clerks","Hourly wage","740","27.59","18.7","22.42","25.66","32.02","38","4.1"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","172031","Bioengineers and Biomedical Engineers","Annual wage or salary","20",,,,,,,"33.9"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","172031","Bioengineers and Biomedical Engineers","Hourly wage","20",,,,,,,"33.9"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","191029","Biological Scientists, All Other","Annual wage or salary","110","96958.45","55228.71","77450.73","88484.04","111099.73","129115.62","5.1"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","191029","Biological Scientists, All Other","Hourly wage","110","46.61","26.55","37.23","42.54","53.42","62.08","5.1"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","194021","Biological Technicians","Annual wage or salary","50","48474.04","32291.86","32291.86","45044.91","63630.6","63941.4","5.8"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","194021","Biological Technicians","Hourly wage","50","23.3","15.52","15.52","21.65","30.59","30.75","5.8"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","433031","Bookkeeping, Accounting, and Auditing Clerks","Annual wage or salary","2390","55323.02","34193.06","43311.21","52179.55","64659.76","79190.51","0.9"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","433031","Bookkeeping, Accounting, and Auditing Clerks","Hourly wage","2390","26.59","16.44","20.82","25.09","31.08","38.08","0.9"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","472021","Brickmasons and Blockmasons","Annual wage or salary","60","75179.42","55337.25","62425.95","67017.61","85023.11","107228.18","3.1"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","472021","Brickmasons and Blockmasons","Hourly wage","60","36.15","26.61","30.02","32.22","40.87","51.55","3.1"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","274012","Broadcast Technicians","Annual wage or salary","30","46920.06","32322.94","32965.25","36187.18","47873.17","81884.77","7.1"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","274012","Broadcast Technicians","Hourly wage","30","22.55","15.54","15.85","17.39","23.02","39.37","7.1"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","132031","Budget Analysts","Annual wage or salary","40","95925.78","43158.88","67235.58","106460.62","122669.66","135459.76","6.8"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","132031","Budget Analysts","Hourly wage","40","46.11","20.75","32.33","51.18","58.98","65.12","6.8"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","370000","Building and Grounds Cleaning and Maintenance Occupations","Annual wage or salary","7080","45755.13","33026.42","36384.5","39753.24","51245.32","66106.15","1.4"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","370000","Building and Grounds Cleaning and Maintenance Occupations","Hourly wage","7080","21.99","15.87","17.49","19.11","24.64","31.78","1.4"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","372019","Building Cleaning Workers, All Other","Annual wage or salary","80","60893.13","33719.36","40254.28","52183.45","53857.16","114153.3","21.5"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","372019","Building Cleaning Workers, All Other","Hourly wage","80","29.27","16.21","19.36","25.08","25.89","54.88","21.5"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","493031","Bus and Truck Mechanics and Diesel Engine Specialists","Annual wage or salary","170","66201.23","40875.93","52944.45","65126.63","78838.05","89108.69","1.8"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","493031","Bus and Truck Mechanics and Diesel Engine Specialists","Hourly wage","170","31.82","19.65","25.46","31.31","37.91","42.84","1.8"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","533051","Bus Drivers, School","Annual wage or salary","170","54352.71","50508.63","51737.48","51737.48","53039.84","65874.44","2"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","533051","Bus Drivers, School","Hourly wage","170","26.13","24.28","24.87","24.87","25.5","31.67","2"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","533052","Bus Drivers, Transit and Intercity","Annual wage or salary","180","53586","38430.25","46979.65","51411.89","63721.33","73709.63","1.7"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","533052","Bus Drivers, Transit and Intercity","Hourly wage","180","25.76","18.47","22.58","24.72","30.64","35.44","1.7"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","130000","Business and Financial Operations Occupations","Annual wage or salary","9820","86688.48","45403.84","62148.37","80417.01","103546.29","134234.3","0.8"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","130000","Business and Financial Operations Occupations","Hourly wage","9820","41.68","21.83","29.87","38.66","49.78","64.54","0.8"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","131199","Business Operations Specialists, All Other","Annual wage or salary","1580","77955.79","39297.13","50161.51","66926.64","100384.81","132421.86","1.3"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","131199","Business Operations Specialists, All Other","Hourly wage","1580","37.47","18.9","24.12","32.18","48.27","63.66","1.3"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","513021","Butchers and Meat Cutters","Annual wage or salary","420","43330.81","33062.5","37192.72","40126.52","49188.02","51924.15","1.9"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","513021","Butchers and Meat Cutters","Hourly wage","420","20.83","15.9","17.88","19.29","23.65","24.97","1.9"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","131020","Buyers and Purchasing Agents","Annual wage or salary","480","73836.59","49244.99","57534.87","68296.27","84865.74","103618.38","0.9"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","131020","Buyers and Purchasing Agents","Hourly wage","480","35.5","23.68","27.66","32.84","40.8","49.82","0.9"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","517011","Cabinetmakers and Bench Carpenters","Annual wage or salary","180","51008.64","35569.76","39273.43","48927.93","61526.63","67914.42","1.9"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","517011","Cabinetmakers and Bench Carpenters","Hourly wage","180","24.52","17.1","18.88","23.52","29.59","32.66","1.9"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","292031","Cardiovascular Technologists and Technicians","Annual wage or salary","30","95456.26","53270.68","81439.29","85448.58","110623.18","140977.73","1.7"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","292031","Cardiovascular Technologists and Technicians","Hourly wage","30","45.89","25.61","39.15","41.08","53.19","67.77","1.7"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","251194","Career/Technical Education Teachers, Postsecondary","Annual wage or salary","80","121055.61","51478.42","65557.54","105567.54","137351.76",,"4.4"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","251194","Career/Technical Education Teachers, Postsecondary","Hourly wage","80","58.2","24.75","31.51","50.75","66.03",,"4.4"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","252032","Career/Technical Education Teachers, Secondary School","Annual wage or salary",,"116051.77","81957.29","113275.31","114383.82","114383.82","145328.89","6.8"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","252032","Career/Technical Education Teachers, Secondary School","Hourly wage",,,,,,,,"6.8"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","435011","Cargo and Freight Agents","Annual wage or salary","20","61412.2","41812.34","48827.9","59861.28","81823.95","82125.8","6.1"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","435011","Cargo and Freight Agents","Hourly wage","20","29.52","20.1","23.47","28.78","39.34","39.48","6.1"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","472031","Carpenters","Annual wage or salary","2100","75261.97","49558.98","61631.44","78790.84","85993.04","100160.12","2.8"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","472031","Carpenters","Hourly wage","2100","36.19","23.83","29.63","37.88","41.35","48.16","2.8"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","171021","Cartographers and Photogrammetrists","Annual wage or salary","20",,,,,,,"3.1"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","171021","Cartographers and Photogrammetrists","Hourly wage","20",,,,,,,"3.1"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","412011","Cashiers","Annual wage or salary","5640","36071.93","31072.07","32301.2","34624.05","37071.9","47821.61","0.6"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","412011","Cashiers","Hourly wage","5640","17.34","14.94","15.53","16.65","17.82","22.99","0.6"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","472051","Cement Masons and Concrete Finishers","Annual wage or salary","460","60496.42","40809.03","48630.33","57989.07","68957.46","84455.61","2.7"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","472051","Cement Masons and Concrete Finishers","Hourly wage","460","29.09","19.63","23.38","27.88","33.15","40.6","2.7"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","351011","Chefs and Head Cooks","Annual wage or salary","360","64038","41512.23","48494.9","53153.56","70604.91","106200.52","4.6"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","351011","Chefs and Head Cooks","Hourly wage","360","30.79","19.96","23.31","25.55","33.94","51.05","4.6"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","519011","Chemical Equipment Operators and Tenders","Annual wage or salary","110","47991.61","33176.94","39294.23","41728.67","54119.3","67082.13","6.2"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","519011","Chemical Equipment Operators and Tenders","Hourly wage","110","23.08","15.95","18.89","20.06","26.02","32.25","6.2"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","194031","Chemical Technicians","Annual wage or salary","90","50224.87","36363.3","40641.95","48225.41","51706.34","63941.4","2.6"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","194031","Chemical Technicians","Hourly wage","90","24.15","17.48","19.54","23.19","24.86","30.75","2.6"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","192031","Chemists","Annual wage or salary","120","84754.47","50649.63","64656.23","80071.79","96119.29","119895.3","4.6"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","192031","Chemists","Hourly wage","120","40.75","24.36","31.08","38.5","46.22","57.64","4.6"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","111011","Chief Executives","Annual wage or salary","330","214599.82","85514.51","112742.4","178371.49",,,"11.8"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","111011","Chief Executives","Hourly wage","330","103.18","41.11","54.21","85.75",,,"11.8"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","399011","Childcare Workers","Annual wage or salary","350","39145.59","31523.28","33303.6","36970.83","43004.71","48580.18","1.5"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","399011","Childcare Workers","Hourly wage","350","18.83","15.16","16.01","17.78","20.67","23.36","1.5"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","211021","Child, Family, and School Social Workers","Annual wage or salary","530","59020.44","38559.6","44651.24","59590.23","66427.78","80993.82","2.9"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","211021","Child, Family, and School Social Workers","Hourly wage","530","28.38","18.53","21.47","28.65","31.94","38.94","2.9"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","291011","Chiropractors","Annual wage or salary","20","94451.35","60512.27","66997.57","86298.09","109535.38","132731.24","10.6"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","291011","Chiropractors","Hourly wage","20","45.41","29.09","32.21","41.49","52.66","63.82","10.6"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","173022","Civil Engineering Technologists and Technicians","Annual wage or salary","110","77295.33","48701.96","61890.13","79647.03","100574.06","100988.45","2.7"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","173022","Civil Engineering Technologists and Technicians","Hourly wage","110","37.16","23.41","29.75","38.29","48.35","48.56","2.7"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","172051","Civil Engineers","Annual wage or salary","490","114135.19","78196.64","82941.48","105122.06","134285.22","165862.24","2.4"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","172051","Civil Engineers","Hourly wage","490","54.88","37.6","39.88","50.55","64.56","79.74","2.4"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","131031","Claims Adjusters, Examiners, and Investigators","Annual wage or salary","180","83382.83","51994.55","67112","82105.88","99355.01","109405.85","1.6"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","131031","Claims Adjusters, Examiners, and Investigators","Hourly wage","180","40.09","24.99","32.26","39.47","47.77","52.6","1.6"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","537061","Cleaners of Vehicles and Equipment","Annual wage or salary","720","37085.88","32012.96","32569.61","35394.91","38241.2","43146.07","0.8"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","537061","Cleaners of Vehicles and Equipment","Hourly wage","720","17.83","15.39","15.66","17.01","18.39","20.74","0.8"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","212011","Clergy","Annual wage or salary","60","77575.05","36073.23","51416.26","67836.73","86981.85","106230.57","5.3"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","212011","Clergy","Hourly wage","60","37.3","17.34","24.72","32.61","41.82","51.07","5.3"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","193033","Clinical and Counseling Psychologists","Annual wage or salary","160","120589.41","41191.02","82288.81","123780.27","146468.48","171342.64","6"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","193033","Clinical and Counseling Psychologists","Hourly wage","160","57.97","19.81","39.56","59.51","70.42","82.38","6"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","292010","Clinical Laboratory Technologists and Technicians","Annual wage or salary","360","74736.43","40755.91","52017.13","76715.17","81439.29","108292.19","1.5"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","292010","Clinical Laboratory Technologists and Technicians","Hourly wage","360","35.93","19.59","25.01","36.88","39.15","52.07","1.5"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","272022","Coaches and Scouts","Annual wage or salary","160","56523.7","34343.12","37523.61","50307.75","65661.14","99641.67","4.4"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","272022","Coaches and Scouts","Hourly wage","160",,,,,,,"4.4"
"Metropolitan Area","Santa Rosa MSA","2022","1st Qrt","Total, All Industries","519124","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Annual wage or salary","140","58572.02","39325.44","40459.43","52392.31","65344.74","85475.62","2.5"
