Report_No,Reported_Date,Reported_Time,From_Date,From_Time,To_Date,To_Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Invl_No,Involvement,Race,Sex,Age,Firearm Used Flag,Location 1,Neighborhood Census,Council Districts,County Boundary,Zip Codes
160016160,03/07/2016 12:00:00 AM,3:27,03/07/2016 12:00:00 AM,3:25,,,402,13A,Agg Assault - Drive-,341,1200  EWING AV,KANSAS CITY,64126,PJ1302,EPD,U,3,VIC,W,F,21,Y,"1200 EWING AV
KANSAS CITY 64126
(39.0972, -94.5034)",83,3,7,94
160016160,03/07/2016 12:00:00 AM,3:27,03/07/2016 12:00:00 AM,3:25,,,402,13A,Agg Assault - Drive-,341,1200  EWING AV,KANSAS CITY,64126,PJ1302,EPD,U,1,VIC,W,M,40,Y,"1200 EWING AV
KANSAS CITY 64126
(39.0972, -94.5034)",83,3,7,94
160016160,03/07/2016 12:00:00 AM,3:27,03/07/2016 12:00:00 AM,3:25,,,402,13A,Agg Assault - Drive-,341,1200  EWING AV,KANSAS CITY,64126,PJ1302,EPD,U,5,VIC,W,M,,Y,"1200 EWING AV
KANSAS CITY 64126
(39.0972, -94.5034)",83,3,7,94
160018556,03/15/2016 12:00:00 AM,22:04,03/15/2016 12:00:00 AM,22:04,,,403,13A,Agg Assault - Domest,341,5800  E 19 TE,KANSAS CITY,64126,PJ1791,EPD,Y,1,VIC,B,F,35,Y,"5800 E 19
TE KANSAS CITY 64126
(39.0874, -94.5149)",6,3,7,94
160020538,03/24/2016 12:00:00 AM,0:55,03/24/2016 12:00:00 AM,0:30,,0:55,401,13A,Aggravated Assault (,341,6600  E TRUMAN RD,KANSAS CITY,64127,PJ1445,EPD,N,1,VIC,W,M,40,Y,"6600 E TRUMAN RD
KANSAS CITY 64127
(39.0938, -94.5054)",83,3,7,94
160020801,03/25/2016 12:00:00 AM,6:38,03/25/2016 12:00:00 AM,6:36,,,401,13A,Aggravated Assault (,343,2800  WENZEL AV,KANSAS CITY,64130,PJ2348,EPD,U,1,VIC,W,F,27,Y,"2800 WENZEL AV
KANSAS CITY 64130
(39.0746, -94.5325)",107,3,7,36
160020801,03/25/2016 12:00:00 AM,6:38,03/25/2016 12:00:00 AM,6:36,,,401,13A,Aggravated Assault (,343,2800  WENZEL AV,KANSAS CITY,64130,PJ2348,EPD,U,2,VIC,W,M,28,Y,"2800 WENZEL AV
KANSAS CITY 64130
(39.0746, -94.5325)",107,3,7,36
160022900,04/02/2016 12:00:00 AM,16:30,03/29/2016 12:00:00 AM,18:00,,19:00,402,13A,Agg Assault - Drive-,341,1300  OAKLEY AV,KANSAS CITY,64128,PJ1311,EPD,N,1,VIC,W,F,36,Y,"1300 OAKLEY AV
KANSAS CITY 64128
(39.0958, -94.517)",140,3,7,95
160022903,04/02/2016 12:00:00 AM,16:30,03/31/2016 12:00:00 AM,16:45,,,402,13A,Agg Assault - Drive-,341,E 16 TE and TOPPING AV,KANSAS CITY,64127,PJ1548,EPD,N,1,VIC,W,F,36,Y,"16 TE and TOPPING AV
KANSAS CITY 64127
(39.0956, -94.5483)",54,3,7,95
160022903,04/02/2016 12:00:00 AM,16:30,03/31/2016 12:00:00 AM,16:45,,,402,13A,Agg Assault - Drive-,341,E 16 TE and TOPPING AV,KANSAS CITY,64127,PJ1548,EPD,N,2,VIC,W,M,17,Y,"16 TE and TOPPING AV
KANSAS CITY 64127
(39.0956, -94.5483)",54,3,7,95
160022903,04/02/2016 12:00:00 AM,16:30,03/31/2016 12:00:00 AM,16:45,,,402,13A,Agg Assault - Drive-,341,E 16 TE and TOPPING AV,KANSAS CITY,64127,PJ1548,EPD,N,3,VIC,W,M,,Y,"16 TE and TOPPING AV
KANSAS CITY 64127
(39.0956, -94.5483)",54,3,7,95
160028698,04/24/2016 12:00:00 AM,10:59,04/24/2016 12:00:00 AM,10:59,,,403,13A,Agg Assault - Domest,343,4500  E LINWOOD BL,KANSAS CITY,64128,PJ2688,EPD,Y,1,VIC,B,F,46,Y,"4500 E LINWOOD
BL KANSAS CITY 64128
(39.0674, -94.531)",208,3,7,36
160030585,05/01/2016 12:00:00 AM,13:45,05/01/2016 12:00:00 AM,13:30,,,401,13A,Aggravated Assault (,343,4500  E 31 ST,KANSAS CITY,64133,PJ2518,EPD,U,1,VIC,B,M,30,Y,"4500 E 31 ST
KANSAS CITY 64133
(39.0692, -94.5307)",208,3,7,36
160033262,05/11/2016 12:00:00 AM,14:21,05/11/2016 12:00:00 AM,14:17,,,403,13A,Agg Assault - Domest,343,5100  E LINWOOD BL ,KANSAS CITY,64127,PJ2520,EPD,Y,1,VIC,B,F,18,Y,"5100 E LINWOOD
BL KANSAS CITY 64127
(39.0693, -94.524)",208,3,7,36
160035760,05/20/2016 12:00:00 AM,20:17,05/20/2016 12:00:00 AM,20:17,,,401,13A,Aggravated Assault (,341,2000  PARK TOWER DR,KANSAS CITY,64130,PJ1791,EPD,N,1,VIC,B,F,19,Y,"2000 PARK TOWER DR
KANSAS CITY 64130
(39.0861, -94.512)",6,3,7,94
160036660,05/24/2016 12:00:00 AM,10:10,05/24/2016 12:00:00 AM,9:05,,,403,13A,Agg Assault - Domest,341,5800  E 19 TE,KANSAS CITY,64128,PJ1839,EPD,Y,1,VIC,B,F,53,Y,"5800 E 19
TE KANSAS CITY 64128
(39.0874, -94.5149)",6,3,7,94
160044737,06/22/2016 12:00:00 AM,21:19,06/22/2016 12:00:00 AM,21:15,,,401,13A,Aggravated Assault (,343,3200  QUINCY DR ,KANSAS CITY,64128,PJ2655,EPD,N,2,VIC,B,F,36,Y,"3200 QUINCY DR
KANSAS CITY 64128
(39.067, -94.5243)",122,3,7,36
160044737,06/22/2016 12:00:00 AM,21:19,06/22/2016 12:00:00 AM,21:15,,,401,13A,Aggravated Assault (,343,3200  QUINCY DR ,KANSAS CITY,64128,PJ2655,EPD,N,1,VIC,B,F,,Y,"3200 QUINCY DR
KANSAS CITY 64128
(39.067, -94.5243)",122,3,7,36
160045957,06/27/2016 12:00:00 AM,14:45,06/27/2016 12:00:00 AM,14:45,,,403,13A,Agg Assault - Domest,341,1400  FREMONT AV,KANSAS CITY,64126,PJ1383,EPD,Y,1,VIC,W,F,20,Y,"1400 FREMONT AV
KANSAS CITY 64126
(39.0946, -94.5081)",83,3,7,94
160046653,06/29/2016 12:00:00 AM,17:50,06/29/2016 12:00:00 AM,17:50,,,401,13A,Aggravated Assault (,341,6000  E 14 ST,KANSAS CITY,64126,PJ1381,EPD,N,2,VIC,W,M,24,Y,"6000 E 14 ST
KANSAS CITY 64126
(39.0951, -94.5122)",140,3,7,94
160046653,06/29/2016 12:00:00 AM,17:50,06/29/2016 12:00:00 AM,17:50,,,401,13A,Aggravated Assault (,341,6000  E 14 ST,KANSAS CITY,64126,PJ1381,EPD,N,1,VIC,W,M,55,Y,"6000 E 14 ST
KANSAS CITY 64126
(39.0951, -94.5122)",140,3,7,94
160047904,07/04/2016 12:00:00 AM,19:21,07/04/2016 12:00:00 AM,19:15,,,403,13A,Agg Assault - Domest,343,E 31 ST and BRIGHTON AV,KANSAS CITY,64130,PJ2528,EPD,Y,1,VIC,B,M,32,Y,"31 ST and BRIGHTON AV
KANSAS CITY 64130
(39.037, -94.5474)",175,3,7,157
160047988,07/05/2016 12:00:00 AM,1:27,07/05/2016 12:00:00 AM,1:20,05/07/2016 12:00:00 AM,1:29,401,13A,Aggravated Assault (,343,3500  SPRUCE AV,KANSAS CITY,64128,PJ2899,EPD,N,1,VIC,B,M,58,Y,"3500 SPRUCE AV
KANSAS CITY 64128
(39.062, -94.5337)",208,3,7,36
160049137,07/08/2016 12:00:00 AM,17:35,07/08/2016 12:00:00 AM,17:35,,,403,13A,Agg Assault - Domest,343,3700  ELMWOOD AV,KANSAS CITY,64128,PJ3060,EPD,U,2,VIC,,,,Y,"3700 ELMWOOD AV
KANSAS CITY 64128
(39.0582, -94.5307)",208,3,7,36
160049137,07/08/2016 12:00:00 AM,17:35,07/08/2016 12:00:00 AM,17:35,,,403,13A,Agg Assault - Domest,343,3700  ELMWOOD AV,KANSAS CITY,64128,PJ3060,EPD,Y,1,VIC,W,F,26,Y,"3700 ELMWOOD AV
KANSAS CITY 64128
(39.0582, -94.5307)",208,3,7,36
160050648,07/14/2016 12:00:00 AM,3:35,07/14/2016 12:00:00 AM,3:00,,,402,13A,Agg Assault - Drive-,341,I 435 HW and E TRUMAN RD W,KANSAS CITY,64108,PJ1373,EPD,N,1,VIC,W,M,40,Y,"435 HW and E TRUMAN RD W
KANSAS CITY 64108
(39.0891, -94.5855)",125,4,7,92
160053400,07/23/2016 12:00:00 AM,16:21,07/23/2016 12:00:00 AM,16:21,,,401,13A,Aggravated Assault (,341,6000  E 13 ST,KANSAS CITY,64127,PJ1281,EPD,U,3,VIC,W,M,23,Y,"6000 E 13 ST
KANSAS CITY 64127
(39.0958, -94.5122)",140,3,7,94
160053400,07/23/2016 12:00:00 AM,16:21,07/23/2016 12:00:00 AM,16:21,,,401,13A,Aggravated Assault (,341,6000  E 13 ST,KANSAS CITY,64127,PJ1281,EPD,U,2,VIC,W,M,19,Y,"6000 E 13 ST
KANSAS CITY 64127
(39.0958, -94.5122)",140,3,7,94
160053400,07/23/2016 12:00:00 AM,16:21,07/23/2016 12:00:00 AM,16:21,,,401,13A,Aggravated Assault (,341,6000  E 13 ST,KANSAS CITY,64127,PJ1281,EPD,U,1,VIC,W,M,33,Y,"6000 E 13 ST
KANSAS CITY 64127
(39.0958, -94.5122)",140,3,7,94
160053705,07/24/2016 12:00:00 AM,19:40,07/24/2016 12:00:00 AM,19:40,,,401,13A,Aggravated Assault (,341,E 17 ST and TOPPING AV,KANSAS CITY,64126,PJ1548,EPD,N,1,VIC,W,M,31,Y,"17 ST and TOPPING AV
KANSAS CITY 64126
(39.0938, -94.5069)",83,3,7,94
160054667,07/27/2016 12:00:00 AM,21:22,07/27/2016 12:00:00 AM,21:22,,,401,13A,Aggravated Assault (,343,5200  E 28 TE,KANSAS CITY,64128,PJ2355,EPD,U,1,VIC,W,M,30,Y,"5200 E 28
TE KANSAS CITY 64128
(39.0736, -94.5229)",107,3,7,36
160055731,07/31/2016 12:00:00 AM,16:49,07/31/2016 12:00:00 AM,16:25,,,401,13A,Aggravated Assault (,343,3200  QUINCY DR,KANSAS CITY,64128,PJ2655,EPD,N,2,VIC,B,M,47,Y,"3200 QUINCY DR
KANSAS CITY 64128
(39.067, -94.5243)",122,3,7,36
160055731,07/31/2016 12:00:00 AM,16:49,07/31/2016 12:00:00 AM,16:25,,,401,13A,Aggravated Assault (,343,3200  QUINCY DR,KANSAS CITY,64128,PJ2655,EPD,Y,1,VIC,B,F,22,Y,"3200 QUINCY DR
KANSAS CITY 64128
(39.067, -94.5243)",122,3,7,36
160055731,07/31/2016 12:00:00 AM,16:49,07/31/2016 12:00:00 AM,16:25,,,403,13A,Agg Assault - Domest,343,3200  QUINCY DR,KANSAS CITY,64128,PJ2655,EPD,N,2,VIC,B,M,47,Y,"3200 QUINCY DR
KANSAS CITY 64128
(39.067, -94.5243)",122,3,7,36
160055731,07/31/2016 12:00:00 AM,16:49,07/31/2016 12:00:00 AM,16:25,,,403,13A,Agg Assault - Domest,343,3200  QUINCY DR,KANSAS CITY,64128,PJ2655,EPD,Y,1,VIC,B,F,22,Y,"3200 QUINCY DR
KANSAS CITY 64128
(39.067, -94.5243)",122,3,7,36
160057198,08/05/2016 12:00:00 AM,14:08,08/05/2016 12:00:00 AM,14:08,,,401,13A,Aggravated Assault (,341,5800  E TRUMAN RD,KANSAS CITY,64127,PJ1380,EPD,U,1,VIC,W,F,41,Y,"5800 E TRUMAN RD
KANSAS CITY 64127
(39.094, -94.5146)",140,3,7,94
160058444,08/10/2016 12:00:00 AM,4:32,08/10/2016 12:00:00 AM,4:30,,,402,13A,Agg Assault - Drive-,341,1200  EWING AV,KANSAS CITY,64127,PJ1302,EPD,N,5,VIC,W,M,,Y,"1200 EWING AV
KANSAS CITY 64127
(39.0972, -94.5034)",83,3,7,94
160058444,08/10/2016 12:00:00 AM,4:32,08/10/2016 12:00:00 AM,4:30,,,402,13A,Agg Assault - Drive-,341,1200  EWING AV,KANSAS CITY,64127,PJ1302,EPD,N,2,VIC,W,M,,Y,"1200 EWING AV
KANSAS CITY 64127
(39.0972, -94.5034)",83,3,7,94
160058444,08/10/2016 12:00:00 AM,4:32,08/10/2016 12:00:00 AM,4:30,,,402,13A,Agg Assault - Drive-,341,1200  EWING AV,KANSAS CITY,64127,PJ1302,EPD,N,8,VIC,W,M,,Y,"1200 EWING AV
KANSAS CITY 64127
(39.0972, -94.5034)",83,3,7,94
160058444,08/10/2016 12:00:00 AM,4:32,08/10/2016 12:00:00 AM,4:30,,,402,13A,Agg Assault - Drive-,341,1200  EWING AV,KANSAS CITY,64127,PJ1302,EPD,N,6,VIC,W,M,27,Y,"1200 EWING AV
KANSAS CITY 64127
(39.0972, -94.5034)",83,3,7,94
160058444,08/10/2016 12:00:00 AM,4:32,08/10/2016 12:00:00 AM,4:30,,,402,13A,Agg Assault - Drive-,341,1200  EWING AV,KANSAS CITY,64127,PJ1302,EPD,N,3,VIC,W,F,,Y,"1200 EWING AV
KANSAS CITY 64127
(39.0972, -94.5034)",83,3,7,94
160058444,08/10/2016 12:00:00 AM,4:32,08/10/2016 12:00:00 AM,4:30,,,402,13A,Agg Assault - Drive-,341,1200  EWING AV,KANSAS CITY,64127,PJ1302,EPD,N,7,VIC,W,F,22,Y,"1200 EWING AV
KANSAS CITY 64127
(39.0972, -94.5034)",83,3,7,94
160058444,08/10/2016 12:00:00 AM,4:32,08/10/2016 12:00:00 AM,4:30,,,402,13A,Agg Assault - Drive-,341,1200  EWING AV,KANSAS CITY,64127,PJ1302,EPD,N,4,VIC,W,F,,Y,"1200 EWING AV
KANSAS CITY 64127
(39.0972, -94.5034)",83,3,7,94
160058444,08/10/2016 12:00:00 AM,4:32,08/10/2016 12:00:00 AM,4:30,,,402,13A,Agg Assault - Drive-,341,1200  EWING AV,KANSAS CITY,64127,PJ1302,EPD,N,9,VIC,W,F,44,Y,"1200 EWING AV
KANSAS CITY 64127
(39.0972, -94.5034)",83,3,7,94
160058444,08/10/2016 12:00:00 AM,4:32,08/10/2016 12:00:00 AM,4:30,,,402,13A,Agg Assault - Drive-,341,1200  EWING AV,KANSAS CITY,64127,PJ1302,EPD,N,1,VIC,W,M,23,Y,"1200 EWING AV
KANSAS CITY 64127
(39.0972, -94.5034)",83,3,7,94
160060045,08/15/2016 12:00:00 AM,16:33,08/15/2016 12:00:00 AM,16:33,,,403,13A,Agg Assault - Domest,341,5400  E 16 ST,KANSAS CITY,64127,PJ1489,EPD,Y,1,VIC,B,F,25,Y,"5400 E 16 ST
KANSAS CITY 64127
(39.0929, -94.5193)",140,3,7,95
160060045,08/15/2016 12:00:00 AM,16:33,08/15/2016 12:00:00 AM,16:33,,,403,13A,Agg Assault - Domest,341,5400  E 16 ST,KANSAS CITY,64127,PJ1489,EPD,Y,2,VIC,W,M,23,Y,"5400 E 16 ST
KANSAS CITY 64127
(39.0929, -94.5193)",140,3,7,95
160060598,08/17/2016 12:00:00 AM,12:30,08/16/2016 12:00:00 AM,15:30,,,401,13A,Aggravated Assault (,341,2000  WHEELING AV,KANSAS CITY,64130,PJ1791,EPD,N,1,VIC,B,M,,Y,"2000 WHEELING AV
KANSAS CITY 64130
(39.0868, -94.5111)",6,3,7,94
160061035,08/18/2016 12:00:00 AM,18:58,08/18/2016 12:00:00 AM,18:58,,,402,13A,Agg Assault - Drive-,343,5300  E 39 ST,KANSAS CITY,64130,PJ3234,EPD,U,1,VIC,B,M,29,Y,"5300 E 39 ST
KANSAS CITY 64130
(39.0545, -94.5221)",208,3,7,36
160064152,08/29/2016 12:00:00 AM,8:51,08/29/2016 12:00:00 AM,8:51,,,403,13A,Agg Assault - Domest,341,1200  LAWNDALE AV,KANSAS CITY,64126,PJ1311,EPD,Y,1,VIC,W,M,35,Y,"1200 LAWNDALE AV
KANSAS CITY 64126
(39.0976, -94.5157)",140,3,7,95
160064152,08/29/2016 12:00:00 AM,8:51,08/29/2016 12:00:00 AM,8:51,,,401,13A,Aggravated Assault (,341,1200  LAWNDALE AV,KANSAS CITY,64126,PJ1311,EPD,Y,1,VIC,W,M,35,Y,"1200 LAWNDALE AV
KANSAS CITY 64126
(39.0976, -94.5157)",140,3,7,95
160064152,08/29/2016 12:00:00 AM,8:51,08/29/2016 12:00:00 AM,8:51,,,401,13A,Aggravated Assault (,341,1200  LAWNDALE AV,KANSAS CITY,64126,PJ1311,EPD,U,2,VIC,,,,Y,"1200 LAWNDALE AV
KANSAS CITY 64126
(39.0976, -94.5157)",140,3,7,95
160064152,08/29/2016 12:00:00 AM,8:51,08/29/2016 12:00:00 AM,8:51,,,403,13A,Agg Assault - Domest,341,1200  LAWNDALE AV,KANSAS CITY,64126,PJ1311,EPD,U,2,VIC,,,,Y,"1200 LAWNDALE AV
KANSAS CITY 64126
(39.0976, -94.5157)",140,3,7,95
160064827,08/31/2016 12:00:00 AM,12:36,08/31/2016 12:00:00 AM,12:30,,,401,13A,Aggravated Assault (,341,E 23 ST and TOPPING AV,KANSAS CITY,64127,PJ1904,EPD,U,1,VIC,B,M,30,Y,"23 ST and TOPPING AV
KANSAS CITY 64127
(39.0956, -94.5483)",54,3,7,95
160065179,09/01/2016 12:00:00 AM,13:58,09/01/2016 12:00:00 AM,7:00,,,401,13A,Aggravated Assault (,343,5200  E 39 TE,KANSAS CITY,64128,PJ3197,EPD,N,2,VIC,B,M,78,Y,"5200 E 39
TE KANSAS CITY 64128
(39.0538, -94.5234)",230,3,7,157
160065281,09/01/2016 12:00:00 AM,18:35,09/01/2016 12:00:00 AM,16:30,,,401,13A,Aggravated Assault (,341,6000  E 12 TE,KANSAS CITY,64126,PJ1281,EPD,N,2,VIC,W,F,31,Y,"6000 E 12
TE KANSAS CITY 64126
(39.0967, -94.5122)",140,3,7,94
160065179,09/01/2016 12:00:00 AM,13:58,09/01/2016 12:00:00 AM,7:00,,,401,13A,Aggravated Assault (,343,5200  E 39 TE,KANSAS CITY,64128,PJ3197,EPD,N,5,VIC,B,M,,Y,"5200 E 39
TE KANSAS CITY 64128
(39.0538, -94.5234)",230,3,7,157
160065179,09/01/2016 12:00:00 AM,13:58,09/01/2016 12:00:00 AM,7:00,,,401,13A,Aggravated Assault (,343,5200  E 39 TE,KANSAS CITY,64128,PJ3197,EPD,N,4,VIC,B,M,,Y,"5200 E 39
TE KANSAS CITY 64128
(39.0538, -94.5234)",230,3,7,157
160065179,09/01/2016 12:00:00 AM,13:58,09/01/2016 12:00:00 AM,7:00,,,401,13A,Aggravated Assault (,343,5200  E 39 TE,KANSAS CITY,64128,PJ3197,EPD,N,1,VIC,B,F,69,Y,"5200 E 39
TE KANSAS CITY 64128
(39.0538, -94.5234)",230,3,7,157
