"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code_1","rep_dist_1","area_1","dvflag_1","invl_no_1","involvement_1","race_1","sex_1","age_1","location_1","firearm_used_flag"
"140015797","2014-03-09T00:00:00.000","22:03","2014-03-09T00:00:00.000","21:00",,,"401","13A","Aggravated Assault (","313","2400  BENTON BL","KANSAS CITY","64127","PJ2049","EPD","Y","1","VIC","B","F","33","2400 BENTON
BL KANSAS CITY,  64127
(39.082841732, -94.548745736)","Y"
"140013875","2014-03-01T00:00:00.000","20:10","2014-02-19T00:00:00.000","12:05","2014-03-01T00:00:00.000","20:10","1702","36B","Statutory Rape","642","500  NE WINDROSE DR","KANSAS CITY","64155","PC0294","SCP","U","2","VIC",,,,"500 NE WINDROSE DR
KANSAS CITY,  64155
(39.259723653, -94.574404004)","N"
"140005630","2014-01-24T00:00:00.000","22:32","2014-01-24T00:00:00.000","19:00","2014-01-24T00:00:00.000","22:30","501","220","Burglary - Residence","344","5600  E 39 TE","KANSAS CITY","64128","PJ3242","EPD","U","1","VIC","B","F","32","5600 E 39
TE KANSAS CITY,  64128
(39.053987443, -94.519192012)","N"
"140017403","2014-03-15T00:00:00.000","21:39","2014-03-15T00:00:00.000","21:39",,,"1849","35A","Possession/Sale/Dist","121","ST JOHN AV/WABASH AV","KANSAS CITY","64108","PJ0271","CPD","U","1","VIC",,,,"JOHN AV/WABASH AV KANSAS CITY
, ST 64108
(39.085068738, -94.581576911)","N"
"140034560","2014-05-21T00:00:00.000","0:13","2014-05-20T00:00:00.000","19:00","2014-05-20T00:00:00.000","22:30","1401","290","Property Damage","222","5500  HIGHLAND AV","KANSAS CITY","64130","PJ4429","MPD","Y","1","SUS","B","M","47","5500 HIGHLAND AV
KANSAS CITY,  64130
(39.026794887, -94.565677074)","N"
"140055235","2014-08-06T00:00:00.000","8:35","2014-08-04T00:00:00.000","22:09",,,"831","13C","Intimidation","422","5600  NW 87 TE","KANSAS CITY","64154","PP0321","NPD","N","1","SUS","U","U",,"5600 NW 87
TE KANSAS CITY,  64154
(39.252314266, -94.647427958)","N"
"140047820","2014-07-09T00:00:00.000","16:54","2014-07-09T00:00:00.000","16:54",,,"802","13B","Non Agg Assault Dome","233","8000  LYDIA AV","KANSAS CITY","64131","PJ5890","MPD","Y","1","VIC","B","F",,"8000 LYDIA AV
KANSAS CITY,  64131
(38.982901357, -94.571511543)","N"
"140086626","2014-12-02T00:00:00.000","18:38","2014-12-02T00:00:00.000","1:45","2014-12-02T00:00:00.000","18:00","1401","290","Property Damage","311","3400  MORRELL AV","KANSAS CITY","64123","PJ0322","EPD","U","1","SUS","U","U",,"3400 MORRELL AV
KANSAS CITY,  64123
(39.112356909, -94.541839744)","N"
"140082998","2014-11-17T00:00:00.000","12:07","2014-11-13T00:00:00.000","23:00","2014-11-14T00:00:00.000","3:00","702","240","Auto Theft","631","1600  NE PARVIN RD","KANSAS CITY","64116","PC1199","SCP","N","1","SUS","U","U",,"1600 NE PARVIN RD
KANSAS CITY,  64116
(39.166767026, -94.560543949)","N"
"140087858","2014-12-07T00:00:00.000","18:32","2014-12-07T00:00:00.000","18:30",,,"302","120","Armed Robbery","312","E 10 ST/FREMONT AV","KANSAS CITY","64124","PJ1068","EPD","U","1","SUS","W","F","28","10 ST FREMONT AV
KANSAS CITY,  64124
(39.10687632, -94.543605907)","Y"
"140025106","2014-04-15T00:00:00.000","13:01","2014-04-15T00:00:00.000","11:28","2014-04-15T00:00:00.000","12:30","690","23H","Stealing All Other","234","9300  BALES DR","KANSAS CITY","64132","PJ6453","MPD","U","1","SUS","U","U",,"9300 BALES DR
KANSAS CITY,  64132
(38.957661167, -94.54817383)","N"
"140027974","2014-04-26T00:00:00.000","12:30","2014-04-26T00:00:00.000","12:30",,,"2655","90J","Trespassing","312","5900  WILSON AV","KANSAS CITY","64123","PJ0608","EPD","U","1","VIC",,,,"5900 WILSON AV
KANSAS CITY,  64123
(39.105277811, -94.513179405)","N"
"140014888","2014-02-28T00:00:00.000","1:25","2014-02-28T00:00:00.000","1:25",,,"2201","90G","Liquor Law Violaton","133","PENNSYLVANIA AV/WESTPORT RD","KANSAS CITY",,"PJ3218","CPD","U","1","ARR","B","M","29","PENNSYLVANIA AV/WESTPORT KANSAS CITY
, RD 
(39.102950303, -94.583075872)","N"
"140068620","2014-09-23T00:00:00.000","16:35","2014-09-12T00:00:00.000","8:00","2014-09-23T00:00:00.000","8:00","1120","26A","Fraud/Confidence Gam","414","5000  NW 67 TE","KANSAS CITY","64151","PP0598","NPD","U","1","SUS","U","U",,"5000 NW 67
TE KANSAS CITY,  64151
(39.215917607, -94.63916529)","N"
"140024100","2014-04-11T00:00:00.000","11:53","2014-04-10T00:00:00.000","19:00","2014-04-11T00:00:00.000","11:30","650","23G","Stealing Auto Parts/","641","9300  NE 79 ST","KANSAS CITY","64158","PC0430","SCP","N","1","SUS","U","U",,"9300 NE 79 ST
KANSAS CITY,  64158
(39.236009989, -94.467969868)","N"
"140000047","2014-01-01T00:00:00.000","3:39","2014-01-01T00:00:00.000","3:39",,,"1401","290","Property Damage","312","6800  E FRONT ST","KANSAS CITY","64120","PJ0064","EPD","U","5","SUS","W","M","25","6800 E FRONT ST
KANSAS CITY,  64120
(39.130315422, -94.502808258)","N"
"140067944","2014-09-21T00:00:00.000","1:35","2014-09-21T00:00:00.000","1:15",,,"401","13A","Aggravated Assault (","542","7500  E 100 ST","KANSAS CITY","64138","PJ6686","SPD","N","1","SUS","B","M",,"7500 E 100 ST
KANSAS CITY,  64138
(38.942541697, -94.502499846)","Y"
"140089728","2014-12-15T00:00:00.000","12:34","2014-12-15T00:00:00.000","0:01","2014-12-15T00:00:00.000","7:30","702","240","Auto Theft","121","1300  INDEPENDENCE AV","KANSAS CITY","64106","PJ0506","CPD","N","1","VIC","B","M","33","1300 INDEPENDENCE AV
KANSAS CITY,  64106
(39.106898525, -94.566511102)","N"
"140082715","2014-11-16T00:00:00.000","0:39","2014-11-16T00:00:00.000","0:25","2014-11-16T00:00:00.000","0:35","302","120","Armed Robbery","142","E 40 ST/BROOKLYN AV","KANSAS CITY","64110","PJ3174","CPD","U","1","SUS","B","M",,"40 ST BROOKLYN AV
KANSAS CITY,  64110
(39.035987555, -94.57321712)","Y"
"140082909","2014-11-16T00:00:00.000","22:40","2014-11-16T00:00:00.000","22:40","2014-11-16T00:00:00.000","22:40","1401","290","Property Damage","124","1900  E 23 ST","KANSAS CITY","64109","PJ1909","CPD","U","1","SUS","U","U",,"1900 E 23 ST
KANSAS CITY,  64109
(39.084626615, -94.560120453)","N"
"140042335","2014-06-19T00:00:00.000","9:15","2014-06-18T00:00:00.000","20:00","2014-06-19T00:00:00.000","7:00","690","23H","Stealing All Other","642","2300  NE 107 TER","KANSAS CITY","64155","PC0189","SCP","N","1","VIC","W","F","71","2300 NE 107 TER
KANSAS CITY,  64155
(39.288338823, -94.55159704)","N"
"140032132","2014-05-11T00:00:00.000","23:45","2014-05-11T00:00:00.000","23:45",,,"2655","90J","Trespassing","342","5400  E 29 TE","KANSAS CITY","64128","PJ2469","EPD","U","1","VIC",,,,"5400 E 29
TE KANSAS CITY,  64128
(39.071736762, -94.519972869)","N"
"140068492","2014-09-23T00:00:00.000","8:35","2014-09-22T00:00:00.000","19:30","2014-09-23T00:00:00.000","8:20","640","23F","Stealing From Auto","344","4400  MONROE AV","KANSAS CITY","64130","PJ3617","EPD","N","1","SUS","U","U",,"4400 MONROE AV
KANSAS CITY,  64130
(39.045822374, -94.541425289)","N"
"140049795","2014-07-17T00:00:00.000","0:19","2014-07-17T00:00:00.000","0:19",,,"2402","90C","Disorderly Conduct","144","1800  E 41 ST","KANSAS CITY","64130","PJ3333","CPD","U","1","VIC","W","F","23","1800 E 41 ST
KANSAS CITY,  64130
(39.052174336, -94.562932282)","N"
"140086519","2014-12-02T00:00:00.000","14:22","2014-11-08T00:00:00.000","12:00","2014-11-09T00:00:00.000","12:00","2601","90Z","Misc Violation","141","700  E LINWOOD BL","KANSAS CITY","64109","PJ2534","CPD","U","1","SUS","U","U",,"700 E LINWOOD
BL KANSAS CITY,  64109
(39.06885764, -94.576119343)","N"
"140066129","2014-09-14T00:00:00.000","17:17","2014-09-14T00:00:00.000","17:17",,,"801","13B","Non Aggravated Assau","125","3200  PASEO","KANSAS CITY","64108","PJ2626","CPD","N","1","VIC","B","M","21","3200 PASEO
KANSAS CITY,  64108
(39.085068738, -94.581576911)","N"
"140024740","2014-04-13T00:00:00.000","21:19","2014-04-13T00:00:00.000","21:18",,,"1401","290","Property Damage","121","1700  INDEPENDENCE AV","KANSAS CITY","64110","PJ0663","CPD","U","1","VIC",,,,"1700 INDEPENDENCE AV
KANSAS CITY,  64110
(39.106705741, -94.561180961)","N"
"140043203","2014-06-22T00:00:00.000","9:49","2014-06-22T00:00:00.000","9:30","2014-06-22T00:00:00.000","9:45","690","23H","Stealing All Other","424","11200  N NASHUA RD","KANSAS CITY","64155","PC0074","NPD","N","1","SUS","W","F","29","11200 N NASHUA RD
KANSAS CITY,  64155
(39.297508378, -94.579972573)","N"
"140035867","2014-05-25T00:00:00.000","20:46","2014-05-25T00:00:00.000","20:45",,,"840","90Z","Resisting an Officer","111","1000  BROADWAY","KANSAS CITY","64105","PJ0936","CPD","U","2","VIC",,,,"1000 BROADWAY
KANSAS CITY,  64105
(39.102122864, -94.588355423)","N"
"140045751","2014-07-01T00:00:00.000","17:05","2014-07-01T00:00:00.000","17:05",,,"1849","35A","Possession/Sale/Dist","323","E 24 ST/MONTGALL AV","KANSAS CITY","64128","PJ1919","EPD","U","1","VIC",,,,"24 ST MONTGALL AV
KANSAS CITY,  64128
(39.0673976, -94.53796609)","N"
"140012372","2014-02-23T00:00:00.000","17:05","2014-02-23T00:00:00.000","17:00",,,"1849","35A","Possession/Sale/Dist","124","E 29 ST/OLIVE ST","KANSAS CITY","64127","PJ2324","CPD","U","1","VIC",,,,"29 ST OLIVE ST
KANSAS CITY,  64127
(39.089617958, -94.539247867)","N"
"140090715","2014-12-19T00:00:00.000","10:17","2014-12-18T00:00:00.000","19:00","2014-12-19T00:00:00.000","7:00","1401","290","Property Damage","641","6000  N BELLAIRE AV","KANSAS CITY","64119","PC0626","SCP","U","1","VIC","W","F","31","6000 N BELLAIRE AV
KANSAS CITY,  64119
(39.202361113, -94.510299739)","N"
"140045900","2014-07-02T00:00:00.000","9:00","2014-07-02T00:00:00.000","9:00",,,"2655","90J","Trespassing","122","2100  INDEPENDENCE AV","KANSAS CITY","64124","PJ0683","CPD","U","1","VIC",,,,"2100 INDEPENDENCE AV
KANSAS CITY,  64124
(39.106566971, -94.557068693)","N"
"140085667","2014-11-28T00:00:00.000","20:11","2014-11-28T00:00:00.000","20:00",,,"1401","290","Property Damage","313","3200  E 8 ST","KANSAS CITY","64126","PJ0884","EPD","U","1","SUS","B","M","40","3200 E 8 ST
KANSAS CITY,  64126
(39.103265703, -94.544111648)","N"
"140011447","2014-02-19T00:00:00.000","13:56","2014-02-19T00:00:00.000","13:55",,,"840","90Z","Resisting an Officer","333","3900  WABASH AV","KANSAS CITY","64109","PJ3183","EPD","U","1","VIC",,,,"3900 WABASH AV
KANSAS CITY,  64109
(39.055362213, -94.554706447)","N"
"140081669","2014-10-28T00:00:00.000","10:00","2014-10-27T00:00:00.000","13:15",,,"801","13B","Non Aggravated Assau","545","10900  ELM AV","KANSAS CITY","64134","PJ7026","SPD","U","1","VIC","B","F",,"10900 ELM AV
KANSAS CITY,  64134
(38.924382901, -94.477937873)","N"
"140066185","2014-09-14T00:00:00.000","22:36","2014-09-14T00:00:00.000","22:36",,,"801","13B","Non Aggravated Assau","224","6000  PROSPECT AV","KANSAS CITY","64130","PJ4817","MPD","N","1","SUS","B","M",,"6000 PROSPECT AV
KANSAS CITY,  64130
(39.017342577, -94.555976304)","N"
"140082715","2014-11-16T00:00:00.000","0:39","2014-11-16T00:00:00.000","0:25","2014-11-16T00:00:00.000","0:35","302","120","Armed Robbery","142","E 40 ST/BROOKLYN AV","KANSAS CITY","64110","PJ3174","CPD","N","1","VIC","B","M","27","40 ST BROOKLYN AV
KANSAS CITY,  64110
(39.035987555, -94.57321712)","Y"
"140001552","2014-01-08T00:00:00.000","3:05","2014-01-08T00:00:00.000","2:56",,,"901","200","Arson","311","100  N INDIANA AV","KANSAS CITY","64120","PJ0276","EPD","U","1","VIC","B","F","19","100 N INDIANA AV
KANSAS CITY,  64120
(39.113341449, -94.541947676)","N"
"140020296","2014-03-27T00:00:00.000","16:17","2014-03-27T00:00:00.000","16:15",,,"501","220","Burglary - Residence","143","4400  TRACY AV","KANSAS CITY","64110","PJ3554","CPD","U","2","VIC","B","F","30","4400 TRACY AV
KANSAS CITY,  64110
(39.047011529, -94.570135543)","N"
"140090455","2014-12-18T00:00:00.000","5:42","2014-12-17T00:00:00.000","23:45","2014-12-18T00:00:00.000","5:00","1401","290","Property Damage","334","4700  KENSINGTON AV","KANSAS CITY","64129","PJ3850","EPD","U","1","SUS","U","U",,"4700 KENSINGTON AV
KANSAS CITY,  64129
(39.040098963, -94.53336137)","N"
"140092199","2014-12-25T00:00:00.000","9:56","2014-12-25T00:00:00.000","9:55",,,"802","13B","Non Agg Assault Dome","412","5700  N PLAZA DR","KANSAS CITY","64118","PC0648","NPD","Y","1","VIC","W","M","52","5700 N PLAZA DR
KANSAS CITY,  64118
(39.199391818, -94.594435031)","N"
"140025848","2014-04-18T00:00:00.000","9:41","2014-04-18T00:00:00.000","9:41",,,"1849","35A","Possession/Sale/Dist","122","E 10 ST/PARK AV","KANSAS CITY","64127","PJ0918","CPD","U","1","VIC",,,,"10 ST PARK AV
KANSAS CITY,  64127
(39.089617958, -94.539247867)","N"
"140081931","2014-11-12T00:00:00.000","12:06","2014-11-12T00:00:00.000","12:00",,,"2601","90Z","Misc Violation","532","9100  HOLMES RD","KANSAS CITY","64138","PJ6352","MPD","N","1","SUS","U","U",,"9100 HOLMES RD
KANSAS CITY,  64138
(38.962683969, -94.581727465)","N"
"140000575","2014-01-03T00:00:00.000","13:31","2013-12-27T00:00:00.000","16:00","2014-01-03T00:00:00.000","11:50","650","23G","Stealing Auto Parts/","632","3700  NE RUSSELL RD","KANSAS CITY","64117","PC1275","SCP","N","1","VIC","W","M","56","3700 NE RUSSELL RD
KANSAS CITY,  64117
(39.166398296, -94.536810401)","N"
"140027877","2014-04-26T00:00:00.000","2:36","2014-04-25T00:00:00.000","23:15","2014-04-26T00:00:00.000","2:00","702","240","Auto Theft","133","W 42 ST/PENNSYLVANIA AV","KANSAS CITY","64111","PJ3303","CPD","U","1","SUS","U","U",,"42 ST PENNSYLVANIA AV
KANSAS CITY,  64111
(39.05549663, -94.59306945)","N"
"140079380","2014-11-02T00:00:00.000","11:22","2014-11-02T00:00:00.000","3:00",,,"302","120","Armed Robbery","312","1600  N UNIVERSAL AV","KANSAS CITY","64120","PJ0015","EPD","U","1","SUS","W","M",,"1600 N UNIVERSAL AV
KANSAS CITY,  64120
(39.135396905, -94.506242397)","Y"
"140061659","2014-08-28T00:00:00.000","17:01","2014-08-28T00:00:00.000","17:01",,,"690","23H","Stealing All Other","311","400  CLIFF DRIVE PL","KANSAS CITY",,"PJ0211","EPD","U","1","VIC","A","F","25","400 CLIFF DRIVE PL
,  
(39.117171096, -94.531292778)","N"
"140065203","2014-09-11T00:00:00.000","1:26","2014-09-11T00:00:00.000","1:26","2014-09-11T00:00:00.000","1:26","702","240","Auto Theft","231","200  W 68 TE","KANSAS CITY","64114","PJ5183","MPD","N","1","VIC","W","M","60","200 W 68
TE KANSAS CITY,  64114
(39.004920342, -94.59090881)","N"
"140068593","2014-09-27T00:00:00.000","13:37","2014-09-27T00:00:00.000","13:37",,,"1850","35B","Possession of Drug E","315","5700  INDEPENDENCE AV","KANSAS CITY","64123","PJ0661","EPD","U","2","VIC",,,,"5700 INDEPENDENCE AV
KANSAS CITY,  64123
(39.105098056, -94.51548973)","N"
"140002362","2014-01-11T00:00:00.000","12:11","2013-01-09T00:00:00.000","23:30","2013-01-10T00:00:00.000","9:30","640","23F","Stealing From Auto","424","11000  N BALTIMORE AVE","KANSAS CITY","64155","PC0129","NPD","N","1","VIC","I","F","33","11000 N BALTIMORE AVE
KANSAS CITY,  64155
(39.293527426, -94.581281063)","N"
"140046373","2014-07-03T00:00:00.000","22:21","2014-07-03T00:00:00.000","22:21",,,"1849","35A","Possession/Sale/Dist","325","E 26 ST/VAN BRUNT BLVD","KANSAS CITY","64127","PJ2158","EPD","U","1","VIC",,,,"26 ST VAN BRUNT BLVD
KANSAS CITY,  64127
(39.089617958, -94.539247867)","N"
"140007773","2014-02-03T00:00:00.000","1:12","2014-02-03T00:00:00.000","1:10",,,"1849","35A","Possession/Sale/Dist","134","900  W 44 ST","KANSAS CITY","64111","PJ3519","CPD","N","3","VIC","W","M","38","900 W 44 ST
KANSAS CITY,  64111
(39.048069101, -94.597273097)","N"
"140016140","2014-03-11T00:00:00.000","7:34","2014-03-10T00:00:00.000","21:30","2014-03-11T00:00:00.000","7:00","702","240","Auto Theft","142","3700  FLORA AV","KANSAS CITY","64109","PJ3014","CPD","U","1","SUS","U","U",,"3700 FLORA AV
KANSAS CITY,  64109
(39.059322508, -94.566116384)","N"
"140036592","2014-05-28T00:00:00.000","15:19","2014-05-22T00:00:00.000","22:00","2014-05-24T00:00:00.000","3:00","210","11B","Forcible Sodomy","532","10100  BENNINGTON AV","KANSAS CITY","64137","PJ6729","SPD","Y","1","SUS","B","M","17","10100 BENNINGTON AV
KANSAS CITY,  64137
(38.941858321, -94.511967019)","N"
"140077623","2014-10-26T00:00:00.000","15:22","2014-10-26T00:00:00.000","15:22",,,"2601","90Z","Misc Violation","142","E 39 ST/WABASH AV","KANSAS CITY","64110","PJ3092","CPD","U","1","VIC",,,,"39 ST WABASH AV
KANSAS CITY,  64110
(39.035987555, -94.57321712)","N"
"140070614","2014-09-30T00:00:00.000","23:24","2014-09-30T00:00:00.000","23:24",,,"802","13B","Non Agg Assault Dome","343","E 29 ST/VAN BRUNT BL","KANSAS CITY","64127","PJ2398","EPD","Y","1","VIC","B","F","28","29 ST
VAN BRUNT BL KANSAS CITY,  64127
(39.089617958, -94.539247867)","N"
"140008753","2014-02-07T00:00:00.000","11:15","2014-01-14T00:00:00.000","12:52",,,"630","23C","Stealing Shoplifting","634","5400  N ANTIOCH RD","KANSAS CITY","64119","PC0788","SCP","U","1","SUS","W","M","20","5400 N ANTIOCH RD
KANSAS CITY,  64119
(39.192024381, -94.548748703)","N"
"140045475","2014-06-30T00:00:00.000","18:39","2014-06-30T00:00:00.000","18:30","2014-06-30T00:00:00.000","18:50","1401","290","Property Damage","224","E 63 ST/PROSPECT AV","KANSAS CITY","64131","PJ4900","MPD","U","5","VIC","B","F","55","63 ST PROSPECT AV
KANSAS CITY,  64131
(38.965376871, -94.57690603)","N"
"140052103","2014-07-25T00:00:00.000","13:24","2014-07-25T00:00:00.000","1:00","2014-07-25T00:00:00.000","12:30","1401","290","Property Damage","631","1400  NE PARVIN RD","KANSAS CITY","64116","PC1234","SCP","N","1","SUS","U","U",,"1400 NE PARVIN RD
KANSAS CITY,  64116
(39.169537921, -94.564864991)","N"
"140071106","2014-10-02T00:00:00.000","14:30","2014-10-02T00:00:00.000","14:30",,,"1401","290","Property Damage","233","8300  WORNALL RD","KANSAS CITY","64114","PJ6037","MPD","U","1","VIC","W","M","32","8300 WORNALL RD
KANSAS CITY,  64114
(38.9776626, -94.594955693)","N"
"140081563","2014-11-10T00:00:00.000","20:57","2014-11-10T00:00:00.000","0:01",,,"2601","90Z","Misc Violation","421","8800  N CONGRESS AV","KANSAS CITY","64153","PP0293","NPD","N","1","SUS","U","U",,"8800 N CONGRESS AV
KANSAS CITY,  64153
(39.256016017, -94.664435781)","N"
"140017069","2014-03-14T00:00:00.000","13:23","2014-03-14T00:00:00.000","12:20",,,"801","13B","Non Aggravated Assau","115","2600  CHERRY ST","KANSAS CITY","64108","PJ2152","CPD","U","1","VIC","W","M",,"2600 CHERRY ST
KANSAS CITY,  64108
(39.079134343, -94.577328202)","N"
"140090621","2014-12-18T00:00:00.000","19:41","2014-12-18T00:00:00.000","19:41",,,"501","220","Burglary - Residence","221","5700  CHARLOTTE ST","KANSAS CITY","64132","PJ4550","MPD","U","1","SUS","U","U",,"5700 CHARLOTTE ST
KANSAS CITY,  64132
(39.023575274, -94.577500405)","N"
"140069032","2014-09-25T00:00:00.000","8:35","2014-09-24T00:00:00.000","16:00","2014-09-25T00:00:00.000","8:35","2601","90Z","Misc Violation","543","7000  E 111 ST","KANSAS CITY","64134","PJ7014","SPD","N","1","SUS","B","M",,"7000 E 111 ST
KANSAS CITY,  64134
(38.922542902, -94.508019281)","N"
"140021388","2014-04-01T00:00:00.000","1:05","2014-04-01T00:00:00.000","1:05",,,"1850","35B","Possession of Drug E","314","E 9 ST/VAN BRUNT BL","KANSAS CITY","64126","PJ0906","EPD","U","1","VIC",,,,"9 ST
VAN BRUNT BL KANSAS CITY,  64126
(39.093537153, -94.500738083)","N"
"140004919","2014-01-22T00:00:00.000","2:18","2014-01-22T00:00:00.000","2:17","2014-01-22T00:00:00.000","2:55","502","220","Burglary - Non Resid","342","4100  STERLING AV","KANSAS CITY","64131","PJ3493","EPD","N","1","SUS","U","U",,"4100 STERLING AV
KANSAS CITY,  64131
(39.046973509, -94.447662062)","N"
"140020982","2014-03-30T00:00:00.000","11:35","2014-03-30T00:00:00.000","11:30","2014-03-30T00:00:00.000","11:35","630","23C","Stealing Shoplifting","231","7500  WORNALL RD","KANSAS CITY","64114","PJ5665","MPD","U","1","VIC",,,,"7500 WORNALL RD
KANSAS CITY,  64114
(38.992041925, -94.594355355)","N"
"140023001","2014-04-07T00:00:00.000","7:40","2014-04-07T00:00:00.000","7:40",,,"2601","90Z","Misc Violation","122","1100  TROOST AV","KANSAS CITY","64106","PJ1046","CPD","U","1","VIC",,,,"1100 TROOST AV
KANSAS CITY,  64106
(39.100584995, -94.569868534)","N"
"140014745","2014-03-05T00:00:00.000","17:05","2014-03-05T00:00:00.000","17:00",,,"630","23C","Stealing Shoplifting","422","9100  N SKYVIEW AV","KANSAS CITY","64154","PP0285","NPD","U","1","VIC",,,,"9100 N SKYVIEW AV
KANSAS CITY,  64154
(39.260905201, -94.658498922)","N"
"140023971","2014-04-10T00:00:00.000","19:02","2014-04-10T00:00:00.000","9:15","2014-04-10T00:00:00.000","18:30","501","220","Burglary - Residence","332","3300  MERSINGTON AV","KANSAS CITY","64128","PJ2747","EPD","U","1","SUS","U","U",,"3300 MERSINGTON AV
KANSAS CITY,  64128
(39.065662363, -94.538156266)","N"
"140006695","2014-01-29T00:00:00.000","13:08","2014-01-29T00:00:00.000","13:08",,,"1702","36B","Statutory Rape","343","3000  CHELSEA AV","KANSAS CITY","64111","PJ2525","EPD","U","1","VIC","B","F",,"3000 CHELSEA AV
KANSAS CITY,  64111
(39.070782189, -94.527667349)","N"
"140090438","2014-12-18T00:00:00.000","6:08","2014-12-18T00:00:00.000","5:28",,,"901","200","Arson","224","5900  WABASH AV","KANSAS CITY","64130","PJ4715","MPD","U","1","VIC","U","U",,"5900 WABASH AV
KANSAS CITY,  64130
(39.019193142, -94.556895825)","N"
"140046327","2014-07-03T00:00:00.000","17:58","2014-07-03T00:00:00.000","17:58",,,"2655","90J","Trespassing","312","5800  WILSON AV","KANSAS CITY","64124","PJ0608","EPD","U","1","ARR","W","M","41","5800 WILSON AV
KANSAS CITY,  64124
(39.105327223, -94.514410195)","N"
"140025177","2014-04-15T00:00:00.000","16:26","2014-04-15T00:00:00.000","16:26",,,"301","120","Strong Arm Robbery","634","2800  NE VIVION RD","KANSAS CITY","64119","PC0838","SCP","N","2","VIC","W","F","38","2800 NE VIVION RD
KANSAS CITY,  64119
(39.18796936, -94.545694175)","N"
"140047536","2014-07-08T00:00:00.000","16:48","2014-07-08T00:00:00.000","16:25",,,"801","13B","Non Aggravated Assau","999","800  W 29 ST","KANSAS CITY","64108","PJ2265","CPD","U","1","VIC","W","F","33","800 W 29 ST
KANSAS CITY,  64108
(39.074866823, -94.594511732)","N"
"140082844","2014-11-16T00:00:00.000","15:57","2014-11-16T00:00:00.000","11:00","2014-11-16T00:00:00.000","15:30","640","23F","Stealing From Auto","344","4600  RAYTOWN RD","KANSAS CITY","64129","PJ3840","EPD","U","2","VIC","W","F","26","4600 RAYTOWN RD
KANSAS CITY,  64129
(39.04197721, -94.484087746)","N"
"140016382","2014-03-12T00:00:00.000","2:25","2014-03-12T00:00:00.000","2:24","2014-03-12T00:00:00.000","4:00","302","120","Armed Robbery","412","600  NW 68 ST","KANSAS CITY","64118","PC0599","NPD","U","1","VIC",,,,"600 NW 68 ST
KANSAS CITY,  64118
(39.217417878, -94.587879531)","N"
"140047790","2014-07-09T00:00:00.000","16:11","2012-01-01T00:00:00.000","8:00","2012-12-31T00:00:00.000","17:00","1198","26C","Impersonation","314","400  KENSINGTON AV","KANSAS CITY","64123","PJ0503","EPD","U","1","VIC","W","F","55","400 KENSINGTON AV
KANSAS CITY,  64123
(39.116035093, -94.530183722)","N"
"140092960","2014-12-29T00:00:00.000","8:56","2014-12-28T00:00:00.000","22:00","2014-12-28T00:00:00.000","22:15","670","23D","Stealing from Buildi","234","8600  WARD PK S","KANSAS CITY","64114","PJ6174","MPD","U","1","VIC","W","M","25","8600 WARD PK S
KANSAS CITY,  64114
(38.958285822, -94.595719903)","N"
"140067771","2014-09-20T00:00:00.000","12:51","2014-09-19T00:00:00.000","21:35",,,"670","23D","Stealing from Buildi","134","900  W 44 ST","KANSAS CITY","64111","PJ3519","CPD","U","1","SUS","U","U",,"900 W 44 ST
KANSAS CITY,  64111
(39.048069101, -94.597273097)","N"
"140022423","2014-04-04T00:00:00.000","21:08","2014-04-04T00:00:00.000","21:00",,,"640","23F","Stealing From Auto","636","9300  NE UNDERGROUND DR","KANSAS CITY","64118","PC1347","SCP","U","1","SUS","U","U",,"9300 NE UNDERGROUND DR
KANSAS CITY,  64118
(39.162150507, -94.464933221)","N"
"140063521","2014-09-04T00:00:00.000","13:51","2014-07-15T00:00:00.000","12:00","2014-08-26T00:00:00.000","12:00","670","23D","Stealing from Buildi","642","1100  NE 82 TE","KANSAS CITY","64118","PC0369","SCP","N","1","VIC","W","M","67","1100 NE 82
TE KANSAS CITY,  64118
(39.24312759, -94.566429805)","N"
"140071058","2014-10-02T00:00:00.000","11:04","2014-09-29T00:00:00.000","13:31",,,"630","23C","Stealing Shoplifting","345","4200  STERLING AV","KANSAS CITY","64133","PJ3601","EPD","U","1","VIC",,,,"4200 STERLING AV
KANSAS CITY,  64133
(39.04555274, -94.447726341)","N"
"140016681","2014-03-13T00:00:00.000","6:20","2014-03-12T00:00:00.000","22:00","2014-03-13T00:00:00.000","6:20","1401","290","Property Damage","133","4200  WORNALL RD","KANSAS CITY","64111","PJ3358","CPD","U","1","VIC",,,,"4200 WORNALL RD
KANSAS CITY,  64111
(39.050810602, -94.590655378)","N"
"140092372","2014-12-26T00:00:00.000","10:21","2014-12-24T00:00:00.000","23:50","2014-12-25T00:00:00.000","1:27","702","240","Auto Theft","111","W 13 ST/BROADWAY","KANSAS CITY","64111","PJ1075","CPD","N","1","SUS","U","U",,"13 ST
BROADWAY KANSAS CITY,  64111
(39.05549663, -94.59306945)","N"
"140081448","2014-11-10T00:00:00.000","11:30","2014-11-09T00:00:00.000","17:00","2014-11-10T00:00:00.000","11:30","501","220","Burglary - Residence","343","5200  E 28 TE","KANSAS CITY","64123","PJ2394","EPD","U","1","VIC","W","M","33","5200 E 28
TE KANSAS CITY,  64123
(39.073334867, -94.522939714)","N"
