Reported_Date,Reported Time,From_Date,From Time,To_Date,To Time,Offense,Description,Address,City,Zip Code,Area,Sex,Age,Location 1,Neighborhood Census,Council Districts,County Boundary,Zip Codes
06/30/2014 12:00:00 AM,21:38,06/30/2014 12:00:00 AM,21:38,,,101,HOMICIDE/Non Neglige,4500  PARK AV,KANSAS CITY,,CPD,U,,"4500 PARK AV
(39.044612478, -94.55771625)",13,3,7,157
10/24/2014 12:00:00 AM,22:35,10/24/2014 12:00:00 AM,22:34,,,101,HOMICIDE/Non Neglige,8600  THOMPSON AV,KANSAS CITY,,EPD,M,,"8600 THOMPSON AV
(39.105638476, -94.481989441)",207,4,7,125
12/12/2014 12:00:00 AM,14:29,12/12/2014 12:00:00 AM,14:29,,,101,HOMICIDE/Non Neglige,3300  BALES AV,KANSAS CITY,,EPD,M,32,"3300 BALES AV
(39.06582253, -94.542816094)",43,3,7,36
01/26/2014 12:00:00 AM,10:50,01/26/2014 12:00:00 AM,3:25,,,101,HOMICIDE/Non Neglige,1500  MCGEE ST,KANSAS CITY,64106,CPD,M,24,"1500 MCGEE ST
KANSAS CITY 64106
(39.095532174, -94.579978626)",125,4,7,92
08/10/2014 12:00:00 AM,2:11,,2:11,,,101,HOMICIDE/Non Neglige,BROADWAY/SOUTHWEST BL,KANSAS CITY,64108,CPD,U,,"BROADWAY/SOUTHWEST KANSAS CITY, BL 64108
(39.085068738, -94.581576911)",97,4,7,92
10/17/2014 12:00:00 AM,19:15,10/17/2014 12:00:00 AM,19:15,,,101,HOMICIDE/Non Neglige,10600  BLUE RIDGE BL,KANSAS CITY,64138,SPD,F,,"10600 BLUE RIDGE
BL KANSAS CITY 64138
(38.931719295, -94.507851251)",166,1,7,143
05/12/2014 12:00:00 AM,0:16,05/12/2014 12:00:00 AM,0:16,,,101,HOMICIDE/Non Neglige,HOLMES ST/E LINWOOD BL,KANSAS CITY,,CPD,M,,"HOLMES ST/E LINWOOD KANSAS CITY, BL
(39.102950303, -94.583075872)",5,4,7,75
04/29/2014 12:00:00 AM,19:30,04/29/2014 12:00:00 AM,15:00,,,101,HOMICIDE/Non Neglige,5500  THOMPSON AV,KANSAS CITY,64126,EPD,F,,"5500 THOMPSON AV
KANSAS CITY 64126
(39.107033947, -94.517700443)",192,4,7,76
11/30/2014 12:00:00 AM,8:35,11/30/2014 12:00:00 AM,8:35,,,101,HOMICIDE/Non Neglige,5200  SCARRITT AV,KANSAS CITY,64123,EPD,M,,"5200 SCARRITT AV
KANSAS CITY 64123
(39.114368163, -94.520769486)",174,4,7,76
09/20/2014 12:00:00 AM,10:00,09/20/2014 12:00:00 AM,2:00,,,101,HOMICIDE/Non Neglige,7200  E 88 TE,KANSAS CITY,,SPD,M,17,"7200 E 88
(38.963503206, -94.504302744)",35,2,7,98
08/03/2014 12:00:00 AM,3:53,08/03/2014 12:00:00 AM,3:53,,,101,HOMICIDE/Non Neglige,W 8 ST/JEFFERSON ST,KANSAS CITY,64106,CPD,U,,"8 ST JEFFERSON ST
KANSAS CITY 64106
(39.104256282, -94.574659662)",5,4,7,75
12/20/2014 12:00:00 AM,22:04,12/20/2014 12:00:00 AM,22:01,,,101,HOMICIDE/Non Neglige,5300  E 24 ST,KANSAS CITY,64127,EPD,M,57,"5300 E 24 ST
KANSAS CITY 64127
(39.081477431, -94.520887018)",222,3,7,95
06/04/2014 12:00:00 AM,8:10,06/04/2014 12:00:00 AM,8:10,,,101,HOMICIDE/Non Neglige,7000  CRABAPPLE LN,KANSAS CITY,64130,MPD,F,,"7000 CRABAPPLE LN
KANSAS CITY 64130
(39.029255379, -94.502964405)",20,2,7,155
11/18/2014 12:00:00 AM,21:57,11/18/2014 12:00:00 AM,21:45,,,101,HOMICIDE/Non Neglige,1700  E 12 TE,KANSAS CITY,64106,CPD,M,,"1700 E 12
TE KANSAS CITY 64106
(39.098410648, -94.562327746)",134,3,7,75
09/10/2014 12:00:00 AM,15:23,09/02/2014 12:00:00 AM,12:50,,,101,HOMICIDE/Non Neglige,0  WOODBRIDGE LN,KANSAS CITY,,SPD,M,80,"0 WOODBRIDGE LN
(38.89287221, -94.593510041)",142,1,7,129
08/10/2014 12:00:00 AM,2:11,,2:11,,,101,HOMICIDE/Non Neglige,BROADWAY/SOUTHWEST BL,KANSAS CITY,64108,CPD,U,,"BROADWAY/SOUTHWEST KANSAS CITY, BL 64108
(39.085068738, -94.581576911)",97,4,7,92
12/20/2014 12:00:00 AM,22:04,12/20/2014 12:00:00 AM,22:01,,,101,HOMICIDE/Non Neglige,5300  E 24 ST,KANSAS CITY,64127,EPD,M,63,"5300 E 24 ST
KANSAS CITY 64127
(39.081477431, -94.520887018)",222,3,7,95
09/02/2014 12:00:00 AM,12:52,09/02/2014 12:00:00 AM,12:52,,,101,HOMICIDE/Non Neglige,0  WOODBRIDGE LN,KANSAS CITY,64145,SPD,M,63,"0 WOODBRIDGE LN
KANSAS CITY 64145
(38.89287221, -94.593510041)",142,1,7,129
03/09/2014 12:00:00 AM,6:00,03/09/2014 12:00:00 AM,3:00,,,101,HOMICIDE/Non Neglige,E 16 TE/WHITE AV,KANSAS CITY,,EPD,M,18,"16 TE WHITE AV
(39.102950303, -94.583075872)",5,4,7,75
09/02/2014 12:00:00 AM,12:52,09/02/2014 12:00:00 AM,12:52,,,101,HOMICIDE/Non Neglige,0  WOODBRIDGE LN,KANSAS CITY,64145,SPD,F,86,"0 WOODBRIDGE LN
KANSAS CITY 64145
(38.89287221, -94.593510041)",142,1,7,129
06/04/2014 12:00:00 AM,8:10,06/04/2014 12:00:00 AM,8:10,,,101,HOMICIDE/Non Neglige,7000  CRABAPPLE LN,KANSAS CITY,64130,MPD,U,,"7000 CRABAPPLE LN
KANSAS CITY 64130
(39.029255379, -94.502964405)",20,2,7,155
01/14/2014 12:00:00 AM,13:23,01/14/2014 12:00:00 AM,13:23,,,101,HOMICIDE/Non Neglige,BLUE PK/HARDESTY AV,KANSAS CITY,,EPD,M,33,"BLUE PK/HARDESTY KANSAS CITY, AV
(39.102950303, -94.583075872)",5,4,7,75
05/04/2014 12:00:00 AM,20:38,05/04/2014 12:00:00 AM,20:38,,,101,HOMICIDE/Non Neglige,4100  VIRGINIA AV,KANSAS CITY,64110,CPD,U,,"4100 VIRGINIA AV
KANSAS CITY 64110
(39.052284824, -94.56883884)",204,3,7,165
03/15/2014 12:00:00 AM,22:02,03/15/2014 12:00:00 AM,22:02,,,101,HOMICIDE/Non Neglige,E 50 ST/WOODLAND AV,KANSAS CITY,,MPD,M,,"50 ST WOODLAND AV
(39.102950303, -94.583075872)",5,4,7,75
09/06/2014 12:00:00 AM,21:20,09/06/2014 12:00:00 AM,21:20,,,101,HOMICIDE/Non Neglige,4900  COLLEGE AV,KANSAS CITY,,MPD,F,20,"4900 COLLEGE AV
(39.036942891, -94.546495329)",175,3,7,157
04/18/2014 12:00:00 AM,22:09,04/18/2014 12:00:00 AM,22:09,,,101,HOMICIDE/Non Neglige,4500  CLEVELAND AV,KANSAS CITY,64130,EPD,M,,"4500 CLEVELAND AV
KANSAS CITY 64130
(39.043992551, -94.540355972)",68,3,7,157
07/29/2014 12:00:00 AM,0:20,07/29/2014 12:00:00 AM,0:20,,,101,HOMICIDE/Non Neglige,2200  E 37 ST,KANSAS CITY,64108,CPD,M,18,"2200 E 37 ST
KANSAS CITY 64108
(39.059516391, -94.557750937)",12,3,7,19
08/10/2014 12:00:00 AM,6:07,08/10/2014 12:00:00 AM,2:11,,,101,HOMICIDE/Non Neglige,BROADWAY/SOUTHWEST BL,KANSAS CITY,64109,CPD,M,19,"BROADWAY/SOUTHWEST KANSAS CITY, BL 64109
(39.066698054, -94.568728729)",123,3,7,19
07/20/2014 12:00:00 AM,0:20,07/19/2014 12:00:00 AM,18:55,,,101,HOMICIDE/Non Neglige,5400  NORTON AV,KANSAS CITY,64130,MPD,F,49,"5400 NORTON AV
KANSAS CITY 64130
(39.027683154, -94.537795602)",170,2,7,157
07/29/2014 12:00:00 AM,0:20,07/29/2014 12:00:00 AM,0:20,,,101,HOMICIDE/Non Neglige,2200  E 37 ST,KANSAS CITY,64108,CPD,U,,"2200 E 37 ST
KANSAS CITY 64108
(39.059516391, -94.557750937)",12,3,7,19
04/24/2014 12:00:00 AM,15:15,,,,,101,HOMICIDE/Non Neglige,1100  LOCUST ST,KANSAS CITY,64106,CPD,M,34,"1100 LOCUST ST
KANSAS CITY 64106
(39.100855311, -94.577375383)",5,4,7,75
09/21/2014 12:00:00 AM,23:18,09/21/2014 12:00:00 AM,23:18,,,101,HOMICIDE/Non Neglige,5600  E 16 TE,KANSAS CITY,64127,EPD,M,56,"5600 E 16
TE KANSAS CITY 64127
(39.091666118, -94.51700925)",140,3,7,95
05/14/2014 12:00:00 AM,22:24,,,,,101,HOMICIDE/Non Neglige,1100  LOCUST ST,KANSAS CITY,64106,CPD,M,70,"1100 LOCUST ST
KANSAS CITY 64106
(39.100855311, -94.577375383)",5,4,7,75
09/06/2014 12:00:00 AM,21:20,09/06/2014 12:00:00 AM,21:20,,,101,HOMICIDE/Non Neglige,4900  COLLEGE AV,KANSAS CITY,,MPD,M,48,"4900 COLLEGE AV
(39.036942891, -94.546495329)",175,3,7,157
04/07/2014 12:00:00 AM,3:32,04/06/2014 12:00:00 AM,23:44,,,101,HOMICIDE/Non Neglige,4900  AGNES AV,KANSAS CITY,64130,MPD,M,18,"4900 AGNES AV
KANSAS CITY 64130
(39.037071946, -94.549976373)",175,3,7,157
08/10/2014 12:00:00 AM,6:07,08/10/2014 12:00:00 AM,2:11,,,101,HOMICIDE/Non Neglige,BROADWAY/SOUTHWEST BL,KANSAS CITY,64109,CPD,U,,"BROADWAY/SOUTHWEST KANSAS CITY, BL 64109
(39.066698054, -94.568728729)",123,3,7,19
07/23/2014 12:00:00 AM,10:11,03/20/2014 12:00:00 AM,15:12,,,101,HOMICIDE/Non Neglige,E 13 ST/VIRGINIA AV,KANSAS CITY,64106,CPD,M,33,"13 ST VIRGINIA AV
KANSAS CITY 64106
(39.104256282, -94.574659662)",5,4,7,75
07/23/2014 12:00:00 AM,10:09,07/23/2014 12:00:00 AM,,,,101,HOMICIDE/Non Neglige,1100  LOCUST ST,KANSAS CITY,,CPD,U,,"1100 LOCUST ST
(39.100855311, -94.577375383)",5,4,7,75
08/10/2014 12:00:00 AM,2:11,,2:11,,,101,HOMICIDE/Non Neglige,BROADWAY/SOUTHWEST BL,KANSAS CITY,64108,CPD,M,21,"BROADWAY/SOUTHWEST KANSAS CITY, BL 64108
(39.085068738, -94.581576911)",97,4,7,92
03/09/2014 12:00:00 AM,6:00,03/09/2014 12:00:00 AM,3:00,,,101,HOMICIDE/Non Neglige,E 16 TE/WHITE AV,KANSAS CITY,,EPD,M,18,"16 TE WHITE AV
(39.102950303, -94.583075872)",5,4,7,75
12/27/2014 12:00:00 AM,16:37,12/27/2014 12:00:00 AM,16:36,,,101,HOMICIDE/Non Neglige,3600  E 12 ST,KANSAS CITY,64127,EPD,M,66,"3600 E 12 ST
KANSAS CITY 64127
(39.098467826, -94.539609293)",215,3,7,95
08/31/2014 12:00:00 AM,15:50,08/31/2014 12:00:00 AM,4:56,,,121,Justifiable Homicide,3800  E 6 ST,KANSAS CITY,,EPD,M,25,"3800 E 6 ST
(39.104976366, -94.537150612)",215,3,7,70
10/01/2014 12:00:00 AM,7:12,10/01/2014 12:00:00 AM,7:00,,,101,HOMICIDE/Non Neglige,4100  E 6 ST,KANSAS CITY,64124,EPD,M,35,"4100 E 6 ST
KANSAS CITY 64124
(39.10483764, -94.534039163)",215,3,7,70
09/06/2014 12:00:00 AM,21:20,09/06/2014 12:00:00 AM,21:20,,,101,HOMICIDE/Non Neglige,4900  COLLEGE AV,KANSAS CITY,,MPD,F,45,"4900 COLLEGE AV
(39.036942891, -94.546495329)",175,3,7,157
10/31/2014 12:00:00 AM,12:03,10/31/2014 12:00:00 AM,4:30,,,101,HOMICIDE/Non Neglige,6900  BELLEFONTAINE AV,KANSAS CITY,,MPD,U,,"6900 BELLEFONTAINE AV
(39.001271703, -94.550925853)",72,2,7,151
07/23/2014 12:00:00 AM,10:11,03/20/2014 12:00:00 AM,15:12,,,101,HOMICIDE/Non Neglige,E 13 ST/VIRGINIA AV,KANSAS CITY,64106,CPD,M,,"13 ST VIRGINIA AV
KANSAS CITY 64106
(39.104256282, -94.574659662)",5,4,7,75
09/23/2014 12:00:00 AM,9:27,09/23/2014 12:00:00 AM,9:27,,,101,HOMICIDE/Non Neglige,4200  FOREST AV,KANSAS CITY,64110,CPD,U,,"4200 FOREST AV
KANSAS CITY 64110
(39.050553507, -94.571168874)",204,3,7,165
12/27/2014 12:00:00 AM,16:37,12/27/2014 12:00:00 AM,16:36,,,101,HOMICIDE/Non Neglige,3600  E 12 ST,KANSAS CITY,64127,EPD,M,57,"3600 E 12 ST
KANSAS CITY 64127
(39.098467826, -94.539609293)",215,3,7,95
07/17/2014 12:00:00 AM,21:30,07/17/2014 12:00:00 AM,21:30,,,101,HOMICIDE/Non Neglige,6900  BELLEFONTAINE AV,KANSAS CITY,64130,MPD,M,,"6900 BELLEFONTAINE AV
KANSAS CITY 64130
(39.001295353, -94.550927854)",72,2,7,151
03/10/2014 12:00:00 AM,22:51,03/10/2014 12:00:00 AM,22:51,,,101,HOMICIDE/Non Neglige,800  N KANSAS AV,KANSAS CITY,,EPD,M,,"800 N KANSAS AV
(39.087468144, -94.629661269)",,,5,93
05/14/2014 12:00:00 AM,22:24,,,,,101,HOMICIDE/Non Neglige,1100  LOCUST ST,KANSAS CITY,64106,CPD,M,41,"1100 LOCUST ST
KANSAS CITY 64106
(39.100855311, -94.577375383)",5,4,7,75
01/01/2014 12:00:00 AM,20:03,01/01/2014 12:00:00 AM,20:03,,,101,HOMICIDE/Non Neglige,4000  HARVARD CI,KANSAS CITY,64133,EPD,M,,"4000 HARVARD
CI KANSAS CITY 64133
(39.049064366, -94.448411831)",,,7,146
10/26/2014 12:00:00 AM,14:54,10/26/2014 12:00:00 AM,11:45,,,101,HOMICIDE/Non Neglige,W 40 ST/PENNSYLVANIA AV,KANSAS CITY,,CPD,M,,"40 ST PENNSYLVANIA AV
(39.102950303, -94.583075872)",5,4,7,75
09/23/2014 12:00:00 AM,9:27,09/23/2014 12:00:00 AM,9:27,,,101,HOMICIDE/Non Neglige,4200  FOREST AV,KANSAS CITY,64110,CPD,F,49,"4200 FOREST AV
KANSAS CITY 64110
(39.050553507, -94.571168874)",204,3,7,165
12/12/2014 12:00:00 AM,14:29,12/12/2014 12:00:00 AM,14:29,,,101,HOMICIDE/Non Neglige,3300  BALES AV,KANSAS CITY,,EPD,U,,"3300 BALES AV
(39.06582253, -94.542816094)",43,3,7,36
01/14/2014 12:00:00 AM,13:23,01/14/2014 12:00:00 AM,13:23,,,101,HOMICIDE/Non Neglige,BLUE PK/HARDESTY AV,KANSAS CITY,,EPD,U,,"BLUE PK/HARDESTY KANSAS CITY, AV
(39.102950303, -94.583075872)",5,4,7,75
12/27/2014 12:00:00 AM,3:18,12/27/2014 12:00:00 AM,3:18,,,101,HOMICIDE/Non Neglige,E 87 ST/BRISTOL AV,KANSAS CITY,,MPD,M,25,"87 ST BRISTOL AV
(39.102950303, -94.583075872)",5,4,7,75
10/23/2014 12:00:00 AM,16:35,10/23/2014 12:00:00 AM,16:35,,,101,HOMICIDE/Non Neglige,W 34 ST/CENTRAL ST,KANSAS CITY,64111,CPD,M,,"34 ST CENTRAL ST
KANSAS CITY 64111
(39.05549663, -94.59306945)",42,4,7,50
07/17/2014 12:00:00 AM,21:30,07/17/2014 12:00:00 AM,21:30,,,101,HOMICIDE/Non Neglige,6900  BELLEFONTAINE AV,KANSAS CITY,64130,MPD,U,,"6900 BELLEFONTAINE AV
KANSAS CITY 64130
(39.001295353, -94.550927854)",72,2,7,151
07/29/2014 12:00:00 AM,0:20,07/29/2014 12:00:00 AM,0:20,,,101,HOMICIDE/Non Neglige,2200  E 37 ST,KANSAS CITY,64108,CPD,M,21,"2200 E 37 ST
KANSAS CITY 64108
(39.059516391, -94.557750937)",12,3,7,19
09/20/2014 12:00:00 AM,10:00,09/20/2014 12:00:00 AM,2:00,,,101,HOMICIDE/Non Neglige,7200  E 88 TE,KANSAS CITY,,SPD,M,23,"7200 E 88
(38.963503206, -94.504302744)",35,2,7,98
08/10/2014 12:00:00 AM,2:11,,2:11,,,101,HOMICIDE/Non Neglige,BROADWAY/SOUTHWEST BL,KANSAS CITY,64108,CPD,M,,"BROADWAY/SOUTHWEST KANSAS CITY, BL 64108
(39.085068738, -94.581576911)",97,4,7,92
06/30/2014 12:00:00 AM,21:38,06/30/2014 12:00:00 AM,21:38,,,101,HOMICIDE/Non Neglige,4500  PARK AV,KANSAS CITY,,CPD,M,25,"4500 PARK AV
(39.044612478, -94.55771625)",13,3,7,157
01/01/2014 12:00:00 AM,20:03,01/01/2014 12:00:00 AM,20:03,,,101,HOMICIDE/Non Neglige,4000  HARVARD CI,KANSAS CITY,64133,EPD,M,,"4000 HARVARD
CI KANSAS CITY 64133
(39.049064366, -94.448411831)",,,7,146
04/18/2014 12:00:00 AM,22:09,04/18/2014 12:00:00 AM,22:09,,,101,HOMICIDE/Non Neglige,4500  CLEVELAND AV,KANSAS CITY,64130,EPD,M,,"4500 CLEVELAND AV
KANSAS CITY 64130
(39.043992551, -94.540355972)",68,3,7,157
09/02/2014 12:00:00 AM,12:52,09/02/2014 12:00:00 AM,12:52,,,101,HOMICIDE/Non Neglige,0  WOODBRIDGE LN,KANSAS CITY,64145,SPD,F,69,"0 WOODBRIDGE LN
KANSAS CITY 64145
(38.89287221, -94.593510041)",142,1,7,129
03/04/2014 12:00:00 AM,17:11,03/04/2014 12:00:00 AM,17:11,,,101,HOMICIDE/Non Neglige,8200  E 23 TF E,KANSAS CITY,,EPD,U,,"8200 E 23
(39.102950303, -94.583075872)",5,4,7,75
11/28/2014 12:00:00 AM,0:01,11/28/2014 12:00:00 AM,0:01,,,101,HOMICIDE/Non Neglige,E 12 ST/EWING AV,KANSAS CITY,64127,EPD,U,,"12 ST EWING AV
KANSAS CITY 64127
(39.089617958, -94.539247867)",17,3,7,95
01/01/2014 12:00:00 AM,20:03,01/01/2014 12:00:00 AM,20:03,,,101,HOMICIDE/Non Neglige,4000  HARVARD CI,KANSAS CITY,64133,EPD,M,,"4000 HARVARD
CI KANSAS CITY 64133
(39.049064366, -94.448411831)",,,7,146
07/23/2014 12:00:00 AM,10:09,07/23/2014 12:00:00 AM,,,,101,HOMICIDE/Non Neglige,1100  LOCUST ST,KANSAS CITY,,CPD,M,42,"1100 LOCUST ST
(39.100855311, -94.577375383)",5,4,7,75
04/07/2014 12:00:00 AM,3:32,04/06/2014 12:00:00 AM,23:44,,,101,HOMICIDE/Non Neglige,4900  AGNES AV,KANSAS CITY,64130,MPD,U,,"4900 AGNES AV
KANSAS CITY 64130
(39.037071946, -94.549976373)",175,3,7,157
08/10/2014 12:00:00 AM,2:11,,2:11,,,101,HOMICIDE/Non Neglige,BROADWAY/SOUTHWEST BL,KANSAS CITY,64108,CPD,U,,"BROADWAY/SOUTHWEST KANSAS CITY, BL 64108
(39.085068738, -94.581576911)",97,4,7,92
12/05/2014 12:00:00 AM,9:08,,,,,101,HOMICIDE/Non Neglige,1100  LOCUST ST,KANSAS CITY,64106,CPD,U,,"1100 LOCUST ST
KANSAS CITY 64106
(39.100855311, -94.577375383)",5,4,7,75
10/23/2014 12:00:00 AM,16:35,10/23/2014 12:00:00 AM,16:35,,,101,HOMICIDE/Non Neglige,W 34 ST/CENTRAL ST,KANSAS CITY,64111,CPD,M,,"34 ST CENTRAL ST
KANSAS CITY 64111
(39.05549663, -94.59306945)",42,4,7,50
12/05/2014 12:00:00 AM,9:08,,,,,101,HOMICIDE/Non Neglige,1100  LOCUST ST,KANSAS CITY,64106,CPD,M,,"1100 LOCUST ST
KANSAS CITY 64106
(39.100855311, -94.577375383)",5,4,7,75
08/31/2014 12:00:00 AM,15:50,08/31/2014 12:00:00 AM,4:56,,,121,Justifiable Homicide,3800  E 6 ST,KANSAS CITY,,EPD,M,,"3800 E 6 ST
(39.104976366, -94.537150612)",215,3,7,70
11/26/2014 12:00:00 AM,4:57,11/26/2014 12:00:00 AM,4:57,,,101,HOMICIDE/Non Neglige,5600  COLLEGE AV,KANSAS CITY,64130,MPD,M,,"5600 COLLEGE AV
KANSAS CITY 64130
(39.024431846, -94.547233028)",175,2,7,157
10/17/2014 12:00:00 AM,19:15,10/17/2014 12:00:00 AM,19:15,,,101,HOMICIDE/Non Neglige,10600  BLUE RIDGE BL,KANSAS CITY,64138,SPD,U,,"10600 BLUE RIDGE
BL KANSAS CITY 64138
(38.931719295, -94.507851251)",166,1,7,143
11/28/2014 12:00:00 AM,0:01,11/28/2014 12:00:00 AM,0:01,,,101,HOMICIDE/Non Neglige,E 12 ST/EWING AV,KANSAS CITY,64127,EPD,U,,"12 ST EWING AV
KANSAS CITY 64127
(39.089617958, -94.539247867)",17,3,7,95
09/09/2014 12:00:00 AM,8:15,08/31/2014 12:00:00 AM,21:13,,,101,HOMICIDE/Non Neglige,8400  E 97 TE,KANSAS CITY,64134,SPD,M,18,"8400 E 97
TE KANSAS CITY 64134
(38.947667553, -94.491930176)",195,2,7,143
01/13/2014 12:00:00 AM,20:47,01/13/2014 12:00:00 AM,20:47,,,101,HOMICIDE/Non Neglige,2900  E 22 ST,KANSAS CITY,64127,EPD,U,,"2900 E 22 ST
KANSAS CITY 64127
(39.085458238, -94.548470544)",233,3,7,95
04/06/2014 12:00:00 AM,0:29,04/06/2014 12:00:00 AM,0:29,,,101,HOMICIDE/Non Neglige,8400  E 55 ST,KANSAS CITY,,MPD,M,31,"8400 E 55 ST
(39.024128365, -94.488239418)",19,3,7,155
09/18/2014 12:00:00 AM,14:08,08/28/2012 12:00:00 AM,,05/27/2014 12:00:00 AM,,101,HOMICIDE/Non Neglige,1100  LOCUST ST,KANSAS CITY,64106,CPD,M,90,"1100 LOCUST ST
KANSAS CITY 64106
(39.100855311, -94.577375383)",5,4,7,75
12/20/2014 12:00:00 AM,22:04,12/20/2014 12:00:00 AM,22:01,,,101,HOMICIDE/Non Neglige,5300  E 24 ST,KANSAS CITY,64127,EPD,M,,"5300 E 24 ST
KANSAS CITY 64127
(39.081477431, -94.520887018)",222,3,7,95
01/14/2014 12:00:00 AM,13:23,01/14/2014 12:00:00 AM,13:23,,,101,HOMICIDE/Non Neglige,BLUE PK/HARDESTY AV,KANSAS CITY,,EPD,M,21,"BLUE PK/HARDESTY KANSAS CITY, AV
(39.102950303, -94.583075872)",5,4,7,75
08/10/2014 12:00:00 AM,6:07,08/10/2014 12:00:00 AM,2:11,,,101,HOMICIDE/Non Neglige,BROADWAY/SOUTHWEST BL,KANSAS CITY,64109,CPD,M,20,"BROADWAY/SOUTHWEST KANSAS CITY, BL 64109
(39.066698054, -94.568728729)",123,3,7,19
11/12/2014 12:00:00 AM,8:00,11/12/2014 12:00:00 AM,7:24,,,101,HOMICIDE/Non Neglige,E 11 ST/OAK ST,KANSAS CITY,,CPD,M,45,"11 ST OAK ST
(39.102950303, -94.583075872)",5,4,7,75
07/29/2014 12:00:00 AM,0:20,07/29/2014 12:00:00 AM,0:20,,,101,HOMICIDE/Non Neglige,2200  E 37 ST,KANSAS CITY,64108,CPD,M,20,"2200 E 37 ST
KANSAS CITY 64108
(39.059516391, -94.557750937)",12,3,7,19
11/26/2014 12:00:00 AM,4:57,11/26/2014 12:00:00 AM,4:57,,,101,HOMICIDE/Non Neglige,5600  COLLEGE AV,KANSAS CITY,64130,MPD,M,,"5600 COLLEGE AV
KANSAS CITY 64130
(39.024431846, -94.547233028)",175,2,7,157
04/24/2014 12:00:00 AM,15:15,,,,,101,HOMICIDE/Non Neglige,1100  LOCUST ST,KANSAS CITY,64106,CPD,M,,"1100 LOCUST ST
KANSAS CITY 64106
(39.100855311, -94.577375383)",5,4,7,75
11/18/2014 12:00:00 AM,21:57,11/18/2014 12:00:00 AM,21:45,,,101,HOMICIDE/Non Neglige,1700  E 12 TE,KANSAS CITY,64106,CPD,M,23,"1700 E 12
TE KANSAS CITY 64106
(39.098410648, -94.562327746)",134,3,7,75
08/24/2014 12:00:00 AM,1:18,08/24/2014 12:00:00 AM,1:17,,,101,HOMICIDE/Non Neglige,E TRUMAN RD/WOODLAND AV,KANSAS CITY,,CPD,M,28,"E TRUMAN RD/WOODLAND KANSAS CITY, AV
(39.102950303, -94.583075872)",5,4,7,75
09/05/2014 12:00:00 AM,18:32,09/05/2014 12:00:00 AM,18:32,,,101,HOMICIDE/Non Neglige,7400  E 118 TE,KANSAS CITY,64134,SPD,M,37,"7400 E 118
TE KANSAS CITY 64134
(38.908788412, -94.505557061)",217,1,7,143
