"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code_1","rep_dist_1","area_1","dvflag_1","invl_no_1","involvement_1","race_1","sex_1","age_1","firearm_used_flag","latitude","longitude","location_1"
"150002167","2015-01-10T00:00:00.000","9:46","2014-12-24T00:00:00.000","16:00","2014-12-30T00:00:00.000","17:00","650","23G","Stealing Auto Parts/","132","E ARMOUR BL and MCGEE ST","KANSAS CITY","64111","PJ2757","CPD","U","1","VIC","W","M","24","N","39.0637","-94.5822","E ARMOUR KANSAS CITY
, BL 64111
(39.0637, -94.5822)"
"150037845","2015-06-03T00:00:00.000","21:22","2015-06-03T00:00:00.000","21:22",,,"1850","35B","Possession of Drug E","633","N ANTIOCH RD and NE VIVION RD","KANSAS CITY","64116","PC0844","SCP","U","1","VIC",,,,"N","39.1445","-94.5737","N ANTIOCH RD KANSAS CITY
, NE 64116
(39.1445, -94.5737)"
"150082664","2015-11-15T00:00:00.000","22:25","2015-11-15T00:00:00.000","22:25",,,"1849","35A","Possession/Sale/Dist","311","MONROE AV and MORRELL AV","KANSAS CITY","64124","PJ0324","EPD","U","2","VIC",,,,"N","39.1122","-94.5373","MONROE KANSAS CITY
, AV 64124
(39.1122, -94.5373)"
"150050885","2015-07-21T00:00:00.000","23:13","2015-07-21T00:00:00.000","23:13",,,"1849","35A","Possession/Sale/Dist","313","BALES AV and THOMPSON AV","KANSAS CITY","64123","PJ0510","EPD","U","1","VIC",,,,"N","39.1077","-94.5404","BALES KANSAS CITY
, AV 64123
(39.1077, -94.5404)"
"150092147","2015-12-22T00:00:00.000","19:53","2015-12-22T00:00:00.000","19:53",,,"1849","35A","Possession/Sale/Dist","242","HICKMAN MILLS DR and PARK AVE","KANSAS CITY","99999","PJ5865","MPD","N","1","ARR","B","M","28","N","38.9835","-94.5607","HICKMAN MILLS KANSAS CITY
, DR 99999
(38.9835, -94.5607)"
"150053348","2015-07-31T00:00:00.000","0:26","2015-07-31T00:00:00.000","0:20",,,"301","120","Strong Arm Robbery","313","BENTON BL and INDEPENDENCE AV","KANSAS CITY","64124","PJ0609","EPD","N","1","VIC","B","F","26","N","39.1061","-94.5446","BENTON KANSAS CITY
, BL 64124
(39.1061, -94.5446)"
"150076383","2015-10-23T00:00:00.000","15:20","2015-10-02T00:00:00.000","23:00",,,"610","23A","Stealing Pickpocket","331","INDIANA AV and E LINWOOD BL","KANSAS CITY","64130","PJ2610","EPD","U","1","SUS","U","U",,"N","39.0677","-94.5437","E INDIANA BL KANSAS CITY
, AV 64130
(39.0677, -94.5437)"
"150051400","2015-07-23T00:00:00.000","18:26","2015-07-23T00:00:00.000","16:00",,,"302","120","Armed Robbery","141","E ARMOUR BL and TROOST AV","KANSAS CITY","64131","PJ2776","CPD","U","1","VIC","B","F","18","Y","39.0632","-94.5717","E ARMOUR KANSAS CITY
, BL 64131
(39.0632, -94.5717)"
"150065624","2015-09-14T00:00:00.000","11:26","2015-09-13T00:00:00.000","13:00",,,"690","23H","Stealing All Other","634","N NORTON AV and NE VIVION RD","KANSAS CITY","64036","PC0825","SCP","U","1","SUS","U","U",,"N","39.188","-94.5318","N NORTON AV KANSAS CITY
, NE 64036
(39.188, -94.5318)"
"150070302","2015-09-30T00:00:00.000","17:15","2015-09-28T00:00:00.000","15:30","2015-09-29T00:00:00.000","11:00","690","23H","Stealing All Other","115","GRAND BLVD and PERSHING RD E","KANSAS CITY","64108","PJ2011","CPD","U","1","SUS","U","U",,"N","39.084","-94.5817","GRAND BLVD E KANSAS CITY
,  64108
(39.084, -94.5817)"
"150085494","2015-11-27T00:00:00.000","4:15","2015-11-26T00:00:00.000","21:45","2015-11-27T00:00:00.000","4:15","301","120","Strong Arm Robbery","121","E MISSOURI AV and PASEO","KANSAS CITY","64109","PJ0326","CPD","N","1","VIC","W","M","32","N","39.0633","-94.573","E MISSOURI KANSAS CITY
, AV 64109
(39.0633, -94.573)"
"150019039","2015-03-20T00:00:00.000","14:15","2015-03-20T00:00:00.000","14:15",,,"1352","280","Stolen Property OFFE","314","QUINCY AV and THOMPSON AV","KANSAS CITY","64124","PJ0524","EPD","U","1","VIC","W","M","62","N","39.1072","-94.5225","QUINCY KANSAS CITY
, AV 64124
(39.1072, -94.5225)"
"150088305","2015-12-07T00:00:00.000","23:45","2015-12-07T00:00:00.000","17:30","2015-12-07T00:00:00.000","18:30","302","120","Armed Robbery","543","BRISTOL TE and LONGVIEW RD","KANSAS CITY","64134","PJ7188","SPD","N","1","SUS","B","F","19","N","38.9152","-94.5086","BRISTOL KANSAS CITY
, TE 64134
(38.9152, -94.5086)"
"150053855","2015-08-01T00:00:00.000","19:51","2015-08-01T00:00:00.000","19:50",,,"2402","90C","Disorderly Conduct","311","SPRUCE AV and ST JOHN AV","KANSAS CITY","64123","PJ0295","EPD","U","1","VIC",,,,"N","39.1129","-94.5315","SPRUCE KANSAS CITY
, AV 64123
(39.1129, -94.5315)"
"150071739","2015-10-06T00:00:00.000","8:38","2015-10-06T00:00:00.000","8:15",,,"620","23B","Stealing Purse Snatc","321","PROSPECT AV and E TRUMAN RD","KANSAS CITY","64128","PJ7474","EPD","U","1","VIC","B","M","62","N","39.0947","-94.5516","E PROSPECT KANSAS CITY
, AV 64128
(39.0947, -94.5516)"
"150006549","2015-01-27T00:00:00.000","23:08","2015-01-27T00:00:00.000","23:08","2015-01-27T00:00:00.000","23:08","1849","35A","Possession/Sale/Dist","311","MONROE AV and ST JOHN AV","KANSAS CITY","64123","PJ0282","EPD","U","1","VIC",,,,"N","39.1131","-94.5373","MONROE KANSAS CITY
, AV 64123
(39.1131, -94.5373)"
"150002031","2015-01-09T00:00:00.000","16:15","2015-01-09T00:00:00.000","16:15",,,"401","13A","Aggravated Assault (","112","MAIN ST and PETTICOAT LN","KANSAS CITY","64106","PJ0953","CPD","U","2","VIC","U","U",,"Y","39.1011","-94.5831","MAIN KANSAS CITY
, ST 64106
(39.1011, -94.5831)"
"150035354","2015-05-25T00:00:00.000","12:53","2015-05-24T00:00:00.000","16:30","2015-05-25T00:00:00.000","12:00","650","23G","Stealing Auto Parts/","133","BRIDGER RD and WESTPORT RD","KANSAS CITY","64111","PJ3298","CPD","U","1","SUS","U","U",,"N","39.0519","-94.5936","BRIDGER KANSAS CITY
, RD 64111
(39.0519, -94.5936)"
"150072521","2015-10-09T00:00:00.000","3:16","2015-10-09T00:00:00.000","3:16",,,"802","13B","Non Agg Assault Dome","133","CLARK AV and SOUTHWEST TF","KANSAS CITY","64111","PJ3255","CPD","Y","1","ARR","W","F","22","N","39.0517","-94.5958","SOUTHWEST CLARK KANSAS CITY
, AV 64111
(39.0517, -94.5958)"
"150024811","2015-04-13T00:00:00.000","16:38","2015-04-09T00:00:00.000","16:00","2015-04-10T00:00:00.000","8:00","702","240","Auto Theft","134","HOLLY ST and WARD PKWY S","KANSAS CITY","64111","PJ3895","CPD","U","1","VIC","W","F","21","N","39.0517","-94.5958","HOLLY S KANSAS CITY
, ST 64111
(39.0517, -94.5958)"
"150010761","2015-02-14T00:00:00.000","1:12","2015-02-14T00:00:00.000","1:12",,,"2402","90C","Disorderly Conduct","133","ARCHIBALD AV and BROADWAY","KANSAS CITY","64110","PJ3275","CPD","U","1","VIC",,,,"N","39.0489","-94.5743","ARCHIBALD KANSAS CITY
, AV 64110
(39.0489, -94.5743)"
"150021453","2015-03-30T00:00:00.000","19:09","2015-03-30T00:00:00.000","19:00",,,"2402","90C","Disorderly Conduct","313","BENTON BL and INDEPENDENCE AV","KANSAS CITY","64124","PJ0609","EPD","U","2","VIC",,,,"N","39.1061","-94.5446","BENTON KANSAS CITY
, BL 64124
(39.1061, -94.5446)"
"150013931","2015-02-27T00:00:00.000","19:52","2015-02-27T00:00:00.000","19:52",,,"1849","35A","Possession/Sale/Dist","241","E MEYER BL and OLIVE ST","KANSAS CITY","64132","PJ5097","MPD","U","1","VIC",,,,"N","39.0069","-94.5588","E MEYER KANSAS CITY
, BL 64132
(39.0069, -94.5588)"
"150014684","2015-03-02T00:00:00.000","23:56","2015-03-02T00:00:00.000","23:56",,,"1850","35B","Possession of Drug E","533","HOLMES RD and E RED BRIDGE RD","KANSAS CITY","64134","PJ6959","SPD","U","1","ARR","W","M","21","N","38.9257","-94.5834","E HOLMES KANSAS CITY
, RD 64134
(38.9257, -94.5834)"
"150057143","2015-08-13T00:00:00.000","22:34","2015-08-13T00:00:00.000","22:34",,,"1849","35A","Possession/Sale/Dist","311","N MONROE AV and ST JOHN AV","KANSAS CITY","64129","PJ0282","EPD","U","1","VIC",,,,"N","39.1131","-94.5373","N MONROE KANSAS CITY
, AV 64129
(39.1131, -94.5373)"
"150041588","2015-06-17T00:00:00.000","18:32","2015-06-17T00:00:00.000","18:00",,,"1001","250","Forgery","542","E BANNISTER RD and BLUE RIDGE BL","KANSAS CITY","64138","PJ6481","SPD","U","1","VIC","W","F","42","N","38.9524","-94.5079","E BANNISTER BL KANSAS CITY
, RD 64138
(38.9524, -94.5079)"
"150047821","2015-07-11T00:00:00.000","7:51","2015-07-11T00:00:00.000","7:51",,,"840","90Z","Resisting an Officer","121","ADMIRAL BL and TRACY AV","KANSAS CITY","64110","PJ0641","CPD","U","1","ARR","B","M","50","N","39.1054","-94.567","ADMIRAL KANSAS CITY
, BL 64110
(39.1054, -94.567)"
"150015925","2015-03-07T00:00:00.000","19:36","2015-03-07T00:00:00.000","19:36",,,"302","120","Armed Robbery","634","N CHOUTEAU TF and NE VIVION RD","KANSAS CITY","64117","PC0788","SCP","U","1","VIC","W","M","24","Y","39.173","-94.5246","N CHOUTEAU TF KANSAS CITY
, NE 64117
(39.173, -94.5246)"
"150025748","2015-04-17T00:00:00.000","1:33","2015-04-17T00:00:00.000","1:30",,,"1849","35A","Possession/Sale/Dist","212","ELMWOOD AV and E GREGORY BL","KANSAS CITY","64131","PJ5291","MPD","U","1","VIC",,,,"N","38.997","-94.5335","E ELMWOOD BL KANSAS CITY
, AV 64131
(38.997, -94.5335)"
"150063791","2015-09-07T00:00:00.000","18:35","2015-09-06T00:00:00.000","12:00","2015-09-07T00:00:00.000","18:00","650","23G","Stealing Auto Parts/","313","INDIANA AV and THOMPSON AV","KANSAS CITY","64124","PJ0504","EPD","U","1","SUS","U","U",,"N","39.1078","-94.5422","INDIANA KANSAS CITY
, AV 64124
(39.1078, -94.5422)"
"150071739","2015-10-06T00:00:00.000","8:38","2015-10-06T00:00:00.000","8:15",,,"620","23B","Stealing Purse Snatc","321","PROSPECT AV and E TRUMAN RD","KANSAS CITY","64128","PJ7474","EPD","U","1","SUS","B","M",,"N","39.0947","-94.5516","E PROSPECT KANSAS CITY
, AV 64128
(39.0947, -94.5516)"
"150061987","2015-08-31T00:00:00.000","23:14","2015-08-31T00:00:00.000","23:14",,,"1850","35B","Possession of Drug E","243","CREST DR and E GREGORY BL","KANSAS CITY","64132","PJ5570","MPD","U","1","VIC",,,,"N","38.9969","-94.5309","E CREST BL KANSAS CITY
, DR 64132
(38.9969, -94.5309)"
"150036818","2015-05-30T00:00:00.000","17:17","2015-05-29T00:00:00.000","14:00","2015-05-30T00:00:00.000","16:30","640","23F","Stealing From Auto","221","MAIN ST and WARD PK N","KANSAS CITY","64112","PJ3851","MPD","U","1","VIC",,,,"N","39.04","-94.587","MAIN N KANSAS CITY
, ST 64112
(39.04, -94.587)"
"150056895","2015-08-13T00:00:00.000","2:35","2015-08-13T00:00:00.000","2:35",,,"1401","290","Property Damage","133","SOUTHWEST BL and SUMMIT ST","KANSAS CITY","64106","PJ1837","CPD","U","1","ARR","B","M","57","N","39.0847","-94.5938","SOUTHWEST KANSAS CITY
, BL 64106
(39.0847, -94.5938)"
"150065305","2015-09-13T00:00:00.000","3:07","2015-09-13T00:00:00.000","3:07",,,"2100","90D","Driving Under Influe","321","JACKSON AV and E TRUMAN RD","KANSAS CITY","64126","PJ1377","EPD","U","1","ARR","W","M","31","N","39.094","-94.5332","E JACKSON KANSAS CITY
, AV 64126
(39.094, -94.5332)"
"150028737","2015-04-29T00:00:00.000","7:49","2015-04-29T00:00:00.000","7:49",,,"799",,"Auto Theft Outside S","221","PASEO and VOLKER BL","KANSAS CITY","64127","PJ3855","MPD","U","1","VIC","B","M","47","N","39.0956","-94.5483","PASEO KANSAS CITY
, BL 64127
(39.0956, -94.5483)"
"150062057","2015-09-01T00:00:00.000","9:20","2015-09-01T00:00:00.000","9:15",,,"302","120","Armed Robbery","642","NE BARRY RD and N MAPLEWOODS PK","KANSAS CITY","64119","PC0344","SCP","U","1","VIC","W","M","26","N","39.2019","-94.5415","N BARRY RD KANSAS CITY
, NE 64119
(39.2019, -94.5415)"
"150003919","2015-01-17T00:00:00.000","15:40","2015-01-17T00:00:00.000","15:40",,,"2402","90C","Disorderly Conduct","543","LONGVIEW RD and PALMER AV","KANSAS CITY","64134","PJ7177","SPD","U","3","ARR","B","F",,"N","38.9149","-94.5026","LONGVIEW KANSAS CITY
, RD 64134
(38.9149, -94.5026)"
"150013958","2015-02-27T00:00:00.000","23:35","2015-02-27T00:00:00.000","23:31",,,"2100","90D","Driving Under Influe","144","E EMANUEL CLEAVER II BL and TRACY AV","KANSAS CITY","64130","PJ3712","CPD","U","1","ARR","W","M","27","N","39.037","-94.5474","E EMANUEL CLEAVER BL KANSAS CITY
, II 64130
(39.037, -94.5474)"
"150089243","2015-11-05T00:00:00.000","9:10","2015-11-05T00:00:00.000","9:00",,,"1770","90C","Sex Off Indecent Exp","134","E EMANUEL CLEAVER II BL and ROCKHILL RD","KANSAS CITY","64111","PJ3717","CPD","U","1","VIC","W","F","25","N","39.0517","-94.5958","E EMANUEL CLEAVER BL KANSAS CITY
, II 64111
(39.0517, -94.5958)"
"150081405","2015-11-10T00:00:00.000","21:24","2015-11-10T00:00:00.000","21:24",,,"302","120","Armed Robbery","331","COLLEGE AV and E LINWOOD BL","KANSAS CITY","64128","PJ2610","EPD","U","2","SUS","B","M",,"Y","39.0678","-94.5449","E COLLEGE BL KANSAS CITY
, AV 64128
(39.0678, -94.5449)"
"150076124","2015-10-22T00:00:00.000","18:57","2015-10-22T00:00:00.000","17:07",,,"1401","290","Property Damage","115","GILLHAM RD and MCGEE TF","KANSAS CITY","64108","PJ2371","CPD","U","1","SUS","W","M",,"N","39.0891","-94.5855","GILLHAM TF KANSAS CITY
, RD 64108
(39.0891, -94.5855)"
"150029798","2015-05-03T00:00:00.000","14:48","2015-05-02T00:00:00.000","19:30","2015-05-02T00:00:00.000","21:18","702","240","Auto Theft","134","E EMANUEL CLEAVER II BL and OAK ST","KANSAS CITY","64111","PJ3653","CPD","U","1","SUS","U","U",,"N","39.0421","-94.5823","E EMANUEL CLEAVER BL KANSAS CITY
, II 64111
(39.0421, -94.5823)"
"150062894","2015-09-04T00:00:00.000","3:30","2015-09-03T00:00:00.000","18:00","2015-09-04T00:00:00.000","3:25","702","240","Auto Theft","134","CHARLOTTE ST and E EMANUEL CLEAVER II BL","KANSAS CITY","64111","PJ3720","CPD","U","1","SUS","U","U",,"N","39.0517","-94.5958","E CHARLOTTE CLEAVER II BL KANSAS CITY
, ST 64111
(39.0517, -94.5958)"
"150009969","2015-02-10T00:00:00.000","16:07","2015-02-10T00:00:00.000","16:07",,,"1850","35B","Possession of Drug E","635","N BENNINGTON AV and NE PARVIN RD","KANSAS CITY","64119","PC1128","SCP","U","1","VIC",,,,"N","39.1704","-94.503","N BENNINGTON AV KANSAS CITY
, NE 64119
(39.1704, -94.503)"
"150005517","2015-01-24T00:00:00.000","1:43","2015-01-24T00:00:00.000","1:25",,,"301","120","Strong Arm Robbery","534","COLLEGE LN and E RED BRIDGE RD","KANSAS CITY","64137","PJ6872","SPD","Y","1","SUS","B","M",,"N","38.9246","-94.5517","E COLLEGE KANSAS CITY
, LN 64137
(38.9246, -94.5517)"
"150027734","2015-04-25T00:00:00.000","0:56","2015-04-25T00:00:00.000","0:56",,,"2402","90C","Disorderly Conduct","133","BROADWAY and WESTPORT RD","KANSAS CITY","64110","PJ3229","CPD","U","1","VIC",,,,"N","39.0489","-94.5743","BROADWAY KANSAS CITY
,  64110
(39.0489, -94.5743)"
"150081671","2015-11-11T00:00:00.000","21:01","2015-11-11T00:00:00.000","21:01",,,"302","120","Armed Robbery","542","E BANNISTER RD and BLUE RIDGE BL","KANSAS CITY","64134","PJ6481","SPD","U","2","VIC","B","M","26","Y","38.9524","-94.5079","E BANNISTER BL KANSAS CITY
, RD 64134
(38.9524, -94.5079)"
"150003942","2015-01-17T00:00:00.000","17:31","2015-01-16T00:00:00.000","16:30","2015-01-17T00:00:00.000","8:30","702","240","Auto Theft","111","MULBERRY ST and WOODSWETHER RD","KANSAS CITY","64105","PJ0542","CPD","U","1","SUS","U","U",,"N","39.1081","-94.5995","MULBERRY KANSAS CITY
, ST 64105
(39.1081, -94.5995)"
"150019320","2015-03-21T00:00:00.000","18:28","2015-03-21T00:00:00.000","18:28",,,"2402","90C","Disorderly Conduct","123","PASEO and E TRUMAN RD","KANSAS CITY","64106","PJ1326","CPD","U","1","VIC",,,,"N","39.0952","-94.5645","E PASEO KANSAS CITY
,  64106
(39.0952, -94.5645)"
"150073144","2015-10-11T00:00:00.000","13:28","2015-10-11T00:00:00.000","13:20",,,"801","13B","Non Aggravated Assau","121","INDEPENDENCE AV and PASEO","KANSAS CITY","64124","PJ0561","CPD","U","1","SUS","B","M",,"N","39.1084","-94.5516","INDEPENDENCE KANSAS CITY
, AV 64124
(39.1084, -94.5516)"
"150062858","2015-09-03T00:00:00.000","22:19","2015-09-03T00:00:00.000","22:19",,,"1546","520","Weapons Law Violatio","314","HARDESTY AV and SMART AV","KANSAS CITY","64127","PJ0467","EPD","U","1","VIC",,,,"Y","39.1088","-94.5189","HARDESTY KANSAS CITY
, AV 64127
(39.1088, -94.5189)"
"150078644","2015-11-01T00:00:00.000","2:35","2015-11-01T00:00:00.000","2:35",,,"801","13B","Non Aggravated Assau","133","PENNSYLVANIA AV and WESTPORT RD","KANSAS CITY","64111","PJ3218","CPD","N","1","VIC","W","M","37","N","39.0529","-94.5915","PENNSYLVANIA KANSAS CITY
, AV 64111
(39.0529, -94.5915)"
"150051310","2015-07-23T00:00:00.000","13:43","2015-07-23T00:00:00.000","13:30",,,"802","13B","Non Agg Assault Dome","532","APPLEWOOD DR and LONGVIEW RD","KANSAS CITY","64134","PJ7151","SPD","Y","1","VIC","W","M","22","N","38.9157","-94.5171","APPLEWOOD KANSAS CITY
, DR 64134
(38.9157, -94.5171)"
"150079348","2015-11-03T00:00:00.000","15:49","2015-11-03T00:00:00.000","14:00","2015-11-03T00:00:00.000","14:30","690","23H","Stealing All Other","115","GRAND AV and E PERSHING RD","KANSAS CITY","64106","PJ1892","CPD","U","1","SUS","U","U",,"N","39.084","-94.5817","E GRAND KANSAS CITY
, AV 64106
(39.084, -94.5817)"
"150063931","2015-09-08T00:00:00.000","8:24","2015-09-07T00:00:00.000","18:00","2015-09-08T00:00:00.000","8:30","640","23F","Stealing From Auto","133","JEFFERSON ST and WESTPORT RD","KANSAS CITY","64111","PJ3298","CPD","U","1","VIC","W","F","27","N","39.0516","-94.5944","JEFFERSON KANSAS CITY
, ST 64111
(39.0516, -94.5944)"
"150035155","2015-05-24T00:00:00.000","13:44","2015-05-24T00:00:00.000","13:40","2015-05-24T00:00:00.000","14:00","1849","35A","Possession/Sale/Dist","241","BELLEFONTAINE AV and E GREGORY BL","KANSAS CITY","64131","PJ5381","MPD","U","1","VIC",,,,"N","38.9978","-94.5511","E BELLEFONTAINE BL KANSAS CITY
, AV 64131
(38.9978, -94.5511)"
"150022316","2015-04-03T00:00:00.000","0:57","2015-04-03T00:00:00.000","0:57","2015-04-03T00:00:00.000","2:29","840","90Z","Resisting an Officer","334","E EMANUEL CLEAVER II BL and PROSPECT AV","KANSAS CITY","64131","PJ3725","EPD","U","1","VIC",,,,"N","38.9767","-94.5767","E EMANUEL CLEAVER BL KANSAS CITY
, II 64131
(38.9767, -94.5767)"
"150022737","2015-04-04T00:00:00.000","22:02","2015-04-04T00:00:00.000","21:57",,,"1401","290","Property Damage","134","BROADWAY and NICHOLS RD","KANSAS CITY","64112","PJ3741","CPD","U","1","SUS","B","M",,"N","39.0413","-94.5917","BROADWAY KANSAS CITY
,  64112
(39.0413, -94.5917)"
"150056071","2015-08-09T00:00:00.000","23:43","2015-08-09T00:00:00.000","23:43",,,"1849","35A","Possession/Sale/Dist","533","BLUE RIVER RD and E RED BRIDGE RD","KANSAS CITY","64133","PJ6908","SPD","U","1","VIC",,,,"N","38.9251","-94.5661","E BLUE RIVER KANSAS CITY
, RD 64133
(38.9251, -94.5661)"
"150064364","2015-09-09T00:00:00.000","16:06","2015-09-09T00:00:00.000","16:00","2015-09-09T00:00:00.000","16:06","401","13A","Aggravated Assault (","314","INDEPENDENCE AV and MYRTLE AV","KANSAS CITY","64124","PJ0602","EPD","U","2","VIC","B","F","32","Y","39.1058","-94.5354","INDEPENDENCE KANSAS CITY
, AV 64124
(39.1058, -94.5354)"
"150037091","2015-05-31T00:00:00.000","23:50","2015-05-31T00:00:00.000","23:48",,,"2100","90D","Driving Under Influe","121","INDEPENDENCE AV and PROSPECT AV","KANSAS CITY","99999","PJ0573","CPD","U","1","VIC",,,,"N","39.1063","-94.5511","INDEPENDENCE KANSAS CITY
, AV 99999
(39.1063, -94.5511)"
"150078613","2015-11-01T00:00:00.000","0:54","2015-10-31T00:00:00.000","22:00","2015-11-01T00:00:00.000","0:45","670","23D","Stealing from Buildi","133","SOUTHWEST TF and WESTPORT RD","KANSAS CITY","64110","PJ3351","CPD","U","1","SUS","U","U",,"N","39.0489","-94.5743","SOUTHWEST KANSAS CITY
, TF 64110
(39.0489, -94.5743)"
"150089161","2015-12-10T00:00:00.000","22:07","2015-12-10T00:00:00.000","20:30","2015-12-10T00:00:00.000","21:30","640","23F","Stealing From Auto","131","PENNSYLVANIA AV and VALENTINE RD","KANSAS CITY","64111","PJ2817","CPD","U","1","SUS","U","U",,"N","39.0614","-94.5928","PENNSYLVANIA KANSAS CITY
, AV 64111
(39.0614, -94.5928)"
"150040012","2015-06-11T00:00:00.000","21:11","2015-06-11T00:00:00.000","19:00",,,"301","120","Strong Arm Robbery","314","MYRTLE AV and SMART AV","KANSAS CITY","64127","PJ0406","EPD","N","1","SUS","B","M",,"N","39.1094","-94.5352","MYRTLE KANSAS CITY
, AV 64127
(39.1094, -94.5352)"
"150010732","2015-02-13T00:00:00.000","23:12","2015-02-13T00:00:00.000","19:00","2015-02-13T00:00:00.000","22:30","650","23G","Stealing Auto Parts/","141","GILLHAM RD and E LINWOOD BL","KANSAS CITY","64109","PJ2537","CPD","U","1","SUS","U","U",,"N","39.0689","-94.5778","E GILLHAM BL KANSAS CITY
, RD 64109
(39.0689, -94.5778)"
"150039609","2015-06-10T00:00:00.000","14:19","2015-06-10T00:00:00.000","14:00",,,"802","13B","Non Agg Assault Dome","632","N BRIGHTON AV and NE PARVIN RD","KANSAS CITY","64117","PC1231","SCP","Y","1","VIC","W","F","45","N","39.167","-94.5215","N BRIGHTON AV KANSAS CITY
, NE 64117
(39.167, -94.5215)"
"150069510","2015-09-27T00:00:00.000","19:32","2015-09-27T00:00:00.000","18:00","2015-09-27T00:00:00.000","19:00","640","23F","Stealing From Auto","121","CLIFF DR and PASEO","KANSAS CITY","64106","PJ0326","CPD","U","1","VIC","W","F","30","N","39.1075","-94.5641","CLIFF KANSAS CITY
, DR 64106
(39.1075, -94.5641)"
"150041363","2015-06-16T00:00:00.000","20:42","2015-06-16T00:00:00.000","20:42",,,"840","90Z","resist","334","CLEVELAND AV and E EMANUEL CLEAVER II BL E","KANSAS CITY","64130","PJ3871","EPD","U","1","VIC",,,,"N","39.0383","-94.5406","E CLEVELAND CLEAVER II BL E KANSAS CITY
, AV 64130
(39.0383, -94.5406)"
"150069455","2015-09-27T00:00:00.000","16:32","2015-09-27T00:00:00.000","16:20",,,"802","13B","Non Agg Assault Dome","344","EASTERN AV and RAYTOWN RD","KANSAS CITY","64133","PJ3499","EPD","U","1","ARR","B","M","37","N","39.0485","-94.4955","EASTERN KANSAS CITY
, AV 64133
(39.0485, -94.4955)"
"150049427","2015-07-16T00:00:00.000","21:48","2015-07-16T00:00:00.000","21:48",,,"1352","280","Stolen Property OFFE","314","INDEPENDENCE AV and MYRTLE AV","KANSAS CITY","64124","PJ0630","EPD","U","2","VIC","U","M",,"N","39.1058","-94.5354","INDEPENDENCE KANSAS CITY
, AV 64124
(39.1058, -94.5354)"
"150072841","2015-10-10T00:00:00.000","9:06","2015-10-10T00:00:00.000","9:06",,,"2402","90C","Disorderly Conduct","133","MAIN ST and WESTPORT RD","KANSAS CITY","64110","PJ3126","CPD","U","1","ARR","B","M","42","N","39.0554","-94.5862","MAIN KANSAS CITY
, ST 64110
(39.0554, -94.5862)"
"150072841","2015-10-10T00:00:00.000","9:06","2015-10-10T00:00:00.000","9:06",,,"2402","90C","Disorderly Conduct","133","MAIN ST and WESTPORT RD","KANSAS CITY","64110","PJ3126","CPD","U","2","VIC",,,,"N","39.0554","-94.5862","MAIN KANSAS CITY
, ST 64110
(39.0554, -94.5862)"
"150052572","2015-07-28T00:00:00.000","10:29","2015-07-28T00:00:00.000","10:29",,,"2655","90J","Trespassing","141","GILLHAM RD and E LINWOOD BL","KANSAS CITY","64110","PJ2537","CPD","U","1","ARR","B","M","55","N","39.0689","-94.5778","E GILLHAM BL KANSAS CITY
, RD 64110
(39.0689, -94.5778)"
"150084944","2015-11-24T00:00:00.000","14:12","2015-11-24T00:00:00.000","14:12",,,"799",,"Auto Theft Outside S","635","N BENNINGTON AV and NE PARVIN RD","KANSAS CITY","64161","PC1128","SCP","U","2","VIC","U","U",,"N","39.1704","-94.503","N BENNINGTON AV KANSAS CITY
, NE 64161
(39.1704, -94.503)"
"150077759","2015-10-28T00:00:00.000","10:50","2015-10-27T00:00:00.000","7:30","2015-10-28T00:00:00.000","6:45","690","23H","Stealing All Other","344","BLUE PK and COLORADO AV","KANSAS CITY","64129","PJ4038","EPD","U","1","VIC",,,,"N","39.0317","-94.4975","BLUE KANSAS CITY
, PK 64129
(39.0317, -94.4975)"
"150007560","2015-02-01T00:00:00.000","0:01","2015-02-01T00:00:00.000","0:01",,,"1850","35B","Possession of Drug E","315","SMITH AV and WINNER RD","KANSAS CITY","64129","PJ0874","EPD","U","1","ARR","W","F","36","N","39.1025","-94.5123","SMITH KANSAS CITY
, AV 64129
(39.1025, -94.5123)"
"150092180","2015-12-22T00:00:00.000","22:54","2015-12-22T00:00:00.000","22:54",,,"2100","90D","Driving Under Influe","543","CRYSTAL AV and LONGVIEW RD","KANSAS CITY","64134","PJ7178","SPD","U","1","ARR","B","M","32","N","38.915","-94.5066","CRYSTAL KANSAS CITY
, AV 64134
(38.915, -94.5066)"
"150091459","2015-12-19T00:00:00.000","20:44","2015-12-19T00:00:00.000","20:44","2015-12-19T00:00:00.000","21:35","2601","90Z","Misc Violation","121","INDEPENDENCE AV and PASEO","KANSAS CITY","64106","PJ0561","CPD","N","1","ARR","W","F","23","N","39.1068","-94.5639","INDEPENDENCE KANSAS CITY
, AV 64106
(39.1068, -94.5639)"
"150009053","2015-02-06T00:00:00.000","22:28","2015-02-06T00:00:00.000","22:28",,,"1849","35A","Possession/Sale/Dist","315","BELMONT BL and ST JOHN AV","KANSAS CITY","64123","PJ0311","EPD","U","1","VIC",,,,"N","39.1121","-94.5093","BELMONT KANSAS CITY
, BL 64123
(39.1121, -94.5093)"
