"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","invl_no","involvement","race","sex","age","firearm_used_flag","location_1"
"170087380","2017-10-09T00:00:00.000","18:51","2017-10-09T00:00:00.000","18:51",,,"2402","90C","Disorderly Conduct","112","00  W 10 ST","KANSAS CITY","64106","PJ0865","CPD","U","1","VIC",,,,"N","00 W 10 ST
KANSAS CITY,  64106"
"170025315","2017-04-10T00:00:00.000","16:05","2017-04-10T00:00:00.000","16:05",,,"702","240","Auto Theft","121","INDEPENDENCE AV and VIRGINIA AV","KANSAS CITY","64106","PJ0506","CPD","U","1","SUS","W","M",,"N","INDEPENDENCE AV
KANSAS CITY,  64106"
"170018733","2017-03-16T00:00:00.000","08:05","2017-03-15T00:00:00.000","16:00","2017-03-16T00:00:00.000","07:00","640","23F","Stealing From Auto","231","100  E 69 TE","KANSAS CITY","64113","PJ5239","MPD","U","1","SUS","U","U",,"N","100 E 69
TE KANSAS CITY,  64113"
"170108588","2017-12-31T00:00:00.000","02:02","2017-12-31T00:00:00.000","02:02",,,"2655","90J","Trespassing","115","00  W PERSHING RD","KANSAS CITY","64108","PJ1906","CPD","U","1","ARR","B","M","58","N","00 W PERSHING RD
KANSAS CITY,  64108"
"170004252","2017-01-18T00:00:00.000","00:28","2017-01-18T00:00:00.000","00:28",,,"501","220","Burglary - Residence","313","600  BENTON BL","KANSAS CITY","64123","PJ0684","EPD","U","4","VIC","B","F",,"N","600 BENTON
BL KANSAS CITY,  64123"
"170075638","2017-08-29T00:00:00.000","22:05","2017-08-29T00:00:00.000","22:05",,,"401","13A","Aggravated Assault (","343","3800  CHELSEA AV","KANSAS CITY","64128","PJ3019","EPD","U","1","VIC","W","M","60","N","3800 CHELSEA AV
KANSAS CITY,  64128"
"170098362","2017-11-19T00:00:00.000","22:15","2017-11-19T00:00:00.000","22:15",,,"802","13B","Non Agg Assault Dome","343","5100  E LINWOOD BL","KANSAS CITY","64052","PJ2520","EPD","Y","1","VIC","W","F","27","N","5100 E LINWOOD
BL KANSAS CITY,  64052"
"170053021","2017-06-13T00:00:00.000","17:43","2017-06-13T00:00:00.000","14:30",,,"831","13C","Intimidation","634","N INDIANA AV and NE VIVION RD","KANSAS CITY","64119","PC0861","SCP","U","1","VIC","B","F","31","N","N NE INDIANA AV
KANSAS CITY,  64119"
"170089627","2017-10-18T00:00:00.000","08:12","2017-10-16T00:00:00.000","15:30","2017-10-17T00:00:00.000","18:30","501","220","Burglary - Residence","342","3600  BLUE RIDGE CT","KANSAS CITY","64133","PJ3096","EPD","N","1","SUS","U","U",,"N","3600 BLUE RIDGE CT
KANSAS CITY,  64133"
"170095076","2017-11-07T00:00:00.000","14:21","2017-11-07T00:00:00.000","14:21",,,"801","13B","Non Aggravated Assau","134","E 41 ST and WARWICK BL","KANSAS CITY","64111","PJ3261","CPD","U","1","SUS","B","M","24","N","41 ST
and WARWICK BL KANSAS CITY,  64111"
"170067803","2017-08-02T00:00:00.000","03:08","2017-08-02T00:00:00.000","03:08",,,"1849","35A","Possession/Sale/Dist","334","CHESTNUT AV and SWOPE PK","KANSAS CITY","64130","PJ3880","EPD","U","1","ARR","B","M","20","N","CHESTNUT AV
KANSAS CITY,  64130"
"170062725","2017-07-17T00:00:00.000","17:06","2017-07-17T00:00:00.000","17:06",,,"201","11A","Rape","226","9900  S UNKNOWN ST","KANSAS CITY","66204","PKC000","PD1","N","1","SUS","B","M","35","N","9900 S UNKNOWN ST
KANSAS CITY,  66204"
"170096404","2017-11-12T00:00:00.000","17:04","2017-11-12T00:00:00.000","17:04",,,"2100","90D","Driving Under Influe","115","MCGEE ST and E PERSHING RD","KANSAS CITY","64106","PJ1897","CPD","U","1","ARR","B","F","41","N","E MCGEE ST
KANSAS CITY,  64106"
"170081830","2017-09-19T00:00:00.000","19:48","2017-09-19T00:00:00.000","19:45",,,"302","120","Armed Robbery","141","E 40 ST and KENWOOD AV","KANSAS CITY","64110","PJ3181","CPD","U","2","VIC","W","M",,"Y","40 ST and KENWOOD AV
KANSAS CITY,  64110"
"170018228","2017-03-14T00:00:00.000","09:30","2017-03-14T00:00:00.000","09:24",,,"630","23C","Stealing Shoplifting","544","8700  RAYTOWN RD","KANSAS CITY","64134","PJ6360","SPD","U","1","VIC",,,,"N","8700 RAYTOWN RD
KANSAS CITY,  64134"
"170074192","2017-08-24T00:00:00.000","18:21","2017-08-24T00:00:00.000","18:21",,,"802","13B","Non Agg Assault Dome","121","400  HIGHLAND AV","KANSAS CITY","64109","PJ0407","CPD","Y","1","VIC","B","F","18","N","400 HIGHLAND AV
KANSAS CITY,  64109"
"170068715","2017-08-05T00:00:00.000","11:13","2017-08-05T00:00:00.000","09:30",,,"1701","90Z","Sex Offense -others","545","8700  E 114 TE","KANSAS CITY","64134","PJ7186","SPD","U","1","VIC","W","F","28","N","8700 E 114
TE KANSAS CITY,  64134"
"170033087","2017-05-08T00:00:00.000","11:09","2017-05-08T00:00:00.000","10:50",,,"2655","90J","Trespassing","312","1000  N CAMBRIDGE AV","KANSAS CITY","64120","PJ0071","EPD","U","1","VIC",,,,"N","1000 N CAMBRIDGE AV
KANSAS CITY,  64120"
"170006140","2017-01-25T00:00:00.000","07:36","2017-01-22T00:00:00.000","14:15",,,"630","23C","Stealing Shoplifting","643","8500  N CHURCH RD","KANSAS CITY","99999","PC0282","SCP","U","2","SUS","W","F",,"N","8500 N CHURCH RD
KANSAS CITY,  99999"
"170052000","2017-06-09T00:00:00.000","20:34","2017-06-09T00:00:00.000","20:34",,,"801","13B","Non Aggravated Assau","121","BROOKLYN AV and INDEPENDENCE BL","KANSAS CITY","64124","PJ0569","CPD","U","1","ARR","B","M","38","N","BROOKLYN AV
BL KANSAS CITY,  64124"
"170107689","2017-12-27T00:00:00.000","00:28","2017-12-27T00:00:00.000","00:28",,,"3036","720","Animal Cruelty","224","00  W 63 ST","KANSAS CITY","64130","PJ4872","MPD","U","1","VIC",,,,"N","00 W 63 ST
KANSAS CITY,  64130"
"170060642","2017-07-10T00:00:00.000","16:00","2017-07-10T00:00:00.000","14:00","2017-07-10T00:00:00.000","16:00","702","240","Auto Theft","411","N GRAND AV and NE HARLEM RD","KANSAS CITY","64116","PC1482","NPD","U","1","VIC","W","M","39","N","N NE GRAND AV
KANSAS CITY,  64116"
"170068550","2017-08-04T00:00:00.000","17:30","2017-08-04T00:00:00.000","17:30",,,"630","23C","Stealing Shoplifting","236","8500  STATE LINE RD","KANSAS CITY","64111","PJ6076","MPD","U","1","VIC",,,,"N","8500 STATE LINE RD
KANSAS CITY,  64111"
"170075258","2017-09-14T00:00:00.000","12:43",,,,,"702","240","Auto Theft",,,,"99999",,,"U","1","VIC","B","F","53","N","
,  99999"
"170046369","2017-05-20T00:00:00.000","02:20","2017-05-20T00:00:00.000","01:50",,,"401","13A","Aggravated Assault (","132","E 39 ST and MAIN ST","KANSAS CITY","64111","PJ3053","CPD","N","2","VIC","B","F","33","Y","39 ST and MAIN ST
KANSAS CITY,  64111"
"170064162","2017-07-22T00:00:00.000","20:21","2017-07-22T00:00:00.000","20:15",,,"302","120","Armed Robbery","313","5800  PEERY AV","KANSAS CITY","64127","PJ1160","EPD","U","1","SUS","B","M",,"Y","5800 PEERY AV
KANSAS CITY,  64127"
"170072729","2017-08-19T00:00:00.000","20:00","2017-08-19T00:00:00.000","20:00",,,"840","90Z","Resisting an Officer","344","0  ROYAL WA","KANSAS CITY","63136","PJ3213","EPD","U","1","ARR","W","M","24","N","0 ROYAL
WA KANSAS CITY,  63136"
"170016586","2017-03-07T00:00:00.000","18:06","2017-03-07T00:00:00.000","18:06",,,"2655","90J","Trespassing","999","300  MAPLE ST","HOLT","64124","PCX045","OSPD","U","1","ARR","B","M","38","N","300 MAPLE ST
HOLT,  64124"
"170027374","2017-04-16T00:00:00.000","21:50","2017-04-16T00:00:00.000","21:30",,,"302","120","Armed Robbery","312","E 9 ST and SMITH AV","KANSAS CITY","64124","PJ0944","EPD","U","2","SUS","B","M","35","Y","9 ST and SMITH AV
KANSAS CITY,  64124"
"170105952","2017-12-19T00:00:00.000","13:42","2017-12-19T00:00:00.000","10:00",,,"2602","13C","Bomb Threat/Intimida","322","1900  VAN BRUNT BL","KANSAS CITY","64127","PJ1699","EPD","U","1","VIC",,,,"N","1900 VAN
BRUNT BL KANSAS CITY,  64127"
"170026169","2017-04-12T00:00:00.000","18:13","2017-04-12T00:00:00.000","18:13",,,"1850","35B","Possession of Drug E","132","3800  BROADWAY BL","KANSAS CITY","64111","PJ3045","CPD","U","1","VIC",,,,"N","3800 BROADWAY
BL KANSAS CITY,  64111"
"170080980","2017-09-17T00:00:00.000","01:29","2017-09-17T00:00:00.000","01:29",,,"630","23C","Stealing Shoplifting","343","8900  E US 40 HW","KANSAS CITY","64133","PJ2738","EPD","U","1","VIC",,,,"N","8900 E US
HW KANSAS CITY,  64133"
"170073740","2017-08-23T00:00:00.000","11:45","2017-08-23T00:00:00.000","11:15",,,"801","13B","Non Aggravated Assau","112","2300  GRAND BL","KANSAS CITY","64106","PJ1835","CPD","U","1","SUS","B","M","30","N","2300 GRAND
BL KANSAS CITY,  64106"
"170074395","2017-08-25T00:00:00.000","13:20","2017-08-25T00:00:00.000","13:15",,,"1401","290","Property Damage","333","E 43 ST and MONTGALL AV","KANSAS CITY","64128","PJ3437","EPD","U","1","SUS","B","M","43","N","43 ST and MONTGALL AV
KANSAS CITY,  64128"
"170044116","2017-05-12T00:00:00.000","07:10","2017-05-12T00:00:00.000","06:55","2017-05-12T00:00:00.000","07:10","2655","90J","Trespassing","115","2300  HOLMES ST","KANSAS CITY","64110","PJ1938","CPD","U","1","VIC",,,,"N","2300 HOLMES ST
KANSAS CITY,  64110"
"170072911","2017-08-20T00:00:00.000","14:05","2017-08-20T00:00:00.000","14:00",,,"403","13A","Agg Assault - Domest","123","1700  E 25 ST","KANSAS CITY","64127","PJ2085","CPD","U","1","SUS","B","M","25","N","1700 E 25 ST
KANSAS CITY,  64127"
"170059339","2017-07-05T00:00:00.000","21:29","2017-07-05T00:00:00.000","21:29",,,"840","90Z","Resisting an Officer","144","E 46 ST and PASEO","KANSAS CITY","64110","PJ3641","CPD","U","1","VIC",,,,"N","46 ST
and PASEO KANSAS CITY,  64110"
"170043464","2017-05-09T00:00:00.000","12:20","2017-05-09T00:00:00.000","12:20",,,"2601","90Z","Misc Violation","112","1100  LOCUST ST","KANSAS CITY","64110","PJ1029","CPD","U","1","VIC",,,,"N","1100 LOCUST ST
KANSAS CITY,  64110"
"170025189","2017-04-09T00:00:00.000","07:31","2017-04-09T00:00:00.000","07:24",,,"901","200","Arson","233","8200  PASEO","KCMO","64132","PJ5997","MPD","U","1","SUS","U","U",,"N","8200 PASEO
KCMO,  64132"
"170083857","2017-09-26T00:00:00.000","19:00","2017-01-01T00:00:00.000","00:01","2017-09-21T00:00:00.000","16:00","670","23D","Stealing from Buildi","344","0  ROYAL WA","KANSAS CITY","64133","PJ3213","EPD","U","1","VIC",,,,"N","0 ROYAL
WA KANSAS CITY,  64133"
"170075258","2017-09-14T00:00:00.000","12:43",,,,,"702","240","Auto Theft",,,,"99999",,,"U","1","SUS","B","M","53","N","
,  99999"
"170046966","2017-05-22T00:00:00.000","12:00","2017-05-22T00:00:00.000","12:00",,,"630","23C","Stealing Shoplifting","345","11600  E US 40 HW","KANSAS CITY","64133","PJ3601","EPD","U","1","VIC",,,,"N","11600 E US
HW KANSAS CITY,  64133"
"170070032","2017-08-10T00:00:00.000","09:42","2017-08-09T00:00:00.000","20:00","2017-08-10T00:00:00.000","09:15","640","23F","Stealing From Auto","131","3500  BROADWAY BL","KANSAS CITY","64111","PJ2844","CPD","U","1","VIC","W","M","24","N","3500 BROADWAY
BL KANSAS CITY,  64111"
"170093873","2017-11-03T00:00:00.000","00:25","2017-11-03T00:00:00.000","00:25",,,"2655","90J","Trespassing","533","0  E 110 ST","KANSAS CITY","64114","PJ6932","SPD","U","1","VIC","W","F","31","N","0 E 110 ST
KANSAS CITY,  64114"
"170106406","2017-12-21T00:00:00.000","08:40","2017-12-20T00:00:00.000","07:00",,,"802","13B","Non Agg Assault Dome","231","300  E 68 ST","KANSAS CITY","64131","PJ5108","MPD","U","1","SUS","B","F","31","N","300 E 68 ST
KANSAS CITY,  64131"
"170046990","2017-05-22T00:00:00.000","13:13","2017-05-22T00:00:00.000","13:13",,,"1849","35A","Possession/Sale/Dist","123","1300  HIGHLAND AV","KANSAS CITY","64108","PJ1180","CPD","U","1","VIC",,,,"N","1300 HIGHLAND AV
KANSAS CITY,  64108"
"170101351","2017-12-01T00:00:00.000","23:07","2017-12-01T00:00:00.000","23:07",,,"2402","90C","Disorderly Conduct","641","8300  N CHURCH RD","KANSAS CITY","64157","PC0387","SCP","U","2","VIC",,,,"N","8300 N CHURCH RD
KANSAS CITY,  64157"
"170092444","2017-10-28T00:00:00.000","16:01","2017-10-28T00:00:00.000","15:45",,,"1401","290","Property Damage","423","00  NW BARRY RD","KANSAS CITY","64155","PC0345","NPD","U","1","SUS","W","M",,"N","00 NW BARRY RD
KANSAS CITY,  64155"
"170050048","2017-06-02T00:00:00.000","19:47","2017-06-02T00:00:00.000","19:45",,,"2604","90Z","False Information to",,"5100  BLUE RIDGE CT","KANSAS CITY","64133","PJ4246","MPD","U","1","VIC",,,,"N","5100 BLUE RIDGE CT
KANSAS CITY,  64133"
"170032640","2017-05-06T00:00:00.000","15:34","2017-05-06T00:00:00.000","15:34",,,"501","220","Burglary - Residence","334","4300  INDIANA AV","KANSAS CITY","64128","PJ3525","EPD","U","1","VIC","B","M","43","N","4300 INDIANA AV
KANSAS CITY,  64128"
"170066112","2017-07-27T00:00:00.000","00:15","2017-07-27T00:00:00.000","00:10",,,"802","13B","Non Agg Assault Dome","631","2400  NE 43 ST","KANSAS CITY","64117","PC1185","SCP","Y","1","SUS","W","F","24","N","2400 NE 43 ST
KANSAS CITY,  64117"
"170045141","2017-05-15T00:00:00.000","19:56","2017-05-15T00:00:00.000","19:56",,,"403","13A","Agg Assault - Domest","141","E ARMOUR BL and TROOST AV","KANSAS CITY","64124","PJ2776","CPD","U","1","VIC","W","F","21","N","E ARMOUR BL
KANSAS CITY,  64124"
"170026566","2017-04-14T00:00:00.000","05:15","2017-04-14T00:00:00.000","05:15",,,"2601","90Z","Misc Violation","312","1000  N CAMBRIDGE AV","KANSAS CITY","99999","PJ0071","EPD","U","1","SUS","U","U",,"N","1000 N CAMBRIDGE AV
KANSAS CITY,  99999"
"170060618","2017-07-12T00:00:00.000","17:27","2017-07-12T00:00:00.000","15:03",,,"2601","90Z","Misc Violation","213","8500  BLUE PK W","KANSAS CITY","64138","PJ5085","MPD","U","3","VIC",,,,"N","8500 BLUE PK W
KANSAS CITY,  64138"
"170096898","2017-11-14T00:00:00.000","16:15","2017-11-14T00:00:00.000","16:15",,,"630","23C","Stealing Shoplifting","345","11600  E US 40 HW","KANSAS CITY","64133","PJ3601","EPD","U","1","VIC",,,,"N","11600 E US
HW KANSAS CITY,  64133"
"170020281","2017-03-22T00:00:00.000","03:35","2017-03-22T00:00:00.000","03:35",,,"302","120","Armed Robbery","312","ST JOHN AV and WHEELING AV","KANSAS CITY","64123","PJ0309","EPD","U","2","SUS","W","M",,"Y","ST JOHN AV
KANSAS CITY,  64123"
"170094646","2017-11-06T00:00:00.000","06:30","2017-11-06T00:00:00.000","05:50",,,"302","120","Armed Robbery","232","E 67 ST and PASEO","KANSAS CITY","64130","PJ5086","MPD","U","1","VIC","B","F","35","Y","67 ST
and PASEO KANSAS CITY,  64130"
"170073544","2017-08-22T00:00:00.000","17:09","2017-08-22T00:00:00.000","17:09",,,"901","200","Arson","415","00  NW 79 ST","KANSAS CITY","64151","PC0428","NPD","U","1","VIC","W","M","71","N","00 NW 79 ST
KANSAS CITY,  64151"
"170063270","2017-07-19T00:00:00.000","18:06","2017-07-19T00:00:00.000","15:00","2017-07-19T00:00:00.000","16:00","650","23G","Stealing Auto Parts/",,"E 5TH ST and GRAND BLVD","KANSAS CITY","64111",,,"U","1","SUS","U","U",,"N","E 5TH ST
KANSAS CITY,  64111"
"170058259","2017-07-01T00:00:00.000","23:10","2017-07-01T00:00:00.000","23:05",,,"1401","290","Property Damage","132","00  W LINWOOD BL","KANSAS CITY","64111","PJ2662","CPD","U","1","ARR","W","M","20","N","00 W LINWOOD
BL KANSAS CITY,  64111"
"170057913","2017-06-30T00:00:00.000","16:15","2017-06-30T00:00:00.000","16:15",,,"2655","90J","Trespassing","344","11600  E US 40 HW","KANSAS CITY","64133","PJ3601","EPD","U","1","VIC",,,,"N","11600 E US
HW KANSAS CITY,  64133"
"170014351","2017-02-27T00:00:00.000","02:34","2017-02-27T00:00:00.000","01:30",,,"1850","35B","Possession of Drug E","331","E LINWOOD BL and MERSINGTON AV","KANSAS CITY","64127","PJ2590","EPD","U","1","VIC",,,,"N","E LINWOOD BL
KANSAS CITY,  64127"
"170069673","2017-08-09T00:00:00.000","04:02","2017-08-09T00:00:00.000","04:02",,,"2402","90C","Disorderly Conduct","125","E 31 ST and PASEO","KANSAS CITY","64108","PJ2436","CPD","U","1","ARR","B","M","58","N","31 ST
and PASEO KANSAS CITY,  64108"
"170012794","2017-02-20T00:00:00.000","16:31","2017-02-20T00:00:00.000","16:31",,,"801","13B","Non Aggravated Assau","345","11800  E 59 CI","KANSAS CITY","64133","PJ4896","EPD","U","2","VIC","B","F",,"N","11800 E 59
CI KANSAS CITY,  64133"
"170050769","2017-06-05T00:00:00.000","17:53","2017-06-05T00:00:00.000","17:15",,,"501","220","Burglary - Residence","212","7000  JACKSON AV","KANSAS CITY","64130","PJ5374","MPD","U","1","SUS","U","U",,"N","7000 JACKSON AV
KANSAS CITY,  64130"
"170080890","2017-09-17T00:00:00.000","01:07","2017-09-16T00:00:00.000","16:45",,,"2100","90D","Driving Under Influe","232","E 72 ST and HOLMES RD","KANSAS CITY","64113","PJ5415","MPD","U","1","ARR","B","M","32","N","72 ST and HOLMES RD
KANSAS CITY,  64113"
"170005740","2017-03-27T00:00:00.000","15:00","2017-03-27T00:00:00.000","15:00",,,"1849","35A","Possession/Sale/Dist",,"10100  E 40 HWY","INDEPENDENCE","99999",,,"U","1","VIC",,,,"N","10100 E 40 HWY
INDEPENDENCE,  99999"
"170024608","2017-04-06T00:00:00.000","23:04","2017-04-06T00:00:00.000","10:45","2017-04-06T00:00:00.000","17:37","501","220","Burglary - Residence","213","7800  DONNELLY AV","KANSAS CITY","64129","PJ5693","MPD","U","1","SUS","U","U",,"N","7800 DONNELLY AV
KANSAS CITY,  64129"
"170023272","2017-04-02T00:00:00.000","01:44","2017-04-02T00:00:00.000","01:40",,,"302","120","Armed Robbery","333","4100  AGNES AV","KANSAS CITY","64127","PJ3362","EPD","N","2","VIC","B","F",,"Y","4100 AGNES AV
KANSAS CITY,  64127"
"170108312","2017-12-29T00:00:00.000","19:00","2017-12-29T00:00:00.000","16:30","2017-12-29T00:00:00.000","17:15","702","240","Auto Theft","632","4300  NE CHOUTEAU TR","KANSAS CITY","64117","PC1140","SCP","N","1","VIC","W","F","55","N","4300 NE CHOUTEAU TR
KANSAS CITY,  64117"
"170068886","2017-08-07T00:00:00.000","10:15",,,,,"799",,"Auto Theft Outside S",,,,"99999",,,"U","1","SUS","U","U",,"N","
,  99999"
"170056188","2017-06-24T00:00:00.000","12:30","2017-06-23T00:00:00.000","16:30","2017-06-24T00:00:00.000","08:30","702","240","Auto Theft","111","I 35 HW and I 670 HW","KANSAS CITY","64106","PJ1242","CPD","U","1","SUS","U","U",,"N","670 HW
KANSAS CITY,  64106"
"170033259","2017-05-08T00:00:00.000","21:24","2017-05-08T00:00:00.000","21:00",,,"801","13B","Non Aggravated Assau","131","TERRACE ST and WESTPORT RD","KANSAS CITY","64111","PJ3338","CPD","U","5","SUS","U","U",,"N","TERRACE ST
KANSAS CITY,  64111"
"170096996","2017-11-14T00:00:00.000","23:34","2017-11-14T00:00:00.000","23:34",,,"1849","35A","Possession/Sale/Dist","142","E 40 ST and BROOKLYN AV","KANSAS CITY","64130","PJ3174","CPD","U","1","VIC",,,,"N","40 ST and BROOKLYN AV
KANSAS CITY,  64130"
"170003353","2017-01-14T00:00:00.000","01:11","2017-01-14T00:00:00.000","01:11",,,"401","13A","Aggravated Assault (","133","MAIN ST and WESTPORT RD","KANSAS CITY","64111","PJ3126","CPD","U","1","SUS","U","M","25","N","MAIN ST
KANSAS CITY,  64111"
"170018870","2017-03-12T00:00:00.000","22:50","2017-03-12T00:00:00.000","22:50",,,"2655","90J","Trespassing","121","1900  INDEPENDENCE BL","KANSAS CITY","64123","PJ0544","CPD","U","1","VIC",,,,"N","1900 INDEPENDENCE
BL KANSAS CITY,  64123"
"170001813","2017-01-08T00:00:00.000","04:36","2017-01-08T00:00:00.000","04:32",,,"901","200","Arson","243","7500  OLDHAM RD","KANSAS CITY","64138","PJ5759","MPD","U","1","VIC",,,,"N","7500 OLDHAM RD
KANSAS CITY,  64138
(38.984571, -94.511225)"
"170048502","2017-05-27T00:00:00.000","11:17","2017-05-27T00:00:00.000","11:00",,,"1401","290","Property Damage","333","3700  MONROE AV","KANSAS CITY","64130","PJ3043","EPD","U","1","VIC","B","M",,"N","3700 MONROE AV
KANSAS CITY,  64130"
"170092284","2017-10-27T00:00:00.000","22:06","2017-10-27T00:00:00.000","22:00",,,"1850","35B","Possession of Drug E","132","3700  BROADWAY BL","KANSAS CITY","64111","PJ2968","CPD","U","1","VIC",,,,"N","3700 BROADWAY
BL KANSAS CITY,  64111"
"170010600","2017-02-12T00:00:00.000","00:25","2017-02-12T00:00:00.000","00:01",,,"302","120","Armed Robbery","133","3700  BROADWAY BL","KANSAS CITY","64040","PJ2960","CPD","U","1","SUS","B","M",,"Y","3700 BROADWAY
BL KANSAS CITY,  64040"
"170072857","2017-08-20T00:00:00.000","10:00","2017-08-17T00:00:00.000","19:30",,,"401","13A","Aggravated Assault (","533","HOLMES RD and I 435 HW","KANSAS CITY","64137","PJ6771","SPD","U","1","SUS","U","U",,"N","435 HW
KANSAS CITY,  64137"
"170083293","2017-09-24T00:00:00.000","22:52","2017-09-24T00:00:00.000","22:52",,,"401","13A","Aggravated Assault (","543","E 118 TE and WINCHESTER AV","KANSAS CITY","64134","PJ7267","SPD","U","5","SUS","U","M",,"Y","118 TE and WINCHESTER AV
KANSAS CITY,  64134"
"170075933","2017-08-30T00:00:00.000","20:14","2017-08-30T00:00:00.000","17:00",,,"801","13B","Non Aggravated Assau","542","9500  FREMONT AV","KANSAS CITY","64138","PJ6540","SPD","U","1","SUS","W","M","50","N","9500 FREMONT AV
KANSAS CITY,  64138"
"170021916","2017-03-28T00:00:00.000","07:20","2017-03-28T00:00:00.000","07:20",,,"1849","35A","Possession/Sale/Dist","142","3700  TROOST AV","KANSAS CITY","64110","PJ2994","CPD","U","1","ARR","B","M",,"N","3700 TROOST AV
KANSAS CITY,  64110"
"170049948","2017-06-02T00:00:00.000","14:27","2017-06-02T00:00:00.000","12:30","2017-06-02T00:00:00.000","13:00","640","23F","Stealing From Auto","341","DRURY AV and E TRUMAN RD","KANSAS CITY","64124","PJ1307","EPD","U","1","SUS","U","U",,"N","E DRURY AV
KANSAS CITY,  64124"
"170100540","2017-11-28T00:00:00.000","20:07","2017-11-28T00:00:00.000","20:07",,,"401","13A","Aggravated Assault (","545","8400  E 114 TE","KANSAS CITY","64134","PJ7191","SPD","U","2","SUS","B","M",,"N","8400 E 114
TE KANSAS CITY,  64134"
"170073072","2017-08-21T00:00:00.000","08:30","2017-08-17T00:00:00.000","21:30",,,"2041","90Z","Violation Ex Parte O","231","0  W 70 ST","KANSAS CITY","64113","PJ5264","MPD","U","1","VIC","W","F","32","N","0 W 70 ST
KANSAS CITY,  64113"
"170024561","2017-04-06T00:00:00.000","20:00","2017-04-06T00:00:00.000","19:30",,,"2601","90Z","Misc Violation","634","5200  N ANTIOCH RD","KANSAS CITY","64118","PC0788","SCP","U","1","VIC","B","F","40","N","5200 N ANTIOCH RD
KANSAS CITY,  64118"
"170053211","2017-06-14T00:00:00.000","11:24","2017-06-08T00:00:00.000","16:00","2017-06-10T00:00:00.000","10:00","702","240","Auto Theft","636","NE 48 ST and I 435 HW","KANSAS CITY","64119","PC0918","SCP","U","1","VIC","W","F","70","N","435 HW
KANSAS CITY,  64119"
"170076601","2017-09-02T00:00:00.000","03:08","2017-09-02T00:00:00.000","03:00",,,"690","23H","Stealing All Other","112","E 10 ST and GRAND BL","KANSAS CITY","64106","PJ0869","CPD","U","1","SUS","W","M",,"N","10 ST
and GRAND BL KANSAS CITY,  64106"
"170097332","2017-11-16T00:00:00.000","02:44","2017-11-16T00:00:00.000","02:44",,,"1401","290","Property Damage","115","2300  MCGEE ST","KANSAS CITY","64106","PJ1867","CPD","U","1","VIC",,,,"N","2300 MCGEE ST
KANSAS CITY,  64106"
"170014517","2017-02-27T00:00:00.000","17:42","2017-02-27T00:00:00.000","17:41",,,"2655","90J","Trespassing","122","E 11 ST and PASEO","KANSAS CITY","64106","PJ0985","CPD","N","1","ARR","B","M","20","N","11 ST
and PASEO KANSAS CITY,  64106"
"170006910","2017-01-28T00:00:00.000","02:54","2017-01-28T00:00:00.000","02:45",,,"801","13B","Non Aggravated Assau","112","E 12 ST and MCGEE ST","KANSAS CITY","64106","PJ1022","CPD","U","6","SUS","B","M",,"N","12 ST and MCGEE ST
KANSAS CITY,  64106"
"170015529","2017-03-03T00:00:00.000","13:23","2017-03-03T00:00:00.000","13:20",,,"702","240","Auto Theft","345","11600  E US 40 HWY","KANSAS CITY","64133","PJ3601","EPD","U","1","VIC","W","F","28","N","11600 E US 40 HWY
KANSAS CITY,  64133"
"170023208","2017-04-01T00:00:00.000","19:46","2017-04-01T00:00:00.000","19:46",,,"630","23C","Stealing Shoplifting","231","300  W 75 ST","KANSAS CITY","64131","PJ5662","MPD","U","1","ARR","B","M","55","N","300 W 75 ST
KANSAS CITY,  64131"
"170048261","2017-05-27T00:00:00.000","02:05","2017-05-27T00:00:00.000","02:05",,,"2100","90D","Driving Under Influe","415","NE BARRY RD and N OAK TR","KANSAS CITY","64155","PC0354","NPD","U","1","ARR","W","M","44","N","NE N BARRY RD
KANSAS CITY,  64155"
"170029101","2017-04-23T00:00:00.000","10:00","2017-04-22T00:00:00.000","20:00","2017-04-23T00:00:00.000","02:30","1401","290","Property Damage","131","MERCIER ST and WESTPORT RD","KANSAS CITY","64111","PJ3342","CPD","U","1","VIC","W","M","28","N","MERCIER ST
KANSAS CITY,  64111"
"170026445","2017-04-13T00:00:00.000","17:38","2017-04-09T00:00:00.000","05:00",,,"702","240","Auto Theft","635","5100  N TOPPING AV","KANSAS CITY","64117","PC0848","SCP","U","1","SUS","U","U",,"N","5100 N TOPPING AV
KANSAS CITY,  64117"
"170076951","2017-09-03T00:00:00.000","13:37","2017-09-02T00:00:00.000","22:00","2017-09-03T00:00:00.000","13:00","702","240","Auto Theft","232","7800  MAIN ST","KANSAS CITY","64113","PJ5772","MPD","U","1","VIC","B","M","27","N","7800 MAIN ST
KANSAS CITY,  64113"
"170045694","2017-05-17T00:00:00.000","20:41","2017-05-17T00:00:00.000","20:30",,,"801","13B","Non Aggravated Assau","142","3800  PASEO","KANSAS CITY","64110","PJ3088","CPD","U","1","SUS","B","M","43","N","3800 PASEO
KANSAS CITY,  64110"
"170029463","2017-04-24T00:00:00.000","12:05","2017-04-24T00:00:00.000","12:03",,,"702","240","Auto Theft","311","N CHOUTEAU TR and STILLWELL AV","KANSAS CITY","64120","PJ0016","EPD","U","1","SUS","B","M",,"N","N CHOUTEAU TR
KANSAS CITY,  64120"
