"report_no","report_date","report_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","involvement","race","sex","age","firearmusedflag","location","age_range"
"KC22015791","2022-03-10T04:52:00.000","09:09","2022-03-10T04:52:00.000","04:52","2022-03-10T04:52:00.000","05:00","Stolen Auto","240","Motor Vehicle Theft","123","2100  E 19TH TER","KANSAS CITY","64127","PJ1650","CPD","false","VIC",,,,"false","POINT (-94.557086 39.08901)",
"KC22015909","2022-03-10T17:30:00.000","17:43","2022-03-10T17:30:00.000","17:30","2022-03-10T17:30:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","423","00  NE 93RD ST","KANSAS CITY",,,"NPD","true","ARR CHA SUS","W","M",,"false",,
"KC22015937","2022-03-10T20:20:00.000","20:26","2022-03-10T20:20:00.000","20:20","2022-03-10T20:20:00.000",,"Vehicular - Injury",,,"533","E 104TH ST and HOLMES RD","KANSAS CITY","64131","PJ6771","SPD","false","SUS",,,,"false","POINT (-94.582738 38.939167)",
"KC22016037","2022-03-11T09:20:00.000","09:20","2022-03-11T09:20:00.000","09:20","2022-03-11T09:20:00.000",,"Vehicular - Injury",,,"232","E GREGORY BLVD and HOLMES RD","KANSAS CITY","64131","PJ5388","MPD","false","ARR SUS CHA","W","M","55","false",,"55-64"
"KC22016287","2022-03-11T19:00:00.000","11:27","2022-03-11T19:00:00.000","19:00","2022-03-11T19:00:00.000","11:00","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","532","10300  HILLCREST RD","KANSAS CITY","64137","PJ6785","SPD","false","VIC","B","M","22","false",,"18-24"
"KC22016532","2022-03-13T16:29:00.000","16:29","2022-03-13T16:29:00.000","16:29","2022-03-13T16:29:00.000",,"Recovered Stolen Auto",,,"635","7300  NE PARVIN RD","KANSAS CITY","64117","PC1343","SCP","false","VIC","U","U",,"false","POINT (-94.494638 39.168396)",
"KC22016628","2022-03-14T02:00:00.000","02:05","2022-03-14T02:00:00.000","02:00","2022-03-14T02:00:00.000",,"Vehicular - Non-Injury",,,"212","SNI-A-BAR RD and WYNDALE CT","KANSAS CITY","64129",,"MPD","false","INA VDR","B","M","33","false",,"25-34"
"KC22016673","2022-03-09T14:50:00.000","09:39","2022-03-09T14:50:00.000","14:50","2022-03-09T14:50:00.000","16:42","Stealing - Other","23H","All Other Larceny","414","7000  N ANITA AVE","KANSAS CITY","64151","PP0576","NPD","false","VIC","U","F","53","false",,"45-54"
"KC22016816","2022-03-14T16:30:00.000","14:16","2022-03-14T16:30:00.000","16:30","2022-03-14T16:30:00.000",,"Stealing - Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC22016996","2022-03-15T12:25:00.000","12:25","2022-03-15T12:25:00.000","12:25","2022-03-15T12:25:00.000",,"Dead Body",,,"241","6300  WOODLAND AVE","KANSAS CITY","64132","PJ4990","MPD","false","VIC","B","F","61","false",,"55-64"
"KC22017095","2022-03-15T19:09:00.000","18:49","2022-03-15T19:09:00.000","19:09","2022-03-15T19:09:00.000",,"Stealing - Other","23H","All Other Larceny","423","300  NE 94TH ST","KANSAS CITY","64155","PC0264","NPD","false","VIC","B","F","28","false",,"25-34"
"KC22017187","2022-03-16T08:05:00.000","08:05","2022-03-16T08:05:00.000","08:05","2022-03-16T08:05:00.000",,"Vehicular - Injury",,,"533","W 103RD ST and STATE LINE RD","KANSAS CITY","64114",,"SPD","false","SUS",,,,"false",,
"KC22017227","2022-03-02T15:00:00.000","09:44","2022-03-02T15:00:00.000","15:00","2022-03-02T15:00:00.000","09:00","Stealing - Other","290","Vandalism/Destruction of Property","631","4100  N ANTIOCH RD","KANSAS CITY","64116","PC1225","SCP","false","VIC",,,,"false",,
"KC22017373","2022-03-16T20:02:00.000","20:02","2022-03-16T20:02:00.000","20:02","2022-03-16T20:02:00.000","20:02","Stealing - Shoplift","23C","Shoplifting","535","1700  W 133RD ST","KANSAS CITY","64145","PJ7404","SPD","false","CHA SUS","B","F","20","false","POINT (-94.605082 38.886579)","18-24"
"KC22017502","2022-03-17T11:54:00.000","11:54","2022-03-17T11:54:00.000","11:54","2022-03-17T11:54:00.000","11:54","Stealing - Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC22017650","2022-03-17T18:15:00.000","21:02","2022-03-17T18:15:00.000","18:15","2022-03-17T18:15:00.000",,"Violation of Ex-Parte Order of Protection",,,"999","6800  ORVILLE AVE","KANSAS CITY","66102",,"OSPD","false","SUS","B","F","45","false",,"45-54"
"KC22017842","2022-03-18T16:19:00.000","16:19","2022-03-18T16:19:00.000","16:19","2022-03-18T16:19:00.000",,"Outside State Warrant Arrest",,,"112","00  W 10TH ST","KANSAS CITY","64105","PJ0865","CPD","false","ARR CHA SUS","W","M","37","false",,"35-44"
"KC22017899","2022-03-18T21:19:00.000","20:19","2022-03-18T21:19:00.000","21:19","2022-03-18T21:19:00.000",,"Stolen Auto","200","Arson","323","E 25TH ST and PROSPECT AVE","KANSAS CITY","64127","PJ2042","EPD","false","CMP VIC A02","W","M","36","false",,"35-44"
"KC22017954","2022-03-19T00:01:00.000","05:22","2022-03-19T00:01:00.000","00:01","2022-03-19T00:01:00.000",,"Stolen Auto","240","Motor Vehicle Theft","231","6800  EDGEVALE RD","KANSAS CITY","64113","PJ5185","MPD","false","VIC","W","M","63","false","POINT (-94.589983 39.005598)","55-64"
"KC22018228","2022-03-20T10:45:00.000","11:01","2022-03-20T10:45:00.000","10:45","2022-03-20T10:45:00.000",,"Assault (Non-Aggravated)","13B","Simple Assault","632","2700  NE 42ND ST","KANSAS CITY","64116",,"SCP","false","VIC","W","M","33","false",,"25-34"
"KC22018242","2022-03-20T01:00:00.000","12:24","2022-03-20T01:00:00.000","01:00","2022-03-20T01:00:00.000","07:00","Stolen Auto","240","Motor Vehicle Theft","133","E 41ST ST and WARWICK BLVD","KANSAS CITY","64111","PJ3264","CPD","false","VIC","W","M","55","false",,"55-64"
"KC22018434","2022-03-14T12:00:00.000","10:34","2022-03-14T12:00:00.000","12:00","2022-03-14T12:00:00.000","17:00","Stealing - Other","23H","All Other Larceny","234","8900  MAIN ST","KANSAS CITY","64114","PJ6261","MPD","false","VIC",,,,"false",,
"KC22018507","2022-03-21T13:00:00.000","13:25","2022-03-21T13:00:00.000","13:00","2022-03-21T13:00:00.000",,"Stealing - Shoplift","23C","Shoplifting","234","8600  WARD PKWY","KANSAS CITY","64114","PJ6174","MPD","false","VIC",,,,"false","POINT (-94.605532 38.971886)",
"KC22018622","2022-03-21T21:16:00.000","21:16","2022-03-21T21:16:00.000","21:16","2022-03-21T21:16:00.000",,"Outside State Warrant Arrest",,,"141","3100  CAMPBELL ST","KANSAS CITY","64109","PJ2535","CPD","false","SUS","B","M","24","false","POINT (-94.573937 39.070322)","18-24"
"KC22018788","2022-03-21T12:00:00.000","16:45","2022-03-21T12:00:00.000","12:00","2022-03-21T12:00:00.000","15:45","Loss",,,"112","300  E 12TH ST","KANSAS CITY","64106","PJ1026","CPD","false","VIC","I","M","33","false","POINT (-94.57946 39.09981)","25-34"
"KC22019030","2022-03-23T12:38:00.000","12:48","2022-03-23T12:38:00.000","12:38","2022-03-23T12:38:00.000",,"Stealing - Shoplift","23C","Shoplifting","234","8600  WARD PKWY","KANSAS CITY","64114","PJ6174","MPD","false","VIC",,,,"false","POINT (-94.605532 38.971886)",
"KC22019065","2022-03-23T15:00:00.000","08:30","2022-03-23T15:00:00.000","15:00","2022-03-23T15:00:00.000",,"Miscellaneous Investigation",,,"415","7900  N HICKORY ST","KANSAS CITY","64118","PC0431","NPD","false","SUS",,"M","21","false",,"18-24"
"KC22019149","2022-03-24T07:45:00.000","07:58","2022-03-24T07:45:00.000","07:45","2022-03-24T07:45:00.000",,"Trespass of Real Property","90J","Trespass of Real Property","113","1200  MAIN ST","KANSAS CITY","64108",,"CPD","false","ARR CHA SUS","B","M","67","false",,"65-74"
"KC22019170","2022-03-24T08:00:00.000","08:27","2022-03-24T08:00:00.000","08:00","2022-03-24T08:00:00.000",,"Dead Body",,,"334","BLUE PKWY and ELMWOOD AVE","KANSAS CITY","64130","PJ4002","EPD","false","VIC DEC","B","F","87","false",,"75+"
"KC22019224","2022-03-01T12:00:00.000","12:31","2022-03-01T12:00:00.000","12:00","2022-03-01T12:00:00.000",,"Abuse of a Child","13B","Simple Assault","242","7100  PASEO","KANSAS CITY","64132","PJ5409","MPD","false","VIC","B","M",,"false","POINT (-94.564541 38.998102)",
"KC22019452","2022-03-11T01:00:00.000","10:03","2022-03-11T01:00:00.000","01:00","2022-03-11T01:00:00.000",,"Invasion of Privacy",,,"111","1800  VINE","KANSAS CITY","64108",,"CPD","false","SUS","B","M",,"false","POINT (-94.563365 39.091121)",
"KC22019671","2022-03-26T05:55:00.000","10:14","2022-03-26T05:55:00.000","05:55","2022-03-26T05:55:00.000",,"Interdiction",,,"112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","false","SUS","W","M","34","false","POINT (-94.577328 39.10091)","25-34"
"KC22019735","2022-03-26T15:54:00.000","13:36","2022-03-26T15:54:00.000","15:54","2022-03-26T15:54:00.000",,"Burglary (Residential)","220","Burglary/Breaking and Entering","545","11000  SPRING VALLEY RD","KANSAS CITY","64134","PJ7026","SPD","false","VIC","W","M","63","false",,"55-64"
"KC22019825","2022-03-27T03:00:00.000","22:53","2022-03-27T03:00:00.000","03:00","2022-03-27T03:00:00.000",,"Property Damage","290","Vandalism/Destruction of Property","133","500  WESTPORT RD","KANSAS CITY","64111","PJ3218","CPD","false","VIC",,,,"false","POINT (-94.591604 39.052764)",
"KC22019917","2022-03-27T12:30:00.000","15:55","2022-03-27T12:30:00.000","12:30","2022-03-27T12:30:00.000","14:30","Stolen Auto","240","Motor Vehicle Theft","113","E 13TH ST and MCGEE ST","KANSAS CITY","64106","PJ1094","CPD","false","VIC","W","M","38","false",,"35-44"
"KC22019994","2022-03-28T00:06:00.000","00:06","2022-03-28T00:06:00.000","00:06","2022-03-28T00:06:00.000",,"Alcohol Influence Report",,,"212","S 435 HWY and 350 HWY","KANSAS CITY","64133",,"MPD","false","CHA SUS","W","F","22","false",,"18-24"
"KC22020210","2022-03-01T05:00:00.000","18:04","2022-03-01T05:00:00.000","05:00","2022-03-01T05:00:00.000",,"Loss",,,"112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","false","VIC",,,,"false","POINT (-94.577328 39.10091)",
"KC22020420","2022-03-26T13:45:00.000","16:12","2022-03-26T13:45:00.000","13:45","2022-03-26T13:45:00.000","14:00","Stealing - Shoplift","23C","Shoplifting","641","8300  N BOOTH AVE","KANSAS CITY","64158","PC0406","SCP","false","VIC",,,,"false",,
"KC22020547","2022-03-30T06:44:00.000","06:44","2022-03-30T06:44:00.000","06:44","2022-03-30T06:44:00.000",,"Rape","11A","Forcible Rape","112","11TH ST and OAK ST","KANSAS CITY","64101",,"CPD","false","VIC","B","F","35","false","POINT (-94.578484 39.100957)","35-44"
"KC22020797","2022-03-30T16:30:00.000","07:59","2022-03-30T16:30:00.000","16:30","2022-03-30T16:30:00.000","07:00","Stealing - Other","23H","All Other Larceny","312","6800  ST. JOHN AVE","KANSAS CITY","64120","PJ0395","EPD","false","VIC",,,,"false",,
"KC22020891","2022-03-31T14:37:00.000","14:37","2022-03-31T14:37:00.000","14:37","2022-03-31T14:37:00.000",,"Robbery (Business)","120","Robbery","213","5100  BLUE RIDGE CTOF","KANSAS CITY","64129","PJ4246","MPD","false","SUS","B","M",,"true",,
"KC22021019","2022-03-30T14:20:00.000","21:47","2022-03-30T14:20:00.000","14:20","2022-03-30T14:20:00.000","14:25","Assault (Non-Aggravated)","13B","Simple Assault","414","NW 71ST ST W and N OVERLAND ST S","KANSAS CITY",,,"NPD","false","SUS","B","M",,"false",,
"KC22021098","2022-04-01T09:44:00.000","09:44","2022-04-01T09:44:00.000","09:44","2022-04-01T09:44:00.000",,"Outside State Warrant Arrest",,,"121","2300  E RESERVOIR DR","KANSAS CITY","64106",,"CPD","false","ARR CHA SUS","W","M","41","false",,"35-44"
"KC22021176","2022-04-01T15:22:00.000","15:22","2022-04-01T15:22:00.000","15:22","2022-04-01T15:22:00.000","16:00","Vehicular - Injury",,,"121","E FRONT ST and I 35 HWY","KANSAS CITY","64120","PJ0143","CPD","false","SUS",,,,"false",,
"KC22021261","2022-03-05T00:00:00.000","13:30","2022-03-05T00:00:00.000","00:00","2022-03-05T00:00:00.000","23:59","Unfounded",,,"534","11600  HICKMAN MILLS DR","KANSAS CITY","64137","PJ7216","SPD","false","SUS","U","M",,"false",,
"KC22021737","2022-04-04T07:44:00.000","07:44","2022-04-04T07:44:00.000","07:44","2022-04-04T07:44:00.000",,"OCR - Vehicular Non-Injury",,,"415","NW BARRY RD and N US 169 HWY N","KANSAS CITY","64155","PC0408","NPD","false","SUS",,,,"false",,
"KC22021946","2022-04-05T01:40:00.000","21:57","2022-04-05T01:40:00.000","01:40","2022-04-05T01:40:00.000",,"Assault (Non-Aggravated)","13B","Simple Assault","241","2300  E MEYER BLVD","KANSAS CITY","64132","PJ4990","MPD","false","SUS",,,,"false",,
"KC22022154","2022-04-05T20:25:00.000","20:25","2022-04-05T20:25:00.000","20:25","2022-04-05T20:25:00.000",,"Stealing - Shoplift","23C","Shoplifting","535","13200  STATE LINE RD","KANSAS CITY","64134","PJ7404","SPD","false","SUS","W","F",,"false",,
"KC22022313","2022-04-06T14:12:00.000","14:12","2022-04-06T14:12:00.000","14:12","2022-04-06T14:12:00.000",,"Vehicular - Non-Injury",,,"532","I 435 HWY NE and US 71 HWY N","KANSAS CITY","64137","PJ6773","SPD","false","SUS",,,,"false",,
"KC22022597","2022-04-07T16:36:00.000","16:36","2022-04-07T16:36:00.000","16:36","2022-04-07T16:36:00.000",,"Assault (Non-Aggravated)","13B","Simple Assault","241","2300  E 63RD ST","KANSAS CITY","64132","PJ4990","MPD","false","VIC","W","F","25","false",,"25-34"
"KC22022930","2022-04-08T08:30:00.000","01:02","2022-04-08T08:30:00.000","08:30","2022-04-08T08:30:00.000","23:30","Stolen Auto","240","Motor Vehicle Theft","113","1200  WALNUT ST","KANSAS CITY","64106","PJ1089","CPD","false","SUS",,"F","45","false",,"45-54"
"KC22023282","2022-04-10T14:45:00.000","15:16","2022-04-10T14:45:00.000","14:45","2022-04-10T14:45:00.000",,"Assault (Non-Aggravated)","13B","Simple Assault","241","2300  E MEYER BLVD","KANSAS CITY","64132","PJ4990","MPD","false","VIC","B","M",,"false",,
"KC22023371","2022-04-10T20:40:00.000","18:46","2022-04-10T20:40:00.000","20:40","2022-04-10T20:40:00.000",,"City/Municipal Warrant Arrest",,,"999","00  S WATER ST","LIBERTY","64068",,"OSPD","false","ARR CHA SUS","B","M","26","false",,"25-34"
"KC22023411","2022-04-11T03:54:00.000","03:54","2022-04-11T03:54:00.000","03:54","2022-04-11T03:54:00.000","05:00","Robbery (Armed Street)","120","Robbery","343","E 30TH TER and VAN BRUNT BLVD","KANSAS CITY","64128","PJ2483","EPD","false","SUS","B","M",,"true",,
"KC22023543","2022-04-11T15:51:00.000","15:51","2022-04-11T15:51:00.000","15:51","2022-04-11T15:51:00.000",,"Assault (Aggravated)","13A","Aggravated Assault","125","E LINWOOD BLVD and BRUCE R WATKINS DR N","KANSAS CITY",,"PJ2555","CPD","false","VIC","W","M","35","false",,"35-44"
"KC22023670","2022-04-12T03:54:00.000","03:53","2022-04-12T03:54:00.000","03:54","2022-04-12T03:54:00.000",,"Assault (Aggravated)","13A","Aggravated Assault","332","E LINWOOD BLVD and BENTON BLVD","KANSAS CITY","64128","PJ2661","EPD","false","CMP VIC","B","M","50","true",,"45-54"
"KC22023903","2022-04-12T22:30:00.000","22:54","2022-04-12T22:30:00.000","22:30","2022-04-12T22:30:00.000",,"Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","221","0  E 54TH ST","KANSAS CITY","64112","PJ4277","MPD","false","SUS","U","U",,"false",,
"KC22024117","2022-04-13T18:50:00.000","13:21","2022-04-13T18:50:00.000","18:50","2022-04-13T18:50:00.000",,"Embezzlement","270","Embezzlement","213","5100  BLUE RIDGE CTOF","KANSAS CITY","64129","PJ4246","MPD","false","SUS","B","F","34","false",,"25-34"
"KC22024149","2022-04-13T19:49:00.000","19:49","2022-04-13T19:49:00.000","19:49","2022-04-13T19:49:00.000",,"Harassment / Intimidation - Domestic Violence","13C","Intimidation","331","2700  INDIANA AVE","KANSAS CITY","64127","PJ2264","EPD","false","VIC","B","F","42","false",,"35-44"
"KC22024229","2022-04-13T21:00:00.000","09:53","2022-04-13T21:00:00.000","21:00","2022-04-13T21:00:00.000","09:40","Stolen Auto","240","Motor Vehicle Theft","634","5400  N BALES TER","KANSAS CITY","64119","PC0737","SCP","false","VIC","W","F","60","false","POINT (-94.537431 39.191688)","55-64"
"KC22024239","2022-04-11T08:57:00.000","10:27","2022-04-11T08:57:00.000","08:57","2022-04-11T08:57:00.000","09:16","Stealing - Shoplift","23C","Shoplifting","422","3700  NW 90TH ST","KANSAS CITY","64154","PP0281","NPD","false","SUS","W","F","35","false","POINT (-94.615416 39.25597)","35-44"
"KC22024584","2022-04-15T17:23:00.000","17:23","2022-04-15T17:23:00.000","17:23","2022-04-15T17:23:00.000",,"Vehicular - Non-Injury",,,"342","23RD TRFY and I 435 HIGHWAY RAMP","KANSAS CITY",,,"EPD","false","SUS",,,,"false",,
"KC22024838","2022-04-16T21:04:00.000","17:02","2022-04-16T21:04:00.000","21:04","2022-04-16T21:04:00.000",,"Stealing - Shoplift","23C","Shoplifting","134","200  W 47TH ST","KANSAS CITY","64112",,"CPD","false","VIC",,,,"false","POINT (-94.589683 39.042303)",
"KC22024867","2022-04-16T23:25:00.000","23:27","2022-04-16T23:25:00.000","23:25","2022-04-16T23:25:00.000",,"Vehicular - Non-Injury",,,"222","E 55TH ST and EUCLID AVE","KANSAS CITY","64130","PJ4359","MPD","false","SUS",,,,"false",,
"KC22025079","2022-04-18T07:50:00.000","05:33","2022-04-18T07:50:00.000","07:50","2022-04-18T07:50:00.000",,"Recovered Stolen Auto",,,"999","13300  S US 71 HWY","GRANDVIEW",,,"OSPD","false","VIC","U","U",,"false",,
"KC22025086","2022-04-07T09:22:00.000","09:17","2022-04-07T09:22:00.000","09:22","2022-04-07T09:22:00.000",,"Identity Theft","26F","Identity Theft","423","200  NW 96TH ST","KANSAS CITY","64155",,"NPD","false","VIC","W","M","32","false",,"25-34"
"KC22025585","2022-04-19T22:29:00.000","22:29","2022-04-19T22:29:00.000","22:29","2022-04-19T22:29:00.000",,"State Warrant Arrest",,,"132","200  W 38TH ST","KANSAS CITY","64111","PJ3049","CPD","false","ARR SUS","B","M","35","false",,"35-44"
"KC22026464","2022-04-23T11:30:00.000","12:05","2022-04-23T11:30:00.000","11:30","2022-04-23T11:30:00.000",,"Stealing - Shoplift","23C","Shoplifting","634","3500  NE VIVION RD","KANSAS CITY","64119","PC0816","SCP","false","VIC",,,,"false","POINT (-94.538709 39.188058)",
"KC22026608","2022-04-24T03:30:00.000","03:54","2022-04-24T03:30:00.000","03:30","2022-04-24T03:30:00.000",,"Suicide",,,"113","1900  MAIN ST","KANSAS CITY","64108","PJ1618","CPD","false","VIC","B","M","26","false","POINT (-94.583658 39.090153)","25-34"
"KC22027012","2022-04-25T17:00:00.000","17:00","2022-04-25T17:00:00.000","17:00","2022-04-25T17:00:00.000","17:00","Felon/Prohibited Person in Possession of a Firearm/Ammunition/Body Armor","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC22027252","2022-04-26T17:40:00.000","17:40","2022-04-26T17:40:00.000","17:40","2022-04-26T17:40:00.000",,"Vehicular - Non-Injury",,,"532","E 102ND ST and BLUE RIDGE BLVD","KANSAS CITY","64134","PJ6722","SPD","false","SUS",,,,"false",,
"KC22027460","2022-04-27T10:30:00.000","13:26","2022-04-27T10:30:00.000","10:30","2022-04-27T10:30:00.000",,"Sexual Misconduct","90Z","All Other Offenses","231","6300  BROOKSIDE BLVD","KANSAS CITY","64113",,"MPD","false","SUS","B","M",,"false","POINT (-94.591487 39.014029)",
"KC22027494","2022-04-27T16:24:00.000","07:18","2022-04-27T16:24:00.000","16:24","2022-04-27T16:24:00.000",,"Recovered Stolen Auto",,,"342","2300  TOPPING AVE","KANSAS CITY","64127","PJ2006","EPD","false","VIC",,"M","52","false",,"45-54"
"KC22027582","2022-04-27T21:35:00.000","21:35","2022-04-27T21:35:00.000","21:35","2022-04-27T21:35:00.000",,"Recovered Stolen Auto",,,"322","E 19TH ST and LISTER AVE","KANSAS CITY","64127","PJ1667","EPD","false","SUS","W","M",,"false",,
"KC22027910","2022-04-29T07:23:00.000","07:23","2022-04-29T07:23:00.000","07:23","2022-04-29T07:23:00.000",,"Vehicular - Non-Injury",,,"112","E I 70 HWY E and CHARLOTTE ST","KANSAS CITY","64106","PJ0662","CPD","false","SUS",,,,"false",,
"KC22028089","2022-04-29T19:00:00.000","19:17","2022-04-29T19:00:00.000","19:00","2022-04-29T19:00:00.000","19:00","Stealing - Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
