"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","invl_no","involvement","race","sex","age","firearm_used_flag","location"
"180060036","2018-08-06T00:00:00.000","18:52","2018-08-03T00:00:00.000","19:30",,,"702","240","Auto Theft","243","E 87 ST and I 435 HW","KANSAS CITY","64138","PJ6215","MPD","U","1","SUS","U","U",,"N","435 HW
KANSAS CITY,  64138"
"180056342","2018-07-24T00:00:00.000","15:22","2018-07-24T00:00:00.000","15:22",,,"670","23D","Stealing from Buildi","211","3100  E 49 ST","KANSAS CITY","64130","PJ3916","MPD","U","1","VIC","B","M","37","N","3100 E 49 ST
KANSAS CITY,  64130
(39.0372, -94.548776)"
"180059724","2018-08-05T00:00:00.000","18:47","2018-08-03T00:00:00.000","12:00","2018-08-05T00:00:00.000","15:40","640","23F","Stealing From Auto","412","5300  N SUMMIT ST","KANSAS CITY","64118","PC0659","NPD","U","1","VIC",,,,"N","5300 N SUMMIT ST
KANSAS CITY,  64118"
"180060439","2018-08-07T00:00:00.000","23:10","2018-08-07T00:00:00.000","23:10",,,"801","13B","Non Aggravated Assau","131","1700  W 39 ST","KANSAS CITY","64111","PJ3021","CPD","U","1","VIC",,,,"N","1700 W 39 ST
KANSAS CITY,  64111
(39.05727, -94.605262)"
"180060965","2018-08-09T00:00:00.000","17:19","2018-08-08T00:00:00.000","20:00","2018-08-09T00:00:00.000","05:00","640","23F","Stealing From Auto","315","500  LAWNDALE AV","KANSAS CITY","64123","PJ0655","EPD","N","1","VIC","W","F","19","N","500 LAWNDALE AV
KANSAS CITY,  64123
(39.106797, -94.515533)"
"180061732","2018-08-12T00:00:00.000","13:16","2018-08-12T00:00:00.000","12:30",,,"840","90Z","Resisting an Officer","115","3100  TROOST AV","KANSAS CITY","64109","PJ2539","CPD","U","1","ARR","B","M","43","N","3100 TROOST AV
KANSAS CITY,  64109
(39.070268, -94.571333)"
"180053842","2018-07-15T00:00:00.000","16:47","2018-07-15T00:00:00.000","16:47",,,"2655","90J","Trespassing","236","W 63 ST and BROOKSIDE BL","KANSAS CITY","64114","PJ4861","MPD","U","1","VIC",,,,"N","63 ST
and BROOKSIDE BL KANSAS CITY,  64114"
"180052904","2018-07-12T00:00:00.000","09:43","2018-03-12T00:00:00.000","08:00","2018-07-12T00:00:00.000","06:30","670","23D","Stealing from Buildi","333","3700  MERSINGTON AV","KANSAS CITY","64130","PJ3044","EPD","U","1","VIC",,,,"N","3700 MERSINGTON AV
KANSAS CITY,  64130"
"180052534","2018-07-10T00:00:00.000","21:31","2018-07-10T00:00:00.000","21:31",,,"1849","35A","Possession/Sale/Dist","232","E 73 ST and TROOST AV","KANSAS CITY","64131","PJ5483","MPD","U","1","VIC",,,,"N","73 ST and TROOST AV
KANSAS CITY,  64131"
"180012754","2018-02-21T00:00:00.000","13:00","2012-05-05T00:00:00.000","00:01","2017-07-08T00:00:00.000","00:01","1120","26A","Fraud/Confidence Gam",,"00  W 9TH ST STE 200","KANSAS CITY","64105",,,"U","1","SUS","U","U",,"N","00 W 9TH ST
KANSAS CITY,  64105"
"180036326","2018-05-15T00:00:00.000","11:10","2018-05-15T00:00:00.000","11:10",,,"1120","26A","Fraud/Confidence Gam","345","11600  E US 40 HW","KANSAS CITY","64133","PJ3601","EPD","U","1","ARR","W","F","24","N","11600 E US
HW KANSAS CITY,  64133"
"180036944","2018-05-17T00:00:00.000","11:41","2018-05-11T00:00:00.000","12:00","2018-05-17T00:00:00.000","11:00","1401","290","Property Damage","221","4700  OAK ST","KANSAS CITY","64110","PJ3774","MPD","U","1","SUS","U","U",,"N","4700 OAK ST
KANSAS CITY,  64110"
"180038666","2018-05-23T00:00:00.000","12:36","2018-05-13T00:00:00.000","15:53",,,"1201","270","Embezzlement","634","5300  N CHOUTEAU TR","KANSAS CITY","64118","PC0788","SCP","U","1","VIC",,,,"N","5300 N CHOUTEAU TR
KANSAS CITY,  64118"
"180038046","2018-05-21T00:00:00.000","13:36","2018-05-20T00:00:00.000","22:00","2018-05-21T00:00:00.000","10:00","1401","290","Property Damage","133","E 41 ST and OAK ST","KANSAS CITY","64112","PJ3267","CPD","U","1","VIC","W","F","54","N","41 ST and OAK ST
KANSAS CITY,  64112
(39.052903, -94.581663)"
"180039459","2018-05-25T00:00:00.000","21:13","2018-05-25T00:00:00.000","21:13",,,"840","90Z","Resisting an Officer","231","7700  WALNUT ST","KANSAS CITY","64114","PJ5731","MPD","U","1","SUS","W","M","30","N","7700 WALNUT ST
KANSAS CITY,  64114
(38.988237, -94.588556)"
"180038096","2018-05-21T00:00:00.000","16:32","2018-05-21T00:00:00.000","08:30","2018-05-21T00:00:00.000","09:00","702","240","Auto Theft","223","3300  E 59 ST","KANSAS CITY","64130","PJ4670","MPD","U","1","SUS","U","U",,"N","3300 E 59 ST
KANSAS CITY,  64130
(39.018999, -94.547349)"
"180036931","2018-05-17T00:00:00.000","10:46","2018-05-08T00:00:00.000","02:00",,,"702","240","Auto Theft","343","5100  E LINWOOD BL","KANSAS CITY","64128","PJ2520","EPD","U","2","VIC","W","F","72","N","5100 E LINWOOD
BL KANSAS CITY,  64128
(39.069377, -94.523636)"
"180039233","2018-05-25T00:00:00.000","09:46","2018-05-25T00:00:00.000","09:45",,,"1001","250","Forgery","315","5700  INDEPENDENCE AV","KANSAS CITY","64124","PJ0661","EPD","U","1","SUS","W","F","36","N","5700 INDEPENDENCE AV
KANSAS CITY,  64124"
"180038734","2018-05-23T00:00:00.000","16:05","2018-05-23T00:00:00.000","16:04",,,"630","23C","Stealing Shoplifting","345","11600  E US 40 HW","KANSAS CITY","64133","PJ3601","EPD","U","1","VIC",,,,"N","11600 E US
HW KANSAS CITY,  64133"
"180039057","2018-05-24T00:00:00.000","16:37","2018-05-24T00:00:00.000","16:30",,,"640","23F","Stealing From Auto","123","2700  TROOST AV","KANSAS CITY","64109","PJ2224","CPD","U","1","VIC","W","F","78","N","2700 TROOST AV
KANSAS CITY,  64109
(39.077733, -94.570963)"
"180039329","2018-05-25T00:00:00.000","14:16","2018-05-25T00:00:00.000","14:10","2018-05-25T00:00:00.000","14:20","640","23F","Stealing From Auto","643","8500  N CHURCH RD","KANSAS CITY","64157","PC0358","SCP","U","1","SUS","W","M",,"N","8500 N CHURCH RD
KANSAS CITY,  64157
(39.246042, -94.458722)"
"180039639","2018-05-26T00:00:00.000","16:08","2018-05-26T00:00:00.000","16:08","2018-05-26T00:00:00.000","16:30","501","220","Burglary - Residence","545","8600  RUSKIN WA","KANSAS CITY","64134","PJ7147","SPD","U","2","SUS","B","M",,"N","8600 RUSKIN
WA KANSAS CITY,  64134
(38.919123, -94.492037)"
"180039538","2018-05-26T00:00:00.000","07:22","2018-05-26T00:00:00.000","07:11",,,"1401","290","Property Damage","222","5100  MICHIGAN AV","KANSAS CITY","64130","PJ4122","MPD","N","1","SUS","B","M","37","N","5100 MICHIGAN AV
KANSAS CITY,  64130
(39.033941, -94.562902)"
"180039088","2018-05-24T00:00:00.000","18:51","2018-05-24T00:00:00.000","08:30","2018-05-24T00:00:00.000","18:45","501","220","Burglary - Residence","544","9500  BOOTH AV","KANSAS CITY","64134","PJ6569","SPD","U","1","SUS","U","U",,"N","9500 BOOTH AV
KANSAS CITY,  64134
(38.951618, -94.489952)"
"180037463","2018-05-19T00:00:00.000","04:14","2018-05-19T00:00:00.000","03:00",,,"301","120","Strong Arm Robbery","333","E 41 ST and CLEVELAND AV","KANSAS CITY","64130","PJ3293","EPD","U","1","VIC","B","M","33","N","41 ST and CLEVELAND AV
KANSAS CITY,  64130
(39.051386, -94.539951)"
"180039103","2018-05-24T00:00:00.000","19:45","2018-05-24T00:00:00.000","19:45",,,"101","09A","HOMICIDE/Non Neglige","415","8000  N THOMAS MEYERS DR","KANSAS CITY","64118","PC0388","NPD","U","1","VIC","B","M",,"Y","8000 N THOMAS MEYERS DR
KANSAS CITY,  64118
(39.238315, -94.590731)"
"180037883","2018-05-20T00:00:00.000","21:49","2018-05-20T00:00:00.000","21:49",,,"302","120","Armed Robbery","333","E 38 ST and CLEVELAND AV","KANSAS CITY","64128","PJ3043","EPD","U","3","SUS","B","M",,"Y","38 ST and CLEVELAND AV
KANSAS CITY,  64128"
"180039544","2018-05-26T00:00:00.000","07:23","2018-05-26T00:00:00.000","03:00",,,"802","13B","Non Agg Assault Dome","144","E 9 ST and BROOKLYN AV","KANSAS CITY","64109","PJ0841","CPD","N","1","VIC","W","F","45","N","9 ST and BROOKLYN AV
KANSAS CITY,  64109"
"180036659","2018-05-16T00:00:00.000","11:01","2018-05-08T00:00:00.000","17:30","2018-05-08T00:00:00.000","21:17","502","220","Burglary - Non Resid","134","600  W 47 ST","KANSAS CITY","64112","PJ3736","CPD","U","1","SUS","U","U",,"N","600 W 47 ST
KANSAS CITY,  64112
(39.042434, -94.593473)"
"180035061","2018-05-10T00:00:00.000","20:00","2018-05-10T00:00:00.000","20:00",,,"2604","90Z","False Information to","323","2600  PROSPECT AV","KANSAS CITY","64130","PJ2172","EPD","U","1","ARR","B","F","36","N","2600 PROSPECT AV
KANSAS CITY,  64130"
"180039874","2018-05-27T00:00:00.000","17:24","2018-05-27T00:00:00.000","17:24",,,"501","220","Burglary - Residence","231","7700  WALNUT ST","KANSAS CITY","64131","PJ5731","MPD","U","1","VIC","U","U",,"N","7700 WALNUT ST
KANSAS CITY,  64131
(38.988237, -94.588556)"
"180037898","2018-05-20T00:00:00.000","23:50","2018-05-20T00:00:00.000","04:00",,,"802","13B","Non Agg Assault Dome","333","3700  COLLEGE AV","KANSAS CITY","64128","PJ3037","EPD","Y","1","VIC","B","F","36","N","3700 COLLEGE AV
KANSAS CITY,  64128
(39.05866, -94.545341)"
"180037610","2018-05-19T00:00:00.000","19:35","2018-05-19T00:00:00.000","19:35",,,"2655","90J","Trespassing","122","1700  MOTEN PL","KANSAS CITY","64108","PJ0990","CPD","U","1","VIC",,,,"N","1700 MOTEN PL
KANSAS CITY,  64108
(39.101637, -94.561253)"
"180037463","2018-05-19T00:00:00.000","04:14","2018-05-19T00:00:00.000","03:00",,,"301","120","Strong Arm Robbery","333","E 41 ST and CLEVELAND AV","KANSAS CITY","64130","PJ3293","EPD","U","1","SUS","U","U",,"N","41 ST and CLEVELAND AV
KANSAS CITY,  64130
(39.051386, -94.539951)"
"180069368","2018-09-08T00:00:00.000","01:20","2018-09-08T00:00:00.000","01:15",,,"302","120","Armed Robbery","213","4000  E 68 TE","KANSAS CITY","64131","PJ5259","MPD","N","1","VIC","B","M","31","N","4000 E 68
TE KANSAS CITY,  64131"
"180001514","2018-01-07T00:00:00.000","08:10","2018-01-06T00:00:00.000","16:00","2018-01-07T00:00:00.000","08:00","640","23F","Stealing From Auto","333","3900  CLEVELAND AV","KANSAS CITY","64130","PJ3206","EPD","U","1","VIC","B","M","62","N","3900 CLEVELAND AV
KANSAS CITY,  64130
(39.054771, -94.539791)"
"180004193","2018-01-18T00:00:00.000","00:19","2018-01-17T00:00:00.000","20:00","2018-01-18T00:00:00.000","00:19","501","220","Burglary - Residence","532","10700  BLUE RIDGE BL","KANSAS CITY","64134","PJ6937","SPD","U","1","SUS","B","M",,"N","10700 BLUE RIDGE
BL KANSAS CITY,  64134
(38.930395, -94.507751)"
"180000352","2018-01-02T00:00:00.000","16:00","2017-12-15T00:00:00.000","16:00","2018-01-02T00:00:00.000","07:00","702","240","Auto Theft","211","3700  E 51 ST","KANSAS CITY","64130","PJ4041","MPD","U","1","VIC","B","F","50","N","3700 E 51 ST
KANSAS CITY,  64130
(39.032892, -94.53573)"
"180000412","2018-01-02T00:00:00.000","17:54","2018-01-02T00:00:00.000","06:20","2018-01-02T00:00:00.000","06:40","702","240","Auto Theft","322","2200  VAN BRUNT BL","KANSAS CITY","64127","PJ1894","EPD","U","1","SUS","U","U",,"N","2200 VAN
BRUNT BL KANSAS CITY,  64127"
"180000850","2018-01-04T00:00:00.000","15:00","2018-01-04T00:00:00.000","14:55","2018-01-04T00:00:00.000","15:00","302","120","Armed Robbery","222","1500  E 58 TE","KANSAS CITY","64110","PJ4634","MPD","U","2","SUS","B","F","25","Y","1500 E 58
TE KANSAS CITY,  64110
(39.021562, -94.568219)"
"180001017","2018-01-05T00:00:00.000","08:42","2018-01-05T00:00:00.000","08:00","2018-01-05T00:00:00.000","08:05","702","240","Auto Theft","231","1000  W 68 TE","KANSAS CITY","64113","PJ5160","MPD","U","1","VIC","W","M","56","N","1000 W 68
TE KANSAS CITY,  64113
(39.005811, -94.60055)"
"180001520","2018-01-07T00:00:00.000","10:07","2018-01-07T00:00:00.000","00:15","2018-01-07T00:00:00.000","00:30","401","13A","Aggravated Assault (","344","5800  E 40 TE","KANSAS CITY","64129","PJ3374","EPD","N","1","VIC","B","M","56","Y","5800 E 40
TE KANSAS CITY,  64129
(39.051571, -94.516445)"
"180001508","2018-01-07T00:00:00.000","08:50","2018-01-06T00:00:00.000","16:00","2018-01-07T00:00:00.000","08:00","650","23G","Stealing Auto Parts/","132","200  E ARMOUR BL","KANSAS CITY","64111","PJ2757","CPD","U","1","SUS","U","U",,"N","200 E ARMOUR
BL KANSAS CITY,  64111
(39.063699, -94.583323)"
"180003496","2018-01-15T00:00:00.000","11:42","2018-01-15T00:00:00.000","10:15","2018-01-15T00:00:00.000","10:30","1849","35A","Possession/Sale/Dist","122","1100  TROOST AV","KANSAS CITY","64106","PJ1046","CPD","U","1","VIC",,,,"N","1100 TROOST AV
KANSAS CITY,  64106
(39.10068, -94.569846)"
"180013635","2018-02-25T00:00:00.000","10:21","2018-02-22T00:00:00.000","03:00",,,"302","120","Armed Robbery","543","11600  FOOD LN","KANSAS CITY","64134","PJ7247","SPD","U","3","SUS","U","U",,"N","11600 FOOD LN
KANSAS CITY,  64134
(38.913634, -94.505398)"
"180037756","2018-05-20T00:00:00.000","12:12","2018-05-20T00:00:00.000","12:00",,,"302","120","Armed Robbery","233","E 73 ST and FLORA AV","KANSAS CITY","64131","PJ5478","MPD","U","1","SUS","B","M",,"N","73 ST and FLORA AV
KANSAS CITY,  64131"
"180050118","2018-07-02T00:00:00.000","11:47","2018-07-02T00:00:00.000","11:47",,,"1849","35A","Possession/Sale/Dist","133","00  E 40 ST","KANSAS CITY","64111","PJ3258","CPD","U","1","ARR","W","M","35","N","00 E 40 ST
KANSAS CITY,  64111"
"180000485","2018-01-06T00:00:00.000","11:38","2017-12-29T00:00:00.000","11:00","2017-12-30T00:00:00.000","11:30","702","240","Auto Theft","133","3700  BROADWAY BL","KANSAS CITY","64111","PJ2960","CPD","U","1","VIC","U","F","41","N","3700 BROADWAY
BL KANSAS CITY,  64111"
"180004812","2018-01-20T00:00:00.000","10:30","2018-01-19T00:00:00.000","08:00","2018-01-19T00:00:00.000","16:00","670","23D","Stealing from Buildi","543","11800  BELMONT AV","KANSAS CITY","64134","PJ7301","SPD","N","1","SUS","U","U",,"N","11800 BELMONT AV
KANSAS CITY,  64134
(38.910291, -94.518587)"
"180056048","2018-07-23T00:00:00.000","14:35","2018-07-23T00:00:00.000","12:52",,,"630","23C","Stealing Shoplifting","641","9100  NE BARRY RD","KANSAS CITY","64155",,,"U","1","VIC",,,,"N","9100 NE BARRY RD
KANSAS CITY,  64155"
"180061180","2018-08-10T00:00:00.000","11:00","2018-08-06T00:00:00.000","18:30","2018-08-09T00:00:00.000","11:30","501","220","Burglary - Residence","532","6600  E 110 TE","KANSAS CITY","64134","PJ6973","SPD","U","1","VIC",,,,"N","6600 E 110
TE KANSAS CITY,  64134"
"180061499","2018-08-11T00:00:00.000","13:27","2018-08-10T00:00:00.000","18:30","2018-08-11T00:00:00.000","06:10","1198","26F","Identity Theft","231","7200  WYANDOTTE ST","KANSAS CITY","64114","PJ5451","MPD","U","1","VIC","W","F","38","N","7200 WYANDOTTE ST
KANSAS CITY,  64114
(38.997418, -94.591584)"
"180060756","2018-08-09T00:00:00.000","03:35","2018-08-09T00:00:00.000","03:30",,,"2601","90Z","Misc Violation","533","6900  LONGVIEW RD","KANSAS CITY","64134","PJ7194","SPD","U","1","SUS","U","U",,"N","6900 LONGVIEW RD
KANSAS CITY,  64134
(38.915299, -94.510928)"
"180060287","2018-08-07T00:00:00.000","14:50","2018-08-07T00:00:00.000","14:50",,,"2604","90Z","False Information to","345","11600  E US 40 HW","KANSAS CITY","64133","PJ3601","EPD","U","1","VIC",,,,"N","11600 E US
HW KANSAS CITY,  64133"
"180049261","2018-06-29T00:00:00.000","11:31","2018-06-11T00:00:00.000","10:00","2018-06-13T00:00:00.000","08:00","1002","250","Forged Checks","121","500  HARRISON ST","KANSAS CITY","64106","PJ0481","CPD","U","1","VIC","W","F","49","N","500 HARRISON ST
KANSAS CITY,  64106
(39.110332, -94.572158)"
"180060115","2018-08-07T00:00:00.000","00:03","2018-08-03T00:00:00.000","00:01",,,"401","13A","Aggravated Assault (","111","W 12 ST and GENESSEE ST","KANSAS CITY","64106","PJ1011","CPD","U","1","VIC","W","M","41","Y","12 ST and GENESSEE ST
KANSAS CITY,  64106"
"180061191","2018-08-10T00:00:00.000","13:07","2018-08-10T00:00:00.000","01:00","2018-08-10T00:00:00.000","08:00","702","240","Auto Theft","315","300  BARAT AV","KANSAS CITY","64106","PJ0443","EPD","U","1","VIC","W","M","82","N","300 BARAT AV
KANSAS CITY,  64106
(39.11033, -94.512318)"
"180061647","2018-08-12T00:00:00.000","01:03","2018-08-12T00:00:00.000","01:00",,,"802","13B","Non Agg Assault Dome","643","9800  N EVANSTON AV","KANSAS CITY","64157","PC0213","SCP","U","1","ARR","W","M","29","N","9800 N EVANSTON AV
KANSAS CITY,  64157
(39.270647, -94.458735)"
"180061034","2018-08-09T00:00:00.000","20:29","2018-08-09T00:00:00.000","20:29",,,"403","13A","Agg Assault - Domest","642","1500  NE 99 ST","KANSAS CITY","64155","PC0224","SCP","Y","1","VIC","W","M","36","N","1500 NE 99 ST
KANSAS CITY,  64155
(39.272721, -94.562497)"
"180052810","2018-07-31T00:00:00.000","15:30","2018-07-31T00:00:00.000","15:30",,,"1849","35A","Possession/Sale/Dist","211","2600  SWOPE PK","KANSAS CITY","64130","PJ3933","MPD","U","1","SUS","B","M","42","N","2600 SWOPE PK
KANSAS CITY,  64130
(39.038949, -94.554257)"
"180061595","2018-08-11T00:00:00.000","21:07","2018-08-11T00:00:00.000","20:00",,,"401","13A","Aggravated Assault (","222","5400  PARK AV","KANSAS CITY","64130","PJ4363","MPD","U","1","SUS","U","U",,"N","5400 PARK AV
KANSAS CITY,  64130
(39.028386, -94.558552)"
"180041722","2018-06-03T00:00:00.000","11:50","2018-06-03T00:00:00.000","11:50",,,"802","13B","Non Agg Assault Dome","311","100  N VAN BRUNT BL","KANSAS CITY","64123","PJ0281","EPD","U","1","ARR","W","M","37","N","100 N VAN
BRUNT BL KANSAS CITY,  64123"
"180049535","2018-06-30T00:00:00.000","03:57","2018-06-30T00:00:00.000","03:57",,,"401","13A","Aggravated Assault (","223","E 57 ST and INDIANA AV","KANSAS CITY","64130","PJ4602","MPD","U","2","SUS","B","M",,"N","57 ST and INDIANA AV
KANSAS CITY,  64130"
"180060344","2018-08-07T00:00:00.000","17:54","2017-12-15T00:00:00.000","12:00","2018-08-07T00:00:00.000","17:00","702","240","Auto Theft","312","1300  N CORRINGTON AV","KANSAS CITY","64120","PJ0021","EPD","U","1","VIC",,,,"N","1300 N CORRINGTON AV
KANSAS CITY,  64120
(39.131023, -94.496292)"
"180060500","2018-08-08T00:00:00.000","09:40","2018-08-06T00:00:00.000","18:30","2018-08-07T00:00:00.000","08:00","702","240","Auto Theft","542","8700  BLUE RIDGE BL","KANSAS CITY","64138","PJ6327","SPD","U","1","VIC",,,,"N","8700 BLUE RIDGE
BL KANSAS CITY,  64138
(38.963346, -94.4982)"
"180060575","2018-08-08T00:00:00.000","13:08","2018-08-08T00:00:00.000","13:08",,,"1701","90Z","Sex Offense -others","213","7100  MARSH AV","KANSAS CITY","64133","PJ5693","MPD","U","1","VIC","B","F","31","N","7100 MARSH AV
KANSAS CITY,  64133
(38.993768, -94.490196)"
"180060022","2018-08-06T00:00:00.000","19:00","2018-08-05T00:00:00.000","20:00","2018-08-06T00:00:00.000","03:00","640","23F","Stealing From Auto","635","6200  NE 49 TE","KANSAS CITY","64118","PC0957","SCP","N","1","VIC","W","M","34","N","6200 NE 49
TE KANSAS CITY,  64118"
"180060784","2018-08-09T00:00:00.000","07:25","2018-08-09T00:00:00.000","07:15",,,"302","120","Armed Robbery","331","3000  PROSPECT AV","KANSAS CITY","64127","PJ2484","EPD","U","3","VIC",,,,"Y","3000 PROSPECT AV
KANSAS CITY,  64127"
"180060863","2018-08-09T00:00:00.000","11:38","2018-08-08T00:00:00.000","23:45","2018-08-09T00:00:00.000","11:00","640","23F","Stealing From Auto","424","11400  N MADISON AV","KANSAS CITY","64155","PC0061","NPD","N","1","SUS","U","U",,"N","11400 N MADISON AV
KANSAS CITY,  64155
(39.301491, -94.592447)"
"180061472","2018-08-11T00:00:00.000","10:58","2018-08-11T00:00:00.000","08:25",,,"2601","90Z","Misc Violation","425","10000  N AMBASSADOR DR","KANSAS CITY","64153","PP0237","NPD","N","1","VIC","W","M","85","N","10000 N AMBASSADOR DR
KANSAS CITY,  64153
(39.275503, -94.668686)"
"180060096","2018-08-06T00:00:00.000","22:01","2018-08-06T00:00:00.000","08:30","2018-08-06T00:00:00.000","19:00","501","220","Burglary - Residence","123","1200  E 30 ST","KANSAS CITY","64109","PJ2382","CPD","U","1","SUS","U","U",,"N","1200 E 30 ST
KANSAS CITY,  64109
(39.072251, -94.569487)"
"180059901","2018-08-06T00:00:00.000","11:35","2018-08-05T00:00:00.000","14:00","2018-08-06T00:00:00.000","11:30","501","220","Burglary - Residence","636","8100  NE 48 TE","KANSAS CITY","64117","PC0973","SCP","U","1","SUS","U","U",,"N","8100 NE 48
TE KANSAS CITY,  64117"
"180000443","2018-01-02T00:00:00.000","23:32","2018-01-01T00:00:00.000","20:30","2018-01-02T00:00:00.000","20:00","702","240","Auto Theft","112","W 9 ST and CENTRAL ST","KANSAS CITY","64106","PJ0778","CPD","U","1","VIC","W","M","23","N","9 ST and CENTRAL ST
KANSAS CITY,  64106"
"180056754","2018-07-26T00:00:00.000","00:40","2018-07-26T00:00:00.000","00:40",,,"1701","90Z","Sex Offense -others",,"14500  S US HWY 71","KANSAS CITY","64147",,,"U","1","VIC","B","F",,"N","14500 S US HWY
KANSAS CITY,  64147"
"180000142","2018-01-01T00:00:00.000","13:29","2018-01-01T00:00:00.000","02:00","2018-01-01T00:00:00.000","10:30","401","13A","Aggravated Assault (","533","100  W 103 ST","KANSAS CITY","64114","PJ6695","SPD","U","2","VIC","W","M","32","Y","100 W 103 ST
KANSAS CITY,  64114
(38.941574, -94.596649)"
"180001215","2018-01-05T00:00:00.000","23:09","2018-01-05T00:00:00.000","19:00","2018-01-05T00:00:00.000","22:00","1401","290","Property Damage","113","1400  WYANDOTTE ST","KANSAS CITY","64108","PJ1221","CPD","U","1","SUS","U","U",,"N","1400 WYANDOTTE ST
KANSAS CITY,  64108"
"180017099","2018-03-05T00:00:00.000","07:58","2018-03-03T00:00:00.000","14:00","2018-03-05T00:00:00.000","05:45","650","23G","Stealing Auto Parts/","342","8700  E US 40 HW","KANSAS CITY","64133","PJ2936","EPD","U","1","VIC",,,,"N","8700 E US
HW KANSAS CITY,  64133"
"180023626","2018-03-30T00:00:00.000","03:45","2018-03-29T00:00:00.000","22:00",,,"702","240","Auto Theft","233","1300  E 83 ST","KANSAS CITY","64131","PJ6022","MPD","U","1","SUS","B","M","46","N","1300 E 83 ST
KANSAS CITY,  64131
(38.9766, -94.574228)"
"180000350","2018-01-02T00:00:00.000","15:44","2018-01-02T00:00:00.000","15:44","2018-01-02T00:00:00.000","15:44","702","240","Auto Theft","231","200  E GREGORY BL","KANSAS CITY","64130","PJ5347","MPD","U","1","VIC","W","M","26","N","200 E GREGORY
BL KANSAS CITY,  64130
(38.999296, -94.586828)"
"180053207","2018-07-13T00:00:00.000","08:57","2018-07-12T00:00:00.000","21:30",,,"702","240","Auto Theft","111","00  E 5 ST","KANSAS CITY","64106","PJ0469","CPD","U","1","SUS","U","U",,"N","00 E 5 ST
KANSAS CITY,  64106"
"180000073","2018-01-01T00:00:00.000","08:18","2018-01-01T00:00:00.000","00:30","2018-01-01T00:00:00.000","08:18","401","13A","Aggravated Assault (","342","E 31 ST and VAN BRUNT BL","KANSAS CITY","64127","PJ2558","EPD","N","1","VIC","W","F","65","Y","31 ST
and VAN BRUNT BL KANSAS CITY,  64127"
"180001017","2018-01-05T00:00:00.000","08:42","2018-01-05T00:00:00.000","08:00","2018-01-05T00:00:00.000","08:05","702","240","Auto Theft","231","1000  W 68 TE","KANSAS CITY","64113","PJ5160","MPD","U","1","SUS","U","U",,"N","1000 W 68
TE KANSAS CITY,  64113
(39.005811, -94.60055)"
"180000142","2018-01-01T00:00:00.000","13:29","2018-01-01T00:00:00.000","02:00","2018-01-01T00:00:00.000","10:30","401","13A","Aggravated Assault (","533","100  W 103 ST","KANSAS CITY","64114","PJ6695","SPD","U","7","VIC","W","M",,"Y","100 W 103 ST
KANSAS CITY,  64114
(38.941574, -94.596649)"
"180069717","2018-09-09T00:00:00.000","14:47","2018-09-09T00:00:00.000","14:47",,,"1849","35A","Possession/Sale/Dist","345","4200  STERLING AV","KANSAS CITY","64133","PJ3601","EPD","U","1","VIC",,,,"N","4200 STERLING AV
KANSAS CITY,  64133"
"180068795","2018-09-06T00:00:00.000","01:59","2018-09-06T00:00:00.000","01:30","2018-09-06T00:00:00.000","01:58","302","120","Armed Robbery","121","INDEPENDENCE BL and WOODLAND AV","KANSAS CITY","64106","PJ0534","CPD","N","1","SUS","B","F",,"N","INDEPENDENCE BL
KANSAS CITY,  64106"
"180000202","2018-01-01T00:00:00.000","23:43","2018-01-01T00:00:00.000","17:06","2018-01-01T00:00:00.000","17:06","1849","35A","Possession/Sale/Dist","223","E 58 ST and PARK AV","KANSAS CITY","64130","PJ4575","MPD","U","1","VIC",,,,"N","58 ST and PARK AV
KANSAS CITY,  64130
(39.196468, -94.504764)"
"180000142","2018-01-01T00:00:00.000","13:29","2018-01-01T00:00:00.000","02:00","2018-01-01T00:00:00.000","10:30","401","13A","Aggravated Assault (","533","100  W 103 ST","KANSAS CITY","64114","PJ6695","SPD","U","1","VIC","W","F","29","Y","100 W 103 ST
KANSAS CITY,  64114
(38.941574, -94.596649)"
"180030769","2018-04-25T00:00:00.000","21:47","2018-04-25T00:00:00.000","20:00","2018-04-25T00:00:00.000","20:11","401","13A","Aggravated Assault (","144","E 44 ST and WOODLAND AV","KANSAS CITY","64110","PJ3491","CPD","U","1","SUS","B","M","22","Y","44 ST and WOODLAND AV
KANSAS CITY,  64110"
"180032911","2018-05-03T00:00:00.000","16:17","2018-05-02T00:00:00.000","12:00","2018-05-03T00:00:00.000","12:00","690","23H","Stealing All Other","144","4500  PARK AV","KANSAS CITY","64127","PJ3652","CPD","U","1","VIC",,,,"N","4500 PARK AV
KANSAS CITY,  64127"
"180033044","2018-05-04T00:00:00.000","01:12","2018-05-04T00:00:00.000","01:12",,,"640","23F","Stealing From Auto","133","3600  JEFFERSON ST","KANSAS CITY","64111","PJ2917","CPD","U","1","SUS","B","M",,"N","3600 JEFFERSON ST
KANSAS CITY,  64111
(39.063169, -94.593871)"
"180032484","2018-05-02T00:00:00.000","06:42","2018-05-01T00:00:00.000","23:00",,,"640","23F","Stealing From Auto","213","8600  COUNTRYSHIRE LN","KANSAS CITY","64138","PJ5803","MPD","U","5","VIC","B","M","71","N","8600 COUNTRYSHIRE LN
KANSAS CITY,  64138
(38.986333, -94.486342)"
