"report_no","report_date","report_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","involvement","race","sex","age","firearmused_flag","location","age_range"
"KC21075569","2021-11-06T16:09:32.000","16:09","2021-11-06T15:58:00.000","15:58","2021-11-06T16:01:00.000","16:01","Stealing – Shoplift","23C","Shoplifting","533","11100  HOLMES RD","KANSAS CITY","64114","PJ7024","SPD","false","VIC",,,,"false",,
"KC21070239","2021-10-16T19:38:55.000","19:38","2021-10-16T20:35:00.000","20:35",,,"Disorderly Conduct","90C","Disorderly Conduct","636","4500  NE WORLDS OF FUN AVE","KANSAS CITY","64161","PC1118","SCP","false","ARR CHA SUS","W","F","41","false",,"35-44"
"KC21072403","2021-10-25T12:00:04.000","12:00","2021-10-25T12:02:00.000","12:02",,,"Miscellaneous Investigation",,,"345","9900  UNKNOWN","KANSAS CITY","99999",,"EPD","false","SUS","W","M","39","false",,"35-44"
"KC21083867","2021-12-10T14:05:51.000","14:05","2021-12-10T14:00:00.000","14:00",,,"Casualty",,,"123","1500  PASEO","KANSAS CITY","64106","PJ1375","CPD","false","VIC","B","M","37","false",,"35-44"
"KC21086738","2021-12-22T17:28:31.000","17:28","2021-12-22T17:28:00.000","17:28",,,"Stealing – Shoplift","23C","Shoplifting","423","8500  N MADISON AVE","KANSAS CITY","64155","PC0323","NPD","false","VIC",,,,"false","POINT (-94.593197 39.248754)",
"KC21077242","2021-11-13T18:26:25.000","18:26","2021-11-13T19:30:00.000","19:30",,,"City/Municipal Warrant Arrest",,,"999","00  S WATER ST","LIBERTY","64068",,"OSPD","false","ARR CHA SUS","B","M","42","false",,"35-44"
"KC21082539","2021-12-05T10:08:44.000","10:08","2021-12-05T10:08:00.000","10:08",,,"Robbery (Armed Street)",,,"344","E 31ST ST and E US 40 HWY","KANSAS CITY","64128","PJ2680","EPD","false","SUS","B","M",,"false",,
"KC21078414","2021-11-18T16:53:56.000","16:53","2021-11-18T16:53:00.000","16:53",,,"Assault (Aggravated)","13A","Aggravated Assault","243","6400  E 87TH ST","KANSAS CITY","64138","PJ6215","MPD","false","SUS","B","M",,"false",,
"KC21082431","2021-12-04T17:30:44.000","17:30","2021-12-04T17:30:00.000","17:30",,,"Terroristic Threats",,,"134","4600  TROOST AVE","KANSAS CITY","64110","PJ3708","CPD","false","VIC","B","F","39","false","POINT (-94.572869 39.043173)","35-44"
"KC21077813","2021-11-16T08:14:43.000","08:14","2021-11-16T08:14:00.000","08:14",,,"Trespass of Real Property","90J","Trespass of Real Property","411","1600  NW VIVION RD","KANSAS CITY","64118","PC0916","NPD","false","VIC",,,,"false",,
"KC21079424","2021-11-22T11:29:41.000","11:29","2021-11-22T11:00:00.000","11:00",,,"Property Damage","290","Vandalism/Destruction of Property","114","1000  CESAR CHAVEZ DR","KANSAS CITY",,,"CPD","false","VIC",,,,"false",,
"KC21075122","2021-11-04T19:01:17.000","19:01","2021-11-04T10:55:00.000","10:55","2021-11-04T16:20:00.000","16:20","Stolen Auto","240","Motor Vehicle Theft","312","1700  UNIVERSAL AVE","KANSAS CITY","64120",,"EPD","false","VIC","W","F","38","false",,"35-44"
"KC21078260","2021-11-18T01:41:31.000","01:41","2021-11-18T01:31:00.000","01:31",,,"Assault (Aggravated)","13A","Aggravated Assault","634","5300  N CHOUTEAU TRFY","KANSAS CITY","64119","PC0788","SCP","false","CHA SUS","B","M","29","false",,"25-34"
"KC21072923","2021-10-27T08:40:23.000","08:40","2021-10-27T08:40:00.000","08:40",,,"Assault (Aggravated)","13A","Aggravated Assault","315","BELLAIRE AVE and ST JOHN AVE","KANSAS CITY","64123","PJ0366","EPD","false","SUS",,,,"true",,
"KC21079153","2021-11-21T03:48:00.000","03:48","2021-11-21T02:30:00.000","02:30",,,"Stolen Auto","240","Motor Vehicle Theft","342","I 435 HWY S and 23RD ST","KANSAS CITY",,,"EPD","false","VIC","B","F","33","false",,"25-34"
"KC21073203","2021-10-28T05:59:20.000","05:59","2021-10-28T06:50:00.000","06:50",,,"Outside State Warrant Arrest",,,"635","5300  NE 44TH ST","KANSAS CITY","64117","PC1131","SCP","false","ARR CHA SUS","W","M","38","false",,"35-44"
"KC21032734","2021-05-23T00:55:13.000","00:55","2021-05-23T00:45:00.000","00:45","2021-05-23T00:45:00.000","00:45","Trespass of Real Property","90J","Trespass of Real Property","113","100  E 13TH ST","KANSAS CITY","64106","PJ1177","CPD","false","VIC",,,,"false","POINT (-94.58215 39.098581)",
"KC21075806","2021-11-07T19:22:56.000","19:22","2021-11-07T17:10:00.000","17:10",,,"Assault (Non-Aggravated)","13B","Simple Assault","344","0  ARROWHEAD DR","KANSAS CITY","64129","PJ3281","EPD","false","VIC","W","M","27","false",,"25-34"
"KC21075004","2021-11-04T11:58:57.000","11:58","2021-11-04T11:58:00.000","11:58",,,"Vehicular – Non-Injury",,,"213","435 HW and 350 HWY","KANSAS CITY","64129",,"MPD","false","ARR CHA VDR","B","M","78","false",,"75+"
"KC21077668","2021-11-15T15:33:24.000","15:33","2021-11-15T15:33:00.000","15:33",,,"Trespass of Real Property","90J","Trespass of Real Property","111","200  W 4TH ST","KANSAS CITY","64105","PJ0522","CPD","false","ARR CHA SUS","B","M","22","false",,"18-24"
"KC21074502","2021-11-02T13:44:22.000","13:44","2021-11-02T10:00:00.000","10:00",,,"Identity Theft","26F","Identity Theft","535","14800  HOLMES RD","KANSAS CITY","64146","PJ7459","SPD","false","VIC","W","M","50","false",,"45-54"
"KC21081981","2021-12-03T03:21:30.000","03:21","2021-12-03T03:25:00.000","03:25",,,"Murder",,,"224","6000  PROSPECT AVE","KANSAS CITY","64130","PJ4817","MPD","false","VIC DEC","B","M","60","false","POINT (-94.555931 39.017372)","55-64"
"KC21072547","2021-10-25T18:59:36.000","18:59","2021-10-25T18:59:00.000","18:59",,,"Robbery (Strong Armed Street)","120","Robbery","633","1600  NE VIVION RD","KANSAS CITY","64116","PC1033","SCP","false","VIC","B","M",,"false",,
"KC21085835","2021-12-18T18:41:03.000","18:41","2021-12-18T18:30:00.000","18:30",,,"Molestation",,,"314","5000  E 7TH ST","KANSAS CITY","64124","PJ0861","EPD","false","SUS","W","M","30","false",,"25-34"
"KC21074717","2021-11-03T08:33:25.000","08:33","2021-11-03T08:37:00.000","08:37",,,"Robbery (Residential)","120","Robbery","241","6300  WOODLAND AVE","KANSAS CITY","64132","PJ4990","MPD","false","CMP VIC","B","M","58","true",,"55-64"
"KC21087326","2021-12-25T20:44:25.000","20:44","2021-12-25T20:44:00.000","20:44",,,"Recovered Stolen Auto",,,"212","6700  E 67TH ST","KANSAS CITY","64133","PJ5361","MPD","false","SUS","B","M","25","false","POINT (-94.507983 39.003287)","25-34"
"KC21086720","2021-12-22T15:25:36.000","15:25","2021-12-22T15:22:00.000","15:22",,,"Robbery (Armed Street)","120","Robbery","541","5000  E BANNISTER RD","KANSAS CITY","64132","PJ6347","SPD","false","VIC","W","M",,"true",,
"KC21070775","2021-10-18T22:48:49.000","22:48","2021-10-18T20:00:00.000","20:00",,,"Rape","11A","Forcible Rape","332","35TH ST and PROSPECT AVE","KANSAS CITY","64109",,"EPD","false","VIC","B","F","36","false",,"35-44"
"KC21087037","2021-12-24T02:21:05.000","02:21","2021-12-24T02:21:00.000","02:21",,,"Possession of Stolen Property","280","Stolen Property Offenses","312","1000  N CAMBRIDGE AVE","KANSAS CITY","64120","PJ0071","EPD","false","SUS","W","F","33","false",,"25-34"
"KC21078687","2021-11-19T17:50:36.000","17:50","2021-11-19T15:00:00.000","15:00",,,"Assault (Non-Aggravated)",,,"544","8700  E 96TH TER","KANSAS CITY","64134","PJ6620","SPD","false","SUS","B","M",,"false",,
"KC21083344","2021-12-08T09:50:11.000","09:50","2021-12-03T05:13:00.000","05:13",,,"Property Damage","290","Vandalism/Destruction of Property","121","1700  INDEPENDENCE BLVD","KANSAS CITY","64106","PJ0534","CPD","false","SUS","B","M",,"false",,
"KC21071724","2021-10-22T13:49:10.000","13:49","2021-10-22T12:50:00.000","12:50",,,"Robbery (Armed Street)","120","Robbery","411","5000  N OAK TRFY","KANSAS CITY","64118",,"NPD","false","VIC","B","M",,"true",,
"KC21034445","2021-05-29T22:00:08.000","22:00","2021-05-29T22:00:00.000","22:00",,,"Assault (Non-Aggravated)","13B","Simple Assault","141","400  E ARMOUR BLVD","KANSAS CITY","64109","PJ2833","CPD","false","SUS","B","F","22","false","POINT (-94.580555 39.06358)","18-24"
"KC21083502","2021-12-09T09:59:19.000","09:59","2021-11-23T13:49:00.000","13:49",,,"Rape - Juvenile",,,"141","400  E ARMOUR BLVD","KANSAS CITY","64109","PJ2833","CPD","false","VIC","W","F",,"false","POINT (-94.580555 39.06358)",
"KC21082946","2021-12-06T20:48:47.000","20:48","2021-12-06T20:48:00.000","20:48",,,"Outside State Warrant Arrest",,,"999","11200  WOOD AVE","KANSAS CITY",,,"OSPD","false","ARR CHA SUS","B","M","44","false",,"35-44"
"KC21075464","2021-11-06T09:19:47.000","09:19","2021-11-06T09:19:00.000","09:19",,,"Casualty",,,"132","3500  WYANDOTTE ST","KANSAS CITY","64111",,"CPD","false","VIC","W","M","54","false",,"45-54"
"KC21084525","2021-12-13T12:26:17.000","12:26","2021-12-07T14:30:00.000","14:30","2021-12-10T08:00:00.000","08:00","Loss",,,"345","9900  UNKNOWN","KANSAS CITY","99999",,"EPD","false","VIC",,,,"false",,
"KC21081411","2021-11-30T21:35:24.000","21:35","2021-11-30T21:35:00.000","21:35",,,"Trespass of Real Property","90J","Trespass of Real Property","113","1700  GRAND BLVD","KANSAS CITY","64108","PJ1467","CPD","false","VIC",,,,"false",,
"KC21071508","2021-10-21T17:07:19.000","17:07","2021-10-20T02:00:00.000","02:00",,,"Stealing – Other","23H","All Other Larceny","141","3400  CHARLOTTE ST","KANSAS CITY","64109","PJ2760","CPD","false","VIC","W","M","47","false",,"45-54"
"KC21077812","2021-11-16T08:13:43.000","08:13","2021-11-15T21:30:00.000","21:30",,,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","423","200  NW 96TH ST","KANSAS CITY","64155","PC0218","NPD","true","ARR CHA SUS","W","M","38","false",,"35-44"
"KC21083738","2021-12-10T02:20:07.000","02:20","2021-12-10T02:15:00.000","02:15",,,"Robbery (Armed Street)","120","Robbery","312","4700  STILLWELL AVE","KANSAS CITY","64120","PJ0018","EPD","false","SUS","B","M",,"true",,
"KC21084191","2021-12-11T22:50:31.000","22:50","2021-12-11T22:50:00.000","22:50",,,"State Warrant Arrest",,,"341","6400  E 23RD ST","KANSAS CITY","64126","PJ1791","EPD","false","SUS","W","M","40","false",,"35-44"
"KC21072779","2021-10-26T17:48:19.000","17:48","2021-10-24T16:00:00.000","16:00","2021-10-26T10:00:00.000","10:00","Stolen Auto","240","Motor Vehicle Theft","134","4300  OAK ST","KANSAS CITY","64110","PJ3488","CPD","false","VIC","B","M","71","false",,"65-74"
"KC21074389","2021-11-01T21:49:18.000","21:49","2021-11-01T21:49:00.000","21:49",,,"City/Municipal Warrant Arrest",,,"999","00  NE TUDOR RD","LEES SUMMIT","64086",,"OSPD","false","ARR CHA SUS","W","M","32","false",,"25-34"
"KC21075092","2021-11-04T17:21:37.000","17:21","2021-11-04T12:25:00.000","12:25","2021-11-04T12:40:00.000","12:40","Stealing – Shoplift","23C","Shoplifting","133","500  WESTPORT RD","KANSAS CITY","64111","PJ3226","CPD","false","VIC",,,,"false",,
"KC21084360","2021-12-12T19:07:32.000","19:07","2021-12-12T19:07:00.000","19:07",,,"Stealing – Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","ARR SUS WIT CHA","W","F","50","false",,"45-54"
"KC21029364","2021-05-08T21:36:56.000","21:36","2021-05-08T19:00:00.000","19:00",,,"Burglary (Residential)","220","Burglary/Breaking and Entering","421","8400  NW WINTER AVE","KANSAS CITY","64152","PP0317","NPD","false","SUS","B","M","43","false",,"35-44"
"KC21076836","2021-11-11T20:35:45.000","20:35","2021-11-11T20:35:00.000","20:35",,,"Vehicular – Non-Injury Hit and Run",,,"332","E 33RD ST and AGNES AVE","KANSAS CITY","64128","PJ2660","EPD","false","VIC POD","B","F","87","false",,"75+"
"KC21085384","2021-12-16T17:05:04.000","17:05","2021-12-16T16:30:00.000","16:30",,,"Assault (Non-Aggravated)","13B","Simple Assault","131","00  E 32ND ST","KANSAS CITY","64111","PJ2533","CPD","false","SUS","W","M","39","false",,"35-44"
"KC21080913","2021-11-28T16:18:12.000","16:18","2021-11-19T12:00:00.000","12:00",,,"Sodomy - Juvenile","11B","Forcible Sodomy","999","2300  N 81ST CT","KANSAS CITY","64130",,"OSPD","false","SUS",,"M",,"false","POINT (-94.767296 39.132003)",
"KC21085211","2021-12-15T23:25:05.000","23:25","2021-12-15T23:25:00.000","23:25","2021-12-16T00:47:00.000","00:47","Possession of Stolen Property",,,"234","E 85TH ST and TRACY AVE","KANSAS CITY","64131","PJ6148","MPD","false","ARR CHA SUS","W","F","20","false",,"18-24"
"KC21077442","2021-11-14T17:50:09.000","17:50","2021-11-14T17:05:00.000","17:05",,,"Assault (Aggravated)","13A","Aggravated Assault","111","W I 670 HWY E and LIBERTY ST","KANSAS CITY","64102","PJ1082","CPD","false","VIC","B","M","20","true",,"18-24"
"KC21083716","2021-12-09T21:57:57.000","21:57","2021-12-09T21:55:00.000","21:55",,,"Robbery (Armed Street)","120","Robbery","531","9900  HOLMES RD","KANSAS CITY","64131",,"SPD","false","VIC","W","F","42","true","POINT (-94.582353 38.948277)","35-44"
"KC21070700","2021-10-18T17:25:16.000","17:25","2021-10-18T17:35:00.000","17:35",,,"Liquor Law Violation",,,"533","10200  STATE LINE RD","KANSAS CITY","64114","PJ6683","SPD","false","SUS","W","M","23","false",,"18-24"
"KC21085953","2021-12-19T10:07:35.000","10:07","2021-12-19T07:34:00.000","07:34",,,"Stealing – Other","90Z","All Other Offenses","211","5100  WALROND AVE","KANSAS CITY","64130","PJ4149","MPD","false","VIC","B","F",,"false","POINT (-94.547812 39.033505)",
"KC21081630","2021-12-01T16:36:43.000","16:36","2021-12-01T16:36:00.000","16:36",,,"Violation of Ex-Parte Order of Protection","90Z","All Other Offenses","113","400  E 12TH ST","KANSAS CITY","64106","PJ1101","CPD","false","SUS CHA","B","F","34","false",,"25-34"
"KC21073764","2021-10-30T09:20:37.000","09:20","2021-10-30T09:20:00.000","09:20",,,"City/Municipal Warrant Arrest",,,"999","00  S WATER ST","LIBERTY","64068",,"OSPD","true","ARR SUS","B","M","32","false",,"25-34"
"KC21071228","2021-10-20T16:29:22.000","16:29","2021-08-27T12:00:00.000","12:00",,,"Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","312","7700  E FRONT ST","KANSAS CITY","64120","PJ0029","EPD","false","CMP VIC","W","M","60","false",,"55-64"
"KC21079065","2021-11-20T20:31:59.000","20:31","2021-11-20T20:38:00.000","20:38",,,"Violation of Full Order of Protection",,,"321","1100  MONROE AVE","KANSAS CITY","64127","PJ1108","EPD","true","VIC","B","F","52","false","POINT (-94.538695 39.099534)","45-54"
"KC21070665","2021-10-18T14:06:46.000","14:06","2021-10-18T14:06:00.000","14:06",,,"Stealing – Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC21075645","2021-11-07T01:07:15.000","01:07","2021-11-07T01:07:00.000","01:07","2021-11-07T01:16:00.000","01:16","Miscellaneous Investigation",,,"543","11400  DELMAR AVE","KANSAS CITY","64134","PJ7202","SPD","false","SUS","W","M","37","false",,"35-44"
"KC21084570","2021-12-13T11:21:49.000","11:21","2021-12-13T11:21:00.000","11:21",,,"Sodomy","11A","Forcible Rape","113","E 9TH and S JEFFERSON","KANSAS CITY","64106",,"CPD","false","SUS","W","M","27","true",,"25-34"
"KC21073766","2021-10-30T11:03:41.000","11:03","2021-10-30T11:03:00.000","11:03",,,"Assault (Aggravated)","13A","Aggravated Assault","311","ST JOHN AVE and BENTON BLVD","KANSAS CITY","64123","PJ0319","EPD","false","SUS","W","M",,"false",,
"KC21075543","2021-11-06T15:22:11.000","15:22","2021-11-06T15:22:00.000","15:22",,,"Recovered Stolen Auto",,,"341","E 12TH ST and I 435 HWY","KANSAS CITY","64126",,"EPD","false","ARR CHA SUS","W","M","32","false",,"25-34"
"KC21077772","2021-11-15T23:57:36.000","23:57","2021-11-15T23:57:00.000","23:57",,,"Trespass of Real Property","90J","Trespass of Real Property","111","200  W 4TH ST","KANSAS CITY","64105","PJ0522","CPD","false","VIC",,,,"false",,
"KC21079790","2021-11-23T18:15:56.000","18:15","2021-11-23T18:51:00.000","18:51",,,"Recovered Stolen Auto","90Z","All Other Offenses","313","2600  INDEPENDENCE BLVD","KANSAS CITY","64124","PJ0670","EPD","false","VIC","W","M","34","false",,"25-34"
"KC21076740","2021-11-11T13:22:08.000","13:22","2021-11-11T13:05:00.000","13:05","2021-11-11T13:33:00.000","13:33","Assault (Non-Aggravated)","23C","Shoplifting","213","8700  E 63RD TRFY","KANSAS CITY","64129",,"MPD","false","VIC",,,,"false",,
"KC21080901","2021-11-28T19:27:59.000","19:27","2021-11-28T19:27:00.000","19:27",,,"Child Custody Violation",,,"141","3400  LOCUST ST","KANSAS CITY","64109","PJ2761","CPD","false","SUS","B","M","34","false",,"25-34"
"KC21071042","2021-10-19T23:19:21.000","23:19","2021-10-19T22:00:00.000","22:00","2021-10-19T23:20:00.000","23:20","Robbery (Armed Street)","120","Robbery","414","6400  NW 72ND ST","KANSAS CITY","64118",,"NPD","false","SUS","U","F",,"true",,
"KC21081491","2021-12-01T09:26:32.000","09:26","2021-12-01T04:30:00.000","04:30","2021-12-01T09:26:00.000","09:26","Robbery (Residential)","120","Robbery","233","1800  E 81 ST","KANSAS CITY","64132",,"MPD","false","VIC","W","M","66","false",,"65-74"
"KC21086337","2021-12-21T03:00:10.000","03:00","2021-12-21T03:00:00.000","03:00",,,"Assault (Aggravated)","13A","Aggravated Assault","533","11500  OAK ST","KANSAS CITY","64131","PJ7138","SPD","false","SUS","B","F",,"true",,
"KC21083200","2021-12-07T22:00:45.000","22:00","2021-12-07T22:00:00.000","22:00","2021-12-07T22:00:00.000","22:00","Trespass of Real Property","90J","Trespass of Real Property","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC21075014","2021-11-04T12:05:00.000","12:05","2021-11-04T12:05:00.000","12:05",,,"Stealing – Shoplift","23H","All Other Larceny","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","SUS","B","F","19","false",,"18-24"
"KC21086042","2021-12-19T19:37:44.000","19:37","2021-12-19T19:37:00.000","19:37",,,"Stolen Auto","240","Motor Vehicle Theft","531","600  E BANNISTER RD","KANSAS CITY","64131","PJ6469","SPD","false","VIC","W","F","37","false",,"35-44"
"KC21082662","2021-12-05T21:42:48.000","21:42","2021-12-05T21:40:00.000","21:40",,,"Vehicular – Injury",,,"314","4100  E 9TH ST","KANSAS CITY","64124","PJ0898","EPD","false","VIC A01","W","F","66","false","POINT (-94.534317 39.101969)","65-74"
"KC21079740","2021-11-23T15:40:17.000","15:40","2021-11-23T15:40:00.000","15:40",,,"Terroristic Threats","13C","Intimidation","633","4600  N HIGHLAND AVE","KANSAS CITY","64116",,"SCP","false","VIC","W","M","19","false",,"18-24"
"KC21082412","2021-12-04T14:09:18.000","14:09","2021-12-04T14:06:00.000","14:06",,,"Stealing – Other",,,"545","7400  E 115TH TER","KANSAS CITY","64134","PJ7214","SPD","false","SUS","B","M",,"false","POINT (-94.505061 38.914142)",
"KC21074834","2021-11-03T16:05:40.000","16:05","2021-11-02T19:00:00.000","19:00","2021-11-03T18:33:00.000","18:33","Abuse of a Child","13B","Simple Assault","633","1900  NE VIVION RD","KANSAS CITY","64118","PC0954","SCP","false","VIC","B","F",,"false",,
"KC21080005","2021-11-24T15:38:30.000","15:38","2021-11-24T16:35:00.000","16:35",,,"Stealing – Shoplift","23C","Shoplifting","121","1900  INDEPENDENCE BLVD","KANSAS CITY","64124","PJ0544","CPD","false","VIC",,,,"false",,
"KC21072145","2021-10-24T10:11:34.000","10:11","2021-10-24T02:00:00.000","02:00",,,"Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","134","4600  MILL CREEK PKWY","KANSAS CITY","64112",,"CPD","false","VIC","W","F","30","false",,"25-34"
"KC21085699","2021-12-18T02:13:47.000","02:13","2021-12-18T02:13:00.000","02:13",,,"Assault (Non-Aggravated)","13B","Simple Assault","133","4100  BROADWAY BLVD","KANSAS CITY","64111","PJ3306","CPD","false","VIC","W","F","33","false",,"25-34"
"KC21079943","2021-11-24T12:03:43.000","12:03","2021-11-24T10:00:00.000","10:00",,,"Property Damage",,,"542","9300  NEWTON DR","KANSAS CITY","64138","PJ6481","SPD","false","VIC",,,,"false",,
"KC21077275","2021-11-14T00:35:31.000","00:35","2021-11-13T22:30:00.000","22:30","2021-11-13T23:45:00.000","23:45","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","421","8300  N NODAWAY AVE","KANSAS CITY","64152",,"NPD","false","VIC","W","M","35","false",,"35-44"
"KC21082641","2021-12-05T12:41:13.000","12:41","2021-12-05T12:30:00.000","12:30",,,"Miscellaneous Investigation",,,"534","11300  GRANDVIEW RD","KANSAS CITY","64137","PJ7081","SPD","false","SUS","B","M","27","false",,"25-34"
"KC21079374","2021-11-22T08:41:52.000","08:41","2021-11-22T09:48:00.000","09:48",,,"Rape - Juvenile","36B","Statutory Rape","311","5800  E 23RD ST","KANSAS CITY","64127",,"EPD","false","VIC","B","F",,"false",,
"KC21070579","2021-10-18T08:45:24.000","08:45","2021-10-14T17:00:00.000","17:00","2021-10-18T06:50:00.000","06:50","Burglary (Residential)","220","Burglary/Breaking and Entering","232","700  E 77TH ST","KANSAS CITY","64131","PJ5767","MPD","false","VIC",,,,"false",,
"KC21083001","2021-12-07T07:44:06.000","07:44","2021-12-07T02:00:00.000","02:00",,,"Stolen Auto","240","Motor Vehicle Theft","113","W 12TH ST and WYANDOTTE ST","KANSAS CITY","64105","PJ1080","CPD","false","VIC","W","M","61","false",,"55-64"
"KC21085885","2021-12-18T15:18:13.000","15:18","2021-12-19T00:54:00.000","00:54",,,"Recovered Stolen Auto",,,"341","2000  WHEELING AVE","KANSAS CITY","64126","PJ1839","EPD","false","VIC",,,,"false","POINT (-94.511046 39.086905)",
"KC21076819","2021-11-11T19:20:00.000","19:20","2021-11-11T19:15:00.000","19:15",,,"Liquor Law Violation",,,"234","8700  E 63RD ST","KANSAS CITY","64133",,"MPD","false","SUS","B","F","27","false","POINT (-94.484166 39.009697)","25-34"
"KC21085400","2021-12-16T18:09:09.000","18:09","2021-12-16T14:48:00.000","14:48",,,"Stealing – Shoplift",,,"422","6100  NW BARRY RD","KANSAS CITY","64154","PP0321","NPD","false","VIC",,,,"false","POINT (-94.651957 39.24702)",
"KC21078821","2021-11-20T11:25:45.000","11:25","2021-11-16T01:42:00.000","01:42",,,"Identity Theft","26F","Identity Theft","414","6700  N ST CLAIR AVE","KANSAS CITY","64151","PP0602","NPD","false","VIC","W","F","44","false","POINT (-94.648319 39.215363)","35-44"
"KC21076716","2021-11-11T12:03:24.000","12:03","2021-11-11T12:03:00.000","12:03",,,"Disorderly Conduct","90C","Disorderly Conduct","242","E 75TH ST and PROSPECT AVE","KANSAS CITY","64132","PJ5634","MPD","false","VIC",,,,"false",,
"KC21085317","2021-12-16T13:06:36.000","13:06","2021-12-16T13:06:00.000","13:06",,,"Recovered Stolen Auto","240","Motor Vehicle Theft","233","1400  E 79TH ST","KANSAS CITY","64131","PJ5850","MPD","false","SUS","U","U",,"false",,
"KC21075180","2021-11-05T01:52:16.000","01:52","2021-11-05T01:52:00.000","01:52",,,"State Warrant Arrest",,,"111","W 12TH ST and MULBERRY ST","KANSAS CITY","64101","PJ1042","CPD","false","SUS","W","M","31","false",,"25-34"
"KC21072915","2021-10-27T07:59:54.000","07:59","2021-10-27T07:50:00.000","07:50",,,"Vehicular – Non-Injury",,,"112","OAK ST and E 12TH ST","KANSAS CITY","64106","PJ1028","CPD","false","ARR CHA VDR","B","M","33","false",,"25-34"
"KC21070014","2021-10-15T19:43:13.000","19:43","2021-08-04T21:30:00.000","21:30",,,"Rape","11A","Forcible Rape","141","1300  E ARMOUR BLVD","KANSAS CITY","64109",,"CPD","false","SUS","B","M","38","false","POINT (-94.56892 39.063159)","35-44"
"KC21027030","2021-04-29T12:24:39.000","12:24","2021-02-01T12:00:00.000","12:00","2021-04-28T12:00:00.000","12:00","Stealing from Auto (Auto Part or Accessory)","23G","Theft of Vehicle Parts and Accessories","141","3400  KENWOOD AVE","KANSAS CITY","64109","PJ2768","CPD","false","VIC","B","M","40","false","POINT (-94.577412 39.065277)","35-44"
"KC21025346","2021-04-22T12:35:40.000","12:35","2021-04-22T12:30:00.000","12:30",,,"Recovered Property",,,"422","9100  NW SKYVIEW AVE","KANSAS CITY","64154","PP0285","NPD","false","SUS","B","F","19","false","POINT (-94.656518 39.265099)","18-24"
"KC21031517","2021-05-18T05:56:57.000","05:56","2021-05-17T19:00:00.000","19:00","2021-05-18T05:50:00.000","05:50","Burglary (Non-Residential)","220","Burglary/Breaking and Entering","634","5100  NE CHOUTEAU TRFY","KANSAS CITY","64119","PC0888","SCP","false","ARR CHA SUS","W","M","25","false","POINT (-94.543847 39.186684)","25-34"
"KC21010189","2021-02-14T10:18:48.000","10:18","2021-02-13T23:00:00.000","23:00","2021-02-13T23:15:00.000","23:15","Burglary (Non-Residential)","220","Burglary/Breaking and Entering","635","5000  NE PARVIN RD","KANSAS CITY","64117",,"SCP","false","SUS","W","M",,"false","POINT (-94.518735 39.167023)",
"KC21033890","2021-05-27T12:17:33.000","12:17","2021-05-22T13:00:00.000","13:00",,,"Stealing – Other","23H","All Other Larceny","112","200  W 12TH ST","KANSAS CITY",,,"CPD","false","VIC",,,,"false","POINT (-94.586144 39.100042)",
"KC21021240","2021-04-04T23:31:23.000","23:31","2021-04-04T23:21:00.000","23:21",,,"Stealing – Other","23F","Theft From Motor Vehicle","534","5100  E RED BRIDGE RD","KANSAS CITY","64137","PJ7081","SPD","false","VIC","W","M","21","false","POINT (-94.531427 38.925606)","18-24"
"KC21022481","2021-04-09T16:16:17.000","16:16","2021-04-09T16:16:00.000","16:16",,,"Robbery (Business)","120","Robbery","233","8400  STATE LINE RD","KANSAS CITY","64114","PJ6044","MPD","false","VIC","W","F","24","true",,"18-24"
"KC21026185","2021-04-26T00:06:21.000","00:06","2021-04-26T00:06:00.000","00:06",,,"Domestic Violence Property Damage","290","Vandalism/Destruction of Property","311","100  N CLINTON PL","KANSAS CITY","64123","PJ0293","EPD","false","SUS","W","F","29","false","POINT (-94.534177 39.112979)","25-34"
"KC21028788","2021-05-06T15:48:02.000","15:48","2021-05-06T15:48:00.000","15:48",,,"Robbery (Armed Street)","120","Robbery","222","E 50TH ST and MICHIGAN AVE","KANSAS CITY","64130","PJ3963","MPD","false","CMP VIC","B","M","71","true","POINT (-94.556755 39.184624)","65-74"
"KC21028883","2021-05-07T01:07:51.000","01:07","2021-05-07T01:05:00.000","01:05",,,"Assault (Aggravated)","13A","Aggravated Assault","242","7100  BALES AVE","KANSAS CITY","64132","PJ5460","MPD","false","VIC","B","M",,"true","POINT (-94.546439 38.997407)",
"KC21018203","2021-03-22T08:27:25.000","08:27","2021-03-22T08:30:00.000","08:30",,,"Legacy Incident Report/Arrest",,,"144","4400  OLIVE ST","KANSAS CITY","64130","PJ3581","CPD","false","SUS","B","M","60","false","POINT (-94.556463 39.046493)","55-64"
