Report_No,Reported_Date,Reported Time,From_Date,From Time,To_Date,To Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Invl_No,Involvement,Race,Sex,Age,Location 1,Neighborhood Census,Council Districts,County Boundary,Zip Codes
140038847,06/12/2014 12:00:00 AM,16:18,06/10/2014 12:00:00 AM,,,,501,220,Burglary - Residence,,,,,,,U,2,VIC,B,F,20,,,,,
140042258,07/31/2014 12:00:00 AM,11:29,,,,,501,220,Burglary - Residence,,,,,,,U,1,SUS,W,F,23,,,,,
140042258,07/31/2014 12:00:00 AM,11:29,,,,,501,220,Burglary - Residence,,,,,,,U,1,VIC,W,F,36,,,,,
140037733,06/02/2014 12:00:00 AM,6:07,06/02/2014 12:00:00 AM,6:05,,,502,220,Burglary - Non Resid,642,400  NE BARRY RD,KANSAS CITY,64118,PC0375,SCP,U,1,SUS,U,U,,"400 NE BARRY RD
KANSAS CITY 64118
(39.246401205, -94.575793998)",243,6,4,154
140009996,02/13/2014 12:00:00 AM,7:28,02/13/2014 12:00:00 AM,2:55,,,502,220,Burglary - Non Resid,221,4800  MAIN ST,KANSAS CITY,,PJ3870,MPD,U,1,VIC,,,,"4800 MAIN ST
(39.038923663, -94.587145527)",36,4,7,44
140023940,04/10/2014 12:00:00 AM,17:57,04/10/2014 12:00:00 AM,17:57,,,501,220,Burglary - Residence,233,8200  KENWOOD AV,KANSAS CITY,,PJ5988,MPD,N,1,SUS,U,U,,"8200 KENWOOD AV
(38.978981963, -94.582156147)",70,1,7,163
140026689,04/21/2014 12:00:00 AM,14:54,04/21/2014 12:00:00 AM,14:10,,,501,220,Burglary - Residence,421,8000  N STODDARD AV,KANSAS CITY,,PP0398,NPD,N,1,SUS,W,M,47,"8000 N STODDARD AV
(39.239854224, -94.664456716)",69,5,3,77
140060485,08/24/2014 12:00:00 AM,15:13,08/24/2014 12:00:00 AM,15:13,,,501,220,Burglary - Residence,314,3800  SMART AV,KANSAS CITY,,PJ0479,EPD,U,1,SUS,B,M,,"3800 SMART AV
(39.109462338, -94.536898315)",202,4,7,70
140016823,03/13/2014 12:00:00 AM,17:06,03/13/2014 12:00:00 AM,17:06,,,501,220,Burglary - Residence,234,9300  GRANDVIEW RD,KANSAS CITY,,PJ6441,MPD,U,1,SUS,U,U,,"9300 GRANDVIEW RD
(38.957808785, -94.552783331)",113,2,7,151
140089615,12/14/2014 12:00:00 AM,16:47,12/14/2014 12:00:00 AM,16:47,,,501,220,Burglary - Residence,122,1100  PARK AV,KANSAS CITY,,PJ1073,CPD,U,1,SUS,U,U,,"1100 PARK AV
(39.099992295, -94.554856286)",109,3,7,95
140005130,01/22/2014 12:00:00 AM,19:24,01/22/2014 12:00:00 AM,3:30,01/22/2014 12:00:00 AM,16:00,501,220,Burglary - Residence,233,8100  TROOST AV,KANSAS CITY,64131,PJ5921,MPD,U,1,VIC,B,F,68,"8100 TROOST AV
KANSAS CITY 64131
(38.980653057, -94.576256052)",197,2,7,163
140050406,07/19/2014 12:00:00 AM,9:32,07/12/2014 12:00:00 AM,11:00,,,501,220,Burglary - Residence,345,13600  E 55 TE,KANSAS CITY,64133,PJ4748,EPD,U,1,SUS,U,U,,"13600 E 55
TE KANSAS CITY 64133
(39.020109214, -94.420954243)",61,2,7,37
140091664,12/22/2014 12:00:00 AM,19:59,12/22/2014 12:00:00 AM,7:30,12/22/2014 12:00:00 AM,18:00,501,220,Burglary - Residence,341,1300  EWING AV,KANSAS CITY,64126,PJ1358,EPD,U,1,SUS,U,U,,"1300 EWING AV
KANSAS CITY 64126
(39.095402756, -94.50346567)",83,3,7,94
140028009,04/26/2014 12:00:00 AM,15:28,04/26/2014 12:00:00 AM,15:28,,,501,220,Burglary - Residence,334,4400  MERSINGTON AV,KANSAS CITY,64128,PJ3620,EPD,U,1,VIC,B,M,25,"4400 MERSINGTON AV
KANSAS CITY 64128
(39.04581412, -94.539134526)",40,3,7,157
140091397,12/21/2014 12:00:00 AM,22:27,12/21/2014 12:00:00 AM,16:30,12/21/2014 12:00:00 AM,22:00,501,220,Burglary - Residence,635,6500  NE 43 TE,KANSAS CITY,64119,PC1128,SCP,U,1,SUS,U,U,,"6500 NE 43
TE KANSAS CITY 64119
(39.172948363, -94.50347965)",240,6,4,166
140000777,01/04/2014 12:00:00 AM,10:25,01/03/2014 12:00:00 AM,21:00,01/04/2014 12:00:00 AM,6:30,501,220,Burglary - Residence,113,1200  WYANDOTTE ST,KANSAS CITY,64106,PJ1083,CPD,U,1,SUS,U,U,,"1200 WYANDOTTE ST
KANSAS CITY 64106
(39.099894821, -94.585609542)",5,4,7,72
140052913,07/28/2014 12:00:00 AM,13:27,07/26/2014 12:00:00 AM,14:00,07/28/2014 12:00:00 AM,11:00,502,220,Burglary - Non Resid,111,1400  ST LOUIS AV,KANSAS CITY,64101,PJ0814,CPD,U,1,VIC,W,M,48,"1400 ST LOUIS AV
KANSAS CITY 64101
(39.103428399, -94.601449954)",241,4,7,56
140053831,08/01/2014 12:00:00 AM,0:04,07/30/2014 12:00:00 AM,15:43,07/31/2014 12:00:00 AM,18:45,501,220,Burglary - Residence,413,5500  NW WAUKOMIS DR,KANSAS CITY,64118,PP0712,NPD,U,1,SUS,U,U,,"5500 NW WAUKOMIS DR
KANSAS CITY 64118
(39.195339331, -94.607354841)",153,5,3,66
140076117,10/21/2014 12:00:00 AM,2:10,10/21/2014 12:00:00 AM,2:00,,,502,220,Burglary - Non Resid,114,2500  WEST PENNWAY ST,KANSAS CITY,64109,PJ2033,CPD,N,1,VIC,W,M,48,"2500 WEST PENNWAY ST
KANSAS CITY 64109
(39.082123186, -94.591688335)",238,4,7,92
140028294,04/27/2014 12:00:00 AM,17:08,04/27/2014 12:00:00 AM,17:08,,,501,220,Burglary - Residence,233,8400  HIGHLAND AV,KANSAS CITY,64130,PJ6080,MPD,N,1,SUS,U,U,,"8400 HIGHLAND AV
KANSAS CITY 64130
(38.975225574, -94.568465571)",205,2,7,163
140092689,12/27/2014 12:00:00 AM,19:38,12/24/2014 12:00:00 AM,9:00,12/27/2014 12:00:00 AM,18:00,501,220,Burglary - Residence,543,11400  BRISTOL TE,KANSAS CITY,64134,PJ7172,SPD,U,1,VIC,B,M,33,"11400 BRISTOL
TE KANSAS CITY 64134
(38.916589, -94.508412332)",190,1,7,143
140010149,02/13/2014 12:00:00 AM,17:25,02/13/2014 12:00:00 AM,17:25,,,501,220,Burglary - Residence,533,11500  HOLMES RD,KANSAS CITY,64131,PJ7138,SPD,U,1,VIC,B,F,46,"11500 HOLMES RD
KANSAS CITY 64131
(38.918484456, -94.583970186)",136,1,7,163
