"reported_date","offense","ibrs","description","address","city","zip_code_1","area_1","race_1","sex_1","age_1","firearm_used_flag"
"2014-10-25T00:00:00.000","403","13A","Agg Assault - Domest","4400  JARBOE ST","KANSAS CITY","64111","CPD","W","M","39","N"
"2014-08-26T00:00:00.000","403","13A","Agg Assault - Domest","3700  WARWICK BL","KANSAS CITY","64111","CPD","B","M","18","N"
"2014-06-05T00:00:00.000","403","13A","Agg Assault - Domest","3400  BALTIMORE AV","KANSAS CITY","64111","CPD","B","M","23","N"
"2014-04-24T00:00:00.000","403","13A","Agg Assault - Domest","3800  TERRACE ST","KANSAS CITY","64111","CPD","W","F","27","N"
"2014-08-18T00:00:00.000","403","13A","Agg Assault - Domest","3700  GENESSEE ST","KANSAS CITY","64111","CPD","W","M","31","N"
"2014-03-03T00:00:00.000","403","13A","Agg Assault - Domest","W 39 ST/ROANOKE RD","KANSAS CITY","64111","CPD","W","M","30","N"
"2014-09-15T00:00:00.000","403","13A","Agg Assault - Domest","3700  WARWICK BL","KANSAS CITY","64111","CPD","B","F","18","N"
"2014-06-19T00:00:00.000","403","13A","Agg Assault - Domest","E 33 ST/GARFIELD AV","KANSAS CITY","64111","CPD","B","M","46","N"
"2014-12-26T00:00:00.000","403","13A","Agg Assault - Domest","3700  WARWICK BL","KANSAS CITY","64111","CPD","W","M","22","N"
"2014-02-11T00:00:00.000","403","13A","Agg Assault - Domest","100  W 39 ST","KANSAS CITY","64111","CPD","B","M","48","N"
"2014-06-05T00:00:00.000","403","13A","Agg Assault - Domest","3400  BALTIMORE AV","KANSAS CITY","64111","CPD","B","F","25","N"
"2014-04-16T00:00:00.000","403","13A","Agg Assault - Domest","100  W 39 ST","KANSAS CITY","64111","CPD","B","M","49","N"
"2014-04-24T00:00:00.000","403","13A","Agg Assault - Domest","3800  TERRACE ST","KANSAS CITY","64111","CPD","W","M","35","N"
"2014-08-26T00:00:00.000","403","13A","Agg Assault - Domest","3700  WARWICK BL","KANSAS CITY","64111","CPD","B","M","18","N"
"2014-10-25T00:00:00.000","403","13A","Agg Assault - Domest","4400  JARBOE ST","KANSAS CITY","64111","CPD","W","F","33","N"
"2014-10-25T00:00:00.000","403","13A","Agg Assault - Domest","4400  JARBOE ST","KANSAS CITY","64111","CPD","W","M","39","N"
"2014-06-19T00:00:00.000","403","13A","Agg Assault - Domest","E 33 ST/GARFIELD AV","KANSAS CITY","64111","CPD","B","F","27","N"
"2014-12-13T00:00:00.000","403","13A","Agg Assault - Domest","2300  HOLMES ST","KANSAS CITY","64111","CPD","B","M","43","Y"
"2014-09-24T00:00:00.000","403","13A","Agg Assault - Domest","200  WESTPORT RD","KANSAS CITY","64111","CPD","W","M","36","N"
"2014-09-24T00:00:00.000","403","13A","Agg Assault - Domest","200  WESTPORT RD","KANSAS CITY","64111","CPD","W","F","35","N"
"2014-12-24T00:00:00.000","403","13A","Agg Assault - Domest","3400  WYOMING ST","KANSAS CITY","64111","CPD","B","F","22","N"
"2014-12-25T00:00:00.000","403","13A","Agg Assault - Domest","00  E LINWOOD BL","KANSAS CITY","64111","CPD","W","F","31","N"
"2014-07-22T00:00:00.000","403","13A","Agg Assault - Domest","2300  HOLMES ST","KANSAS CITY","64111","CPD","B","M","22","N"
"2014-09-22T00:00:00.000","403","13A","Agg Assault - Domest","2100  E. LINWOOD BLVD UNIT","KANSAS CITY","64111","CPD","B","F","22","Y"
"2014-11-19T00:00:00.000","403","13A","Agg Assault - Domest","1300  W 39 ST","KANSAS CITY","64111","CPD","W","M","45","N"
"2014-09-07T00:00:00.000","403","13A","Agg Assault - Domest","1300  W 45 ST","KANSAS CITY","64111","CPD","W","M","47","N"
"2014-07-22T00:00:00.000","403","13A","Agg Assault - Domest","4200  ROANOKE PKWY","KANSAS CITY","64111","SPD","W","M","47","N"
"2014-10-06T00:00:00.000","403","13A","Agg Assault - Domest","3700  WARWICK BL","KANSAS CITY","64111","CPD","B","M","24","N"
"2014-10-25T00:00:00.000","403","13A","Agg Assault - Domest","4400  JARBOE ST","KANSAS CITY","64111","CPD","W","F","33","N"
"2014-01-22T00:00:00.000","403","13A","Agg Assault - Domest","3200  BROADWAY","KANSAS CITY","64111","CPD","W","F","34","N"
"2014-05-20T00:00:00.000","403","13A","Agg Assault - Domest","00  W 36 ST","KANSAS CITY","64111","CPD","W","F","28","N"
"2014-03-07T00:00:00.000","403","13A","Agg Assault - Domest","3300  WYOMING ST","KANSAS CITY","64111","CPD","B","M","22","Y"
"2014-10-29T00:00:00.000","403","13A","Agg Assault - Domest","00  W 36 ST","KANSAS CITY","64111","CPD","W","M","20","N"
"2014-03-07T00:00:00.000","403","13A","Agg Assault - Domest","3300  WYOMING ST","KANSAS CITY","64111","CPD","B","F","21","Y"
"2014-07-22T00:00:00.000","403","13A","Agg Assault - Domest","2300  HOLMES ST","KANSAS CITY","64111","CPD","B","M","26","N"
"2014-12-25T00:00:00.000","403","13A","Agg Assault - Domest","00  E LINWOOD BL","KANSAS CITY","64111","CPD","B","M","31","N"
"2014-10-23T00:00:00.000","403","13A","Agg Assault - Domest","4200  KENWOOD AV","KANSAS CITY","64111","CPD","W","F","36","N"
"2014-08-18T00:00:00.000","403","13A","Agg Assault - Domest","3700  GENESSEE ST","KANSAS CITY","64111","CPD","W","F","28","N"
"2014-02-11T00:00:00.000","403","13A","Agg Assault - Domest","100  W 39 ST","KANSAS CITY","64111","CPD","B","F","33","N"
"2014-04-24T00:00:00.000","403","13A","Agg Assault - Domest","3800  TERRACE ST","KANSAS CITY","64111","CPD","W","M","35","N"
