"number","fraction","prefix","name","suffix","month","day","year","res_non","type","sf_mf","dwelling_units_gained_or_lost","permit_value","how_far_east","how_far_north","permit_number","location_1"
"21",,"E","12","ST","5","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","19000","2765166","1068004","64611","21 E 12 ST
,  "
"5309",,"NE","46","ST","12","1","1970","Residential","New Construction","Single Family","1","12500","2783758","1096140","34790","5309 NE 46 ST
,  "
"1709",,"E","37","ST","12","1","1970","Residential","Additions, Alterations, Repairs","NA","0","200","2770735","1053221","33888","1709 E 37 ST
,  "
"1515",,"E","12",,"2","1","1972","Non-Residential","Demolition","NA","0","1600","2770702","1067679","59979","1515 E 12
,  "
"3609",,"NE","48","ST","6","1","1972","Residential","Additions, Alterations, Repairs","NA","0","660","2778481","1097628","67139","3609 NE 48 ST
,  "
"8439",,"E","56","TE","5","1","1971","Residential","New Construction","Single Family","1","23000","2792405","1039382","43770","8439 E 56 TE
,  "
"4110",,"E","6","ST","5","1","1971","Residential","Additions, Alterations, Repairs","NA","0","275","2779167","1069906","43160","4110 E 6 ST
,  "
"9621",,"E","38","TE","5","1","1971","Residential","New Construction","Single Family","1","26400","2798525","1050920","42267","9621 E 38 TE
,  "
"907",,"E","18","ST","8","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","700","2768116","1064910","71502","907 E 18 ST
,  "
"12013",,"E","56","TE","2","1","1972","Residential","New Construction","Single Family","1","18000","2806009","1038710","59641","12013 E 56 TE
,  "
"3820",,"E","9","ST","12","1","1971","Residential","Additions, Alterations, Repairs","NA","0","2800","2778400","1068891","55443","3820 E 9 ST
,  "
"5900",,"NE","45","ST","4","1","1972","Residential","New Construction","Single Family","1","12000","2785650","1095555","63121","5900 NE 45 ST
,  "
"8809",,"E","49","ST","8","1","1970","Non-Residential","New Construction","NA","0","3000","2794508","1044250","28729","8809 E 49 ST
,  "
"1806",,"E","24","TE","11","12","1973","Residential","Demolition","Multifamily","4","540","2771310","1061692","94673","1806 E 24 TE
,  "
"1001",,"W","16","ST","1","1","1970","Residential","Demolition","Multifamily","2","100","2761609","1066428","17752","1001 W 16 ST
,  "
"15215",,"E","48","ST","2","1","1971","Residential","New Construction","Single Family","1","10000","2816835","1043697","37865","15215 E 48 ST
,  "
"1615",,"E","12","ST","6","1","1970","Non-Residential","Demolition","NA","0","600","2768162","992566","25384","1615 E 12 ST
,  "
"4914",,"E","45","ST","9","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","200","2781071","1047623","29661","4914 E 45 ST
,  "
"324",,"E","11","ST","2","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","6000","2766377","1068546","19258","324 E 11 ST
,  "
"4810",,"E","7","ST","7","1","1971","Residential","Additions, Alterations, Repairs","NA","0","700","2781544","1069425","47417","4810 E 7 ST
,  "
"2801",,"E","12","ST","7","1","1971","Residential","Demolition","Multifamily","2","450","2774737","1067584","46255","2801 E 12 ST
,  "
"2409",,"E","10","ST","7","1","1971","Residential","New Construction","Single Family","1","11000","2773654","1068614","46804","2409 E 10 ST
,  "
"2115",,"E","12","ST","10","1","1972","Non-Residential","Demolition","NA","0","300","2772529","1067687","75355","2115 E 12 ST
,  "
"3609",,"E","20","ST","1","1","1970","Residential","Additions, Alterations, Repairs","NA","0","500","2777260","1063503","18565","3609 E 20 ST
,  "
"6401",,"E","18","TE","3","1","1970","Residential","New Construction","Single Family","1","14000","2786329","1063673","21374","6401 E 18 TE
,  "
"2816",,"E","12","ST","2","1","1970","Residential","Demolition","Single Family","1","776","2774949","1067676","19176","2816 E 12 ST
,  "
"2702",,"E","51","ST","2","1","1971","Residential","Demolition","Single Family","1","539","2773497","1043989","37272","2702 E 51 ST
,  "
"127",,"W","10","ST","12","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","75000","2764552","1068859","56759","127 W 10 ST
,  "
"1314",,"E","24","ST","8","1","1970","Residential","Additions, Alterations, Repairs","NA","0","520","2760378","1062624","28930","1314 E 24 ST
,  "
"1012",,"E","5","ST","9","1","1971","Residential","Demolition","Single Family","1","400","2768345","1071997","50466","1012 E 5 ST
,  "
"333",,"W","47","ST","3","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","10000","2762761","1046924","20632","333 W 47 ST
,  "
"2617",,"E","57","ST","9","1","1971","Residential","Demolition","Single Family","1","400","2773013","1039957","50896","2617 E 57 ST
,  "
"706",,"NE","42","TE","9","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","400","2768389","1094043","30719","706 NE 42 TE
,  "
"115",,"E","9","ST","11","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","6500","2763068","1015315","54740","115 E 9 ST
,  "
"8422",,"E","55","TE","6","1","1970","Residential","New Construction","Single Family","1","15000","2792185","1040180","26144","8422 E 55 TE
,  "
"5030",,"E","9","ST","11","1","1971","Residential","Additions, Alterations, Repairs","NA","0","698","2782444","1068707","54096","5030 E 9 ST
,  "
"5107",,"E","24","ST","1","1","1973","Residential","Additions, Alterations, Repairs","NA","0","400","2782074","1061404","79774","5107 E 24 ST
,  "
"8435",,"E","56","TE","6","1","1971","Residential","New Construction","Single Family","1","15780","2792330","1039411","45229","8435 E 56 TE
,  "
"5857",,"E","21","ST","4","1","1970","Residential","New Construction","Multifamily","4","36992","2784601","1062770","22398","5857 E 21 ST
,  "
"2804",,"E","6","ST","8","1","1971","Residential","Demolition","Single Family","1","410","2775091","1070068","48679","2804 E 6 ST
,  "
"2008",,"NE","39","ST","10","1","1970","Non-Residential","New Construction","NA","0","2840","2772760","1091632","31001","2008 NE 39 ST
,  "
"12113",,"E","55","ST","7","1","1972","Residential","New Construction","Single Family","1","15000","2806246","1039666","69614","12113 E 55 ST
,  "
"8730",,"E","52","ST","2","1","1973","Residential","Additions, Alterations, Repairs","NA","0","1790","2793982","1042368","81212","8730 E 52 ST
,  "
"4401",,"NE","46","ST","12","1","1972","Residential","New Construction","Single Family","1","15120","2780782","1096171","77587","4401 NE 46 ST
,  "
"2646",,"E","8","ST","4","1","1972","Residential","Additions, Alterations, Repairs","NA","0","1800","2774386","1069387","63040","2646 E 8 ST
,  "
"11",,"NW","43","ST","2","1","1972","Residential","Additions, Alterations, Repairs","NA","0","1800","2765463","1094292","59422","11 NW 43 ST
,  "
"5623",,"E","27","ST","9","1","1970","Residential","Additions, Alterations, Repairs","NA","0","420","2783886","1059273","29890","5623 E 27 ST
,  "
"220",,"W","12","ST","9","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","3000","2760998","996256","72156","220 W 12 ST
,  "
"2714",,"E","54","ST","1","1","1973","Non-Residential","Demolition","NA","0","10","2773706","1047937","77961","2714 E 54 ST
,  "
"3106",,"E","10","ST","8","1","1971","Residential","New Construction","Single Family","1","11000","2775795","1068634","49418","3106 E 10 ST
,  "
"3800",,"E","25","ST","3","1","1973","Residential","Demolition","Single Family","1","450","2777783","1060933","82844","3800 E 25 ST
,  "
"6027",,"E","16","TE","4","1","1971","Residential","Additions, Alterations, Repairs","NA","0","2000","2785551","1064805","41903","6027 E 16 TE
,  "
"417",,"E","13","ST","1","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","200","2766656","1067472","35675","417 E 13 ST
,  "
"5620",,"E","31","ST","2","1","1970","Residential","Demolition","Single Family","1","219","2783579","1056731","19686","5620 E 31 ST
,  "
"111",,"W","10","ST","7","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","1000","2764764","1068859","47338","111 W 10 ST
,  "
"9801",,"E","51","ST","8","1","1971","Residential","Additions, Alterations, Repairs","NA","0","3000","2798704","1042627","49128","9801 E 51 ST
,  "
"10005",,"E","47","ST","5","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","2000","2799670","1045251","65729","10005 E 47 ST
,  "
"2413",,"E","10","ST","7","1","1971","Residential","New Construction","Single Family","1","11000","2773714","1068617","46803","2413 E 10 ST
,  "
"312",,"E","12","ST","7","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","2000","2766326","1068069","46091","312 E 12 ST
,  "
"927",,"W","42","ST","5","1","1972","Residential","Additions, Alterations, Repairs","NA","0","3000","2760698","1050610","64432","927 W 42 ST
,  "
"3432",,"E","7","ST","6","1","1970","Residential","Additions, Alterations, Repairs","NA","0","697","2777270","1069632","24886","3432 E 7 ST
,  "
"2502",,"NE","53","ST","4","1","1971","Residential","Additions, Alterations, Repairs","NA","0","348","2774533","1100996","41932","2502 NE 53 ST
,  "
"109",,"W","18","ST","4","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","3000","2764485","1065074","22504","109 W 18 ST
,  "
"2712",,"E","55","ST","10","1","1972","Residential","Demolition","Single Family","1","542","2773350","1041360","75146","2712 E 55 ST
,  "
"4212",,"E","26","ST","7","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","900","2779103","1060220","26340","4212 E 26 ST
,  "
"4500",,"E","25","ST","7","1","1971","Residential","Additions, Alterations, Repairs","NA","0","400","2779982","1060844","47571","4500 E 25 ST
,  "
"824",,"NE","46","ST","12","1","1972","Residential","Additions, Alterations, Repairs","NA","0","250","2769020","1096219","77541","824 NE 46 ST
,  "
"12740",,"E","59","ST","8","1","1971","Residential","New Construction","Single Family","1","18700","2808352","1036979","49395","12740 E 59 ST
,  "
"2902",,"E","12","ST","9","1","1970","Residential","Demolition","Multifamily","2","627","2775174","1067667","30673","2902 E 12 ST
,  "
"2801",,"E","8","ST","5","1","1971","Residential","Additions, Alterations, Repairs","NA","0","400","2775025","1069258","43417","2801 E 8 ST
,  "
"6014",,"E","11","ST","4","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","400","2785649","1067893","23137","6014 E 11 ST
,  "
"5614",,"E","37","ST","5","1","1971","Residential","Additions, Alterations, Repairs","NA","0","550","2783777","1052805","42185","5614 E 37 ST
,  "
"7932",,"NE","54","ST","6","1","1972","Residential","Additions, Alterations, Repairs","NA","0","2000","2792823","1101719","68138","7932 NE 54 ST
,  "
"8119",,"NE","52","ST","7","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","325","2793695","1100308","47154","8119 NE 52 ST
,  "
"5945",,"E","40","TE","2","1","1970","Residential","New Construction","Multifamily","6","31704","2784299","1050306","19952","5945 E 40 TE
,  "
"4105",,"E","19","ST","9","1","1971","Residential","Demolition","Single Family","1","683","2779048","1063945","51336","4105 E 19 ST
,  "
"612",,"W","48","ST","4","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","2000","2761946","1046541","40080","612 W 48 ST
,  "
"11208",,"E","44","ST","6","1","1970","Residential","Additions, Alterations, Repairs","NA","0","488","2803991","1046936","25558","11208 E 44 ST
,  "
"8320",,"E","56","ST","2","1","1970","Residential","New Construction","Single Family","1","20000","2791750","1039904","18892","8320 E 56 ST
,  "
"3915",,"NE","50","TE","2","1","1970","Residential","Additions, Alterations, Repairs","NA","0","700","2779219","1099247","19598","3915 NE 50 TE
,  "
"919",,"W","47","ST","5","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","3000","2760779","1047111","65383","919 W 47 ST
,  "
"7605",,"E","17","ST","11","1","1971","Non-Residential","New Construction","NA","0","32863","2790416","1064269","54870","7605 E 17 ST
,  "
"12004",,"E","57","TE","6","1","1970","Residential","New Construction","Single Family","1","10000","2805891","1038244","25003","12004 E 57 TE
,  "
"20",,"E","14","ST","8","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","4000","2765125","1067123","49547","20 E 14 ST
,  "
"2507",,"E","24","TE","3","1","1970","Residential","Demolition","Single Family","1","200","2773684","1061422","20350","2507 E 24 TE
,  "
"912",,"E","27","ST","11","1","1972","Residential","Demolition","Multifamily","6","600","2767859","1060057","76309","912 E 27 ST
,  "
"8100",,"NE","57","ST","12","1","1972","Residential","Additions, Alterations, Repairs","NA","0","1400","2793043","1103836","77323","8100 NE 57 ST
,  "
"3408",,"E","36","ST","9","1","1971","Residential","Additions, Alterations, Repairs","NA","0","512","2776335","1053768","49925","3408 E 36 ST
,  "
"100",,"W","12","ST","7","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","550","2764775","1068122","46019","100 W 12 ST
,  "
"9121",,"E","51","ST","7","1","1972","Residential","New Construction","Single Family","1","20000","2796497","1042359","70081","9121 E 51 ST
,  "
"6816",,"NE","49","TE","4","1","1972","Residential","Additions, Alterations, Repairs","NA","0","1800","2788779","1098502","62612","6816 NE 49 TE
,  "
"613",,"W","57","ST","5","1","1971","Residential","Additions, Alterations, Repairs","NA","0","5000","2761516","1040127","43294","613 W 57 ST
,  "
"2200",,"E","13","ST","11","1","1970","Residential","Demolition","Multifamily","2","3030","2772799","1067280","33345","2200 E 13 ST
,  "
"629",,"W","38","ST","5","9","1973","Non-Residential","Demolition","NA","0","1500","2761976","1052767","85456","629 W 38 ST
,  "
"2339",,"E","48","ST","5","1","1972","Residential","Demolition","Single Family","1","500","2772530","1045757","64770","2339 E 48 ST
,  "
"1612",,"W","33","ST","10","1","1970","Residential","Demolition","Single Family","1","100","2759110","1056340","31763","1612 W 33 ST
,  "
"4919",,"E","31","ST","11","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","750","2781076","1056740","53721","4919 E 31 ST
,  "
"11710",,"E","59","ST","6","1","1972","Non-Residential","New Construction","NA","0","2000","2804864","1037162","66358","11710 E 59 ST
,  "
"12207",,"E","57","TE","2","1","1970","Residential","New Construction","Single Family","1","15000","2806434","1038164","19026","12207 E 57 TE
,  "
"1505",,"E","22","TE","7","1","1971","Residential","Additions, Alterations, Repairs","NA","0","400","2770454","1062642","46195","1505 E 22 TE
,  "
"5100",,"NE","59","TE","5","1","1970","Residential","Additions, Alterations, Repairs","NA","0","2450","2783115","1105144","23295","5100 NE 59 TE
,  "
"5848",,"E","19","TE","2","1","1972","Residential","New Construction","Multifamily","6","42576","2785068","1063446","59199","5848 E 19 TE
,  "
"1901",,"E","38","ST","7","1","1972","Residential","Demolition","Single Family","1","400","2771161","1052567","68625","1901 E 38 ST
,  "
"12201",,"E","57","TE","2","1","1970","Residential","New Construction","Single Family","1","14000","2806368","1038162","19024","12201 E 57 TE
,  "
"12021",,"E","43","ST","4","1","1970","Non-Residential","New Construction","NA","0","9000","2806221","1047560","22176","12021 E 43 ST
,  "
"11800",,"E","59","TE","6","1","1973","Residential","New Construction","Multifamily","4","55670","2805041","1036793","87314","11800 E 59 TE
,  "
"2715",,"E","59","ST","10","1","1971","Residential","Demolition","Single Family","1","745","2773220","1038626","52427","2715 E 59 ST
,  "
"906",,"E","16","ST","4","1","1973","Residential","Demolition","Single Family","1","500","2761884","1066515","84057","906 E 16 ST
,  "
"2711",,"E","35","TE","3","1","1973","Residential","Demolition","Single Family","1","800","2774066","1053895","83113","2711 E 35 TE
,  "
"1124",,"NE","40","PL","12","1","1972","Residential","New Construction","Single Family","1","22680","2770040","1092896","77404","1124 NE 40 PL
,  "
"2118",,"E","47","TE","11","1","1972","Residential","Demolition","Single Family","1","400","2771657","1046332","75886","2118 E 47 TE
,  "
"1906",,"E","43","ST","3","1","1970","Residential","Additions, Alterations, Repairs","NA","0","1000","2771063","1049383","20025","1906 E 43 ST
,  "
"4216",,"NW","57","TE","5","1","1972","Residential","New Construction","Multifamily","4","32600","2751904","1104137","65495","4216 NW 57 TE
,  "
"3700",,"NW","56","ST","3","1","1972","Residential","New Construction","Single Family","1","14000","2753517","1103117","61768","3700 NW 56 ST
,  "
"4617",,"E","40","ST","3","1","1972","Residential","Additions, Alterations, Repairs","NA","0","800","2780257","1050852","60929","4617 E 40 ST
,  "
"1510",,"E","21","ST","8","1","1970","Residential","Demolition","Multifamily","2","400","2770485","1063483","28675","1510 E 21 ST
,  "
"6703",,"E","12","ST","4","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","750","2787580","1067039","41260","6703 E 12 ST
,  "
"2508",,"E","49","ST","1","1","1970","Residential","Demolition","Single Family","1","612","2772840","1045381","17977","2508 E 49 ST
,  "
"3306",,"E","53","ST","5","1","1970","Residential","Demolition","Single Family","1","293","2775416","1042578","23585","3306 E 53 ST
,  "
"3004",,"E","25","ST","6","1","1972","Residential","Additions, Alterations, Repairs","NA","0","940","2775261","1061042","67936","3004 E 25 ST
,  "
"3104",,"E","11","ST","5","1","1971","Residential","Demolition","Multifamily","2","921","2775756","1068299","43685","3104 E 11 ST
,  "
"5321",,"NE","46","ST","2","1","1971","Residential","New Construction","Single Family","1","12000","2783914","1096141","36179","5321 NE 46 ST
,  "
"1220",,"E","30","ST","11","1","1970","Residential","New Construction","Multifamily","15","160000","2769168","1058042","33730","1220 E 30 ST
,  "
"3000",,"E","31","ST","12","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","400","2775025","1057098","34117","3000 E 31 ST
,  "
"212",,"W","10","ST","7","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","400","2761388","1005334","26643","212 W 10 ST
,  "
"3000",,"E","10","ST","1","1","1970","Residential","Demolition","Single Family","1","1059","2775393","1068644","18500","3000 E 10 ST
,  "
"216",,"E","34","TE","2","1","1973","Residential","Demolition","Single Family","1","1345","2765057","1055373","80851","216 E 34 TE
,  "
"4116",,"E","43","ST","12","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","1000","2778347","1049050","55825","4116 E 43 ST
,  "
"2732",,"NE","42","ST","7","1","1971","Residential","Additions, Alterations, Repairs","NA","0","25540","2775132","1093527","46822","2732 NE 42 ST
,  "
"2915",,"E","58","ST","5","10","1973","Residential","Additions, Alterations, Repairs","NA","0","2800","2774027","1039239","85534","2915 E 58 ST
,  "
"2602",,"NE","42","ST","7","1","1971","Residential","Additions, Alterations, Repairs","NA","0","360","2774871","1093391","46816","2602 NE 42 ST
,  "
"2615",,"E","54","ST","3","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","1920","2773090","1041930","20787","2615 E 54 ST
,  "
"7020",,"E","13","ST","4","1","1971","Non-Residential","New Construction","NA","0","4000","2788793","1066679","40253","7020 E 13 ST
,  "
"1347",,"E","47","ST","3","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","1475","2769163","1046828","20629","1347 E 47 ST
,  "
"1662",,"E","22","ST","4","1","1970","Residential","New Construction","Multifamily","8","52000","2771008","1063333","23057","1662 E 22 ST
,  "
"23",,"W","58","TE","5","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","182","2763349","1039418","65393","23 W 58 TE
,  "
"5805",,"E","17","ST","5","7","1973","Non-Residential","New Construction","NA","0","57000","2784555","1064497","85290","5805 E 17 ST
,  "
"5812",,"E","20","ST","2","1","1970","Residential","New Construction","Multifamily","10","79200","2784485","1063233","19029","5812 E 20 ST
,  "
"1904",,"E","34","ST","5","4","1973","Residential","Demolition","Multifamily","3","1375","2771295","1055345","85143","1904 E 34 ST
,  "
"5217",,"E","39","ST","3","1","1970","Residential","Additions, Alterations, Repairs","NA","0","3000","2782211","1051520","20702","5217 E 39 ST
,  "
"5905",,"NE","45","TE","6","1","1972","Residential","New Construction","Single Family","1","12000","2785720","1095718","66882","5905 NE 45 TE
,  "
"7409",,"E","55","ST","5","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","700","2789156","1040546","23530","7409 E 55 ST
,  "
"3208",,"E","26","ST","2","1","1971","Residential","Demolition","Single Family","1","675","2775829","1060366","36338","3208 E 26 ST
,  "
"8649",,"E","57","ST","9","1","1970","Residential","Additions, Alterations, Repairs","NA","0","5000","2793306","1038929","29987","8649 E 57 ST
,  "
"1910",,"E","36","ST","11","1","1972","Residential","Demolition","Single Family","1","567","2771273","1054069","76621","1910 E 36 ST
,  "
"3",,"E","56","TE","8","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","1000","2763816","1040692","28453","3 E 56 TE
,  "
"15308",,"E","49","ST","11","1","1970","Residential","New Construction","Single Family","1","10000","2817029","1043190","32921","15308 E 49 ST
,  "
"12112",,"E","56","ST","7","1","1970","Residential","New Construction","Single Family","1","12000","2806297","1039158","27716","12112 E 56 ST
,  "
"2610",,"NE","39","TE","1","1","1973","Residential","New Construction","Single Family","1","14000","2775149","1092059","79049","2610 NE 39 TE
,  "
"8201",,"NE","51","ST","7","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","300","2794162","1099814","27175","8201 NE 51 ST
,  "
"6923",,"NE","49","ST","3","1","1972","Residential","Additions, Alterations, Repairs","NA","0","3980","2788971","1098027","61358","6923 NE 49 ST
,  "
"1310",,"W","39","ST","6","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","15000","2759741","1052549","25640","1310 W 39 ST
,  "
"2621",,"E","11","ST","6","1","1972","Residential","New Construction","Multifamily","4","70000","2774215","1068260","68350","2621 E 11 ST
,  "
"3106",,"E","19","ST","3","1","1970","Residential","Demolition","Single Family","1","200","2775809","1064384","20071","3106 E 19 ST
,  "
"1515",,"E","29","ST","7","1","1971","Residential","Demolition","Multifamily","4","1384","2770201","1058532","47500","1515 E 29 ST
,  "
"5808",,"NE","45","TE","8","1","1971","Residential","New Construction","Single Family","1","12000","2785433","1095833","49741","5808 NE 45 TE
,  "
"4201",,"NE","50","ST","7","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","3000","2780107","1099152","46802","4201 NE 50 ST
,  "
"3400",,"E","31","ST","10","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","1000","2776333","1057042","30963","3400 E 31 ST
,  "
"815",,"W","54","ST","4","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","2600","2760910","1042515","22601","815 W 54 ST
,  "
"1628",,"W","50","ST","4","1","1970","Residential","Additions, Alterations, Repairs","NA","0","3000","2758253","1045356","22414","1628 W 50 ST
,  "
"3007",,"E","9","ST","2","1","1971","Residential","Demolition","Multifamily","4","568","2775430","1068883","37146","3007 E 9 ST
,  "
"2614",,"E","18","ST","12","1","1972","Non-Residential","Demolition","NA","0","275","2774059","1064780","77326","2614 E 18 ST
,  "
"1809",,"E","42","ST","4","1","1970","Residential","Demolition","Single Family","1","400","2770803","1049960","21914","1809 E 42 ST
,  "
"3719",,"NE","42","TE","6","1","1971","Residential","New Construction","Multifamily","2","20000","2778461","1093789","45524","3719 NE 42 TE
,  "
"5405",,"E","35","ST","11","1","1970","Residential","Demolition","Single Family","1","275","2782863","1054046","33567","5405 E 35 ST
,  "
"1607",,"E","33","ST","8","1","1970","Residential","Demolition","Multifamily","3","500","2770452","1055871","27967","1607 E 33 ST
,  "
"1916",,"E","35","ST","1","1","1971","Residential","Demolition","Single Family","1","500","2771367","1054616","35367","1916 E 35 ST
,  "
"2814",,"E","55","ST","1","1","1970","Residential","New Construction","Single Family","1","12000","2773906","1041356","18107","2814 E 55 ST
,  "
"2312",,"E","39","ST","4","1","1970","Residential","Demolition","Multifamily","2","400","2772571","1051940","21869","2312 E 39 ST
,  "
"458",,"W","51","ST","6","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","4000","2761675","1044547","67194","458 W 51 ST
,  "
"5825",,"E","21","ST","4","1","1970","Residential","New Construction","Multifamily","4","31180","2784484","1062747","22394","5825 E 21 ST
,  "
"2400",,"E","30","ST","6","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","2000","2773130","1057849","45362","2400 E 30 ST
,  "
"1717",,"E","12","ST","10","1","1970","Non-Residential","Demolition","NA","0","600","2771239","1067722","31514","1717 E 12 ST
,  "
"5812",,"NE","45","ST","4","1","1972","Residential","New Construction","Single Family","1","12000","2785530","1095557","63119","5812 NE 45 ST
,  "
"15",,"E","5","ST","3","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","900","2765493","1071084","61884","15 E 5 ST
,  "
"5216",,"NE","46","TE","8","1","1971","Residential","Additions, Alterations, Repairs","NA","0","400","2783567","1096270","49516","5216 NE 46 TE
,  "
"223",,"NW","43","ST","2","1","1971","Residential","New Construction","Single Family","1","35000","2764493","1094054","37641","223 NW 43 ST
,  "
"406",,"W","34","ST","6","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","5000","2762860","1056008","44707","406 W 34 ST
,  "
"2011",,"E","10","ST","9","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","7000","2772448","1068389","30044","2011 E 10 ST
,  "
"15312",,"E","48","ST","11","1","1970","Residential","New Construction","Single Family","1","10000","2817153","1043795","32936","15312 E 48 ST
,  "
"5904",,"NE","45","TE","10","1","1971","Residential","New Construction","Single Family","1","12000","2785698","1095831","52383","5904 NE 45 TE
,  "
"2406",,"E","31","ST","7","1","1970","Residential","Demolition","Single Family","1","200","2773080","1057184","27515","2406 E 31 ST
,  "
"1606",,"E","12","ST","8","1","1971","Non-Residential","Demolition","NA","0","450","2770890","1067851","48676","1606 E 12 ST
,  "
"7525",,"E","52","ST","5","1","1972","Residential","Additions, Alterations, Repairs","NA","0","1000","2789548","1042382","65266","7525 E 52 ST
,  "
"2644",,"E","7","ST","9","1","1970","Residential","Demolition","Single Family","1","491","2774746","1069757","30578","2644 E 7 ST
,  "
"1905",,"E","36","ST","1","1","1973","Residential","Demolition","Single Family","1","476","2771230","1053860","79859","1905 E 36 ST
,  "
"15216",,"E","48","TE","2","1","1971","Residential","New Construction","Single Family","1","11000","2816871","1043509","37875","15216 E 48 TE
,  "
"306",,"E","12","ST","3","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","12000","2766228","1068124","39239","306 E 12 ST
,  "
"8400",,"E","9","ST","1","1","1973","Residential","Demolition","Single Family","1","1000","2793140","1068193","80195","8400 E 9 ST
,  "
"801",,"E","18","ST","6","1","1971","Non-Residential","Demolition","NA","0","600","2767656","1064930","44532","801 E 18 ST
,  "
"408",,"E","9","ST","1","1","1973","Non-Residential","Demolition","NA","0","1800","2764418","1018883","80199","408 E 9 ST
,  "
"1009",,"E","26","ST","7","1","1971","Residential","Demolition","Multifamily","4","2495","2768264","1060563","47782","1009 E 26 ST
,  "
"2213",,"E","18","ST","6","1","1973","Non-Residential","Demolition","NA","0","279","2772738","1064740","86771","2213 E 18 ST
,  "
"15200",,"E","49","ST","11","1","1970","Residential","New Construction","Single Family","1","10000","2816612","1043220","32928","15200 E 49 ST
,  "
"8901",,"E","23","ST","4","1","1971","Residential","Additions, Alterations, Repairs","NA","0","3700","2795801","1061081","41380","8901 E 23 ST
,  "
"2422",,"E","12","ST","4","1","1970","Non-Residential","Demolition","NA","0","950","2773545","1067735","22038","2422 E 12 ST
,  "
"3814",,"E","35","ST","12","1","1971","Residential","Additions, Alterations, Repairs","NA","0","632","2777791","1054348","55200","3814 E 35 ST
,  "
"11812",,"E","58","ST","5","1","1970","Residential","New Construction","Single Family","1","8000","2805074","1037980","23929","11812 E 58 ST
,  "
"2308",,"E","13","ST","5","1","1972","Residential","New Construction","Single Family","1","11000","2773230","1067272","64487","2308 E 13 ST
,  "
"601",,"E","31","ST","6","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","452","2766702","1057373","44118","601 E 31 ST
,  "
"208",,"E","26","ST","3","1","1973","Residential","Demolition","Multifamily","3","2500","2765481","1060640","83177","208 E 26 ST
,  "
"3401",,"E","43","ST","8","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","1500","2776005","1049048","71146","3401 E 43 ST
,  "
"5027",,"E","8","ST","3","1","1971","Residential","Additions, Alterations, Repairs","NA","0","1000","2782413","1068938","39233","5027 E 8 ST
,  "
"5437",,"E","11","ST","2","1","1970","Residential","Additions, Alterations, Repairs","NA","0","2000","2783764","1067636","19191","5437 E 11 ST
,  "
"5301",,"NE","46","ST","11","1","1970","Residential","New Construction","Single Family","1","10900","2783668","1096151","33587","5301 NE 46 ST
,  "
"416",,"W","12","ST","2","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","15200","2763541","1068235","59138","416 W 12 ST
,  "
